gender,age,sexual_orientation,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Female,37,Heterosexual,Single,-203.77726526069927,C,D,8.975416867587294,D,C,293.9674537270459,17.798930565061795,1
Other,66,Bisexual,Single,-179.10889038908203,B,A,2.3814527355393653,D,E,-45.741843933339545,-16.6765752076416,1
F,81,Heterosexual,Married,-105.00567094867547,D,D,-81.4342878945882,A,B,28.062697051169128,11.058057721959184,0
Non-binary,85,Other,Divorced,77.98294322392579,D,C,132.1860252315731,D,C,-100.7031319213028,-48.52447110677356,1
F,31,Homosexual,Single,95.39154974662733,E,A,53.998798741376255,E,E,63.02168355308228,-37.290195788969214,1
Non-binary,79,Heterosexual,Single,-112.4473778645813,C,A,-8.510937289895587,C,E,57.5535405265421,-27.519536386222516,1
Female,40,Bisexual,Married,-16.440693573209078,C,B,50.55252444164328,C,C,-84.13309383456645,-34.7701238744673,1
Male,38,Other,Divorced,-139.04876715662868,C,E,220.7332556116171,C,B,67.10563751619874,-18.424842228150375,0
Other,82,Bisexual,Married,131.06122294334094,D,C,97.22000310823157,A,D,-96.45836479774232,-102.66386935802664,1
Female,60,Homosexual,Married,9.38319400576913,D,B,21.002662274717775,B,D,-79.61908270336276,13.731541005800937,1
Male,88,Homosexual,Single,-62.66554383852815,A,D,130.46426367773304,A,C,79.81963322216106,-160.04824640778574,1
M,33,Bisexual,Widowed,40.60717393489317,B,B,-37.000303972574514,C,A,-56.82717666479055,-24.57779305518657,0
M,84,Other,Married,-67.79996624639776,C,A,13.005093826782854,A,B,-313.84458172594077,-42.749127211590945,0
Other,20,Heterosexual,Single,-218.32431040914946,D,E,-41.71932472106463,C,A,72.69206010773479,-45.0980588355529,0
Male,84,Homosexual,Married,0.11459551374748338,D,C,73.98490502313767,D,E,-67.86005976011712,112.19333555343283,1
Non-binary,88,Other,Single,-80.55720265356034,C,B,76.95986358474934,B,E,98.09523162805245,-17.92378367853571,0
F,22,Other,Widowed,-8.327934380515044,A,A,14.959419975573118,B,B,45.94027532685113,54.57820650483932,0
M,51,Other,Divorced,-89.89443018953185,D,C,9.171908328451881,A,E,-18.33207464631711,-168.17171974570107,1
Non-binary,50,Other,Married,97.62375942570664,D,E,-118.48596959980672,E,B,-7.586746368504118,59.66255820531375,1
Male,30,Homosexual,Single,167.85048935612983,A,D,-11.909457466075139,B,B,22.46008898820739,126.68086426078058,1
Female,44,Other,Single,9.783149900471342,D,D,155.1472840399362,A,C,-10.626891126156577,-217.59422229364088,0
Female,83,Other,Married,-113.50045269617144,A,E,-25.751715684771504,C,C,-30.701461935007597,-46.671808628299026,1
Male,79,Heterosexual,Divorced,-36.05100035456669,A,B,133.12693866697447,E,E,8.16550583936862,23.026965206157794,1
Non-binary,78,Bisexual,Widowed,14.183809026404232,A,A,-47.71384153278026,D,C,118.75453922995489,107.48192665757071,0
Male,92,Homosexual,Single,132.52081684759077,D,E,84.40238954221861,B,C,64.35404548485275,-17.798934315387406,0
Other,75,Heterosexual,Divorced,117.54009201265676,B,C,82.10947260367799,B,D,-158.23910119386716,123.23448496133578,1
F,77,Other,Single,9.08578106807801,C,A,-167.32119366982877,C,E,-20.415156855546105,-38.5789953838044,1
Other,89,Heterosexual,Widowed,-9.519387363813888,B,D,26.82747590723938,B,C,-86.06565155557986,71.78944472420037,1
M,47,Heterosexual,Widowed,91.1806489326395,A,B,-145.4446431262678,E,A,-63.04616725973198,36.64937707534918,1
Female,41,Other,Divorced,-156.27730303729868,C,C,-121.78048623910543,E,D,-50.46990129444161,83.05974264951513,1
Female,66,Heterosexual,Single,-105.40151124830139,C,E,60.47226935061196,B,E,237.19169667848715,-13.102203095886859,0
Female,66,Other,Divorced,-8.704054752372588,D,C,-33.941433258351786,E,D,17.9313205045601,70.2921668048227,1
Non-binary,97,Bisexual,Divorced,-28.208185875130905,A,B,52.08084033279605,B,C,-6.846034136892609,145.4842783656589,1
Non-binary,35,Bisexual,Married,23.050752200464483,B,E,146.76545279257778,B,B,-196.39855930798407,-85.69093683244886,0
Female,87,Other,Widowed,-156.0918772626492,C,C,11.989356969663485,E,A,95.48774184096547,-97.67900208036552,0
Female,69,Other,Widowed,-67.66717891539258,E,B,155.10572849713938,C,C,-59.28519747349228,98.70087126499543,0
Non-binary,99,Homosexual,Single,-1.9266179188447345,C,D,-100.44047644910094,D,E,-50.75536846867148,-20.582877861976698,1
Other,60,Other,Married,-176.9960537153504,B,B,54.566312684251926,E,E,125.6075051634464,-159.48026542704378,1
Other,24,Heterosexual,Divorced,-81.36838388394439,A,A,155.29834264955983,A,C,108.26282947204646,81.36285583338567,1
Non-binary,75,Bisexual,Single,129.69260937864036,B,A,2.279072658919439,C,A,51.751635094364325,39.71011593599537,0
Male,72,Heterosexual,Single,160.3666030468421,E,D,-94.48147122871549,A,A,19.045555712567328,84.53975392774521,1
Non-binary,91,Other,Single,37.370925314774325,D,E,-147.1642779575698,E,B,69.42208338166002,201.30295779322446,0
Other,33,Heterosexual,Married,33.19931650890107,A,E,-66.20324600975428,B,C,2.717897117020365,96.39758247973596,0
Female,36,Heterosexual,Widowed,-57.26008004641109,A,C,-166.40396119922306,A,A,1.1097782050344414,9.475779550505079,1
F,91,Homosexual,Single,71.69210565324069,A,A,146.81201955144593,A,E,29.320120899024026,154.4356254722455,1
M,83,Heterosexual,Married,10.8958552629166,E,A,53.083491105227324,A,B,115.79616163561515,-118.72634790388344,0
Other,24,Bisexual,Married,-190.76474164560514,E,B,-49.39183127873404,A,E,-66.17476793903609,53.605980807770514,1
M,36,Bisexual,Single,-123.38826948072617,D,B,-35.37483860334211,A,E,132.5691508326606,109.08782971878695,0
M,43,Homosexual,Single,-65.72411929508152,A,E,-241.25929576955082,D,A,-38.61146415891086,-91.4437562022966,0
Non-binary,52,Bisexual,Divorced,-163.20082808958068,E,A,-15.340445394477442,C,A,46.52271467618843,37.6259684194597,0
Other,87,Other,Divorced,-37.89336884785634,E,D,22.056418918209324,B,A,-62.61681414180815,174.0549081278256,0
Other,56,Homosexual,Divorced,97.73432353951654,E,A,-195.5026220927086,A,A,75.79771445646335,48.751937132982945,0
Female,23,Bisexual,Married,-183.99214226749982,B,B,22.155410767412555,A,E,120.03577225256976,93.04405322591884,1
Female,28,Heterosexual,Single,-172.67408151802985,E,E,-210.82611625178882,C,D,53.178798874699936,86.73279304641508,1
F,69,Heterosexual,Single,-134.1019004021797,B,D,42.21449696083068,D,C,-43.53508899119399,-169.11774394256977,1
Non-binary,80,Heterosexual,Married,-47.963037027892206,D,D,-136.65736449443258,C,B,-32.02219040120292,77.03257363248494,0
Male,24,Bisexual,Married,-8.327485323682017,E,A,-53.32490503260709,E,D,-133.2737017441105,84.26568338412726,1
Non-binary,75,Homosexual,Married,9.127481000568187,B,D,4.1948815915000655,A,B,-205.144551464461,139.5998302072294,1
Female,22,Bisexual,Single,97.2683936455235,A,D,-122.3281769192832,A,A,-186.7288392998673,5.21097872576409,0
Male,78,Heterosexual,Married,121.83824726579881,D,E,-22.119329506516333,E,C,36.72953192997697,-56.31550338527344,0
M,41,Other,Married,129.35906300101107,D,D,6.739195251039454,B,A,-131.27138788387995,206.6330346496499,1
Other,27,Homosexual,Divorced,54.30123231116723,E,A,-48.410876671123084,E,D,138.31325548427333,-77.77835720275137,1
Female,54,Homosexual,Single,5.810116942096677,D,D,-78.3432013850909,A,B,-73.4090105811465,-41.81132757958865,1
F,47,Other,Single,-65.58212033807274,A,E,-127.75994564321405,C,C,-58.91026335467141,-160.24147778996596,1
M,66,Bisexual,Divorced,-29.266609635982594,A,A,-169.96862869525827,A,C,-47.508423188844624,49.02590180125437,0
Non-binary,45,Homosexual,Widowed,13.323466719679281,C,C,-154.93977270459544,A,D,-43.51092329781831,131.1501182712189,0
M,89,Homosexual,Married,-43.71633942792304,B,B,50.02494990259464,D,A,60.97163672771123,8.796033677683505,0
M,80,Bisexual,Divorced,-196.19615273437344,D,C,-148.83255882464087,C,A,118.97941354082701,172.393751758083,1
F,69,Heterosexual,Widowed,-242.17434577055076,E,E,-263.16822729013205,A,D,52.08662025821794,-4.299584400722799,0
Female,28,Homosexual,Married,183.3673926218418,D,D,29.808214823514316,B,A,51.634849840313635,40.33644088554476,1
M,39,Heterosexual,Divorced,19.40770477386941,D,B,83.4749495214993,E,A,-69.2463614209128,-138.2609814343517,0
M,18,Homosexual,Single,56.130586351271575,B,D,99.35865809127135,E,D,-273.0719501270973,-26.53987251918659,1
Other,51,Heterosexual,Divorced,45.72109403422763,C,E,154.6111084971206,E,C,-64.59659038238976,-48.57431069632868,0
Female,64,Homosexual,Widowed,-53.13431656244623,A,D,-38.571212728684394,A,E,96.3867958177537,37.91268261099821,0
M,82,Bisexual,Divorced,-39.51430712483966,A,E,138.50440659504838,C,C,72.66319719175718,97.95281098637143,0
F,18,Bisexual,Divorced,263.1968444238283,B,E,170.94565050644738,C,D,-126.26462608443137,-188.58758718242652,0
Male,46,Heterosexual,Divorced,123.14671714185152,C,E,-29.236807621389826,C,B,-143.38557172796789,132.11858167501185,0
M,67,Other,Married,-209.7092890484563,D,B,-15.753363114585591,E,B,200.40793150555322,-16.829782859908686,0
Non-binary,82,Bisexual,Married,-48.61133881633142,A,D,-127.85003038490494,D,B,-9.402377077947525,-15.687582902739289,1
Male,21,Other,Divorced,215.36683941815193,D,B,95.41339903637825,D,E,-172.43946058938818,-107.75687905425247,0
M,88,Other,Single,-135.91715084506606,D,E,-91.93205001175517,D,A,-28.01580772233615,-28.83464290486306,0
Other,66,Bisexual,Married,-67.31203025171153,B,E,-370.10549989907616,E,E,49.199790211236106,-85.11680539792106,1
M,42,Homosexual,Widowed,41.6013262973034,E,D,58.34397045696724,E,E,21.299903436626792,18.65129100794509,0
Male,45,Heterosexual,Married,50.99335875242074,C,B,-102.71147300574643,D,A,159.31627975731618,18.5491586331428,1
Other,86,Bisexual,Divorced,245.46714518833156,C,E,-8.256863747240233,E,E,31.079638700061835,26.460740095003583,0
Female,65,Other,Married,160.2089387914297,D,D,8.137940272210379,B,C,91.68424342750974,-149.57769094577654,0
M,59,Bisexual,Divorced,51.71851536419625,C,B,170.6786130369587,C,D,28.44942091326288,-151.0297781240762,1
Male,31,Other,Single,-35.17319103462695,D,A,-134.29691394932038,D,A,180.32026565674175,43.29211607995519,1
Other,91,Heterosexual,Divorced,-151.55657146015906,D,C,-1.941699785703716,B,A,63.7812575837324,-29.10009496983752,1
M,68,Other,Divorced,-76.72754488604193,B,A,-48.67451686455762,B,A,-115.21576169207182,142.70331344876118,0
F,98,Bisexual,Divorced,88.57907234499555,D,E,142.9468219758966,D,A,-40.632471057757584,25.28422347520284,1
Other,61,Heterosexual,Married,162.32795439207965,B,D,-58.76546358819872,D,D,182.69317698435242,128.9614995531864,1
M,18,Bisexual,Single,45.030050898306925,C,C,-24.680990055165775,E,B,102.35725227431129,132.8673332307938,0
Male,46,Bisexual,Single,97.22476454748703,E,B,-16.15785242387904,D,C,-8.668004399939338,-11.516199801747511,0
Female,95,Homosexual,Divorced,-41.77886005352297,C,D,-73.09172945128711,D,C,69.69298302503564,-53.699182051755066,1
Female,72,Other,Widowed,43.087688098211736,E,A,-35.792749327953175,B,D,81.98468925188551,-37.422234818583114,0
Other,99,Heterosexual,Single,-31.404925349155345,D,D,-2.694287181390658,E,A,100.46451054121295,13.658833860113653,1
F,88,Heterosexual,Divorced,-77.7927306936134,A,C,-62.246888945989355,E,A,-13.664572148115637,-23.30474721835388,0
M,47,Bisexual,Widowed,104.25719173438881,B,B,112.2472723711178,B,A,-199.06275052890462,143.65966155913256,1
Female,20,Other,Divorced,-92.76586206008314,E,C,-121.37210489719357,E,B,2.940306380194044,154.86052677546752,1
M,86,Heterosexual,Divorced,-50.47792858156191,E,E,83.15322334128132,E,D,3.125731223951722,-239.464412216197,0
M,68,Bisexual,Divorced,48.800325920739546,C,E,-93.98238387932807,C,D,64.72966771826798,-146.03116375385264,1
M,56,Heterosexual,Divorced,13.097577817823524,E,C,-5.921326279890925,B,C,-22.062023163683346,79.37271522560184,0
F,43,Homosexual,Divorced,14.442852508216736,B,C,-104.55766203181216,C,A,123.7409287836747,122.9244696956976,1
M,69,Heterosexual,Divorced,-74.31264817705166,B,E,144.22304630174506,B,A,-10.734678042546925,115.82855378657952,0
M,50,Other,Single,68.17925178465651,A,D,-138.5582730948276,D,E,-67.73736231235357,22.65753790295037,1
M,59,Heterosexual,Married,9.921290692617593,A,B,6.2162607684505,B,C,-156.01975103537967,-23.519056108295665,1
F,55,Heterosexual,Single,-17.101455527538864,E,B,56.32077356334803,D,A,-110.88096010759838,-57.62245642791528,0
Other,30,Bisexual,Single,126.84146128097416,A,A,-102.07019875999089,C,C,39.07891561685786,-159.28003799587893,1
Other,35,Bisexual,Widowed,159.00111915957436,D,D,109.75818257414103,C,C,124.17100469541194,325.00577009707604,0
Other,60,Heterosexual,Married,-84.64063104335048,E,A,-104.27651580864712,C,C,-42.693847380897246,196.66208953488288,1
F,42,Heterosexual,Single,-180.20574381377298,A,E,64.27649659243158,C,E,-248.02144643872973,37.38164865805829,1
Male,61,Bisexual,Divorced,28.74875020279791,A,E,-159.3547109979542,C,D,-170.69782105180377,2.0554403844339726,0
F,43,Other,Widowed,-96.4852518998251,B,C,-43.07114265025383,A,C,-77.93584469115426,27.40372652521885,0
Non-binary,43,Bisexual,Single,36.40206460474318,A,D,-74.05029357919571,A,B,-107.26748723324593,-42.233768452183455,0
M,83,Heterosexual,Single,70.25731980998908,E,E,13.134474602038004,E,E,-63.0422852240437,242.96097388889075,0
Female,65,Bisexual,Married,59.12583585266863,D,E,64.94583346338597,B,E,178.01142535589258,-121.17311841831958,1
M,40,Homosexual,Single,67.89959231181622,D,C,-5.919939805018767,D,C,-210.64848161181393,-57.17474986070857,0
Female,47,Other,Single,-95.06430962090744,B,A,18.79040600803297,B,E,149.23520433455576,93.9342470742814,1
Male,81,Other,Divorced,-80.65446200321902,E,D,13.946210080119334,C,D,48.009454127280335,-92.34666026862072,0
Female,27,Other,Married,-41.26201226625691,C,D,-65.0835810253042,E,B,24.162603946488083,107.05781775956467,0
Non-binary,77,Homosexual,Married,-33.48461677454269,B,B,-31.911347923319987,A,C,-50.27961383281442,-24.6589412998176,0
Non-binary,36,Heterosexual,Divorced,14.237865648155774,C,A,35.4037625161771,B,C,-0.12074804612800843,62.88465820721565,0
Other,30,Other,Married,-49.19326630306923,E,B,39.31236429980841,C,D,-77.32317695431111,189.649992594627,0
Male,40,Homosexual,Divorced,-106.95718771760913,C,B,51.65735810479958,E,E,20.076642188150366,-92.90755329594961,0
F,35,Homosexual,Widowed,94.81732622118619,A,C,88.59712968439084,B,D,-48.259666855077036,130.09089668287527,0
Male,25,Bisexual,Widowed,-87.66446810721483,B,A,90.59879477865609,D,D,142.80718038450314,126.1759411007376,1
M,27,Homosexual,Widowed,-28.005161789316574,B,D,156.22563074016247,C,C,-94.2034165263465,40.136733754107404,1
Female,44,Heterosexual,Widowed,34.8171424778375,C,A,-249.3438273309116,D,A,-32.1551113449197,-48.359662418696885,1
F,89,Homosexual,Divorced,100.39260501511895,C,A,0.563722867913484,B,A,-32.37441821935652,-97.24784813178668,1
Female,69,Heterosexual,Widowed,77.76343714840849,C,E,-150.8866126964417,B,E,16.35969902552092,-73.01739836063993,1
Non-binary,65,Homosexual,Divorced,55.21482490186308,C,E,-73.61564491344004,D,B,93.0465919421569,91.84008638007425,1
M,21,Other,Single,-77.56701492822287,D,E,-154.93297275438357,B,B,61.58424705780368,-175.7886803786476,1
M,96,Other,Single,-4.059525498897343,D,A,-90.15027620417817,C,C,-92.90461781745591,172.95606688073832,1
Other,21,Other,Divorced,-73.41175235117711,D,B,-4.19224804776075,A,C,-43.646930204239354,88.0368708291508,1
Other,77,Bisexual,Widowed,-120.91495842612636,C,C,-110.39639132765231,A,C,43.17543959227768,-8.768378002131508,1
M,85,Heterosexual,Single,68.58178271056924,D,C,-13.60344484278495,A,A,94.3952196497717,35.94889194073935,0
Male,95,Other,Divorced,7.845425563337563,E,A,-88.32787374718082,A,A,-11.42283979610567,35.84280678747899,1
Other,75,Bisexual,Single,18.967579610825975,B,D,57.258180761463336,A,A,-7.220219440194979,30.41249179149389,1
Non-binary,56,Other,Widowed,9.789162257554912,E,C,72.19825333196569,C,B,105.62830971998906,21.604941454835387,0
Female,42,Other,Widowed,-101.37471556683192,A,E,-213.04135460403342,E,E,175.0387882069971,-98.6051988317039,0
Male,27,Other,Divorced,10.796206816111448,C,D,62.24967807397614,D,B,-97.9034898600549,131.0618518127194,0
Female,84,Homosexual,Single,103.23527416206097,D,E,-141.76816466911882,D,B,-8.814671025851007,-26.97281080612794,0
M,18,Homosexual,Married,-15.270856993475649,E,D,-42.25668513085063,B,E,-21.156330246543632,-25.31452536180009,0
F,68,Heterosexual,Divorced,32.86564647793607,A,D,55.08696874836375,E,B,-71.85463398847615,-79.41155307494034,1
Other,82,Homosexual,Single,-95.09626777022591,D,E,17.117793420172724,C,C,-123.72565249778505,24.424825046857976,0
M,60,Heterosexual,Widowed,155.0841088495227,B,B,31.259641981479103,E,D,35.25351297118275,-146.67990740967022,1
F,51,Bisexual,Single,-60.053013777545814,E,D,-89.76836863490504,D,D,4.856868691719686,-8.069715913788448,1
M,39,Heterosexual,Divorced,144.35629992220024,B,B,13.994747863893291,B,B,-88.82397845285213,97.41180523865663,0
M,28,Homosexual,Single,-163.5940419026476,E,D,-50.406737599594095,E,E,-139.18611034838304,-49.4672274103817,0
Male,78,Other,Single,-179.24916702172305,B,A,105.44367698285315,C,E,57.38814984156586,-2.3076178881419986,1
Female,77,Heterosexual,Divorced,-72.26486277997792,A,B,80.28455478884187,C,A,17.215660663284364,-3.5143849857664304,0
Female,73,Homosexual,Divorced,-22.106473143026818,A,E,45.14593053488403,B,B,64.2522507388599,77.79900090390574,1
Male,31,Homosexual,Married,-111.6392298640378,A,B,98.93653268137119,C,D,98.6240460660012,-77.161415643834,0
F,49,Homosexual,Married,107.3296333496882,B,A,-91.6606665389336,E,C,327.02601154397036,36.86963831114021,0
Female,36,Homosexual,Widowed,33.446554431881026,A,D,-21.817371123597294,A,E,-267.8864218730788,36.79084589733391,0
F,50,Other,Single,-53.03873991535132,B,E,69.91335732387999,B,B,-105.3906132384682,-49.55682439966188,1
M,22,Homosexual,Single,-23.79808155099064,C,D,-12.226647816122647,E,E,9.98561885985804,-263.74490863327435,1
Male,96,Other,Single,-50.7949066338868,E,B,-205.17807967218152,A,C,-85.77938670422496,29.22489966280845,0
F,27,Other,Single,76.30345243614663,E,A,36.602906900683266,E,D,111.69419053831413,6.523261394832586,0
Female,76,Bisexual,Single,-42.32498252041555,C,E,-81.94049018971108,C,E,-67.48543574434531,18.985905990912315,1
M,20,Homosexual,Married,161.63371921526496,E,A,-71.05152591149405,B,E,47.95516644291768,-63.4183567007932,1
Female,29,Bisexual,Married,126.1845750986871,E,C,-39.6328302636367,D,B,127.2678551692,52.28165711835635,0
Female,19,Heterosexual,Divorced,33.60702973522912,E,A,-49.16271355904336,C,E,-21.215908798922218,30.030363967417568,0
M,83,Heterosexual,Widowed,-46.703190776627906,B,B,-25.585548984425927,C,D,-19.07978552090365,128.30035123901192,1
Female,36,Heterosexual,Married,53.3915289194543,E,C,113.32631367989019,B,C,-69.80344724146295,-88.41127811889466,1
