orientation,feature_0,feature_1,feature_2,feature_3,feature_4,target
Homosexual,-163.8385595449473,C,-116.47656576779268,B,-88.99650871452997,0
Heterosexual,-85.44182174059331,A,69.4625769028016,B,10.973960448456525,0
Heterosexual,51.744885549070005,B,-131.83495757733158,B,5.0833175302496,0
Heterosexual,128.03252458014097,B,-138.0436744651723,A,204.0474134450613,1
Heterosexual,-11.060071627565888,B,-2.9273795631112955,C,141.67698817838104,1
Other,-71.27964857767265,A,29.421512546803342,B,-13.57047758615103,1
Heterosexual,-24.238332313192032,C,-305.3423614578578,C,-205.88510638422656,1
Other,-15.85776077033732,A,-64.26893315673357,A,-56.263102017236186,0
Bisexual,-24.168827142988604,C,7.120119479867093,C,63.27870041502809,1
Heterosexual,147.34333373048725,E,171.3018698090128,D,67.52232980606277,0
Heterosexual,-63.16326633881458,C,-70.41726629349353,C,-140.44495849138528,1
Homosexual,-3.0523329368391394,B,7.338047265156984,B,-56.70740118153329,0
Heterosexual,-141.64476116138502,E,-108.58825845181912,C,-115.82893053724266,0
Other,-44.862955343832034,C,3.4132335648391168,E,-85.66129760575188,0
Heterosexual,-25.259880446365347,D,34.820445089219646,D,-98.01908254902752,0
Bisexual,-29.981478384421088,D,22.14671155068781,C,103.37649545755583,0
Heterosexual,-39.4008169236482,A,-121.8653463007701,D,-90.01034744699601,1
Heterosexual,-54.826301094087924,E,25.93104468977106,C,143.73813476758576,1
Heterosexual,163.9170606206953,D,-58.08872369401781,D,-38.81601650714843,1
Heterosexual,175.8298398810898,D,133.52103012234141,C,-76.93766914376616,0
Other,62.303400769014914,C,-114.67056941502969,B,-46.45513850395693,0
Bisexual,46.353443097267785,E,-37.291026682400805,A,106.25913442166821,0
Other,70.99073924649794,A,-83.50889748864407,B,-4.421673929779672,0
Heterosexual,40.93748824002816,D,8.334684426387096,D,4.097900087156635,1
Other,56.56414116274413,A,70.11931232018796,E,100.97138307010249,1
Homosexual,161.68577849037763,B,-34.061268208829986,B,61.00203526211211,0
Heterosexual,-122.2818326179176,D,-14.343127074437085,E,-39.75823282845938,0
Homosexual,25.661724835069926,D,-25.243917479647713,D,-102.40366839910911,0
Other,234.5093413368808,C,-41.907154798781114,C,-115.82853322117359,1
Bisexual,-38.00180805776176,B,-128.3359317734657,B,180.82911610608184,1
Other,137.42661000446316,E,-173.42998385298355,B,39.36871966412487,1
Homosexual,28.01063937709624,C,34.882748597742264,C,-59.01309243379084,1
Heterosexual,152.0234721347603,A,68.58138061352584,C,-98.3746600161788,0
Homosexual,-122.90186339738031,A,-46.2949794372625,B,-98.81494218202668,0
Bisexual,46.65929370134581,D,-47.42942706919621,A,-169.78139068406338,0
Bisexual,-146.26339871644137,B,98.59975641198263,E,-41.141747132540566,0
Heterosexual,24.110159108160158,B,104.05571543535848,A,64.47836949790049,1
Other,-39.49898140379877,A,-34.571980697439855,E,-22.908730158045895,1
Bisexual,132.02320540131964,A,-50.06899241163614,E,183.60370027480647,1
Homosexual,-168.53062169524114,C,-148.84759701645288,C,69.22717383426973,1
Bisexual,25.66631770509899,B,19.474297617834218,D,96.49679764428947,1
Bisexual,-51.94978033717466,C,-60.5524694074531,C,150.0991702265491,0
Other,187.46682101018925,B,19.89488379362427,D,-180.29401243181104,0
Homosexual,49.57271723057061,B,-25.103151597916344,E,-42.68264959813013,1
Other,-11.238390127586714,D,93.70151779000044,D,-99.69713370340826,1
Homosexual,-15.774877574377044,B,201.98545451504333,D,156.66246790138928,1
Heterosexual,94.2781696684828,C,71.22884624526435,B,-90.33476954816628,1
Other,-10.019811182540641,A,-127.02982743810706,E,-52.0425770503254,0
Homosexual,-6.948868319591477,A,152.47346310211677,C,-78.7063174586121,1
Heterosexual,48.03788290271414,A,-131.6357809055503,A,57.64548176438568,0
Heterosexual,67.59028832573149,C,24.262526024359225,D,-14.933180120360278,1
Other,-14.405442898100654,E,146.72953240007146,B,152.7976024686453,1
Heterosexual,-28.369428767339976,D,-54.10592629229301,B,-5.819420504302619,0
Homosexual,-24.77350088565934,B,-82.70643751388135,E,-23.3996570600148,1
Other,-4.672077635748406,E,7.3857495685718675,C,-77.54368230556784,0
Heterosexual,-31.091276812372893,B,138.78472283905654,B,-168.60894229564397,1
Homosexual,46.20616269531853,D,-66.17519617727213,A,-68.10567929924977,0
Other,96.87545837119335,E,-34.57614482364729,B,-11.422874571146451,0
Homosexual,-77.36120630191084,E,-6.932975495977914,B,141.8932635480415,1
Other,-56.95554540526052,D,-27.875705279480385,A,-83.05052571647565,0
Heterosexual,126.48324736058669,E,-132.3990382489317,C,31.914766893261554,0
Homosexual,-39.415417176391465,C,-70.70923373060441,E,-139.09904744242635,1
Homosexual,-16.80748904838602,C,-97.28630892378527,C,-85.61799921963889,0
Heterosexual,70.26331338592954,D,-95.9207629122265,A,-328.18256515503725,1
Homosexual,-35.7789979375157,D,-91.28867547702058,C,56.32147555293688,0
Homosexual,5.760977881399369,C,-73.74850296945968,D,-5.288930569195788,0
Other,97.27692929067214,E,-55.712954962074015,D,16.946323601032645,1
Homosexual,21.813935209898514,E,39.5333282306131,B,-15.70515698457913,0
Homosexual,91.7531960094165,A,52.81665941548751,D,-104.78634541199865,0
Heterosexual,233.79558806052202,C,-61.428652054610374,D,-213.40315893214066,1
Other,123.51131863706392,C,226.90216444828835,D,57.73611715530915,0
Bisexual,-32.96933050002051,B,6.766951440443485,A,-43.90932148020943,1
Bisexual,-47.0863926039053,E,-1.170499869835235,B,23.91056058538401,1
Homosexual,101.55204294466667,A,151.74758982430896,A,103.02738124506159,0
Bisexual,108.3273788536853,D,-124.18883933522284,C,94.38584377530131,0
Heterosexual,-16.809775833350233,E,51.67743284253482,E,-37.5028259525195,0
Homosexual,-38.893939437268635,B,-211.2851875986234,D,38.48617147626735,0
Heterosexual,-33.57578100130786,C,-55.56527967230309,C,16.778671090743487,0
Homosexual,-17.720239959069293,C,113.1877820272507,C,-20.30742627964146,1
Bisexual,-149.05151658847225,B,41.40201117280165,A,-30.44968020412967,0
Heterosexual,-10.284939640255493,B,-27.321515887636,B,-65.94452540989906,1
Homosexual,87.72192884066962,A,-52.720444904891984,C,-34.90839278705069,0
Bisexual,-79.10130749450428,C,-67.3707615728665,C,73.2537030320438,1
Bisexual,35.539317173320725,C,-34.50521762418816,C,124.64427623367354,0
Bisexual,133.0586255464059,D,-35.97780010065602,A,35.1621567034181,0
Bisexual,-21.854209355964805,B,80.93932146918745,D,-243.3878711109535,0
Bisexual,50.462762104194724,A,-93.70613428108682,A,34.78238662554228,0
Bisexual,-75.37334585090095,D,186.95889047681965,E,44.13280384899815,0
Homosexual,12.456943729013624,C,140.96816481909812,D,-36.35320386119085,1
Bisexual,-51.598157517310284,A,-139.72453794827325,D,57.62891725386612,0
Heterosexual,-183.305552202352,B,39.374061553914466,E,159.40169086252698,1
