ethnicity,Gender,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Other,M,Buddhist,37.9719548081365,C,-29.378699985758427,C,D,A,-22.77940619091617,C,0
African American,Non-binary,Other,43.87341724608411,A,220.54786552087663,B,D,C,130.14547505776684,A,0
Hispanic,Other,Hindu,83.00199494470452,D,73.47682906332834,A,C,A,98.80989281475657,B,1
White,Male,Christian,-99.4040709781312,B,-20.540906789090066,B,D,B,-145.47525657873499,A,0
Black,Male,Buddhist,15.809716360698783,B,65.4994537946704,E,A,A,-90.71922299068437,C,0
Hispanic,Female,Jewish,105.63497727826892,B,-108.13104070303923,D,A,D,5.335165604322477,D,1
African American,Other,Buddhist,-23.0144519893814,A,-143.6602318767875,D,A,B,23.556117651731658,C,1
Asian,Non-binary,Buddhist,109.4326690641089,B,-140.57720344361948,C,A,E,86.41743378589382,A,0
White,Other,None,10.037611666430973,D,161.15016298379652,B,B,A,-115.10003809541965,E,1
White,M,Buddhist,57.78515941967084,C,57.6236370616017,B,E,D,47.04159267954923,B,1
White,Non-binary,Hindu,-170.98176991400612,E,-11.014339953568667,D,B,C,-118.11632194766004,E,0
White,Female,Christian,100.12556543567086,E,156.68809517012755,A,A,E,-39.756262789170854,B,1
African American,Other,Hindu,-81.49781505317148,B,-97.57263998613494,E,B,E,1.5739837806881465,E,0
Black,Non-binary,Buddhist,-60.43243302423422,C,6.0892491319925846,D,A,B,-3.0813528370486383,E,0
Asian,M,Hindu,-61.88653382762571,E,126.92259278629746,D,C,B,43.57449530915656,D,0
African American,Non-binary,Buddhist,-155.6055859940824,A,-251.812548522015,D,A,D,-14.898377785368075,C,1
Black,M,Christian,62.70608995874718,B,86.54441545465541,B,B,B,-202.47630581714424,E,1
Other,Other,Muslim,-144.746008796276,C,-84.16717653964636,D,C,B,160.66696314128853,E,1
White,Male,None,3.6051855100814905,C,-34.971004647298635,E,B,B,-80.20596572149398,B,0
White,F,Buddhist,65.65709885229779,D,-34.5021749605141,E,A,C,-192.95583600240954,A,0
White,Female,Christian,77.28517495332447,D,112.99825040122538,A,E,B,39.544845592083064,C,0
African American,Other,Other,-54.42150073702167,B,-36.14033912096088,D,D,B,66.86771220642788,B,0
African American,Female,Muslim,41.80925719661237,A,133.55288583658503,A,E,B,-40.503315007031674,B,0
Other,F,Buddhist,81.18738432858122,D,-48.77558422075528,A,B,D,-56.0577306924211,B,1
White,Female,Other,-71.35217814724612,D,-154.5896541294121,E,D,C,-30.90831942639572,C,0
Black,Female,Buddhist,382.25121892955735,C,-60.91965737298622,C,A,E,-31.848378496531275,B,0
Hispanic,Other,Hindu,68.2280891916522,E,186.77657925458752,C,B,E,119.92119963973057,E,1
Black,F,Christian,18.6286171001208,E,53.19875893239977,D,A,A,-150.21011910823097,C,0
Other,Non-binary,Hindu,-86.0921706711245,A,54.573781194855165,B,D,A,119.86204994011177,E,0
White,Non-binary,Buddhist,-18.368525178813595,A,5.58439921061497,B,B,B,-22.43375580804127,B,1
Asian,F,Buddhist,7.889673886845398,A,-41.59340139237086,A,D,D,-55.30905798009805,C,1
Asian,Other,Jewish,153.42057113271215,B,-46.684194938457715,C,C,C,15.056219041756588,E,1
Other,Female,Buddhist,-65.77346928852934,D,-3.205244380741786,B,D,A,-145.05365895894323,A,1
White,Female,Jewish,-62.79677582792594,B,156.81898248722334,D,C,E,-33.36603634595087,B,1
Black,M,Muslim,-47.44572543942917,C,-58.3887933913889,E,B,D,-39.30592890228199,B,1
African American,Other,Jewish,-35.13672346457623,B,-50.2402638398535,B,A,E,128.7776131237001,A,1
African American,Other,Christian,-2.870975190759901,B,-86.53033017301826,A,A,B,-73.62800177549387,A,0
Black,Other,Christian,-84.50317264045059,C,-29.969893357397904,D,C,E,-103.20576778449806,B,1
Asian,F,None,-40.26744871626404,B,-14.917839766957265,E,D,A,32.32937509041698,D,1
Black,F,Buddhist,13.76397444348193,D,-5.6955581793510754,C,E,A,38.33635830185234,E,0
White,F,Jewish,-152.42716432035544,A,-103.12354210043311,C,C,E,12.333796389380064,B,0
Black,Non-binary,Hindu,115.86508998701477,C,-178.93183055787634,B,A,B,207.38326410265563,B,0
Hispanic,Female,None,-138.80620747549318,D,-75.93977041140162,A,E,A,-76.31022430753166,E,0
African American,Female,Other,13.143438681161173,C,179.04249329896257,C,E,B,113.00499643008884,C,1
Black,Male,Other,39.31179007392422,D,-5.963823820036862,B,D,E,171.28075214285943,C,0
African American,Non-binary,None,-101.00861371649455,D,107.96801302560257,C,B,B,-117.68292116207668,D,0
Hispanic,Other,None,3.1772966736152335,D,157.33458957306124,B,E,C,255.02721881818542,E,1
Other,M,None,-116.80886026885939,C,-134.39855443812132,D,A,C,-99.82534249314672,C,0
Hispanic,Other,Buddhist,-39.642547039556284,D,12.927690791566096,E,D,B,36.12565775702877,D,1
White,M,Jewish,-95.67805328381779,D,-15.85780731478923,D,A,E,-116.68053183990645,A,1
African American,M,Christian,-12.229340185779701,B,-112.55978480685182,B,C,A,151.53135445481766,E,0
Black,F,Christian,50.180006873167116,E,105.11874068579144,A,B,E,158.58098925501184,D,1
Black,Female,Hindu,114.57478179277194,D,-26.177248621125464,C,A,E,101.37372983202467,E,1
Hispanic,Other,Hindu,0.7352824750466133,E,201.20340681116465,D,C,B,37.49906110361421,A,0
Hispanic,Female,Christian,73.83039898344195,A,26.386790789660612,B,E,A,-139.96478048556617,E,1
Black,Other,Muslim,133.2129139585993,D,-149.0646942510379,E,B,D,-73.9900252816479,E,0
White,Non-binary,Jewish,167.39037016649826,D,160.1932198549703,B,E,C,12.483736542726028,E,0
Other,Male,None,-146.1014463535368,B,-94.40803163502882,A,A,B,-115.40066401939106,C,1
Other,Female,Muslim,-75.50314645687732,C,-47.658379188566855,E,D,B,62.9733709608261,D,1
White,Male,None,-194.82900203631687,D,-112.77833882075079,B,D,D,-12.093908900268989,D,0
African American,Non-binary,None,67.11870954658518,D,-0.003698238558413208,B,A,A,-64.84596728569116,B,1
Black,M,Other,-37.87309015577138,D,5.323462678575129,B,C,B,-28.73858342234413,E,0
Asian,Female,Other,-50.918585660393944,D,-40.8964862484067,D,D,C,24.28561632676911,E,0
African American,M,Christian,-118.10861608017743,B,146.9855803789215,E,B,A,48.89578064310787,C,0
Asian,Other,Hindu,-97.26540256671498,E,-186.77136455425028,C,E,E,-110.99064438658561,C,0
Black,F,Muslim,101.2765161906714,C,37.47311787880912,C,C,C,0.6249366547901879,B,0
Black,Female,Muslim,36.456721697617894,E,-82.16812893469859,D,E,C,-121.535479718423,C,1
Hispanic,Non-binary,Buddhist,-41.535813660883775,B,-128.915559446391,D,A,B,37.48514316836891,E,0
White,Male,Muslim,-116.8195603843962,E,71.86415934176817,E,C,B,-13.574318094070225,B,0
Black,M,Christian,-25.807155361288398,D,80.29466947572863,A,D,A,62.44694715889304,E,1
African American,M,Hindu,98.67307179035006,C,43.61300477815244,D,D,E,-66.86759884810259,E,0
Black,Male,Muslim,144.5190713152884,D,-24.13267913558205,A,B,E,123.44945544136738,E,0
White,M,Hindu,-10.944414325462477,E,104.35920007496713,A,E,D,-144.61563418957107,B,0
White,F,Buddhist,-83.63068954424898,D,-3.6321737125288958,C,D,B,-22.336058213080356,C,1
Hispanic,Female,Muslim,112.23811141592164,E,113.59229632530644,C,D,C,154.7246379785816,A,1
Black,M,Jewish,-73.4157511221933,D,-8.64391168159265,A,E,E,65.51288207879658,E,1
Hispanic,Female,Buddhist,-7.217327459435197,A,-85.6025380706907,E,A,C,-91.68676657356835,E,1
Hispanic,Female,Christian,165.98608304190768,C,-86.74824079551107,B,A,B,4.562716455101021,C,1
Asian,F,Buddhist,-63.68396931004035,E,-119.00377380777091,C,E,A,202.84141803045458,E,0
Hispanic,Female,Buddhist,-114.9520122135234,A,58.85589292839685,A,C,E,-67.50907975740411,B,0
Black,M,Buddhist,-27.493268467378947,D,121.54121148117297,C,C,C,-148.3451937758779,E,1
Asian,Other,None,-11.641899664246816,E,73.72086987499918,C,A,E,-20.219273864968564,E,1
White,F,Hindu,126.24446690691427,C,89.33104476557953,A,A,C,-64.77542290336393,A,0
Asian,Other,Buddhist,196.05538744292855,E,-6.011707899972575,C,C,B,-26.72505528072114,D,0
White,M,Hindu,77.77285578884954,C,-57.98389232616543,B,C,B,107.25266957461155,A,0
African American,Male,Buddhist,118.24324351433421,C,-54.14330926400045,C,B,C,94.5154237321692,B,1
White,M,Other,-19.930281747398542,B,-25.888836793082504,E,D,B,91.98686009401564,A,1
African American,Female,Muslim,88.5746430376955,C,12.03071946079579,C,D,C,-21.011928790877878,B,0
Asian,Male,Other,-30.180724246337597,D,-65.70837302173787,A,A,C,123.65448007419408,E,0
Hispanic,Male,Hindu,-56.40667809529526,E,-142.78476605904433,D,B,D,15.051470508885355,D,0
Black,Non-binary,Jewish,-110.07539790678354,A,-8.230088560100151,D,D,C,137.03509578739312,E,0
Hispanic,M,Christian,75.98624799783366,B,-73.37032231618285,D,C,C,59.039775231815504,E,1
Other,M,Buddhist,-89.38793560712728,E,-82.4508951091388,B,B,A,-89.39978284730655,C,0
Asian,F,Hindu,-48.4526788049682,E,-55.69715963457354,D,A,C,58.69066804134759,E,1
Black,F,Hindu,-57.494052722089236,B,-108.89157572981279,D,B,C,-142.07865939996043,D,1
Other,M,None,-88.76204341985725,C,-134.11847853869858,A,C,D,57.10814247640725,C,1
Hispanic,Other,Jewish,-73.12858681389731,B,65.95106216760155,C,C,C,85.34195309341771,C,0
Black,Male,Jewish,-13.532174577919767,E,-15.616040573181591,C,B,A,-49.75201494464473,E,1
Asian,Male,Hindu,-12.871789412654394,D,-21.41475379823023,B,E,A,43.242693277410275,C,1
Asian,Male,Hindu,-108.16722170102788,B,52.746367812277875,D,E,C,-27.900851803727793,A,1
Black,F,Other,-40.7658889760097,A,92.12228140624657,B,D,E,-174.635305853134,D,0
African American,F,Jewish,37.337548403040124,D,-162.9450458513041,C,B,B,-165.7433154977047,E,1
Other,Non-binary,Jewish,-89.1853570681755,E,-39.658198935622,E,C,B,-141.61082484226029,A,0
Asian,Male,Other,21.25444735789357,B,-74.68100194433768,D,D,E,-90.6587702023339,E,0
Asian,Other,Buddhist,-41.31078431500275,C,54.137770219258776,D,D,B,43.33917510324018,E,1
Other,Non-binary,Other,-116.09532443104172,B,-1.0396218964754902,B,D,B,20.932320611622522,A,0
Black,Male,Christian,-48.851318939984914,D,-139.28442415007856,B,B,E,20.42002561172531,D,1
White,Other,Jewish,-123.10233159496087,B,-136.88165529779508,E,B,A,-160.76943065180066,C,0
Other,Non-binary,None,157.66655659616592,A,173.08193781903512,D,A,A,-113.52306811342518,D,0
African American,M,None,106.26759849254537,D,38.610268944008325,D,E,E,30.661403895629636,A,0
Asian,Male,Hindu,107.34113676367905,A,-78.16777401668307,B,C,E,-11.230631616825184,D,1
Black,Female,Muslim,-105.25706654336236,E,42.617379665643305,A,E,B,69.20965408133497,B,0
Other,F,None,9.152238447842567,B,36.238537968373855,C,C,D,-19.00160668598865,A,1
African American,F,Muslim,46.41356937972564,A,-175.65662103794452,D,A,C,-177.85062936439,A,0
Other,Non-binary,None,73.54313077261435,B,-12.121317288603175,B,C,C,96.53517615227027,A,1
Black,Other,Muslim,37.62294488819091,C,6.824016146955812,A,B,E,56.29017456040106,D,0
Black,Non-binary,Jewish,-45.973368118232,C,91.23408403899893,A,D,E,10.512691358727121,D,1
Other,M,Buddhist,84.52775967295294,A,-57.64027102471936,A,E,B,48.06670105468305,E,0
Asian,Other,None,-13.933162321950043,A,-84.88092855558455,E,E,A,-16.340679014106996,B,1
Asian,Non-binary,Buddhist,-25.244013518685872,D,39.98695863891758,E,D,B,96.01464883013816,C,0
White,Non-binary,Muslim,-17.769397158478537,A,60.34259344616648,D,C,D,277.885424667132,E,0
Hispanic,Other,Buddhist,-69.19005610015063,B,22.96046992259957,D,C,E,-25.973143842069867,D,1
Asian,M,Muslim,-121.3234094395418,D,-72.83362012527536,E,A,E,-11.503226170318422,D,0
Black,Female,Jewish,105.83402810321654,C,-6.212530254518035,C,C,E,58.64863598620905,E,0
Black,Female,Buddhist,58.609881315276105,C,-183.94059000285375,C,D,E,-20.13127155617739,B,0
Asian,Male,Buddhist,221.18853645391536,E,-175.27018528848902,E,E,A,284.0944476999918,D,0
White,Other,Other,46.02640918291051,E,-152.8009382740419,C,C,C,-1.5683232229868684,E,0
Black,F,Muslim,203.0399623537859,A,74.86555853506752,C,C,D,-104.15312230431041,B,1
Asian,M,Hindu,-35.74911741650028,D,104.05354461265219,B,D,D,81.23483386173444,D,1
African American,Non-binary,Buddhist,41.100340696984595,D,-5.788496629755472,A,D,C,22.455724337649286,A,0
Hispanic,Non-binary,Other,-134.4491490704719,B,-162.2366527687064,B,E,D,226.54305630288752,E,0
Black,Other,Muslim,-181.6167974192673,A,-48.441222634503085,C,E,A,-97.31263461136541,D,1
Asian,M,Jewish,-41.70957242207241,A,4.791191543742873,D,B,B,-20.551711183386985,A,1
White,Female,Hindu,-18.223841972627984,E,-167.7771936429775,A,A,C,25.84660666460583,D,1
Black,Female,Muslim,-92.34200212783188,C,-15.256162861258634,C,A,D,19.249806654776133,A,0
White,Female,Jewish,-12.529393866023685,B,1.0417432660444386,C,B,E,82.55643253073602,A,1
Asian,Other,Muslim,90.86923831560021,A,-18.72343061117691,E,E,D,-19.404068520772125,C,1
Black,Female,None,-3.5842450463109348,C,56.806269883550385,E,B,B,-33.163599177782935,C,1
African American,F,Christian,-60.00002530078466,C,-121.38939958105964,B,C,A,73.13211298657191,B,1
Other,Other,Christian,-27.690402100167983,B,-239.58104186447292,E,A,E,-166.68361117611101,A,0
Hispanic,Non-binary,Muslim,61.41673121020473,D,187.91794354415202,A,B,E,-58.313008666482844,B,0
White,Male,Muslim,-61.99404237528889,A,-88.00071745735464,B,B,B,-215.59209531314076,D,1
Asian,Non-binary,None,-1.7793848355518005,A,-18.87263471635913,A,C,A,264.5205677711951,B,0
African American,M,Hindu,-2.23453514994343,B,164.51737950412618,B,C,B,75.27932671382366,E,0
African American,Other,Christian,-157.28456005155337,D,10.09326196955533,C,D,A,78.82548435871097,B,0
White,M,Buddhist,65.33640033985166,A,-45.37515394143312,D,D,C,-94.62359683618456,C,0
Other,Male,Muslim,44.30989369879498,B,-58.03708738779891,B,E,D,-50.06113402151991,E,1
Hispanic,Non-binary,Other,-30.01222950632098,E,12.675888761436898,B,E,D,-64.413316475151,C,0
Other,Non-binary,Hindu,-19.98859976079841,E,156.09694247404903,A,B,A,35.98876445729353,C,0
Other,Female,Buddhist,14.879780000138917,E,77.658876895825,E,D,D,75.35741927230475,C,0
Hispanic,Other,Muslim,-30.157308871423442,A,-107.21368319440394,A,A,B,44.25671900683451,A,1
African American,Female,None,-75.84710147775195,E,-108.73876875716036,E,B,D,78.81890383944882,B,1
Other,Non-binary,Christian,109.35611566330108,A,112.0552034991519,A,D,C,87.40515297166968,B,1
Other,Male,None,27.948653550754937,A,21.929180551427383,B,D,E,-28.618733176749284,D,1
Asian,Female,Hindu,109.90500646016528,A,83.55386900804717,C,C,D,120.33371798460108,D,1
Hispanic,Male,Other,-40.799839709760725,D,123.00135651075814,A,E,D,188.2048439475067,A,1
Hispanic,Male,Jewish,35.57828855442256,B,-195.139422906442,B,B,E,-173.57336498603837,C,1
Asian,Non-binary,Buddhist,-162.90529022257917,D,9.518240017575486,B,B,C,-90.71578884218316,C,1
Hispanic,Female,Buddhist,58.66497507480878,B,9.072941827379905,C,D,D,-59.02865528625239,D,0
Asian,Non-binary,Other,239.0693519794822,B,-20.446623668628064,E,E,A,-78.63363948167552,C,1
Other,Male,Buddhist,-67.76467806863283,C,-41.9126502470685,B,B,C,-104.99586582453036,D,1
Asian,Non-binary,Muslim,27.664038197931916,C,37.92929141542446,E,A,A,107.80220118388604,A,1
Other,Other,Other,-146.48318697172544,B,-132.22841286339073,C,A,A,38.72017221082711,C,0
Other,Non-binary,Hindu,-1.4770391297475152,B,107.47523608125931,E,E,C,20.25307844831658,D,1
Black,Other,Hindu,72.08382907431165,A,-25.586970224089058,A,B,C,172.0700058335654,A,0
Other,F,Jewish,48.18122283230462,B,-48.21645790339213,C,C,E,137.6044985898735,B,1
Hispanic,F,Other,-79.95930829068769,C,-53.35345286043543,C,C,E,-3.9275956586774643,C,0
Black,Female,None,-121.0176855386089,D,-23.347837025839954,E,B,E,11.066546362320121,E,0
Black,Male,Muslim,120.15028079866133,C,251.66696865472912,E,E,C,96.29635224151897,E,1
Black,F,Hindu,34.58287747386892,B,-42.58862712081792,D,D,B,-10.635173308290241,E,1
Asian,Other,Muslim,-5.461196865728923,E,-85.4659209242678,A,A,A,46.15785936712544,C,0
Asian,Female,Christian,-198.4456894448076,D,36.26251728290997,E,E,B,2.0605558551908105,D,1
Other,M,Hindu,-157.01590911679583,D,-34.02748730018786,D,E,E,-218.41301918727942,D,1
Other,Other,Jewish,159.01018635796703,E,156.96678820052313,E,E,B,-121.48098296834581,A,1
Black,Other,Other,-45.66320410573888,A,48.6327687390135,D,C,C,229.9585145519432,E,1
White,Female,Buddhist,93.01421524473884,E,93.56705577757972,C,D,D,-68.10609137311006,A,1
Black,Other,Muslim,14.850193569078444,A,-97.43466763315894,A,D,A,23.338313960818265,C,1
White,Other,Christian,142.77234208234552,C,-195.73350908597976,B,E,D,46.45115322682845,E,0
Black,F,Other,-65.36461323042181,E,-59.94397578291404,D,A,B,41.055476444715936,D,0
Hispanic,Non-binary,Hindu,63.90990746922227,A,-106.57535119005215,E,A,D,-26.867635290809073,C,0
Asian,Male,Buddhist,-90.23421832302353,D,-191.82489225913673,A,E,A,2.7359798783351224,D,1
African American,F,Jewish,-205.96473424886602,D,9.265214486074736,A,D,E,-107.93976734948927,A,0
African American,F,Muslim,90.77138035928489,B,52.28192671300577,D,E,E,69.03294775703705,A,0
Hispanic,M,Buddhist,163.25645878879868,C,73.96124831099316,E,C,B,-10.369846427900994,D,1
Black,F,Buddhist,116.82075397318586,A,-146.39890966483313,C,A,C,-5.025497922028787,D,0
Black,Other,Buddhist,-102.31618253855086,D,-44.85475814006087,B,C,A,7.112130645287048,B,0
White,M,Christian,-99.30567353432122,E,-4.592022898827524,E,C,A,-7.854960799832626,C,0
African American,Other,Muslim,82.43290339537141,D,82.53693578533532,C,E,A,40.88515718816362,A,1
Asian,Female,Buddhist,79.54207595961637,C,-85.6053500067064,A,D,E,64.04260802226423,D,1
Other,F,Hindu,-77.20683578460837,A,-110.34526489405229,D,A,D,-62.66890066553699,C,0
Other,Male,Hindu,-17.505451405575727,E,21.127821430490286,E,C,D,-24.91941621631191,D,1
White,M,Muslim,124.5224749940912,E,34.562548637166145,D,E,B,34.64982711499257,D,1
Asian,Non-binary,Jewish,-0.5305100212518922,B,-105.06981809446343,A,B,A,-102.86465159312603,B,0
Hispanic,Other,Jewish,-63.3011465451841,D,160.7326507326774,A,A,D,-111.45849846241494,C,0
Asian,Other,Jewish,52.99672716594449,B,-6.823317967586709,C,D,D,-32.65344991213388,C,0
Hispanic,M,Other,4.049024882685805,B,-59.467454466995186,D,B,C,72.78720000022128,A,0
Asian,Other,Jewish,-72.67348203057759,E,-148.0872720628802,E,D,A,3.4612415362282776,A,1
Other,Other,Muslim,155.02506542156738,D,-62.474048857493145,A,A,E,11.394590632118756,E,0
Asian,F,Muslim,40.132061376532874,D,106.1438940891718,B,B,C,15.219066609652751,D,0
Hispanic,Female,None,-3.7582505460754914,B,58.48466496703881,B,C,C,-134.64296171829687,D,0
Asian,F,None,3.0818453794683407,C,116.90179317680149,B,B,A,-53.505079454071435,B,1
Other,Male,Muslim,97.82982398167181,C,-14.09452777431529,B,C,C,73.04820238693605,A,0
Asian,Other,Muslim,-5.690600077603875,D,-98.5160395051648,E,A,B,50.454730592583616,A,1
Hispanic,M,None,192.10600051687226,D,-28.832541613376506,B,E,E,61.32480400039272,C,1
African American,M,Buddhist,-63.73918432747961,D,58.94736964014914,B,D,D,55.30233600436606,A,1
Asian,M,Christian,-33.74171369295858,A,-29.00724010733649,C,D,E,-13.203816518444242,B,1
Black,F,None,92.9771203360137,A,-72.68609416542263,B,A,E,91.31801196578913,E,1
Other,Other,Jewish,-54.299427967769134,B,-1.7243100989162818,A,B,C,7.323773603925768,C,0
Other,Other,None,-157.55676024389845,E,-6.389538423974361,E,A,C,175.55787948001733,B,1
Black,F,Muslim,-188.97576029981417,E,-215.611404752336,C,C,D,-66.5092752875861,B,0
Black,Non-binary,Muslim,-21.1846864418756,E,23.396661506702127,A,D,A,128.0229437194979,A,1
Hispanic,Male,Hindu,-11.475697319966855,A,118.89441745034726,C,E,A,65.53284086304632,E,0
Black,Non-binary,Buddhist,-49.12279016785167,B,86.56652948292334,C,E,B,-53.227759514837324,D,1
Asian,F,Christian,-190.22059816554489,A,-103.99712070642259,E,B,D,46.0744599730974,C,1
Hispanic,Other,Buddhist,9.372002273455369,B,-181.1764650674382,D,D,B,-31.640041805275278,C,0
Black,Non-binary,Other,-187.42239151251127,A,59.6823283162235,B,E,A,151.76712837290586,C,1
