sexual_orientation,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Other,Married,D,A,E,179.25593702947228,137.21816779182947,6.810044923352858,79.39793942649344,E,-11.934020405366219,-142.54989830154835,B,E,E,B,0
Homosexual,Widowed,C,E,B,55.984274608561115,-28.162569275649847,8.773455325753673,23.758182210725113,E,-22.240911462169425,16.09554433367997,D,B,C,C,1
Homosexual,Single,B,A,B,-84.87847709723157,23.82682052707137,89.47348560242155,-21.357214280647995,D,29.63540783691875,10.518183597500979,D,B,D,D,1
Bisexual,Single,E,E,D,-31.7134292397588,105.31832429286283,182.88176585257133,-270.8399777208056,E,60.748159963466286,11.795570526725726,C,B,B,D,0
Homosexual,Single,B,A,C,19.91016950857369,-214.51811903447643,28.68804392860964,82.35728693323358,E,-171.46903919062396,137.3471172450238,B,C,A,E,1
Heterosexual,Single,C,A,A,-52.70526399910921,-66.98159787489175,69.2149148392824,107.96565427501004,D,26.46010187116928,126.82596134715693,E,B,D,D,1
Homosexual,Divorced,D,B,C,-5.958518452933713,-68.38187463704345,-106.5625777048693,14.656886582522807,B,60.46368842282131,32.614375341787415,E,B,C,A,1
Homosexual,Single,C,C,B,50.853383182000464,113.4896136929481,-22.425566431044928,116.02048739983238,B,51.124427425278995,20.799007904457177,B,B,C,B,1
Bisexual,Married,A,A,E,46.23565258929731,60.49567649216983,-149.49988705349827,-230.38470212606802,D,97.11033142141056,162.43782961619812,D,A,D,B,1
Bisexual,Divorced,D,A,C,143.76320545208344,139.60750508151887,-107.6368728761242,171.78857418386,B,-81.70573507570992,28.532147150491944,B,A,A,D,1
Other,Divorced,E,A,D,78.3734431345011,-87.81018400808478,-64.6721738910772,130.07783643749497,E,103.3206966166786,-187.00655548387087,D,E,E,B,1
Other,Widowed,D,A,E,81.59400734868801,201.80768844971345,-51.027537197917795,131.87256237629842,D,37.47160159323192,86.07875813721289,C,E,A,B,0
Bisexual,Widowed,C,E,D,5.778039455347464,23.03096525781172,103.40832339147829,46.23588851128442,A,-60.15161897513168,27.81018090037886,C,A,D,A,1
Bisexual,Married,D,D,C,-44.82925258793643,-15.106246907086431,-55.230484962127726,86.39465629182517,B,-123.72157580098302,24.487027125565163,E,C,B,C,0
Bisexual,Single,A,A,C,-41.559120248339056,55.6591966307891,72.00777230470489,202.0887147713597,A,156.93310177100216,44.788637760904386,E,B,C,A,0
Homosexual,Married,C,C,A,-56.473721839736015,-146.72373539883816,63.507745135963724,-89.59736383662612,E,92.46562339029006,111.92425917352251,C,E,C,D,1
Heterosexual,Widowed,C,C,D,-72.04483693953273,24.344062088815374,92.70494118852993,-90.68531755874203,E,-3.9181432589908423,-76.33340756123842,C,E,E,B,1
Other,Married,D,E,E,24.867982175559465,189.15100090742888,33.80936779789277,160.13360599442456,D,183.15709012227416,148.540238236774,A,B,E,D,0
Homosexual,Single,C,C,D,-88.458027037021,-29.320516019744215,44.64340793592008,-35.41227878687824,A,99.32561729184373,76.37215320828751,E,C,D,C,0
Heterosexual,Married,C,A,C,117.2717770630414,-11.564048344198676,13.284906892543209,89.05414469479331,C,-33.15405970700074,12.031989854450693,A,B,D,D,1
Other,Married,B,D,E,71.62504652322191,108.81446195174662,-10.802177635581126,-144.82791222221775,B,248.69971702436763,254.3811204698843,B,C,A,C,1
Other,Single,E,D,A,-21.614102476933837,20.899814355935938,-40.96575688966651,19.130333290722305,C,-17.141961770956502,83.43583379251398,A,B,B,B,1
Homosexual,Married,A,B,A,104.17491920798855,170.33265230628513,-57.602902811072234,-138.52983286193253,D,70.11569319977765,84.99215071640718,E,D,D,B,1
Bisexual,Married,A,D,E,163.2417798401307,-35.5586182172153,-40.175136743240216,-73.63577843470217,B,-83.27300806507924,155.20658152709288,B,E,D,E,1
Heterosexual,Widowed,C,A,B,-159.86408729135482,-64.03390036108806,-189.61058150554527,62.63132440093345,D,149.28335727306876,7.857679419603183,C,C,C,B,0
Bisexual,Married,D,E,C,-30.79681984619419,214.1885156971905,-30.49513971862199,84.30006322465779,E,16.766076803510547,82.99136913808105,C,D,C,B,1
Other,Single,B,B,A,174.83579715464194,-163.7348885489422,-105.077860087013,3.8115077917431357,B,-52.26849639251249,155.61444497439712,A,C,B,A,0
Homosexual,Single,A,B,C,115.81825709305025,-1.3822551666559748,92.47889929488699,255.20203725279256,D,-64.44197124114962,-36.199664182628986,B,C,B,E,0
Heterosexual,Single,E,B,A,53.91559461501858,-5.59134581181233,-58.38987790052973,113.58430590194646,D,-176.06919980566477,-134.83890533389905,B,B,A,E,0
Heterosexual,Married,C,D,C,87.6200467898634,6.0315411524012115,-68.3367271970353,96.75795274473981,D,19.359911804981213,93.32596086339528,D,E,B,D,1
Heterosexual,Single,C,C,E,-64.14818559310918,43.47512468991675,21.08390051397253,270.185068063898,A,74.93162243766803,104.9215080773519,E,D,C,C,0
Homosexual,Married,C,D,B,161.94472915284638,220.06761253233415,-26.081947165485463,-111.75868886911155,D,-229.66396357857496,82.09718382717357,B,C,D,B,0
Heterosexual,Divorced,A,D,C,34.33612351508026,7.9303386426906,-24.122097222599535,-5.403395908901686,E,-78.0154928356157,123.92218475780328,B,D,B,D,0
Other,Widowed,C,D,A,-54.529310509379016,-110.91977379082249,55.80380089139959,25.64641045022698,A,227.6947529112017,95.08607563121733,E,A,D,D,0
Heterosexual,Single,E,B,E,0.990807781846559,-29.6036576483808,8.270119357547074,-46.49347726433125,B,130.79451072354436,229.8088738062142,A,D,B,B,0
Other,Widowed,A,B,E,-87.97321542802923,-71.3494363153996,137.26008865157993,-175.35362690019448,C,36.35487242266967,-53.5125621650105,B,B,E,A,1
Bisexual,Single,E,A,A,-131.23712063307323,20.805261089731985,77.57597762958378,43.29370613319757,C,4.104152634381842,-8.812593759690108,C,D,C,A,0
Bisexual,Widowed,A,C,C,30.318013684443144,-57.13767410349321,-76.84407878618617,179.92318220638037,D,-115.18699526694414,-67.96158061148336,A,D,B,A,0
Heterosexual,Married,B,B,C,87.857886975444,-233.59760084082458,56.162159584730134,-133.63707450370185,D,81.26900137653539,-68.2751800637732,D,E,E,B,1
Bisexual,Divorced,A,A,A,-32.811143315961324,-54.2837118576481,-140.80180322049893,-58.4579811646129,B,-111.70951750942642,134.20960597028147,A,A,E,B,0
Heterosexual,Married,D,A,E,53.47422818495937,76.02921738287692,-30.408946620639572,79.30872702598798,C,63.409632705999464,-39.23091035773465,A,A,E,A,0
Homosexual,Married,C,E,B,217.3223516781602,1.2788828004438073,34.546294383789345,12.83189467024764,C,2.511621995882652,7.992567339107761,E,C,B,E,0
Other,Widowed,C,C,A,255.64230088609312,128.79294932040986,83.69270681892053,130.6408769354755,B,-34.95522736855249,-277.44164306837143,A,D,D,E,0
Bisexual,Divorced,A,E,E,76.50296543769132,248.97013774853315,118.07575206367342,-48.062218954105326,C,-132.02353747125736,-92.96543635984028,A,A,A,B,1
Heterosexual,Widowed,C,E,A,50.12734667769572,-41.92172177421645,-78.54359949977004,-57.27335653567894,D,104.41934885070782,-52.87064596615498,B,B,C,D,1
Homosexual,Single,B,C,D,-14.512812138944417,142.22055558991872,-26.475902697073117,165.45634820111783,E,43.09806690869096,36.98520944621157,A,C,C,C,0
Homosexual,Single,A,D,E,162.64256651455597,6.936348113392079,13.556890025091196,85.69768134600653,A,7.843062288401128,-95.00575774759749,E,C,D,D,1
Heterosexual,Divorced,B,C,A,-72.68552097039775,31.020747486129256,-94.84242430135095,125.17735007926807,D,-69.03784551849955,44.662541645939676,C,D,C,C,1
Other,Divorced,E,D,C,256.18729264330204,80.96455590273067,106.48921216950016,167.17742142673146,A,233.493259927214,11.652025411518178,C,E,B,B,0
Homosexual,Married,B,A,A,-11.42998427106928,-187.27387528502172,-85.84479294044434,146.37439134621073,B,128.7669224516785,157.96551137296805,B,E,C,C,0
Homosexual,Married,D,B,E,-106.51568617460097,145.80978114891207,-121.0792640215361,64.03076105815258,A,-120.8705057886736,-40.10797385891094,D,B,C,A,1
Other,Married,B,C,E,340.0929195099019,-150.84219243391428,-115.90357264005844,-50.10629513715813,D,3.3294363285199804,-56.420399353935856,D,B,B,A,0
Homosexual,Married,C,B,C,-155.46756352429892,55.24159147037137,-23.59667232882897,78.41831678416969,B,-105.51363342422198,-78.80705355109114,B,C,B,A,0
Homosexual,Married,E,E,D,-28.749807246854797,37.06342036924666,-122.10256325037257,-61.180611640678215,E,-30.704510601821315,51.493873854928495,B,E,B,A,1
Heterosexual,Married,B,C,D,-219.69472677079546,129.17524697975435,-155.11287366164768,-75.93261681837947,C,102.55138578271965,-83.81165888308833,C,B,D,E,1
Bisexual,Single,D,A,B,-42.28184725971245,-48.06520621852261,-27.819625983480563,46.56843235528121,A,133.02167702502945,43.47847511236045,A,B,B,C,1
Bisexual,Divorced,B,E,B,91.01460648384034,324.05216244073614,87.85300060378806,-92.64484139426061,E,-110.41905528787083,36.54509644657183,B,D,E,A,1
Bisexual,Single,B,A,E,71.30914799388182,-187.12963492884535,239.3859737323489,74.54845668374284,C,-102.66520272342565,-36.26782550678996,B,A,A,E,1
Other,Divorced,C,B,D,210.59252660787456,-95.57540570254899,54.73932793152404,8.026977032262652,C,-13.407663150801072,-117.42588258972944,C,D,C,C,0
Bisexual,Married,D,D,C,28.17729332494123,32.07408093646051,-31.370678750825554,215.6374455325417,D,7.534833067157883,32.63294678821762,E,B,A,D,1
Homosexual,Divorced,A,C,B,-156.187474500859,152.76804248535007,65.76900609586923,27.14934557288184,C,133.14232695284892,114.28964007972205,C,A,C,E,0
Bisexual,Single,D,C,D,25.03553151655309,80.6276879781798,46.48320984553945,24.072369914094008,A,95.86949653780104,-146.10289118039304,E,E,E,D,0
Bisexual,Divorced,C,D,B,-27.984585534757787,-44.35549182072146,28.53942085056663,88.90234193994242,C,70.50825097125008,139.81478637892656,B,B,B,D,1
Homosexual,Married,A,B,B,-138.68166093046085,-15.029242146999735,172.57486723904663,-18.546363573493846,D,-29.45509838667103,-53.32927176469325,B,E,A,A,0
Other,Single,C,B,B,-27.02372251240189,56.78635980849671,39.92323604670174,164.84108362316002,E,12.586595636251282,14.359053734361416,D,B,B,E,1
Homosexual,Widowed,C,D,A,-8.263121152945702,83.35255928055972,15.437049395942854,-84.65595534246762,D,-118.43542164875349,-59.73483639787197,E,C,E,C,0
Homosexual,Single,D,B,E,-40.80428548015359,-133.8204018399997,16.681084035267013,-11.814181589724916,B,-21.47318863778003,-122.36660810596669,A,C,E,E,0
Other,Married,E,D,E,-68.49796971088186,127.72450989619652,76.68327340824523,-77.08158445594681,E,190.46621749994873,22.994659277534225,E,E,D,E,1
Homosexual,Single,C,B,A,-95.16168893553606,197.66553383566284,-55.41882831447922,-64.33850616860546,D,51.38169404039141,-137.9464814451229,E,C,E,E,1
Bisexual,Married,E,A,B,-144.9460753430253,-58.01480800364387,101.64702248619331,-85.60352627716215,C,-84.38614405574202,52.206144453988024,E,A,D,B,0
Heterosexual,Widowed,D,A,B,119.92086314099998,99.24534344650341,59.78928801080961,54.92319229027598,C,119.2420917243961,-87.30290537988036,E,A,A,D,1
Homosexual,Divorced,E,B,E,-21.421595853029142,30.13730191307131,137.29199942156035,-20.15461488570373,C,-14.475914894727145,75.12900524000966,C,B,B,A,0
Other,Divorced,A,E,D,29.317020902372192,53.10927717508328,-64.03813021803134,-276.24671352068424,E,-165.03420923235902,44.26572000601489,C,D,B,E,0
Other,Divorced,A,A,A,190.92418196724978,37.69244142574229,-87.0233950184786,-42.19656792716792,E,93.67240921824293,-46.31407534397519,D,C,B,A,0
Other,Single,E,E,A,-63.48425687919706,-43.924553059267716,-42.14245524088252,18.495951433192758,D,-152.53096716032016,-101.37966561813974,B,A,D,A,1
Homosexual,Widowed,B,C,E,-42.249316092743186,-21.57437727027198,-236.80289184696278,-83.51333476647038,C,-142.09089737305948,246.0062994726864,C,D,A,A,0
Bisexual,Divorced,C,B,D,47.73250385623659,-188.35918218820916,47.18930302424141,55.978829097496664,E,-164.645885488172,-95.81423794396508,B,C,A,B,1
Heterosexual,Divorced,D,C,C,-60.47120934747954,12.483677950886603,-18.77303774347639,-78.07947059041828,A,-58.67030960710928,64.2983866159846,D,B,A,A,1
Homosexual,Single,D,E,A,7.068730785224473,53.11951558147584,24.806022493300212,-153.83325629991978,E,67.28110898186124,-5.439354906922148,E,E,B,E,0
Other,Widowed,B,D,B,42.348404293967455,27.60933570525258,-11.420810294883237,149.5144744849618,A,-21.99750909158526,23.85965996595386,E,B,B,B,1
Other,Married,B,E,B,-89.8143412569613,30.943458867892854,152.5857613936314,85.24847247917113,E,153.60432574002309,-113.19214200706544,A,D,B,E,1
Bisexual,Single,E,D,E,-125.04832363990106,-80.25645437417973,286.90542567077443,-64.33107805707903,C,127.86957546711702,127.68886681650264,A,B,D,E,0
Homosexual,Widowed,B,D,A,-198.71700159695703,-67.94792970878943,6.68159914441631,-71.7909454011922,D,-72.12204581727929,-89.92430083770492,A,B,E,B,1
Heterosexual,Married,E,B,C,97.08802049616978,120.21725596872517,69.73015750879935,-4.424377363612751,C,78.59826888340443,-52.99272593114631,A,C,A,A,0
Heterosexual,Widowed,B,C,B,-34.09007490107024,-157.81926206688334,-39.303221699861325,77.37541825706613,E,-6.245177328790394,-41.14410616201552,B,E,C,C,0
Heterosexual,Single,C,A,C,9.919247926578082,38.7938115845384,65.64207328955926,44.320254658232784,D,-37.09829776458382,73.77898279888798,D,C,E,A,1
Bisexual,Married,B,C,B,39.808067308391685,25.977971688271822,-170.846605085952,-193.98140759738837,B,-42.66487461696463,-101.8342452066801,A,D,D,C,1
Homosexual,Divorced,E,C,D,106.84964534595255,39.527031215212915,-58.5149834625352,37.218324776801,D,3.283010369926272,-125.6293212297404,E,B,D,D,1
Bisexual,Divorced,C,B,A,-56.0051455547081,65.89808346348562,-71.48986512936102,23.237850409124544,A,43.93334071538911,77.46660853782728,E,B,B,A,1
Heterosexual,Married,C,A,C,48.26020517305645,-74.21091644279848,53.58762768705218,-149.9081947970815,B,109.57314460646927,-69.44059921871023,A,A,C,C,0
Bisexual,Married,C,C,C,-135.44056246522135,-20.598039731734605,42.98472206224092,-25.51049828587719,E,-37.16865973217779,-92.43766356754371,B,D,C,B,1
Other,Widowed,C,B,C,-27.382402332447437,-133.1882869617347,208.9417225267046,-134.12321056972104,D,88.72298135378396,-33.891131051609314,C,C,D,D,0
Bisexual,Married,C,C,B,-68.26780000782142,-26.741892790628256,-39.11587956815248,96.7886585267673,D,-57.890175486078135,9.799674556560412,B,C,B,A,0
Other,Divorced,A,E,C,-58.52747027011728,-146.20358472668295,-114.70154799506942,-144.04573004137902,B,4.332951670242599,45.41271544543182,E,B,B,E,0
Homosexual,Widowed,B,C,B,65.17552011481264,-120.38180224981248,150.06864510965644,-159.14489230280066,B,168.8830865503831,94.10729210913628,C,B,D,D,0
Bisexual,Widowed,C,E,E,-25.70278271290265,43.186354542599084,165.60572119538836,84.29044030424552,A,14.795987537388022,-52.26706786367396,D,E,A,C,1
Bisexual,Married,E,D,D,91.48013565191063,112.56916299174063,-23.294939690051375,-183.02263817895192,B,83.11342419349111,119.82666444811314,E,E,A,D,0
Heterosexual,Widowed,E,C,D,135.95757730787062,4.020062666472931,161.56427066256947,103.39915703140983,E,-22.696251815349626,-139.55200795311546,E,D,A,B,0
Other,Divorced,A,E,C,-171.85181546119378,-127.60293023568978,66.96030408401639,133.882706219617,E,-59.87363255191248,167.54319247499603,D,C,E,E,1
Other,Married,B,D,D,-66.30527822284974,-179.72893413085816,5.867085565921569,33.07856489831106,E,24.111227501335925,-25.757983524086157,B,B,C,D,1
Homosexual,Divorced,B,B,B,-84.0229091736178,-128.68137704126798,-27.781154109234414,26.643342498750638,A,-12.033025567197248,-62.07267524772433,D,D,B,D,1
Bisexual,Single,E,A,E,-184.572458637494,148.80711262868286,-13.104895802385002,-98.90922009951174,B,15.517586736673977,80.76521567781471,A,A,C,B,1
Other,Married,A,C,D,-25.754416809828985,104.65316824188584,16.372760689520934,158.1917640260954,E,-108.15705968676943,-127.52610834637032,D,B,C,E,0
Heterosexual,Widowed,E,C,A,-10.95592049288033,205.1435997451625,142.82474658933762,-63.13095737014724,D,20.445916755412817,-91.84327688531415,D,B,D,D,1
Other,Widowed,B,B,B,107.32242386779447,-90.72043263396577,-6.644095768831121,-30.49023186773337,E,27.503614020004562,-110.64869082914208,D,D,A,C,0
Homosexual,Married,D,D,A,-62.1332279311157,47.5727997567694,90.52320488954696,91.48038928912808,B,84.41830210532551,-34.44601465495227,D,E,C,E,1
Homosexual,Single,C,D,B,-185.41147591041187,-35.42942255474375,-27.580408528126714,7.15224767882085,A,-4.921430370118185,-28.09439018096801,D,D,B,C,1
Other,Married,D,A,B,-67.42563187480012,-180.97106873928607,144.72329549788165,83.40453890137483,D,-180.27272358319027,-125.01415286066688,A,E,C,D,1
Homosexual,Single,E,D,D,22.779895402183048,-31.199487836119083,24.35994842491653,108.19965511222533,B,24.139605252375702,0.1143633840942748,D,A,E,B,1
Other,Divorced,E,C,E,213.59046114368115,-17.34552472268199,-140.9861077697906,24.950055069861037,C,-45.22180214879264,-93.45372860776654,D,E,C,D,1
Bisexual,Single,E,C,B,16.26834215375744,1.965431369402687,-38.19846281621593,-5.125073913062562,B,-78.1828143254913,-176.008585558943,C,D,E,B,1
Bisexual,Divorced,E,A,B,31.883416188488773,132.7945200600717,122.72054236567558,47.56071835250136,C,84.78364706187355,28.838422640248947,E,A,E,E,0
Homosexual,Married,B,C,E,-91.93261589273017,-60.9023461226603,-145.81547463619822,-93.93984582327116,A,-27.341421262500177,29.5677287922827,A,A,C,D,1
Homosexual,Divorced,C,D,D,63.480604565321784,218.6931446274134,68.01351220217214,0.5253232548751992,A,-84.54179034917415,-42.030759673134405,E,B,D,E,1
Heterosexual,Single,C,D,C,13.27036419996587,-57.80112069144951,27.010314884363783,91.32312369489651,C,112.6558342457111,-81.83450002810551,A,D,D,E,0
Other,Single,B,B,A,-106.50999852287622,101.40382677920734,124.36095118468822,-49.095796226404445,C,13.88660468447779,80.03137835414415,E,A,A,B,0
Other,Divorced,D,C,B,210.5264924097512,75.07412390016458,36.93128216935392,-102.2522924190753,A,126.48246360853537,-118.743350091126,C,B,E,B,0
Other,Widowed,C,B,D,126.45078399060358,20.153499904102944,163.66254617880722,8.499185740813697,D,58.77114465778705,-54.52809276188874,E,E,B,C,1
Other,Widowed,A,E,B,-13.240030083813343,63.59304208209987,55.78648645398437,-81.51144017216734,A,-332.180072268631,235.87885336749008,E,B,D,B,0
Heterosexual,Married,E,E,A,42.832966579748394,105.25662556538826,-26.738805693482554,75.1320700955372,A,149.07642456839096,-56.03708412712436,A,A,A,A,1
Homosexual,Single,A,D,D,59.39994299627727,37.724712513934264,-5.046432317922793,-34.807477493345594,B,98.62863640819829,-58.1127247640859,C,A,A,B,0
Heterosexual,Single,E,D,A,76.27608979777094,-47.57111367862312,7.5449166945463855,-69.04434024736436,C,-9.970131341204224,-73.15305875923829,E,C,D,B,1
Other,Married,A,B,C,109.22377892257778,53.206561896533366,111.82564033236943,60.80777386148121,C,-11.590255110709581,-66.35657988806001,E,B,C,A,0
Bisexual,Single,B,D,E,60.018652562463295,-90.57561770896929,80.81887129393658,-119.43909995435986,C,24.44424279439284,119.48194028472439,A,E,A,D,0
Bisexual,Divorced,D,D,B,78.43645224763988,-159.2160078803151,33.087499690074864,-39.775706816166924,B,-132.32127765207787,14.177609728307425,A,B,B,D,1
Other,Divorced,C,A,A,31.41664343729131,-112.59900662830576,74.3866653388166,101.69506250232368,D,-26.421733045859554,95.155730311382,C,B,D,D,1
