Veteran,AgeGroup,Race,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,target
Yes,51-65,Black,Buddhist,C,-26.161960966810344,B,E,-83.4867222934014,0
Yes,65+,White,Buddhist,C,-45.04748027412555,C,B,48.039596532604065,1
Non-Veteran,36-50,Asian,None,A,-101.26168623393895,C,D,-30.054844625492898,1
Veteran,18-25,Other,Hindu,D,75.24473408313962,D,A,-36.267928040901886,1
Yes,26-35,African American,Other,A,42.98781514252036,D,D,94.02077115606009,1
Veteran,18-25,Asian,Jewish,C,-11.457998913991302,A,D,-108.51412642902649,0
Yes,65+,Hispanic,Jewish,B,-14.166627194309713,A,E,-29.165990834910893,1
Veteran,51-65,Other,Jewish,C,7.058191141340695,E,C,-38.39568782076783,1
Non-Veteran,65+,Black,Muslim,C,-54.04866428849642,C,D,-62.244486659399264,0
Non-Veteran,36-50,Asian,Christian,A,-26.884880649543707,E,C,96.53431951941936,0
Yes,18-25,Hispanic,Other,D,51.619466281762996,C,E,55.86142366208744,1
No,26-35,Black,None,D,-160.78886882011125,B,E,192.18045930791527,1
No,26-35,Asian,Jewish,B,89.89359356008262,D,C,202.69516288188933,0
Non-Veteran,65+,Other,Other,A,91.3739353637369,C,A,12.722700266647365,0
Veteran,26-35,Asian,Other,E,108.71725811765846,A,E,55.22987122921316,1
Veteran,65+,Other,Jewish,E,-52.608814967270504,E,E,-204.38685158514122,1
Veteran,18-25,African American,Other,D,-128.29589715796843,C,C,-64.54969218506115,1
Non-Veteran,65+,Hispanic,Jewish,B,13.289242257804554,B,B,80.24838878904428,1
Non-Veteran,18-25,Black,Hindu,C,13.927987920075683,C,A,-95.15081618999588,0
Veteran,18-25,Asian,Hindu,B,99.49803376229256,D,E,-19.457460581439584,0
Veteran,26-35,African American,Christian,D,-123.5293574392905,C,D,15.326599128140142,1
Non-Veteran,51-65,Hispanic,Muslim,A,37.290226413095944,E,A,88.3096574072949,1
Non-Veteran,65+,Other,Muslim,C,-84.43692329544817,B,C,-19.497592622182182,0
Yes,65+,Other,Hindu,A,-35.308796123302635,D,E,37.22697849170745,1
Yes,36-50,Asian,Other,A,-18.179389388187378,B,A,82.49478995313872,0
Non-Veteran,36-50,Other,Jewish,E,-3.66230950470609,D,D,136.03954551352982,1
Veteran,65+,African American,None,B,168.74664204288752,E,C,-179.9226643911608,1
No,65+,African American,Muslim,E,-60.82319657081323,E,B,32.61339657259943,0
Yes,36-50,Black,Muslim,C,-40.938933727693716,E,C,91.16829283205595,1
Yes,18-25,Hispanic,Jewish,D,-114.15476655593393,A,C,-37.33636081009144,0
Non-Veteran,36-50,Hispanic,Jewish,A,-67.66289197438935,C,A,-50.10350015583588,1
No,36-50,African American,Muslim,B,-40.94851698547997,D,D,99.22177551827983,1
Yes,26-35,Hispanic,Other,E,85.40798053227822,D,D,-21.734803121206834,0
Non-Veteran,51-65,Hispanic,Christian,B,-74.41718373002352,C,B,-103.26012833064246,0
No,51-65,Hispanic,None,B,108.98256682348017,C,B,67.09768002731607,0
Veteran,26-35,Hispanic,Buddhist,A,-51.8251170966779,C,C,-139.3901694898679,0
Non-Veteran,36-50,Black,Muslim,E,-40.01767443284228,C,E,72.74060901249189,1
Veteran,51-65,Black,Christian,E,-225.2054160551798,A,C,8.021576397973988,1
Non-Veteran,36-50,African American,Christian,A,-51.93082731404145,C,E,124.58555122888345,1
Yes,26-35,White,Hindu,E,43.49695288201115,A,C,75.4674479327501,1
Non-Veteran,65+,Black,Muslim,C,2.9174308904710835,A,E,182.90191770412898,0
Non-Veteran,36-50,African American,Other,E,55.23083935649519,C,D,-80.34504680035637,1
Yes,18-25,Asian,Jewish,D,11.797707088527469,E,A,-25.166038679729137,0
Veteran,18-25,Hispanic,Muslim,C,-8.939642625189638,B,D,79.47388398060312,0
Non-Veteran,36-50,Asian,Other,E,-41.83378666365441,E,C,32.70765551705899,0
No,36-50,African American,Other,C,15.115450988199056,E,A,136.4449940766117,1
Yes,65+,African American,Muslim,A,-73.532494613218,E,E,98.25554101928256,0
Non-Veteran,26-35,White,Buddhist,C,182.14454008651646,C,C,100.82033055416768,1
No,65+,Other,Other,E,14.992951892767225,E,D,-26.353932901050126,1
Non-Veteran,51-65,Other,Buddhist,D,146.29939031327814,B,A,108.75055747909619,0
Non-Veteran,36-50,White,Christian,B,-161.70665125299215,C,B,-49.63460826103221,0
No,26-35,Hispanic,Jewish,E,-64.51480913768395,B,E,-225.043318576642,1
No,26-35,White,Buddhist,E,79.41546875768172,C,B,61.60471378371704,0
No,26-35,African American,Hindu,A,-123.1191429982481,A,A,-77.99895058126097,0
No,65+,Black,None,D,-161.49465267553106,C,B,265.70233456566444,0
Yes,65+,Asian,None,A,107.63236126234365,C,A,121.13699794565503,0
Non-Veteran,65+,Asian,Hindu,E,51.493621617910044,B,E,62.57936533188558,0
No,65+,African American,Jewish,C,-50.50730401057929,E,E,-10.769675258979873,0
Non-Veteran,51-65,Other,None,E,54.73194534933309,E,D,27.274751763924105,0
Veteran,36-50,Black,Christian,D,-41.64045895677779,E,A,98.49435930323389,1
Non-Veteran,26-35,Black,Christian,E,-135.47017942273268,B,C,151.4390150545902,0
Veteran,65+,Asian,Hindu,C,53.11247155314503,B,A,-183.9587327112431,0
Non-Veteran,26-35,African American,Jewish,A,-14.728354076735686,E,A,-204.44144946951178,0
Veteran,65+,Other,None,B,-158.49020720565548,A,E,-28.40590860838681,0
Yes,36-50,White,Muslim,C,125.40484500160953,A,C,140.44145691618007,0
No,65+,Other,Hindu,B,-117.32420505897679,B,C,94.84037339685763,0
Yes,51-65,Asian,Buddhist,E,-139.14032813530767,E,A,-106.2607866912636,0
Yes,36-50,Other,Jewish,A,165.81745035293056,B,C,-87.0407099821369,0
Veteran,65+,Other,Hindu,E,84.29807487346316,A,E,47.314836181628,0
Non-Veteran,18-25,Other,Christian,B,-158.7746741617807,D,B,173.64867566706607,0
Non-Veteran,65+,Asian,Buddhist,A,-24.578390809501325,C,E,-138.61486535825495,0
Yes,26-35,Other,Buddhist,B,14.82114978517815,A,E,-63.20094339300947,1
Yes,65+,Other,Jewish,B,-16.223557983886007,C,A,-36.564605635215855,1
No,36-50,Asian,Other,B,-31.824048976833076,D,C,146.31222559746516,1
Non-Veteran,65+,Hispanic,Christian,A,-144.98267531702257,C,C,128.49017555452855,0
Non-Veteran,51-65,Other,Muslim,A,99.29329441661731,D,A,97.93625972096652,0
Veteran,51-65,White,Jewish,D,23.658143117133545,E,B,-89.74544628188235,1
Veteran,18-25,Black,Hindu,E,-159.04532830744947,D,B,9.985952377736117,0
Yes,51-65,White,Buddhist,E,-45.84497752553271,D,A,57.201321974822505,1
Yes,26-35,Hispanic,Hindu,C,-105.64241961246235,D,E,-204.41692253535498,0
Yes,18-25,Hispanic,Muslim,E,91.07856067293709,C,C,-156.80319132735514,1
Yes,51-65,Black,None,B,132.66455581058915,B,D,150.37134635126037,1
Yes,51-65,African American,Jewish,D,-45.658790429546336,D,A,-136.46292153855026,0
No,51-65,African American,Christian,A,-7.913185594271738,D,A,-211.25872088632187,0
Veteran,65+,White,Hindu,B,-64.49200879632164,C,C,-101.76533837349399,1
Non-Veteran,26-35,Other,None,B,131.41654477531122,A,C,-130.98828314092188,1
Non-Veteran,26-35,African American,Christian,B,12.734523883728608,A,C,-73.13598481105878,0
No,51-65,White,None,D,-1.4537950170779328,A,C,-88.98496497547475,1
No,18-25,African American,None,E,23.813629575936172,C,B,41.31876311112254,0
No,36-50,African American,Buddhist,B,103.94160185092313,E,E,-44.05138566965312,1
Yes,65+,African American,Muslim,C,-18.26073945500715,D,D,-154.34082650468662,1
No,26-35,African American,Christian,D,26.882510920981105,D,A,-44.68067185374427,1
No,65+,White,Christian,D,-199.18080071880695,A,A,45.05824309846418,1
No,26-35,Asian,Muslim,D,13.074051751798043,E,B,-114.18168112581529,0
Yes,65+,Black,Christian,C,114.14146774123601,D,A,-25.90878515213111,0
Veteran,65+,African American,Buddhist,E,72.9819832448833,D,B,-129.8445959979636,0
Veteran,65+,Hispanic,Muslim,E,59.094454795225346,C,B,66.76281803172408,1
Veteran,26-35,Asian,Christian,D,-14.816722613080756,B,C,-74.78064550045256,0
Veteran,36-50,Other,None,C,-180.94468908688063,E,D,18.239536417675772,0
Non-Veteran,36-50,Other,None,A,255.7634581712895,E,B,-182.03973004660756,0
Veteran,51-65,African American,Buddhist,B,-74.07173985177555,D,C,-113.81680930022836,0
Yes,26-35,African American,Buddhist,B,-82.30893254039584,C,D,109.28018020052441,0
No,18-25,Asian,Christian,B,-130.23957858978775,A,D,60.18750835124844,1
No,36-50,White,Muslim,C,-2.3352875926599226,D,D,-210.34758368428496,1
Veteran,26-35,Other,Buddhist,D,-91.53358881618611,A,D,67.6305390570661,0
Veteran,26-35,Black,Christian,D,122.99289168060884,B,C,-26.520034682996506,0
Yes,51-65,Other,Other,D,9.599748573784192,E,C,176.56111144158223,0
No,18-25,Black,Christian,B,199.2462985946305,C,C,-88.31485208230248,0
Non-Veteran,65+,Asian,Christian,B,-240.3889199010882,B,D,43.20255340462014,1
No,36-50,Other,Jewish,A,47.80760374654875,A,D,168.95007314099195,1
No,51-65,White,Buddhist,E,228.01517825124452,B,A,-3.7868584140765873,1
No,36-50,White,Christian,C,-12.876500298790491,C,D,-45.49432451415496,1
No,36-50,Asian,Muslim,E,72.81630038229153,D,D,-168.2544096466673,1
No,51-65,Asian,Buddhist,C,-45.394790638778986,D,B,83.1309570628628,1
Non-Veteran,18-25,Hispanic,Buddhist,A,33.85487514986581,A,C,-7.631702081491594,0
Veteran,65+,Asian,Buddhist,A,-4.972189066173489,D,B,-20.187788069258357,1
Non-Veteran,36-50,Asian,Jewish,B,86.64069826473454,A,C,45.119751177847306,0
No,26-35,African American,Christian,B,131.2117920772343,B,E,-40.80364909863808,1
No,26-35,Other,Jewish,D,26.548503926991163,D,B,-0.6999820073855416,1
Veteran,51-65,Other,Hindu,C,154.53855833821467,C,E,8.971928947113032,1
No,18-25,Hispanic,None,C,77.07573352672271,E,D,113.09256520324872,0
Veteran,51-65,Asian,Other,B,101.279793728805,B,A,-137.3425198890836,1
Yes,65+,Asian,Hindu,C,216.6682142743755,A,A,-27.060492725058094,1
Veteran,36-50,Asian,Buddhist,A,35.84593772127735,C,B,146.4659061342978,1
Yes,18-25,Asian,Hindu,E,-54.9244245276966,A,C,82.88106070292575,1
No,26-35,Other,Jewish,B,69.29393601247207,C,C,-222.65308543450013,0
Yes,36-50,Other,Other,B,-188.45275393635842,E,C,-115.33628702387429,1
Yes,51-65,Black,None,B,-81.00287355496641,A,D,-8.922284727491471,1
No,36-50,Asian,Jewish,C,58.812800004217415,A,E,-27.2792109425905,1
Yes,51-65,African American,Other,D,-17.13440565897983,D,D,248.4820298151108,1
Veteran,18-25,Asian,Buddhist,A,-28.751417427850452,A,A,-105.93591372889739,0
Non-Veteran,51-65,Black,Buddhist,A,18.63093589063235,A,D,-9.352843179521773,0
Non-Veteran,36-50,White,Other,B,3.8677679621187746,C,A,-36.79161579562509,0
Non-Veteran,26-35,Other,None,D,130.77725769606772,D,D,-149.13069834821616,0
Yes,65+,Black,Muslim,A,-57.64615816980137,A,A,18.95079849268403,0
No,26-35,Other,Muslim,B,-49.225596974805,C,E,180.94824618481053,0
No,18-25,Hispanic,Buddhist,E,-74.32563045237043,E,D,-192.25589196129278,1
No,26-35,Black,Buddhist,C,32.341704941217486,B,C,-66.47431486334906,0
No,65+,Other,Christian,A,71.76327781237224,C,A,3.7759610379713813,0
No,36-50,White,Buddhist,A,168.4926200631844,E,C,-10.212693531205858,0
Veteran,65+,White,Other,A,14.511782633479742,A,E,-75.27010643514498,1
Non-Veteran,65+,Black,Jewish,D,119.94951249182459,B,A,-54.42192673077281,0
Yes,65+,Other,Christian,D,68.33038871888249,D,D,109.52995399417793,0
No,26-35,Other,Buddhist,C,-64.51761355309021,B,C,148.28744205210845,0
Non-Veteran,65+,African American,Hindu,C,-22.792446320095085,A,C,-197.86582052618732,1
No,26-35,White,Jewish,A,-339.6734247802299,C,C,-184.04938703273803,1
No,18-25,Hispanic,Christian,A,-8.529232134365069,E,E,-47.14128112125045,0
No,26-35,Asian,None,B,10.561022101421282,C,C,82.11178360365304,0
Yes,51-65,African American,Other,E,-118.21356575289332,A,E,-12.633592877476307,0
Non-Veteran,36-50,Other,None,A,47.53995854824502,D,E,90.17891085119993,1
No,18-25,White,None,C,234.5170746833263,D,E,86.63615246214628,1
Yes,65+,Asian,Christian,C,-11.977455006373134,D,D,4.394239338147365,0
Non-Veteran,26-35,White,Buddhist,A,116.82647090794644,A,D,60.00737114214627,1
Yes,18-25,Black,Jewish,D,21.71324565719977,E,A,7.3693728678343815,1
Non-Veteran,65+,Other,Jewish,D,-186.6223017377979,E,A,36.80047083028521,0
No,36-50,Hispanic,Buddhist,C,-95.61665620237112,B,C,40.475068530601845,1
Non-Veteran,26-35,African American,None,C,40.931271157203774,A,C,40.372665544761674,0
Non-Veteran,18-25,White,None,B,-164.98985013642664,E,D,13.177496107635584,0
No,36-50,White,Hindu,C,148.08782844177807,C,E,-26.697307774630453,0
No,65+,Black,Jewish,D,62.071106834746814,E,C,56.57336058001113,0
Yes,36-50,Hispanic,Christian,D,28.33208913016625,D,E,44.1258984348127,0
No,51-65,Black,None,C,28.988202453105067,B,D,-18.697810972088035,1
No,51-65,Black,None,C,-87.74307346342557,D,A,-177.02522245823332,1
Non-Veteran,65+,White,Jewish,B,-27.38245072662578,A,E,101.79599438574718,1
Non-Veteran,36-50,White,Hindu,B,-77.83741791943713,C,A,175.7444850854761,1
Non-Veteran,51-65,Hispanic,None,C,-4.217018076411077,C,D,39.303850720591434,1
Non-Veteran,36-50,Black,Muslim,B,62.251650103051624,A,B,-194.91619918299799,0
Non-Veteran,36-50,White,Buddhist,E,70.68140293208893,B,A,-83.3227089422817,1
Veteran,18-25,White,Muslim,B,110.82901724560628,A,D,85.24046164458443,0
Yes,36-50,Asian,Jewish,E,-77.86660259941166,D,B,58.78425492720238,0
Yes,26-35,Other,Christian,A,41.452634377541806,E,D,80.4812252414089,0
Veteran,65+,Black,Jewish,A,-0.5297730390298241,D,B,0.5597928001338935,1
Yes,36-50,Other,Other,D,-69.89151565633394,B,D,58.17087028239866,0
Veteran,65+,African American,None,B,-55.174567080419344,C,C,-28.8636595569683,1
Veteran,65+,White,Hindu,B,-18.089535573468268,C,C,2.387165293381794,1
No,51-65,Asian,Christian,E,6.368018827215358,B,D,136.67772005676616,1
Yes,65+,Black,None,D,0.4311678984849433,C,C,-1.907338560621039,1
Veteran,51-65,African American,Christian,B,121.04596160952126,D,E,-167.33355582199715,1
Yes,51-65,White,None,B,-122.85480124105482,A,B,44.39757945909527,1
No,36-50,Asian,Christian,A,-30.607114481140535,E,B,2.9188990477609504,0
No,65+,Black,Hindu,E,-134.70655810860933,D,D,-76.72847580463967,0
Yes,18-25,Other,None,A,31.68844981021366,D,B,-63.70877438548097,1
Yes,36-50,African American,Buddhist,E,-118.76357796396466,A,E,3.591868902432112,0
Veteran,36-50,White,Buddhist,C,11.35496862622089,A,C,56.387402386624,1
Non-Veteran,26-35,Asian,Muslim,D,-64.99760000402519,C,D,-34.766322205625364,0
Yes,51-65,Other,None,E,227.82069275596513,D,B,18.05770203724537,0
Non-Veteran,51-65,Black,Buddhist,C,68.62265754070303,E,C,45.65469152780128,0
Veteran,26-35,Other,Hindu,B,171.57701054365998,A,E,183.3238403746513,1
No,36-50,White,None,A,31.36779229703202,A,E,47.03786426621983,0
Yes,18-25,White,Muslim,D,46.299570871830866,E,C,-49.321847395281075,0
Veteran,51-65,Asian,Hindu,A,-117.81500001457232,D,B,-153.10328766034317,1
No,26-35,White,Hindu,B,-78.47627985487058,B,A,-69.57602261037317,1
Yes,26-35,Black,Jewish,C,70.0218571115585,A,D,-47.0049424977675,1
Non-Veteran,51-65,Asian,Jewish,B,-52.45883958580312,E,B,-162.67264082991994,1
Non-Veteran,18-25,Black,Muslim,C,-121.93919113291143,A,B,50.81911101705558,1
No,36-50,Other,Muslim,D,-120.23238044506441,E,A,73.9233145385775,0
Non-Veteran,65+,White,Buddhist,E,47.342484382273945,D,D,-47.10300876580779,1
Yes,65+,Hispanic,Buddhist,A,112.39100632340961,C,B,-79.81673748754746,0
No,65+,White,Buddhist,C,89.19564280249097,C,C,-69.17930870509667,1
Non-Veteran,18-25,Asian,Muslim,A,-107.96062621892884,C,D,83.74888219730218,1
No,36-50,African American,Other,C,-25.936529231445597,B,C,-76.4144351897098,1
Yes,26-35,Asian,Muslim,A,38.51238700902303,A,D,115.50630509729037,0
Veteran,18-25,Other,Christian,E,-30.683752451572783,C,A,-230.79914368666138,1
No,65+,White,Other,E,4.79270250342665,D,C,97.85776539345395,1
No,51-65,White,Buddhist,A,-19.58391148306977,E,B,-90.02114751302122,0
Non-Veteran,26-35,Other,Jewish,E,3.2678499104823775,E,D,-65.73464285834874,0
No,65+,Other,Other,D,-20.580597760878355,C,D,75.0736824245251,1
Non-Veteran,65+,Hispanic,Muslim,A,-86.74248903825205,C,A,4.537427014588088,1
Yes,36-50,African American,Other,E,-13.553150754995055,A,A,173.33493977463797,0
Veteran,26-35,Black,Hindu,A,69.13418162223385,C,E,-18.703414629958598,1
No,65+,Asian,Buddhist,B,-154.4288398792197,D,B,37.786481036190466,1
Non-Veteran,36-50,White,None,C,-53.69607002067198,A,D,52.70620457879782,1
Yes,36-50,White,Christian,C,81.89266617531638,A,A,66.71304517683687,0
Yes,51-65,White,Muslim,A,-66.74036635966414,D,A,3.5648671249587633,1
Non-Veteran,51-65,White,Muslim,A,-12.621400592355089,C,A,18.18963175431076,0
Non-Veteran,18-25,Hispanic,Buddhist,D,29.324998426348202,C,E,59.33153950991057,1
No,18-25,White,Muslim,C,-162.90360184389934,C,E,-105.99923799456137,0
Veteran,51-65,Hispanic,Christian,B,-110.00579630546142,C,C,71.63092506830098,1
Non-Veteran,36-50,Hispanic,Jewish,D,-15.905137297717593,A,A,-6.759980741287502,0
Yes,26-35,Other,Muslim,B,-124.7254731840267,D,B,84.36149755000541,1
Veteran,18-25,Asian,Other,E,140.9380595043466,C,B,94.4055557516208,0
No,65+,Other,Jewish,E,32.91780950931844,B,E,-63.34249905381187,1
Yes,65+,Asian,Hindu,A,70.15909175628803,B,D,236.5430653480636,1
Veteran,51-65,Hispanic,None,C,-53.8729794732293,D,B,-147.93484319280614,1
Non-Veteran,18-25,African American,Hindu,C,116.8258264327865,B,D,171.97991069065316,0
Non-Veteran,51-65,Asian,Buddhist,B,-62.23313108546109,A,C,115.75192624208835,0
Non-Veteran,51-65,African American,None,E,-84.50193707842634,E,E,-92.73060441347732,0
Yes,36-50,African American,Muslim,B,4.183052114290989,A,E,-47.40387998378136,1
Yes,51-65,African American,Christian,B,32.161580294163876,A,E,-118.79706318437204,1
No,51-65,Black,Muslim,B,-115.53396089261796,E,A,-94.12070755225692,0
Yes,51-65,Hispanic,None,E,94.79275726714336,A,B,-159.34224918867395,1
Yes,26-35,Hispanic,Buddhist,D,-140.0716885302478,C,C,-178.4256053483291,0
No,36-50,Other,Buddhist,D,96.19499968651216,B,B,90.56932747428267,0
No,51-65,African American,None,B,14.917656534322004,E,A,129.73413290277549,1
Veteran,51-65,Black,Christian,B,-72.32669951313103,C,B,33.11717698008278,1
Yes,36-50,Hispanic,Christian,B,-227.50473717593414,E,B,-47.50754576803487,0
Non-Veteran,18-25,Other,Hindu,D,134.3692171938596,C,D,-53.20192890818224,0
No,51-65,Other,Muslim,D,81.31853027868357,D,C,-128.7006690170897,0
Veteran,18-25,Black,None,A,94.89010308242297,A,D,-62.09680897194952,0
Yes,26-35,African American,Other,C,-167.78734206487496,A,C,117.64401285478377,0
Non-Veteran,65+,African American,Buddhist,C,-76.43496484026309,D,B,-182.37794774177493,1
Veteran,18-25,Other,Other,E,-14.157575123781186,B,B,-26.515169147964173,0
No,65+,African American,Christian,C,28.60948481848022,E,D,-21.451213652807176,0
Yes,36-50,Other,Hindu,A,82.00227407355545,D,E,-5.163899032574136,1
Non-Veteran,26-35,African American,Muslim,B,-102.24339603660061,C,C,121.75557238338939,0
No,36-50,White,Buddhist,E,117.43046586104491,D,A,-8.963389046258323,0
Veteran,26-35,African American,Other,E,-133.6602653146836,D,A,-42.986720091015336,0
Yes,36-50,African American,Muslim,B,100.53599269667883,E,B,-1.417898372833568e-05,1
Yes,36-50,Other,Buddhist,B,106.08296704229711,E,A,-158.6462058969802,0
Veteran,65+,Other,Hindu,D,-144.2031326730947,A,E,-111.97861385708268,1
Non-Veteran,26-35,White,Hindu,B,-23.888150549950943,E,C,0.738098654671291,1
Non-Veteran,51-65,African American,Jewish,D,51.11280113987632,A,D,22.696473322549565,1
Yes,18-25,Asian,Buddhist,B,-23.6787532665588,A,D,21.31442304741043,0
Yes,26-35,Black,Jewish,A,-102.76542892057773,E,A,205.86831073675063,1
Veteran,51-65,African American,Christian,E,-51.114286340462264,D,C,35.425022612812555,0
Veteran,26-35,Asian,Muslim,E,24.022979592556293,E,D,26.35248189510807,0
No,36-50,White,Muslim,B,-35.75190697238425,E,A,223.34177044001896,0
Non-Veteran,18-25,Other,None,D,75.1280878171801,A,D,119.4874030538152,0
Veteran,65+,Black,Christian,D,133.57766663114333,C,C,136.7661726592085,0
Veteran,36-50,Other,None,A,113.47545944387787,B,C,32.823306348182044,1
Non-Veteran,51-65,White,None,E,76.32445862108715,E,C,124.40086461177289,0
Yes,51-65,Black,Christian,C,74.08716489632758,B,C,-55.38115503986475,1
No,18-25,White,Jewish,A,146.2818465815122,A,B,-78.74183841652189,0
No,51-65,Hispanic,Buddhist,D,-48.314682961666044,B,C,24.04356341017253,0
No,51-65,Other,Jewish,E,-42.868149419336966,C,A,108.69842853838914,0
Yes,26-35,Hispanic,Muslim,A,150.91236193338088,D,E,-19.436083817013124,1
No,51-65,African American,Jewish,A,104.72892399381122,E,B,76.39719532069532,0
Yes,51-65,White,Buddhist,E,61.225053215272716,B,D,-2.6678068375863395,0
Non-Veteran,18-25,Hispanic,Christian,C,27.536049038102874,A,E,-62.9282998757628,1
Veteran,18-25,White,Christian,B,75.61897858405572,E,A,-17.092181309438562,1
Non-Veteran,51-65,Asian,Muslim,A,-74.0651100408169,A,A,-5.400044197576488,1
Yes,51-65,Other,Other,D,60.872987951374434,C,A,63.19259327149648,1
Yes,26-35,Other,Buddhist,E,68.15963668387738,D,B,108.11507363703095,0
Non-Veteran,65+,African American,Jewish,E,-75.74255381807275,B,B,-41.977754306002886,1
No,65+,Black,None,C,-73.23547766249841,B,D,-105.38531123909607,0
Non-Veteran,36-50,Black,Muslim,E,-63.75918349228018,B,E,-88.80750912377378,1
Yes,65+,White,Muslim,E,170.41274606949736,E,D,28.778086441953953,0
