genero,AGE,sexuality,handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
M,63,Heterosexual,Physical,86.32897083972829,B,C,59.10438347136332,-153.36411782153385,B,-66.58484180794908,C,C,129.5615508666738,C,1
Female,65,Homosexual,Yes,53.49662015738732,C,D,-151.87134271474824,-44.91599834295826,B,132.87169148345407,E,E,10.815577416295861,E,1
F,82,Heterosexual,Mental,-69.81245676252293,E,D,-81.07917937236992,130.7248003091616,B,97.7948890767332,E,E,155.12568901675868,D,0
Other,41,Heterosexual,None,60.44680813363118,C,C,41.574332562537776,14.134350021413425,E,85.99835077279123,E,B,-82.8357942767018,A,0
Non-binary,34,Homosexual,No,20.746630248542,B,D,-112.8789152845136,25.961443900890796,A,10.951201367967176,A,A,152.44841372184555,C,0
Other,65,Heterosexual,Mental,22.059997135067317,A,D,-41.15044638389123,-40.80928855145346,A,106.36523731042655,E,E,-98.10018312566233,A,1
Male,96,Bisexual,Both,-208.5474725882587,E,B,37.4016478799942,26.060582649176116,E,90.42963347412474,E,B,-96.78636475449629,B,0
Other,97,Heterosexual,No,89.67747334707255,B,D,-190.21437827892944,97.62477190116383,C,51.93040734613772,A,A,98.76480921489265,A,1
Male,67,Bisexual,Yes,128.21063698293995,B,D,-176.17253793307688,-84.35949110359378,A,13.611796372285223,C,C,-60.3497549438637,B,1
F,70,Other,No,65.41070661805189,A,B,-202.32522186036505,-2.4294730450860347,A,74.30102702070208,A,B,68.55900190414609,E,1
M,51,Heterosexual,Both,2.589813387900923,E,A,140.62707089682212,5.350406521151688,B,65.02626599882407,B,D,8.093379136695592,B,1
M,75,Bisexual,Mental,39.81023526666175,E,A,-59.08330570093329,80.7878863424541,B,25.66857907710695,E,E,-52.70827006593785,E,1
Other,58,Other,None,9.457834265289298,E,B,-4.1089905592579985,-46.96286001029656,A,82.81002639557683,E,E,9.242679241798815,E,1
M,61,Bisexual,Yes,27.162901607389333,C,D,-64.89439427709907,75.58519866978438,C,-67.12035223246922,E,E,-147.52686198745099,C,0
Non-binary,43,Other,No,-53.27537563212057,A,C,-50.64389324366143,-128.95908544195117,A,-61.66362108009703,A,E,-110.05741715739887,C,0
Female,71,Other,None,-34.813614673983295,D,C,4.265147581005917,-79.8055679090878,D,172.44081059166837,D,B,-18.217864155441738,D,1
Female,77,Bisexual,Yes,41.217464939228684,D,B,71.58122488327312,-107.50047174483346,A,-23.59278689876543,B,B,-174.7313300397147,A,1
F,84,Heterosexual,Physical,-35.935200256551994,D,C,58.01846285679003,-139.33343923583274,E,0.9271880563314728,D,A,-47.04448368445643,C,0
F,96,Homosexual,Mental,-80.75919085822368,D,A,-46.94086899987374,-78.97626485311407,A,93.64720369777633,D,D,-77.09631927168526,E,0
M,57,Heterosexual,None,17.961347802661525,E,A,96.82910660363709,-301.6371429150973,D,111.73919701129962,D,B,79.54049702921253,E,1
Female,19,Heterosexual,None,-61.633730571390124,D,C,69.85145395945574,15.478046197871528,B,-29.993122853251634,C,A,-42.48486729571904,D,0
Male,85,Heterosexual,Both,-104.5731000515334,B,B,49.62760597797789,-47.45450668696911,C,-51.23040849543863,C,C,38.218897539755545,D,0
M,43,Bisexual,Mental,-131.70581260070608,C,E,-33.27384389869251,-157.61693546764016,E,105.74154593483294,A,B,121.58083441752167,E,1
Female,55,Heterosexual,Physical,-155.5930100078689,B,D,77.00044407666265,199.38191150955967,A,-68.12638942100055,B,A,-308.8481398905299,E,0
Other,98,Heterosexual,Mental,9.855669346529492,C,C,-11.924127033320993,-76.49359548029653,B,-14.882212019163804,D,E,-129.20987559708647,E,0
Male,89,Bisexual,Both,0.0308859591544193,C,B,55.23222903649998,70.30096169001628,D,35.44679377220839,D,B,-44.76258056452099,C,0
F,56,Heterosexual,None,38.5058529326191,C,A,-208.69761291034857,187.76551281700392,D,63.759596742647254,B,E,-78.22521030843401,A,1
F,94,Homosexual,Yes,108.1877359410433,C,C,2.9099287540747545,86.68504194053514,E,229.05838092687313,D,B,-73.8442589617183,C,0
F,57,Heterosexual,None,7.372603459402094,C,E,-2.277193984446966,8.634953871978949,A,4.46006147016568,E,A,-61.96022615535502,B,1
F,27,Bisexual,Both,5.899352214711611,D,C,-119.06561711532466,-78.49444486337798,C,-33.60192524695624,E,A,-118.6322462691404,A,1
Other,72,Other,Yes,35.82539729003207,B,B,113.43642306682511,37.42127233576089,B,71.00006913455736,C,B,-65.72960767174668,B,1
F,33,Homosexual,Yes,-181.44160610314134,B,B,3.8938300637552783,-199.89628790146466,D,-84.16438539894747,E,A,74.86910267082365,D,0
Other,24,Heterosexual,No,85.37108235714808,C,A,44.528484527728324,34.555141187152856,B,82.63236585808147,D,C,-45.73965042559211,E,1
Female,77,Bisexual,Both,-177.31708732422692,B,D,-13.431600300202293,109.28517115785756,B,-166.12739909572565,D,B,-8.349009937206915,D,1
Male,57,Heterosexual,Both,-76.48542204813558,A,E,12.453642747335149,-52.626364427567495,C,-134.92347711519326,E,D,-124.86647026916324,C,0
Non-binary,88,Bisexual,Physical,73.66933712302136,A,C,-132.38275465552653,-154.475451981021,C,-218.71205572051676,B,C,-123.59920562083282,D,0
Male,99,Bisexual,None,-28.05132057167598,D,D,239.60861545711697,-129.7289805710191,A,65.92462873937023,A,A,160.90124168331712,D,0
Non-binary,34,Other,Both,-54.820026573681105,C,D,120.88150202208328,74.31466401570907,E,-4.3569927859889095,A,B,65.42898814336026,A,1
Male,28,Other,Both,44.37081615071013,C,B,-47.65156823368713,9.253825783338025,C,67.32506252602414,E,A,15.649757236603351,A,0
F,65,Homosexual,Physical,136.3586966541749,E,D,156.31200618448594,98.37061954978539,B,-35.92383963576003,B,E,-129.32783167495015,C,1
Male,77,Other,Both,159.68883198750947,D,C,-110.21245180367829,-48.36162622818963,D,11.792901827886498,A,B,-149.2918698365824,B,0
Male,69,Heterosexual,Mental,-80.47589318156722,C,C,152.36139123665865,0.9845115554444173,D,35.74652924197263,C,D,26.182233169033136,E,1
Male,44,Homosexual,No,-84.68727378386522,C,C,-43.65178522579895,-26.910835017245244,C,-178.35833445637888,E,D,-25.643760958562034,C,1
M,84,Heterosexual,Mental,103.77683551447106,E,A,0.6791127449088653,-20.535447638553798,E,-65.69848687379653,C,E,-101.72516361521906,B,1
Female,34,Other,None,69.48096701224031,C,B,95.48102888457812,-78.17097640982263,D,-40.202223867246936,D,E,70.98171669306109,A,0
F,52,Bisexual,No,6.0769118320688245,E,E,73.4108157515746,105.8779123652887,E,-140.39630678795308,C,A,-70.02923379793413,D,1
F,42,Bisexual,Physical,169.50317820188457,A,A,-41.76513868015941,164.9848992269369,E,-11.977140073648233,B,B,-43.970033598160484,D,1
Non-binary,23,Heterosexual,Physical,-170.8237065621067,E,B,135.58486727690342,-55.712221506484426,B,172.40052849409565,A,D,2.659865545664881,B,1
M,56,Homosexual,No,209.5615811964446,A,B,-19.576272987419728,-68.55205901550887,A,35.99097073273103,A,A,98.93519890454255,E,0
Other,94,Heterosexual,None,16.08306039909059,C,A,86.17623619042534,-201.4628904364289,C,98.46954733298138,B,E,70.77359765825774,B,0
Male,34,Heterosexual,None,70.00261536308258,A,A,-107.46331127270987,-53.701464642679355,A,349.2685991881744,D,E,-53.574090558466125,C,1
Other,26,Heterosexual,Both,45.60720452754213,E,B,-147.7147815845165,-54.87042801147919,E,123.14834753356352,D,B,38.84733615630379,B,0
Male,45,Bisexual,Both,38.34594667061052,A,D,110.02100488618758,-78.40944516813718,D,-178.08518431233855,B,A,-23.73771607537116,B,1
Other,86,Homosexual,Both,-55.142321535719866,E,B,-72.40200020879327,-114.67129217283605,B,168.45360153251556,B,C,-15.027561599151824,D,1
Female,85,Homosexual,Mental,100.87034361192867,C,D,-46.76857131855764,87.09216143691538,C,44.62075769598391,B,C,-90.82441595523505,A,0
F,43,Other,Mental,75.59806284318269,C,A,-73.19516653698754,-96.26336980423721,A,173.68247928199497,D,C,-24.955181569647962,C,0
Other,65,Other,None,-90.38760164308933,B,E,46.659933427397156,24.521275525110724,E,-29.00911259299687,E,E,113.44895159625572,B,1
Female,37,Bisexual,Mental,183.72231250907546,C,B,34.176232749380716,-168.1036299947784,C,-85.26329403235351,E,D,16.014947687297074,D,0
Female,62,Other,Both,60.160426262309976,A,E,-245.48916936273204,32.133987190821955,B,134.5936347867228,D,C,103.45779649998066,C,0
Non-binary,85,Homosexual,Physical,70.97136365008845,E,B,-17.837044191304958,-37.556443018401744,B,-14.460730995654721,D,D,125.5122122680828,E,0
Other,23,Bisexual,Physical,155.27466710524624,C,A,132.3310006899044,127.71085970462136,B,-47.67769983124352,B,D,-83.5900774002959,D,1
Female,56,Heterosexual,No,-111.67366928649518,E,D,129.59893579075361,-18.310351152873956,B,-64.72476076692288,B,D,5.505656504271253,B,0
Female,98,Heterosexual,None,27.219912100405626,B,E,137.27659936942362,7.556413210477143,B,-0.3743012319653025,D,A,92.14697017189997,B,1
Non-binary,37,Other,None,-97.81655502501502,D,C,185.55116960283385,112.72382754741912,C,135.97943844069366,B,C,-42.27928747935066,D,0
Female,42,Heterosexual,No,-199.17008283480675,B,D,51.743083098853106,0.12397993843725304,D,-46.526851876976444,A,C,4.279817258799763,E,0
Other,38,Homosexual,Physical,-22.22427380087429,D,B,-26.80124254745525,-130.5674333808599,A,55.9073685159804,D,A,104.12057391011868,D,0
Female,56,Bisexual,Physical,17.319094690691315,D,E,-202.24352730303048,44.24116994650946,A,146.7601016716145,A,B,27.716192371573072,B,1
Non-binary,62,Homosexual,None,-130.166373926907,A,C,61.424340340187875,100.48412457490524,E,-82.433240492579,E,D,-32.974420252773456,C,1
Other,74,Bisexual,Mental,22.828889665382015,A,D,162.74403203278075,88.16777250550606,D,100.02260351197971,D,B,-52.43333018654257,D,1
Female,18,Heterosexual,Yes,-0.6830122875538732,D,A,95.82910886439777,-6.734517130987687,C,-97.22876649189901,B,E,-48.6355004251231,C,1
M,50,Bisexual,Both,-49.5589960793807,B,C,73.74350175163525,-6.07933817266081,A,-128.43036091770423,C,B,-25.88528739434982,E,0
M,29,Other,Mental,13.892868253049542,B,E,-17.20390419057651,190.67808746931496,B,76.36489192957335,E,C,38.12171768791025,C,0
M,20,Heterosexual,No,19.540294406280864,A,D,-32.70749420756266,-102.16098771810212,B,34.01073642862165,B,B,-100.00374332176352,E,0
Non-binary,42,Homosexual,None,-36.415613656941616,C,A,35.674211921694166,-90.30354486901511,B,-79.3102537096469,A,E,-274.66697319358707,D,1
Non-binary,82,Heterosexual,Yes,2.099254175735898,C,D,-43.81625502947088,87.1287568007951,D,174.08764146217493,B,B,42.16669364285219,D,1
F,66,Other,None,104.72957829218936,B,E,-181.15792047790114,-40.76093334191916,A,95.92316457250995,E,C,-309.44856459164873,B,1
Non-binary,59,Other,Both,-160.27533720002924,A,B,92.42752242551543,110.83966392844906,E,79.97851311778084,E,D,-133.0615722676597,E,1
Female,35,Bisexual,Physical,39.649611998384295,B,A,176.6023012034505,-111.23466348913915,E,74.73426257078091,C,E,99.43058642678062,A,0
M,74,Heterosexual,No,-7.074535889252721,A,A,63.52758228466337,-93.42358687816484,D,108.47166873947683,A,B,-60.82656521249218,B,1
M,27,Bisexual,None,-79.74056893395897,A,A,-13.942529221365557,-131.2844717684863,D,37.072809288877394,A,E,5.67127090635499,E,1
Non-binary,54,Other,None,26.595460681255993,C,E,-30.732218237907066,35.90053754978014,B,-68.65584029057062,D,C,99.51738569393129,B,0
F,90,Bisexual,None,-70.9082013341556,A,D,-98.28049887918294,-67.69916469600724,E,32.13625042167809,E,D,49.28097980935219,B,1
Female,84,Other,Physical,-128.0705409210658,A,A,-2.9361857357908385,-2.5530922031552064,A,66.12250274522697,D,E,70.03031674904037,D,0
Female,90,Bisexual,None,-89.64050850993085,A,B,-115.26099728108889,-126.46899728671228,D,73.80610554851452,B,C,-69.40403797871755,C,0
Non-binary,41,Homosexual,Physical,133.74958335346085,A,A,-117.10348075278687,-290.99777109185794,E,-29.49567140136366,A,B,137.89424041054855,A,1
Non-binary,58,Heterosexual,None,-16.853283967839957,A,D,-42.30915874636031,64.38361375697521,E,-212.51977727982245,C,A,27.472293112575308,E,1
Non-binary,87,Bisexual,Both,129.6602745505271,D,D,-61.208488757305155,-177.8382428751081,C,-23.33176957796904,A,D,-39.67715952565462,E,0
Male,73,Homosexual,None,128.07039128669868,B,B,-17.30257390723081,-145.12623332164873,D,-10.63929708868701,D,B,47.770915954317594,A,0
Male,23,Bisexual,Mental,-37.47380064442118,D,E,-205.69524528779883,-1.4304250823085847,D,12.677457880679535,D,D,5.026391715644665,A,0
Other,92,Other,No,139.2715277648312,E,A,96.00062725780401,-29.90057840816721,A,-60.99150772165596,B,E,139.3249639247407,B,0
Female,51,Other,Both,28.66172777006225,A,B,-149.22559126423906,-72.56311028608843,B,-39.77086603806749,A,E,-120.65396757269068,A,0
Female,19,Other,Both,60.13353535992757,E,E,-76.69903631766695,48.49728832747559,C,-92.45272894362162,B,D,-188.14354892652054,A,1
Non-binary,26,Other,Mental,20.48151810834941,C,B,102.05869184085046,81.01893365483151,E,-56.872690601279515,B,C,-55.72791967444351,C,1
M,73,Other,Mental,-76.41566447811259,C,A,-58.06033237097136,-67.51836110606138,E,-43.2553382924521,E,C,-44.87676666071208,D,0
Non-binary,82,Heterosexual,Physical,124.85166339473481,E,C,10.144655111437393,124.19328034268315,C,-88.8516013213848,B,B,198.1569116690602,B,1
Male,65,Other,Physical,16.613724151634433,E,D,-45.2740731123255,-24.755073454357447,D,118.63209759455407,D,D,-20.681107071983973,E,1
M,25,Other,None,5.197659642777846,C,C,17.62555964622524,-102.12799362068645,C,54.15450093981177,C,C,30.995039881876142,E,0
Male,41,Other,Yes,-46.00277899858899,D,C,-180.66618974321852,-11.279382464989112,A,-134.15849892963732,D,A,-22.128630891205482,E,0
Female,54,Other,Mental,-111.47947125604534,E,B,55.85887920887964,-138.96773574939724,C,164.5102900193008,D,C,17.09614189782641,A,0
Female,90,Bisexual,Both,-179.20790993866663,D,C,145.87248339041017,-23.27922018669286,A,107.30903641057432,C,A,-35.04411391860643,D,0
Non-binary,55,Homosexual,No,75.96538186634046,C,C,82.47310250517471,140.24769993968184,B,74.12026243000388,A,D,-150.79533829284665,B,1
Other,34,Heterosexual,None,-112.58599685612167,A,E,-203.4743924260686,-12.560065085270706,B,299.5948868591884,C,A,-12.745743110337646,A,0
Male,37,Homosexual,Yes,-26.28321272088176,D,C,-45.88277069109245,-140.27626013120602,A,-19.74901632781619,D,E,-68.31045204836269,B,0
Male,91,Bisexual,Physical,28.05741197350623,D,B,-96.59173647100397,-132.41180555206665,B,-8.21503470967045,D,D,59.25732106560324,D,0
Non-binary,90,Bisexual,Yes,-122.7096600809147,C,B,-83.82664223818333,-117.12884994712806,B,-27.77185643633302,B,E,-74.79215284403004,D,1
Female,30,Other,No,-51.79095409672405,A,D,-156.33127399126226,-114.2671625173753,C,105.61782369410295,B,C,87.1618459064401,B,0
M,57,Bisexual,Yes,70.84049692737311,D,E,-71.07865488156564,-41.219146639043316,D,-89.18943139518692,B,B,40.80278605198637,A,1
Male,82,Heterosexual,None,54.20105153958262,A,D,24.516977672741074,-37.109844572521254,D,157.87247734795767,E,A,90.79670701444262,D,1
F,27,Homosexual,No,-88.06643672953963,D,C,-246.7253537831283,184.86495699740402,C,19.603310457528174,C,E,-44.0367582702092,B,0
M,65,Homosexual,No,4.963084375385175,E,B,-35.2797841651986,-123.15381415622575,B,-1.3284804728935606,C,C,-156.4411430538059,D,0
Female,58,Homosexual,Yes,-61.83841245234891,B,C,-133.0812747857183,-76.45569087798323,E,118.91265772863623,D,C,-40.36191846839251,A,0
Non-binary,42,Heterosexual,Mental,-176.9819411261798,E,D,85.86988527749921,-57.56310025519864,C,-284.73794656883626,C,E,-98.7307456429918,C,1
Female,85,Bisexual,No,52.98438189373954,B,D,30.094056604652053,-151.25064385492405,C,166.332596317321,D,E,-87.32662006513445,A,0
Other,25,Bisexual,Physical,-168.34432764542834,A,B,253.2731203695528,-17.659050645691803,A,-99.94017155787971,B,C,28.650056575883937,C,0
Other,70,Heterosexual,Both,22.431249564018856,E,B,-53.302855160332584,124.40416987639047,B,-38.66279245966132,D,C,71.5405855978136,C,0
Male,38,Other,None,54.081707948269155,B,C,-26.02413026703138,126.91093118918948,B,-4.891296974555658,D,E,90.92101002667613,A,1
Female,49,Bisexual,No,23.382956416717093,A,C,-166.9122639627778,-58.804722166432946,C,-29.422277116970434,E,E,-24.041990687690152,A,0
Other,69,Homosexual,None,-0.49171208678502903,E,A,89.30599930436144,-99.9154272169185,A,-98.36363590223317,A,C,134.82390874159364,C,1
Non-binary,82,Heterosexual,None,106.65131209903666,E,A,-24.705940539171753,141.28825614191896,B,43.45160975704555,E,C,-73.07905594857809,C,0
Female,37,Heterosexual,Physical,-22.81546984901088,D,D,-35.902834665791566,-55.16685855881659,C,-131.7343683638268,E,B,145.2373293723894,A,1
M,85,Other,Both,-23.203855323677836,E,A,117.42531916376511,-220.69729822650254,B,6.905703436717839,D,A,87.73083626014922,C,1
Male,79,Heterosexual,Physical,-9.911758824919946,C,C,43.33968885740905,153.80831489041145,E,-38.862346365860034,C,E,53.27395629265502,E,1
M,78,Bisexual,Yes,249.50249951533087,A,A,-175.80550000184155,101.55584156280923,C,-58.474494593015244,E,A,-76.63178795724775,B,0
Non-binary,89,Other,Mental,-3.35200436349843,B,A,-54.64052587573388,-150.4121597501287,A,-144.11177229400045,D,A,16.390675237047724,C,1
F,90,Homosexual,Mental,-115.26262035191594,A,C,27.440584069591534,115.07022232178983,D,20.65466076978864,E,A,-105.46930324403854,B,0
M,94,Other,Physical,57.62426343952387,D,C,117.66178481366119,8.582021261951727,B,-90.73987261045566,E,C,-205.70358760775883,D,0
M,72,Bisexual,No,-56.80306452346836,B,E,-44.414542540417045,-104.99574413067887,C,-86.1654824025413,B,E,-6.239373193739013,D,1
F,58,Bisexual,Mental,57.281514452393225,C,B,32.89150726304852,118.38527237679783,D,263.22351602607387,D,C,48.4284927368538,E,0
M,57,Heterosexual,No,129.62151659054578,B,D,-209.1193697954544,-61.528081413958624,A,-118.94776603409467,A,E,-61.17961638315841,E,1
Non-binary,79,Homosexual,No,93.51057328119234,D,C,-136.30821761595138,62.735370663896525,E,97.89518308985697,D,B,-35.41313129935426,E,1
Other,21,Homosexual,None,-11.099199993159353,E,C,-30.884467230371303,58.966114766952685,C,29.890298080569117,A,E,123.07406329155219,E,1
F,92,Other,Both,-57.36626534876429,D,D,58.57801018468728,76.3572404989239,C,-63.579490411293115,E,E,258.377980792731,D,1
Female,80,Bisexual,No,-95.39362106322903,E,B,113.94905263355288,-128.06471490521307,B,17.681468602793533,B,A,-120.25801869389305,C,0
Male,83,Homosexual,None,-30.516337533610788,B,D,60.27749556847834,39.51262679008094,D,-76.13522073665155,E,E,-19.434955090836283,B,1
Non-binary,68,Homosexual,Physical,21.006172129129112,C,A,40.55209392431954,-133.8867041424332,E,-1.1101576142377878,B,B,7.813501195851871,A,1
Male,68,Other,Yes,81.45840368494729,A,D,-127.67096221232343,73.16722309488264,C,-202.55331141345368,A,E,-38.61473958056095,D,0
Non-binary,41,Heterosexual,No,-19.650537618524417,A,B,-1.4299435766604454,16.96805769655611,E,3.156957050907414,C,C,14.011044210608842,D,0
Male,20,Heterosexual,Both,-28.553235688151723,E,E,60.21244258154557,-58.64100053824986,B,-192.33600309885298,D,C,168.41582607686252,D,0
Male,58,Homosexual,No,-52.28412038924224,B,B,-75.81259827883909,-58.87611164696174,E,-118.7872996330672,A,A,65.62153482149111,E,1
Other,55,Bisexual,No,118.30800785010811,B,A,-167.38684114209852,115.21563777912378,D,-103.75659288526555,B,B,-145.89333318919623,C,0
Female,22,Homosexual,Mental,-62.59891298190519,E,B,-36.717246137706624,34.92319510177979,A,-16.593255116884865,A,B,28.70050615419057,E,0
Non-binary,63,Bisexual,Mental,69.27998489312334,A,E,27.092919743984183,154.15834693521583,C,-65.30862372945194,C,C,-57.57200190823,B,1
Male,74,Heterosexual,Mental,-146.3294247819274,C,A,-46.66823277158378,34.93886340427991,C,11.450358603591981,B,A,10.55736653926141,B,0
