disabled,country,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Physical,Germany,Bisexual,B,B,E,-18.964454095873652,-58.92936701087152,C,A,B,B,A,-131.47145193704472,66.75040674692184,33.66712179565346,C,1
Yes,Other,Heterosexual,A,A,C,29.291608092140574,68.52483585459791,A,B,E,D,E,57.41986659193869,-30.850376794819752,57.51263191455376,C,0
None,Germany,Other,E,E,C,11.681291918334042,127.79985696335015,D,C,A,D,E,169.1650637635828,-94.34233799257169,113.01883095738667,B,0
Yes,Mexico,Other,C,B,B,68.28831167725411,90.42744303661816,D,D,B,E,C,12.615354173668585,57.68598382648672,-110.12609728316971,B,0
Both,Germany,Heterosexual,D,B,E,-162.81321899335504,42.863460529011,A,E,B,B,A,63.677351247666266,35.6543132836889,-44.13944941714251,C,1
Mental,China,Other,D,D,A,62.76552767509664,-145.58106378042567,A,C,C,C,A,-45.303108485731684,-80.21458988469402,88.37767059369604,D,0
Mental,UK,Homosexual,B,A,A,87.08753149198284,-6.474295324169965,E,B,A,B,D,14.351005430123909,-14.410154840286724,37.13094392599079,C,0
No,Brazil,Homosexual,D,D,C,-69.51405623346481,-213.7359932406302,E,D,C,B,D,-37.61976405038298,-209.26012363788152,1.75287903722532,B,1
Yes,Germany,Heterosexual,C,B,A,-92.7518809856926,-80.61623379430948,A,D,C,E,B,227.78440364578586,-98.11304830020848,-168.06073870232075,B,1
Both,UK,Other,A,B,B,-56.47821122959441,-140.56339262147884,D,B,D,D,D,60.205393927365314,53.14786506014505,162.77653872426689,B,0
None,UK,Bisexual,B,B,C,40.515285043836066,-22.390327474219376,B,B,D,E,D,19.643057590878023,8.478812956892634,-145.87326765092584,A,0
None,Mexico,Bisexual,B,E,D,50.767539243519785,4.301457517611077,E,B,A,B,C,187.86725934043307,-154.22184104192783,74.78729985220353,E,1
Yes,India,Homosexual,E,C,D,-87.62682034279037,-30.067555226388514,C,D,B,D,A,202.67552088375677,202.2963782126144,-115.90244310923326,D,1
None,India,Bisexual,D,D,A,-123.1304556467583,10.815356326203876,C,C,B,E,B,-137.77917712469167,-20.491599887510567,-7.18908178354676,A,1
Mental,India,Homosexual,C,D,C,-18.96087134451739,-70.92810535531504,D,A,E,C,B,-1.0768059271904664,-62.30589904799218,-5.025914401819227,B,1
Yes,UK,Homosexual,C,A,C,-101.59166757848843,-31.81612372739893,C,A,A,B,C,0.25038476744073707,-134.71246547060534,-5.238422882784246,A,1
None,US,Homosexual,C,C,D,113.78156076990751,-278.731768726372,A,B,A,B,B,48.35072621818545,30.93424500832062,-20.780540487956365,C,1
Physical,India,Bisexual,C,C,A,-0.7165469870870647,83.88546440763531,A,B,E,A,B,-131.61665864126326,-61.89612315480101,96.51907811254988,A,1
Both,UK,Bisexual,C,D,C,-79.52362854081963,66.87066044382719,D,E,C,C,A,60.102887682070474,-164.68454028636108,-107.07320448371837,D,0
Physical,US,Other,D,D,D,47.624047765895554,62.19227835965256,C,B,B,B,C,101.03398927942526,2.5146194493021414,2.245153863175952,B,0
Both,India,Other,A,A,E,-112.07528092230766,86.92856129539561,A,E,A,E,A,55.92695617780573,-75.56305363504222,13.75302945840865,C,0
Yes,Brazil,Heterosexual,D,B,A,76.09775381604081,234.33685052473757,A,B,D,C,E,-61.83054811373747,120.3409087967761,-68.31914791363911,D,0
Yes,China,Heterosexual,C,D,A,-34.53027548996805,-11.033602364869324,D,A,D,B,B,115.01182713597532,6.600291969871937,31.657166641258254,C,1
Both,Brazil,Heterosexual,B,D,A,-29.095981946771264,-1.7417520671705777,B,C,B,B,B,-42.38257226606415,26.280961886924807,163.73978886618593,A,1
Both,UK,Heterosexual,C,A,D,-53.531747261476404,4.788098014196493,C,D,B,E,D,-277.41940791551804,-206.37437788922705,-25.118618356260374,E,1
Both,China,Homosexual,E,B,A,22.771672651904126,20.62810966551927,C,D,C,E,B,178.01907994285398,-77.71062683529713,-9.790492012035653,C,1
Mental,China,Homosexual,A,A,C,92.98224997945614,80.82143163406072,E,C,C,A,A,-54.091788037789875,-18.9758800698479,-77.88736990723767,D,1
Both,UK,Heterosexual,E,C,C,46.3494824185177,8.354151239623206,D,A,D,C,D,66.01710588701486,44.13668572315209,0.1991443577363307,C,0
Both,Germany,Bisexual,D,E,D,-100.56017074774167,89.47341016775192,B,E,E,C,E,-87.48282679947675,-50.22640350771555,-26.139802400272842,C,0
Both,Germany,Other,A,D,C,20.171669851391417,-110.900041398334,D,D,A,B,C,22.82716405524874,88.40298264597173,-129.21369043037413,C,0
Physical,China,Heterosexual,A,C,B,130.71587421551186,99.11917595025116,C,A,B,A,C,8.624247187910012,-44.27721913895332,7.974416731502242,A,1
Yes,India,Homosexual,E,B,D,79.10581442159062,-25.1222865058701,A,E,A,D,C,83.52523303098052,-64.36853415607027,48.463241653830245,B,1
Both,India,Heterosexual,E,A,D,-40.474671628867505,127.83847340853953,B,B,E,D,B,70.71863404705105,37.16500236176915,3.524625423198509,A,0
Physical,US,Heterosexual,B,C,E,-32.58148775793148,-147.82510745039377,D,D,C,A,A,-60.538672185446075,-101.54695572835577,41.94693285314415,C,0
Mental,Brazil,Heterosexual,C,E,A,98.90065061864125,-179.64417601281949,E,A,A,D,B,206.01340681123793,5.474632084723419,59.351263332648784,E,1
Physical,Germany,Bisexual,B,A,D,-143.45575156751713,-12.267126119454408,D,A,A,D,D,253.25539434047943,-16.992998707253797,187.19758767410625,E,0
None,Germany,Heterosexual,E,D,C,-25.280756224314143,-116.07374398600632,E,B,D,E,A,48.60666163368238,170.1367024289649,20.79141940737718,E,1
Both,Other,Homosexual,C,C,B,44.36292489163096,-44.391407944479425,A,A,B,D,A,-64.17178405758227,49.53177533434959,-47.89695094594257,C,0
Both,Mexico,Other,C,C,A,20.783369294404096,204.28475885997779,E,C,E,B,C,65.68590149017105,-37.735166879026686,17.843403768702856,B,1
Both,US,Homosexual,B,E,D,-34.35613051883392,48.78044224725872,A,E,C,B,D,48.511291355705936,106.2553693666271,41.29032605675251,C,0
Yes,China,Heterosexual,B,D,E,-43.97939208240561,-223.12512699913896,B,A,D,C,A,-80.32375757870813,57.70566362552886,-26.05823946957201,B,0
Both,Mexico,Heterosexual,E,C,A,-132.0548193142778,167.5994637078722,E,C,B,B,C,31.867067613502982,63.39816080112328,-64.7170690703668,B,1
Yes,Other,Homosexual,E,A,A,55.06867094722209,23.77222335406683,D,C,B,E,B,153.69587629198028,65.14831557151174,162.0933195500334,B,1
Yes,India,Bisexual,C,E,B,-178.71484026322156,127.82189150077292,C,D,A,C,B,96.3282515193438,-42.97405850070473,91.94693268388232,E,1
No,China,Other,A,E,B,-70.760248096583,-3.7880196435177074,E,E,E,C,A,-84.71063970502088,-7.225455559897452,34.24371430439784,C,1
Physical,Other,Other,B,E,D,-40.34179082679138,-106.13087753140513,B,E,D,A,A,79.67844617761767,106.75273952100906,-169.82697787923732,E,0
Yes,Other,Heterosexual,D,C,E,122.20301861380088,-6.100618283363144,E,E,D,E,E,51.24922739863415,-10.821045247324617,73.11963561585144,E,1
Both,China,Bisexual,C,D,C,36.77855771703602,-43.050935091881904,C,B,A,C,A,150.03245378220134,73.72549596756693,-73.90117879750441,C,1
Yes,US,Homosexual,A,C,D,237.93088079487376,-140.9777466763021,B,E,E,B,B,52.61824402762459,-118.67019991382466,-23.664824787401823,D,1
Mental,US,Homosexual,D,C,E,63.24957408153129,140.14755065660196,E,D,D,A,A,-115.53904554220968,-133.05030312247112,32.51237819146923,A,0
Both,Mexico,Heterosexual,E,B,A,-87.44240452792614,93.9534051507111,A,B,E,C,C,77.67454063871399,45.93685574755468,-7.600926701715181,E,0
Physical,Brazil,Bisexual,A,B,B,40.59423140853371,-106.06533150686785,E,E,A,B,A,25.967652140389713,59.98509260349281,-33.220631799671786,C,1
Mental,Brazil,Other,A,E,E,70.62070207548936,-152.5501673313269,D,E,D,C,D,85.97306097298957,22.245846338712717,1.0505608984421217,A,0
None,Brazil,Heterosexual,C,A,B,-102.85362459350034,13.348809236240031,B,A,C,B,E,18.256234802453143,135.02511739667835,-104.01796047135332,E,1
None,Other,Bisexual,E,C,B,38.11541290583219,31.63515154102693,E,E,D,C,E,231.66343371913015,-192.8486406680178,-129.62574125207803,D,1
None,China,Homosexual,B,C,E,-10.691401467595535,103.56321782587025,A,B,B,B,A,-118.37797787320316,122.53520979648354,-66.66510684376685,D,1
Mental,US,Other,C,A,D,292.15537676898947,-187.20206792177208,E,A,D,D,C,-50.74630002606979,-106.97218392622219,-108.20374888617957,B,0
Mental,China,Heterosexual,C,C,E,143.96001115095615,-51.06346233917368,D,E,E,A,C,86.73828381428203,-73.9217861242827,6.2606332543395276,A,0
None,Brazil,Bisexual,B,E,A,-26.290820973582886,-97.94161169597643,C,B,D,E,B,104.92336690721599,-50.72261753939574,158.86793593363262,E,1
None,Germany,Bisexual,E,D,A,14.083294342587887,107.45864952250774,B,B,C,D,D,-65.73477946668356,-103.46560305117319,120.59586445077524,E,1
None,China,Bisexual,E,D,E,-31.735578706144317,-178.1676198191538,E,C,A,B,C,58.83719094726161,188.2480354089688,-173.08991711719838,A,0
No,Germany,Homosexual,B,C,D,10.331065548122538,-15.441373011927482,A,B,C,D,C,-3.9131751366275287,45.42090961501747,-166.83781027484528,B,0
None,Germany,Other,B,B,A,91.45284454131645,-52.14232243458442,C,E,A,A,D,241.81068883013612,13.773503647897822,4.752605468452225,C,0
Both,Brazil,Homosexual,D,B,E,63.96687258532236,-50.98622051675061,C,B,B,E,B,68.35272481428451,-8.43017382306762,-60.42157727495936,D,0
Physical,Mexico,Homosexual,E,B,C,-64.25419128373045,-109.26136054664235,C,C,D,D,C,59.07057192099603,217.1907215874291,10.924361340585998,C,0
Yes,Brazil,Heterosexual,B,C,C,71.28411777561408,51.31303732929317,B,E,B,C,D,68.88468557432958,112.1974051516782,-67.94224889572459,B,1
None,US,Bisexual,D,A,B,104.1462918199235,-16.12195799666771,B,B,E,B,E,39.48409959114881,-44.76779634962204,48.59621632918637,A,1
Physical,Germany,Other,A,C,B,-96.2632760649125,-130.2148439769656,A,B,D,B,B,82.7683146390558,-201.85127512250594,70.84178662238291,E,0
Physical,US,Homosexual,C,B,C,-10.695847442717758,45.057822222257386,C,C,C,A,A,-120.06360781045957,29.97104556819698,16.946657486524085,A,1
None,India,Heterosexual,A,C,D,-37.04645612538561,-49.4684189117022,D,C,A,B,C,19.06300227707366,20.010281355387203,5.604541921678696,D,1
No,Mexico,Heterosexual,E,B,C,-141.13680874987625,-47.667334236374465,A,E,E,B,A,-44.533386507211,128.92522434399731,-53.31694049081541,A,1
None,Mexico,Bisexual,E,B,D,-5.983525021445727,-36.16184489224448,D,A,A,D,D,-121.0575529203475,-148.7777601185185,-59.58172621698671,A,1
None,Other,Heterosexual,B,A,E,70.29702662994478,13.170259265707038,A,E,B,B,D,108.22646621635144,54.87008485668656,23.32302034529502,C,0
Both,UK,Homosexual,D,A,B,-19.601945788963977,181.5847821030769,E,D,B,D,A,42.6700768464168,-86.36682948518295,-29.59614251072753,E,1
Mental,China,Bisexual,B,A,E,15.720747872335489,15.185311845685312,A,D,A,A,B,64.16644485983696,-34.29702002073415,-147.47513761222325,D,1
Mental,US,Bisexual,C,D,A,-40.854152668219584,15.279218050320448,C,D,E,C,D,33.08902624520555,-50.24194307800084,-208.06991923079642,B,0
None,India,Bisexual,D,E,A,37.403268643447305,-21.25677870268501,B,A,E,E,A,59.44138960925791,-211.25229347373073,70.91992625740767,D,1
No,Brazil,Homosexual,C,C,A,-47.892027913860815,231.63465694404857,D,E,D,B,A,93.6228115807955,10.49196230760463,182.60561817623034,A,1
Mental,US,Bisexual,A,D,A,49.438587471611164,7.385621148832809,A,E,E,E,E,-18.10663957419556,80.4692395134466,-183.91699989664207,D,0
Mental,Germany,Bisexual,D,A,B,-151.85513977962052,42.723025597476095,D,D,B,C,E,-207.5085535298614,10.835942623151178,-139.63671937270402,C,0
None,India,Bisexual,B,C,E,-16.91550832768717,-48.98075259942472,D,D,E,B,E,52.78276235963918,-6.921733897142925,-37.377583016738505,A,0
None,UK,Other,E,D,C,16.623473295470884,144.96427612444472,C,E,A,B,A,130.2722312073753,10.681441961806282,240.54953363277693,A,0
Yes,Mexico,Other,E,D,C,-28.717023652085715,-137.74404274497357,E,E,C,D,D,-126.62206899938455,220.12767086874163,108.5826135116704,E,0
Mental,Mexico,Heterosexual,D,E,B,-60.07218800310687,5.939954048611898,D,A,A,E,B,5.531236218639955,11.003684597969015,11.771187382005271,E,1
Physical,Mexico,Heterosexual,E,A,D,127.75321762230544,1.784053275822713,E,E,B,E,C,-131.7559210878555,-45.83342962361605,-33.384227310552085,E,1
Both,UK,Bisexual,B,E,E,-20.248481942765086,50.77436202906323,D,B,B,E,E,10.281953949672179,-14.28892469261817,32.695466182127944,C,0
None,UK,Heterosexual,D,A,D,31.265558823139074,-39.90845753336235,D,E,C,E,C,-228.98509969937913,125.6747608244972,-155.8923217679351,D,1
No,Brazil,Heterosexual,C,E,B,31.29388332706462,49.22945999317302,A,D,C,B,D,2.0193399406834645,16.28546071428502,-163.24878642867,E,0
No,India,Homosexual,E,C,E,-175.3308734110589,22.68255089165958,E,A,D,B,D,50.969845995880306,-93.0957128780436,-20.057120494183717,E,0
Both,Germany,Homosexual,A,A,B,-44.52742704343874,92.03087705077662,D,B,B,A,D,111.27003705870287,-94.10793240106828,26.092869650032704,D,1
No,US,Heterosexual,C,E,A,-151.76800417283027,-6.250712760469868,B,C,E,E,B,122.12810062205419,123.77225061137358,-112.23781040265581,E,1
Both,Other,Heterosexual,E,C,E,-91.50886157510261,5.286520835725452,B,C,C,C,E,153.44704846186528,-46.605142364949245,-44.40196403278737,C,0
Mental,Other,Bisexual,A,C,C,112.8935302049019,-204.23199302315837,D,E,A,D,D,163.541992920639,-132.72476100763782,197.4253160024467,B,0
None,China,Heterosexual,E,C,C,-24.42493826667359,2.481603945438995,E,D,A,B,E,10.657417913633275,-155.50986137396075,23.691208128881467,C,1
No,Other,Other,A,B,E,-105.9813424608849,221.42854916979326,C,D,E,A,E,-69.72935450530944,43.693356275683904,-57.56051054572646,E,1
Mental,India,Heterosexual,B,D,E,38.27216318279815,36.19398108279805,C,A,C,B,B,-122.11481090418799,-4.300664102822573,-47.89115207984117,D,0
None,India,Other,B,C,D,64.23598106747758,142.82119522408644,C,E,E,B,D,76.99462209709704,-66.12671824830585,43.64036437579401,C,0
Both,US,Heterosexual,E,D,B,-190.5156970957821,-31.678903096437306,B,B,C,E,A,-35.21710026762428,-101.30856176095908,-121.25375982033408,C,1
No,US,Homosexual,E,E,E,-105.75642922196202,-65.8861641681505,C,B,B,C,D,-16.776216451052413,85.66853295333651,104.26905755179202,D,0
Mental,Brazil,Bisexual,A,A,E,37.253405915667685,107.97661019411942,C,A,E,D,D,97.89961093267728,27.858162611948504,112.56833556272296,C,1
Physical,US,Homosexual,A,A,A,-61.93131849898609,-52.31937657772045,B,B,D,E,B,30.258384986473967,65.37492232391351,-120.55261891041633,B,0
No,India,Heterosexual,E,D,B,0.2530350396704193,30.828427390978092,C,B,A,C,B,-144.83862657433605,6.302246126172621,151.96298049290138,B,1
Both,UK,Heterosexual,E,D,B,-77.83572633536411,-109.72963160647065,B,B,B,A,C,-14.945768034099128,-179.39917775895003,-53.75315226828121,A,1
Yes,Germany,Homosexual,B,D,C,130.2009646946972,5.159078265581775,E,A,B,E,C,-75.29660031996102,-42.40061262323841,16.463814936171683,D,0
No,Mexico,Other,D,B,A,50.7021379984179,26.65128942378579,C,C,C,E,A,90.19910106437126,88.87449950594225,156.42251453017667,C,1
Physical,India,Bisexual,E,C,B,-196.3915625594569,-129.40038280968494,A,B,C,B,C,45.62695636874213,85.34336780739432,43.08019368704618,D,0
Physical,India,Bisexual,C,C,D,-29.132688946555383,112.92560938402265,B,D,D,B,A,-43.82518221856997,-84.03351421678516,-136.24555945446173,D,1
None,UK,Heterosexual,A,B,D,-119.40794273819893,3.980227254306333,E,E,E,D,D,91.15353237860754,-38.17063667767518,-52.55236330289418,D,1
None,Brazil,Bisexual,C,E,B,40.47584490738731,-249.45659388441436,C,D,A,E,D,52.53507225827303,155.23324130377074,-20.341054394323116,C,0
Both,Germany,Homosexual,B,A,B,-94.75010266215041,-18.85038721858285,B,A,B,E,B,224.46689629726725,-11.039234869221403,-28.023812412094994,C,1
Mental,Other,Bisexual,C,B,A,66.67123557697207,-51.055250575571485,A,E,C,D,D,-60.471115969625586,-85.87171069900258,240.03334191381623,C,0
Mental,China,Heterosexual,C,E,D,-50.95412255928039,-11.922749427958795,A,E,C,B,C,-104.02308775800269,-117.83586623906945,-115.65155208004887,C,0
None,Other,Other,B,D,C,-5.602210576134227,-134.69686363699753,C,B,E,B,D,-251.3928034654696,38.49565824827512,-29.98027215362645,E,0
Both,US,Homosexual,E,A,E,132.6101672106648,57.26478196395139,D,C,A,D,C,-94.1426336739875,-37.58244790197921,-101.68564671155397,D,1
Both,Other,Heterosexual,D,C,E,131.3294898637597,-133.62320717527453,A,B,D,C,D,87.38259428427295,22.912939131593383,48.71645168316562,B,0
Yes,Brazil,Heterosexual,E,C,A,58.12597163048672,-148.962822467536,B,B,E,C,E,144.54755388427796,58.384070262060895,86.15828388696022,E,0
No,Germany,Other,D,A,A,-188.87999555755354,270.9139215963411,D,D,C,E,A,-27.39683522360854,30.169834032701992,-34.06682995950651,D,1
No,Other,Other,E,E,A,-12.980571468252203,107.65345520228087,A,E,B,B,C,-25.420880314688826,97.25539391982795,1.8172754810489755,C,0
None,Other,Bisexual,C,D,E,-34.72235653275983,31.858456906351858,E,A,A,C,E,-96.62084402785217,20.953430196770796,-30.315194286732428,E,1
No,India,Heterosexual,B,E,C,64.99613278733243,115.84261855769572,B,D,D,D,A,104.8334035445232,81.58878981395516,-37.39654663703385,D,1
Physical,Other,Homosexual,C,D,A,159.98405796141137,-57.0970695753345,B,D,D,B,A,-24.352940442243124,-136.15843292306425,84.2083986638506,A,1
Both,Brazil,Bisexual,A,E,C,81.8604379866633,-73.32295846351931,C,E,C,D,C,26.0216552712946,18.921527165446676,-61.381692126773935,E,1
Yes,Mexico,Heterosexual,D,D,E,110.86247152294332,199.73498563317352,B,B,B,A,D,14.737780038657958,-56.79750243320184,16.020554313093747,B,0
Mental,US,Other,D,C,D,26.578378396451196,-20.493536507059744,D,B,E,A,B,-32.2072652375368,-15.607093480270716,-102.33880863647018,D,0
Both,Brazil,Heterosexual,C,E,E,-106.84463322422162,-46.96958885974265,B,B,A,E,E,3.735559078270914,-102.1017265976586,8.222939943930282,B,0
Yes,UK,Homosexual,A,E,B,25.982410181905337,-106.5471847491224,B,D,A,E,E,54.76507061848448,-34.18926324803594,-23.47338253251857,C,1
None,UK,Bisexual,A,A,A,-23.619206978423783,148.83380064707396,E,A,A,A,D,-38.53076765154186,-157.4947461357408,74.24556634090811,A,0
Physical,Mexico,Heterosexual,C,A,C,5.2944788784732,32.76845241985155,A,C,E,A,D,29.225649608748448,14.13485995563127,16.914532781924663,A,0
Physical,India,Other,C,E,E,89.5383716423923,-104.1057836240652,B,C,D,B,B,-116.65772554721354,62.031636010967496,-168.69323840473928,B,0
Mental,US,Homosexual,E,D,E,219.79050064313856,64.75167384306972,A,D,C,C,A,-174.13809651329456,9.557938186289016,49.089989648452956,B,0
Mental,India,Other,C,D,B,-67.35506797733805,98.97448107868034,A,B,C,C,E,85.93162200722819,49.14874464014188,-29.19709554007548,D,0
None,US,Other,C,E,A,123.94540124921873,-158.46773567653636,B,D,B,B,E,79.45601537603797,-93.95183235908637,49.1483484714379,A,1
Physical,India,Other,E,D,E,85.39990448647157,-115.96499968105667,A,B,C,E,B,-88.81474367974138,16.032360249559325,115.08442088975488,C,0
No,Brazil,Homosexual,B,D,E,37.85786236035773,-49.35046505208505,E,D,A,A,E,-154.97164789316145,4.470432803227521,-240.19403670248604,B,0
None,Other,Heterosexual,A,C,B,83.8870188603087,96.58393029008157,A,A,C,D,C,-154.5276859232961,136.51458146705517,-87.88289224305501,D,1
Both,Brazil,Bisexual,A,E,A,68.03531157681289,7.5244419096713,B,A,B,C,B,108.90486199022395,95.48448326330382,152.12131521107,A,1
Yes,Brazil,Homosexual,B,E,E,-56.91109343150369,21.07448974433113,E,A,B,B,C,-37.26997251139837,-116.5762066194742,-40.885563635754366,D,0
Mental,Other,Bisexual,D,D,D,-7.283482476123526,-107.41832652219014,A,B,C,A,A,-98.96930328303817,-152.29805155232538,-18.169682128239142,D,0
No,Brazil,Other,A,D,B,-4.355008775029027,-85.2246010608622,D,E,D,E,D,88.82752502217521,-42.648259333466264,92.05888852108521,B,0
Physical,Brazil,Homosexual,D,E,A,80.7066625720837,24.572946221380988,E,D,E,E,C,107.97239741745595,13.770852055354746,2.957075414777833,C,0
None,Other,Heterosexual,D,D,B,3.0238269849392636,-121.05299111881811,D,A,A,B,D,-15.4651242906882,-70.97080695376648,98.6521307542277,D,0
None,UK,Other,A,C,A,78.97728362242677,-32.05207300240846,A,A,D,C,E,70.45442095507286,286.12965106372064,28.89643916089057,B,1
Physical,Other,Other,B,A,C,56.50079220860502,87.23922133198802,D,E,D,C,E,36.90521171567597,-3.086336429180486,44.193666422251624,D,1
None,Brazil,Bisexual,A,A,B,-181.61335527283373,-50.20119759026325,A,B,A,D,D,-97.55001600873695,-20.43013017620075,-12.181638633449822,E,0
Mental,India,Homosexual,E,C,B,-159.70094754117403,42.8766008710159,C,B,A,E,C,-12.612304874584893,-17.5349239179903,-167.41255846015252,E,0
No,Mexico,Bisexual,D,A,D,92.6010953342311,30.422207471570108,C,D,B,D,D,59.58954870755912,69.01382565121823,-31.975253275206317,E,1
Physical,India,Other,B,B,E,58.072618442332534,49.936178302883064,D,B,B,E,D,-55.17790351315281,-9.505064091865023,15.47972378606801,A,0
