age_group,birth_year,sex,Race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
36-50,51,Male,Hispanic,81.6189742509074,D,D,B,C,E,-167.06573907297098,239.17121171228536,E,-238.42060924212035,-69.80294785482677,0
51-65,37,Other,Black,18.486079571505527,E,A,B,D,A,5.00852942352282,-136.89505715875046,B,-1.931620296580982,187.2147035929832,1
51-65,47,M,Hispanic,-30.63890952131657,C,B,D,A,B,-48.30076569335576,128.56741181620498,D,164.3474514107896,82.70869940158228,0
18-25,25,Female,Asian,-164.99866630492664,E,B,C,A,C,50.73250458388813,173.29825671115054,D,43.18289405354176,-99.28735514742344,1
18-25,40,M,Asian,51.131150377788195,A,D,C,C,A,14.4546333721505,60.10297115272281,B,108.61512361746324,84.80048037590238,1
65+,68,F,Other,112.00330686097612,E,C,A,A,E,10.106007406767517,-110.91843693223473,C,87.71234184754671,44.23496835442188,1
18-25,89,F,White,41.46964263101952,D,E,E,E,A,159.05789245837042,1.76206059882627,D,-116.35481601408202,-103.41271919516004,1
65+,84,Female,African American,40.64830886375928,B,C,A,C,A,60.41802451273017,16.573319735325203,B,-27.677935848363717,-33.629009548420484,1
18-25,77,F,Black,-71.39401410011395,E,A,C,B,B,63.3325574991753,-7.888481873649648,E,-192.78231446296118,41.650032916119244,1
51-65,23,Female,African American,144.60184091765947,E,C,E,E,A,125.73132372329295,11.96298884499225,D,-6.133053298184325,-156.93319350381702,0
18-25,73,Male,African American,111.00050329640429,B,D,A,E,C,53.91162821205607,-20.038557957759156,E,-117.99490020121301,-142.91001727529326,1
18-25,22,Non-binary,Black,-88.94425458098097,C,D,B,B,D,161.500996470647,-13.402090081526152,C,51.63689763524635,-109.85689152566553,1
18-25,45,Female,Asian,43.55925280683556,A,E,B,D,E,-77.14573292396167,-119.54829173122216,D,137.32867839732873,-101.10526793438407,0
26-35,48,F,Asian,57.798833808699236,D,A,E,B,B,-17.837825842903314,67.16649696070137,E,-48.784955439635915,56.020796102955295,1
26-35,87,Female,African American,22.90562531570778,C,A,C,D,A,39.88386784879282,68.19846257656698,D,-75.9232391909492,-56.80721475225481,1
36-50,82,Other,African American,-177.7049036864569,D,A,E,D,E,115.85271789015704,14.431544093609627,B,71.21238219388248,-37.90285633833913,0
26-35,89,Other,Other,-38.493537394799276,A,A,C,E,C,-11.036904274266917,-32.706751461850445,E,-216.7931940172399,117.68154125482786,1
51-65,30,Other,Black,-54.59161552154932,B,B,B,D,A,-38.86226819590013,4.099288196351761,C,-14.10744616464163,51.80534810184945,0
65+,84,M,White,-115.734197665156,D,A,B,D,D,69.40570374110553,-109.84954894353716,C,48.76066170898418,103.95772011825841,1
51-65,30,Other,Other,-91.21630973508711,E,C,E,A,E,19.328393953900417,-7.523937434571629,D,117.19667542506036,218.27180821260498,1
18-25,56,Other,Other,117.7954958622302,B,A,B,E,E,-62.299228074514666,83.99703062159978,A,-126.41259663268445,96.02583721504169,1
36-50,88,M,Hispanic,30.248641661693366,C,B,E,B,B,-15.466248887541067,-157.68525797471492,A,-140.73637280058927,-64.0816746789703,0
26-35,45,Female,White,109.30966330671193,D,B,D,A,D,120.93430966044723,-78.64080936637657,D,9.019440774438275,-32.038051326572756,0
26-35,73,Non-binary,Asian,-87.63656078417885,C,E,C,A,C,43.478545278164724,199.23043274625766,B,-111.87549483993686,-169.2868712663962,0
36-50,54,Non-binary,Other,86.47397420285712,C,E,C,C,B,82.05198630750004,-21.091501101000986,D,153.58112226275009,-41.00804926694259,1
51-65,39,Non-binary,Other,-25.941366618475197,A,B,C,A,D,-49.93761046898857,87.82576778488054,B,-129.68974891334935,8.869304518607125,1
26-35,79,Non-binary,Black,90.21443650197718,B,D,E,D,D,68.19845767248805,-8.010830651678452,A,-31.667197456226674,-48.096477616715646,0
26-35,43,F,White,23.370976129874453,A,D,A,B,D,-98.62243056191052,-11.664344404774472,C,-68.35449643760761,19.564165671735324,1
65+,54,Male,Hispanic,23.272041175187137,E,D,B,E,A,-43.84799887506718,34.337003160001416,E,170.2348552560685,-55.62482032173326,1
65+,22,M,White,-103.94446067846883,A,B,D,E,A,-118.80492755565146,-55.86244870883388,E,-62.16457798727748,31.4744820763649,0
26-35,97,F,Asian,148.81745770517344,B,E,A,D,D,-49.52100775384203,-112.19571804317512,B,76.8589677573704,-102.5104887647942,0
65+,26,Male,Other,-60.15689270045218,C,D,B,D,D,-41.45107058638766,225.0307794097974,B,127.97538608710815,132.8197144407701,1
26-35,55,Male,Asian,30.5699513503538,E,C,B,B,B,112.60871225860265,-128.48379687347662,B,-72.87801433232227,-124.78507221917575,0
65+,49,Male,Other,-121.07066341525761,E,B,B,C,A,-44.023328407366655,-8.760376366352252,D,-46.944409720918436,141.14102426212548,0
51-65,90,Non-binary,Black,-15.136214964779784,E,D,C,C,D,26.742903897243327,181.1502340716613,C,40.004237554180314,-179.61213728400395,1
18-25,44,F,White,59.15082522431747,E,D,D,A,D,-7.731680147554575,181.89119874802384,A,86.39349044763442,-115.40904961074949,1
51-65,78,Other,African American,23.159280513156027,D,D,B,A,E,96.32546441487038,-176.91315429583852,E,-21.58860497779786,-178.41949516828862,0
51-65,92,Female,Other,-132.39925217123772,A,D,D,E,C,53.634747075494126,82.60973963667202,D,87.14770742206946,34.026516267572525,0
26-35,94,Male,Other,-172.63721971522864,C,A,C,E,A,-96.11496173943091,123.003931358808,D,-103.91401769813278,38.912287352759805,1
51-65,19,Male,Asian,10.650453680393946,C,D,B,E,E,-44.31179195871538,-115.73878202070335,B,27.412325659216997,-151.88830685879043,1
26-35,41,Other,Hispanic,-15.007913701070985,A,E,C,D,B,35.16899321813309,4.945451245080167,E,102.93942667331184,-104.41729887955928,1
65+,25,Male,Black,-87.61560954478563,A,B,B,D,E,-50.04596292583169,-54.786010131692805,A,-102.48265862504842,47.55302630266925,1
18-25,28,Non-binary,Other,-229.77152539101078,C,C,B,D,C,-135.69595581546338,4.4250110445135125,A,7.461537655946788,-175.76864124309108,0
51-65,82,M,Other,72.72818021671668,A,B,E,E,A,3.5983275943089663,-21.973882329387447,A,74.8763817699468,-55.97566055466186,0
51-65,53,Male,African American,97.34100609793614,D,B,D,A,E,88.92437398601561,30.36126782806755,D,-45.52433601514514,-109.44361871054382,0
51-65,71,Male,White,-6.833455918304302,B,D,E,B,C,41.72932804984243,-43.91462366100274,A,46.710514777996195,-101.51220936916472,0
36-50,88,Female,Black,-154.22293413675567,C,A,C,E,A,41.884496826861266,-59.98113902978985,E,12.82899955969386,9.94351123689843,0
36-50,96,Male,Black,-141.26779174009877,C,A,C,B,A,-15.57424656100412,-124.15447577082787,D,-40.87875956946726,3.1509460630947244,1
51-65,96,Non-binary,Other,11.06870668432783,B,E,E,D,C,-140.77337029905016,173.64668360305467,B,-8.184206640852357,26.355146233139298,0
36-50,73,Other,Asian,68.45546860660663,D,B,A,A,B,-85.20957115380506,37.791464231849616,A,76.61211697432651,-11.424243326016654,0
36-50,19,Non-binary,Other,54.94897800056982,D,D,B,B,A,78.1485288665338,16.52159833519386,B,-75.6301386370829,-43.598735788841545,0
18-25,69,F,Black,-48.780827265198575,A,D,D,A,D,-53.697980285419256,44.65912900512991,A,212.5063517823157,-153.7244016735406,0
36-50,34,F,African American,-3.557582124357803,B,E,E,A,E,26.061148578575878,116.6737870350959,A,-166.6890985678607,-79.92383610750579,0
51-65,90,Male,African American,-113.73303027707591,B,B,D,E,C,8.781856946670489,211.76400492474082,C,3.161282062674732,-63.43403969032752,1
65+,81,M,White,-19.810137347776493,E,D,C,B,B,-10.872660786972963,33.06715111440288,E,-11.948250051589424,75.79126055429862,0
36-50,39,Other,Hispanic,-107.91673179114379,E,C,C,E,A,-153.19080749002958,-193.41570121749442,E,20.821522463469144,10.251256814437214,1
51-65,81,F,Black,188.01244207261226,A,B,D,B,A,241.62159849643353,24.188350705694027,D,33.502179222474886,9.561223970202358,1
51-65,68,Female,Other,103.06721715789185,E,A,C,B,C,-56.25012628730899,86.44767988802491,A,-95.80531226901941,135.57908103539452,1
36-50,80,Other,Other,65.78970891267039,C,E,B,A,A,-142.57734924845514,-30.33759861921258,D,-5.3585269069729655,86.70087257184781,1
26-35,47,Non-binary,White,142.51702764920748,D,D,D,E,A,62.206904809011256,-71.17174577972187,A,-63.56582210593352,25.362911993684907,0
65+,67,Male,African American,54.87947846698875,E,B,B,E,A,-150.77713917381786,90.81653817884592,A,50.925875341077784,127.85398098448151,1
51-65,23,Male,Hispanic,30.354733121817457,B,A,A,D,B,-63.85945521428683,-200.05408873675975,A,1.7754360589026124,27.526768223273894,1
51-65,29,Male,Hispanic,128.5368957518515,D,B,E,A,C,-64.42196069940532,-43.86069952492785,A,-61.939115308740824,28.50211384811153,0
26-35,95,M,Black,-172.05767496270227,A,C,C,D,B,-102.17819288178322,72.45832024459227,C,-192.60862284353647,134.03805034493087,1
65+,35,Female,White,95.04382570631184,C,D,A,E,A,-21.72642561617335,-208.19987644643385,C,8.796247475491745,-24.13940343415223,0
26-35,25,Female,Black,121.0688043459189,E,E,E,B,C,-40.60180257246192,113.59597194924183,E,-79.7287017252266,-85.98491641316517,1
51-65,32,F,Black,-39.32469208932055,E,C,D,C,C,143.08673930445613,57.96494518563128,D,-149.17600823001695,28.346996545700748,0
36-50,43,Male,Hispanic,-91.5351797240082,A,C,E,A,C,162.71097362988434,116.14519801707625,E,78.1010530010058,115.44244307262544,0
26-35,22,Other,Other,-142.03039019766996,A,E,A,A,A,105.88684660359039,36.64074450447591,A,-14.17052590023071,31.42240428673445,0
18-25,78,M,Black,132.8247601415732,B,B,D,A,C,-264.20322437087026,73.31483401478734,A,-71.77694602050806,-50.228152283193126,0
18-25,77,Non-binary,Hispanic,-6.419247212797263,C,A,B,E,D,-202.1228555640815,10.106964955845674,A,-90.83624893031217,88.79673119684279,1
65+,60,Female,Black,148.12087770213736,B,D,C,C,A,30.132666439545723,-84.16575426051166,D,86.95258107643895,-63.50352873247984,1
65+,87,M,African American,-40.327625193030926,C,B,A,C,C,97.3069757367007,23.75249610215692,E,-86.62987660189232,-5.072382095661992,1
65+,57,F,African American,5.349296546105585,A,B,A,B,B,103.51023460391431,-22.177763148470923,E,-200.70760156114545,3.1558597447512304,0
51-65,89,M,White,50.66591225687871,A,C,B,E,D,-40.02888703471296,69.9277581941138,D,-69.25663205980882,-33.15175915133746,0
51-65,32,Non-binary,Asian,-29.008516496934643,B,B,E,E,A,-42.519074264122466,-44.71418670026483,A,94.687189853039,122.93261863045161,0
51-65,46,F,Asian,8.514963006391397,D,C,D,D,E,-26.794305051840023,42.83868199848046,D,33.29182932441819,88.11743472137312,1
65+,27,Non-binary,Asian,8.853902445225557,C,E,A,B,A,17.849508870686694,-131.23583581798152,A,-195.1420111083918,178.94759133309884,0
18-25,58,F,African American,-63.88150941297779,A,E,B,B,E,52.798529346691815,38.69781877771458,B,-15.979664125512008,-39.85249877116251,1
36-50,62,Male,Asian,69.20537984338074,B,B,E,B,D,-195.15057993326027,158.20547579370728,A,-11.138675736388493,-65.77797270312533,1
65+,87,Non-binary,Other,-144.79169459936426,B,C,C,D,C,376.86809417099624,-15.54940963516257,B,18.247945231954475,-75.00081050367939,1
51-65,95,Other,Asian,-45.20678519881105,B,E,D,C,D,-181.53241941471597,225.50835540040106,C,-137.7926276453661,-8.485413147211927,0
18-25,59,F,White,123.17915492199334,C,A,B,A,D,-93.6157091810129,178.88483373473773,B,-61.799534123583925,96.3629366842656,0
65+,51,Male,Hispanic,100.06164148493906,B,B,E,B,E,113.396337125215,115.2482873821677,B,-68.1497008304013,69.31866919836135,1
65+,39,Male,Asian,-92.4311744266053,B,E,C,D,A,35.062649302856336,51.67106396175739,B,-110.27964173525471,164.92137236061933,1
65+,20,Female,Other,29.322506945685245,D,C,E,B,C,-164.98198237232475,-80.02530892126262,D,6.3015740446544,12.04784309450895,1
36-50,90,M,Hispanic,-48.931764518253416,D,B,D,B,A,-50.332860990074124,227.9079766088757,C,-54.944524100741035,-112.22022283037252,1
26-35,26,F,Hispanic,-64.13508478673971,B,D,B,D,A,-30.532332742087963,-33.31503170560113,E,45.586648611787936,130.79984415144907,1
26-35,53,Non-binary,Black,33.24080493401658,C,A,C,E,D,-59.32154217168091,-60.35904980259521,D,30.62712962964757,-100.40605757416338,0
26-35,39,M,Other,11.951116019131373,E,B,D,B,C,-159.17262426286823,51.28971411151382,A,-68.71977708136177,-109.4835302396122,1
51-65,92,Other,White,-168.33671145663536,A,A,E,D,C,-165.12225506894242,69.32875620426042,D,-166.50660841103704,105.31268218053576,0
51-65,94,Non-binary,African American,-144.75985753133122,E,D,B,C,D,-45.639226976743345,-77.18507505503149,A,46.364346858709084,55.37407259962094,0
36-50,61,Non-binary,White,-27.739878224197493,A,B,D,A,E,7.9801503155547975,1.7206808168813696,C,88.79266010291146,15.481796846848658,0
65+,51,M,Other,-163.56886097850273,B,C,D,A,C,11.398219412014193,20.363502712065095,B,101.05553015775754,-3.5933442342957305,1
26-35,31,M,Asian,-68.14447087559627,E,B,B,B,B,50.11766398941781,42.767804462050684,B,125.93937723655613,-54.35510254603084,0
18-25,63,Male,White,77.96054924269052,A,C,C,E,D,-73.88219836473226,-107.19692695501826,B,48.80586539273252,165.70250182354593,1
26-35,51,Non-binary,Other,-120.02583018527311,D,E,D,C,D,-75.52395936176126,140.01859450199504,E,72.57101379615277,-40.88931421384706,0
18-25,36,Non-binary,White,-116.31809806146529,E,C,E,C,D,-86.83754549137413,100.04825881029291,C,-63.73066504256262,-81.60550031953025,0
36-50,55,M,African American,-61.928809086256486,C,A,B,D,C,-112.07222637686702,-57.82617878921308,E,-117.7067780152504,-74.97435652516955,0
36-50,78,Male,Other,-42.0327432176971,D,A,C,B,D,-232.0451654624746,-105.19172954289606,A,-59.152761272743305,64.776982623295,0
26-35,77,M,Hispanic,3.938658304864885,A,B,E,D,D,-14.880061976506015,64.3689991945122,C,-24.807542374949747,41.26992645391147,0
26-35,21,Non-binary,Hispanic,25.810076978255726,D,D,C,D,A,-36.49382261167632,-49.23086261064575,B,-169.9906597452423,84.815408302807,1
36-50,47,Non-binary,Other,32.260125259548346,D,E,B,D,D,152.9801210259241,-50.164454493750675,B,13.68579867218973,2.819494691298521,1
26-35,82,Non-binary,Hispanic,-80.7219142082176,B,E,A,A,E,83.62448062468614,115.01599033616023,C,-65.58433565400549,-113.26951197449596,1
26-35,46,F,Black,24.38740858957213,B,D,E,C,D,119.63302455569551,44.012509510582355,E,102.7343891766431,-50.81881756877373,0
18-25,98,F,Black,60.87236257117381,A,A,B,A,E,-29.43796172778445,79.89746346054474,E,-56.66156832907389,-157.7405949440874,0
65+,30,F,White,122.87433033719005,B,D,D,C,A,-9.090782894504049,-155.2730297492327,E,52.875069870452094,20.63551816683479,0
26-35,33,F,Black,2.216008830480086,B,C,B,E,A,118.39169626312045,31.961285989608097,B,35.04344443610607,-0.8030678356920826,1
18-25,40,F,White,-77.90206431997385,A,A,A,E,B,47.582722001036096,23.19779534304403,D,110.83416070153767,-26.31300410802066,1
36-50,75,Non-binary,African American,7.098583116753178,C,B,E,E,D,74.94100107493693,-143.1761661587398,D,-34.80823457144324,69.58049858867832,1
51-65,97,Other,African American,105.95661767074253,E,E,A,B,C,-35.71293412553238,-29.032958848411866,E,-80.4294133603201,17.275447121586403,0
26-35,41,F,African American,-102.17914550862935,B,C,A,A,A,-120.38177497409835,-71.0055005619849,D,124.96714224391867,-26.05324972922768,1
18-25,94,Non-binary,Hispanic,109.31292260452781,A,D,B,E,A,-8.752924045144143,192.48920892480072,B,-136.32633809049568,-30.39865168174337,0
65+,73,F,Black,-0.4776760714155272,C,B,B,A,B,60.328567187603824,-150.22490049856927,A,3.1796128887081156,9.037480187925091,0
36-50,95,Other,Other,172.9572232004047,C,D,C,E,C,34.72010703894434,-46.59558346054812,B,68.64363873523757,-26.416323906079427,0
51-65,88,Male,Other,-219.31187440129892,B,A,C,C,E,17.877828996255804,-43.56836953978277,B,-140.67279468032382,-114.47862713659391,1
36-50,53,Male,Asian,-55.89628011065805,B,B,A,A,A,76.6394464779016,38.62040306947932,C,-58.570776383405786,81.61960967454631,0
65+,52,Non-binary,African American,7.43973562450271,E,A,D,A,E,-208.47526035627055,105.64236023002276,B,21.161933413158003,24.714900899721716,0
18-25,37,F,Asian,157.69177646666114,C,D,E,D,B,-0.4710102011507603,7.5237508617136015,E,65.51201512342274,185.20160048718236,0
36-50,33,Male,Asian,178.2569378981104,A,C,A,C,C,-5.08404495726213,113.30818429076841,B,-3.5114237435286735,72.84304355240513,1
51-65,25,Other,White,21.86929736399696,A,B,B,C,B,-139.47159449635387,-195.4548469836583,C,39.834983712192425,42.53497323285441,1
18-25,59,Male,Asian,79.21069699053257,E,D,D,A,D,-96.00513413251278,130.61733367383127,D,74.87484749348144,42.93984889655484,1
18-25,31,F,Other,52.96706271786083,A,A,A,C,E,-110.33198989367705,-24.101269467455115,D,-87.68209151084268,-156.878198545267,1
65+,43,Female,Asian,101.80181293346782,E,C,A,D,C,-219.6344159930864,-163.64115399915792,C,104.12522317874375,-16.934447848725405,1
51-65,87,Male,Asian,-7.29707207354359,B,A,D,B,D,97.91054772783376,-11.582002928313605,D,42.48453806247203,18.912477762313003,0
51-65,25,Female,African American,43.25123508219741,B,B,C,E,E,29.244059104299282,-67.70525211348057,E,-48.68846784696666,-0.27583055605582324,1
18-25,94,M,White,178.58912448111698,B,B,C,A,E,9.447480216106118,-129.58144549746478,A,36.28372717374058,-39.29868098211914,0
51-65,64,Other,African American,125.34821434121348,E,D,D,C,C,-130.99491114859032,-23.637110541622725,E,51.066696263698354,-187.39601814671022,0
18-25,76,Male,Hispanic,184.31685398265915,B,E,E,E,E,81.11253447507465,87.98587657020829,A,-30.2839370947065,52.75905256082656,1
65+,44,Other,Black,28.77384170485366,B,D,C,A,C,38.83767052926858,235.44520236472226,C,238.8302522356232,-65.35457395379876,0
18-25,21,Female,Other,-117.96630593803152,D,B,D,D,E,-2.5763883833678594,-77.43565376356621,A,-38.4687103795921,115.75894918242567,0
18-25,19,Female,Asian,-179.51746404522265,E,D,A,A,A,-57.21962046791798,-120.6478968698151,D,-63.64432601003863,79.43210832880719,0
36-50,65,M,Hispanic,145.0032405505863,B,D,A,A,D,-81.80827482958532,-126.19643746635435,A,-77.27414576248955,54.31722866922636,0
51-65,59,M,Other,-40.508644287944605,C,D,B,A,E,86.7640466409344,79.90045508052472,D,-75.73719987542573,93.84107041915978,1
65+,88,Non-binary,Black,106.14141794922598,B,C,E,C,A,-5.5139531056700175,-49.69418385690919,A,75.45707017319016,96.42641485802847,0
36-50,68,Female,Hispanic,174.4560856885117,A,D,D,A,B,21.16864075857657,-154.01506848821106,A,-22.205441478861793,-36.1922398548308,0
65+,38,Female,Other,92.15072844245466,E,E,E,E,E,-111.50163231192,-20.533441137025825,C,31.318501192686693,39.54130807961893,1
18-25,22,M,Other,-121.6993029733572,C,D,B,A,C,-73.87033492368205,-157.0269033977932,E,-18.821058087521546,112.56853007400775,1
18-25,97,Other,White,-139.83168247424078,A,B,C,D,E,-53.31979399233959,-106.76061887370815,E,259.4979700907665,85.62276471281788,1
51-65,44,Non-binary,Black,-40.23640584866159,D,C,A,C,E,0.99875692075368,13.866293357543547,C,-40.581661689532396,-44.701765544055,1
18-25,87,M,Other,-92.33657380785914,D,A,E,C,C,-85.26621307253116,114.3881048995275,A,-28.185841948910873,142.9441678119346,1
65+,60,Male,Other,158.68260349143932,C,E,E,A,E,53.803216721801675,155.1070343200582,D,-172.6492793352091,-67.60561630019231,1
51-65,59,M,Hispanic,-17.284475860933014,B,A,B,D,D,-22.635674252697278,-48.258607368944176,D,-6.133913307100227,191.30569068071088,0
