disabled,sexual_orientation,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
No,Homosexual,Divorced,B,-89.80754333884221,C,-59.085688643134326,C,D,-95.96481191102733,-122.97122415231361,B,42.453018102095676,C,E,C,D,98.95999967848522,-13.533663085438269,E,1
Physical,Homosexual,Widowed,B,-84.03067820949987,B,67.76091039524951,C,D,-53.57262813309494,16.039112367809203,E,-118.94102761055856,C,D,C,C,-121.72332078921693,-3.7864388407638367,D,0
No,Homosexual,Married,B,-78.02453965362885,E,-21.486464801384646,E,A,67.20441588787565,56.912721427256706,C,89.51790576447357,D,D,A,A,-2.2376699079135696,-48.41288429827407,E,1
Yes,Bisexual,Widowed,D,92.47647747337079,D,28.450771858302538,A,E,-15.926421801929393,48.72571562367611,E,-79.54538830076461,A,E,D,B,46.926080596447626,-199.07631536651905,A,0
No,Other,Widowed,C,74.14453082272749,C,-43.12422284552871,B,A,-22.138706699249624,-91.72228579497926,B,81.70719335123152,E,E,E,D,-218.70043133260148,-69.05206766696394,A,1
No,Bisexual,Married,B,154.30107904732313,E,0.5495095280420474,D,D,-73.38211752566976,-84.28284189033009,C,-23.424767656796934,D,A,E,E,-129.76654629131022,-58.720688850909085,A,1
No,Homosexual,Widowed,A,108.38255135412737,E,97.79776586895304,C,A,12.71584209373328,-77.16764361862651,A,40.491082130540306,D,A,E,A,-55.81679147760937,-158.55224864418105,E,1
Physical,Heterosexual,Married,B,-62.05276132586549,D,34.02716316400426,A,D,65.83205552756556,-70.56262095309303,C,13.963565497414521,C,E,A,A,115.07110616770892,23.20579001018367,B,0
Both,Heterosexual,Married,E,127.47227364313662,B,-60.883142468997164,C,B,-45.94561229867816,-41.021634967498436,D,-81.13343266037538,D,A,D,D,-26.116194054156495,53.44192667893823,A,0
Mental,Homosexual,Single,D,25.464585819705427,E,126.01630080491388,B,E,99.02206752023,-106.85710341500028,A,6.103926946386999,C,C,A,C,-137.95654098300233,32.57545079021055,A,1
Mental,Bisexual,Divorced,A,-27.401180082914863,D,-30.47852162013836,B,A,269.9251937635075,-29.948414585192584,C,45.90940040155288,A,D,C,D,123.87448396113089,-145.62181818526713,D,0
Physical,Other,Single,C,252.91377189651408,D,160.41582845272984,A,B,12.049262816178262,12.285966363790264,C,124.6405153968882,D,E,E,B,-37.982333449729424,-71.32367083922384,A,1
None,Other,Single,A,52.66242716692394,C,-49.54551535870588,B,E,-37.743181602654566,19.442889822295676,A,33.853541910214425,A,C,C,A,62.2600707806133,98.66267476026151,A,0
None,Bisexual,Divorced,D,87.24610242620447,E,-61.822376703696015,A,D,-0.04720128419939063,-56.47381191827199,E,-2.300937756658875,A,E,C,B,206.75744572378747,-22.25576933635272,C,0
None,Bisexual,Widowed,B,-72.0772924028479,A,-180.88664086158695,C,D,-60.56710331773485,120.29878905489346,A,-91.28860734236784,A,C,C,E,30.778707284667018,130.50909469257132,A,1
Mental,Homosexual,Married,D,11.43968810480298,C,69.69685387447807,B,B,25.27677691174435,-6.012169749358268,C,-38.6247483885545,A,E,D,A,-4.193019037996699,156.47118163709555,D,0
No,Bisexual,Married,B,-33.78385310862614,B,-85.90914769586072,B,D,116.37328927800425,115.9508098271393,B,-47.58497007177982,E,C,C,C,-36.30167692581851,-130.49846927117596,C,1
None,Homosexual,Married,C,142.23701622198533,C,12.692066165745572,D,B,44.03994988414296,-205.80763440907805,E,-32.54478367749988,A,A,D,D,28.630533143145687,-65.02736071905771,A,1
Mental,Bisexual,Divorced,D,-58.52977036653784,B,-6.877866429547639,B,D,99.57903091851631,-26.91148497219857,D,-63.8246982757591,A,B,D,E,-37.989353823062224,48.05063083816573,A,0
Both,Homosexual,Married,A,66.26587075108719,D,163.45717642710142,D,D,25.518848301506814,-59.845987662791636,D,51.40836899134924,A,E,E,B,-52.745678886555936,-4.00524385268289,A,1
Mental,Heterosexual,Divorced,C,-130.28454567447497,D,34.55228241916461,D,D,55.9947260406501,102.85225718021165,C,-102.54172039776309,A,E,C,B,51.1284925840206,-20.268918584605544,A,0
Yes,Other,Single,A,54.47998538796992,C,-135.1919093659407,E,E,-15.974167308705706,25.10724582835349,A,11.794547350871069,A,B,E,B,153.28213476712543,-19.3248055335683,D,0
Mental,Bisexual,Widowed,E,-50.4574436617347,B,-27.52854508867309,A,A,153.49159837343237,57.82794043816446,A,15.06332633845579,B,B,D,C,10.316805338115111,-31.637594418227422,A,1
Both,Other,Widowed,C,-20.560068002923572,C,45.538894973259026,D,B,-169.43223677526885,-20.164825848502666,D,-127.55637120227202,B,C,A,C,-23.358512363539923,128.3485324522827,D,0
Yes,Bisexual,Divorced,E,-61.60207514761042,A,-159.12247389831256,C,C,-11.271444214909968,16.382092091192003,B,-131.67627116881238,D,C,E,B,11.232648719603752,155.68526142284844,D,1
Both,Bisexual,Married,D,-86.4914393074697,A,69.89822443194993,C,A,-5.938235780262109,-37.22948462730524,E,110.19068190210812,E,E,E,C,95.8729803428709,-112.44187495057132,A,0
Yes,Other,Widowed,B,-3.5120936286825146,C,-72.7541349562376,E,A,58.43946113923041,1.5669146120297919,E,-77.73916627520614,C,A,D,D,40.32595004556224,77.98717771971315,D,1
Physical,Heterosexual,Married,D,138.7769098264958,C,-41.09763040774556,A,E,-33.66156086448317,-44.26938864357538,D,117.36824057338147,A,B,E,E,7.235073336922897,-65.05533544228005,D,0
Both,Homosexual,Married,C,-26.314305561833883,D,76.86995876330988,B,A,146.96738262496208,-14.458012168680625,B,102.86645457727653,C,D,E,C,-146.71089980572,-101.88557714317466,A,1
Yes,Other,Divorced,E,197.57686533305457,A,58.893751397216754,C,E,146.61750250371028,-35.86074466031251,E,-360.2962482928484,A,A,E,C,-32.27581091918822,344.7891711389615,C,0
No,Other,Widowed,C,64.65568841023727,A,-119.0643664002466,D,E,86.22795760796649,66.23878038076833,B,156.63947326821446,B,B,C,B,11.496706119554863,64.4683737401339,B,1
Physical,Heterosexual,Married,D,9.51730643349637,B,-50.47022911476281,A,C,-122.29752130883125,12.471052917673166,B,-104.2691180539459,D,A,D,C,132.86285904078238,43.68295932877755,E,1
None,Homosexual,Single,A,48.70205354816884,E,100.40409608415537,C,B,121.26501279747029,117.4940266508673,C,33.1886506089433,E,D,D,C,-91.05219331573761,27.416415563479802,D,1
Yes,Bisexual,Single,D,-130.56049793748403,D,30.941809767125005,A,A,-157.64989680973414,-186.30425937363816,E,-69.83852855496563,D,A,C,C,-3.9815585028967417,130.26052998084617,C,1
Mental,Heterosexual,Widowed,A,-87.30596131077662,B,-10.598909237772235,A,B,28.392270316014972,107.14074123560526,A,-45.738990087801646,C,A,A,E,-47.87205345762451,-46.67000881578179,E,1
Both,Homosexual,Single,D,32.19696954086498,C,-147.81933524203328,B,D,-96.75257275321395,32.93518835859102,A,-88.60990123679106,E,A,A,C,-5.8540025631667225,-67.07508766446226,E,1
Both,Other,Single,D,67.98531145745477,D,-39.84439362796062,D,E,99.244377255782,81.43989012520298,B,-50.282736482345335,C,E,D,E,-24.133235438482377,27.839740126711938,B,0
Yes,Other,Married,C,-159.51193510762198,D,105.60719073674947,E,B,-34.752372438628676,45.811869512640016,A,164.7356904111067,E,A,D,A,113.22095237626762,22.45734479309835,E,0
Yes,Homosexual,Single,A,29.13954374165654,A,169.47718240117348,A,D,14.258860578486374,40.37821606676452,A,-36.694983549507135,D,E,E,E,49.96297575411772,84.42532879783631,A,1
Mental,Heterosexual,Single,A,-74.03192537662896,E,134.16032904167835,C,C,42.92115747043862,6.567357388441401,A,-184.93386907318182,D,C,E,B,86.97244881229196,-73.34682365929726,D,1
Both,Heterosexual,Single,D,-95.22543876597429,A,-11.925051263327683,B,A,-62.812258368085814,41.53833145785265,B,-133.46516858541628,A,B,A,C,10.882027531566768,24.68892581633572,C,1
Both,Other,Married,B,-206.44408012819696,D,-46.294131851538026,D,C,-35.05208082228597,-63.84049355875223,D,42.60018081045936,E,D,B,C,104.25518799670377,-30.658160562341934,D,0
Physical,Heterosexual,Divorced,B,-56.2093634886794,B,219.7067215889918,A,B,-2.9751007907354268,-16.53087416698198,E,-24.747553991309264,E,D,E,A,-160.31770175775839,-7.392479105173985,C,1
No,Homosexual,Married,E,53.48708111031269,B,-90.64762745537539,A,D,161.04662715440142,-31.300074518774366,A,-131.7319352285167,B,E,A,B,-0.24245616864367686,-35.40329533875789,A,0
Mental,Bisexual,Married,E,-14.613151034645888,B,-18.423929509601077,C,A,-104.10076424178905,-112.41713982332406,B,7.680120796799293,A,D,D,B,207.55674635001498,-51.1762722256959,C,0
Both,Homosexual,Married,A,-1.0926023361226107,C,43.60271486121006,A,A,114.78384699692619,50.86643123903575,E,-25.01150645808165,B,B,A,A,-41.413723427609824,-101.70484210465189,A,0
Yes,Homosexual,Single,A,175.60407883385795,D,166.83267665550056,E,C,-3.025093150263203,-105.64795511651661,E,190.5965543023456,E,B,B,C,-72.00530996813877,-95.59020079243842,C,0
No,Other,Divorced,B,64.25858315618359,B,328.7581991386176,C,A,76.47013415168546,-144.33967836823493,D,-175.47933801687003,E,E,A,C,97.03269187359177,-42.21405158051156,D,0
None,Heterosexual,Widowed,A,12.74662999199203,B,-8.195802387483127,E,C,-140.75917728431835,141.59141493939077,B,117.00975539277061,E,E,D,B,46.41426370985056,-32.14372999611093,A,0
Physical,Other,Widowed,A,132.49765143157856,E,-129.89548309977533,C,E,94.51816391221749,-304.05415236846767,D,-139.7828971305503,A,A,E,A,41.03550432860653,-72.03551955706735,B,0
Mental,Homosexual,Married,E,-36.02952910228005,B,-121.59799180503119,D,D,118.1594174183856,-88.18088861147027,A,-69.83659552514523,C,C,B,A,41.15867473196095,-57.96025456149556,C,0
Both,Other,Married,E,28.906976031861614,C,60.69775567066138,A,E,32.63448171177039,-15.000737466989058,B,-101.64910976880037,D,D,C,C,-224.51673369446104,44.04853273554596,B,1
No,Homosexual,Divorced,C,3.5573527991800296,C,91.33576592730253,B,C,-18.442110888870605,-67.77413111020482,A,-27.70662567924862,B,A,C,A,-83.75370731429841,149.2408866981739,A,1
Yes,Homosexual,Married,B,142.1426029502736,D,2.0973601589814153,C,C,26.424066997065772,28.872353464967194,B,112.43944022834714,D,E,D,D,-161.3389106159508,-70.46151224849389,E,0
Yes,Bisexual,Single,E,-103.06193977022524,B,32.526530190498256,C,C,92.79206788337287,28.919013880200833,A,51.23045811309665,A,B,E,D,-30.782007087374858,39.16209228384194,B,1
Physical,Homosexual,Single,B,71.23905150745358,A,46.769397815968205,D,E,-65.96808632381058,-66.54302821560532,C,-48.595033998973115,E,E,C,A,-56.840664463899294,21.92146660523103,B,0
Yes,Bisexual,Married,C,-177.4893092217633,C,-91.92037033738714,D,D,34.0196843178603,-82.10306723052025,A,71.45846074160637,E,E,D,E,37.65949304000407,28.18278675793279,E,1
Physical,Heterosexual,Married,A,-48.24576656164266,E,-3.99751519813787,C,A,-9.605192964960295,-29.116433576755256,C,197.33170276715006,C,B,A,B,42.53698025260573,-122.15891788744845,E,0
Mental,Heterosexual,Widowed,D,-67.21555866693708,C,2.164164328106543,B,A,23.742197068711626,-47.110669686837525,E,-117.16100079302996,A,E,A,E,-48.922649389885756,-38.64205367123962,B,1
Mental,Heterosexual,Married,A,-20.175173798225483,D,3.8332888654631554,D,C,17.023098184598936,-32.32571048728076,B,-65.51518508872715,B,B,C,E,75.78437163312724,-173.93456763944198,C,0
Physical,Other,Divorced,C,-17.484245827106864,D,-113.23422095278914,A,E,154.02921242650984,-184.41656614920396,A,-178.60948877808679,A,D,D,D,-132.41717082553183,25.652870373147067,D,0
Mental,Other,Widowed,B,32.800205340304295,C,-116.69708771429895,C,D,3.945703706345341,-59.6244903217969,A,141.40914102847427,A,C,A,D,296.9215796749036,26.10845772094678,E,1
None,Bisexual,Widowed,E,-88.92962747121604,D,96.92849317769317,D,A,-107.61102466235677,62.05537211686797,D,-14.299333740068535,E,A,B,D,42.26767980532282,152.9306760578048,A,1
Mental,Bisexual,Divorced,D,217.72740175794695,B,-32.02497060499482,C,B,-13.47446460219004,-31.213620551829845,B,151.40543925658338,C,E,A,E,14.746242190839043,-67.97497163024359,B,1
Both,Bisexual,Widowed,C,-39.99352524496081,D,-18.313344222114978,E,B,-22.66085522167691,-63.960792385265684,B,-55.04240517954937,A,E,D,C,-185.60763490921545,-83.2736162051985,A,1
Yes,Homosexual,Married,B,202.53166242640773,D,-127.82768923372588,E,E,126.03241590468446,243.17417956155225,B,-70.10730367715438,C,A,C,D,-114.68729947219454,82.67635227207603,A,1
Mental,Other,Divorced,A,111.38752373385603,B,35.687838805225745,A,C,-76.73612544042976,-126.32372359289927,B,-180.1953981687471,E,A,A,C,34.42794010767927,-150.01276136405014,B,0
Both,Other,Widowed,C,106.22085872760567,E,43.11440240916352,B,A,-96.9792105005789,60.7557189610206,B,112.42520979392276,D,C,B,B,-43.2302368505935,-92.35258628974074,B,1
Physical,Homosexual,Widowed,A,-56.94841614104034,D,-8.441708288326245,A,D,43.0834804264382,-150.55996010261072,D,23.38935211943893,D,A,C,C,-195.33393604518025,85.64177624218682,C,0
Physical,Bisexual,Divorced,A,-123.033817404663,B,-10.586439044019198,B,B,28.245111715796373,59.941874452967845,C,-88.00638653214611,C,E,C,C,-34.1953016547368,-182.85289445503184,B,1
Both,Other,Married,A,-96.40826963955756,E,29.815681020567368,B,B,16.396497241289225,-136.62550017820107,E,34.39497111656238,D,E,A,C,19.931230235012983,64.65676569897269,B,1
Yes,Homosexual,Widowed,A,-32.5783729114564,B,57.594507655585424,B,A,2.9002157527748005,-83.05257770042817,E,-70.01218800314089,E,A,E,C,12.876779482531333,-43.42862575903274,C,0
Both,Bisexual,Widowed,B,59.46313304576876,D,-87.2699692862621,C,C,69.38171255395964,-36.76797524577119,A,38.54552608363578,A,B,E,B,7.589048802820226,126.59706933971523,B,0
Both,Other,Married,B,-192.635136625243,E,87.8709479311847,A,A,36.984597796330014,-96.54356030122437,A,-5.249222130634587,D,D,D,A,-21.022808419123905,205.3744352938248,E,0
None,Bisexual,Divorced,D,39.88637073369816,D,66.324580204355,E,B,125.47672682154464,-144.09575591970923,C,-39.93104958849047,E,B,D,C,20.97649022946515,143.77105292928442,E,0
Both,Bisexual,Divorced,C,57.47793876339746,D,26.910826987429477,D,D,-36.22918821884394,-1.4859110649619476,A,-102.2323763876346,C,A,E,C,25.6129463408455,-19.46177062865781,D,1
Yes,Bisexual,Single,C,-167.7897624579188,E,-16.305387017920058,E,E,-117.13803648436787,3.8038821475341615,B,45.5231099289103,A,E,A,E,27.410674258298855,107.8873593034317,D,0
Mental,Heterosexual,Married,C,-80.54548024213804,D,129.82267207457352,B,D,148.56550568347225,107.34434616398659,D,117.04531585321818,A,A,C,A,-198.96407711759062,-72.07790668389701,E,0
Mental,Bisexual,Widowed,B,98.71579057301835,D,-37.051615752933735,C,D,74.15779026497043,-58.917008883887,B,213.84220974382387,C,D,A,D,197.40227076125777,101.46706572896376,C,0
Physical,Homosexual,Single,B,-115.16101251921742,E,82.30707000069721,B,A,-145.9991373289519,63.31915210939465,A,-164.3076586053888,B,B,E,A,-11.643009194261511,-5.7822629468825575,B,0
Physical,Other,Divorced,B,-154.17393024999402,B,-13.075253655821834,C,D,-127.88075067619363,4.524091646869971,C,82.35543822227845,E,B,E,C,-21.095127844309587,123.66497839946771,E,0
Yes,Other,Single,E,1.7885052462265016,D,-77.97038302927922,B,C,-38.88479569567861,-106.36562248079314,B,230.10940152953472,C,E,C,E,32.61111714884047,-12.02737029333599,E,0
None,Bisexual,Widowed,B,-38.838064318586355,E,58.424849742670084,D,A,169.3848025358791,-75.97071054205435,D,-134.29231671598703,C,E,B,A,-150.17226378860897,-26.553479365716694,C,1
Yes,Heterosexual,Divorced,A,-67.60836500870788,A,86.41672795432889,E,C,120.51344500317951,-17.581636167500296,E,83.60964325987,D,D,D,B,65.94069191378581,-212.63665588382193,B,1
Physical,Bisexual,Single,D,-159.18490291169653,A,54.11002732195441,E,A,-125.79704102411804,-146.13947132364424,D,-94.5505130608802,E,D,A,E,-65.03508514838477,26.703554114078127,E,1
Yes,Bisexual,Widowed,D,52.18542077064679,B,-34.55984741651321,D,D,269.3363549540051,20.054534475936208,A,-208.1949240805149,A,A,D,E,-116.14545023396434,-339.984123024069,A,1
Yes,Other,Married,A,21.551967789637064,C,83.71450290185483,E,E,-154.38664273120392,99.49665383266243,D,-186.50186385915646,C,A,A,A,80.89995454345753,-58.6736503379831,D,1
Both,Heterosexual,Married,C,-110.25521111976093,B,41.348726111294525,E,E,141.06197850280793,4.364896648235951,B,-29.81732725071085,E,D,C,E,4.285756437982566,139.4140794990536,D,0
Both,Homosexual,Married,C,46.02360728143175,E,-94.99776951711908,C,B,-43.23639729749549,-202.50592721756163,A,-70.85276358859704,E,C,A,C,26.563923693521385,59.30837686423913,B,1
No,Heterosexual,Married,B,121.26118914043754,B,5.199709512864548,D,A,12.49438822856507,51.225277031903495,E,-65.81020690869681,D,B,E,D,-114.33756251935563,-91.28597316855115,D,0
None,Other,Single,A,25.22166408248314,B,222.34756273427632,A,C,-117.67879392910578,-96.47786526698519,E,62.59283581251629,A,A,C,D,49.57361057866713,106.55054040093066,E,1
Yes,Heterosexual,Single,B,26.428101809960037,E,6.886504934846413,B,B,83.70506785286715,-51.2921069761386,A,27.87996780325169,A,C,D,B,33.88673614855637,165.80347237059217,B,1
No,Homosexual,Widowed,E,-86.87149759440612,C,143.27314007198333,D,E,76.58209845328705,9.017173000155564,D,-31.609558397666675,E,E,C,A,14.961413697277667,-0.2673657938046354,B,1
Both,Other,Married,A,101.82699351931477,E,-111.8064957332993,B,A,72.69650291011199,-77.82874566548801,E,5.072353228394482,D,C,B,E,-121.25475234756138,-0.6165896497505468,B,1
Yes,Other,Single,A,25.721378908315735,B,-214.9383830973405,D,A,74.16448107338333,-98.97036017639479,A,-7.1876218898712905,A,E,C,D,126.00979191022903,-195.21706449829566,A,0
None,Bisexual,Widowed,E,181.6191028528826,A,-33.64005942694885,B,A,114.13976592901587,60.698187207811735,C,-3.2690074389101618,E,A,E,E,-128.8782153406538,-69.91023416198358,D,0
Both,Other,Married,C,209.45395014847773,D,114.36422855941967,A,C,182.84180776599456,74.53557220522504,A,-1.6626512663241837,B,D,B,A,-258.24493016201063,18.99441648276524,C,1
None,Bisexual,Divorced,E,-83.61437416455549,A,-43.48731234690862,A,B,44.044664601292475,142.23697179209168,E,-78.710858862644,E,D,E,E,-173.6448648887103,-31.688853759767742,C,1
No,Bisexual,Single,E,-102.18418720915845,E,144.41211423630455,D,E,151.67403972465667,-24.04514181099366,B,-160.7354584531256,C,A,B,C,60.05442605509184,-9.637213621228723,B,0
No,Homosexual,Single,D,82.10797594385483,A,109.56156093867237,C,D,82.80626158259558,83.43014688285513,A,79.3252584309153,B,C,A,A,116.19768030376618,-22.73382143086928,C,1
Yes,Heterosexual,Married,C,-161.86288595935517,A,-74.65670295876407,E,D,-125.96251219009824,-89.09461661780284,A,-58.61424993098644,C,D,D,C,-210.2237763931277,212.92185257410728,B,1
Yes,Heterosexual,Married,D,-56.54268245418114,E,151.9220758759255,C,D,-66.36862965708524,240.85077620177282,D,169.04988074070738,B,E,E,D,4.37240493423796,-133.84140570794202,C,0
No,Heterosexual,Married,A,-141.50234221639343,D,14.946225864336524,B,A,-37.323529348130165,55.01706587052932,A,7.69295792430295,C,A,B,E,-80.08419573805837,-54.331446828697274,B,0
None,Heterosexual,Widowed,D,145.57610259351247,A,32.733774059455335,D,A,87.3606055382656,-109.15771101604386,E,51.13515988039231,B,E,B,B,17.132369681569163,-99.85226910156462,B,0
No,Homosexual,Divorced,B,-42.64818383582326,B,16.876275521334605,E,B,-138.06214893493262,141.59253179055915,E,-18.42615746055855,B,E,C,C,26.617301769958285,14.736408143834288,D,1
None,Bisexual,Widowed,C,152.66449821679913,E,72.64042423082056,A,E,14.205198329144384,91.524889344197,E,-156.46416078082828,A,D,C,A,-32.60870354962286,-163.1634619975179,B,0
None,Heterosexual,Divorced,B,128.52817906206946,A,-55.14600532452847,E,A,-108.37042956680156,-118.17263507500984,C,-29.096897228525027,D,A,B,E,-41.52145663076121,-30.690270797414833,A,1
