Veteran,Nationality,orientation,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Non-Veteran,UK,Homosexual,51-65,E,B,-124.90747743814123,E,D,130.2257827530051,1
Non-Veteran,Mexico,Homosexual,36-50,C,E,-30.917294802768037,B,E,6.7255615893947,1
No,Other,Other,65+,D,E,120.77864788838491,A,A,-56.99929850076302,1
Veteran,India,Bisexual,36-50,C,C,119.32666207964277,C,C,19.805381351314633,1
No,China,Heterosexual,26-35,E,B,-15.389377028986692,D,C,65.56527229246825,0
Yes,India,Homosexual,51-65,D,B,-3.0896419444446335,A,D,214.04193201358956,0
Yes,Brazil,Homosexual,18-25,E,B,41.082855495421356,B,D,56.77345366473402,1
Yes,Mexico,Heterosexual,36-50,E,A,-77.25798009659326,B,C,162.74778154916805,0
Veteran,India,Other,51-65,D,C,17.816870972785736,D,D,-13.5923851104369,0
Veteran,India,Homosexual,51-65,B,D,-24.117418135753308,B,C,-13.874015755597737,0
Yes,Brazil,Other,51-65,D,E,-133.80426785632596,C,D,39.44429996440634,0
Yes,China,Homosexual,65+,B,A,-141.43189282866925,D,E,-146.62976459362392,0
No,Other,Other,18-25,B,B,-39.91319638462477,E,A,36.44068384764909,1
Veteran,China,Other,26-35,D,C,25.63032242812723,A,E,-154.54748202327394,0
Veteran,UK,Homosexual,26-35,B,D,-150.66393729622902,A,E,55.13686561059035,0
Veteran,Germany,Homosexual,26-35,B,C,170.52596963476643,A,E,137.003284388122,1
No,China,Other,51-65,D,C,58.640244919192085,B,D,-60.98073411390932,0
Veteran,China,Homosexual,65+,A,E,-4.837262777576195,C,B,-39.84629558513226,1
Yes,China,Bisexual,36-50,D,C,136.57521631826398,A,C,-37.61727131303244,0
Yes,Brazil,Heterosexual,18-25,D,D,220.0505617140198,B,D,-36.80762729517908,0
Non-Veteran,Other,Homosexual,51-65,D,B,-136.33522664302487,A,D,41.700485256869705,1
Yes,Germany,Heterosexual,36-50,D,D,167.12376420721924,D,D,153.7040124716604,0
Non-Veteran,Brazil,Heterosexual,51-65,B,C,-44.433520931315144,D,C,-284.89149727158326,0
Non-Veteran,Other,Bisexual,26-35,D,E,-52.39616207411398,E,A,-2.4656740328697464,1
Non-Veteran,US,Other,36-50,C,A,-57.82131050624272,E,A,-23.241558917947327,1
No,India,Heterosexual,18-25,D,B,33.41717773245102,A,C,114.27609550545912,0
Non-Veteran,China,Heterosexual,51-65,A,A,40.718919938693205,B,B,-30.55522110972141,1
No,Other,Bisexual,18-25,C,B,135.75768672291315,D,B,-37.59722572316318,1
Non-Veteran,US,Other,26-35,E,E,27.640470454695944,D,E,60.06723161816332,0
Veteran,UK,Heterosexual,18-25,C,A,-66.68121556560106,E,C,-48.06721425822526,0
Yes,India,Bisexual,51-65,E,C,-16.21289949847053,D,E,-19.20342401650885,0
Non-Veteran,Brazil,Other,18-25,B,B,85.26981054242685,E,B,140.2785108575269,1
Non-Veteran,US,Other,36-50,B,D,164.16644519326903,D,A,79.56321797374851,0
Veteran,Brazil,Other,51-65,B,E,48.78453003970763,E,A,14.466766069856535,0
Yes,UK,Homosexual,36-50,C,D,-67.56304263895441,D,B,82.39831429933241,1
Veteran,India,Bisexual,26-35,E,D,-117.13746008227035,A,B,-38.68041692275705,1
Veteran,Other,Bisexual,65+,E,C,-15.619071905994836,D,D,97.76264820810066,0
Non-Veteran,China,Other,18-25,A,E,-67.90496051763152,B,A,-21.734743177812376,0
Yes,China,Bisexual,18-25,E,B,-134.13644560969908,C,A,-17.18930835924898,0
Yes,India,Homosexual,65+,D,D,-3.09165002079905,E,A,237.25521650389078,1
Yes,India,Heterosexual,65+,C,C,198.24857199294107,E,A,40.43881880295974,0
Yes,Mexico,Homosexual,65+,B,E,126.82686378156708,D,C,91.73519213990339,1
Yes,US,Heterosexual,65+,C,E,115.15019204155325,B,A,-14.866333646488444,1
No,Brazil,Heterosexual,18-25,E,D,-62.18394522767184,D,B,-74.87456760592791,1
Veteran,China,Other,18-25,B,A,251.49106081837022,E,B,14.334282598754145,1
Veteran,US,Heterosexual,26-35,D,E,-147.41467392713733,D,B,-54.43293866045508,1
Non-Veteran,Mexico,Other,18-25,B,C,156.3140114383612,C,B,-91.58320118515527,0
Veteran,Germany,Other,36-50,C,C,-100.59254584786758,C,E,-15.58502088445447,0
Yes,Other,Bisexual,26-35,D,E,30.294027336310737,B,B,51.932677690046035,0
Yes,Brazil,Other,18-25,A,D,274.01911393864043,E,B,13.508430940833893,1
Non-Veteran,UK,Homosexual,65+,D,B,-242.51890299347565,B,A,-156.14346107194993,0
Veteran,Germany,Heterosexual,65+,A,D,156.93883225116966,C,C,9.21765551412419,1
Veteran,Brazil,Bisexual,36-50,B,C,-9.005057590219186,C,C,-24.307901497012036,0
No,Brazil,Homosexual,26-35,B,C,117.04737029174849,D,A,-33.870232480356215,0
No,Other,Other,26-35,E,E,-0.4274301873618814,D,E,-82.44562921753119,1
Non-Veteran,US,Heterosexual,36-50,E,B,55.25561636912665,B,D,-152.37305084733364,1
Veteran,Mexico,Heterosexual,36-50,E,A,90.73869015675226,D,C,35.95253476040515,1
Yes,Mexico,Other,26-35,D,C,128.28287525341898,B,B,53.81232496775568,1
Non-Veteran,Germany,Other,36-50,C,A,-103.38343281568316,B,D,119.94594236111115,1
Non-Veteran,Mexico,Bisexual,65+,B,C,-4.496210134822384,E,C,-76.19996228921893,0
Yes,Other,Bisexual,26-35,C,C,-21.036276918851,A,D,-212.10444004814696,1
No,Other,Heterosexual,36-50,C,D,53.942636089602466,B,E,-56.68784926233476,1
Non-Veteran,Brazil,Other,65+,C,E,20.31629426556391,C,B,46.46671305036178,1
Yes,Mexico,Homosexual,18-25,A,B,85.61590924586693,E,C,98.14223431107429,1
No,China,Heterosexual,51-65,A,B,14.898116270496512,D,B,-93.92327092193892,0
Veteran,Other,Homosexual,26-35,E,E,-12.02917425866068,A,B,-71.59214236615158,0
Non-Veteran,UK,Bisexual,26-35,C,A,-33.073029273380456,C,B,85.86420629455716,0
No,UK,Homosexual,36-50,D,C,-198.93116609326353,C,E,2.5420287774937,0
No,UK,Heterosexual,36-50,A,C,142.7428735918727,B,C,-0.2576449320507083,1
Yes,Mexico,Heterosexual,65+,B,A,-26.17977536751225,B,D,-12.215808417441236,1
Non-Veteran,UK,Homosexual,18-25,D,E,-68.02814093343875,E,C,-25.327341652082573,1
No,Other,Heterosexual,51-65,D,E,-10.13186893387809,C,E,52.01233909678926,0
Non-Veteran,Mexico,Other,18-25,E,B,-90.89121476507783,D,A,31.237833253044105,0
No,US,Other,65+,E,C,-159.41604016954025,D,C,165.76524660023355,1
Non-Veteran,Other,Homosexual,51-65,E,E,99.6981245322998,E,B,90.1514966518741,1
Yes,Brazil,Bisexual,26-35,C,A,26.895596794785153,D,A,82.01908343530951,1
Yes,Germany,Homosexual,65+,E,B,-67.0239706228918,C,C,-26.377302784192036,0
Yes,Brazil,Homosexual,26-35,D,A,-51.192042563890084,B,C,37.7815478818499,0
Yes,Mexico,Other,26-35,E,A,-121.16237806851831,B,E,-59.89369046031885,1
Non-Veteran,UK,Bisexual,51-65,C,D,-121.34824351491018,B,A,-89.35419286548495,1
Non-Veteran,UK,Heterosexual,18-25,A,C,149.1236528892766,A,A,-142.67647104887016,1
Veteran,China,Bisexual,65+,B,E,57.733563513179384,E,E,-44.68221986543392,0
Yes,Mexico,Heterosexual,36-50,C,E,-7.710254952105744,D,A,-30.361392758342543,0
Yes,India,Homosexual,36-50,C,E,-38.75184992311383,C,A,143.2586461921639,1
Veteran,UK,Homosexual,36-50,B,B,188.048943020485,B,E,-6.376526214143444,1
Yes,Brazil,Heterosexual,18-25,B,B,65.7304990101099,A,E,-68.07432139530579,0
Veteran,UK,Other,65+,D,B,113.05992680825821,C,B,-54.89459131120289,1
No,Germany,Bisexual,65+,C,B,-21.142222239621038,E,C,148.5300247359993,1
Veteran,Other,Other,65+,C,D,-41.231597611964666,A,C,187.99742140543515,1
Veteran,Mexico,Bisexual,51-65,E,E,59.67528713833903,D,B,182.0614274904339,1
Non-Veteran,UK,Bisexual,36-50,D,D,-28.80490214783223,A,D,136.67826899036982,1
Non-Veteran,India,Homosexual,65+,B,B,-141.6212532183794,A,C,54.66965623370819,1
Veteran,US,Homosexual,65+,D,B,-28.341016235232185,D,C,-32.34091899080703,0
Non-Veteran,China,Heterosexual,18-25,B,D,110.9547858356861,D,D,-77.90932437091432,0
No,Mexico,Heterosexual,36-50,D,B,-12.701985728983093,A,A,146.04722770735071,0
Yes,Mexico,Other,36-50,B,C,94.17658296104655,C,B,112.40885379333024,0
Yes,China,Other,18-25,C,D,-12.198426957461923,C,B,-120.73200544587147,0
Non-Veteran,US,Bisexual,26-35,D,C,-243.38491601366715,B,E,89.17854181244405,1
Non-Veteran,UK,Other,51-65,A,B,-33.08237492887867,E,D,-55.0298170257386,0
Yes,China,Homosexual,18-25,A,B,-18.52417041539318,E,C,21.399048165266503,1
Non-Veteran,US,Homosexual,65+,A,C,99.47198938027006,E,C,88.36289610565653,0
No,China,Other,26-35,E,B,126.95643014549015,A,D,-0.7603653372316876,0
Non-Veteran,Germany,Homosexual,36-50,B,D,21.086198771851606,E,D,-47.54192392029676,0
No,UK,Heterosexual,36-50,C,B,-94.69780690274348,C,E,-111.0993942839617,0
Veteran,Germany,Other,51-65,E,A,17.763787137371697,E,D,50.443859952080025,0
Non-Veteran,India,Bisexual,26-35,D,D,138.00313453597758,C,E,-1.3368589485187474,1
Non-Veteran,Other,Homosexual,36-50,D,C,-54.71049002245697,B,D,-156.2665776044407,1
Non-Veteran,Germany,Heterosexual,18-25,A,A,-19.542883190818124,D,D,60.91727681333909,1
Yes,China,Bisexual,26-35,C,E,-86.11772151872265,E,C,104.61571449745509,0
Yes,India,Other,26-35,A,B,142.87953141085325,B,C,89.45840377150289,0
Yes,Germany,Other,26-35,D,E,84.88990169371793,A,C,-70.30342312455235,0
No,Mexico,Other,26-35,D,A,-172.43477315592898,E,D,56.757960591031086,1
Non-Veteran,India,Other,18-25,D,A,72.21526487006116,D,A,37.07598990772622,0
Yes,India,Homosexual,26-35,B,C,-47.53445121015119,C,B,92.65469667919596,0
Yes,US,Homosexual,18-25,B,C,121.753905667243,D,D,-22.346703195199204,0
Yes,China,Homosexual,18-25,A,E,-63.602271858155625,E,A,-31.631657573747553,0
Yes,Other,Heterosexual,26-35,C,E,-177.16845733989223,C,B,46.576400735743626,0
No,Other,Homosexual,18-25,E,D,61.21886734646714,B,E,201.70207125270787,1
No,Germany,Bisexual,36-50,C,B,151.1974540766188,B,C,31.29494177750804,0
Yes,Brazil,Other,26-35,A,A,-172.6979284035586,C,D,-168.80025656397297,1
Yes,China,Homosexual,65+,E,A,-79.0434462565895,B,E,0.33268913228736957,0
Non-Veteran,India,Other,26-35,C,C,34.177971783692115,E,B,69.982490766279,0
Veteran,India,Heterosexual,26-35,E,A,-180.0158988307802,A,D,37.70362732622945,1
Veteran,India,Bisexual,18-25,D,C,32.66291464751246,B,C,-87.92183877989874,1
Veteran,Mexico,Bisexual,26-35,D,C,-8.931594168645683,B,D,-37.564716717032304,0
Veteran,US,Other,18-25,A,E,-57.99553146933994,D,A,-62.149100734789386,1
Yes,Brazil,Homosexual,18-25,A,D,36.79759973731508,C,C,-19.94948015594339,0
Yes,Other,Homosexual,26-35,C,E,63.30274667120004,B,A,-47.212513998588754,0
No,Mexico,Homosexual,51-65,E,B,62.3486971724976,C,E,-181.97294763489168,0
Yes,US,Heterosexual,51-65,C,D,-141.2671820964964,C,B,-1.1128572085455413,0
Veteran,Brazil,Bisexual,26-35,B,D,-306.12946382355574,C,E,1.1806149404496966,0
No,China,Heterosexual,65+,A,D,51.777620590976795,D,D,175.50085394312137,1
No,US,Bisexual,36-50,A,A,-102.9698520970504,A,E,-306.5380942721704,1
Veteran,Germany,Bisexual,18-25,C,B,-7.614947307315107,D,E,44.07418877146556,0
Non-Veteran,Mexico,Homosexual,51-65,C,C,85.83887519955283,C,D,175.9306780922919,0
Veteran,Other,Other,18-25,E,B,-136.58678833299453,D,E,-118.47575211097374,1
Veteran,Brazil,Other,26-35,E,E,109.12404708298689,E,A,-2.0616543877307487,0
No,Germany,Other,65+,C,C,-8.956499001350576,A,D,-241.53139007673553,0
Yes,China,Homosexual,51-65,C,A,65.58313670282645,A,B,98.68044614939562,0
Non-Veteran,India,Homosexual,18-25,B,C,-0.5452715634717645,B,B,-134.14286239523526,0
Yes,UK,Other,26-35,E,E,-48.29543594427512,E,B,20.626382296662875,1
Yes,India,Heterosexual,65+,A,B,-82.08347203922858,E,B,-153.2688413759699,0
Veteran,UK,Other,36-50,C,B,30.030444137825864,C,B,11.55559681639784,0
Non-Veteran,Other,Other,36-50,C,A,148.19595449862717,B,D,125.58216089993157,1
Non-Veteran,India,Other,18-25,B,A,-82.31656575791794,B,E,17.883174583344946,0
Non-Veteran,India,Other,65+,E,A,28.70210845080391,B,B,-51.08574683336794,1
No,Germany,Bisexual,18-25,C,A,-71.72309951151362,C,D,-73.39433975401411,1
Veteran,India,Bisexual,65+,E,D,39.945250372268035,D,E,-108.0181474776242,1
No,US,Homosexual,36-50,E,C,42.12625265336279,E,A,-27.820273797773137,0
No,India,Other,18-25,C,B,-163.97859540325922,D,A,-106.68645625874844,0
No,India,Homosexual,36-50,C,D,46.105952387805075,E,E,-123.87045837862098,0
No,Mexico,Homosexual,36-50,C,D,66.68462164684527,C,D,87.91035788941463,0
Yes,Other,Heterosexual,36-50,D,B,-166.08233042277803,B,A,10.787101795387118,1
Non-Veteran,Mexico,Bisexual,36-50,A,E,78.68799022778687,C,E,103.66697810401146,1
Yes,Brazil,Other,36-50,E,C,57.366074109245105,D,E,-172.78287380764553,0
Veteran,UK,Homosexual,65+,C,E,-148.66212586341885,C,A,163.99699611893033,1
Veteran,Brazil,Heterosexual,36-50,E,A,-235.4756031623983,B,C,-81.86350112975829,1
Non-Veteran,US,Bisexual,18-25,A,E,-102.90110752009043,E,E,157.79192725323696,0
Non-Veteran,UK,Homosexual,65+,C,B,-147.8147610806661,A,C,-53.2827353140106,1
No,India,Other,36-50,E,A,93.14178778209894,E,D,-33.50230607286412,1
Non-Veteran,US,Bisexual,51-65,C,D,-36.26973604696488,A,C,41.51944262028516,0
No,Germany,Homosexual,26-35,D,B,-66.95336477634699,E,C,-12.412339298613421,1
Non-Veteran,Other,Heterosexual,26-35,D,A,32.03977986413628,E,E,-45.248121500629146,1
Non-Veteran,US,Heterosexual,18-25,E,B,54.10215372986676,E,D,-105.29814175672773,0
Veteran,US,Heterosexual,26-35,C,C,28.356691125196875,D,D,-151.1163247843126,1
Non-Veteran,India,Other,18-25,A,C,93.38730810837744,E,B,61.090002204603486,0
Veteran,UK,Other,65+,A,A,-55.15597819588716,C,D,-55.258045347684806,1
Yes,India,Homosexual,51-65,B,C,9.921699517929655,D,E,-96.79129526274205,0
Non-Veteran,UK,Bisexual,36-50,E,B,-13.250326429160125,C,B,-32.051886204339816,1
Veteran,Brazil,Heterosexual,65+,E,B,-46.68453054024979,B,E,100.43495802611847,1
Veteran,Other,Bisexual,26-35,B,B,22.75260214003956,D,D,-10.753713221782187,0
No,Mexico,Bisexual,18-25,A,D,68.8243933715944,E,A,93.77562193714124,1
Veteran,Other,Heterosexual,26-35,B,D,48.30305143722982,B,C,15.703247699590058,0
Veteran,India,Bisexual,65+,E,C,-136.1012051637795,D,E,-21.925548871276423,1
Non-Veteran,Brazil,Bisexual,36-50,B,E,89.05457269709129,A,B,-164.96073485264836,0
Yes,US,Other,51-65,D,D,20.232689319256895,D,B,180.39847550759137,0
No,India,Heterosexual,65+,B,A,198.74787842328746,D,C,16.10092983955567,1
Yes,India,Other,18-25,D,E,-204.4291678788474,E,E,-297.38669307507143,0
Yes,India,Other,51-65,D,D,-87.62909471749694,E,C,50.13313087225079,0
Non-Veteran,UK,Homosexual,36-50,E,B,-195.02574164308956,D,B,-140.6838475874784,0
Non-Veteran,Brazil,Bisexual,18-25,D,A,-83.50639896463677,C,B,-89.12467738717243,1
No,China,Other,65+,C,D,-99.13542688514963,D,C,-79.02653233815073,1
No,Germany,Homosexual,65+,D,D,-40.40708677868602,B,B,-28.88808319931767,0
Non-Veteran,Brazil,Bisexual,26-35,D,A,49.77025558749864,D,D,-90.85878999277975,0
No,Mexico,Bisexual,26-35,A,E,21.823015985945705,C,C,-191.38703079011606,0
No,UK,Homosexual,26-35,E,B,70.23128628696844,B,A,20.48136461967598,1
No,China,Bisexual,26-35,C,A,-126.88053738160467,E,A,87.82057553984441,0
No,US,Homosexual,36-50,D,B,53.320589011043786,C,D,105.100493722088,1
Veteran,Other,Homosexual,36-50,C,D,26.5736275988066,B,E,8.886098391433068,0
Non-Veteran,US,Other,51-65,A,B,-30.053068151174063,B,D,-51.87642537297459,0
Yes,India,Bisexual,65+,A,B,122.01255993293414,D,C,-106.83524914825962,0
Yes,UK,Bisexual,65+,A,A,4.396792447088894,B,D,-153.7400866913079,0
Veteran,India,Bisexual,18-25,A,B,75.48831747662234,A,E,-257.08294460475395,1
Non-Veteran,Other,Other,26-35,B,C,-33.418403330603795,B,E,-101.56261442614507,1
Non-Veteran,US,Heterosexual,26-35,B,C,28.82220315421513,D,B,8.640211436823323,0
Yes,India,Heterosexual,51-65,D,B,29.458349867052036,A,B,33.042234480587304,1
Veteran,Other,Heterosexual,18-25,E,C,-24.889151038783268,C,B,160.25440454629626,0
Non-Veteran,China,Heterosexual,36-50,B,C,49.41327602936367,C,C,-37.05671720921548,0
Yes,Other,Other,18-25,D,E,-161.108056541893,D,C,-73.47224133511854,1
Non-Veteran,Germany,Bisexual,51-65,E,C,90.17910444099768,C,A,-41.944686129797795,1
Non-Veteran,Other,Heterosexual,65+,C,A,-95.36634394726715,C,C,-102.61206851026341,0
Non-Veteran,UK,Heterosexual,26-35,B,E,-69.10298673631684,D,A,10.052934075705073,0
Non-Veteran,India,Homosexual,18-25,C,A,-18.1663696999664,E,C,-87.2827772130387,1
No,Mexico,Homosexual,18-25,D,C,237.1462636057585,B,C,-24.53909605488694,0
Yes,US,Bisexual,51-65,C,B,3.0108877226767703,D,A,135.72742627045812,1
Yes,Mexico,Other,65+,C,E,144.93856920061094,A,C,-105.63496670179345,1
No,Brazil,Heterosexual,26-35,D,C,-5.11314424334488,C,D,239.09187893174882,1
No,Germany,Bisexual,65+,A,E,-228.60658567299242,E,A,-132.38292244059423,0
No,Mexico,Other,18-25,E,D,-100.2188926290371,A,C,-28.392247180523327,1
No,Other,Bisexual,51-65,E,C,-14.165865950374837,C,A,3.8678011070493823,0
Veteran,Brazil,Bisexual,51-65,E,D,58.857022554430394,B,B,-37.291981693589314,1
Yes,Other,Other,65+,D,A,-62.36590864858781,A,D,-113.20083721994847,0
Yes,Brazil,Heterosexual,36-50,A,C,96.3200221558963,B,C,-4.856713955025943,0
Yes,Germany,Other,51-65,B,E,62.264480555675085,D,B,26.75133628570973,0
Non-Veteran,Germany,Other,18-25,B,D,-0.026916625151139927,D,B,-285.8870525745016,0
No,Brazil,Other,65+,D,B,196.34864863862177,E,B,117.30373185720799,0
Yes,US,Heterosexual,26-35,E,A,-185.12083421757953,E,E,92.53431765588967,0
No,India,Bisexual,65+,E,E,-34.840371101705145,A,B,-9.924420367676783,0
Yes,India,Bisexual,65+,A,C,124.71099901936546,D,D,193.66083568476404,1
Non-Veteran,US,Bisexual,36-50,E,A,-127.7557742131975,A,A,72.06323578473031,0
No,Brazil,Homosexual,36-50,E,C,108.70935542946731,E,E,-0.7750739912752945,1
Yes,Germany,Other,26-35,E,E,35.73713542702718,A,C,-29.6754221229375,1
Veteran,Brazil,Homosexual,26-35,A,A,5.279494767871008,D,A,59.882886963933636,1
Veteran,Other,Bisexual,65+,B,C,70.5738436860758,C,E,234.0150819566667,1
No,China,Bisexual,36-50,B,B,-21.34903339256569,D,B,45.879517763595196,0
No,UK,Bisexual,51-65,A,A,6.030113948365347,C,E,151.20766972863012,0
Yes,Mexico,Heterosexual,65+,C,B,6.2950584928833875,E,E,76.89828156933287,1
No,UK,Heterosexual,51-65,B,A,-31.86333182511893,D,D,-121.5087342734023,1
Non-Veteran,Mexico,Homosexual,26-35,B,C,-123.6504703319287,D,C,9.690733383478047,0
Yes,Germany,Other,36-50,A,C,14.968163449594908,C,D,-126.37635763927445,0
Yes,UK,Homosexual,36-50,C,A,23.168434649298835,D,B,163.9326974908657,1
Veteran,US,Bisexual,18-25,D,B,57.06316374961071,B,A,94.57757071580679,0
Yes,Brazil,Bisexual,18-25,D,A,-204.63177309689792,C,D,99.10374320092662,1
Non-Veteran,India,Other,26-35,D,D,-75.35943890369171,B,E,-75.48540784150404,0
Veteran,Brazil,Bisexual,36-50,E,C,-17.437185002175998,D,E,-11.175286841816732,0
Yes,Mexico,Heterosexual,36-50,D,B,-23.18528055947192,C,D,-24.59308711183438,0
Veteran,US,Bisexual,51-65,B,D,111.76560091236063,C,B,239.91373659818643,0
Yes,Other,Other,26-35,A,E,74.65940990661043,C,E,84.60200077122373,0
No,India,Homosexual,51-65,A,C,121.80209352102445,D,E,-19.903235763106636,1
Veteran,China,Homosexual,51-65,A,E,-122.4145104211859,C,D,168.79086534558067,0
Non-Veteran,China,Heterosexual,26-35,C,B,66.28057313465928,B,A,-57.460184397084255,0
No,China,Heterosexual,18-25,E,E,20.772498813235313,A,E,1.0047203986327047,0
Veteran,India,Homosexual,36-50,A,C,84.87675882513624,B,E,17.499334678344713,1
No,UK,Homosexual,36-50,C,A,83.94361487161129,B,C,-254.61690893331382,0
Veteran,Mexico,Heterosexual,36-50,E,C,101.80057766226456,A,E,134.09205018559817,1
Yes,US,Heterosexual,65+,C,E,-3.259413715880332,D,A,85.51075045890086,1
No,UK,Homosexual,51-65,A,B,59.04266997076514,C,E,-34.25848538299811,0
Yes,UK,Bisexual,18-25,A,B,-54.621098384258715,D,B,129.68947943491952,0
Veteran,Germany,Other,26-35,D,C,-21.225715397129697,C,B,-170.3177358679446,0
Yes,UK,Homosexual,18-25,A,C,-135.60220547578194,E,D,-12.550017622549522,0
Yes,Brazil,Bisexual,51-65,D,E,201.56674603075442,E,E,148.97106847053593,0
Non-Veteran,US,Other,18-25,C,C,23.99393378093792,D,A,-130.0857260686483,1
Veteran,Mexico,Other,26-35,D,C,-64.35404558279264,E,D,-60.41478648786827,0
Yes,Germany,Homosexual,18-25,A,D,87.43638144530117,D,C,-202.7643838577345,0
Veteran,China,Other,36-50,E,E,21.566507140448547,A,D,75.43930795137832,1
No,India,Heterosexual,51-65,C,E,56.4010915922664,C,E,-214.73424532724388,1
Yes,India,Heterosexual,65+,E,E,130.2826502452704,C,C,-155.7820309848457,0
Yes,UK,Homosexual,65+,B,E,-44.20477984191636,E,E,-10.640831750340924,0
No,Other,Heterosexual,26-35,E,A,167.49378263549028,B,E,53.93106954804521,1
Non-Veteran,UK,Heterosexual,36-50,E,C,-17.653520937421433,B,D,50.183242802557494,0
Non-Veteran,Mexico,Bisexual,65+,B,B,88.41446068469256,E,B,122.66508355446801,1
Yes,China,Other,51-65,B,E,119.78333278964696,B,A,8.597306059936002,0
Non-Veteran,Brazil,Other,51-65,A,D,22.301659147589728,A,E,170.7163869215129,1
Veteran,Brazil,Other,51-65,C,B,-163.78589080410822,E,D,-52.92317361575118,1
Veteran,Germany,Other,26-35,A,C,27.391337359714036,C,D,14.386775502475919,0
Non-Veteran,US,Bisexual,36-50,A,C,-68.75218561641569,D,E,53.76474129372825,0
Non-Veteran,China,Bisexual,65+,A,E,65.15546580582087,A,A,-14.198490538179154,0
No,Other,Other,18-25,D,E,96.66267827192915,D,C,-168.68202378473848,0
Yes,Germany,Other,51-65,B,D,-34.42547594943646,D,D,3.2783619982112384,0
Veteran,Other,Heterosexual,26-35,D,E,-83.04271949477197,C,D,-67.799231320995,1
No,Mexico,Other,36-50,B,B,-15.093748979126381,D,D,5.896739642336903,1
Non-Veteran,UK,Homosexual,51-65,C,E,-17.612053425360795,E,E,-72.65470300639842,1
Veteran,Mexico,Homosexual,36-50,B,D,-94.04505903476344,E,E,49.62831628024553,0
No,Germany,Homosexual,18-25,B,E,227.34364209610916,D,D,-114.99389154007886,0
Yes,India,Other,51-65,B,B,-52.39871536982851,C,A,59.27173000977842,1
Yes,Germany,Bisexual,26-35,D,C,86.66653135335063,C,D,104.07887498079786,0
Non-Veteran,UK,Homosexual,65+,A,D,62.29417691582315,C,D,-225.2528721277631,0
Yes,India,Other,26-35,D,C,187.81994695337156,B,D,4.379420375741301,1
Yes,Mexico,Bisexual,51-65,B,C,68.55837188347965,A,A,-83.12877890015605,1
No,India,Heterosexual,36-50,A,C,23.41930208086934,E,C,-8.967964927505644,0
Yes,India,Bisexual,65+,C,A,44.185753911464346,C,C,-42.195633805644384,0
Veteran,Germany,Homosexual,51-65,A,C,95.50642694386796,E,B,20.493030490920194,1
