faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Other,E,21.49558230380422,B,141.36745626780564,128.16152025746942,A,0
Buddhist,D,-28.930465265600862,A,-33.83251578925639,-79.63667897083845,D,1
None,C,-14.531297434111384,E,-22.526721644082773,-38.983031553398106,A,1
Other,C,-253.83212121023297,C,-28.56085395795254,-190.3744645707564,D,0
Other,E,-105.08289332214251,B,-50.2716826786476,-27.6315819280985,E,1
Jewish,B,56.876233859716784,A,-99.8573520926298,-147.26598285259308,C,0
Hindu,B,40.462492834953515,D,118.05931573605508,9.48378156626539,B,1
Hindu,D,17.809423179356713,C,-7.843025331032476,241.90078774204943,A,0
Buddhist,B,-55.82673118656379,C,-13.975173396395297,86.78278047728078,E,0
Christian,B,45.5050202741163,C,77.3767999860299,-59.167004656742186,D,1
None,D,12.046578117015862,D,-25.14607614300302,-125.90087005668174,A,0
Christian,B,-36.37811013576719,E,-3.2322348787591046,347.2820917585698,B,1
Hindu,A,-20.623733048002048,C,-98.35123578456295,-42.63760318839401,B,0
None,A,29.67032483220391,B,84.04424571187562,72.80269498773946,C,1
Jewish,D,-10.629377035394914,A,-35.47209551564989,57.34878935393491,B,1
Christian,A,141.56461207064416,C,170.03322929623704,-123.47788657878975,E,1
Buddhist,D,133.39704410443866,D,47.1051034418606,-4.99241311775106,D,1
Muslim,C,-113.83596489936862,D,-55.498751516492504,133.22144312594014,D,1
None,A,83.78281998094361,B,78.34548860759195,42.43526860433276,C,0
None,D,-79.88807946913381,A,-14.00362605932837,-81.84703398257592,D,1
Muslim,A,-72.18269910041808,D,59.84681707257858,198.67978312305092,E,1
Other,A,-115.96823905248546,D,25.029450512256783,-28.994811158688282,E,0
Muslim,E,-94.91925615907022,A,2.4030082098607966,-45.30460019665147,D,1
Other,E,-106.47493400025971,B,-140.79557853126582,-44.49217714897811,E,1
Jewish,D,-144.31727899195212,C,-117.77210834452134,-119.37274901982569,C,1
Christian,A,-71.9332209635636,E,-151.7052586930989,-38.115246092150194,D,0
Jewish,B,-197.79685687027177,A,-125.82270916193703,-27.3371458196929,C,1
Hindu,A,129.19581461955474,E,-13.352119071051074,-14.981232649635434,E,1
Jewish,C,-126.8033136182807,D,64.74724953435596,-126.17010886081029,C,1
Muslim,B,-3.465300221257878,B,22.240134733099467,104.99791806079817,B,0
Muslim,D,-168.02796853954854,C,-6.120475294014727,68.07930342233645,B,1
Jewish,B,224.78141694308383,B,122.9114676094052,-83.45223174830197,A,0
Jewish,A,-105.63609494876687,C,-74.27884087134444,115.13921033667486,B,1
None,A,139.03978207476385,B,123.15441364739374,-104.4413996239949,D,0
Buddhist,D,118.11933399644843,B,104.09650765169502,-2.568628613713522,C,1
Jewish,C,-67.98109739835716,B,-22.366672025345586,53.53550027386304,E,1
Buddhist,D,35.71897373514126,B,-183.9880844225379,0.2897296429121721,A,0
Jewish,B,-35.64847866528631,A,41.754594344191766,33.21687737229108,B,0
Muslim,C,47.430542192136556,B,10.395464008753802,-229.3963894057308,B,0
Other,A,-142.15568852351188,E,-4.726603027165701,93.80400077820804,B,0
Hindu,B,67.16780226613447,C,-160.4368466152021,-7.113770591798565,C,1
Hindu,C,77.08614062044889,A,51.47280009635282,-28.6220004545584,B,1
Muslim,A,4.715646421388454,E,54.516907427371905,-140.11824464460338,E,1
Muslim,E,-20.97928153515965,A,88.04100882068217,-85.44948890992887,C,0
Other,B,-52.90648757280051,B,-100.85181608821733,-34.61420298609669,C,1
Christian,B,-71.8912643317794,A,1.6758288222867395,48.35350805110845,C,0
None,E,87.30994369907414,E,15.48987784736246,81.12116843437,D,0
Hindu,C,-147.03411062054977,D,47.89099441080182,-45.000385816903886,A,0
Jewish,D,47.14113715864091,C,-20.377591654016225,-148.6430554353679,E,1
Other,D,24.286962456994512,A,-13.29691502701288,-151.3649764958053,A,1
Buddhist,A,-49.698187481804666,A,-115.67034113896794,-118.53990582028007,B,1
Christian,E,83.81754986251707,A,93.65071662457525,25.277675269305956,C,0
Muslim,A,141.61445159268243,E,-99.15028608649443,-51.90146188447615,B,0
Buddhist,D,-52.53125970574064,C,-121.03239551079614,-172.33312340113008,C,1
Hindu,E,-41.84661258069461,D,124.72833157382934,86.1981224028306,C,0
Other,E,153.03923914203946,B,58.12004732601254,-82.04377425002365,A,0
Jewish,E,109.0653585832013,C,-48.77133584542539,53.77813917781585,A,0
Muslim,A,-74.78585416338028,D,70.51327734404188,-128.78560430575308,D,0
Buddhist,B,70.5125005664722,D,-124.37637066417496,92.91367570199284,B,1
Jewish,C,50.03359744968492,D,80.86335205974493,88.30532624383846,E,1
Buddhist,E,19.045729624134786,D,-31.26352424386508,-2.322250469811491,B,1
Christian,C,86.21592403332671,B,-98.98278670267771,55.56896426422359,E,0
Christian,B,3.9598504569679545,B,121.97145273908457,-6.983250189514364,C,0
Buddhist,B,106.91814076406713,D,15.984139836216793,220.09886869301445,A,1
Muslim,D,59.24649444421759,C,-2.08407700924098,-123.48419470038824,C,1
Hindu,A,8.57155826560498,E,-137.11473199711577,-22.614946125826492,C,0
Jewish,A,-274.4876511867415,B,100.56877573049611,52.07402081275204,B,1
Buddhist,C,75.8918100072604,B,64.54724666193236,78.1668838819596,B,1
Muslim,B,143.52299830351677,A,-31.98817181281691,-40.622965081009696,C,0
Muslim,A,262.41022857565105,C,-25.628894352790205,51.1899160668269,E,1
Other,E,-110.45552520164463,D,-62.764475772881966,-29.541575869018892,A,1
Muslim,D,-37.626013608229755,E,-166.75716201421986,31.035868802856804,E,1
Hindu,C,-163.40705933078618,A,-91.17524217824389,66.2385601228184,B,1
Christian,B,-22.703923316248098,A,-242.25855896163054,36.93534571706142,C,1
Other,B,-87.55129671676018,C,49.391420671437686,-9.450180912561443,E,0
Muslim,E,-75.85543851151421,D,230.53614901503846,6.046828743402389,A,1
Buddhist,D,27.210758145672497,B,-90.44572967783758,35.14456435321115,C,0
Other,A,-216.40548826577592,C,44.966877929491844,-40.831179889811246,C,1
Muslim,D,21.457564914579514,A,-7.436906875745156,131.03029051793925,C,0
Hindu,D,-118.64872374086804,B,211.74872928102863,-177.34760627073607,B,0
Hindu,C,105.02359256465843,A,95.01508894054797,47.53650337988453,E,0
Hindu,D,-20.839344631014164,E,-54.36423058092228,-2.602952849679951,E,0
Buddhist,D,-18.433365641185944,D,-111.78986571811491,81.50168723817282,B,1
Muslim,B,-24.221758842400668,C,41.79106220618465,-105.85740458955382,D,0
Christian,D,19.68464191874888,B,-77.72518220857224,-72.28898421874206,E,0
Muslim,C,-101.61641835766864,C,-131.0449277767758,50.969229383156666,E,1
Jewish,E,-156.70543064577578,B,97.63151763748343,-137.04589446764825,C,0
Other,A,-76.46049723428094,E,38.53632549063721,70.22956431770001,B,0
Buddhist,E,75.72204075393634,A,93.5748750307857,44.989960552878586,B,1
Other,E,55.73911982377753,A,-19.297096271074004,-125.23624605790968,C,0
Buddhist,A,-28.321908091853498,C,-145.84022342460608,55.82112512828314,D,1
Hindu,A,-97.33520371078593,C,-117.17217977985533,36.88622247326253,A,1
Christian,E,61.35492569030126,C,-100.2531758178953,14.296618902096322,A,0
Buddhist,E,-18.03637049597258,D,-8.240742405844465,67.35124241221989,E,0
Hindu,B,-35.075901269041076,B,-116.98807842168215,38.12378358200563,A,1
Other,B,39.903582852005364,A,-65.32135795666801,-187.82113624656645,B,0
Hindu,A,62.12603931182548,E,136.46327212941324,-110.26868959840013,E,1
Buddhist,C,283.0836810574747,A,21.06422779897318,-246.8523067792786,D,0
Christian,E,107.39177838052561,D,-63.34111597377897,-102.15733810579366,C,0
None,D,71.57004015285051,A,26.757726309908104,-0.3413165314341666,E,1
Jewish,A,90.48815904853365,B,-0.8083096957559757,50.01593863626487,C,1
Christian,B,-45.53517940200843,B,204.48049419947142,-55.799839811395145,D,0
Other,A,120.44931511718002,E,38.59920159425112,9.576779103079456,A,0
Muslim,C,66.71441591569487,C,64.59648003668967,49.210748327318235,A,0
None,C,104.07496109461005,E,-131.91494407229635,-36.04235766919789,D,0
Muslim,B,97.64902634547606,C,-196.54107441274905,-171.69668553258572,C,1
None,D,-138.21297019193503,A,49.769451487676314,-124.87848800238761,D,1
Other,E,105.07025840958907,D,-83.04550267929531,-1.1074217325802072,C,0
Hindu,B,25.829846277122915,D,-63.4298935492874,-111.7219948560199,C,0
Hindu,C,16.087505689062848,A,78.35005464398533,35.15985094042326,B,0
None,E,69.45633480322113,C,127.27029828560794,21.653224251851867,C,0
None,E,-87.51719041373057,B,77.59812900391383,-145.31561596130936,D,1
Buddhist,B,15.680253081898849,A,138.94965973375037,-24.6023395363436,D,0
Hindu,E,-116.73201692815331,B,212.63475768686993,-178.5898176239677,B,1
None,E,-64.64253160360471,A,20.305145577214027,-8.553707495813704,C,0
Jewish,E,-5.966776953548512,D,76.22896595826876,-235.33445458409136,C,0
Christian,B,67.76557317203348,C,-127.42007049978731,48.97397163232739,B,1
Muslim,A,-134.3104196988235,B,1.427238469561124,27.855864485743474,B,0
Muslim,D,-99.5634698774639,C,-113.30078423927199,-211.03229786744103,C,0
None,C,114.87026446589117,E,14.14528139432258,70.84759339791307,E,0
None,D,52.73071692272163,D,75.25661357081623,-50.31391564771057,B,0
Muslim,D,45.30182024563872,D,40.24619368472622,175.84131920654983,C,1
Hindu,C,195.26646367178552,A,-66.37921190493708,27.936898930575953,D,0
Buddhist,B,-43.727095898921476,D,-11.721879188594901,-3.651884795951947,B,1
Hindu,B,187.82639224415473,E,76.81007623859138,45.183919193219786,B,1
Jewish,E,-6.266172962524287,E,-47.91435470354047,64.33117442236296,A,0
None,A,145.28369695182542,D,-77.72687871629584,-54.093851950062145,A,1
Muslim,C,43.822069172646074,C,-53.4549622280975,-132.37206594269534,E,1
Muslim,C,-298.42937752290806,B,-51.1925601912415,-81.19827441619726,D,1
Buddhist,D,101.50401685816416,E,-50.465444473653285,115.2334342496993,C,1
Hindu,B,53.72439390369902,D,-87.35922802877538,-7.719380254680528,D,0
Other,B,29.76620224486365,D,-25.56504119873614,17.26796129412119,A,0
Jewish,B,72.43401711090812,D,-59.25436644937386,-106.13077620940759,A,1
Buddhist,D,147.5135209544864,E,153.6787571630973,-17.20235687305396,E,1
Buddhist,B,143.76376678632167,A,-36.655181627541936,105.91066063642,A,1
Hindu,C,177.59195418327306,A,-4.041463048642018,-3.241268928375449,A,0
Christian,A,26.92963154143928,E,-49.52575310645882,-17.08408415366865,C,1
Jewish,E,370.04298519413715,D,21.155124517418674,-82.26878136496155,C,0
Other,D,181.36431391364192,B,175.68627882728134,-113.80916322922954,C,0
Other,B,-3.0606087864138956,C,-30.576172821018986,-88.02821622113092,D,1
Hindu,B,1.2068321330689211,A,99.09219340824322,37.661092174769514,C,0
Jewish,A,-50.18073219702687,A,12.303954191940175,105.7942930474415,D,0
Jewish,E,23.27371560694129,D,132.58845584305766,26.589255829817326,B,0
Muslim,D,-29.426261957249395,E,53.635849248924025,-130.1485143053509,D,1
Muslim,A,-22.146061337710133,B,-154.64443639623175,49.710769665214436,B,1
Christian,B,60.95022131345341,C,180.80152449658286,-36.588391913501894,B,1
Hindu,D,-24.083246311440615,E,138.24646123366512,-87.08075330445011,B,1
Jewish,E,-85.33587546397771,D,116.0250177806444,-32.34079627646835,C,1
Jewish,D,2.7049621341194636,A,-155.53762247398853,53.590418866993396,A,0
Hindu,D,112.57472499897843,D,152.64339672286428,-31.866845513722154,A,0
Buddhist,A,34.271686163150626,B,87.3328084452613,-41.93589607423425,E,1
Hindu,C,119.49728136355738,D,146.49864790778474,-21.164346103437587,D,1
Buddhist,A,10.748452750863548,B,47.86368717054965,-35.07281905244184,C,1
Muslim,D,5.591857095304297,D,-112.3599710393131,-104.31885610493245,B,0
Jewish,B,-140.6990395054554,C,8.154341124689694,-56.60405316760544,B,1
Hindu,C,3.0993181328865247,C,-44.47689129482502,116.61747958082181,C,1
None,A,-11.19445394095971,C,195.66989303835553,-167.90902505742034,E,1
Christian,B,-60.661086872923974,A,-20.876311175868643,-7.550294366783948,A,1
None,A,-61.49528683942936,C,-19.151115645209686,-51.86382538647047,B,1
Jewish,E,-39.97160640672732,A,4.62659818863627,-20.48827718511468,A,0
Muslim,A,-35.211750499525614,D,253.85571232456198,-18.274454397260758,A,1
None,C,68.07566001274604,E,-155.55805275910123,9.94655946433971,C,0
Jewish,D,218.16690251251805,C,175.2661720713145,-99.37704982337917,A,1
Jewish,A,57.14121812490518,E,-255.39953294430538,-146.7631080537165,B,0
Hindu,B,140.64649154805016,B,105.0027427564238,5.805533574279437,A,1
Hindu,D,-98.80087212366317,D,3.788981964479686,-87.27067613489605,C,0
Jewish,B,-21.602060317662907,E,-66.34906387304983,-133.15493478451504,D,1
Jewish,A,-11.711470628518926,A,22.684897886272402,-15.352135745865555,C,0
Jewish,C,356.8928849472495,D,35.00685917201404,41.848455390678744,E,1
None,E,-160.04503688534976,D,-17.336665415136025,-158.07331105878782,B,0
Buddhist,C,-112.01380753867166,D,-130.26437557987597,-35.334394890483615,E,0
Hindu,E,73.5079705005608,A,127.36433767303343,-128.69003367041108,C,1
Buddhist,D,109.9002210172723,B,-58.496002494962354,11.176041080239225,E,0
Christian,C,28.834302900579257,C,133.2670906143661,-115.78745008636359,A,1
Hindu,D,65.65243649326767,E,87.92782844769192,-99.21427336450103,C,1
Muslim,A,-330.9027586430402,A,-52.188096342549365,-127.01257332463732,E,0
Muslim,C,-145.6021019823104,E,-224.59582307577236,-54.46183129143479,D,0
Hindu,B,-135.4888018175345,A,293.54517140616144,-74.58142797815141,E,0
Jewish,C,-116.00709825448897,A,72.14094159733031,77.03638651595833,E,1
None,B,79.80424624236569,A,-20.967640413367384,-89.864828125489,E,1
None,E,33.078719639358475,C,-123.03281704347722,152.15789860334797,A,0
Buddhist,E,-140.37198074652437,E,77.73960929993198,19.675518455200027,A,0
Christian,A,-58.621943496651674,B,38.827576262197795,131.43991895633204,C,1
Christian,E,-51.35778600673056,C,215.428369526261,-30.68650951983071,A,0
Muslim,A,121.89020825948889,E,-100.38791518725941,-14.111326455214574,C,1
Jewish,D,75.08656007326861,B,97.7968172739345,186.08867601416623,E,0
Other,A,70.27652717191877,B,86.41950283611538,66.37908948530003,D,0
Muslim,E,-43.220411489377184,D,-28.72217869565234,-123.8618958558565,A,0
Christian,B,120.88902359119874,D,74.85515776228992,55.398254046895836,B,1
Hindu,A,-49.96852311464561,E,131.48876775348404,120.34470823007175,E,0
Jewish,B,13.749438293746294,E,-82.3552354029914,1.9738250051599175,C,0
Buddhist,D,-64.76182485977539,D,4.0719608575004145,-40.45705691589298,A,0
Other,B,-44.728012180601986,E,24.06751450398086,-17.68154497480237,C,0
Muslim,C,-8.21605612623709,E,158.16182859090773,71.80820663975068,E,0
Christian,D,38.28073729413484,D,50.091311942308124,-2.622945527979463,B,1
Hindu,D,182.17067313136974,A,179.84051164680952,34.31889190842923,E,1
Buddhist,B,75.50351006972672,E,196.7756080074765,46.645552945757935,B,0
Muslim,B,-132.41568046804937,C,102.25460448157983,-65.85746263946756,B,0
Other,E,151.06822567552416,C,25.50436122970707,117.82225451742745,E,0
Hindu,C,-17.863039602364847,A,79.31919067376201,-128.10858689257094,E,1
Christian,B,-97.53007075037091,B,-47.92974741201203,-64.4661081642922,D,1
Other,D,27.018622083388443,E,-43.08313598701856,-93.39473513781232,C,1
Other,D,65.13944419009488,D,-10.583604673294527,-25.523662339933683,C,1
Hindu,E,-88.01272036556718,E,-67.21304988804717,82.4772470098027,D,0
None,A,79.25366650271104,D,25.27928952550271,-92.6303627391883,E,1
Buddhist,B,33.92075402652925,B,-63.83417479770607,-74.79908367933375,C,0
Other,D,-44.39559573330755,D,11.026281208388118,73.31733459841516,D,0
Christian,A,-162.54828498222665,A,-63.37135937681474,-67.47458852027167,D,1
Hindu,A,77.770423617787,D,22.479121529564956,-32.52470752045149,C,1
Christian,B,61.09323326132726,B,-90.1451028888476,-37.06196803818661,D,0
Christian,B,7.122661648086469,E,4.152156850414935,188.45193980886168,B,1
Buddhist,C,81.60339064400284,A,-113.8513540725111,-82.64257681622583,C,0
Other,C,-142.81027737106118,C,-40.22233124274726,-47.664312947112194,C,0
None,B,100.84195879647204,E,-64.92109987106831,139.63448238784167,B,0
None,B,55.619123084374145,B,69.9688580279312,98.88972736698459,B,1
Buddhist,A,-117.21547164056246,A,-34.80410809034871,-174.16992264042767,A,0
Jewish,C,-30.544687479644107,E,80.27003819326777,-12.915824624567865,E,0
Christian,A,55.787600075751406,A,12.461703469027558,21.696288325491782,B,1
Buddhist,E,23.5265825881396,C,80.04803591746175,72.57245234876781,E,1
Muslim,B,-109.67250842385876,C,-77.42470760889763,-5.039131799873199,C,0
Hindu,E,-33.8277475997383,C,-102.13682398872479,67.49891944523357,C,0
Jewish,A,-32.31293120449985,E,54.92979415259583,47.85916230090925,C,0
Other,B,-162.96166785215587,B,3.2067590091267006,-53.076492450995715,A,1
Muslim,A,-131.09623170209517,C,-32.25591969038054,61.81156025270097,B,0
Jewish,B,-164.24672355017907,D,-32.02180522262047,152.62523740711796,A,0
None,A,-111.57869703271655,E,176.6178241408876,49.56071108411166,E,1
Buddhist,C,120.92821554428026,B,92.24540144745973,-0.7231058681167746,A,1
Christian,B,-94.5693685538354,E,-37.94413444703436,28.705082558492684,A,0
Hindu,C,8.366207289168551,E,34.240744618234835,77.17331637415634,B,0
Buddhist,E,8.873314260006513,A,23.643913875686533,-7.669026298137186,C,1
Muslim,E,-178.06881867310875,B,-66.88219718612979,-61.4793643923219,C,1
Other,A,60.98559182180434,A,-135.92440010669472,29.81469937343698,C,0
Jewish,A,124.55350887560964,A,199.3593938255851,87.12573366062253,D,0
Muslim,C,113.34765160354043,D,44.231250492506135,-85.23636894535821,D,1
None,A,128.6500913084314,D,-78.72760392576961,-54.902899080196164,E,1
None,C,2.5969554827654164,E,133.14394826416404,36.25116869479127,E,1
Christian,B,-55.11342989338656,D,27.257087624853426,-163.40706586505848,D,0
Muslim,A,35.30029540444309,C,53.21447545738468,-56.24121260726322,A,1
Hindu,E,-137.36558872285957,B,19.109470112192522,111.32619616682237,C,1
None,A,69.77735855683227,D,7.117933558375762,-107.50063201990724,A,0
Muslim,C,119.22171466716776,D,-81.82700486381012,224.0121697076476,A,0
Christian,A,-81.90907703908121,C,-61.60542639130464,221.22576284766814,D,1
Other,A,-15.07177406534723,E,150.29468232228461,28.097122981035945,A,0
None,B,-145.484009361398,B,-224.36080638159353,143.13595721552608,E,0
Hindu,A,-52.744054612202376,C,179.6699756227394,202.46495438070542,A,1
Christian,E,19.379750707049862,A,174.05370964577034,-182.35643169686503,A,1
Hindu,C,101.04759858157819,D,-102.26040681189122,-6.245193315338282,E,0
Hindu,A,102.023772333643,B,33.94778848349542,-116.80243520639202,A,0
Other,D,46.12922164707462,A,-30.154587708539744,-67.42410572426299,E,1
Jewish,B,-132.3105369987972,A,-21.203732360267306,172.69600308149745,A,0
Buddhist,C,214.13045958817182,E,36.13077836425501,-16.56312260441841,C,0
Jewish,E,95.751767993665,B,-150.3659182230894,29.577269261924528,E,1
Christian,A,-0.6715807211943745,A,-50.98841350606773,-55.591765724337584,C,1
Muslim,D,-45.65785043348568,C,-160.81145298240267,183.97783499161272,D,1
Hindu,A,-102.1081865666551,B,-35.2083334689908,-12.797568119539909,D,1
Buddhist,E,4.264068800532484,A,43.213751573911956,-52.17115811912372,D,1
Jewish,C,24.895096368382045,E,-202.36129353421765,147.01061189711973,B,0
Buddhist,C,-41.300973166816874,C,89.56671776338744,18.239815831093402,B,1
Jewish,B,6.403013333011469,E,-141.6817026524975,10.29740983002106,C,1
