religious_affiliation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Buddhist,B,E,C,A,E,D,E,50.982828108546094,-98.44488155172021,D,-105.65467239540934,29.379786074595625,D,1
None,B,C,C,D,D,A,C,215.8597221976037,-59.41572254798846,C,43.80745728433937,-88.28014290740637,C,1
None,D,C,E,C,E,D,A,266.16426643511653,-39.5058010215947,B,-188.78054281974735,-172.50214051498935,A,1
Buddhist,C,B,B,C,A,E,E,-38.93754060367359,-79.18505914095375,A,190.78172325024948,164.07863146310257,A,1
Jewish,C,D,D,D,C,E,C,-85.41748923354068,21.09853557229352,B,52.22241599264095,-149.77937512097944,B,0
None,D,C,D,D,A,E,A,-5.489544274891664,-153.3062431217527,D,102.01512439812956,69.6907928759809,B,0
Christian,D,D,B,E,A,C,D,-86.30445252769326,163.5276050362241,A,9.148598884669255,52.22552383729734,C,0
Other,A,D,B,E,C,C,D,-63.0148618114409,-29.87806566969507,E,-0.972610772876922,87.33115499021764,A,1
None,A,A,A,A,E,D,C,16.42599543348851,163.54054453200834,E,-141.43476830059197,33.71302839727003,C,1
Jewish,B,B,C,C,B,E,E,24.464671098776495,74.16812752710842,D,-43.76067471068214,-77.15371997867221,E,1
None,C,D,D,C,D,C,A,-62.65313319081083,-114.47551893576524,D,-133.90235493033026,-53.25379590390666,A,1
Hindu,A,D,C,C,C,B,B,56.45437467672021,-60.82716773462244,B,-13.069641668686247,62.82294273807095,D,1
Muslim,A,D,A,A,C,D,A,-183.96249664940342,38.662473200659626,B,61.13052551166087,-52.87553412680569,D,1
Christian,D,E,C,B,B,B,E,64.80267669841986,61.86249164913179,A,12.104853285059914,18.26241393403056,A,1
Buddhist,B,E,C,D,D,D,E,-0.2405202770080613,84.8770923575714,E,-125.06321460060626,-133.63062584747956,E,0
Christian,A,D,A,B,E,A,D,104.19850764751324,-131.832987477424,A,-145.96039016042423,16.346923632171002,B,1
Hindu,A,A,C,D,A,A,D,108.79055724541149,184.14421631366514,E,-100.99234236740698,-32.59511887102241,D,1
Hindu,C,A,D,E,D,A,B,-49.42303180919447,-6.254504348873241,C,-204.80733792097277,-3.5651982749752684,E,1
Muslim,A,D,A,E,C,A,A,-72.0969075499946,43.29855306932431,C,-4.027831277625646,-0.7232828508535584,E,0
Hindu,C,D,A,A,D,D,E,-13.437082736528538,-28.3735692298698,E,-0.6295132718955402,67.24322890535753,D,0
Christian,D,B,A,C,D,C,D,-99.71300290202561,-15.969496259575791,C,77.00748650587059,-77.59602411757773,E,0
None,A,D,C,C,E,D,A,-80.13970900025879,-117.32317451185428,E,53.47579679273402,50.6815114787165,C,0
Buddhist,C,A,C,D,E,C,C,-16.904626692068014,-0.5081714066542129,A,-112.15032899251854,-110.6869911817149,A,0
Hindu,B,A,C,D,D,E,A,-92.78268119543651,105.47373355221923,C,-160.98938028701107,-8.89867973749688,A,0
Muslim,A,B,D,C,B,D,C,-218.55102412351255,30.985752055592148,D,-10.733069707343958,188.95654215165004,C,0
Hindu,D,E,E,E,D,E,B,-66.86010035808235,8.355625675484577,A,-20.412757164831095,-65.1562924842426,D,1
Buddhist,E,A,B,C,E,E,B,-156.75361261124064,-114.72442539541117,C,45.157324896729136,-21.42235857703538,B,1
Hindu,E,E,D,B,A,A,A,-49.769091985659436,138.0794215182505,A,36.9804690243505,-65.39927649648767,A,0
Christian,A,A,C,E,D,E,D,-67.33962182586323,-33.50315078948064,D,-62.061132283989174,-62.71340406561258,E,1
Muslim,D,D,C,E,C,C,D,62.575424291697544,56.41161445272173,D,-22.344824770199807,114.38486804654806,B,1
Hindu,A,A,A,C,D,A,A,-21.541660399291583,-23.62637487191217,D,-130.53650600980174,-79.92151547590602,C,1
Hindu,D,D,C,D,D,D,C,61.232942476843434,97.24658383073034,D,-104.78210923767217,193.41063475163799,B,1
Buddhist,C,B,A,B,A,E,C,-17.160339822486865,69.27782859578706,D,82.57028957871341,49.491484899407595,B,0
Christian,C,E,B,A,D,D,B,-30.36355994301076,-12.588482922396995,B,63.56523590971269,90.4655781624723,A,1
Buddhist,C,D,D,E,C,A,A,118.55582110846017,-64.84300232282325,C,0.9348910448773704,157.98390713712033,E,0
Other,A,B,B,A,A,B,B,56.31363038933643,1.240924897355581,C,139.06665019654793,46.016277984387735,C,0
Hindu,B,C,D,E,E,B,C,96.9400996925842,87.1038097920385,E,-17.690580744833127,-94.95655905214974,A,0
None,B,A,B,C,D,E,B,25.095866579481584,-123.61045131626244,D,46.93216960121545,35.89570688371014,A,1
Hindu,A,B,A,E,C,C,C,115.2912719384604,154.85954294082762,E,107.02207159886119,-175.90600109007312,E,1
Other,B,D,B,B,B,E,B,89.63039793176037,30.611970358813196,A,150.48835368693085,109.62584083298059,B,0
Buddhist,C,D,B,D,A,C,D,12.84966268434277,169.98482946062387,A,-1.7900007524795973,-201.94364501508008,D,1
Other,C,D,D,B,D,D,D,-6.5493913675823485,-46.872353042728,A,113.10767165482925,84.76728811705543,E,0
Jewish,D,D,A,A,C,B,C,43.637277471467215,-138.6259332454586,B,-6.354896431873976,-129.2228820998891,C,0
Buddhist,A,D,B,C,E,A,D,-141.0242686611274,98.20307549435267,D,-134.71188427031205,21.49169874531049,D,1
None,A,D,C,C,E,A,C,5.904948125573722,-11.17846279781945,D,120.83639373136388,27.97065283622498,E,1
Christian,B,A,E,E,A,C,D,75.90223663359951,4.737039626042906,B,115.25357288863383,-32.847228534939546,B,0
Muslim,D,C,D,B,D,C,A,-134.49171138198884,-23.477330484246295,E,45.42230105424151,-8.071071579800208,D,0
Jewish,A,A,B,A,E,E,A,112.11966046163904,26.502472522488773,D,28.45847778014302,88.18991729007514,E,0
Buddhist,B,B,B,D,C,E,C,113.52926568713909,-192.445228150619,C,176.08305921788929,-93.41401046005056,A,1
Buddhist,E,A,A,C,A,B,E,152.66775909534365,-71.11440707196456,B,-10.475222989309925,18.160685661481573,C,0
Christian,C,D,D,E,D,A,D,17.045636819839743,189.55340451280819,A,-108.11974016322345,85.67546363251525,A,0
Jewish,D,C,D,D,C,B,A,40.789014826295436,-108.18752407436227,A,114.38839699210854,-51.42070868609526,B,1
None,B,A,A,A,E,C,B,60.83827798507527,4.136201404895516,D,-156.69930920307576,-142.4396976340322,E,0
Christian,D,A,A,A,E,D,A,-129.45228818443258,65.11550388389713,B,169.82006796003847,156.05495663628983,B,1
Other,D,B,C,C,C,D,E,24.81136258390583,-36.902150259996866,A,-2.297491250556992,99.13027173541941,D,1
Christian,C,E,C,D,B,D,A,-95.44904869915698,148.1794488301599,E,-213.11717449980642,145.89074784143313,B,0
Hindu,E,A,A,B,D,D,A,-50.457596335520826,-37.790933537055274,A,104.29418784057522,-42.612124808633276,C,0
Buddhist,E,A,A,A,E,E,B,-135.35188144502905,-98.19474100498621,B,165.7643163151286,-130.87716667565127,B,0
Muslim,A,A,C,C,B,A,A,15.08986104731583,57.87592230845462,E,63.5718901682242,-66.50431194251264,B,1
Christian,C,B,E,E,E,C,D,-7.6365380007326555,110.28036607268254,E,90.1358012850532,112.82982799336492,C,1
Muslim,C,A,D,E,B,D,C,68.10193611118525,-61.03258720438468,D,87.84797420155867,-233.15909813214125,A,0
Buddhist,E,D,B,C,B,A,B,-54.894318191286715,-216.3354864970094,D,-121.09031933146758,148.85839560693532,B,0
Buddhist,A,D,E,D,A,B,B,-41.26062376360429,86.00781749694151,C,-30.763282280062178,0.23865608266144625,A,1
Hindu,E,C,C,C,A,E,A,192.63676140873923,-53.57023889407904,B,-86.77452632730459,-43.974526978024016,E,1
Buddhist,B,E,A,E,D,E,C,13.894448613102872,-80.65108405377687,A,1.2133541211463972,-40.536587759372274,C,0
Hindu,E,E,A,E,E,D,B,-100.78757051297475,46.085297014152225,E,96.71029306068947,111.50232237252224,E,1
Buddhist,B,D,C,A,A,A,D,-44.82641599996473,-39.11525607698771,A,102.91940352022672,-65.47950814378058,B,0
Christian,A,D,C,E,B,E,B,22.028915269861475,-111.93170736566825,A,98.33362341372991,16.05389905038487,A,1
Christian,D,E,B,A,A,A,E,21.649673839544732,-19.467673009693474,A,89.43912483523239,-182.41576014269305,C,1
Jewish,D,D,C,B,B,B,C,-121.59873858245966,-154.65092704170576,D,65.07290007659766,87.67451013986876,C,1
None,A,A,B,D,C,C,C,114.49096739390068,-42.65216925498407,C,20.1850144568469,-1.9291897732090546,D,0
Other,E,E,A,C,A,C,B,-49.83845587998941,-138.95277906402302,B,51.78611918295702,102.51424479482924,C,1
Buddhist,C,D,E,D,C,A,E,-266.3501557739935,190.44596715654967,B,29.07527196538164,1.1237393152087694,D,1
Muslim,D,B,C,B,E,D,C,-113.95614008319315,79.67504967181122,D,122.94869182358357,149.0864220794319,D,0
Muslim,B,D,B,D,A,E,C,53.31840658617375,18.943393456629224,D,-65.80395588821679,79.64978497006321,D,0
Jewish,E,E,C,C,D,E,E,103.91112268516522,88.63283970562067,A,87.31617398360059,-101.17018811846133,E,0
Jewish,D,B,E,D,C,E,A,105.37274550729514,-148.90451872667526,A,-54.69898692276847,79.04240738314921,D,0
Jewish,E,B,E,C,D,A,A,109.74721700812479,25.963575690421862,A,-5.155867796719852,99.10566442136226,A,1
Other,A,B,E,B,D,A,D,-57.04042017670968,71.41580064993305,B,178.35699141300097,178.5144826533307,D,1
Hindu,C,B,A,D,B,D,A,27.16500900958105,68.45533002726316,B,-90.33472048787384,-108.51510262484977,A,0
Muslim,A,D,A,D,C,E,A,-93.164513219874,-85.96681143141132,E,38.29671054599729,201.35379078369536,C,1
Buddhist,E,E,B,C,A,A,D,38.27195216106056,-15.444531512052464,E,-42.987004065158146,-26.484222992969432,D,1
Other,D,A,A,A,B,D,E,-145.31306397414866,-1.2787988967696307,D,-62.78907830986762,120.51853053858801,C,0
None,D,A,C,E,A,E,B,45.077277724186835,131.05978943990462,B,113.05767230717282,9.001953104076362,B,1
Hindu,E,D,E,D,C,B,E,-101.59391406288015,-121.4234797510068,D,-32.79225942409541,-16.38060117413012,C,1
Other,A,E,E,E,D,C,D,-18.59076820177677,78.346581246867,C,-83.19456065904033,-148.80128098163797,D,0
Muslim,B,E,A,D,B,A,B,9.81163826045946,-13.215790111079706,D,33.28964802114167,-93.68845262766932,E,0
Jewish,E,C,D,C,B,E,D,60.094053797954274,-54.9366934079057,D,61.23756864648696,32.96753533035568,E,1
Other,D,D,A,B,C,B,B,142.6562241718332,8.433187436097542,D,261.1699203348615,5.634375030778973,D,0
Other,D,A,C,E,C,B,C,25.18689029410633,13.578119500963002,E,131.5717763476414,-116.7010458967904,D,1
Jewish,D,B,C,E,B,E,D,148.47360373826046,36.8088536106351,D,-147.95317882190565,-118.1336700490617,B,0
Jewish,C,C,D,E,B,B,A,-61.613705273561195,-83.83378507366903,D,130.0479631870551,-33.40193828632961,E,1
Buddhist,D,D,C,B,D,A,C,-85.55848899979026,57.181988752586086,B,-1.1284631464803638,65.56756308738444,E,0
Muslim,D,D,B,E,C,B,B,-28.85104005757302,156.04234273589714,B,-76.69536051967218,55.41962832010228,E,0
Other,C,E,D,A,E,B,B,-41.38247878002381,126.58886091234353,C,26.619451472925544,107.25878309198072,E,0
Christian,D,D,E,D,E,C,B,90.36272939287367,25.79154961301265,D,82.87279072157028,15.460872379428178,C,1
Jewish,D,E,B,D,C,B,C,58.026665583531454,168.25125000397833,C,-84.58819049477387,-177.00568734522176,A,0
Jewish,A,E,B,A,C,D,E,32.49575846750043,-138.63019745792008,A,-87.4983015933306,265.6893484263712,E,1
Other,C,A,E,B,C,B,D,80.49647612831541,115.01296073356295,D,22.012685015586346,171.06845559745514,A,0
Hindu,C,C,B,D,D,D,B,-229.92319166863493,-90.79341757792972,D,-107.55387679590835,111.18819809149916,A,0
Jewish,E,C,A,A,C,C,A,7.458244185393796,-330.107485281263,A,97.05937173704609,81.6909568874265,B,0
Hindu,E,E,C,C,B,C,E,129.04858913022403,22.374305857701234,E,-130.44852200853595,6.7032073556445955,A,0
Jewish,B,E,A,D,D,A,C,-82.76492122696204,57.240638342727,C,173.56570455594553,91.31739721021354,E,0
Buddhist,C,D,A,E,E,D,B,-124.77817274592478,38.52296565896983,A,-62.35805373208966,-75.98321791540428,B,1
Buddhist,C,A,A,D,E,E,E,-150.90567173735016,-111.334311929876,D,-102.77257202439453,272.01257431237997,D,1
Jewish,D,E,C,B,B,E,A,-240.83981962115794,-120.69037555248552,E,-85.56076387132399,59.35012283366953,B,0
Christian,B,E,A,A,D,C,A,-10.720421089287296,92.3832737252227,D,-37.39967854583818,30.263035300645186,D,0
Buddhist,C,C,A,E,C,D,A,163.60321404183807,53.139932466947506,B,-72.53302754685208,35.81244010580898,D,1
Christian,E,A,B,C,D,C,D,154.50591382367392,-94.12776994069489,E,-73.4732224409724,-22.72747484569011,E,1
Christian,D,A,D,C,D,A,C,2.7533891495639797,258.486162873879,B,14.968879595265323,80.60205290553174,C,1
None,D,B,A,D,B,E,E,9.534138558264427,-113.95537278017511,B,25.16045673038665,129.7565980656475,C,0
Christian,E,E,C,A,E,C,D,369.00911668898794,-142.6674841726838,E,-58.44871068987274,80.85431394407847,E,0
None,B,A,A,E,C,C,B,-125.18480728804514,-57.080620672902135,C,71.49488093604874,-48.499240668566,D,0
None,C,E,E,D,C,E,A,-39.70111972586624,-136.0097185291399,A,-11.335750144836716,146.29468000019784,A,1
Muslim,A,E,D,E,B,A,D,-55.16142940043288,129.91460681752773,E,-54.27485980310291,-1.1196473545059047,B,1
Christian,E,E,E,C,C,A,A,64.15753921486187,-79.8194522760067,A,-38.34068732578342,-27.591963468303465,A,1
None,E,C,C,B,E,A,D,-20.353889308530448,-117.5444478807918,B,138.8373280429045,-89.32952962251808,B,0
Muslim,B,C,D,C,E,C,E,-142.93603237138527,86.8284222944968,B,80.69987183341797,-8.384648104625454,E,1
Muslim,C,C,D,E,D,B,E,48.68616985394159,159.9728279795754,B,41.30260675976095,-79.30957595327732,E,0
Jewish,C,E,B,E,E,A,E,165.8860698179974,71.14126016199562,A,-12.75008470905572,7.328791600362897,B,0
Other,D,B,C,C,E,D,C,-39.63755122212721,79.79363129396336,B,-11.92831543623266,-52.847824482105146,B,1
Jewish,C,C,C,E,C,D,C,80.51069821580283,-37.932123765315694,B,44.443240603730075,3.5337415439347772,A,0
Buddhist,C,E,B,B,C,E,C,-16.285933139658276,-75.20450873776281,D,42.08287760267977,78.65196557420037,E,0
Jewish,D,E,B,E,C,B,B,66.12610104787406,-19.17439069058605,C,-43.973335337785386,96.0408859794447,B,0
Muslim,A,C,A,E,A,A,C,-27.061932944235828,-43.26417480311414,A,141.75761922758767,-3.5857414985516076,B,0
Other,E,D,C,C,C,D,D,165.13828848098694,108.17103194112754,A,-93.4852756910642,26.534387132762355,E,0
Christian,C,E,C,E,C,B,A,87.09724109244068,-15.088963663090412,D,-41.170789326083664,-97.33690617226489,E,1
Other,C,D,E,A,E,C,C,132.9831616529573,-14.255005158515383,A,-158.99313713989238,125.61839657056188,E,1
Other,C,C,D,A,D,D,E,-92.35669669106306,-182.6230695190995,A,-29.818273883520586,166.55988716032866,C,1
Jewish,E,D,D,C,C,B,C,-117.62882726913652,-44.73003994680321,A,69.19848071961059,-91.7620992168003,E,0
Christian,B,C,A,D,A,C,C,-135.92473963368982,-65.68096495675171,E,-22.558823360106604,-149.25778775136774,B,0
Jewish,D,B,D,C,E,C,E,33.14637944960299,6.236540262538688,B,63.249489731222795,-42.32781194630207,B,1
Muslim,C,E,E,D,E,C,A,-13.139392199913763,16.972874392137488,A,-20.309050446439166,54.184076833276485,B,0
Jewish,A,C,D,B,A,C,D,-17.63511822224385,87.25917317756321,B,30.887714240823655,-34.93429681690365,C,1
Buddhist,E,B,A,D,E,D,A,144.6330702413605,40.516653442955516,E,-193.59066529047442,3.4113007403748896,A,0
Other,A,C,B,C,D,A,A,65.03378120307801,-245.962900893412,B,-54.63088374364169,172.79339342039174,B,0
None,C,C,A,B,B,E,E,-39.42149479471098,26.294578431959557,A,-169.18676156704197,34.0525155402884,B,1
Christian,E,E,C,D,A,B,C,-37.04646137941025,-105.18995268103761,C,110.74167770780544,53.22245724315773,E,0
Hindu,C,C,C,D,E,B,A,-78.82790696429457,8.436542933419348,B,62.270476406050946,0.7025382847969396,B,0
Buddhist,E,C,D,C,B,A,E,116.86880609893286,87.53449470238616,C,-12.207012694730892,32.18196867167937,B,1
None,A,C,C,D,C,E,B,261.3947147123666,142.89445738147893,D,61.318370990215556,89.53540090350083,D,0
Christian,E,E,B,C,D,B,B,-114.85876495968641,2.2022871085376985,A,12.974132711263046,41.263032703903725,B,1
Christian,D,A,A,A,B,C,B,-9.313821716592415,15.16009942664649,B,-139.6252706458447,118.60305737661668,D,1
Buddhist,A,C,A,D,E,B,A,-23.8557651884166,-79.04672007900825,B,-65.89176870223899,8.827346545081408,D,1
Muslim,D,A,A,A,A,B,B,66.14945279270304,45.142443677060875,E,7.18022229104293,9.759981552328616,B,1
Christian,E,A,B,E,C,C,B,57.3018330599225,-83.72948374939456,A,-45.19578093397502,142.94633265221702,D,1
Jewish,A,E,E,B,B,C,C,-186.5047853256236,-44.70110623006512,C,183.49137294358687,-53.99641110029953,B,1
Jewish,A,C,E,E,A,C,C,19.002051083938362,87.9503775243967,E,50.26440066714672,60.313214138126284,B,1
Muslim,E,C,C,A,A,B,E,9.647448435632928,109.48601541361003,C,47.19711816505895,-68.4436493902266,B,0
Christian,A,B,C,D,D,E,C,86.52917592605914,132.95284620355875,D,66.6576806829014,188.82828441911644,D,0
Hindu,C,A,A,C,B,A,B,152.57884487021153,-30.460976359701462,D,-78.50313645521622,-21.56834475067257,E,0
Other,E,D,A,B,C,E,B,36.63427733575257,124.312017784981,D,-68.70119809690037,9.340553975986744,A,0
Jewish,E,E,E,E,A,C,A,228.2475979503473,-54.405893423100856,A,-28.062772540501722,19.607087963842545,D,1
Jewish,B,E,E,D,A,E,C,134.17504576739273,52.601466390141326,E,16.747999803823806,-3.869128607349466,B,1
Other,A,D,D,C,E,D,C,-125.09031893594444,37.389686573502495,D,192.42340505229194,199.77256011744544,E,0
Muslim,B,E,C,B,B,E,A,134.86594297420305,-212.59315370252,A,157.5852873342739,-155.74620706318052,C,0
Buddhist,E,C,B,B,B,E,D,-76.49007506459932,16.20092293924584,A,87.26688281629458,141.67481752602825,C,0
None,A,D,D,E,A,C,E,53.209242203041974,-59.420498695207705,E,-2.2983737455500557,47.64161768023904,D,1
Christian,D,C,A,B,B,E,E,5.00583113955447,-18.015540904600964,A,-89.94622941317097,-280.549828759236,A,0
Muslim,D,C,A,A,B,D,B,-178.89477458045573,153.1310939765061,B,10.440899133123429,-24.891534064090212,B,0
Christian,D,A,B,A,D,C,D,24.861540281519154,-97.84635638429219,C,187.99720403079317,21.968500130554247,E,1
Muslim,D,A,D,B,D,D,A,-26.29365388577049,180.001685892992,B,-74.30652838536568,-154.07995306592954,A,0
Jewish,E,B,A,C,E,C,B,65.35558437213672,68.68025857020704,A,-175.43203890130593,-119.24102754853236,B,1
Christian,D,B,A,E,D,C,D,-83.74184626289758,-59.27192424572411,C,-30.758592066812398,48.93757243122538,C,1
Other,C,B,C,B,E,A,A,61.420301297795746,136.96085287133343,B,134.38853770093726,-94.73039700432773,C,1
Christian,A,B,A,D,B,D,E,-31.865808780921196,125.21440826765615,A,81.84844218334185,77.16144607712998,B,1
Other,B,B,D,B,E,E,E,-49.76485215181759,-155.93165218446526,D,105.44621512942886,-80.12180233414276,B,0
Other,A,C,A,B,A,D,A,33.78797791408986,30.871518257383514,C,117.71262776223865,3.7041004938045727,C,0
Muslim,E,B,D,E,D,D,B,76.30510467246545,100.14323919840923,A,76.1917374067487,-49.08005341077079,A,0
Hindu,A,A,C,E,D,B,A,36.58067454778667,-48.02392260883341,D,93.64037984494512,118.62988109562826,D,0
Other,B,D,A,B,A,A,B,-156.68812018022834,-96.12478598978136,D,-180.7154294335393,16.94799538010941,C,1
Buddhist,C,B,C,B,C,B,E,135.4192427019832,42.08657701139941,E,41.004229224603954,-4.288801602696944,C,1
Muslim,C,D,A,D,E,D,A,-13.955565428607263,-116.01754633473371,C,-49.583617264549396,40.58104846775644,A,0
Buddhist,E,C,E,A,E,C,B,-151.26528334802836,303.7314537902139,B,-22.988455842231954,-163.36241347057555,C,1
Christian,A,B,B,D,D,E,E,-2.5110599621137353,-66.03437296006699,D,-28.860611509505222,135.96653705460741,D,1
Christian,D,E,A,C,E,C,C,-17.826981345991726,226.23688214329843,C,36.49863392875631,74.10641326075205,C,0
None,B,D,C,D,E,C,D,-0.43973019825142456,34.775563904587955,C,154.19726172663712,-23.411497495940434,B,1
Hindu,E,D,A,A,B,B,D,72.1445940310442,-31.431492314892324,D,-62.43699812713632,-48.32269638155554,C,0
Jewish,A,E,D,B,E,C,C,11.0837276313262,13.17030473378632,C,55.69392437289431,113.8312854775466,D,1
Muslim,A,C,B,C,D,C,E,-3.277357670434821,-70.18522631103541,D,20.23560956249463,-70.8389953687786,C,0
Jewish,C,B,B,B,D,A,A,-23.930916089007113,-101.88067131859044,D,40.97556142891061,4.0171571646845035,C,1
Hindu,C,E,A,B,C,D,A,-98.32415262420379,33.52534747237064,C,-17.47917623774007,111.77751676217898,E,0
Muslim,D,B,A,E,D,C,B,-73.23845081032866,-107.99684845751368,B,-174.15558680232883,20.87444558161078,D,0
Hindu,E,B,E,C,B,A,D,-33.81942057187471,29.374448392022057,C,117.01976344552403,128.08287126456835,E,0
None,B,E,C,C,D,B,E,-79.61291610805183,-100.44753621123776,B,-90.63298095126865,120.63219335251641,C,1
Other,C,A,A,C,D,D,B,54.76585913824189,103.69772654752667,D,-164.68471625544922,13.171170681819005,C,1
Buddhist,C,D,B,C,D,C,C,-90.68216942783843,24.904681769817383,B,141.34326064952333,126.10847829691265,E,0
Hindu,B,E,D,E,E,B,B,96.96205771282025,132.82793735808644,C,-102.5351781359892,-83.2358363743098,C,0
Other,A,C,B,E,B,A,D,-65.14624551716643,136.7809755495968,E,-113.31306182209711,28.459594222418243,D,0
Jewish,B,B,C,C,C,C,E,47.04874771361834,22.43839422858711,B,-185.95898600588723,-9.454420451871028,B,1
None,C,E,D,E,C,E,E,74.60347360073519,-113.31567003674026,A,15.319447896775811,-5.814891436675832,D,0
Other,C,D,E,B,D,B,D,196.05176560631193,118.22755058333638,A,35.985737481469265,6.261882060175935,B,0
Christian,E,B,A,C,B,A,A,-77.4106921515531,18.86471080762121,C,147.16233161583637,-54.264716231975626,C,1
Buddhist,C,D,B,D,E,D,A,81.26133712095329,114.75603318846252,B,149.9397178408717,-96.0373303253427,A,0
Buddhist,E,D,A,B,C,D,E,-54.30346317888524,24.363550288770327,E,-51.86503057719032,-143.704913925226,C,0
Muslim,C,D,E,E,D,E,C,251.25980771794772,27.59153907359424,E,16.10889944377539,121.80952803699883,D,1
Christian,C,B,A,C,D,A,A,-123.89542431004041,-59.809525369926234,D,51.06773037006855,-18.154098011315945,E,1
Muslim,E,D,C,A,A,C,E,81.69827687414138,-52.489938261517956,E,-32.56877038654554,48.099179682751085,B,0
Jewish,E,B,B,A,D,E,C,-88.82922792893856,158.5387900103018,B,49.1182224311697,-5.083212640095646,D,1
Christian,C,C,B,B,D,A,A,-61.218141890582444,-52.644958602847204,A,149.43462667636524,-94.47793724985604,B,1
