veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Non-Veteran,-78.35588159657995,-72.81789565345895,-198.85536308059338,-35.118051318902495,E,E,E,B,50.81632420316819,E,160.28907622109062,A,0
Non-Veteran,28.7592482250061,11.703831267339128,-23.78187608638749,-34.32866961504153,D,A,E,B,-40.00606429341669,D,136.52637871124767,D,0
Veteran,-13.643445249408853,-263.1094703108231,-24.279345684254928,42.73248961294448,E,C,A,D,-3.118998532981545,A,115.24857480763202,B,1
No,-17.9570744073306,-49.592730970786285,62.56387062936939,33.800881036478245,D,C,D,B,150.18258521097852,A,-182.74702424996008,B,0
No,55.064048600197644,-83.69106494874309,82.99099971291048,42.458855231239646,D,A,B,E,-166.62263778637077,C,-31.42181535636156,D,0
No,51.32354032381602,-146.1591790188322,-48.67689518861913,-51.90090528834618,A,E,A,A,9.981700842622267,E,-65.69834665088126,C,0
No,90.92536863939344,207.3599038955413,-16.174763534447305,61.86467127326828,C,E,D,C,-34.523398623083416,C,16.155582922994206,C,1
Non-Veteran,-176.4526408527082,-57.57626032991774,12.129329249642268,65.78604041777625,C,E,B,B,-66.73655905736145,B,-33.16729932706423,E,0
Yes,29.336941860299152,5.876966493919344,-29.257870448639284,97.61650647678286,D,A,B,B,117.84263746650174,C,13.442388591405733,A,1
Non-Veteran,22.430120043007246,43.03437755004969,-35.04760105180611,-68.91259507353902,B,B,C,E,12.915821361206758,D,-110.73625295860603,C,0
Non-Veteran,-57.76086729580664,-22.20048335220972,-181.24397273003785,-34.46851484166731,A,A,C,B,21.872795176388976,C,-114.43510601500797,A,1
Yes,-27.26994212160923,-248.56605039075018,-32.64873579412371,-34.60488273786255,A,C,B,E,-61.088158337955925,D,-26.82025962218461,A,1
Non-Veteran,53.31615770896665,55.03126657785008,62.90846895014782,-164.83142694319974,D,C,D,D,-49.69436438838509,C,26.24926049338452,A,0
No,157.8057914091348,-57.7875564354702,-117.675930338311,-35.713835927903816,A,B,E,B,-38.45427954570651,D,-92.2113616184786,A,0
Non-Veteran,-93.83698197893914,157.15883252751706,-47.35823433038048,-108.09031455230426,E,D,E,D,2.607561962663473,B,-98.85681631643064,E,1
Non-Veteran,-2.477699857489865,-43.43013261458947,38.37658613399227,64.51753962089488,C,E,C,D,17.918598647956987,B,-9.44993171835365,B,0
Veteran,97.71666207764618,-0.8094380116199904,-106.33117055244077,-17.026086263592415,D,B,C,D,-88.15975867931878,B,-70.65315936746174,B,1
Non-Veteran,8.22804532236381,-23.72492344154196,-33.977810938411565,-80.51053035386433,C,A,C,A,136.66846848468802,C,-37.568978085383215,B,1
Veteran,-94.74188452080821,115.9166459879404,-50.043681509821624,-141.41634505192036,E,B,A,C,-13.256492915090881,E,100.86088814761955,A,1
Veteran,19.155576519520412,-88.05021052426744,67.96432283168265,-165.40296746035898,C,D,D,A,101.35496112130463,C,-73.94959111313459,B,1
Non-Veteran,26.139339628559288,-158.2936577179671,-111.43617295172692,-112.09708671929093,B,D,B,C,57.83285990320327,D,65.5559970939174,A,0
Veteran,-46.97137433630349,21.119897947314403,41.85987187188378,93.04531978556534,A,A,B,B,98.58085053022081,A,-12.954551139136447,A,0
Non-Veteran,21.37793765586486,-57.92455620503423,155.29761934969113,-83.1564476055669,E,B,C,E,18.374813194364503,D,-5.68563393261072,D,0
No,0.7151578665374552,-151.51141792993047,62.427779527206475,-53.2555397978819,D,B,E,A,-52.63574160305304,A,59.35369182567065,C,1
No,36.40994146999675,73.7354246824379,-96.69035954363117,72.09959265897999,E,D,D,B,-48.7609073553864,D,-61.987046438673566,D,0
Veteran,41.48026697374165,-22.112497949368777,-16.75833482619968,59.48869580168192,D,C,C,B,-58.850898449651076,D,83.13257775055946,A,1
Yes,-13.30825994695784,1.6568721451235784,-36.71683472137314,-55.97382554028828,A,B,C,B,-126.98338238345828,D,61.53789250407195,A,1
Yes,198.17229071419325,-36.63968203898549,-101.69175874712779,-203.08109998836898,D,C,C,E,-32.13078868060361,D,324.0301101399506,C,0
Yes,-15.248761082361472,105.05487050178503,-9.441919602665504,160.06191503474327,D,D,C,B,83.03262782939085,D,120.6935359431233,A,1
Yes,-50.953135874634015,-150.18738868326776,139.88913786892357,125.86411992901945,A,A,C,D,82.86022372588306,D,-118.80315070702304,C,0
No,-69.10601546766686,-175.14456117923555,-13.696978695525349,6.763585229972585,E,B,B,D,131.6520463630425,E,-46.97123067061265,A,0
Non-Veteran,96.27927247284752,53.948235941482004,81.40550627328102,154.05643239595136,D,C,C,C,-5.885882273692776,A,-67.725673570553,A,0
Yes,-150.68835468659913,138.68982114956856,251.78887895612297,-82.32500938363131,D,B,D,A,29.65168719089151,A,-160.16528662181634,B,0
Veteran,44.572779857572826,30.65417312967475,29.633050216776645,-269.21601846040227,C,A,A,A,-37.783388420082545,D,-150.52185039871452,C,0
No,51.46743651395976,-60.73473022343306,-106.71757018448353,26.848983347503424,C,E,D,C,-39.10894703002659,B,106.42427435225399,E,1
Non-Veteran,32.25500528750002,114.67502322531509,-40.80321830841624,-12.900173064621729,E,D,A,E,-55.74814086398047,C,-7.934920743348603,E,0
No,-41.176095769692516,83.79036002714952,-78.85843372137624,-2.3087831856938834,A,B,A,D,137.20623838740008,C,131.69999104852258,C,0
Veteran,174.9149222157835,-58.94336554329899,-102.70955664420202,36.63224852891038,B,D,A,B,22.659281373463717,E,56.474434890848315,E,0
Non-Veteran,22.62435390154078,-131.55855908532362,160.1241478370245,-36.520960776404685,A,E,E,B,-54.403009481940664,C,10.821629565781395,A,0
No,-129.9422941643598,66.57846547566417,37.43780810637081,51.8408701674132,A,A,B,B,60.519219179297245,C,-223.70826048048872,D,1
Veteran,25.811953364578034,-73.52528509451493,-5.937166359728624,54.17783493580427,D,B,C,D,5.594645789670457,A,-10.939464269306416,E,1
Yes,43.64118471248446,19.438611430449544,74.74695816822486,64.72059013280945,B,E,A,D,62.595815810101996,E,-132.89469231381003,E,0
Non-Veteran,152.88817449415635,-40.710235883899905,86.13533147482045,-18.154825135555274,E,C,B,E,-147.46133367238215,B,111.14650412502954,D,0
Veteran,-168.53506083300488,-5.613306162806408,-130.34547974040186,13.365053895530336,E,B,A,B,194.58824797943691,E,32.773721107415746,A,0
Non-Veteran,-22.987501541793613,125.3948017756274,114.39612152314209,-124.63382326507721,A,D,D,E,107.3234327654563,E,-14.0423402303731,B,0
Non-Veteran,-112.65301693146445,185.45679576567102,-191.3456895089601,45.67597066200768,C,E,D,D,44.08320978842523,B,-71.302371067429,C,0
Veteran,-5.6657370750533165,99.30203354457127,-88.68027644965125,-101.8416080612779,A,A,A,B,-36.62653392850547,C,-26.459139207447674,E,0
No,-6.751456316793263,223.65028838257928,8.57642770084838,9.21838047021256,D,D,A,B,33.55510542125605,D,76.08302307063497,B,0
Veteran,4.573978886995272,69.70316382623078,174.85012993033942,-46.833571103684314,C,C,B,D,50.818604869263076,B,-162.65163896415584,A,1
Yes,0.6579309424579681,87.20674842767313,159.99072360770143,51.934447127852955,A,C,B,D,-79.12077370416495,A,-63.438220697725654,A,0
Veteran,-25.573199677870484,27.925232561363284,-205.66429384859518,-81.98450519700843,D,A,E,D,-13.753463697440205,A,-2.5717123204479866,C,0
Veteran,58.82520331195753,-25.64984348953918,-213.49708077820787,128.08236334170363,A,A,E,D,-57.66247729032001,A,100.68936036069648,E,0
Veteran,84.49050304333397,68.06673965809549,-124.55722419462751,-150.43046265498336,E,E,E,B,24.437130676787753,B,136.022571385436,E,0
Non-Veteran,43.39245843871442,191.00123124152802,66.11561830464551,41.99225581072659,B,A,C,D,-113.22653170755419,E,-42.920205867875886,E,0
Yes,19.056482714105584,138.6026012880337,-67.18719153698754,-34.95325084619901,B,B,C,E,35.40051009007079,A,112.45477636585781,C,1
Non-Veteran,106.25501578892676,109.86739353289164,62.464195472478735,-54.14504765591015,E,A,E,E,42.530608869689104,E,-67.8227465290036,E,1
Yes,-127.2054413278429,-157.55275181883727,13.0494552569313,62.56413073949848,D,B,D,D,-59.730138772201116,D,-35.30094591271145,C,1
Yes,-13.362407209645985,-4.097547862773211,-165.59398378209812,60.78284010365448,B,D,E,A,-60.44318511344843,D,-10.454087771455452,E,1
Veteran,-109.81609743246949,-121.00257774836318,-12.333651309874607,-79.03306912201128,B,B,E,B,144.07551780052043,A,-68.62184340530264,D,0
Veteran,-82.19683012025398,10.70944503023377,24.16050539172232,47.67645264835202,A,D,D,C,108.75230080081934,D,112.2714354988275,B,0
Non-Veteran,-16.02301030225512,-3.3111360131658016,99.11313412749413,172.93350299685585,D,C,D,D,-110.2535004397673,C,-81.88675720180586,B,1
Non-Veteran,4.75848862801282,-117.16776933459607,-0.050656165145234966,15.929518457771655,C,D,B,E,-129.11071793242138,B,39.544151901048586,D,1
No,-108.67050585949569,54.78284253419958,3.4856483959824334,113.92677062674048,D,C,B,D,-163.40523227499253,C,-67.59060429092185,C,0
Yes,-55.37060577690389,52.667537865098566,46.37880115554518,65.53933095491023,C,B,B,D,-47.69618285356601,E,-110.616720969681,C,0
Non-Veteran,11.558939089530307,-47.99334497201765,-108.17408186748969,-39.32007342628459,E,A,A,E,-3.4615715688975914,A,75.74389765747999,D,1
Non-Veteran,37.62418012072377,-70.8057664956392,-204.1349576443547,32.21494568085268,B,E,A,C,-52.759755624021096,D,-64.40854065066337,A,0
Non-Veteran,-56.69691339912504,-4.248187601050669,97.47288110280063,6.887869449837654,B,B,E,B,-50.48226088168556,E,-25.833090476490987,C,1
Veteran,-8.378582006306715,43.993719853548605,228.88786411444326,38.70709490363551,C,C,E,D,72.32733770251978,C,123.78987191852886,D,0
Veteran,105.88572794963558,118.30376790986234,77.74852042178057,85.3711279350418,B,A,E,C,-164.64985511895648,E,-264.07755186399623,C,0
No,18.54787832244225,-76.29995854469357,-23.766418524572323,-172.1543704002733,A,E,B,E,-70.62038863923011,D,-54.10883637769566,E,0
Yes,32.694032669566546,177.87922536976276,114.72843927685645,130.79535873383733,C,D,D,D,13.144213859163367,C,109.00691666136055,E,0
No,-77.2638397423218,119.69145548061829,98.2928656050931,-56.87694417948879,A,D,D,C,-63.989831898442915,B,5.536643204388793,D,0
Veteran,50.35352249548435,14.815403215529626,331.51346128343727,-10.38080323733716,E,A,E,B,119.29778838996566,D,-24.62980695747525,D,0
Non-Veteran,172.38957669257672,-15.457541514863477,102.38604558059954,-103.73865375006608,D,D,D,C,205.9248333615539,C,-31.26484649698933,D,0
Non-Veteran,21.346693917709555,-69.21101486693668,66.9822076461084,138.85130785662312,B,A,E,C,-104.58892693965518,D,187.06477252319792,C,1
Veteran,-43.03132343968165,1.480436271177006,-36.73614920823446,-68.6506731307669,C,D,D,C,-136.87185033515198,C,83.29033462128666,B,0
Yes,-79.92034290544926,-25.780986700783526,127.41512208278505,40.32102110229955,C,E,C,B,106.62365097514687,B,32.80396716485345,D,1
No,77.77353745726573,85.97617960769662,4.586244740084261,-175.05610917943434,B,A,E,E,121.71007143078216,C,197.8733323746832,D,0
Veteran,-46.10704373534584,-89.45881903826401,-163.7113706664222,-3.5957415399235506,C,A,D,C,80.61276535646329,D,5.235836370114839,A,1
Yes,12.145989834958765,-8.635780775342267,115.86681417516319,141.79426732788187,B,A,A,D,69.4034311556546,B,-46.30938995369739,A,0
Yes,-225.26317597685565,-64.72687799896245,9.175177939864776,-122.62131411251703,D,D,D,A,-60.10509958059783,D,-39.742231123541174,E,0
No,74.42472633995071,59.639389149158674,31.313154622556755,-34.09597914175254,A,C,E,C,-66.49485973771858,B,-77.48164306212858,D,1
Yes,-72.3125402099575,71.90053037618821,20.58255251552837,-101.48336248221364,A,C,A,B,-158.82010433941062,E,-20.842255180859183,A,0
Non-Veteran,-169.4899190001627,146.43356508516737,-124.04832144756692,138.05043642576334,A,B,D,A,-24.065276967407435,D,256.6206884277938,C,0
Yes,27.955851197141907,-101.66762379746048,-52.2869886593459,54.51539122612571,B,D,E,C,100.22724284973393,B,-113.82841208268188,E,0
No,-14.09795493987196,-126.50514521509058,-141.42594640724803,56.919718706941445,B,E,A,A,168.38674301859297,B,91.36373762063585,E,1
Yes,3.6140217708354703,-27.3912517477891,-82.72849416917258,-26.898594972669045,D,A,D,D,25.767100926490848,B,219.18213604276318,D,1
Yes,253.14226852152507,-27.062932362129555,9.124858169413454,315.2487286041477,C,A,C,B,-117.57694134624654,B,-46.52849002793798,B,1
Veteran,-30.30345701710923,-80.89500265704838,-74.22357104714851,-140.9683224691873,E,C,D,D,-79.26693046528166,A,106.1919586455943,D,0
No,-89.5019973524177,-100.39229300834234,102.19903756807487,148.48113224198767,A,A,C,C,-11.269556746578044,C,-69.55575012360528,C,1
No,5.4515311115064895,73.40269098781252,63.00809273163763,-109.98230563158653,D,A,E,E,2.8466970199895916,D,-203.1066766236973,B,0
Yes,-78.7559735417122,-71.61995442711493,-33.467862688446345,-31.42270791475469,A,D,A,A,-136.7916579902885,D,-22.26138481279821,C,1
Yes,76.90834660068042,-155.7767234158077,160.98952418811697,-26.409620440556008,D,D,D,D,64.94773416080274,C,87.112936623408,D,1
Yes,-81.52471130422369,-44.94554690531944,-35.51088975676552,-1.9436627806342948,E,A,B,C,57.87833884632758,A,28.371151463910984,E,0
Veteran,-106.31795012422091,17.267465539535973,-19.21353922703399,57.285072361199276,D,A,A,A,-20.5825047784257,C,265.4274960079342,B,1
Non-Veteran,-127.18905628957269,101.54505379233727,-22.612305209067713,117.56297591739265,D,D,A,B,-70.77819373836158,B,57.31713328757293,B,1
Yes,132.39934257867404,-66.20445359313895,-32.26786635343682,-79.68124426565115,D,D,A,A,100.17058466745326,E,-61.28269363952731,A,0
Veteran,36.831152429538996,-31.228596149967338,7.90512248302389,153.3398958496714,C,C,C,A,13.440807076898789,D,117.61350280195846,E,0
No,39.11866904899052,124.82849548081892,-105.10964265688332,20.944678163937063,D,A,D,B,-182.06247448543888,E,265.849733682324,E,0
Yes,-146.54540190995385,-77.8685614018241,-179.65462274007118,208.41473304194355,D,E,C,C,-145.02110160700337,D,-55.2040186492962,B,0
Yes,-110.60676193767362,111.49673828518594,-34.80641309036025,-139.38956051844198,E,D,B,A,23.849842276884317,A,14.967090819921372,C,1
Non-Veteran,-116.18977457382049,9.224054883186609,32.36610633663196,-158.07358802946666,B,B,E,A,158.49594085679942,E,-67.82869427276717,C,1
Yes,-52.20726485456034,113.79664073914834,60.78064915317187,98.64334153152215,A,A,C,A,-184.29503187349962,B,-61.861245746449576,C,1
Veteran,-37.681943642530996,-8.3609471171979,-33.8782986035012,98.57312631816005,B,C,B,D,73.15141441176203,D,-92.6689330334193,D,1
Yes,-54.27696289064956,114.90534335227416,-71.98835301162609,-142.64104859600258,C,A,C,D,-43.97047442594857,B,68.07385957131885,E,1
Yes,33.02655833726854,-345.8127508131022,-12.176846334358926,96.84453735288557,E,B,B,B,-147.07595976914345,B,100.30431827504324,A,0
Non-Veteran,-113.54263186437967,-24.419571989460323,54.339084750400446,17.63520175030443,E,B,B,E,-70.07551890975783,D,-33.30686321788437,C,0
No,74.2933339726286,91.22247748841987,146.8328654167048,-167.11059985302944,E,B,D,B,105.03039534298384,B,-26.592189928906173,B,1
Veteran,129.02552624303516,-29.80202172244003,-63.49319363456472,-3.0192300169693453,B,E,A,A,8.592131583645447,B,169.9186980288137,D,0
Non-Veteran,-46.323129467158324,-69.14818025188117,53.800673372319466,172.42581273580495,E,E,E,C,5.336182768557491,A,-58.83225937336996,E,0
Non-Veteran,-76.68065082906031,67.3315041982294,163.4867829263124,-8.729863858189253,C,A,D,C,-209.18685118061026,B,16.901148990292697,C,0
Non-Veteran,45.42217324964222,44.6862520998859,-37.07355283446424,20.606354909651028,B,B,E,A,116.10151115400149,C,81.52937424726201,A,0
Non-Veteran,87.2172306723833,184.69239517430515,23.803858936442776,28.47117700761641,A,E,E,D,-60.92370089690342,B,50.93800331064169,E,1
No,127.93542316296893,-52.41972419988533,-76.64304197601585,-71.01372622894799,A,C,D,D,7.112612232275942,C,27.74791038922971,D,1
No,-104.55699564766536,-3.845762803031877,8.217792115062645,-142.29806394972914,B,E,D,D,-178.6267058258322,B,161.07908865067049,D,1
No,-87.51419043214234,17.669566856804824,94.9996618754479,-128.59843763884524,C,D,C,A,-145.3822558637746,C,-110.96255183856339,E,0
No,59.548770433697726,-164.73186641767396,-249.68745924520525,136.37185787318356,E,C,B,B,46.33018671562239,C,34.3522904146566,D,0
No,5.391601858609172,6.899363054479276,-145.06551982125518,115.51347492954073,A,D,E,A,112.91634281875574,B,-127.07217239654042,C,0
Veteran,-125.6478342105479,-40.33800626246627,-77.7747331881131,76.42716490569482,C,A,E,D,-2.903630307708094,E,-107.47419494689152,C,1
Yes,-36.13292408346385,88.7907606933799,-132.10968400516555,150.16600475790105,D,D,C,D,-131.36853435844483,A,-64.57262539891,E,0
Non-Veteran,-62.99422035363865,-13.789067087585558,-22.57615731642129,44.60199170438573,E,D,E,D,-107.57312050158924,E,76.69013473755241,A,0
Veteran,-2.437137800016951,-23.75754052011613,-77.00796524977538,-57.473150025834926,B,A,D,D,5.922711977828424,E,130.0491315640063,A,1
Yes,-90.87630779128808,93.8996578665595,6.999176027841471,-23.81780613171167,A,B,C,C,11.012719613993323,A,-58.56397610916619,D,1
Veteran,95.49848385975184,-124.066322667436,-12.051662058579863,65.04523915628477,B,C,D,A,58.039555358368524,C,-37.651107325181066,D,0
Non-Veteran,-24.524392817884667,-201.4395217834166,25.210293380215028,-62.72511320284766,A,C,D,E,151.97559178566615,D,91.95984217257741,E,0
Veteran,-40.49399369507503,23.224491306759088,45.020580197605305,-45.563017808991134,A,C,E,D,-39.98341295277252,B,-49.787869718913996,D,0
No,7.371358463645415,-35.88754523147128,-56.021191019255475,30.366742208679433,B,E,B,D,-143.17133301382253,D,-100.80255689576987,D,0
Veteran,78.38163287913721,92.41824295139173,-288.10207052632734,194.4786811353708,B,D,A,E,144.30362753696068,A,269.1764584549333,C,1
Yes,125.62308957063534,111.59143036529713,58.174880240734716,-24.651579905588026,B,D,B,B,138.3353210647658,A,-159.03447292035492,A,1
Veteran,51.75320532184157,33.21532232083141,99.65232403420944,-34.950260056608116,E,A,A,A,98.80292541885622,B,-52.74212466277108,B,0
No,-123.76292506930102,168.8642482728589,85.1359729487594,39.9967792351907,D,A,B,D,61.62791695545952,E,-210.738489310293,C,1
Yes,39.4428433565655,44.479283027955,100.65425988745933,-58.256915219797925,A,B,B,A,161.2573112209719,E,-92.90725939827462,A,0
Yes,56.15800229363681,2.5101436227511007,-82.40993030764359,-62.128304187969775,A,C,E,B,-14.709319883096764,B,-218.30718635486613,D,0
No,-192.18682640608583,-91.69047475643508,26.291745997733017,-44.85663156335753,B,C,E,B,-119.45317856045709,E,-8.081392446683296,D,1
Non-Veteran,-145.972774224812,-65.13380679043017,-175.1002011450156,-141.9809190542237,E,E,B,D,33.19539609685761,E,-156.70765923455266,E,0
Yes,-25.18303042056932,-70.45940559935315,-57.38216603784711,-57.67797593532094,A,B,D,E,150.09477427108752,E,60.34237439091073,D,1
Non-Veteran,-28.683831609898103,5.99763877157242,64.11036144153496,37.73615715776979,D,E,E,E,-103.99707161513338,C,-104.28127876521758,D,1
