veteran,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Yes,Muslim,B,E,-50.31899217518473,68.11096685477303,14.461113824551418,111.22773341213184,A,-14.214427656463213,A,32.71097216539039,D,-228.15346749571955,A,B,12.293344058144385,A,D,0
Veteran,Buddhist,D,B,-71.73818443570687,-57.16477038167247,26.619377676311203,-81.21785381194671,A,105.45196307252903,E,54.79100715564616,C,-39.60755207083416,E,D,97.00485886939325,A,E,1
Veteran,Jewish,A,C,47.60073156097365,-71.62650779468575,-59.075155614033314,186.78769226761122,E,-3.320025195321976,A,38.83274527980545,D,-5.698996932733708,C,E,207.21867364449403,D,E,1
No,Christian,D,D,29.705261004316508,91.66221615808294,-103.00290610890615,63.651099110183885,D,-158.96715084555348,B,-50.740952051458066,E,80.06917232059982,E,A,-4.837481418055566,D,B,0
Veteran,Hindu,D,D,25.029742564597612,41.52806365233991,-163.65111742182106,-187.02367409996893,C,70.61670990607242,C,16.160693620820993,E,-146.85066060759576,C,A,-67.44204426466712,A,D,1
Non-Veteran,Hindu,C,B,-128.40618777019043,176.25947475799296,11.053578858763087,75.45698803415603,B,54.67640945221673,E,-69.85485491495382,A,-74.92970275373334,A,B,-1.033480524583699,D,B,0
Non-Veteran,Muslim,C,B,-6.001777199663145,97.26100088483206,178.64209099646902,-61.655722567199845,E,24.759084316786296,E,-1.5636391094756892,C,-25.48526375287009,D,E,-68.36971663066014,B,E,0
Veteran,Christian,B,A,-25.32601379557394,54.84843525871669,-145.38225345520547,107.12477634980114,A,-68.76295717823585,A,-26.58352978327666,B,31.93506721339204,D,D,63.18546827921018,E,A,1
Yes,Hindu,A,A,137.01757326430283,56.531472207852076,-51.645049875761295,153.61819741595502,E,108.82458911039691,D,-0.1774538682643115,D,15.72735112878106,E,B,-286.0949759500642,C,E,1
Veteran,Jewish,C,B,-58.514567272817295,-98.41464943414104,-7.663212449230864,125.98023334239076,C,14.806453405524087,D,-43.83744403451945,C,18.703407209414554,B,B,97.25678104062332,B,A,1
Non-Veteran,Muslim,D,E,5.585416080658137,-170.35594997740776,76.00875804100133,167.4970020409769,E,-55.555358623732054,C,18.570799665471444,A,-71.05130551713496,C,E,-156.1265501533905,B,A,1
Yes,None,C,D,194.00524176061083,-5.261381664991063,28.21705960492824,-51.60048609076557,E,-26.39984803779193,C,84.42869147255074,C,165.66900326671913,C,C,157.83963724908682,C,E,0
Yes,Christian,E,E,-143.72874927443556,15.83949028775817,133.13468861259545,74.12366532763758,E,-118.64560274220575,A,19.257605164187815,D,35.601955754522415,D,B,-128.59213575417857,D,D,1
Non-Veteran,Buddhist,C,A,38.007572349159936,-24.78905293757902,-174.41713344001244,111.90058913466365,D,-36.31820365984117,B,164.0845333359419,D,29.30381629644187,B,B,-131.05943712605088,B,D,1
Veteran,Buddhist,C,D,-8.973199476993694,14.940473738278506,-112.2311060401617,180.17355172258843,D,-156.2095892352506,C,6.9631888184365875,C,-138.9856062752254,C,A,-23.139096509948985,C,A,0
Non-Veteran,Other,B,D,34.090268088262356,92.8285331439548,-139.32531377297883,-136.62391662347537,E,68.86185503213161,C,-51.742256540790464,A,12.038170131251103,B,C,-221.77343082019783,E,E,1
No,Buddhist,E,A,19.11414594475396,134.34195457875384,38.23400266810147,-74.7198556072828,A,99.28617377248308,B,50.150945061541485,B,-23.302509297749697,A,D,116.56706614834107,C,B,0
No,Jewish,A,A,-184.76547176644095,81.01688211726648,48.21927321520304,-0.7082535370164252,D,125.53726604018244,A,-249.37132695361095,A,-157.0462940558909,E,A,160.08585652782241,B,D,1
Yes,None,E,A,125.01476656572915,-123.06360733108619,-117.28128337231398,75.83686823277854,E,117.09991021840555,E,-132.95035769670312,D,-211.59780163912293,B,B,-17.987213825668153,E,C,0
No,Buddhist,E,E,-58.5907188541742,-40.316609143490126,-45.756012328400956,62.866233489906,B,-75.82683690770025,A,-86.53342509469358,B,-120.18922739666971,C,A,14.39085447977636,C,A,1
Non-Veteran,Jewish,E,B,-64.43205733282178,-58.49470584994765,17.708402444412883,193.66257918367842,D,-65.66614049677563,D,-21.044365647353874,B,63.16700833563035,E,C,-44.55649376739995,E,B,0
Veteran,Christian,C,C,-152.59426875340978,-125.0049818343292,72.35943590890093,184.92788315483816,A,-189.1296479228917,A,-8.803737018408981,C,53.8879475578953,C,A,59.52245621953164,B,B,1
No,Christian,B,C,-227.9044283362829,-76.49382979734715,52.34112468635974,2.6694916833899964,E,-186.98527653363038,C,-14.952310342949204,D,-180.80960000599518,B,C,-35.943831984985195,A,B,1
No,Jewish,C,E,-3.7717028675507476,107.88559060552167,-50.44503636823228,-0.17089223306850027,C,-95.12169100177788,A,223.38332574343616,A,6.375758744964648,B,C,112.52127253557722,E,B,0
Non-Veteran,Buddhist,E,C,-110.86096313023175,156.60226496175653,-82.60631251584421,-111.01005027097031,B,-2.167486494113486,B,-51.442440142840304,E,48.79578783507731,E,C,119.35733587555065,A,B,1
Yes,Other,B,A,197.579728465329,96.19748895990693,217.02344088646544,-59.79596665385546,B,-57.683686907678414,E,137.78758019133787,A,-37.63220054238711,E,A,84.52901308525207,D,C,1
Non-Veteran,Christian,D,A,-58.223173059779654,-36.076273398577875,-19.449384291519188,2.452288707668573,C,-135.5828194918071,D,73.3356771707722,D,-62.24571096239566,D,B,109.53227485073276,C,A,0
Non-Veteran,Hindu,B,D,25.61198326080542,-82.74862356720027,-2.8442558866774346,116.03125450138816,A,66.9832274800254,B,-224.34219363955557,C,-225.13845120123798,C,E,36.662427463239005,C,E,0
Non-Veteran,None,C,A,29.28999711091399,97.24761598458758,94.96078195205732,2.5266172766919803,D,-175.0823063720939,D,-0.9813265261550642,A,125.1678129697758,B,A,-5.095962878121874,E,E,1
No,Muslim,B,A,-119.89708462673197,53.9379867843761,-80.07957672493458,57.69945191548833,A,83.79072230112266,A,195.18967296920985,A,-98.80064296983186,B,B,102.43258034004454,C,E,1
Veteran,Other,B,A,83.72535999283325,72.69347223567074,-127.16771711004029,50.0551914977763,C,-142.06588268337762,D,8.324624983308901,E,14.68054443429242,B,B,112.45516567751004,C,C,1
No,None,D,A,-108.089819960493,-101.51921238737727,74.49954331726664,-64.84728013517707,C,162.28847007510961,D,15.015178937052326,E,-91.10951835910667,C,A,-5.622459139605998,D,D,0
Non-Veteran,Other,B,D,-180.1506669145847,112.8634002048658,-78.24546409251523,19.680486258127228,A,-68.71896457660262,A,-72.88719095732816,A,-128.88026980385354,D,C,-78.97331821025652,A,D,0
Veteran,Other,B,A,-196.09058382203818,49.30834405859196,45.58239269697679,26.660083528450556,E,156.89887188982993,E,91.270879395124,B,61.505419759121416,E,B,22.494571750383603,B,E,0
Veteran,Christian,E,C,-170.41614968014335,-121.82090653207993,-67.77198879129809,85.11332653204991,C,-78.14754670220768,C,-107.69086400653167,C,-21.942473460697155,C,D,130.75085200612057,B,B,0
Yes,Muslim,E,E,186.92548872950923,-6.628034472445722,-47.23650732400459,144.28276284857967,A,37.48323360044888,C,-73.87586538464076,C,19.971253411812935,A,B,-3.3889735250371027,A,C,1
No,Hindu,D,D,80.80077419406612,70.27549994106958,64.17216268829016,-42.92242482486903,B,105.62584092006426,A,-3.3444644499189464,D,163.14559087199473,A,D,186.46571949510883,A,D,0
Veteran,Hindu,E,C,125.47361344866064,31.058844047251842,-77.785814447532,-53.958444181491984,D,-123.44572778045023,B,-276.73022890604585,A,31.89059941923852,B,D,136.90495788874875,C,A,0
No,Hindu,C,A,39.34064364017754,22.99241286528739,-158.73396584375348,-28.57588683438096,D,11.26178510160127,E,-17.443024723209138,A,217.742876385412,D,E,103.8234030923793,A,A,1
Veteran,Hindu,C,C,-24.770107980702345,76.852431260584,-46.39138981635955,-131.34946853438836,E,5.046290859502292,C,-19.879191840038327,A,-119.20752102119548,B,C,121.33825222627766,B,A,1
Veteran,None,E,D,47.456360703681305,-54.44289613636237,116.93611902584125,-94.47528588949056,E,-10.846798688516115,B,4.232814911036875,D,-53.20986894147982,D,B,-29.2104937868768,D,C,1
Yes,Christian,B,A,-127.45006465569153,-41.47078816776224,13.087701809762692,47.56590375181909,A,144.1795039832809,B,137.76857902951718,A,-85.55491659872322,E,D,-150.51556626984348,B,A,0
Yes,Muslim,E,D,33.32869743774277,36.2882706232042,37.47615564042368,127.09712484802334,E,-66.03860535500938,B,1.6097766463420926,B,-82.28198963455837,E,C,-7.533908267831513,C,D,0
No,Jewish,E,B,85.88610473614914,-71.48398466359261,-60.30461628067756,40.80356031298496,C,-113.61603803454518,D,-99.04593236123995,A,94.84722802332641,A,C,-22.427778008397947,E,A,0
Yes,Buddhist,D,D,-122.99653963311437,-176.91940613879004,-127.29728769647852,61.903269332704426,E,-54.34240992745265,D,62.883329853882785,B,-3.9211295747119035,A,C,-96.57386835832315,C,B,0
Non-Veteran,Muslim,D,E,-167.09946327133554,187.79390799091846,2.893825442149162,-135.72008620639448,E,67.318803988988,B,-35.78360446973925,C,-43.387229360624474,B,D,69.6012531197832,B,D,0
No,None,B,C,-23.962968799517164,-32.94554206509006,59.18998212167407,-2.904745250185423,B,-46.433286582679465,E,16.770718730410987,A,-85.88837789642847,C,E,-225.54100592404262,B,C,0
No,Hindu,C,E,100.73647000469512,-5.071971673040975,-32.961061012823755,-55.20650372643379,E,-57.47859612880515,B,72.90208665874555,E,-20.787189755811955,C,B,-45.97734088649978,C,C,0
Non-Veteran,Jewish,C,A,-77.54040624868395,173.79130680164587,-105.61838341074687,65.95495356499299,C,-58.16530030112369,D,-75.54976130514099,C,-18.0795502664581,A,D,190.83000751466867,E,B,1
Veteran,Hindu,B,D,-57.14145208642025,-59.25909962324598,-233.35919420147283,177.33421117456294,D,23.05865301572933,D,-17.26912020083021,E,115.15141188879161,D,E,-0.35179677355715905,C,B,0
Non-Veteran,None,B,C,-81.91247765426188,-104.11673130211487,28.059066938217057,-125.10898752478639,C,57.712719976027294,A,156.36719830980502,E,-43.069965209085076,C,B,55.565303758465944,A,B,0
No,Hindu,E,B,-116.1443546846206,30.380598865578246,-37.315681390320684,-22.89738269620065,A,128.23467752617043,E,-34.32286960864002,E,-18.249684846162967,C,B,-201.99416125537132,D,D,1
No,Buddhist,C,B,49.765601740094986,-32.94935307181463,4.1927557006715865,149.17071368173754,E,67.69652717278099,D,-142.59596479032314,B,136.35941316472585,C,C,71.78539618548471,D,B,0
No,Buddhist,E,D,50.70476527947378,-117.46789921667194,136.8884594162244,-192.21293274892432,D,164.79904126139192,B,133.3836599226378,A,-69.39674478166779,B,A,-81.8335798549795,B,B,0
No,Christian,E,D,-3.0293676534687424,-93.21550568863218,-34.92824723248045,-137.15577923808243,B,-61.20631143713007,C,-180.05573486246195,C,-59.440926450338125,E,A,-37.65684021557245,E,D,0
Non-Veteran,Muslim,D,B,-167.42748904301135,97.63472360451215,-100.98643011286028,-103.22072524522869,A,-54.704628623264625,E,29.49534947120389,D,69.10302724076087,B,C,-3.602690935763215,A,B,0
No,Other,C,E,255.59640505878446,146.43214469035502,44.70742854608655,-11.099201368392828,B,-83.04389031778815,E,66.97071767342614,C,40.96948787370651,E,C,-34.22232403664275,E,A,1
Veteran,None,B,E,-221.1352388518262,-86.76008953687523,-78.96536263237616,-43.93975434784853,D,15.273220432242034,C,66.72628894982591,B,159.68073228043536,E,E,-52.36916110369862,A,B,0
No,Buddhist,A,C,-29.618997185184696,-28.359562108210728,-158.30584137960307,-19.53399636416289,D,139.90807726391995,A,38.0610350915006,D,8.626115421927075,E,C,-150.91781361925632,D,A,0
No,Christian,B,D,-7.362033881252457,-146.86461759650734,7.331716472487408,-101.6332283849235,E,1.614181056858965,E,-82.04573824564262,A,-69.43623712683817,D,D,-196.31906825434643,A,B,0
Non-Veteran,None,D,D,92.13514490829755,168.09329803071654,8.68338227077407,22.741822528213877,C,28.122834283264304,B,-116.64207671022015,D,-129.11714378041057,B,D,72.62498544723603,E,A,1
Yes,Other,D,E,-33.20522479216367,41.47192061917664,157.19905988172638,59.37791938309096,D,42.413481416503004,B,-77.23120606197762,B,63.81535817849874,C,D,5.195773919669435,E,D,0
Yes,Hindu,D,D,-101.9695844789015,-0.79684157549588,49.9146637085539,-83.98497474794173,D,44.688772508960575,C,132.70617865002583,D,114.01536967555768,A,A,-24.429730531206793,A,D,1
Non-Veteran,Buddhist,B,E,96.00258144715465,-25.14659501810731,-14.343623699655003,25.197265893509545,B,36.21168385241555,C,-67.80569294004115,D,161.39073579820686,D,A,13.62903316032015,B,C,0
Non-Veteran,Christian,A,E,-78.10905891384895,-103.97305596684198,-5.40395299074031,-59.59571989631562,C,-112.75206695457814,A,-94.23714547890964,C,-107.63141927135658,D,A,-80.67633347417488,E,C,1
Non-Veteran,Jewish,C,B,-97.06499748182729,-75.2560378249548,-202.37886025237856,46.02823756021147,A,-108.43379393838404,E,-176.00354032748066,C,221.9509501001139,E,D,-107.23259997370384,B,E,1
Veteran,None,A,E,-9.54496607814097,63.57942174081646,-130.16068283696615,-38.84385840526168,A,40.68844808842265,C,51.38523378440557,E,-144.73228858112859,B,C,6.705893493686442,B,A,1
Yes,Jewish,E,B,-67.85029540593227,-8.723740478999229,202.8003853811929,-4.146742794546592,D,-109.60894378197352,B,49.331663100102176,C,-33.83481111844594,B,A,-29.99005054653764,B,B,0
Yes,Other,A,D,-38.39286429531266,-33.90644177965575,114.67092901670154,-155.0371740450935,E,1.0580503093554732,D,-92.50567137533488,C,-17.558339558650797,E,D,-70.5995974813542,C,E,0
No,Hindu,C,C,-124.02438764567239,19.65513354127876,51.97824808589474,89.18459119882199,E,45.17212947318174,A,-60.864715448212905,B,-40.652749525268554,D,D,-59.04978861625162,E,C,1
No,Buddhist,E,D,14.232387826202809,-19.195904896094753,-94.5249059113771,16.727095624846687,B,-119.90270565817957,C,-16.46328714621345,B,72.29191474390468,A,E,-5.950072042749405,C,B,1
Yes,Christian,E,D,-67.63634787638581,146.1955279074215,185.24721376198258,7.124603545184378,E,-11.08408026893324,C,-72.57390252526416,B,87.59453415722382,A,B,-4.0855638167596835,E,A,1
Non-Veteran,Muslim,B,D,40.905986766537026,-26.773263022272893,33.47306641662902,44.24823841563473,C,-22.794620928473027,A,-13.435525346399974,B,-51.34617017916527,C,C,-22.32647641618471,E,C,1
Veteran,Christian,C,E,83.07170121181873,-23.986807547156424,-60.30092370244151,-84.1798418547523,E,5.654935998970217,B,12.744822640348971,B,121.50754926772112,B,E,140.82193630926773,E,E,0
Non-Veteran,Hindu,C,D,162.789949834569,-64.80737327775036,49.05678211534249,14.592746486720321,A,-35.31970770828331,D,-22.613675758221525,D,103.98781044368685,A,A,33.95950400957781,A,D,0
Veteran,Hindu,A,D,-45.28199245359907,81.31164626792814,-38.17827000678587,-137.17085616475487,C,187.19702736480605,A,-138.4323325611339,A,-18.40153444887323,D,D,23.584557274957135,D,E,0
Veteran,Muslim,E,E,110.77896005985389,-79.72696069274937,132.2845555639964,0.49328719959406236,D,79.27235001437748,D,194.96288069134894,D,148.1699006591076,B,C,49.018280353542046,D,D,0
Non-Veteran,Hindu,B,D,-67.31477188348023,71.05591082291423,108.73554637840674,125.89445251445659,A,-165.36835139201446,D,-63.040875170760366,B,142.78811864316546,D,D,112.53775154086244,D,D,0
Veteran,Muslim,B,E,-41.3994625973625,-87.3687919273139,-95.76891411982837,174.1854934273156,C,-7.993618534131778,E,70.80012996705281,A,217.3933152497983,A,B,81.72005551898039,A,E,1
Veteran,Jewish,E,C,29.952662227079912,55.649268396295504,151.8955882679234,124.95087880626694,B,-38.100415030521795,E,58.44759047015239,B,-43.9121356740787,C,B,-16.774788444629827,A,C,1
Non-Veteran,Jewish,A,D,-62.67542021787339,-37.65887539498403,-159.60708048004918,-87.20694095671013,E,39.03530863254719,D,29.083267168446692,B,21.726077312841188,B,C,83.56703896342601,C,C,1
Veteran,Christian,B,E,112.77780473134122,56.33838372285439,-12.831515147718587,99.1786291256246,E,79.55819552355716,E,-117.19157115982175,C,55.19420036467294,A,A,-58.17091883394498,A,A,1
Veteran,Christian,C,B,-97.96679449427647,-159.69864163059208,126.72744578170003,-15.673798313877532,B,-112.4580256035186,D,-57.18856310959204,C,-75.56665979629196,C,E,64.59821342515558,E,A,0
Yes,Hindu,D,A,16.783766563100112,-81.25633347909445,-62.758850905536214,63.062107818296994,B,200.1646057789363,D,23.10065828108127,E,105.8787369704907,B,C,126.63955093906489,A,D,0
No,Other,E,B,134.75603655578956,99.28845552098136,92.19977106656279,-73.75473737004265,D,-2.70526738928663,B,60.24719703966323,D,-102.79215078690885,C,C,142.76869770415183,C,B,1
Yes,Jewish,A,A,53.07900579541056,93.50050262697278,23.479177826954828,-43.66801772851912,A,122.32144355868544,D,32.49890716318366,B,-117.41282374801656,C,A,-136.33902490899425,A,A,1
Yes,Christian,A,A,-36.96228278791269,48.16241359161657,35.78208523073004,93.55921659434216,E,-144.73158332768188,E,88.75974984287708,B,82.98142296572576,B,B,-182.15200171083347,B,C,0
Non-Veteran,Buddhist,B,B,-80.64678437903,-210.09273345668186,-182.1945949638246,-63.839039968214415,D,-16.633898963068606,B,27.504247332092312,C,71.91224285215077,E,B,-14.865379494920361,E,E,0
Yes,Hindu,E,B,-54.58585772477472,81.36918192388781,-11.765923837201436,88.55638294628834,D,-69.13386269111662,A,-78.16937330713935,C,104.9285776396821,C,D,87.746709060948,E,E,1
Non-Veteran,Muslim,A,E,-26.376870689368324,151.7236430010857,-120.96487645419074,3.767713517174467,D,-30.01456471332366,B,23.114859239853633,C,-46.20540735078474,B,B,39.34575360640198,B,C,0
Yes,Buddhist,C,A,-110.96656481099998,-152.58572417327215,112.0541658997715,38.872120605806224,D,75.83498965038964,C,25.559817790845525,A,60.64359487052406,A,C,-96.05169974330423,E,A,1
Veteran,Buddhist,B,D,-168.2497874711452,-61.78255133268855,140.07531973929898,-12.229500747358498,E,28.593453620468274,E,16.196241171109364,C,-22.73536359492828,A,D,77.52445510293948,D,D,1
No,None,C,D,-81.98725321355867,-30.817092981873408,-127.5910354033726,-5.655380433909161,A,-195.2474157547134,C,2.220947806244648,E,69.15200953496654,C,E,87.66701484897443,D,D,1
Yes,None,B,A,27.900448650685483,9.787078550836828,-1.2096318106337072,97.2186316754579,E,163.2730858905768,E,-68.11812870394792,C,-114.93224802291566,C,B,36.07577098459789,C,E,1
Non-Veteran,Buddhist,D,D,37.3642610858695,-12.126228804562052,-11.419185146732024,-112.88535641181747,D,-34.279538466587724,C,182.5177625846452,D,-35.67984062933597,E,C,61.59580237216814,B,C,0
Non-Veteran,Jewish,D,D,-81.5538186214642,25.85621819434173,-166.6921320141115,127.80677425969354,E,8.563370040484699,E,133.3234711722615,B,-59.04544499102686,E,E,79.32054304822788,B,B,0
Non-Veteran,Hindu,B,A,-96.88275864828914,296.0816358140291,9.628971119667995,31.205712168398176,D,29.129080961018182,E,-104.19277368694529,A,-47.66256237530919,B,B,194.41263910874216,E,C,0
No,Hindu,E,A,5.285042061755346,18.159950739135212,-309.10415101101955,-31.008715463409892,D,123.21419563011669,D,86.64922674657582,E,-91.2560406645635,E,E,-87.67909089100922,B,E,1
Non-Veteran,Muslim,B,B,187.65803755754757,130.07896836833936,-0.9191116741071912,-103.4650400563508,D,-33.10575548773687,B,-94.94474734338337,B,95.75974775896616,A,D,276.7116594362732,D,A,1
Non-Veteran,Muslim,B,B,-3.2099719249690746,11.963676021113155,-63.98258505515665,248.0494821739899,C,162.41079064217078,D,-29.508108859742283,D,21.414116881857694,D,B,27.134949682850774,D,D,1
Non-Veteran,Hindu,B,A,140.36376565295006,23.192051945675427,-118.09090049794129,58.2891674295354,E,54.12643837955603,A,57.44439360758945,E,-23.162234419460308,A,A,111.40064932037555,D,E,0
