marital_status,birth_year,SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Single,31,Female,-64.04253797031873,-89.67537840776828,1.7681825423058455,-98.88269319739031,26.58330754388558,-22.167661002530064,-148.22414343844136,C,C,118.31631265390008,D,B,D,-146.22887775148286,C,71.71656336906665,A,0
Married,91,F,77.71805773948377,148.98549490668947,-243.25988498109362,-14.062604048659752,-278.99837027529975,56.17775799732409,188.93857588246996,B,E,-41.42286184624119,B,E,A,-106.05084006226204,B,49.16619063999125,E,0
Married,45,Non-binary,-131.40209515141035,26.213344718307276,-200.55605813795944,-26.236706734333666,28.198352778592717,-5.569689182103773,-188.9052060043381,D,D,69.53954477896077,E,D,C,-133.7440852057916,C,-32.58045578882285,C,1
Married,76,Female,47.82417937305976,-3.889306500663269,6.370928877693113,-39.52905147496383,33.759872364005545,116.20796233979374,64.47667212795044,C,B,69.65413836708136,A,D,A,75.69497648106048,B,-0.472595704717811,D,0
Single,90,Non-binary,-5.102638003312334,158.8930775693093,67.30828073537127,-128.2515544864991,-107.0112708746928,-88.65671053225678,141.34733019549,A,E,-94.3150775313155,E,C,C,43.36324896649803,E,-52.32757006343354,D,1
Widowed,41,Other,164.59099473391117,-51.12146403037489,-68.3814872476809,162.1100722821063,-18.130262171243768,91.77180513005845,-37.16198030038493,C,C,-224.15961095685793,C,E,B,301.5708084853794,C,-1.1868137372540914,C,1
Married,57,Other,-46.50368464612796,74.14692871416058,-54.00205928491515,-216.48349309498585,56.801316406804624,0.640896381795867,-137.14004416244146,E,E,0.7420313970803211,E,B,D,-225.98027939804527,A,74.34406217365778,A,1
Widowed,26,Male,26.26007736537119,-56.89362018627156,37.71550356945635,-78.13890631380447,-63.05324497508242,-62.81505586406718,57.378596874308684,D,E,-4.059506784890863,A,E,D,42.20592412015364,E,-8.208618630156723,E,1
Widowed,49,M,-123.64542229345015,17.1908720655941,-90.74077138353307,-50.5670049256963,-20.466453339498155,24.85272214524291,4.58618748769264,B,B,-32.35192599080949,C,E,D,67.34360426949509,C,-57.4632419048709,A,0
Widowed,97,Female,-139.88571565650795,-22.569891937170606,-62.17966894288164,-65.36918169409498,35.84917821696395,-7.087754391970336,4.523348248210427,D,C,19.377221285593503,E,D,E,-56.38541548901923,A,-27.315918904002174,B,1
Single,70,Non-binary,13.884846616908666,-188.27667337180597,-32.873577039688215,33.20025322941005,125.96242720967412,56.70413780611108,-3.305917883643676,C,D,99.96666047707056,A,C,B,-153.26123221651605,A,-17.49835011621304,E,0
Single,45,Non-binary,-28.367306595854686,-192.26340206775382,-113.13235128036638,79.37795752012863,50.986963259918774,-7.216704890857904,-0.13469269052439778,E,E,1.9551583752039716,E,A,A,173.69679877044038,B,-160.63875822899894,A,0
Divorced,66,Male,-133.600746731195,-160.3701414345275,27.41527668568324,114.26514911415528,-17.467455097355682,105.5240532438012,190.03122251758217,A,E,-29.034673904491697,C,A,B,8.31124195812252,C,276.02511278078595,C,0
Single,29,Female,70.14504995977299,-7.436246718408423,55.61089854592514,118.39134431843306,40.18273044143926,127.75352810486793,33.37967905554934,B,C,108.24475488443962,A,E,B,5.581577771785864,D,82.80715150173059,C,1
Divorced,50,F,97.672308865056,-10.748502536365915,81.32126420199131,-31.265123848455495,-217.54168404886113,-210.2280293726102,-10.151092769413749,C,E,-115.38512730030735,B,D,D,-34.88815805166609,A,-107.42346409713579,D,0
Single,68,Male,-54.00412812878631,-19.029282761144405,-128.07588385679546,16.798577936547822,-166.95194355018174,5.269837584637276,-24.934903924021746,C,A,115.03957873986475,E,C,A,-18.813775004352436,C,80.72873373999995,D,1
Widowed,19,F,-30.2271763709477,-40.99589452842279,-21.27787093246499,-21.328760680191053,191.55142269653487,14.299686668213596,82.11282858077273,B,D,38.39346577966212,A,D,C,60.14415427806784,A,34.11018272796639,D,0
Divorced,91,Other,93.67776109779972,-63.80721640599286,61.98495354611416,8.673864862794114,-80.37299528675564,2.8366663755197723,161.01759997752504,D,D,-46.64543003985726,E,E,C,-0.9529190742961882,A,-106.80827279239516,E,1
Single,91,Non-binary,-139.03198376424518,-174.3379760954151,44.38508852343113,-131.81661455561488,31.536053042430883,93.44738421224109,31.622210102626802,E,D,59.018505355837625,C,B,B,-52.16123274473278,D,-31.327389155125317,A,0
Married,30,F,-83.52999418126213,120.26838296875277,15.725850330172792,143.220634262328,163.3117684736088,84.50065054597799,-9.106301223250334,A,E,-69.60614885332208,A,A,D,-42.589987346777335,A,-143.08134627509855,E,1
Married,37,Other,200.68906866669178,32.37657867118563,-152.4414775814675,147.10267588562752,-80.25649056318454,-91.25392485769005,36.11986352266446,B,C,-32.88056344011626,E,B,C,28.466201250125884,B,89.70196530855324,D,0
Married,91,Male,-20.203688331438443,-8.846719445767594,157.29450911609663,48.850216765764785,54.84376015595116,121.28007589546496,-108.60971698584265,B,E,36.089532772213154,A,E,A,7.835307583204321,D,-84.5056344811795,A,0
Widowed,21,M,-52.916767417458956,51.12003283300473,77.63901818978977,-155.8926855369122,127.6569880475009,52.95985266157852,41.74118621630724,B,D,30.27780345981484,C,D,E,-135.455978273957,C,19.630118594270183,E,1
Widowed,55,M,-101.61131668688476,-48.04263331771244,71.9651426152704,-41.19754046450562,-77.68684498540817,62.39369097526774,2.8627289849319175,B,B,68.25683839439553,A,A,D,163.80090576951196,E,-91.10200692576286,B,0
Divorced,65,Other,58.288658594684286,-46.065201219941436,-59.29725019403167,-82.8346482962524,0.5504760820311905,-27.65726285224279,-32.21700501655872,D,A,40.81780359219731,C,E,D,96.79996604272252,A,-112.30636801976317,D,1
Divorced,69,Male,-67.46462845710664,-3.8283455325467273,88.31164593195778,-16.771284518598236,73.3965896956588,-148.8910409467238,101.19451356097568,C,E,74.05511744153776,A,B,D,103.19611571288574,E,44.690419087779375,B,1
Single,52,Other,144.2224815991763,89.67704327943149,-69.06650011758964,42.22210024150592,-71.96013757480927,-25.02351091768983,130.93220400302806,E,C,-65.21111243941588,E,E,C,13.83476052588538,D,-55.1316463330393,E,1
Divorced,34,Female,-98.57174999817117,207.04323231886696,16.2547541103949,-134.89643580009295,31.119848167688936,-93.6591147392421,-60.97637279661324,B,C,118.7219590174433,B,D,A,-49.87798589888165,B,-50.536298621164896,B,1
Divorced,64,Other,207.9265894773043,-120.31642524035126,34.57297405075141,74.04019397049267,141.51513158839387,8.451302252560739,-119.62080589509105,E,C,127.83586163499324,E,D,A,77.95567403258367,E,96.6786436113846,E,1
Widowed,40,Female,86.74933737794768,26.173882216420335,1.1776401439542,-26.97415468606723,-15.977762981682247,-82.58384506032688,-57.327849463397904,E,C,7.513433819907747,D,B,C,123.0939869861358,B,23.490361489711347,D,0
Divorced,70,Female,-23.843271034166598,-26.930593019512045,61.64182847238856,155.8303939495931,-26.204022501311204,86.61265617856179,33.920563324152425,B,A,-77.81291652286941,E,E,C,-71.48423336223273,D,-7.789920337296777,D,1
Married,63,Non-binary,-76.88847781995597,-14.655749445194347,234.27485016189902,-58.858881147667795,26.683185207399163,-184.0152537068031,-76.36806367731408,A,D,151.33486806082553,A,C,D,-64.3888239017593,D,57.27962244216543,E,0
Widowed,89,M,-16.012764072856463,-30.572587568809855,-3.8493241200072497,56.17718495724427,68.17161945084692,-101.19324616248042,128.11101564641388,E,B,-104.09355605815959,A,E,D,-33.1496174783749,D,-62.47554713986987,E,1
Widowed,51,Other,-29.974315608347997,-26.782980795971927,-75.15130623422495,60.98797526660967,33.11759946062974,-12.68337188123442,-43.6120622298149,B,E,-158.97154641420292,D,C,A,34.446297673148315,D,98.5930725719665,B,0
Single,51,M,200.17813364399788,-145.1655434268775,-110.8002506018123,27.374647876316203,6.443054469847284,-156.67589351877146,89.3476957321346,E,A,-20.64753540086093,E,A,D,65.91015834463839,D,128.4408915715545,D,1
Divorced,41,M,-113.40154787039612,-86.37963819854731,-1.0270218201913952,108.09942637678003,94.57452559985548,-121.8624426766176,209.30776128104688,D,A,54.50506568006168,D,C,D,12.628279262230379,C,-7.220268117626863,E,1
Single,46,Male,71.6306141347009,50.602001112583906,33.675390280711134,104.95020258278696,-19.51333035084744,101.10153284774552,-12.85480504766842,A,A,75.2574395914393,C,D,E,40.0578809870263,A,-29.586351690993258,D,0
Married,25,M,32.954276486243316,86.26631699027507,-147.7204015389463,-13.107760792666683,-49.2441170606009,-101.10958556048122,-25.81430558746481,D,A,35.46461574888582,D,D,A,0.5309576513005663,C,-76.81411754353297,B,0
Married,92,Other,145.10135899304825,24.111753038814076,26.034855835058952,95.28574116882285,44.19441148615724,-185.3041597325284,-32.61262673080784,B,B,101.18744244844258,C,E,B,66.08540958321392,D,-49.35776262094177,D,0
Divorced,40,M,180.46269961599236,-159.7323930502362,-85.59335492737551,54.41529123689251,111.687274534221,10.08301475960673,18.35988535904533,E,E,-123.50588864287985,C,E,B,121.94132034111955,E,43.331623822240154,C,1
Divorced,37,F,172.64069950433736,-1.3090175180918298,-2.917186979292559,42.41813791595361,-120.05556615512778,33.18710063476369,77.9079365657009,D,E,-12.03660153494324,D,B,E,103.96729916131173,E,-212.00769930131526,E,1
Widowed,74,M,-64.12772441989907,-50.35747691960633,-71.85961159045158,118.79046513700331,5.943901002734414,126.63644880886274,128.57497026069998,C,E,-60.98279075486146,A,E,C,28.04453612473166,B,30.09046519502332,C,0
Widowed,24,Non-binary,0.7376220032845,-124.76556974373577,7.87627508046526,14.515489315700487,-122.34023485033418,139.68211394861328,127.02501779814722,E,B,-24.622660211779362,D,C,D,-20.3069844311292,B,106.45811406598145,D,1
Married,91,Other,91.86878999192105,-51.326926486858845,116.17446605472314,12.45436304296992,-53.854661276547766,52.896496487257835,-146.93346990695326,E,C,-180.41975964027262,E,D,D,79.60855520090537,D,144.82797557358194,D,1
Married,44,Other,26.3955752605235,15.377275487330532,31.28257208940765,32.398913351853054,131.99266765651342,132.73014967864157,-29.16604361923677,B,A,85.82730233868926,D,E,B,209.0053464981373,C,77.18301829724489,A,0
Single,26,Female,99.13515586016199,-3.873342654814467,54.966052799488686,-1.740329535406749,17.842220104546918,131.2300531868845,-163.4093552341416,A,E,33.74428882566921,A,A,A,-127.95455755502682,B,-143.68480130256472,D,0
Divorced,78,M,44.64615347730726,-39.319688218646256,-44.25691425167791,112.77081663005094,-27.409055455108145,15.580698702939106,-143.71244689948108,B,D,-27.981966651406008,E,D,B,-169.0956569897917,D,-176.2986241590032,B,0
Married,25,F,112.95896834026699,-147.84909324095528,40.246298486657594,114.00971448783781,87.63649884404245,77.31494903340779,76.43181982154347,A,E,-46.71052093828397,A,B,E,121.68963549584923,E,61.273547860688936,E,0
Married,88,F,-104.2574269530877,-29.3556710346113,-154.41950693740728,15.663956092673144,-154.5595321562121,41.25396306238198,84.66213814013759,B,B,-45.78980384375963,D,D,B,131.71774047331212,B,-24.834103776060136,C,0
Married,76,Male,-20.700583085958908,-241.03844566044677,-20.556016484848865,112.35966580789038,22.887910408831022,59.30816325672775,99.02861180381103,A,D,135.9228073656218,E,E,A,-152.16895683308925,B,-59.781068858694766,E,1
Widowed,50,M,-93.23740430472327,33.17047889552376,82.01371547069624,-62.435098109195245,83.29809039842995,-131.43801988285705,-91.35866469567573,D,E,-172.9913440021355,B,B,D,-24.816378980949946,C,25.766216968894547,B,1
Single,79,Non-binary,164.01441351658445,-74.10192401141519,12.473086229445025,-140.86391231108817,-189.19276671589233,0.16354495991587356,-17.508473605976725,A,C,35.8931226117842,B,C,B,-20.76210383011295,E,4.7204004805828825,A,1
Married,96,F,84.44045579385065,-57.45830011055243,-3.7923475647843694,183.36548568177673,97.5315822476989,136.6714448748661,-160.3976992157529,E,D,15.265665899655282,A,D,D,-113.36941686691915,A,-112.01727973163753,A,0
Widowed,18,F,221.74869437631338,117.0567298341695,39.226625832883514,48.170711616332504,107.60526030519581,38.580940278247326,-74.9572302257387,D,B,-27.9138460680125,B,D,E,-8.137941370920942,D,-79.63907244199044,E,0
Widowed,61,Non-binary,-192.77736606004342,112.69788079403382,-15.092631474868437,-18.863606682718956,-1.5616075251649113,-76.26713873700008,39.63892036912296,E,E,6.90430895118409,A,A,E,29.781011365097292,B,-66.23124814296176,E,1
Single,74,Female,48.24839456173714,-176.0406453606156,30.264477547485054,-40.57530203668659,-44.61190609747081,-95.5166300979589,14.938956340026586,A,A,80.31912736291453,B,E,C,73.39070435999147,D,92.30742990475139,E,1
Widowed,48,Male,79.7305655599348,-34.03673787618355,129.43965465048387,10.273893273291263,-54.1055321669965,-36.39929973552823,-122.24590757670242,A,A,-13.316473708740432,C,E,E,-73.70120837218862,D,18.081641916263493,D,0
Divorced,81,Male,-146.42604789839845,-73.48001852008008,-3.017832729107537,-7.287711892181263,109.29648796801257,-85.35582641128735,207.40100281585515,B,D,-56.84934125374062,B,E,C,-195.1283028972274,E,-27.445506000713003,E,0
Widowed,43,Male,-12.92209170522603,-25.66126215248205,90.59379931799893,36.63456764864879,-68.26868605503343,55.81367417832747,-63.27407952254931,B,D,101.58942572119692,C,C,A,29.494817894219228,D,93.2793554006604,C,0
Divorced,52,Non-binary,-2.1611145321141536,201.54615338819934,17.44650292557354,11.66517631404354,59.730354392179244,7.199777228260583,-100.72611721523602,C,C,8.749129020670114,C,D,D,-126.7613966648869,C,117.2949097741951,C,0
Divorced,54,Female,-29.901243698250507,-50.62515261112151,-134.4880313332592,93.23144870471037,36.28736721179634,-173.4276305831635,-39.98546803965481,A,D,46.66947744963057,E,A,B,51.83536192528114,D,-2.390692301450332,E,1
Divorced,69,Other,26.707687995034412,-115.49102472092119,-20.196554193407003,-100.16725940417928,60.37688464202081,87.8340116644431,-144.2760500808046,C,A,-98.10976163329195,B,C,E,41.47638655935861,C,-190.69913336776347,C,0
Single,36,Female,-107.62964612993915,137.5677209915884,-124.74145354650987,73.99430342360456,112.6094246204518,-53.156716957851145,145.03649000188855,A,B,-1.8700395959342075,A,C,A,-11.387975828868187,B,114.85572349389987,D,1
Widowed,40,F,-6.993263522497697,-109.83609706408303,-51.96581916817641,-41.752871111276754,-155.13371406600976,7.601257368539087,79.79127220371285,A,B,79.20776230530694,E,E,C,101.98377147798494,A,-20.741943777653802,D,1
Married,67,Female,-138.85421701063586,107.92055270950813,-22.42343017998409,26.227127697726154,-80.58375150539615,147.59068860377553,-146.01605124751376,D,A,14.977573391245425,D,D,A,74.79778023752934,D,7.756124180923677,D,1
Single,51,M,125.9303133876639,140.21759700891607,137.78011861274183,-30.415260000620275,-19.16993809740918,117.5892713891087,9.907791122835363,B,A,-26.455143693291255,A,E,C,-73.61023912528611,A,49.06575710234159,E,1
Widowed,25,Other,63.46608377201457,211.77104118284998,-73.31333220545243,-21.632879892635508,-18.695826476777523,-78.71363446041465,-89.2709571278335,B,B,116.22559619662512,E,D,E,-51.36372968228437,D,144.97376083258015,D,0
Married,59,M,-50.8032546625824,-20.201603659554227,281.3813869719623,-43.29587924707984,-2.0357391745887647,170.7146030508815,95.71793838356814,E,C,130.83069093098817,A,C,D,87.03364991747785,E,-45.82797616616342,A,1
Widowed,30,Non-binary,-63.294292343422796,66.83842839131451,162.26022795822524,130.4104415579418,-68.92022313710213,-106.20961173025651,45.577451101105474,D,A,-49.8822234087246,D,C,C,34.18257414409756,C,86.04837727748492,A,0
Widowed,69,M,-7.424620235910835,221.83118103336977,70.58199722834343,-12.956283718458417,190.8324654997041,-98.01096105120695,-76.31042970803125,A,B,129.078992479511,B,B,E,-44.8834379840304,A,173.28497177767903,A,1
Married,98,M,164.70687031416017,-162.53500944152145,1.3855493658274105,-72.88079177577632,-67.96026814855244,127.14650679638643,31.840551679025303,C,A,-35.49587544479472,A,C,A,-102.85515035612744,E,5.930345073348759,B,1
Divorced,21,Female,77.90644735015809,54.45778162483161,-136.18824757976574,7.38362369940664,-110.96790434559558,20.640506785523375,-99.96658427192692,C,C,-50.79827162085461,B,B,B,42.05370207942317,C,-91.13463824441646,C,1
Widowed,99,Female,-43.196123362724556,-110.91924552545638,-28.956751415395697,32.60944566025065,157.03766951436683,201.9441500867373,78.52471113490287,C,C,-65.53271631629151,D,A,C,103.26902360378605,C,175.26296727045835,C,1
Divorced,43,Male,-8.991953347933004,-30.74353127937814,19.740616495105535,-18.246119197788342,-122.05688411643621,44.51791917401442,92.0805364768476,B,E,14.694817121869955,D,D,B,131.51820784418183,C,69.40137561148099,C,1
Single,25,Male,-5.454166098448945,214.91818833727228,-27.186253061773485,170.2174013811997,-204.15818713091238,316.63843240625783,2.8557560715352173,C,C,96.91130502846907,A,B,C,-96.47630387026237,D,-94.16820217045105,C,1
Single,25,F,-173.50338387264188,2.8941583404200415,0.025222520697340604,-32.76686459383426,-68.63644428487777,-160.3417733729614,21.114554974283312,C,A,18.004665775838216,B,C,A,17.214800860625164,D,133.21126542640528,D,1
Married,73,Male,140.54997667824898,126.27165779698181,-42.01791257955938,-73.96605291415038,-190.62046366906517,12.377121799359326,61.85170580173486,D,D,-32.2940061922391,E,C,C,-0.8105880971154843,E,-43.630837243419826,E,1
Divorced,28,Female,-2.396037514460875,-5.89003325993243,-2.358232011612123,69.66644406675395,81.53590567522532,35.059070549475756,-88.84646080135836,D,D,160.37393149672528,E,C,A,77.59900351116245,A,-4.93271115838513,D,0
