marital_status,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,target
Divorced,18-25,64.53324476672438,B,1.0606684258281447,A,45.463606057938215,1
Divorced,18-25,-20.725443385405878,D,-52.1308730454732,A,106.66022657275533,1
Married,65+,-71.31903485992733,A,84.01126395668062,E,-26.914907886529623,1
Divorced,36-50,-94.49759991879907,D,28.246974078583648,B,-16.78572434147443,0
Married,36-50,-47.72276719172171,B,75.47196077464004,D,12.613597938267537,0
Single,65+,-143.93422231065182,B,109.5673280549295,B,-18.43511489321781,0
Single,65+,115.67063262848691,C,19.2938236530132,B,79.1415161224929,0
Divorced,65+,-120.07988285496442,C,-36.64447791491018,A,3.2350783473333715,0
Widowed,51-65,-160.08360526453478,A,175.6895963881823,B,-34.20488728212681,0
Widowed,65+,-29.79980082634295,C,19.529698943854644,E,-71.83807069288052,0
Married,36-50,91.43504462578677,D,16.43639926685284,E,-19.234948143110962,0
Widowed,65+,8.587430163718183,D,-122.67462201565533,B,148.99551659809774,0
Widowed,65+,-19.772359134346363,A,-84.97062197822086,C,45.02957359962996,0
Divorced,51-65,59.64760158053638,A,11.059490791640023,B,17.2011846678941,0
Widowed,65+,-116.91991977993106,C,-44.5618277782762,B,137.9097280078539,0
Widowed,36-50,-61.945472392231224,D,167.4928006080335,B,66.02371247548976,1
Married,65+,-170.42621458271202,C,155.1113602498369,E,249.48391030369837,1
Married,51-65,-61.90536631175468,A,-47.717387044666566,D,49.56075248493244,1
Married,36-50,-4.835814661349268,A,-50.70008473502282,D,-25.780082893668627,0
Widowed,26-35,-78.37228692225847,B,-167.58817481292309,E,27.27592053099393,0
Single,65+,10.50631047490001,D,-14.379939149717602,A,-92.22962951500992,1
Married,65+,-46.398513935142965,B,-45.948177792727876,E,-60.29170666592037,0
Widowed,51-65,4.067835627537791,C,82.66728173534615,E,-60.34874905981255,1
Widowed,36-50,-46.39989304612271,A,-43.64821788625255,B,-100.02511092622683,0
Divorced,51-65,16.490507001438782,A,-13.276239615316983,E,-29.22851597539057,0
Married,18-25,67.80655789386424,B,-51.56114440288513,D,-56.79486111563909,1
Widowed,51-65,-164.38695339667726,E,-2.2186867078265706,D,105.31779568676045,1
Widowed,18-25,-185.29280618073233,C,144.10459568114598,A,-75.74373040213402,1
Married,36-50,31.449841080286923,C,-191.8161673287079,B,133.5741711324397,0
Married,18-25,-55.33807672793637,E,216.6716153785361,C,105.30703866937554,0
Widowed,51-65,-28.949237291887048,A,-61.10053363562168,C,-344.7855255604975,0
Widowed,65+,90.82737074786421,C,-70.63711082635494,A,283.50018470704447,0
Single,65+,-21.185894337209778,C,33.36893288374772,D,-10.88628533685137,0
Widowed,65+,131.41857632167398,E,11.59585589898267,D,-15.664153406975768,1
Single,65+,53.41615493646527,B,25.696455852714184,E,-47.767343708855265,1
Single,18-25,-53.365093212937786,C,69.78596799299821,D,-108.44699312115597,1
Single,36-50,-49.495809134411274,D,-255.23002639728136,B,-128.50509089391403,0
Widowed,36-50,27.6701814933504,C,129.4810178863453,E,10.848105637498863,0
Widowed,26-35,140.12547235229556,C,-65.68266586591123,E,-138.96981743696674,0
Single,51-65,118.66218262078823,E,-9.994124536351894,D,-39.91710824824609,1
Single,51-65,-28.179213655200037,A,-77.4149518974099,A,-55.68030838595558,0
Married,65+,40.98691541435782,B,-176.18611609330895,D,-118.44535353964902,1
Widowed,51-65,-13.404634256610116,E,17.48123727058704,A,-18.783635519051376,0
Married,26-35,-1.9127644063151528,A,306.1011314076277,B,-115.3388878075528,1
Single,65+,-44.99429814499399,D,-16.323600027215775,C,45.913302200511474,0
Single,51-65,92.44814500976092,B,-157.33177797037823,A,-37.55242737451318,0
Single,65+,2.6511230682057754,B,-8.28807979297898,E,28.636250550686494,0
Married,26-35,-60.4184372889142,B,55.67492003287535,E,169.8298744349011,1
Divorced,51-65,-63.28890488523224,A,-87.8691702870693,E,14.809685381955354,0
Divorced,18-25,78.41234839091143,E,-12.15233736852374,D,-156.4552395927672,0
Married,51-65,-46.87122573215885,D,150.4042098385488,C,27.25620745252068,1
Married,26-35,152.45579215078908,C,158.12287658770578,E,-10.406298694587727,1
Single,65+,72.45597826881873,A,37.34498866408016,A,57.270824222048944,0
Divorced,65+,65.2052598346304,C,-3.8218161892783735,A,105.91958249563646,1
Single,18-25,99.68773157948823,C,56.507402024875674,D,60.88001242687042,0
Single,18-25,75.21675643709435,E,-73.18029986178566,C,-132.38916783448835,1
Married,18-25,109.74467081633159,A,12.865730472916317,A,155.87478606138774,0
Divorced,36-50,-62.5753195822791,E,218.39304411924698,E,-95.26364992182341,1
Married,18-25,-113.37091077105099,A,54.19554380856057,C,111.82441886549974,0
Widowed,36-50,-107.93680149687795,C,262.52221955602965,E,45.565834299117995,0
Married,18-25,-18.50522601573056,E,147.6175864123531,D,-161.81391115348836,0
Married,18-25,-87.3396143528644,A,-164.04804531183714,B,132.76881672026505,1
Widowed,26-35,-121.29080282203255,D,18.59416213404825,E,39.028315340810124,0
Single,36-50,-94.47252153488418,C,-16.389825308400578,D,-25.38131177665455,1
Married,26-35,-25.039949765480973,B,-69.21641846178575,D,-81.44288994528812,1
Widowed,51-65,110.83529710688165,C,-8.973335370900966,A,-65.42296961272856,0
Divorced,26-35,180.0300326674613,D,-50.81940119197602,C,157.37516008740872,1
Married,51-65,-40.3550819761372,B,19.94189471533407,C,30.397957847408204,0
Widowed,26-35,-6.381361121286215,C,0.6751309383216224,D,-42.79599903273887,0
Single,51-65,11.660025478832987,E,97.52109320184151,A,95.16588020284573,1
Widowed,65+,-14.195032453149295,B,53.15846575297737,B,-19.3210354128255,1
Single,36-50,58.187515949920424,A,-23.194959488545962,E,-31.872790765749205,1
Widowed,36-50,-89.23855359955647,D,-92.28402793951386,C,-87.26826786129024,1
Married,36-50,-31.324920954758497,B,-88.82471231258182,A,41.93043513492917,0
Divorced,26-35,0.0014395806639261768,A,86.91937226898034,C,-152.27026687477368,0
Divorced,65+,-23.403795445316312,B,-134.17344446175576,B,50.548550028454166,1
Widowed,26-35,8.463816421630762,D,-64.70897073235473,A,-147.3112204726019,0
Divorced,65+,147.05086947587364,C,-35.34932126043714,C,11.717736234896293,0
Divorced,51-65,71.43851900212597,D,-54.90722566780373,D,92.75957774186047,1
Single,51-65,-28.220594098815198,C,-155.90575536701436,D,63.18881407528134,1
Single,51-65,-3.8175195189166247,C,163.89928207110987,E,121.08343939633642,0
Single,51-65,-110.8946746743493,D,-96.14819006815812,C,14.520167321426095,1
Single,36-50,-167.90020871394287,B,-6.597420181671808,B,-169.58938584806634,0
Widowed,18-25,37.01788002254874,A,93.73137752504684,A,-66.30719857518947,1
Widowed,26-35,23.207516119401596,A,53.34243354179923,E,109.91138638435905,0
Divorced,36-50,113.54277529410348,E,-28.832254721643725,A,59.27438503249507,1
Married,65+,174.16698871589534,A,-126.79081872632649,D,-86.93575407497165,1
Widowed,18-25,111.12023399718271,C,117.35875204519746,C,28.058608709469553,1
Widowed,26-35,40.38640625804138,C,-61.43374091362267,B,102.60249361434902,0
Widowed,51-65,6.924615728313803,D,-103.12473800807341,E,-209.8835070829073,1
Married,26-35,-6.221735028447023,A,-168.9559865758685,E,-119.34022432785825,1
Single,51-65,15.49036572352313,B,47.97586332732225,A,189.17574378232968,1
Divorced,26-35,-111.4132393898542,C,162.72788139793244,C,-104.87272069770195,1
Single,18-25,115.479177140265,B,28.373946489159895,D,-236.8974958698796,0
Widowed,36-50,-38.47999018245861,A,-47.628185259242265,E,-18.780839989020112,0
Single,51-65,-87.01492198126508,E,46.65830830187143,E,-82.93327441140345,0
Single,26-35,-8.356672931852108,B,-164.72670255925564,A,38.30111110659091,0
Single,26-35,-46.85969050630549,D,25.450870872233395,A,164.33030077940552,0
Married,26-35,47.82025896176469,D,73.7469728906354,D,16.542284962359638,1
Divorced,51-65,82.30476221158546,A,98.51403314704228,E,205.653118441835,0
Married,26-35,-14.58906056823676,C,-13.722188466406,C,-68.43677406470034,0
Married,26-35,19.031859003477262,A,-100.84806342543567,A,-28.492126572614946,1
Divorced,26-35,-97.66107376682794,E,67.40675589695933,D,-43.84093030584854,0
Single,26-35,101.74423358580063,A,-89.3563807981229,E,-252.58691250510444,0
Single,18-25,-264.6054903797381,B,43.35975358495886,A,42.025418627312014,1
Divorced,26-35,6.170159429652647,E,-85.09056456854015,A,-51.874416064069216,1
Married,18-25,-8.798172687559312,C,71.50479396882666,C,-43.328270530253725,0
Divorced,51-65,-54.70634878432564,A,205.4908030209648,A,-99.81757916883673,1
Married,26-35,-3.839144566484302,C,93.68346165392502,C,33.88110940049817,1
Widowed,51-65,80.37127523944082,D,-32.328461525281774,B,-68.72627561313178,0
Divorced,51-65,184.32779947001373,E,125.55393058050379,A,111.78302015777355,0
Single,36-50,16.80244893255379,D,-4.898450173822428,A,-57.892660727988684,1
Married,36-50,-0.7164409529104327,E,87.7977370795246,D,14.834270238907857,0
Widowed,26-35,-8.918266161118034,B,-182.58905316233262,D,-164.517579029801,0
Single,65+,-15.138740110327495,A,51.41908290985497,B,-40.016474620774225,1
Single,18-25,57.32390808187168,E,-2.7315613552309923,D,115.95753851383752,1
Divorced,65+,-94.39234636897304,A,-91.83132387467435,A,107.29504589687302,0
Married,18-25,-55.63409449510628,E,-27.045959655545033,E,7.925965908996131,1
Divorced,65+,207.81231564790806,B,79.37349301263242,A,-98.18383583349862,1
Divorced,36-50,-108.01178359135397,D,15.198624365025648,C,179.37810331437035,1
Widowed,51-65,-21.897982733535155,D,-37.585691279424765,A,41.62617944787048,1
Divorced,18-25,-205.47207740046548,A,-115.03133155329002,B,79.89239851190206,1
Widowed,36-50,19.16838829123876,D,100.82015160834506,E,-39.671170532938724,1
Single,18-25,-111.1248455054632,B,207.67419819734053,A,121.22816384146644,0
Married,65+,-120.83233295252762,A,75.61790378882549,B,18.09290948741828,1
Divorced,65+,7.189705920811545,C,136.15104341587448,D,-9.848984656901644,0
Divorced,65+,34.52247564381823,A,-168.87361223000548,A,-40.27566554373968,0
Married,36-50,-41.42932830488915,B,166.17645094459897,B,-210.08712048926904,1
Married,65+,72.17709836767425,E,95.60164864100952,B,70.71804922713115,1
Married,26-35,21.781327285580627,D,104.20348705240563,B,127.50272594108303,0
Married,18-25,-15.937403034989838,E,-129.01020258430196,D,-91.01430838780172,0
Widowed,51-65,-5.8032305074769575,B,-154.8550388850858,E,-61.807270212163864,1
Divorced,51-65,-15.106038986863243,C,-24.628179964775896,C,19.9756860383729,1
Single,18-25,-4.8162778742983425,B,112.84137212766603,A,-116.04200688642132,0
Single,51-65,-118.10361518445139,B,-27.40706783651116,A,275.3195330714291,1
Single,65+,-52.577345685883316,D,-151.5466161727153,C,-81.9227290560351,1
Divorced,65+,-49.612466372977146,A,-37.14936713700882,B,-22.16265726189281,0
Married,65+,-73.53157332221816,D,47.22935140716533,D,-117.90179843313,1
Divorced,18-25,20.739475108637173,A,-75.42185589394752,C,177.01598691213277,0
Divorced,51-65,127.25527707103721,E,319.5649803013535,E,67.54058916019797,1
Married,36-50,-12.20866182456814,A,73.84599258233337,B,69.90904485369701,1
Single,36-50,-18.285796677341175,A,59.1300879647913,C,4.247360125602316,0
Married,26-35,-31.608745186755055,C,34.84132105889678,E,-79.09347253694372,0
Single,18-25,171.78943967285863,E,-92.57078005397071,D,-48.510271466504626,0
Married,51-65,36.02978110545297,A,-141.36662363952232,C,-3.2922907119881626,1
Divorced,65+,200.88223580655153,A,-40.93930713484299,B,-31.80199312025056,1
Divorced,65+,-9.65718377715255,B,-255.19643417530102,B,-1.594853804685843,1
Widowed,36-50,-93.75760590549756,C,30.51418739895792,C,-112.89601947263459,1
Single,36-50,-56.22499971131937,E,93.35096252048723,B,38.155759145073596,1
Widowed,18-25,43.561758426332496,A,16.494277699850834,D,-7.916324690024011,1
Single,51-65,118.62992072608762,D,83.43845986972592,C,-115.23086058590278,1
Married,65+,-48.89138041417978,B,-15.970954331121076,E,156.25201402235604,0
Married,18-25,-152.2170330195857,C,-98.21024001513659,E,-101.1361818788085,0
Widowed,65+,1.5424713166814683,A,-222.00254556835824,B,-139.05221771612563,1
Single,65+,-144.28438328739423,E,79.9930789031887,E,37.75063962140524,0
Divorced,18-25,-103.71126888161926,D,-168.0401036488056,C,-9.269122166770535,1
Single,26-35,20.100523585133843,B,-56.83319927221563,A,-76.19704578804154,0
Married,26-35,-53.422907498208886,D,-143.09413170990618,E,-196.0380611851793,1
Married,26-35,-125.70711194318238,C,307.1625525439273,B,3.734161872590827,1
Widowed,26-35,48.52180534200776,A,177.09554334640518,D,76.02883069190433,1
Married,26-35,-0.9743908706202455,E,53.354134576001954,C,29.33664201046151,0
Married,65+,-35.730019522004795,E,176.79502777510987,E,-140.42493159468248,0
Single,51-65,-25.670665012826387,D,-39.695262155760005,A,-15.36542892521978,1
Divorced,51-65,114.57835661464033,E,-101.21092470555485,E,25.435938445123043,0
Married,18-25,44.327655378667515,B,125.95508943515345,D,121.79357462186533,0
Single,51-65,127.61099929196156,A,-20.598236298430642,C,46.110559501002626,0
Single,26-35,-24.666777650492627,D,55.106942188920584,C,-12.914054535395161,0
Single,26-35,61.57882384473455,A,110.14368786080573,E,334.09727846619757,0
Widowed,26-35,127.45224658248983,A,-82.73368794875891,B,112.09520093941809,1
Widowed,26-35,57.104600774793035,E,100.63118011024197,B,26.984178726524355,1
Divorced,65+,171.41339872909205,A,-68.60480344280388,A,35.78316443841255,1
Divorced,36-50,-207.63255465112132,C,26.539849676748943,D,171.15384066025084,0
Widowed,26-35,7.917550703275038,E,-157.86829455521462,B,-37.163479126518006,0
Divorced,36-50,76.7851037295704,E,136.87267544308133,B,-0.3013011898590415,1
Widowed,65+,44.74364946964842,C,-119.86875188118347,B,21.787711956636137,0
Widowed,36-50,31.423320815569006,B,-36.36884716863202,E,-104.33325435789752,0
Married,65+,-129.59179758211963,A,7.437981944629623,B,43.42384801749327,0
Divorced,26-35,170.4567847046193,D,78.55818601873467,C,28.198181412231772,1
Married,51-65,-68.23387052664711,E,7.768043060648003,A,49.506413708631996,1
Divorced,65+,-79.92618943805839,E,-58.01596234364791,A,-18.48144200341208,0
Widowed,36-50,121.14764892354832,A,23.39076680282741,E,-28.30816843525492,0
Single,51-65,99.35572024299488,E,-62.24685579615704,C,187.7047558209876,1
Divorced,65+,-130.02681157009823,B,-75.41175805424162,B,109.84842125749566,1
Married,26-35,-63.297574407285154,B,-22.51194136961422,A,24.07013767110769,0
Single,51-65,-2.019830635942646,C,89.63133189202047,B,6.930069639170738,1
Widowed,26-35,-107.55459171308388,B,-69.8274971514107,C,-134.04289336743528,1
Widowed,36-50,252.6205372988235,C,42.507775366331536,C,-0.7425337722414675,0
Widowed,51-65,-63.67321091309981,B,-58.15081325952559,B,-78.4291934162535,0
Divorced,26-35,37.27782509532759,D,134.54099921071136,A,186.40768396554546,0
Widowed,65+,91.21626703990015,D,-11.259234433308754,E,51.0518539178197,0
Divorced,65+,59.16049710421658,A,62.63630417158241,E,52.835887228515645,1
Married,65+,20.702718526645544,D,-60.395698210654366,B,-141.03022006937277,1
Divorced,36-50,97.7765470390825,E,22.112710834120865,A,-120.42700972120879,1
Divorced,36-50,78.32661257252074,B,237.37170945147219,C,-185.728355529122,0
Widowed,18-25,-19.993466678050957,D,260.6521700593505,E,-47.573664421414385,0
Single,36-50,163.2388885952944,E,-15.450548013982171,C,82.87731694314914,1
Widowed,26-35,104.52472776845153,E,-2.9727741266511334,D,-55.59201338350933,1
Widowed,51-65,-165.6222811786917,C,107.25236662963209,C,12.457246755559558,0
Divorced,65+,-73.14797042457218,C,26.028614792675686,D,-90.69993238756359,1
Widowed,18-25,-45.94939720809871,D,7.556830124279609,E,164.73105032059726,1
Divorced,36-50,30.25097501019082,C,-64.9662613628459,A,31.94094049170729,0
Divorced,65+,-119.12659573879434,D,-129.93189050857097,C,36.47757080503748,0
Widowed,51-65,-182.4485349933348,D,-63.47196799121919,B,128.68478114506382,1
Divorced,36-50,164.85730118463,D,1.6079469425726536,D,-42.08380240287266,1
Widowed,26-35,12.28384796189333,B,80.56897396468014,D,0.4443961150405579,1
Widowed,26-35,-94.68995136676115,B,-25.503650835321327,B,-24.09737193285186,1
Divorced,51-65,-3.37165082843649,A,103.03081504231055,A,10.922952692905145,0
Married,26-35,-244.69309989087358,D,1.0144409715537572,C,181.77663584099233,0
Single,36-50,-89.92577687241983,B,90.64598047493162,D,-51.43957451994171,1
Single,65+,-31.187657883642533,D,-102.82207604685767,B,-91.19290111581778,1
Divorced,26-35,158.92286320732362,E,-159.60004234019735,D,-18.648790813525046,0
Widowed,18-25,78.65832571400352,D,12.31690664109188,C,95.91069262417271,0
Married,51-65,74.29675778792483,B,37.33579194754733,A,35.41248808185277,1
Married,36-50,-188.03182827277075,A,71.99791761827132,E,-97.83351697023656,0
Married,18-25,69.28609610110253,D,163.38446718599377,C,-80.4733485043536,0
Divorced,65+,51.53742005956366,D,-103.10204274102004,E,115.97699174003581,1
Married,65+,166.71128285093292,E,-29.57956175580142,C,167.92156708714467,0
Widowed,51-65,-212.19474207493212,E,-20.809687996968727,C,30.213371361872397,1
Widowed,36-50,-113.27657360560241,A,-17.864823460995613,B,36.635903287960126,0
Widowed,18-25,1.2165593828686072,B,-27.52960663470563,B,-115.15984698426934,0
Divorced,65+,-125.51158398711983,B,60.6071307721853,D,-51.816207664562086,1
Married,26-35,139.80247108817954,C,32.97106988169895,E,61.66568643142484,1
Widowed,36-50,-74.09692901593756,B,-148.80854615409538,A,111.71444890452365,0
Married,18-25,-35.26811977684158,B,-65.84139162115132,C,136.44231155530267,1
Single,26-35,-103.2838550869427,D,12.087272202841906,D,187.50855688941616,1
Single,18-25,34.28334153139867,D,195.555440236503,C,159.24176888292806,0
Widowed,26-35,-43.21608491150349,D,49.295235933509176,D,-228.9347295998748,0
Single,26-35,158.54135459496453,B,-58.74908255280739,A,95.33542790808633,0
Widowed,36-50,129.0828032787128,B,-148.41414815559602,E,-74.83178158140475,1
Widowed,51-65,-55.06371945486378,E,-33.22245737313428,B,-97.90417185730811,1
Single,36-50,-82.87942965311393,E,25.654263930081537,E,133.61297733270587,0
Single,26-35,-29.34323722498644,D,-171.08931540878572,D,73.88741934897155,0
Divorced,65+,-0.20742036326178848,C,-178.39544974663488,B,-78.72537877011733,1
Widowed,18-25,-89.54718228877645,B,-11.272325160828853,E,51.99202575367965,0
Widowed,51-65,95.20008252910081,C,11.552139778659015,B,-95.86024792406357,1
Single,51-65,-64.85873115543208,A,-50.73518771872067,B,-11.809684768286779,0
Single,18-25,25.921481994563873,A,-158.84124679009017,C,200.18055793804623,1
