religion,orientation,military,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Other,Heterosexual,No,65+,E,C,D,D,76.20589636821583,E,B,A,156.75071116416476,-25.292599541440698,C,91.81034090266047,D,A,E,0
Hindu,Bisexual,No,51-65,A,C,B,A,28.603468621773064,C,D,A,-193.44940407508892,205.5975290003138,B,-88.86208407949134,A,E,A,0
Hindu,Homosexual,Yes,36-50,E,B,C,D,-128.03086191534007,A,D,B,-7.600620682558235,64.58079125913699,B,-231.24980699079808,D,C,C,1
Other,Heterosexual,Yes,65+,B,C,A,A,44.194400729635696,B,A,B,-43.75986790145071,-117.43205870484647,D,-272.8115297995087,D,A,A,1
None,Heterosexual,Non-Veteran,65+,D,C,C,C,34.016071675430965,D,B,E,-28.20562307195793,144.19439247548803,E,71.41438650068699,C,C,E,1
Buddhist,Bisexual,Yes,65+,E,B,C,E,9.00935346452754,B,A,C,-48.175768933624674,179.5649105569442,A,-67.23900779489063,E,A,C,0
Jewish,Other,Veteran,18-25,B,E,E,B,0.45148440630335857,D,E,C,-195.740770910722,95.48231183113039,A,-80.77185233155085,E,E,D,1
Buddhist,Heterosexual,Non-Veteran,65+,C,B,C,C,-32.21207060021954,E,E,B,-43.52353511465425,-49.72955157598381,E,54.827433985458185,C,E,E,0
Jewish,Bisexual,Yes,36-50,D,E,D,E,39.325909289021496,D,C,C,-132.22341983348718,-41.40703769300544,B,-12.632310532782078,A,A,B,0
Jewish,Homosexual,Yes,18-25,D,C,A,B,-14.670673403355858,D,E,D,147.46552666167173,-6.652058872016267,B,59.071187509501364,B,A,C,0
Other,Other,Non-Veteran,18-25,C,C,C,D,-107.67587786081856,C,C,E,22.44166598965835,-72.56995613070482,D,21.107219646161237,A,A,B,0
None,Other,Veteran,51-65,B,B,D,D,18.255167590633345,A,B,C,-214.6594718877903,-159.529806533514,A,-16.715949521051897,C,C,D,1
Buddhist,Other,Non-Veteran,36-50,B,E,C,A,49.39888840400829,A,D,C,69.11473765347549,-70.33854766753215,D,97.85309495470162,A,B,B,1
Hindu,Homosexual,No,18-25,A,B,C,B,-68.47116069626544,B,A,E,-85.468782724363,38.87447695535312,B,-96.63594633623089,B,A,A,0
Christian,Bisexual,No,36-50,D,E,E,E,11.032696688253774,C,A,D,-7.6777932480815645,-50.28472709683012,E,83.12528451371249,C,E,E,0
Jewish,Heterosexual,Yes,36-50,B,A,E,D,-51.912032189549784,C,A,C,-55.05677667663655,48.035334303367186,C,-49.569174040558295,D,A,E,0
Jewish,Homosexual,Veteran,36-50,C,D,E,A,84.29462771923484,C,C,C,63.848864177219845,-70.78959978798844,D,-84.2536545442347,A,E,D,1
Muslim,Homosexual,Veteran,26-35,B,B,B,B,100.193567781319,A,D,E,-109.4437905001871,17.64446391463437,E,85.33158675495922,D,C,B,1
Buddhist,Bisexual,Veteran,51-65,E,D,C,E,-11.220430774795283,C,E,C,-38.19537728384436,-60.07073939840472,B,-8.37206007537148,E,A,A,1
Buddhist,Bisexual,Non-Veteran,18-25,C,E,C,A,122.2904576795517,B,D,D,1.3258899365321328,-76.05517570206717,C,0.22919901198907539,C,E,B,0
None,Homosexual,No,51-65,D,C,C,C,-66.44709647792281,E,C,D,-1.4510686777267412,-66.37675308518124,E,117.70626139082496,D,E,C,1
Jewish,Homosexual,Non-Veteran,65+,A,E,C,B,53.755198584880425,E,D,A,30.56608145904054,-38.289450807404094,B,121.93389549742271,A,D,D,1
Hindu,Other,No,51-65,E,A,E,A,92.68521327300392,B,C,D,-123.99719564905322,-146.9184898862966,A,-65.82129984772432,C,D,C,1
Jewish,Bisexual,Yes,65+,E,A,C,D,-135.5666945699166,C,A,D,-10.349373191052793,61.856291470064505,A,28.280098670245835,E,D,D,0
Christian,Bisexual,Non-Veteran,26-35,A,C,A,C,-17.42531631693667,D,D,A,-204.2707669771016,31.346676676945904,E,54.749202379751615,A,D,B,1
Other,Homosexual,Yes,18-25,D,B,C,C,93.04463023865631,B,E,C,-77.87054653002602,20.396595688986217,B,-2.32045952894513,A,D,E,0
Jewish,Other,No,18-25,C,E,C,B,36.19912379126286,D,C,A,-144.20541512945138,31.393000285744122,B,-96.54462445721101,B,C,A,0
Muslim,Heterosexual,Veteran,18-25,E,B,D,B,-150.25104105111896,E,B,A,-32.49595566503139,-48.25601986192958,C,141.60112143863168,A,A,B,1
Other,Heterosexual,Veteran,18-25,B,B,B,D,25.661620222949278,E,E,A,-32.21723933869818,-62.260398134477654,D,29.954156877333254,A,E,D,0
Hindu,Heterosexual,Veteran,26-35,A,A,E,E,-155.64632736778913,E,E,B,61.26490404592777,116.19808502907856,E,210.31977730682874,E,E,E,0
Muslim,Bisexual,No,26-35,D,C,C,C,-3.57943483132913,A,B,C,31.805914135210976,129.63558975333143,C,67.38751432085944,C,B,C,1
Hindu,Homosexual,Non-Veteran,65+,B,D,C,C,-102.72732529832358,B,B,D,-43.48300663059083,-5.418889172177865,A,-30.71587020371523,C,D,C,0
Jewish,Bisexual,Veteran,65+,D,D,D,C,-23.828370988788787,A,B,E,-135.8012922125622,-102.60837708005272,D,-2.5815122481246835,A,D,B,1
None,Homosexual,Non-Veteran,36-50,D,C,E,C,-90.35990357007614,E,C,C,-18.09192679184822,-144.44574152061267,E,-155.46409406600347,D,C,B,0
None,Bisexual,Yes,26-35,D,B,B,A,-12.950914648217484,C,D,E,-130.13491020465972,42.594914710293374,E,-154.1721808487421,B,E,E,0
Muslim,Other,No,65+,B,A,C,D,45.63845856693986,A,D,D,24.79197140749169,82.32769222978149,E,0.7463724965618102,A,E,D,0
Christian,Heterosexual,Yes,51-65,C,A,D,D,41.160942910518784,E,D,A,-45.851451946530524,-120.59489764040741,D,-12.782084973683402,E,E,C,0
None,Bisexual,Veteran,18-25,D,A,E,A,47.50705861781378,A,D,D,-20.26379837406289,-95.08371421795026,C,-37.274656785689544,D,B,A,0
Hindu,Other,No,18-25,C,D,E,D,-165.37867090857895,B,C,E,-148.16593515067592,-221.44867947403154,A,-31.19489943314103,D,A,E,1
Christian,Heterosexual,Veteran,26-35,D,D,E,C,-135.4804702253187,A,C,C,97.26550469809634,-84.01079483588309,A,10.357951939502954,B,B,E,0
Muslim,Bisexual,Yes,18-25,E,B,D,A,128.5622699156113,A,E,C,164.70440101016686,19.63691490891068,C,103.09689343317434,E,C,E,0
None,Bisexual,No,36-50,D,E,A,E,-132.66846212863993,A,C,E,20.87453659707222,-51.77687176244928,E,171.31565953133065,E,C,E,0
None,Bisexual,Veteran,36-50,D,B,C,D,-59.95291220891637,D,B,C,-117.63489668059341,-130.98309994505033,E,37.845446379548164,D,A,C,1
None,Other,Veteran,65+,A,B,E,C,-57.78672462320104,D,E,B,159.44991632784928,-168.25330824600175,E,49.00925803461188,A,D,A,1
None,Heterosexual,Yes,51-65,D,B,A,C,35.175570793860516,A,C,D,0.9033636239036598,-189.11687280478432,D,80.85689725761537,E,E,A,1
Christian,Homosexual,Yes,36-50,A,E,E,A,-38.5647781028017,C,B,C,38.634853153045015,-78.85644959531072,C,-144.0512567546954,E,A,E,1
Buddhist,Bisexual,Non-Veteran,18-25,D,D,E,D,53.49448615750341,E,B,E,24.566273251961576,-15.705161386869209,C,-85.06980761600322,B,E,D,1
None,Other,Yes,26-35,B,C,E,A,-34.764498125558035,C,D,D,149.4519997169101,94.45385671882784,E,44.53663560092977,D,E,A,0
Christian,Other,No,36-50,B,C,E,C,24.719234699099886,A,B,E,80.16874228768297,65.36805005009157,D,97.48419657325246,E,D,D,0
Other,Other,Veteran,18-25,C,D,E,E,-40.75664087877474,D,A,A,-43.011634121072724,-77.59002758459268,D,53.27963585253875,C,C,B,0
Other,Homosexual,Yes,36-50,A,B,E,C,63.01868510168263,C,E,D,50.95174991377056,-36.052664438345694,D,-13.243113243618923,B,C,D,0
Other,Bisexual,Veteran,18-25,D,C,E,E,-19.939510380535243,D,E,B,-121.90272324256715,5.205020094709148,B,-225.22043813586464,E,A,E,0
Jewish,Bisexual,Veteran,18-25,E,B,C,E,67.2157914405597,C,B,A,-137.71779270568578,85.88542100523765,C,-16.28144646869093,E,B,A,1
Muslim,Homosexual,Yes,26-35,B,C,E,A,-69.3099709244032,C,D,E,163.2720426276055,-70.46240632331758,B,58.570593591276754,C,B,A,0
Muslim,Homosexual,Yes,18-25,A,B,B,E,174.48299674005446,D,D,C,-87.25914963505575,142.7258526054031,A,68.32866718868948,A,B,B,1
Buddhist,Other,Yes,51-65,B,E,D,C,-152.21950122153572,A,E,B,125.13304685292488,99.81794177540164,A,-9.204388792820724,D,C,A,0
None,Heterosexual,Veteran,18-25,E,B,D,E,54.95036326955122,C,C,E,15.142241326898265,-52.01882659056242,E,55.22124771651898,E,A,D,1
Buddhist,Other,No,51-65,E,A,C,A,12.863666585917747,A,D,E,99.94100078605729,-168.6984873538367,A,133.2176399480502,A,D,B,1
Buddhist,Other,Non-Veteran,65+,C,E,C,D,80.4970406340166,A,E,D,119.64359559150013,-91.0601240668601,E,41.02878791211412,D,E,D,1
Buddhist,Other,No,18-25,E,D,A,A,45.23484677041674,B,D,A,16.35681440125553,-196.65654000816826,B,-204.43494686378975,E,A,C,1
Buddhist,Homosexual,No,36-50,B,D,D,A,-36.15780127093504,C,C,A,-11.517350590810992,7.674376737954932,D,51.53873106534406,C,C,A,0
Christian,Other,Non-Veteran,51-65,D,A,D,A,22.966653143851776,C,D,B,38.387440880047265,-23.41827860470308,C,-88.09858574829752,C,B,D,1
Hindu,Homosexual,Veteran,18-25,B,B,D,A,20.401255474095628,D,B,B,-131.2226612139724,11.527285070438797,C,72.19665308160057,B,A,B,0
Jewish,Other,Yes,65+,E,D,D,D,27.377778639689833,D,C,C,-15.237974105677365,13.375491699354772,E,-199.25775365221824,D,C,D,1
Muslim,Other,Veteran,51-65,B,D,C,A,-109.09261447342438,D,C,D,-75.1139703533934,-173.14127757391128,E,48.26809497173053,A,A,D,0
Christian,Other,No,36-50,A,C,A,E,-48.94363734859263,B,C,A,23.3922272072932,-201.9874105694451,C,26.535481171319216,D,D,B,0
Jewish,Homosexual,Yes,65+,B,E,B,B,-72.44339617624077,B,C,D,-24.68754224520646,-3.0701717788771985,B,-24.56453416823955,E,E,C,0
Christian,Bisexual,No,26-35,D,B,E,A,124.03798210134349,A,A,D,-67.0007298779257,66.80742060785411,A,-76.7862835907175,D,B,E,1
Other,Homosexual,Veteran,36-50,B,A,B,C,-12.385370071750106,B,A,C,102.15588100872853,-84.98428993324936,C,17.40936868051598,E,A,A,1
None,Heterosexual,No,51-65,C,A,D,A,-42.090699245001,B,E,D,164.12404357165173,-238.33488549275677,E,44.66791762856297,E,E,E,1
Muslim,Homosexual,No,51-65,A,B,C,A,16.876968157288367,D,A,E,3.611089600303411,209.63634467574198,B,40.85629235190259,A,B,A,0
Hindu,Bisexual,Veteran,18-25,E,C,C,B,-123.81439165368585,D,C,C,66.54268776013696,93.06068735542772,C,111.28101700619641,A,E,E,0
Muslim,Other,Non-Veteran,36-50,D,B,C,E,128.98010515615246,C,C,B,-132.45601527819576,-23.38816968961969,C,-87.31902168190902,E,E,C,1
Other,Bisexual,No,51-65,B,C,A,D,-50.73517529097262,C,C,D,162.2515525951185,-9.195015185374293,E,158.38793533710736,B,A,C,1
Christian,Homosexual,Yes,51-65,B,D,C,B,-129.36123782355276,B,A,D,93.01168359154924,94.82587206742207,C,-43.75917759690544,E,E,B,1
Jewish,Other,Non-Veteran,36-50,D,E,A,E,17.99429805469331,B,A,D,-25.052600719917788,-30.351568359897946,B,5.67911013140189,B,C,D,0
Muslim,Heterosexual,Yes,36-50,C,E,A,B,33.27961022648857,E,B,C,19.583422107627214,-89.1016373212416,A,-37.720584991436645,B,C,E,1
Christian,Other,Veteran,18-25,C,D,E,B,57.05716315635328,A,D,B,-58.37014022116463,137.98402945411905,D,173.17328564519732,E,D,E,1
Muslim,Heterosexual,Veteran,18-25,E,C,C,E,30.98650714378261,C,E,B,58.7511543801579,83.27850138540084,E,-8.631019286752299,E,B,D,1
Hindu,Heterosexual,Veteran,51-65,C,B,B,C,-16.304691148512124,D,C,E,2.1730076627442116,73.14204815425094,D,159.3364617146612,D,D,A,0
Jewish,Homosexual,Non-Veteran,36-50,B,A,E,D,101.68550737148169,D,E,B,-51.16014285604099,-105.61287137985809,B,115.34052469248049,E,B,B,1
Other,Heterosexual,Non-Veteran,18-25,A,D,D,A,-42.17068273328152,D,C,B,41.3554589645836,-72.23600291827967,A,8.869025936098673,C,E,D,0
Other,Homosexual,No,26-35,E,D,C,A,56.85438868413251,E,A,C,-96.15965140821618,-17.22088609192883,C,37.56016635618248,C,A,E,1
Muslim,Other,Yes,36-50,D,A,E,B,-128.75445792348012,C,A,C,149.96067413157712,15.682463714148561,D,81.10129411691453,B,B,B,1
Buddhist,Other,Non-Veteran,18-25,A,B,E,B,33.64931234770056,B,A,C,104.33159080392241,38.40923015319406,C,-90.27840948364573,C,D,E,0
Jewish,Other,Veteran,51-65,D,C,A,B,-20.662719052631125,B,B,A,139.40511514039224,131.24612324787847,D,-37.017554894390265,E,E,B,1
None,Heterosexual,Yes,36-50,E,D,A,B,-72.06827838329929,A,A,C,157.1668469333708,95.66024340937601,A,50.83640615051676,B,E,C,0
None,Heterosexual,No,36-50,E,E,E,B,-140.67927445507854,C,C,E,140.65441086409967,-35.831192501867186,D,14.2045707591205,C,B,D,1
Other,Homosexual,Veteran,65+,A,E,C,A,18.69065115911979,A,C,C,-171.80419371575272,-1.0542763054238038,E,73.64061571257615,E,A,C,0
Jewish,Homosexual,Yes,51-65,A,C,A,E,53.1386219177012,C,B,D,122.06122517673921,110.48599406708482,A,136.23070971095456,D,E,C,0
Other,Heterosexual,Yes,65+,B,E,A,D,-21.836156195397812,C,D,D,-38.50912144965669,17.710272544856263,C,131.2800328916979,C,B,A,0
Christian,Homosexual,Yes,26-35,C,A,B,E,-23.719694843027053,B,A,E,-74.02318936354729,12.299876482708695,D,-21.35033832623916,C,D,A,0
Jewish,Heterosexual,Yes,18-25,D,A,E,D,-36.993421544795865,C,D,B,74.33902380611495,113.03309633379435,C,-29.108313770538363,C,B,E,0
None,Other,Non-Veteran,36-50,A,D,A,D,225.03132453392237,E,D,E,-53.607010863299784,-29.73894180209078,E,-14.556606300817002,A,B,E,1
Other,Bisexual,Veteran,18-25,D,D,A,D,143.68475602839825,D,E,A,148.5126307476598,113.99143466644739,B,80.67008008444397,C,A,E,0
Hindu,Homosexual,No,36-50,D,E,E,B,51.67827297218488,D,D,B,-193.02573156806682,82.66615544763755,C,123.8165380889581,A,A,E,1
Buddhist,Other,Yes,26-35,B,E,D,B,-200.81136255161408,D,C,C,-53.155301009491204,84.84198260586282,A,-222.0025637725748,D,C,B,0
Other,Other,No,65+,A,C,A,A,-69.06074603735138,B,D,B,-9.71068641896775,4.122001919028049,D,30.497072436915808,D,C,D,0
Buddhist,Homosexual,Yes,26-35,E,D,B,D,-41.403403218881856,A,A,A,-47.49308224936879,-168.7001286218192,E,29.946149814290337,C,C,B,1
None,Other,No,51-65,C,B,D,E,-15.520803051993346,C,D,D,19.49444833880138,157.5826071259039,B,-80.91209663750766,D,B,E,1
None,Other,No,51-65,A,D,E,A,12.91301903279681,C,A,A,-47.44174741116972,-14.969609845710469,B,14.425237897519361,D,E,B,0
Jewish,Heterosexual,No,51-65,D,B,C,E,-154.41557274395325,A,B,B,-48.41178676191918,-232.10136296081635,A,151.18183609656916,C,A,C,0
Christian,Heterosexual,Veteran,26-35,A,D,B,A,22.746047184715355,D,A,B,108.14455217426391,0.8588749979900155,B,133.40183367225958,A,A,A,1
Christian,Homosexual,No,26-35,A,B,A,E,58.26564799501701,E,D,E,152.8275453796952,-49.91661575249287,E,40.59930774656591,A,A,D,0
None,Heterosexual,No,65+,B,A,C,E,162.99427881672733,B,E,D,-10.822588764646948,-98.6717493054648,D,-145.45367609591403,A,B,C,1
Buddhist,Homosexual,Non-Veteran,51-65,E,E,E,C,104.44933545240931,C,B,B,12.847682376326372,-77.06826969913229,B,-4.737990792352937,C,C,C,1
Muslim,Other,Non-Veteran,65+,B,D,A,B,58.36561268598399,D,C,A,15.161687271016424,199.5153706759761,E,104.06729309993659,A,B,A,1
Muslim,Bisexual,Veteran,65+,C,B,A,B,43.70404331131964,D,B,E,116.20936511916192,-92.84448527332991,C,55.85492623566138,B,E,C,1
Other,Heterosexual,Veteran,51-65,B,E,C,E,-13.147453436421788,C,A,E,-206.55899743986814,47.58008911320655,C,26.25093599266596,C,D,E,1
None,Bisexual,No,18-25,C,A,D,A,105.62802272052949,C,C,D,-5.351684772221374,-66.06465727532938,E,-180.48552333977588,B,A,C,0
Other,Heterosexual,Non-Veteran,36-50,B,E,A,C,166.86156649850975,E,A,A,125.63396968458132,233.59883463323615,C,78.23268299063146,A,E,E,0
Muslim,Other,Veteran,18-25,A,C,B,C,56.655694521913226,E,B,B,49.702817998840416,-141.13577987046096,B,-15.744659265147554,D,A,A,1
Muslim,Homosexual,No,36-50,A,A,E,A,41.985535375699776,A,B,D,-16.510071458089072,-73.72365091504037,A,42.07183175254871,B,E,B,1
None,Bisexual,Veteran,65+,C,A,D,A,6.8348605660342825,E,C,A,27.16447344594542,71.92790500995665,C,-31.22315284264443,C,D,A,1
Hindu,Other,Veteran,26-35,D,E,E,D,-45.4974381356249,A,B,B,-68.38398500784955,-60.80755203597757,A,-263.2124149828266,A,A,E,0
Christian,Homosexual,Veteran,18-25,E,E,E,C,144.27998571114793,E,C,B,-176.43736347429964,-205.07112035483584,E,-77.02127663941388,B,E,B,0
None,Homosexual,Veteran,18-25,D,E,B,A,-3.260644686464621,D,B,C,51.088874442617204,7.298396977888593,D,118.18578973265888,A,B,C,1
None,Heterosexual,Non-Veteran,65+,D,A,D,C,125.34977978194289,A,B,C,28.18844811829326,-128.2242107336306,B,-270.61922356939755,A,E,A,1
Hindu,Other,No,36-50,A,D,E,A,15.30719765162103,A,D,A,85.70936569415635,45.7969161807222,C,-30.385447787847,D,C,A,1
Hindu,Homosexual,Non-Veteran,51-65,E,A,D,A,54.38217710844565,D,A,D,25.813258886085833,-66.04996910380271,E,-82.6254391882005,D,D,B,0
Jewish,Other,Non-Veteran,65+,D,A,B,B,-100.61384778314508,E,D,E,16.05065325591642,-37.66254022200705,E,-86.22450591290529,E,D,C,1
Christian,Homosexual,Yes,18-25,D,A,D,E,25.96126711338077,B,D,B,-66.863428189807,-4.171768646883872,A,160.2828221403003,B,C,C,0
None,Other,Yes,18-25,D,C,E,E,9.988676489852551,E,D,B,88.1604142321785,36.20263516639166,D,98.98859542972046,B,D,C,1
None,Homosexual,Non-Veteran,36-50,C,D,E,D,161.93017579218574,C,E,B,153.6008311208761,-173.1091870216608,C,-71.01132668271941,B,C,D,0
None,Heterosexual,Veteran,51-65,C,B,A,B,243.45064615165128,B,A,A,-90.2199406487728,-19.901799717791103,B,149.43705132303907,C,B,E,0
Muslim,Homosexual,Veteran,26-35,D,E,B,D,68.31091005967306,A,B,E,-212.47035106455797,-148.53191710876197,D,-26.342695090074443,C,C,B,1
Buddhist,Homosexual,Yes,65+,E,A,D,E,22.22640336843777,B,B,A,-79.23328453599233,-91.62258235373945,B,132.8079519238375,C,E,D,1
Hindu,Heterosexual,Veteran,36-50,B,E,D,E,57.99958543187016,A,C,E,-3.152846501603311,37.00634210689347,C,-143.28020901109076,A,C,B,0
Muslim,Homosexual,Veteran,65+,C,C,D,E,-40.35240411053015,B,D,B,-62.25190715181328,-100.07520936393107,D,28.356881023093383,E,A,E,1
Muslim,Bisexual,Veteran,26-35,C,E,E,D,79.60165535872586,E,E,B,55.705557030749986,-20.26197511031324,D,-33.21632489305065,E,D,A,1
Other,Homosexual,Non-Veteran,36-50,B,E,C,A,167.47787707682033,D,B,E,-18.44831032039451,-89.89355686457168,C,-48.6023849583314,D,E,C,1
Other,Heterosexual,No,18-25,E,B,E,A,-39.042056654288544,D,A,B,-13.025827793289512,167.4224032405924,A,53.375532857694,C,E,C,0
Christian,Homosexual,Veteran,18-25,C,E,A,D,65.51190324497502,E,E,A,145.54985019681325,18.709032668352922,A,-66.49567492709605,B,D,D,0
Christian,Bisexual,Yes,18-25,D,D,C,C,59.73155552607719,B,D,B,60.62565737101146,-141.38642176254342,A,73.91197636708984,D,E,D,1
Hindu,Bisexual,Non-Veteran,18-25,B,C,B,C,-44.156054100153916,E,A,B,185.14563024974487,57.89611375131244,B,-33.32619675832272,B,A,E,1
Other,Other,No,65+,E,B,B,B,36.89820844279633,C,D,B,-119.65735739621243,-84.30411751525153,C,-79.75333070755859,D,D,E,0
Hindu,Heterosexual,Veteran,51-65,C,B,B,E,75.38998261339208,C,C,E,31.16690744966501,118.93857314713343,B,-158.82598660980287,A,E,C,1
Other,Other,No,18-25,D,D,A,C,-212.16138841630647,C,B,E,-48.09074479375336,4.426097315195009,A,14.50087583050964,B,D,C,0
Buddhist,Bisexual,Yes,26-35,A,D,A,E,-128.4143221275085,D,B,E,-19.886313952420586,-66.62134913125766,E,-93.3153496129778,C,B,D,1
Christian,Heterosexual,Veteran,65+,A,A,E,E,-19.307684316694598,E,E,D,82.27042477872084,245.2469355859522,D,29.617791633961964,C,E,B,0
Hindu,Homosexual,Veteran,51-65,A,A,C,A,-142.0434211648832,A,A,A,61.911255462949434,-61.9662846975613,B,-26.93230006193636,C,D,B,0
None,Heterosexual,Non-Veteran,18-25,D,E,A,E,-45.64481986905278,C,C,C,-61.40372684446955,84.17527711923269,B,-8.990509786501223,D,C,E,0
Christian,Bisexual,Non-Veteran,65+,D,B,E,B,-164.20492264539487,E,A,D,92.73780939829341,77.82492724481251,B,14.319686790215739,E,B,D,1
Other,Heterosexual,Veteran,65+,A,D,B,C,-93.20537001933849,C,A,B,89.6344740991112,-0.8716903997772033,B,12.36044484535344,B,E,C,0
Hindu,Bisexual,Veteran,18-25,D,B,E,B,161.41412921900175,E,B,C,-17.96841530577441,-147.08264540280473,A,232.71424253796405,D,B,D,0
None,Other,Veteran,36-50,A,C,B,E,187.24857759899288,B,A,C,-55.49605404404021,1.858833619011651,C,-74.38189254757069,C,D,D,1
Jewish,Other,Non-Veteran,26-35,B,D,A,C,25.936785658589166,D,C,E,151.9417542228307,192.94796441581155,D,202.36813991154636,E,C,A,0
None,Other,Veteran,36-50,E,D,C,A,118.63798601179793,D,A,E,-69.05253383707446,-16.468811057134246,E,135.83181230871827,B,D,B,0
Jewish,Heterosexual,No,51-65,D,C,B,E,18.964149046479704,B,D,A,41.87520853902307,-61.969572920811046,A,19.54415690618017,B,B,B,1
Jewish,Heterosexual,Yes,51-65,E,D,D,A,-64.43429801410488,C,A,E,14.066008060941614,16.66712485507698,C,26.262931918783917,D,E,C,0
Muslim,Bisexual,Yes,18-25,C,B,B,D,36.04932186660276,E,D,C,-203.28710754312422,97.1193536849973,B,54.41662474086887,D,C,B,1
Hindu,Bisexual,Yes,36-50,A,E,C,D,-162.9780800198191,C,A,E,40.373364786185775,-72.9704589501488,C,-75.37534553223966,D,D,E,1
Christian,Homosexual,Non-Veteran,26-35,A,B,D,D,68.17929267350434,C,B,A,46.2547898971699,-53.36523438295016,E,-96.1494467318506,C,C,D,0
Muslim,Heterosexual,Veteran,51-65,E,C,B,C,112.14466019706764,B,B,B,-157.54742967596752,70.98100689062731,C,-58.253268578029996,D,C,D,1
Muslim,Homosexual,Non-Veteran,65+,C,B,E,B,-25.75131031058122,A,E,C,-76.51421367457229,-96.63360059948577,B,-94.33979196048308,E,C,A,1
Hindu,Heterosexual,Yes,65+,D,A,E,D,-88.20603538031843,D,E,B,-279.62765989402374,-163.7036947889071,B,104.80745411473087,A,E,B,0
Hindu,Other,Non-Veteran,51-65,C,A,E,C,-25.28083822826651,C,C,B,114.98183539644329,45.980956151275684,B,-80.39096789709319,C,B,A,1
Buddhist,Heterosexual,Veteran,51-65,D,B,D,C,-94.3230586555671,C,B,A,-58.555436665099435,75.80139862647476,B,150.95678625765353,C,B,A,1
Muslim,Other,Veteran,51-65,E,D,B,B,119.86608173923383,A,A,A,6.967686393718584,-121.72313588173739,A,39.76191533227317,D,A,E,1
Muslim,Bisexual,Yes,36-50,A,A,D,C,102.07391654068809,A,D,D,15.111919672122681,-18.38044672784025,C,170.29490206247877,D,C,E,0
Buddhist,Bisexual,No,26-35,B,C,B,B,-35.90822887903129,E,A,A,87.1136103571425,90.72858282237964,C,-18.64313782281049,C,A,B,1
Other,Heterosexual,Non-Veteran,36-50,B,E,D,C,-39.95737933817524,B,E,B,-231.69564807643926,-17.59283670196659,C,-12.30095753741886,C,C,A,0
Hindu,Other,Non-Veteran,65+,C,B,A,E,52.84335145934007,D,D,A,-31.560316690439798,3.5422651245779186,E,72.13936067114061,B,A,A,1
Christian,Bisexual,No,18-25,E,A,E,E,79.16335354179303,E,B,D,-71.90200771636005,-136.67430020774108,E,159.79194395794562,C,A,D,1
Buddhist,Other,No,65+,D,D,E,C,19.996614612059922,E,D,D,-93.8959825818612,-119.3843271390246,B,-27.079559623689264,C,E,D,1
Buddhist,Heterosexual,Non-Veteran,51-65,E,E,E,A,-195.18487487837928,B,D,B,-215.88628588279187,56.39573331631662,A,-73.57338945845756,D,E,E,0
Christian,Heterosexual,No,26-35,B,A,C,B,-70.90229846986105,C,B,B,-8.96052747384375,-132.79064637230692,C,115.66272963192135,B,D,E,0
Other,Other,Non-Veteran,36-50,D,D,B,D,-57.61305973107979,D,A,D,-79.7540280287042,-121.03455898243996,D,112.46987818493845,D,D,C,1
Christian,Heterosexual,No,51-65,B,B,D,A,53.93345698306733,D,B,C,-147.50227409375847,244.2702751062686,B,-15.284136290143724,C,A,D,0
