sexuality,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Heterosexual,Germany,-46.812002219640846,D,-21.11480417063765,A,A,C,B,C,E,-45.79276689509568,111.04816450186006,22.81286194414605,E,1
Bisexual,China,68.37298771559186,B,73.50991471802956,E,C,E,D,E,C,59.5025038081116,-84.00611178773573,13.304555829374939,D,1
Other,US,16.950515848818977,D,141.3655026021866,A,E,A,E,A,D,157.2853310497736,-36.46315313070455,53.3320070508381,D,0
Homosexual,US,-99.8284199661164,B,30.511735816290724,B,C,E,C,C,D,-139.01055275812965,131.0402380800602,-38.80247948842476,A,0
Homosexual,Mexico,90.13645451456513,B,82.26602838623872,B,A,A,E,E,A,87.73801372539515,124.56481669626262,-131.79835788494202,B,1
Homosexual,Other,8.702722483751199,D,-160.63181884795358,E,E,E,C,E,A,26.652559705074502,-225.62249638442808,164.51070649941502,D,1
Bisexual,Other,40.558455032534084,A,30.463288919445336,B,C,E,B,E,A,-56.89665298237332,-7.355244187233582,-182.36845763260507,C,1
Bisexual,UK,-51.11050708954302,C,54.79848346540487,E,C,E,D,C,E,-64.40476642480706,107.93613227210076,-45.301274435175685,E,0
Homosexual,UK,-127.89128082693104,D,78.71727610378362,B,C,E,B,A,D,-37.69496682623934,-118.77196064594709,67.12001274498014,A,1
Homosexual,US,-42.096077108611446,C,-81.13176139158016,B,E,A,C,B,C,180.27873390128343,107.905337378847,74.34030695673232,A,1
Bisexual,Brazil,130.67233335702576,B,21.46476959365324,A,E,E,D,C,D,-157.446554140411,-38.03607207720097,-40.65500114282703,E,0
Heterosexual,India,-216.02902079249637,B,104.91302687230586,C,C,D,D,E,D,47.333805374961116,-17.248566001241443,14.110221676102515,A,1
Heterosexual,India,90.57164897987627,C,-44.14990896797544,E,A,D,E,E,E,26.798599414936557,164.53157676654277,16.69541116183293,E,1
Bisexual,Mexico,-45.33356840678977,B,-96.20675780655836,A,D,D,B,D,C,89.41977948070884,-240.82413473152573,121.93821131446563,A,0
Bisexual,Germany,56.55328993271902,A,-42.54591355006422,E,E,A,C,A,E,-7.816784239959242,-186.21368209354853,34.205145361150215,C,0
Other,UK,14.489734104345578,D,-130.56463070522165,B,D,E,D,B,A,76.29109427994133,-201.6071528793232,-72.64148000989043,B,0
Other,UK,-46.5894424716727,D,-96.52283328941405,E,B,E,C,B,C,-85.4061776716422,52.88227047705405,-100.53631184422534,D,1
Bisexual,China,32.35761545473679,B,-47.63807457853176,C,C,D,D,D,E,8.402229387512044,62.64011521904682,-191.71630521957658,A,0
Bisexual,Mexico,-89.51032983316247,B,-58.23148788459608,B,A,B,B,B,C,-65.058477997478,-84.92304944082846,-176.05766687960332,E,1
Other,Germany,46.11242561498554,E,-35.325805894678396,C,D,C,D,C,D,-56.53544333243209,-93.32328174374862,-206.03399710846054,B,1
Homosexual,Mexico,-36.557550893342956,B,188.38251775519183,C,E,B,A,E,B,-156.02589304178508,127.9165689059204,-81.07833766327389,D,0
Homosexual,Germany,78.09908049380559,B,-13.95805671485308,E,A,C,E,D,E,-48.50778033813824,-209.93479655069183,-129.81369083489545,C,1
Heterosexual,Mexico,-24.445044234745417,B,-113.17435021190843,E,E,D,A,A,C,-64.52274314093238,194.91764108992172,-181.8557310374621,E,1
Other,Brazil,120.42355861725913,E,43.761492188117835,B,C,A,E,E,D,-41.21379527668132,136.70502334428386,21.88098316351447,E,0
Other,China,-130.1483662196036,D,7.830625379401863,C,A,A,A,A,C,86.20612945002482,147.88535913688906,-73.83216309020507,D,0
Heterosexual,US,-49.61304936059948,C,-12.7333542617068,C,A,D,D,B,B,209.43119772973077,86.15755939872628,-266.4713576343575,C,0
Heterosexual,India,4.047016468847211,A,31.191857692667043,A,E,B,D,D,C,89.26412532630269,19.080701130130993,-41.048482155331826,C,1
Other,Germany,-121.02837733174457,C,-127.26602071706104,A,B,B,D,C,E,-94.87785246582197,-43.323627818617545,24.5738661721546,C,0
Bisexual,India,-101.49181829492842,B,96.79510739162943,B,E,E,E,B,D,-65.03272996520447,-80.13159335804599,52.36279581031076,C,0
Heterosexual,Brazil,-106.39232483928865,C,36.53356498714147,C,A,E,A,B,B,-42.645516500034574,-163.87345021984504,-9.650480361686107,A,1
Other,US,78.37961800027799,A,123.30128149625364,C,A,D,D,E,D,111.76351218248293,-52.51321064826192,-65.78391768090857,B,1
Heterosexual,Other,288.93224853570445,E,-61.407926882343645,B,B,D,A,E,C,-123.56255273666466,73.39870044645306,58.42908980594908,E,0
Bisexual,Other,29.71518021820255,D,-46.07944462078131,C,B,E,A,B,B,172.07416787182518,124.74257645897846,-28.85215731477012,A,1
Heterosexual,Germany,-5.717996152371843,B,-8.320159564598574,D,E,A,B,B,E,-47.399251455406585,208.53283047253836,40.00921533449228,D,1
Heterosexual,Mexico,205.58984106939585,C,-0.939658707238973,C,B,D,E,B,B,-50.630564074128294,-62.944518665847724,-60.66055547838685,E,1
Homosexual,Germany,94.13217667769509,D,-20.44958606938076,A,D,E,A,C,E,35.10745904858462,-90.80938308294344,-95.48670941641703,A,1
Other,Other,54.825418393763414,C,75.6077341336592,C,E,D,D,C,A,-147.9057468789281,-88.63806279362849,217.43744379000827,E,0
Heterosexual,Brazil,-95.00263140269222,A,-56.894790894271395,C,E,C,E,C,C,-132.11612868396477,-34.749010164903254,-73.42188991768792,C,0
Homosexual,China,-8.933707032441115,B,-74.63929128012671,D,D,C,B,D,E,0.33433869631044605,38.15796519905808,-67.39087617372182,A,1
Homosexual,US,27.319387555397316,C,67.56026050464779,D,A,C,A,D,A,25.771669742762604,121.17940492888968,-275.7350626874625,B,1
Homosexual,UK,61.621769407764326,C,-164.46905314143984,D,D,D,C,A,B,60.79883919991701,-11.595037112811646,-169.43436280852055,B,1
Other,India,-10.259284786892307,D,180.52947109797344,E,B,D,C,A,B,-142.2166435503297,108.92742595553062,-49.19905740531179,E,1
Heterosexual,US,71.04816049459322,E,-40.18410819238305,D,C,A,A,D,A,56.808028025764166,310.0792870562011,-76.03986994292214,D,0
Other,Mexico,30.734695638045505,B,-54.10130791462565,D,A,C,E,E,D,-77.90004909861432,-36.43037020750547,-38.21334495397766,E,1
Bisexual,India,-2.27304271602561,A,-59.66548042830709,E,D,C,D,C,B,90.79295010665949,-49.078856257163324,130.7789215942531,D,0
Bisexual,India,89.39862839096196,C,8.240712531532496,D,E,B,D,A,E,-183.98784840293072,43.944142652945374,-68.09866860357532,D,0
Other,China,175.8071813697793,A,3.8577317114298424,B,A,A,B,E,B,-57.82930976332168,153.5352924056672,110.2448263969972,C,0
Homosexual,India,5.761832032368617,C,-74.3903195418847,E,C,E,E,C,E,-12.782486698965853,91.37580191156756,112.83329551942245,A,0
Heterosexual,US,137.53024003659553,C,-210.00192549273623,B,D,E,E,E,D,11.718164463662164,34.966718340408285,40.04258996374742,A,0
Heterosexual,US,-271.5152256272211,E,-147.08456695898107,A,C,A,D,A,A,45.41182480543139,-98.69879416174574,6.500284669300119,B,0
Other,Other,84.51417358717002,D,-47.85952025860096,A,B,A,D,B,E,-31.63986923996809,-32.82895820955483,241.90661990406127,C,0
Heterosexual,Germany,44.6273633823512,C,-138.94026410557726,A,B,D,E,E,A,185.58015794536442,-127.9291585882913,33.983063851807955,A,0
Homosexual,Germany,-112.93660159871352,D,-96.35161698983767,A,A,D,B,C,A,57.42591538700532,-113.84954749376202,-43.46707745176693,E,0
Other,US,34.08135940029035,E,-27.355566520793552,E,B,E,D,C,D,-43.0590800690758,66.23705921866832,31.30360291165485,C,1
Homosexual,US,-70.9326625099563,B,-109.7035140225784,D,A,D,B,A,C,-124.4481319073385,-118.59470161534433,-140.34509183710105,B,1
Other,US,114.40211506622673,D,-46.731376788881406,C,B,B,C,A,D,155.2967346170323,-28.58419812376956,-113.57998415770953,A,1
Other,Germany,-67.95968984428637,E,18.519087631904853,C,B,A,C,D,B,54.49177838537913,-7.286931868919193,-31.484708314649485,D,0
Homosexual,India,-83.63633269439548,C,-91.89806079404403,E,A,A,D,C,C,18.28399269119029,-172.96886846478642,174.65351812045424,B,1
Homosexual,India,20.47044191951352,D,-122.28299999013682,C,C,A,A,E,A,2.8637293971395907,-166.12083365365024,-18.297611465791196,E,1
Homosexual,Germany,-105.63462556186379,D,57.95153967378729,B,E,D,C,A,C,-71.78518695556897,69.10668492284185,71.33653597201871,E,0
Other,China,83.27037035015255,A,211.79105697168805,E,B,E,B,C,E,35.541607127139194,-198.7275548335645,-14.09459912246721,E,0
Bisexual,Other,-18.332485058028773,A,123.21770875961661,B,E,A,E,B,C,-108.72400816394936,-138.05842786175324,-63.907884967611764,E,1
Other,India,-17.955419193250382,E,-3.9402749351428117,C,D,A,A,D,E,58.745590017352455,-24.42702576172542,-37.680062657103655,A,1
Bisexual,China,-109.99595308760352,B,101.16355895558127,A,D,D,E,A,D,187.79069608271143,-37.773957976807786,69.19975383907946,A,0
Other,India,-108.33529418965169,D,-2.1687310687014483,B,D,D,E,A,A,12.234731158121786,-95.95049751966735,186.41909084306246,E,1
Heterosexual,Other,-42.54596240589289,E,-41.16269050777242,E,E,C,D,C,A,-43.150229061882264,-19.77836529366443,143.54688460255844,D,0
Bisexual,India,-219.29440416427119,C,107.64444543390279,A,E,E,B,C,E,47.61846752067533,58.799052061882996,-44.613015644175476,E,1
Heterosexual,India,41.978138779239856,A,54.639131455700316,B,E,E,A,E,A,78.21370067441926,-131.26427356582508,75.3898047583741,A,0
Bisexual,Other,119.93434482864815,A,-44.56644590292154,D,A,D,B,D,C,156.18348856025204,-41.69286230861546,-141.97166312425142,C,1
Other,Other,101.43614211471169,B,-109.61126625645137,D,B,C,D,C,B,55.88938727066019,57.2119304009462,68.62162316838054,E,0
Bisexual,Germany,51.192350330309125,B,183.19689956564363,A,D,A,C,C,E,-35.9384896844249,50.95724747283802,-95.2738032030286,C,0
Homosexual,Germany,-135.63166207520698,D,147.5677536788924,E,E,E,D,A,D,-62.813954197148966,-56.30587824568437,-83.34877927674783,C,0
Heterosexual,China,-36.54845520120264,A,124.44753180835842,C,E,A,B,B,C,-15.349414984211037,108.96121080343175,-134.07450271072398,A,0
Bisexual,Mexico,-28.57284577730565,A,-11.558344683204737,D,A,D,D,E,D,-161.51131152746916,41.962969467106,52.4934542259485,E,1
Homosexual,US,-48.42212780056905,E,-46.59908275819577,D,C,B,B,E,B,-103.55981497443152,158.26271825103333,185.76402983790555,B,1
Heterosexual,India,-115.47305016244611,A,-53.27769314376841,D,B,D,B,B,C,81.38203165219859,-64.6132881780516,-100.474076013615,E,1
Other,Brazil,-197.17500154843708,C,9.842830214580879,E,E,B,D,E,A,159.0300664276742,17.271328337011905,49.675121549090015,E,0
Bisexual,Brazil,79.0049102309723,E,74.75511899306842,E,D,C,E,D,E,41.74268313848749,152.07164304375763,38.49254926643896,A,0
Homosexual,Brazil,22.41221845595307,E,-79.39586385592168,A,E,A,B,C,D,-9.219744468745349,21.22108665350356,45.29364778322468,E,0
Other,Germany,175.44967183626255,A,225.65522112318294,B,D,C,D,E,C,44.51025301967489,-25.105615472417153,-82.75221885372734,C,1
Homosexual,China,105.6014617586019,B,74.58649329592252,B,E,C,C,B,B,-124.49318166661239,-219.57825376680086,-7.0782404790023055,A,0
Heterosexual,Other,-13.482465962299772,E,-140.85359782772647,C,C,D,D,C,C,131.70241411018907,11.412274836643501,16.036176540206217,E,1
Heterosexual,Brazil,-83.57856272412018,C,-114.17297793185332,C,B,A,B,A,E,44.0531250450585,-216.87185886664287,90.98567945651602,A,1
Other,China,-16.387315085006655,B,-159.51325810664892,D,C,D,A,D,D,185.72779648146556,157.12687736382253,-4.0155609919906725,B,1
Homosexual,Germany,-3.102778829756423,E,192.12481435221122,E,B,B,B,B,E,-133.99429904023512,70.1393386524902,22.88144287128718,B,0
Homosexual,UK,-89.00639747573938,D,-49.69803596114361,B,C,D,A,B,C,-8.527166421366788,57.69748128348272,-98.28998835303958,D,0
Homosexual,UK,-7.219064138961574,C,-3.312604362937989,A,C,D,C,D,E,-13.032915930975749,-149.7321473847065,-80.59043246280842,C,0
Heterosexual,US,132.802143261476,B,-69.84519469300142,C,E,C,A,E,E,14.752607898653125,-9.999312049990754,-17.959370022900924,E,1
Bisexual,Mexico,-123.64961044874825,D,1.1758523819031796,C,C,D,E,D,A,-115.21534581590076,-43.78670465347824,-116.36598877128958,D,1
Other,US,164.36176068975175,A,48.97069802307278,E,C,C,B,D,E,183.36450201271845,-2.286543762088621,137.85100248643582,E,0
Bisexual,China,66.55819552636997,E,118.85675017549168,D,B,C,D,C,D,108.18258105411466,-58.2241811242724,-13.746981542211529,D,1
Heterosexual,US,80.4923703744988,D,112.70502559291545,C,E,A,E,A,A,-1.2561133249074714,-37.95887670042811,54.318568984647584,B,0
Bisexual,Germany,-89.9215900153438,E,-1.2878811984617928,B,E,A,B,E,E,18.556308873809538,-205.06675246719607,12.311538808876715,B,0
Heterosexual,Mexico,-217.7654834781626,E,30.49487039762566,E,E,C,E,E,B,-25.42806448923111,90.37630766701092,-74.74370615298398,E,1
Homosexual,Mexico,-73.76149747964261,E,80.69609955103739,E,A,E,E,D,E,-70.9303729247241,-152.13313050886234,54.43455671782386,D,1
Other,US,1.35817323863954,A,66.43954909921136,A,B,D,A,D,D,17.71610509101974,49.569058444795644,-9.592587943052369,B,0
Heterosexual,Brazil,-32.1051329346162,A,-73.29430105881794,E,A,D,A,E,A,-105.19792105630903,-39.107679120394245,124.64882595004644,C,1
Bisexual,Germany,-74.65437742543729,B,-147.63549065279344,A,C,A,D,E,E,-3.601302172674789,-82.93772755923958,118.42189796974354,B,0
Other,UK,61.60070118992492,B,-10.312964858329359,B,E,E,E,E,C,-21.285054856635277,-50.73943752748056,-98.22803106275228,E,0
Bisexual,China,35.35228407023356,D,27.614152232224438,C,A,E,B,A,E,17.859909684062334,38.69061660547741,50.76664952858687,A,1
Homosexual,US,29.933892739597027,A,-91.63074641567825,D,B,C,A,B,D,-106.87575752886022,-11.426968851648706,-36.658856810211084,D,1
Bisexual,US,-93.5008404110355,B,37.11464276229625,B,C,C,A,B,C,-32.239282910273886,99.80666443225739,74.11101414567774,B,1
Homosexual,Brazil,94.46080067981882,A,-76.39788312001549,D,E,C,A,C,E,102.31860225898953,116.3666870237096,-39.95329474617989,D,0
Heterosexual,US,-37.44237086652132,D,19.381944733392086,D,A,D,B,C,D,133.95496818777036,-41.12476717798551,-98.05603321625162,A,0
Homosexual,Brazil,-87.04248402249281,D,-114.19887719361863,A,E,E,C,E,C,110.09734120170809,-96.22383710713109,47.333217858801405,B,0
Bisexual,China,-60.93863414406678,C,-19.5656805574245,B,D,D,B,C,A,139.52234412407017,-121.89173159794207,8.810887183245722,B,0
Homosexual,Brazil,-68.48454705400205,B,-37.473840706368236,D,D,B,D,D,A,-40.885685675903325,-131.2198260822664,-64.72552174125939,B,0
Bisexual,UK,25.323183564808165,C,8.947027992535707,A,D,D,A,C,A,-118.58565722866969,-43.61689704814488,-82.45272095308648,C,0
Other,Mexico,55.926007509427144,B,49.868064193333055,E,D,A,D,A,A,137.88229803890152,-14.08457861853595,-78.66580939193618,E,1
Heterosexual,Germany,-41.10957347079317,C,174.96726928091434,E,E,C,D,C,D,8.597096145683459,-2.1352388102627327,110.31082196679473,A,0
Other,Germany,95.23742550427498,E,-60.33071059110166,E,C,D,E,D,B,181.07551459265272,39.313575934029885,80.06194718152553,D,0
Heterosexual,Germany,18.240313544801197,D,18.010650021573,C,A,B,A,A,D,-50.67984971932459,149.88986005324165,-10.804676221805591,E,0
Bisexual,UK,35.72341402646971,C,-165.84896348713812,D,C,D,E,D,B,-110.67021322707795,53.76346551103727,223.2189754599188,D,1
Bisexual,US,98.99087710873546,B,-131.26982488241097,A,D,E,A,A,A,60.84598588891297,-154.29187776433724,-113.67964619426485,D,0
Homosexual,Mexico,-13.097798866598131,B,-75.0335056698162,B,E,C,E,A,C,-140.92971231847395,-83.83743134058145,-4.687450748001384,D,0
Homosexual,Germany,131.51310930524411,E,-229.9648121959588,D,C,C,C,C,C,161.60724584167187,51.05593169179823,-18.18411274818913,E,0
Other,India,-119.28075647256044,A,-71.89444557427103,C,A,B,E,B,C,41.073371096112105,54.13858889081268,-148.53546089695476,B,1
Other,Germany,52.434055884906314,B,-34.64194668651089,D,A,E,A,A,D,61.31575860139916,-49.74418311887195,-62.21090277810318,D,1
Homosexual,Mexico,7.402096225812284,E,-39.98671797174682,A,B,D,E,C,D,-146.39649065899496,65.1842536153785,113.80280316217328,C,0
Other,Other,-54.68204837289825,E,113.74861993417822,A,B,D,D,D,D,-143.38499110220638,14.557126805752532,-44.01600056915216,D,1
Other,China,127.22920923202349,E,-51.427917909068476,A,C,C,B,D,A,2.5291682962684785,81.33953242681554,-33.12985178140991,A,1
Bisexual,Mexico,24.843279050846366,C,9.904545283975603,D,D,A,D,E,D,145.05741512537492,-148.56517380229286,32.33780624134152,D,1
Heterosexual,Mexico,-6.695237601528828,B,68.33407516630565,D,D,C,E,A,A,-18.83806878998288,47.54078750605825,79.52232112248939,A,1
Homosexual,Germany,-75.58587103457128,C,22.683798682047655,B,C,E,E,C,E,-158.73112098666695,129.39650094855102,-34.548411373914114,C,0
Heterosexual,Brazil,56.69825600509035,A,87.54916311810682,E,A,E,C,D,C,-144.031120701058,-12.851047048720595,66.13925977895208,E,1
Heterosexual,India,89.51651641852642,D,-47.8643190449374,D,C,D,C,C,D,308.8108174403452,-101.09361364710566,-120.51858175703441,C,1
Homosexual,India,155.3726248156701,C,-22.989546777602826,D,D,C,B,D,D,151.3161608357536,-11.915132443140898,221.08259470998806,D,1
Heterosexual,Mexico,-130.4368028481992,C,-80.71543154372944,D,D,B,A,E,D,-54.40178173784061,-23.34430939583558,64.04169937034658,E,1
Bisexual,Brazil,146.87884115220447,D,-92.63951037770775,A,D,B,D,D,C,-56.243650179300296,-70.45279413667707,115.6696932140173,E,1
Homosexual,US,10.05291033990189,B,33.202999847837816,B,B,A,E,E,A,55.35327764018666,-69.17949947221315,-22.692369489395915,C,1
Heterosexual,US,-154.57337720459802,C,13.324713527624588,D,B,E,A,B,D,121.70339195548809,-102.34718459038899,-211.43264854975237,A,1
Other,Germany,-82.1267242600139,D,84.34941864345805,D,C,E,B,C,A,33.62948256449471,57.40781041536831,-205.01046636612563,C,1
Other,Brazil,30.52632718281761,B,-78.66132680707878,B,E,D,A,E,D,56.80642896927296,-114.79578104931893,59.91555883728831,B,0
Other,US,-19.051914899111928,C,111.22951085057109,E,B,B,A,B,D,-95.85808788558006,-137.24709053381073,-144.2277429309133,E,1
Heterosexual,UK,48.38946891353286,B,-62.11312954186935,E,E,D,B,B,E,21.64294935959747,33.17161724442973,-141.08693550249362,C,1
Bisexual,China,42.13590602416479,C,-99.07462107944067,D,C,C,C,D,B,63.95742102088281,-101.47696698644906,-141.1221402525722,E,1
Heterosexual,Brazil,86.93239248327845,B,-32.59355775423976,A,A,D,E,D,C,63.335555242411054,118.33306810350221,-184.57434203487674,D,1
Other,US,-89.86728030462463,C,180.6375995299034,E,A,B,D,C,D,198.2584813482937,-138.3725006537706,-257.2357493298706,E,1
Homosexual,Germany,2.0353745489576824,D,56.22175969940491,C,A,C,A,A,A,-129.0923064843645,46.10196108199733,-76.32842645101661,C,0
Other,Brazil,34.344257583759756,D,91.25903970530351,A,A,D,E,E,B,68.8801762226641,-174.19031069829396,20.925484599415732,B,0
Bisexual,UK,97.47746304181233,A,20.721300248798606,E,D,E,B,B,B,-266.7906680634988,0.9105630739826277,174.91686702801186,C,0
Heterosexual,US,61.87552990327786,E,-247.5629877500675,B,A,C,B,B,C,-101.68104956802193,52.60664890293232,47.127438401852686,A,0
Heterosexual,Brazil,8.330644931895819,D,-12.595011715079371,A,E,B,E,D,A,-7.134721950510493,89.81342134246032,135.87144758933317,E,0
Heterosexual,Germany,5.192454689597777,D,-39.07364936379062,A,D,B,D,E,D,74.94183687497159,-155.56834046111533,-86.76525052568583,B,0
Bisexual,Brazil,-85.29966143170088,B,97.03291745981029,B,D,A,C,A,E,166.84135799023377,-225.93332899092752,79.0396900950155,B,0
Other,China,110.0320450187002,D,25.66636384701857,E,D,C,E,A,C,-79.56223350573943,-70.00822308667924,15.540400764474288,C,1
Heterosexual,US,-2.0409767068202442,E,142.6549621017984,D,A,E,E,A,C,-144.11289890181564,-99.34174916184924,-114.3273601731603,B,0
Homosexual,UK,86.90730459808378,C,60.94717158811045,D,D,B,C,B,C,26.07695758608846,-72.14000152682169,21.384972443042898,C,1
Other,India,-86.22241373971016,A,147.50484560526888,E,D,E,C,B,A,149.4245903451751,-27.298149880918466,-31.61463994571825,A,0
Heterosexual,China,139.9563610719419,A,98.85299361845526,C,E,C,C,B,A,160.66860136288332,-65.08873351722087,52.3243103941628,B,1
Other,India,11.420256145932886,A,2.462462335908664,D,D,C,B,C,A,-107.84781653849006,-218.4082050695505,215.99022486180192,E,0
Other,UK,101.74132388222725,B,122.39197668167377,A,E,C,C,B,A,-115.65626132838605,-77.27509255493648,-28.95248285492556,A,0
