married,feature_0,feature_1,feature_2,feature_3,feature_4,target
Divorced,B,A,E,C,6.457668756557358,0
Divorced,C,B,E,D,-21.813721524172987,0
Divorced,C,B,C,C,-76.37344679778337,1
Widowed,B,B,C,E,-34.01615311352028,0
Married,D,D,A,B,-88.51028709085845,0
Widowed,C,A,A,A,-54.77633051544536,1
Widowed,E,B,D,E,145.69834580345776,0
Widowed,D,D,B,D,-108.32869815735093,1
Married,E,D,D,C,49.70549167001927,1
Married,C,C,D,D,-105.74578090012663,1
Married,E,A,A,E,-84.68523081962584,0
Widowed,C,B,A,B,-9.72433553022619,1
Single,A,B,A,A,5.593421476707643,0
Divorced,C,E,B,D,22.986124992959343,1
Single,B,B,E,A,41.03210195155094,0
Widowed,C,E,B,D,-71.34954032839251,1
Divorced,C,A,B,C,-71.7600559265688,0
Widowed,E,B,C,A,-178.87074729288625,0
Divorced,A,E,C,E,73.6657753353717,0
Single,A,A,C,C,12.091632918686935,0
Married,D,A,A,E,-73.22609618931418,0
Married,B,C,D,A,-62.497970308921566,1
Married,D,B,A,B,-95.54440067740248,1
Single,E,D,D,D,84.40717350956311,1
Single,C,E,D,E,-5.308628324947274,0
Married,B,A,B,B,-40.321927378109365,1
Single,A,A,E,E,-204.79409303987782,0
Divorced,D,D,B,A,101.40318741339505,1
Widowed,E,C,C,B,-4.056674988059082,1
Single,C,E,B,C,-38.38930519046594,1
Divorced,C,D,E,E,-1.8504315945348306,1
Single,B,E,B,D,-8.625634218953563,1
Single,E,A,A,C,167.9331492796788,0
Widowed,D,E,B,E,230.49947445582575,0
Married,B,C,A,B,138.1354138882844,0
Widowed,E,A,A,D,41.7350392858371,1
Single,E,C,A,D,95.83002726165752,1
Divorced,A,C,A,E,57.00606086202732,1
Widowed,B,D,D,C,37.67342152267061,0
Married,B,E,E,D,24.229481240643327,0
Divorced,E,E,D,A,79.1736141844309,1
Married,E,D,C,D,95.81040695999556,0
Divorced,A,C,D,D,96.62019962658015,1
Single,B,C,D,A,51.54647659062746,0
Married,C,C,C,D,-29.434921921839646,1
Single,E,C,E,B,145.37760287889608,0
Widowed,C,E,A,A,124.00045674300219,1
Married,D,E,B,A,-153.05003468982088,0
Divorced,D,D,B,C,-143.76861373142665,0
Married,D,D,B,B,-54.05040207314027,1
Single,E,E,E,D,159.82900651742293,1
Divorced,C,E,B,A,-1.997180186579852,1
Widowed,B,E,E,D,85.8308095243315,1
Widowed,A,A,B,B,37.18891282157885,0
Widowed,D,A,A,A,145.06276201581437,0
Single,A,B,E,E,143.5818284088599,0
Divorced,A,A,D,C,-25.824020188574377,1
Widowed,E,B,A,B,28.448278855331843,1
Single,D,D,D,D,-7.521038192302008,0
Married,C,A,E,E,177.2870872647848,0
Widowed,E,B,E,D,113.05899204175628,1
Divorced,D,C,B,B,89.8933941205123,0
Divorced,C,E,B,C,-316.57045958033507,0
Widowed,B,D,A,C,-69.74932869992129,1
Married,E,A,E,B,-18.8659186996527,0
Married,B,A,E,D,117.4297618243735,1
Divorced,E,C,A,C,-101.38343449221743,0
Divorced,D,A,E,C,-105.70998934152644,0
Divorced,D,A,D,A,60.30935714537977,0
Widowed,D,C,E,E,117.82136804412853,1
Married,D,D,D,C,-58.19845560544215,1
Divorced,C,E,C,C,136.86782633399548,0
Widowed,A,C,B,C,190.7458701002129,0
Divorced,E,A,E,E,226.1622187115452,1
Divorced,B,C,D,D,99.51097753066827,1
Divorced,E,A,D,E,-183.94458580484599,1
Married,E,A,B,A,33.03357268649164,1
Divorced,B,E,E,B,-6.99206459977018,1
Single,D,D,C,B,-116.42401406970455,1
Widowed,B,A,A,A,-136.30460513767972,1
Married,D,A,D,B,-80.75414843151356,1
Divorced,C,E,E,E,-91.26886836333537,0
Married,B,E,B,D,99.3062395603407,0
Married,D,C,D,E,282.5219647854832,0
Single,B,C,A,A,-13.803079171261059,1
Widowed,D,C,C,C,-56.440116348460414,0
Widowed,D,A,B,A,49.70151271487275,0
Widowed,C,C,B,E,131.5838359179367,1
Widowed,B,D,E,A,-101.6548934631694,1
Married,B,B,E,E,-55.93158993234276,1
Widowed,A,C,D,E,78.09504540136813,1
Widowed,D,B,C,E,-32.26322378224333,1
Single,A,B,D,A,-155.61878810739762,0
Widowed,C,A,A,C,-110.9673223329464,0
Widowed,B,D,D,C,-27.903222600056704,0
Married,C,A,B,D,-112.9008201848614,1
Single,D,C,A,E,-38.43935528291428,0
Divorced,D,A,B,D,130.66266171500604,0
Widowed,C,E,D,B,121.01996676772006,1
Widowed,E,A,D,B,26.980781677895845,0
Widowed,A,A,B,B,-19.116549923217075,0
Widowed,B,A,A,C,-29.248313301195783,1
Married,A,E,A,C,4.131382883646265,0
Single,B,A,D,C,-5.656189441644074,1
Single,E,D,C,B,-210.92731499184035,0
Divorced,C,E,B,E,158.13650647708872,0
Widowed,C,D,B,B,-15.69482220109612,0
Married,D,C,C,D,-44.192756297687225,0
Single,A,A,D,B,211.81408409462335,0
Single,C,C,B,B,-42.03304826910217,1
Single,E,A,E,B,-99.20051965913895,0
Widowed,C,E,C,C,-254.81099333009297,1
Widowed,C,E,D,D,-35.23714388718534,0
Single,C,B,E,C,-50.318650612332085,1
Divorced,A,C,A,B,8.225919014919032,1
Widowed,A,D,B,E,213.82895215560006,1
Single,C,B,D,A,-1.341492783287526,0
Married,C,C,B,E,-39.169287090188995,1
Married,D,C,C,D,58.48111597648615,0
Widowed,C,E,A,C,-67.12192956246484,1
Married,D,D,C,A,135.86761613615528,1
Married,C,C,E,B,-54.23581723063721,1
Single,D,C,E,A,-114.63031743874488,0
Widowed,E,A,B,A,142.75995857455317,0
Married,D,D,D,D,126.35801544305826,1
Married,C,B,E,E,35.8534698381625,1
Married,E,A,C,C,-2.580203806938195,1
Married,E,B,C,A,58.19558158028162,1
Widowed,A,A,E,D,-102.08690356600678,1
Widowed,C,E,E,E,-100.22437605666548,0
Married,D,D,C,E,117.72687256700604,1
Divorced,B,E,C,D,31.45137704469668,1
Married,B,A,A,D,-2.8078284974050596,0
Widowed,C,C,C,A,71.9478972873429,1
Divorced,D,C,D,B,-23.419708415679246,0
Single,C,A,B,D,99.75583486373698,1
Divorced,D,D,A,D,-158.24505202886897,0
Widowed,E,A,C,A,54.493556978805834,1
Married,C,E,D,A,-0.7909579836981399,0
Divorced,B,A,D,E,-60.47585987374771,0
Single,A,B,B,D,89.83228267683349,1
Divorced,A,A,A,B,17.044843886940615,0
Widowed,C,D,A,B,-11.194698331341003,0
Single,A,C,D,D,5.509542384742939,1
Married,E,C,D,C,5.9261083227636995,1
Divorced,C,A,E,D,72.59442116724962,0
Widowed,C,E,E,B,-88.78145223636575,1
Married,C,C,C,A,16.91942521675136,1
Divorced,E,D,A,E,48.61306859071953,1
Widowed,C,A,E,E,-25.514012994661833,1
Married,B,B,C,B,108.684864648481,1
Widowed,C,E,C,C,36.9633843111904,1
Widowed,D,D,C,A,4.018738324301439,1
Widowed,B,B,B,C,-73.35582345736988,1
Widowed,E,E,E,B,-85.68367992089301,0
Married,E,C,C,D,57.739504821989776,0
Widowed,E,A,A,E,-69.3442523323428,1
Single,D,B,B,D,-41.275878077684595,1
Single,C,D,E,B,-22.546463809902434,0
Divorced,D,C,A,C,-60.197950227414296,1
Married,B,B,E,D,128.42078147481038,1
Widowed,B,E,C,A,-19.978713254403562,0
Single,B,D,C,C,54.650312365509734,1
Widowed,E,B,A,E,-34.65502763785826,1
Divorced,D,B,E,D,-82.06353473131668,0
Married,B,D,A,B,-40.162433213100435,1
Married,C,C,C,D,-7.862027286398118,1
Widowed,E,A,B,A,-35.782140666428,0
Widowed,C,C,D,E,-60.897611617279935,0
Divorced,C,A,C,A,-242.83854501311444,0
Married,C,D,E,C,-268.8171354826422,0
Single,A,A,B,B,4.5768307402687265,1
Divorced,E,E,B,E,149.8125790619061,0
Widowed,C,B,D,C,-87.69743032284758,0
Single,B,B,D,D,-2.9618071335305265,0
Single,E,D,B,C,-131.84088573838147,1
Divorced,D,E,E,E,74.04704869880054,1
Married,D,C,D,A,120.25526202622746,0
Widowed,D,E,E,C,-33.92479820787952,0
Single,B,E,D,D,65.26937559770596,0
Widowed,D,E,B,B,-67.98635213400577,0
Widowed,B,A,B,C,140.28958435209574,0
Divorced,D,A,C,A,172.82838122923616,1
Divorced,A,E,A,D,112.76750492184905,0
Married,E,C,A,D,42.56079111163594,0
Divorced,D,E,B,D,243.92546757842376,1
Divorced,E,C,C,A,168.37218277502558,0
Widowed,C,D,D,C,11.129569037130764,1
Single,B,E,A,D,30.945812904623367,1
Single,C,C,A,E,12.592486876748755,1
Widowed,B,B,D,C,38.49659744588808,0
Widowed,E,A,C,B,112.37867464538385,0
Married,C,D,B,E,152.6227634248687,0
Widowed,E,A,D,C,-17.963413033837348,1
Divorced,D,D,A,E,-143.46547725939948,0
Widowed,C,A,C,C,22.218292795850324,1
Married,B,A,D,E,32.30653561975697,1
Single,D,C,E,E,-11.421619844658299,0
Married,D,A,E,A,-36.79073216796278,0
Married,A,A,E,B,-92.37237684568707,0
Widowed,E,B,D,E,144.7577091957371,1
Divorced,E,A,C,A,62.81878138004049,1
Widowed,A,A,C,E,-18.688145900649257,0
Single,A,A,B,D,16.220575948701725,0
Divorced,E,E,D,A,18.761162301502008,1
Single,E,D,A,B,13.582069797382475,0
Divorced,B,C,D,A,82.18810263078024,0
Widowed,E,C,C,B,27.827633783135024,0
Divorced,B,E,A,D,104.15940745291827,1
Single,E,C,A,D,112.85044346820867,1
Widowed,A,A,A,E,-226.2480033965459,1
Married,E,D,B,B,-63.563067987511765,0
Single,A,A,E,E,12.524588122057079,1
Divorced,A,E,A,E,40.383579610258735,0
Married,E,B,E,E,129.28832861740008,0
Married,A,D,C,E,-107.54037439889674,0
Single,C,D,E,C,-93.6909192256488,0
Divorced,C,B,E,E,-53.96490514703412,1
Divorced,C,A,C,E,-90.60549553928698,1
Widowed,C,D,D,A,-15.248346712156009,0
Divorced,E,B,D,A,-48.431081628091306,0
Single,A,D,B,A,115.65449559567982,1
Married,E,D,A,C,-49.306302278582486,1
Divorced,B,C,C,A,-71.27844663640685,0
Widowed,D,B,D,E,118.9718238161558,0
Single,D,E,A,D,13.5274389611781,1
Widowed,C,B,C,A,-98.96931404572241,0
Married,C,B,E,C,-22.91664449043948,1
Widowed,D,B,A,C,-39.09198480236214,0
Divorced,A,A,A,D,-42.55042736535085,0
Divorced,D,D,C,D,169.57203067449717,1
Married,E,D,A,D,45.21607435413848,1
Widowed,B,B,A,D,-16.19269952991081,0
Married,B,B,B,D,160.1929007969267,1
Divorced,A,D,A,A,52.87112006475343,0
Single,C,D,D,E,123.89149699297741,1
Married,D,A,D,D,-251.42279765900483,0
Widowed,D,E,A,A,-21.088703445853742,1
Divorced,B,B,B,A,-5.314073490990034,1
Widowed,C,C,D,C,-99.1580977421929,1
Widowed,D,D,D,A,-97.34092951365648,1
Single,C,D,B,E,-51.222165570549926,1
Married,D,A,B,A,-61.66655613555172,1
Widowed,C,A,E,D,-64.07390556862208,0
Married,B,C,E,C,-164.5904873330229,1
Widowed,A,E,B,B,-101.17644970290706,0
Widowed,A,E,A,E,-142.42065179934434,0
Widowed,A,D,B,B,-55.14012729680081,0
Divorced,D,E,D,C,52.3770731822493,1
Single,D,E,C,D,82.5534932817731,0
Divorced,D,B,B,E,216.13111904901908,1
Widowed,E,A,C,D,-126.18262943840229,0
Divorced,D,C,B,D,104.33979639975075,0
Widowed,A,A,C,E,-12.31398150283869,0
Single,E,B,B,A,81.75655702339958,0
Widowed,D,A,C,B,201.60175023120823,0
Widowed,A,D,D,E,149.51081177375784,0
Widowed,E,E,A,E,-126.72581529059752,0
Single,D,B,B,D,-67.13943335781437,0
Divorced,E,C,D,A,115.8022145821867,0
Divorced,B,E,A,A,31.401772368336967,0
Single,B,A,C,C,1.4606611140403936,1
Widowed,E,A,C,C,-19.61569075981813,1
Divorced,B,E,B,E,-192.38107195076125,0
Divorced,A,C,B,B,-15.519042829068821,1
Divorced,D,A,D,B,-67.45041617365739,1
Widowed,C,D,C,D,-49.63734681696445,0
Married,A,B,D,D,92.95145465877495,1
Married,B,A,A,D,59.41398051733079,1
Married,A,B,B,B,177.30353880769292,0
Divorced,E,E,C,D,4.7980870849143,0
Divorced,B,A,B,A,44.8560310870684,0
Single,D,A,A,B,194.6020773546213,0
Single,C,C,B,A,-108.2786060689064,1
Single,C,D,D,D,-33.03877308459814,0
Divorced,E,A,C,A,39.6619710590092,1
Widowed,D,A,A,B,-96.82531334954972,1
Married,E,A,E,E,43.30143502261411,1
Divorced,D,E,B,D,111.69388745486246,1
Widowed,E,D,C,A,40.39437172113644,1
Divorced,C,D,C,A,-61.40992041423626,0
Divorced,A,D,A,B,-52.17459184395733,0
Widowed,B,A,E,A,-44.15056652551475,1
Married,C,B,C,A,59.41646709952405,0
Widowed,D,B,B,E,-58.559938155340554,0
Single,A,C,C,B,-21.137209938513838,0
Single,A,C,C,C,115.9812116732561,1
Divorced,E,D,E,E,149.32364235032088,0
Widowed,C,A,B,A,109.46542300785012,0
Widowed,D,C,C,D,72.80512671957476,1
Widowed,C,D,A,B,-44.48789511098224,1
Widowed,B,D,D,B,153.61620257944855,0
Widowed,D,C,D,C,-9.587243074894646,0
Widowed,E,B,C,B,11.591581357942179,0
Single,C,A,A,A,-52.86317140667774,0
Widowed,C,A,C,C,52.7007080883109,1
Married,D,D,B,D,212.84316068774882,1
Widowed,A,D,B,C,-82.16058144740491,1
Widowed,B,E,E,D,182.651112128215,0
Married,A,A,D,E,8.944361766722277,0
Widowed,C,E,A,A,-49.86926598305011,1
Widowed,B,B,B,C,-59.05006774476098,1
Married,B,A,B,A,-24.89112310283196,1
Married,E,C,B,E,-101.00040241441945,1
Single,E,E,B,C,-168.7252541353351,0
Married,B,B,A,D,-29.590330917446465,0
Married,B,B,E,B,43.085384374085685,0
Married,D,D,B,B,44.201123711228426,0
Divorced,C,E,A,C,-193.18212613080442,1
Married,D,D,A,D,-66.64480684721661,0
Single,B,B,A,B,132.831711515625,0
Married,E,E,B,E,211.4116648565044,1
Married,C,E,E,B,15.838356910206738,0
Divorced,D,E,A,C,101.98928459234125,1
Divorced,A,A,B,A,-60.10515133273893,1
Divorced,E,D,C,C,58.17206043437567,0
Single,D,E,A,D,6.528793928787093,0
Widowed,E,E,E,C,-63.19914559841979,0
Divorced,D,B,A,A,-42.06374643611272,1
Divorced,C,C,E,D,-87.56789848744117,0
Single,D,B,B,C,-110.44352342800539,1
Widowed,C,D,C,C,-132.3754421962931,0
Single,C,C,E,E,177.73629569823788,1
Single,B,B,B,E,-126.33567222117894,1
Married,A,E,A,A,2.9856210417013784,1
Divorced,D,B,B,C,-13.915688504852547,1
Married,C,D,E,E,-170.4429040761908,0
Divorced,B,B,E,D,3.150206692224787,0
Divorced,D,A,E,E,45.13756243372543,0
Married,B,C,E,C,-96.91142146958914,1
Widowed,B,D,E,D,-21.35930710139409,0
Divorced,B,C,A,E,72.18631090762942,0
Single,B,E,C,C,12.164970121019637,1
Divorced,C,D,E,B,6.4180194600545635,0
Single,E,C,E,E,-11.988353870024419,1
Single,B,E,E,B,-18.27601509763637,0
Widowed,E,A,A,E,13.211263878630955,0
Divorced,C,A,C,E,59.545917623900515,1
Single,A,B,C,E,38.05938491356926,0
Single,E,A,B,B,14.33516563795787,1
Married,B,D,E,B,-51.012209664466845,0
Divorced,C,B,B,D,159.77058919051262,1
Widowed,B,E,E,E,78.0391195137652,0
Married,A,A,C,E,-5.964623598406585,0
Single,B,D,A,E,-35.328892530082825,0
Single,D,A,A,B,58.43089431560814,0
Divorced,D,D,E,C,152.7143533292185,0
Widowed,B,D,A,E,-286.2857980226569,1
Married,C,B,D,C,-2.4880943163511513,1
Married,D,C,B,B,-62.959891001447765,1
Single,D,E,B,B,-40.37111393727453,0
Married,B,E,B,E,92.8618486012811,0
Single,D,B,A,C,-74.95104311386875,0
Widowed,E,C,D,C,88.40399239599236,0
Divorced,C,C,A,D,-63.87598595538086,0
Divorced,C,C,B,B,-61.84963091667005,1
Widowed,E,C,E,C,265.7662536493807,1
Divorced,B,B,E,E,-188.650874550434,1
Married,B,B,C,B,-86.30549777025315,1
Single,E,C,E,B,81.34115931282088,0
Divorced,B,B,E,B,-4.970712606492047,0
Single,B,C,C,B,10.660500933422691,1
Divorced,E,D,A,E,52.44596549505856,0
Widowed,C,C,D,E,-182.62178026713752,0
Single,C,A,B,D,-83.54404644009702,0
Divorced,C,A,A,C,75.64721061881428,0
Divorced,B,B,E,C,-90.07172118140525,1
Widowed,D,B,E,C,64.2778168503364,1
Single,B,A,D,A,51.94686717889759,1
Divorced,E,A,C,D,-243.4711035580622,1
Single,B,B,E,B,-101.20793261468295,0
Married,E,A,B,A,65.72140114045976,0
Single,C,A,A,C,-38.811214342537504,0
Widowed,B,E,A,D,274.52589013408715,0
Divorced,D,E,E,B,45.510111982352306,0
Single,D,A,A,E,248.31535004829223,0
Divorced,B,A,D,A,-105.96143564302677,0
Single,D,E,C,E,24.2738277589335,0
Single,B,E,C,C,-174.72780132120783,0
Married,D,C,C,D,60.39782021626691,1
Married,D,E,D,E,-92.60932670993415,0
Married,C,D,E,D,134.8889027908902,1
Single,A,E,E,B,156.3925567809101,0
Divorced,D,A,A,B,-157.95630132434616,0
Married,C,E,C,C,138.74036599823515,0
Single,E,C,C,B,-24.267879272616664,1
Widowed,E,B,A,C,30.087552576094883,1
Widowed,C,D,C,C,103.17814751213206,1
Divorced,D,E,B,C,-40.375847142593905,1
Single,B,B,D,E,91.34238970552742,0
Single,C,D,A,D,4.22002810235181,0
Divorced,C,D,A,A,132.50340641714624,0
Divorced,C,E,E,B,-185.64485751878323,1
Divorced,B,B,A,D,110.27218924831075,0
Single,B,A,E,B,-94.67065785536614,0
Married,D,C,A,B,15.318966064627817,0
Widowed,B,A,D,A,-74.48501991120725,0
Widowed,B,E,D,B,98.77686283080386,0
Divorced,C,A,A,A,103.36388641881304,0
Single,C,A,D,A,-17.660607609383757,1
Widowed,A,D,A,A,7.257278948125053,1
Single,E,D,D,B,86.76527267009664,0
Single,B,D,E,E,-134.27739227687707,1
Widowed,D,D,E,C,-162.41850409945698,0
Married,B,B,E,B,-161.17769492803808,0
Married,E,D,B,B,96.21520565138334,1
Divorced,C,A,E,E,-230.39744699366577,0
Single,C,B,D,E,58.61492579400394,1
Divorced,E,C,C,B,94.72179989214851,0
Married,C,B,B,D,63.601136469088296,1
Widowed,A,A,E,E,-53.76884759520411,1
Single,C,A,D,C,6.403202634985735,1
Widowed,E,C,B,C,169.5901613427277,1
Divorced,A,B,E,D,-45.617178107537384,0
Divorced,C,C,E,E,-109.25418814189085,0
Married,D,C,B,B,-126.06976057232535,0
Married,E,D,C,B,-86.28633169196249,0
Divorced,D,A,C,C,93.74081291492725,1
Divorced,E,C,E,E,164.43832518518548,1
Married,E,A,A,B,56.70339024123921,1
Widowed,A,A,A,C,-57.59104562071137,1
Widowed,A,D,B,E,-8.75798139341845,1
Divorced,D,D,E,A,-14.803007270926571,1
Widowed,B,A,D,A,41.87829150363141,0
Widowed,D,A,C,E,206.37774558179456,1
Widowed,A,D,B,D,183.7792264943149,1
Divorced,A,D,A,B,119.75971460750765,1
Widowed,B,C,A,C,-6.211471666153407,0
Single,B,A,E,B,-137.56808708495134,0
Divorced,B,C,E,A,-88.9675460180684,1
Married,C,A,E,B,205.36495775848982,0
Married,C,B,A,B,-35.37023513403969,1
Married,B,C,A,A,8.813988712107534,0
Married,E,E,D,A,22.455094954129294,0
Single,A,A,D,E,86.98340223127387,1
Single,D,C,E,C,60.53102675082391,0
Single,E,C,B,B,19.850610821542546,1
Married,A,A,B,B,81.10968584021244,1
Divorced,C,B,B,A,-118.28295569046598,0
Single,E,E,D,A,-199.47781674175323,1
Divorced,B,B,E,D,-99.83093583286234,1
Widowed,B,B,A,D,-38.276077521163785,0
Divorced,E,E,C,E,-79.91092514136471,0
Single,A,B,E,D,-165.3606311486947,1
Divorced,A,A,A,D,-47.35559495130095,0
Married,B,A,C,E,60.39639824429346,1
Single,A,E,A,B,-45.326046220218814,0
Widowed,D,D,D,B,-190.56868632867682,1
Divorced,C,D,B,D,-28.871622155560146,0
Single,A,C,A,D,35.25164080893346,0
Single,B,A,D,C,-22.103940328766303,0
Widowed,E,B,C,D,12.598789069044969,0
Widowed,D,B,B,C,-64.72499903920082,0
Divorced,B,B,A,C,-49.29478938304864,0
Widowed,D,E,B,D,135.4824813140217,0
Single,C,E,A,C,-30.718559997235218,1
Married,B,E,C,A,-23.899487880341404,0
Single,B,E,B,A,-164.184273076911,1
Divorced,D,D,C,D,-133.98096138411643,0
Divorced,A,B,A,B,24.45000542991652,0
Widowed,B,C,E,E,-22.426121871713665,1
Married,D,C,C,B,32.975941347764554,0
Widowed,D,A,A,B,51.007625093000705,0
Widowed,E,C,B,D,170.8430991520262,0
Single,A,C,E,D,117.18856690609918,1
Single,B,C,C,B,37.85232517351738,0
Married,E,A,B,E,-17.5078844873054,1
Divorced,A,C,A,C,-51.71304232751096,1
Divorced,B,E,A,C,-10.343066764510235,0
Widowed,A,C,C,A,-283.8956235508839,0
Widowed,A,B,B,B,11.808035113242866,1
Widowed,B,C,A,C,10.018446087740017,1
Divorced,C,E,D,D,159.85202764693184,1
Divorced,B,D,A,E,87.73153066111908,1
Single,B,B,D,A,-97.61480471204675,1
Married,E,A,B,D,91.97449197030956,0
Divorced,A,E,A,B,145.4538068034008,0
Divorced,E,D,E,A,321.00176195528053,0
Widowed,C,D,A,C,117.55415252457257,1
Single,E,A,B,C,43.60655556899787,0
Widowed,C,C,A,B,49.79392762936744,1
Single,E,D,B,A,-25.02415288927635,1
Widowed,A,E,B,A,-170.64472491469135,0
Widowed,E,A,E,D,-103.17310357255715,0
Divorced,D,E,C,B,26.614500177472095,0
Widowed,E,B,C,A,101.77625201678582,0
Divorced,D,D,B,B,-1.6850679943147824,1
Single,A,C,D,A,-7.907473512094604,0
Married,A,A,B,E,-39.36500338527518,1
Divorced,E,D,C,C,85.52220978976656,1
Married,D,A,D,E,-151.987500276391,1
Widowed,A,D,C,E,106.13467403542106,1
Divorced,D,B,A,D,-37.2582063142267,1
Married,B,E,A,A,-60.99483636430556,1
Widowed,D,A,D,B,147.75457309710958,1
Divorced,C,C,D,D,-297.20004481015405,0
Widowed,C,E,B,B,-82.3728397683274,0
Divorced,A,A,D,C,-14.636427435331392,1
Widowed,C,B,C,A,-20.38778212177785,0
Married,C,A,B,B,371.13338394173326,1
Widowed,D,B,D,A,80.00058221203734,1
Divorced,E,C,B,D,58.00728152650888,1
Married,B,A,A,A,-130.1946022395194,1
Divorced,D,B,D,A,-84.85052753148858,1
Married,E,A,C,D,-55.15782903278406,0
Single,B,D,D,C,-80.97197627912651,1
Divorced,D,A,B,A,149.4130988148645,1
Widowed,D,E,B,E,-183.02128738143188,1
Single,D,D,E,B,124.83254586875778,1
Divorced,C,B,C,E,95.83932776168534,0
Divorced,D,C,A,A,-28.36415458301749,1
Married,B,D,A,B,168.5064968558892,0
Divorced,A,A,A,A,-116.11612095605304,0
Widowed,E,D,B,D,91.40465388753377,0
Divorced,C,B,C,D,-78.67746128912894,0
Widowed,E,B,C,B,-44.28373505327098,1
Married,E,B,B,C,-93.93983884247879,1
Widowed,E,B,B,A,114.5505385124582,1
Divorced,B,C,D,B,-11.45822223381116,1
Widowed,B,E,C,A,12.79625144589079,1
Single,D,A,B,D,-133.5869432379622,1
Married,A,D,A,C,59.61866358395981,0
Single,C,B,D,D,-25.144414772343072,1
Single,D,E,B,C,91.49466443324134,1
Married,A,A,B,D,-88.60265723204512,1
Divorced,E,B,B,A,-284.6319347274834,0
Widowed,D,E,C,D,14.97516741516987,0
Single,B,A,B,E,7.980289692526031,1
Married,E,E,C,B,70.18590359831393,0
Widowed,D,E,D,D,43.365829099178605,1
Divorced,B,C,B,A,-96.28234450070362,1
Single,E,C,A,A,159.3948610853767,0
Single,C,E,B,E,128.8744295571828,1
Married,D,E,E,C,-146.37060831727518,1
Divorced,A,A,C,E,-66.5991282649901,0
Divorced,B,E,B,A,94.43814032165629,1
Divorced,B,E,D,B,-1.1968335294397436,0
Single,D,D,B,A,103.29150486624184,1
Widowed,A,C,A,B,54.421032815931426,1
Divorced,B,D,D,C,-32.92497757528422,1
Married,B,D,D,B,-79.02234934451073,1
Widowed,C,D,B,C,-86.01169337898288,1
Widowed,B,B,E,A,177.63922491980304,1
Divorced,B,E,B,D,-103.18992002634606,1
Married,E,A,C,C,-85.8569230309839,1
Single,B,C,E,D,-58.10248100020276,0
Widowed,D,C,D,B,70.14689796380263,0
Widowed,D,D,A,B,148.14306632543918,1
Single,D,E,A,A,70.67235286215323,1
Married,C,E,A,A,48.7640608343201,1
Single,D,E,E,C,-127.21945845218228,0
Widowed,E,E,A,C,132.30004716201077,0
Married,D,D,D,D,-124.74538389030512,0
Divorced,E,B,A,A,139.1361844806485,1
Single,D,C,E,E,-157.0877005223512,0
Widowed,D,D,D,D,-100.85614473979363,0
Widowed,B,C,C,D,17.331073596211674,0
Married,B,B,D,B,-91.18094638868577,0
Divorced,C,B,D,D,-52.76446215758457,1
Divorced,D,A,E,C,-31.26230879707932,1
Married,E,E,C,D,198.29430292888293,0
Single,D,D,C,D,-33.557907232975396,1
Married,E,D,B,A,-35.88582644571696,0
Widowed,D,B,D,C,46.96387605892248,1
Divorced,A,E,C,C,-14.400318927084305,0
Married,E,B,C,A,82.59155182297336,0
Widowed,A,D,C,E,57.40051912989581,0
Married,B,A,B,C,32.4199462604691,1
Married,C,B,D,A,-29.790542906157736,1
Married,B,D,B,B,-31.832435781256628,1
Widowed,A,D,D,C,182.0307800486051,0
Widowed,A,E,B,C,-192.83105006821035,1
Single,D,C,C,E,-33.89617794637129,0
Married,B,B,B,D,-3.4824332491582592,0
Divorced,B,A,A,A,-71.02912584307411,0
Single,D,E,D,E,-104.10808417575261,1
Married,D,A,B,E,305.4147885017734,0
Single,B,C,B,C,141.47878440851153,1
Divorced,D,B,D,B,-79.5948203644163,1
Widowed,D,A,D,E,72.48462849153029,0
Divorced,A,C,A,A,67.72764137835284,1
Divorced,C,E,D,A,43.212691542110534,0
Married,A,B,E,C,1.8611930347531593,0
Widowed,D,D,A,B,156.1664560707743,1
Widowed,D,E,A,C,-61.719372398912775,1
Single,E,E,E,A,-66.1373326171231,0
Divorced,D,E,C,D,22.87323427593673,1
Widowed,A,C,D,D,-6.606982553837819,1
Divorced,E,D,C,D,105.52770975268339,0
Divorced,C,E,E,C,-67.56378540636705,0
Single,B,C,D,B,-22.521230904559243,1
Widowed,D,E,A,D,-47.580135608077036,1
Married,A,C,A,B,-165.17717904093698,0
Married,B,C,E,A,-4.523465471889924,1
Divorced,C,D,B,D,-127.22756897454042,0
Single,C,E,B,D,-2.507356077579444,1
Widowed,E,D,D,C,236.28438408939135,0
Single,C,E,E,D,-1.7905751841917463,1
