nation,religious_affiliation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Other,Buddhist,-119.49168484529919,E,D,10.814856592620188,46.70589238769699,59.01870221579949,E,C,-26.32311781493511,C,-32.74719203918268,A,1
India,Buddhist,-122.75590968148629,D,D,-50.890466102626384,35.03984887339564,-11.652393553459628,E,E,-19.011437724008147,C,-126.32282337342144,B,1
India,Christian,-64.11873188711118,D,D,-29.876589938939667,-32.21857042681589,-83.38034252795914,D,C,9.550023352362164,A,140.0905782503381,C,1
Brazil,None,42.98506717626493,C,D,14.573217090534762,-82.49138880982504,176.66996954920359,C,B,-127.15130078414121,D,78.03536333600238,B,0
Other,Buddhist,-193.5269276541669,B,D,65.1389754248825,102.94181013846904,18.095061294240022,C,C,22.47104048372142,C,-32.247443524340255,E,0
India,Hindu,-91.72473676290336,C,A,149.6585989351358,-67.88936241357463,48.29234071900685,E,C,148.4699348295341,D,15.479343979201154,E,1
UK,Buddhist,57.89651922995864,C,A,-44.34766517064314,-50.63447598678953,-143.84678243587422,A,B,-32.67241011120761,B,-41.75567178830141,E,0
Mexico,Muslim,-19.974155586855897,A,D,-12.768989308442649,87.73460844643554,155.60474769415586,D,B,131.94989734418238,C,67.16293190813299,E,1
India,Hindu,65.48045687477018,B,E,85.5589148999225,94.13457747612355,143.27875461320664,A,A,27.575614131066295,B,-156.81666081832614,B,0
Germany,Jewish,-186.31585544202093,A,E,-22.759175464661816,-203.78606638783023,27.25240435050927,A,C,23.43407744989144,A,-82.19421099402817,E,1
Germany,Christian,41.277480119576325,E,C,-73.70204110356597,-16.407570040430063,-119.64848555218917,C,A,100.6740895201459,D,157.5296812961875,A,1
US,None,55.95447286948752,C,C,-87.18248063440926,68.61319498028499,-4.628957847158158,A,D,4.419415751379321,E,112.72417556584115,E,1
India,Other,-112.21217847237108,B,C,-46.18679224000317,110.35296161519872,-69.25565575587538,C,A,-74.25666734971354,A,-90.97825341560547,C,0
Other,Buddhist,133.76246167867455,D,C,-29.79552020326422,76.2506063404665,-45.6238027673885,E,D,-74.08289622128609,C,-189.10677843289523,D,1
Other,Muslim,-225.277347971065,D,D,76.4518891714724,-157.97655587144226,95.93552551991871,A,C,18.07734131853718,C,-198.5186823743517,C,0
Brazil,Other,-202.53408962060598,B,D,0.17640855452970283,99.41109657504029,5.676431127436483,A,D,19.300919389706376,A,-32.00584142172267,C,0
India,Jewish,79.94396825723807,D,B,-10.150642072093637,59.24903403023838,-32.44380720918385,A,B,108.59368061539105,D,99.34222806421799,D,1
US,Hindu,24.958742160006395,D,C,-49.44474605665,-154.7822658845578,127.06774146159128,D,C,124.87724223587196,C,-77.55299323411765,B,0
Germany,None,-78.47456696827236,E,C,118.98743028010384,6.256178919076713,-153.79403955642005,D,B,-14.910264858089844,B,-7.86559991768681,C,0
India,Jewish,174.93963992903144,E,A,72.76064800660666,-23.33845287320121,-18.935461044943217,C,C,180.84546625585622,C,91.19760011874105,E,0
Other,Hindu,-43.80305331194847,C,B,230.90114299344827,-50.82926326031387,124.35379233567228,C,E,38.3635716295222,A,-80.0489893575393,B,1
Mexico,Buddhist,69.82762888502707,A,D,-68.47551259592963,66.75594207719475,72.6636791546193,E,C,67.87979546941177,D,-20.74369217836794,D,0
China,Other,57.92308851241334,D,E,143.6944416022153,-79.96225982779367,61.2749815336925,D,E,-26.701845939083245,A,-207.62393414004086,C,1
China,Other,2.4838061120957593,A,C,155.56429703448293,-76.24775493846617,-12.438749551154812,D,A,-39.777652251701255,B,-81.41110368783036,B,0
US,Christian,-39.729805469184356,D,A,97.47432781688805,-92.99638557422337,76.47561105512551,B,C,-6.441127307940135,D,3.9943528480117148,A,0
US,Hindu,-114.88645386123738,E,E,78.1578829220962,26.962512369597423,-39.54696407934257,B,C,20.807657235833453,E,-80.4632133503873,C,1
Mexico,Jewish,-133.22697879862616,D,C,-117.08433563655151,123.54546506398725,-61.51867196529472,D,A,-25.06920989387738,A,74.44738892379694,A,0
Brazil,Jewish,49.84692132164088,C,E,163.37468452030433,34.382829576796006,137.2395839140526,D,C,-135.42859466238525,A,-14.017912443179089,E,1
India,Buddhist,-126.67435812732055,B,A,4.8545373301743195,171.92243812262612,-44.44695554703413,B,E,-136.09271585226975,C,-32.121500861526364,B,0
US,Christian,2.226604762622703,B,A,-13.956125429438583,-7.802446363516263,130.60788161269815,D,A,137.9826997896113,C,-62.63814461934445,E,0
India,Jewish,-205.0805495335545,C,E,2.1817610468561033,-40.093620419555585,201.48085271833332,E,C,63.4519943840265,C,195.02154953621007,C,1
Germany,Other,-42.417209477709285,C,E,1.7822679415855982,120.91130430672851,125.7994395341951,A,D,-76.67503852386226,E,156.65760907889978,C,1
China,Jewish,-146.92651028614097,E,C,-5.534404776429035,85.25503483935793,130.26199101429464,C,C,-24.93767580215857,A,74.92674906328679,D,0
India,Jewish,-187.49330688738462,E,A,177.42073949902868,11.982841744197698,-51.4438731174918,B,D,84.31472331553319,A,-235.88955613322128,C,1
UK,None,-85.99419698674741,C,C,-88.13583421061067,0.45833195273502264,-195.1391605693637,E,A,-91.64248002313569,B,-36.55870822255963,E,1
India,Hindu,-8.425667399392802,B,B,-88.00501444519708,185.65939486854626,66.14094786304081,C,A,15.855546694230723,D,-174.4435339120107,E,1
India,None,-63.62098913375013,A,E,16.718163768876924,24.72719630175288,31.899375870044626,D,E,-18.12782366441142,D,-23.422277691398406,D,0
China,Muslim,8.83625168831432,A,C,79.3732506355843,-0.017287927176188662,-292.5312242343997,D,B,92.46011852114975,D,10.83060695481356,C,0
Other,Christian,-219.8671254778673,C,E,-87.68831241544675,-132.8133552315628,-4.129606167700049,D,B,-78.17542847467782,D,-15.75839197403582,D,0
China,Other,-162.83398060792067,D,B,-59.994108604617594,58.954467076903114,-102.77909104889858,E,A,-65.44661150253006,A,-54.98505467933854,C,1
Mexico,Buddhist,9.907415930052766,B,A,22.786982823347756,-19.115572883462022,2.477217431465475,A,D,78.13415865274986,E,76.70900924748587,E,0
Mexico,Buddhist,-38.03033861082917,B,B,-7.664677381594556,23.99252265458384,-95.93466482281117,C,E,-43.274273854912046,B,74.00540632146134,D,1
Mexico,Other,78.52575523538776,B,B,-88.94840405192852,37.41140509629065,106.04716178966483,B,D,10.517365955639537,B,24.176570647478755,A,1
UK,Jewish,72.84946812628547,E,A,-83.3824828360876,4.050167819235262,43.32352867229234,A,B,-129.2546309125969,C,-93.2293407804024,E,0
Germany,Buddhist,-135.4512063832218,E,C,-12.66750295954919,-16.809917915324807,-189.6423166961789,B,D,-82.97325715769045,C,109.49662531512585,C,0
China,Hindu,6.322748395609043,C,A,-100.2130771496776,8.09403821840543,137.5995512522121,A,B,-109.98709926601138,D,81.99614089214872,E,0
Brazil,Jewish,-117.19045843928409,B,A,-41.51111897330959,34.22356784190915,141.6119282403083,E,D,-35.19673652311621,C,-39.88851521407451,A,1
UK,Buddhist,143.44499024702174,E,C,45.20446049405935,92.7067152596897,74.74368257294356,C,C,-21.130729647663824,C,-45.30650382026015,B,1
China,Christian,76.99827862311159,D,C,-149.4757473176909,122.88059015558466,-77.44615543624275,C,B,105.68575507705474,B,42.82010399819441,C,0
UK,Jewish,276.49413701629436,E,C,123.67371398720634,74.91187860592746,-76.73097359200938,D,D,6.0234298908672965,A,-52.29178645977943,E,0
China,Christian,-21.396302704914604,E,A,180.96750602652295,124.77879397925015,54.558108553050246,B,A,-19.191601836710394,E,85.9190817773257,B,0
Mexico,Hindu,-20.974948325218794,C,E,172.6762854176307,154.81983143591933,-289.0310582302591,C,D,44.66375487667783,E,135.0537954991076,D,0
India,Buddhist,32.61896841213822,A,B,-176.30164215124478,-69.64566120492444,41.94363820286325,E,E,-39.12263040043695,A,-45.5282896148452,E,1
India,Muslim,-102.68424475347955,A,E,20.206375762921347,-33.132093403764294,110.2149534291318,B,A,-56.04358158079942,C,-30.107633371848102,E,1
Other,None,-75.05628492246305,A,C,137.56562511458662,-11.836916245756969,-161.94668468293727,D,A,7.4073963659537085,E,-13.707048063342281,B,1
Brazil,None,-191.09318515968747,A,E,108.15003265634131,30.056552799427887,-135.48346578886535,D,C,-30.497512196244042,C,67.70549631461839,A,1
Brazil,Jewish,-36.21843792426042,B,C,164.26611769807434,39.675826552703434,-25.45414709587549,B,A,32.59079347954905,A,-8.448521853087296,D,1
China,Christian,-29.737230803155267,A,E,20.81919134351763,36.29898564174784,63.298217868605576,B,B,57.977864177406246,A,106.4037948858829,E,1
Other,Muslim,-107.49927131065826,D,C,132.63133551152913,34.47679977993788,-55.88147632933863,A,B,-77.25849246589708,E,94.28350610131876,D,1
Other,Christian,-105.0554768683223,C,B,43.44147241379866,-5.357124265696556,-50.44848822285301,E,B,68.50119856007665,A,163.2430431752113,D,1
China,Jewish,-14.467042356074886,C,E,79.74490802138756,-102.25918334678406,10.432498268501767,C,E,12.867856442257938,A,10.834007193363913,A,0
Mexico,Muslim,-80.69503701062736,A,E,94.23039086426479,29.503296033797355,169.42875120181097,C,B,-45.10535655502726,A,74.48364021971102,A,1
India,Other,-27.510609556372284,A,B,50.12386357507307,-141.33414876705535,-153.96903056907325,C,B,-83.63272973815621,A,36.708330675693304,D,0
US,Christian,25.252854550014664,A,C,-14.281860110985178,46.094585310059,-63.6287561736656,A,D,-32.43015463080144,B,-174.71518309438054,B,1
UK,Hindu,47.37690060344998,D,B,101.71975922609957,39.23638569096826,-45.045146667446026,B,B,-139.43049348110557,D,210.4807886723521,A,0
US,None,81.9419092706209,B,C,-87.93948872389528,-32.641243431429686,-89.62944067924337,A,E,-45.82838016388922,A,74.26959316153693,C,1
Brazil,Other,-8.186685097124661,E,C,22.39152495096539,14.22450587209531,-106.60359019811668,A,C,75.12587714783857,B,168.4224095595059,E,1
UK,Christian,-176.60152191921463,E,E,-98.91099355564057,53.968272230597194,26.171009539075342,B,C,-104.66658898047174,B,-28.89849122973928,C,1
Germany,Muslim,-5.372967814245362,C,E,40.5188815582769,-2.3072587420518085,6.432438260239815,D,E,-8.474133697863254,C,83.75356226537856,E,1
US,Hindu,66.2926875865271,A,D,68.70107840642102,96.22773356442912,-35.82228524322606,D,C,84.39894994279636,C,-67.7910203220918,D,1
US,Muslim,-86.71021390450721,B,C,159.18788357244503,-59.38395833284063,-73.1066377509975,D,B,-34.04619443616569,B,21.48230076464393,C,1
UK,Jewish,54.07693695159195,C,D,-69.96965086343879,238.85345376406372,-55.41303427885421,A,D,-67.8849296084483,D,81.7079894645341,E,1
India,Other,69.01892998060677,E,B,85.70436841851927,61.05527863255783,93.11893603228832,E,C,31.490155035740507,C,104.21507350493717,D,1
Mexico,Jewish,308.1742217129807,D,A,-118.82983563316792,-43.67521725713405,34.55531387557974,C,D,-21.827773647992974,C,-58.23628749815916,C,0
UK,Buddhist,-24.388052737307834,B,D,-44.26110871962618,-115.48166935763345,-11.660954219806072,E,D,115.15770458361804,A,-48.187386515347065,D,1
Germany,Buddhist,66.87986113156049,C,B,-40.273270932934565,239.71460434211843,13.642758334010718,A,B,57.900330265720676,D,-170.7173702085855,E,1
Other,None,66.8223468090035,A,C,5.237854273532328,-131.33926796473185,-18.956698110958296,B,B,-19.866289877974847,E,-107.42412362836022,A,0
Other,Buddhist,54.81259856643691,B,C,181.26444744553297,-91.9019000419537,51.94394658242453,E,C,-29.975040161133737,E,-88.53077902596324,C,1
US,Muslim,156.1587275445652,E,C,62.13566796163331,131.8842171885363,-73.63242785275169,C,C,135.6129340397012,E,-155.50350898423127,E,1
Germany,None,-29.758381637700136,A,C,62.19410341241291,103.23482508649332,43.743955247196226,E,E,23.804019199156983,E,143.85508570289446,D,1
Germany,Hindu,-61.359051460309864,C,E,133.96251096464883,-44.47047583743561,-200.6524707386089,A,D,106.70905543662485,B,-31.009009144346262,C,0
UK,Buddhist,-4.778818390485318,C,E,-56.19751358068004,45.11689800726638,94.06609318532298,D,C,99.21879460161051,E,42.665860702181476,E,1
India,None,-77.4151099134981,C,E,113.64328928896734,47.59677329890077,52.467265861861634,B,D,36.85016064064241,D,100.55289764419693,D,0
UK,Hindu,78.66784613250617,A,E,-175.0222703169323,-3.1873887834357872,-55.548285125289496,C,D,45.449659894929944,B,159.60772284160427,D,0
India,Christian,125.68438635512871,E,B,-25.485250769372193,12.999109714089494,-34.1685039098984,D,C,151.69436375429822,A,-72.1524541323664,A,0
UK,Hindu,-209.79069716798162,D,A,-153.86614831908386,-46.08541413878996,93.8590490617475,C,A,89.80822073215795,A,11.636853342638243,B,1
China,None,64.68470809628309,A,A,-39.793790155167244,-141.35827578358447,-28.839534579031266,B,A,-47.6336569707316,D,-24.3328234065375,C,0
China,Christian,-70.19910612784633,A,E,-160.3948529937359,-86.28014710436997,-17.939324825114614,B,C,-56.276532627533236,E,-85.55174514924647,A,0
Mexico,Buddhist,23.34969908311086,A,D,112.84464366932056,150.5572367922492,57.62550888721935,A,D,16.13432278156563,E,-33.356277721130134,C,0
US,Jewish,33.40525815078857,E,D,-14.58574470369923,84.7161140866188,89.19803136163448,B,A,-68.33492557203635,C,67.67341591726444,D,1
Mexico,Other,-72.16924922304494,C,C,20.535750308927852,-14.067180291428425,68.58529748090318,B,B,-221.55290819753185,A,-11.149387183387791,A,1
UK,None,-10.449277874967516,D,B,47.979725027918875,142.4095240088934,-80.79233010969713,E,B,133.0237261811781,A,122.34335411499688,E,1
US,Other,51.724681427938535,A,C,-0.45875180045908726,55.15210044312907,-131.45214036170023,D,C,146.43715365758797,A,67.95417733082645,D,0
UK,Muslim,148.49022355907226,E,B,90.47969601091116,-193.52560388259303,5.5399672365845865,D,D,-24.265783843285696,C,-122.86493611487883,D,1
India,Muslim,-47.79460823341094,A,C,-135.76832644498654,-52.75845656104692,-127.49582481442219,D,E,51.35427816692769,D,-40.84883960033528,D,1
Brazil,Jewish,106.08185931116438,E,E,-36.60114699483864,200.43192902131142,-217.93941177524698,D,E,32.65630585461803,A,-48.45364687924637,E,0
US,Christian,-87.05561146910361,A,D,37.6913151090798,119.9506262872936,-244.3729297574652,B,B,2.4084354972381936,B,-125.3428061394965,C,0
Germany,Muslim,-38.34247172969095,C,A,127.47119627452312,-18.29398391766162,-240.42670371130285,E,A,-101.51931891723356,A,-82.91936628046375,E,1
Brazil,None,90.63082676646778,A,D,236.10249759117835,-22.56141930206774,302.77179127405645,E,A,30.89871561349844,C,-203.24043123872198,E,0
Germany,Buddhist,-107.26095477861088,E,C,-55.80003857701151,-278.95904804911356,90.57869439283802,B,C,-85.51813088571565,B,136.53263567427106,B,0
Germany,Other,-12.358519601507002,C,C,-90.47229537870399,-36.26973464254169,55.04760230946981,D,A,-117.12853600889797,E,-19.58879077715774,D,0
China,Buddhist,-109.86940616293579,D,B,86.57839688480509,-24.35858708413678,13.01612047194603,D,C,-9.272636465253697,D,-102.40428891332736,C,1
US,Christian,82.7364495484732,D,D,162.90047831718428,112.90984022246384,35.21296999067058,D,C,127.25025369354341,E,40.007952236963064,B,1
China,Jewish,-101.08717662362704,B,B,-128.09941104532766,-153.30950950421126,-4.0782179960275835,D,D,-9.663824235199845,B,-95.94341945305916,D,0
Other,Hindu,-28.296601023701,C,A,-81.16024916454239,-94.81337451676896,-211.4744413191991,D,C,302.79388799891257,C,65.39624766007762,D,1
Other,Buddhist,-12.191449012343114,E,E,-20.91295496924857,9.178212863582104,61.67578605129109,B,D,18.913647126058436,A,-73.6527820014088,B,0
China,None,75.41101077795686,E,A,111.05713454274819,63.1835888837992,134.85728735110996,E,D,-25.153863116903985,A,-74.98172891023177,D,0
Germany,Buddhist,167.69935314420565,A,B,99.01460010918713,22.85615240966533,28.73673543786891,C,B,1.6621415656588319,D,33.531155547013945,C,0
Brazil,Hindu,-82.2981593570336,C,B,-20.08598922566744,72.32727960645458,-93.37110964258984,E,A,3.4186022591438077,B,12.855275771192193,B,1
Mexico,Christian,37.126638728275,E,E,-131.92694888956115,-3.7157078338840335,331.45208614327,D,B,-30.363414354257557,B,115.31090862168223,E,0
Mexico,Christian,-138.2263697366213,B,B,-12.599589703364833,-153.6496295693195,11.7375011784302,C,A,-0.6022420706939166,B,37.9475765985347,D,1
UK,None,144.1777924549589,A,A,2.6074759101888523,116.9554517653046,13.204500649566578,D,A,205.2056060575518,C,102.07272153768865,E,0
India,Muslim,88.59084197204122,B,E,-62.240255281714276,19.6229258184225,62.45582862487431,C,D,38.42410263683049,C,-14.898191641098554,B,1
Brazil,Other,-4.793969882278027,E,D,-25.740438487389987,3.3536142275834733,-23.584816792306736,E,A,134.13845433400488,B,95.83299980825998,E,0
China,Jewish,25.285131191897918,C,A,171.29753828940122,-10.552570155998115,19.597877628130554,C,C,101.97887090895772,B,-81.05644128164286,B,0
Germany,Hindu,-111.85852520783138,C,A,-9.077994059021261,-145.27562834340497,68.97013271929407,B,C,56.44380548402874,A,-42.18927678930343,B,1
US,Other,158.56494174959275,B,C,-9.618546911878303,-85.04586324749968,18.82931766040972,A,B,-38.512401441489395,A,-200.75376978953997,B,0
US,None,-35.595914584916166,C,B,-48.61712975471237,73.22375728425915,-24.60476057549009,B,C,-43.98150851041884,D,206.6000829639463,E,1
China,Christian,15.96416590857184,A,E,61.30406929623477,-84.42978727123203,-119.80602544822356,B,A,108.85802766497868,B,47.9440153720878,B,0
Other,None,72.06012059400106,B,B,-1.0578179286496332,-84.98297250820538,-156.33522645042518,A,B,173.33328614269035,B,139.5767845114421,E,0
UK,None,-101.47287537628928,B,B,-103.62459026677284,-160.02290077046987,78.4731645688418,D,C,-108.46959684508542,D,-22.8367228261111,D,1
China,Christian,-14.511127382208114,B,D,-58.26482450697247,-83.53221715967697,-47.82049108463281,B,C,59.67941896221115,E,-111.35205343631782,C,0
China,Muslim,-70.23374192845617,D,A,293.2274262963832,-16.50905755377292,84.75606403835688,B,C,-63.358866808120176,D,-60.669253265226494,A,0
Germany,Other,41.42977679978042,B,C,74.31345423940571,79.93908284512021,-19.23399066948208,B,A,182.16348026968487,D,-123.30336663181423,B,0
Other,Christian,-20.753216587223548,C,A,-50.7768080268432,184.99168995833455,226.1476279312361,C,B,-37.51904135868166,D,-120.80816614522128,B,0
China,Hindu,-81.91500755575768,E,B,164.14856674624326,67.76910558501382,-116.21295702077661,D,C,-80.1994102830556,C,247.62504139582666,D,1
India,Other,-117.02150195029066,B,E,36.44067404949568,33.91698535753059,-197.15424509912575,B,A,9.159735118960445,A,21.83631212880539,C,0
Brazil,Hindu,-103.77282302855848,C,C,40.26899313899705,64.24820754705704,24.94797663691302,B,E,76.87288747621876,E,79.75809635267869,B,0
Brazil,Jewish,-29.295075986704962,D,B,-63.318669909698286,-13.888666534887603,68.72266327965241,E,D,-47.02737079970962,D,20.608770321024366,D,0
UK,Muslim,-94.64614174346376,B,E,56.84958400363237,-51.38474396559921,-81.09648632394547,A,E,49.107766148491514,C,-48.94009576835433,D,0
India,Hindu,56.88519032609919,D,B,123.42331019688328,-71.90766404462471,68.23141157430372,A,A,-31.4211051396803,E,-23.13151377832808,C,1
