religion,sexual_orientation,Race,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Hindu,Homosexual,African American,18-25,-30.751863227668853,146.46302435017338,A,44.31106115866533,E,A,B,B,B,-124.2600782240054,D,B,-113.85800390924278,C,32.24778572851242,C,D,0
None,Heterosexual,White,26-35,242.42081489585084,217.42213108739463,B,-2.686654500320803,A,B,E,D,D,-44.59174055866849,C,A,103.55482545297438,A,-37.05878954859819,D,B,0
Hindu,Bisexual,Hispanic,36-50,173.95115391776542,-97.31352984847615,B,-24.435035427318816,A,C,D,C,D,116.24382396258859,E,E,104.08432600811919,A,-46.50704262554648,D,A,0
Christian,Bisexual,Asian,26-35,-60.309477424868774,96.93080297862733,D,-39.75494178546779,E,E,A,A,E,33.85283148110352,A,E,70.85289186518595,B,75.9005613007488,D,D,1
Buddhist,Heterosexual,Black,36-50,-126.50736431604903,122.771532911789,C,52.22438655397782,D,B,B,D,B,-147.88533117324934,E,B,-120.762662049749,B,170.10921288393953,A,B,1
Jewish,Bisexual,White,51-65,44.876349213799124,110.32841857430529,B,113.29026668108166,D,D,A,A,D,-100.80633118083269,B,D,77.6276235235942,C,-142.44206233136205,C,A,0
Jewish,Other,Hispanic,65+,-23.89164431039345,125.60938886232145,B,95.14330799999145,A,D,B,E,D,28.028142613335348,D,A,4.327516910102461,B,84.47058437643274,E,A,0
Jewish,Other,White,36-50,109.15663874123622,-193.23802132785752,E,-91.46149143272062,D,B,A,A,A,-13.37838560165811,C,A,-54.41339396160425,C,-99.26988934477804,E,D,1
None,Heterosexual,Hispanic,18-25,-99.08169347989005,37.08490269113973,E,-100.59120014634426,C,D,B,E,E,80.74404557492372,A,B,4.787377202406902,D,-82.90475994482178,C,C,1
Muslim,Other,African American,18-25,-115.64312766500417,-2.7377033098069576,D,-16.58743023328373,C,A,A,A,C,81.79738192281913,D,B,-110.87113849301038,D,-22.2367890352209,D,D,0
Muslim,Other,Black,36-50,77.88308156381436,-108.84521150263717,A,32.43765437493301,D,B,E,C,C,-71.52428166544628,C,B,-147.93058847628834,E,-168.94171834507915,B,E,1
Hindu,Other,African American,65+,-40.92415008488888,39.24214880119735,B,99.29594968739465,A,D,A,C,C,14.174217210090553,A,D,-14.837758643763287,B,45.125536982873584,A,A,0
Muslim,Other,Asian,65+,0.5311614670963367,1.666063814921178,B,-95.74912663549604,A,B,C,B,A,-125.24542092537922,C,B,-189.20647137636956,C,164.5908543937854,B,B,0
Muslim,Other,Black,18-25,22.447515778538786,-74.79322847684152,A,120.96549123231735,E,E,E,D,D,268.3321876750318,A,A,-96.68412335187529,B,81.68658181454333,A,D,1
None,Other,Hispanic,18-25,24.334075035751226,-153.9401404518703,B,62.86398071042459,B,B,C,E,A,-31.079739679305877,A,E,-56.01053252790894,C,102.60793764965864,E,D,0
Other,Heterosexual,Black,18-25,-24.134682565887516,-50.98708267769205,C,46.91084173836438,E,C,A,E,A,273.5486195577462,D,E,99.20004482400962,B,161.23564390126023,C,B,0
Jewish,Bisexual,Hispanic,26-35,-34.15429043368153,-106.18045531723818,D,-18.70796660219555,C,E,E,C,D,49.194508289449715,B,C,-102.57683465025764,A,-124.09772001354486,A,D,0
Hindu,Other,Other,26-35,-159.80348523072624,-72.93574014608299,D,52.55151481152552,A,C,B,B,B,-134.65217961745086,D,C,-21.45202809977731,C,-132.17591820195972,A,E,1
Buddhist,Homosexual,Black,51-65,28.08877361602856,-78.84937924762302,A,161.2299969890041,C,D,C,B,A,41.055977419108345,C,D,65.85689887190746,C,-36.675562241505375,C,E,1
None,Other,Asian,26-35,-110.77274286027796,-42.24699021919795,C,75.54610885535467,A,D,C,E,A,-201.6398379801007,E,D,-188.64150715899996,E,152.89351719735095,A,B,0
Buddhist,Other,Other,18-25,-7.016560296771875,-59.321178486467865,D,-101.10071567642309,E,D,E,A,D,106.25154242461656,C,B,-60.7719151375699,B,-117.47282974928284,C,B,0
Christian,Homosexual,Other,51-65,88.62085356376936,-183.46311164947727,E,63.74580672266982,C,D,A,C,A,-111.87329086688334,E,E,115.35672385177492,E,31.711647946274464,E,A,0
None,Heterosexual,Hispanic,36-50,-97.71398644068769,-130.8006974015462,D,8.645766729097813,E,B,A,C,A,37.75635805490252,D,A,-100.6522980664635,C,106.86629517444916,D,B,0
Hindu,Other,Black,51-65,140.3846436203801,-56.09753006307169,A,-71.72356119162187,D,C,E,E,B,16.008968315197823,E,A,53.304878553122606,D,93.08593464665286,E,A,0
Muslim,Bisexual,White,26-35,21.830473369736666,-20.85470534381261,E,109.74241026053117,C,E,A,A,A,149.69940266913596,D,B,27.14899250616748,C,-228.6615960421337,B,C,1
Other,Other,African American,26-35,-108.83671913670099,21.302310974794615,C,-91.54307329698607,B,E,D,C,A,-0.008438047536071623,C,A,-5.51031363838981,E,-218.43342837737865,A,D,0
Christian,Bisexual,Other,18-25,-57.968485968953864,132.89466764626658,E,-42.87402333996813,C,A,D,C,C,103.79326050189948,C,B,29.814210743396867,E,95.81882627303979,D,B,0
Hindu,Other,Hispanic,65+,25.312132921005233,-108.31763701866879,E,158.29660780708286,B,D,B,C,A,-23.795414992594587,E,B,-79.10561692369947,E,-42.916835696968946,E,D,0
Buddhist,Heterosexual,Other,51-65,3.993244692761546,9.526458777005859,A,-98.14656270268792,C,C,E,A,A,-48.67713798242453,E,E,-106.64473671700856,D,105.16852212954095,A,D,1
Other,Homosexual,Asian,18-25,-3.5760591914381967,161.86527695657696,A,7.141110141958533,A,B,C,A,A,9.009669531305079,E,C,-88.57574937033819,D,-40.29841559546843,D,D,0
Christian,Homosexual,African American,18-25,-87.77561189191312,-53.37022960114943,A,121.08514899365387,A,A,A,A,D,-72.770891655524,D,E,62.56462968189865,A,-23.500971803742303,D,D,1
Other,Homosexual,Hispanic,26-35,119.3333330169899,-20.556972949044386,D,57.221471840505366,A,D,C,C,A,-166.54875229977472,C,C,-57.61181032745246,D,59.219971067819266,C,A,1
Jewish,Heterosexual,White,18-25,66.36403639748711,-53.07363867179653,A,76.84713916587269,E,B,E,B,D,-18.611022368297153,D,B,-46.525494540917514,A,9.379652330796407,C,C,0
None,Other,African American,65+,-110.47094878194974,-182.87907601735523,E,-239.1895276357031,D,A,D,A,A,-0.5122247030790289,C,C,142.576383272251,C,5.422422855298638,D,D,1
Christian,Heterosexual,Black,18-25,-97.45296890474948,55.409516048586504,C,-17.747390832938905,E,D,D,B,D,-9.86424873817687,C,D,-31.219624050289095,B,-104.54277470133067,C,B,0
Muslim,Heterosexual,Hispanic,26-35,29.548344351456997,-34.74662886118189,D,-66.84346709341575,A,E,B,E,A,-147.42603989170175,A,C,101.57494977336347,E,231.8524548900181,E,E,1
Other,Other,White,65+,133.1841673116782,78.18494969186298,A,-147.45481106151658,D,A,A,E,C,114.51888314686589,A,A,-54.35060580869431,E,168.02023495225302,E,A,1
None,Homosexual,Hispanic,65+,201.07342200358084,154.71790962056699,B,-80.83722983832283,A,A,D,D,C,86.3063323577527,A,C,143.89742127666864,A,-39.37643858995721,E,C,1
Hindu,Heterosexual,White,36-50,-82.63351673164486,-126.00312087247418,E,67.84636455303698,D,E,E,E,B,94.77273088188014,D,A,-111.30585318587404,D,-114.75271759384825,B,C,0
Christian,Other,White,18-25,-147.26635112308256,83.11235590913,C,-5.024802930833519,D,A,A,D,C,20.285105925605862,B,C,93.7144299139492,C,6.910059060316631,A,D,0
Other,Bisexual,White,65+,3.299833367875793,28.666273527116577,A,56.53267827282094,B,E,D,A,C,96.82377228873827,C,E,185.19976452506603,E,-29.251908534351628,A,D,1
Hindu,Homosexual,Hispanic,51-65,93.44413642975906,-225.78334789401714,D,-109.93616247686211,B,E,A,B,A,117.82143353147194,D,D,87.96375169439806,C,-114.62425294926739,E,B,1
Christian,Bisexual,African American,26-35,132.93415706429798,25.919180737219737,D,-66.90294983719933,C,A,B,C,E,95.9765554946801,E,A,-113.65736011833496,B,-63.60545324612843,C,E,0
Muslim,Homosexual,Other,51-65,9.655938411612635,137.63025069116256,E,7.536185561767564,E,D,A,D,B,-83.10044030955255,D,A,-17.58810414986684,E,-16.167679187535548,A,E,1
Jewish,Bisexual,Black,36-50,-164.1240579454653,-166.97503583053154,D,57.696587171794015,A,A,B,A,C,128.9442559073451,C,C,101.12362574687661,A,83.5752326561382,E,C,0
Christian,Homosexual,White,18-25,-52.01097098645944,55.11721048375643,A,-74.51763024239453,D,A,E,A,C,48.631753459873636,C,A,-92.31027334410568,E,-10.769139719411855,D,B,0
Buddhist,Heterosexual,African American,36-50,26.940514650942422,-75.51691168897811,D,113.60571866590881,E,A,E,B,A,33.33527779404997,E,C,-137.23667036603285,B,136.93623653222883,B,B,1
None,Bisexual,Hispanic,26-35,-149.80959433606117,230.74039644698257,B,2.2850652419920405,B,D,C,D,B,-46.02807349102287,B,D,2.6246728711066245,D,68.55081077430937,B,D,0
Hindu,Other,Black,18-25,51.63906152495402,64.44365966796431,E,-86.25054426091394,D,E,A,B,C,-16.188661528852446,B,B,91.20915735023635,A,-46.93912992514317,E,E,1
Other,Homosexual,White,65+,-51.003291891810576,-1.527857004525971,A,43.380743324765234,C,E,B,C,E,3.390653013660262,A,B,-149.77513153748788,E,-89.94373037383451,B,D,0
None,Other,Other,36-50,-54.91043298174324,30.714453684555522,C,-119.0742196484881,B,A,B,D,B,-148.56170823445845,B,E,-94.21639557610999,A,21.02952794476421,A,A,0
Muslim,Heterosexual,Black,18-25,169.2246284376607,84.41350006996109,A,-7.294786515076101,E,C,B,A,B,-27.399146909532124,D,C,90.23611601479182,A,-39.570614352778534,C,D,1
Christian,Heterosexual,White,65+,5.270790841696307,67.88742193857559,A,181.4489530197113,D,C,E,D,D,14.328021224170923,C,C,-2.8530750553224147,A,-133.77630864299238,B,B,1
None,Other,Other,65+,-2.9005533127651515,100.78963586322199,A,-47.68814418440518,A,C,B,A,C,-94.30414702992726,E,B,-204.23310045059768,B,-14.734543606920827,C,B,1
Jewish,Bisexual,Other,26-35,-50.89569381370118,115.2486750694083,B,45.41348240085963,C,D,C,A,A,28.257430630803597,B,C,-203.79162028130358,D,-29.647216551886657,E,B,1
Hindu,Other,African American,36-50,-13.622348575280247,38.90213428300216,A,166.7231546200682,C,D,C,D,E,165.19573189633053,B,E,-24.306598463356448,D,-116.12642979667034,A,E,1
None,Other,Other,18-25,131.45878625513546,52.794794622051725,D,-27.50742108334415,C,C,C,E,E,61.62358284923267,D,B,41.298460563066236,D,26.081494174929805,D,B,0
Buddhist,Other,Asian,26-35,154.9437858346783,59.09485149460202,D,-197.14049557438068,A,C,B,E,A,-287.51672782213416,C,A,75.56428207448349,D,113.44482512810714,B,E,1
Hindu,Heterosexual,Other,26-35,-70.11817921044923,-118.93728809697997,A,-82.88088072556809,E,D,E,A,D,117.65023379633452,E,D,-52.990764222942374,B,7.160950787065021,A,B,0
Hindu,Heterosexual,African American,51-65,125.82743635963467,84.3869392842902,B,68.43261456442204,A,E,B,D,C,113.60761473884111,C,A,140.20471998926396,C,19.87411864593092,C,C,1
Buddhist,Homosexual,Other,18-25,-85.02055530376732,24.19937340930831,B,-77.72387098163534,D,A,E,A,C,26.531107894395234,A,B,-210.0342674838267,E,-40.38734817602793,E,E,1
Jewish,Homosexual,African American,51-65,-10.437417519402938,-131.88442606600742,A,87.53611283457622,C,C,A,D,E,-94.13203723489804,C,E,20.777683582101147,D,-66.70836677430343,B,D,1
Hindu,Heterosexual,Asian,51-65,-6.901098545360688,171.1830246419574,C,-159.01560343825747,A,C,A,A,A,-33.685957794882576,A,D,-24.86975935959894,E,31.80806531981073,B,C,0
Hindu,Bisexual,White,26-35,-136.0282053895203,-16.3796829057337,D,-95.44050473935013,B,B,C,D,A,43.50052843152166,E,E,99.05723009913287,A,-85.0874443383598,B,E,0
Buddhist,Other,Black,26-35,103.35347779492314,-23.49964971818653,B,-149.86115417482367,C,B,D,B,D,-64.45167310181283,B,E,44.79587347498317,C,35.78972889650468,B,D,0
Other,Other,Asian,36-50,-189.20971369439167,23.49396943263147,C,-127.51063393598304,D,A,B,B,C,112.16228515937073,B,A,-105.31680113950364,C,64.02480962232097,B,D,1
Buddhist,Other,White,36-50,149.77932910700906,-70.93572765465663,D,109.98754473272456,C,B,D,C,C,-39.528352443724216,E,A,-64.6143594942056,A,-13.394039968255091,A,B,0
Jewish,Heterosexual,Black,26-35,31.784269148151388,147.22520160163063,B,-96.5726882911894,A,E,C,B,B,0.4696310819506019,E,C,-57.25909695511745,A,-16.234709084021638,C,B,0
None,Other,White,36-50,79.25830988718053,0.6353547992684523,B,44.72766328081224,B,B,A,E,D,-87.05492745909336,C,E,-63.23187190204901,C,-93.31518422965186,B,B,0
Christian,Homosexual,Other,65+,123.93184582811622,-31.90289258926935,C,-114.92321432804556,A,A,A,B,C,-0.4867180672268607,D,B,114.23716620670331,E,-25.35518130168752,A,B,0
Hindu,Other,African American,51-65,154.22657845834897,-5.261264703118253,C,-4.061122082716382,B,C,C,E,D,11.543071589817725,C,D,51.06390588297065,A,22.047608487492724,D,C,0
Other,Other,Black,51-65,30.182187518001218,39.91650457867682,C,65.93123220630358,B,E,A,D,E,9.060827022271093,B,C,7.216561274338675,B,-148.07433380273056,C,D,0
Jewish,Other,Black,26-35,-57.862235743463664,-24.448635157454397,B,33.149582147858695,C,B,A,C,B,-23.113249685042963,A,E,-30.68179504522127,C,12.926884466539953,A,D,0
Hindu,Other,Other,26-35,-89.95093622265775,123.79324290331743,D,20.91498894777975,B,D,E,B,A,35.52928735227844,E,C,46.676211883688914,D,19.269641906426475,A,B,1
Jewish,Homosexual,Other,36-50,-117.28968557106838,-67.11494236713634,D,105.31245455291499,C,E,E,D,C,-62.50177489496078,C,E,10.9986112260635,A,-103.27705045406503,C,C,0
None,Other,Hispanic,18-25,33.62591676209135,174.80852393619108,B,-77.95416522623623,A,E,B,B,C,-47.93343532029177,E,A,18.456601003486796,E,223.36485424450356,B,E,1
Christian,Homosexual,African American,65+,-129.6073348227305,97.98522084384443,C,-173.6534623641168,E,A,C,D,E,144.39734981884655,B,B,-173.00592210449653,B,228.8623815140324,D,B,1
Hindu,Other,Asian,26-35,-64.1406129511321,-178.77268962633934,D,61.930954801329854,E,E,D,B,A,137.41031763683665,E,E,-188.10601069871097,E,-18.06701787222925,E,E,0
Jewish,Other,White,26-35,51.63411352485231,-156.46710358677805,E,-40.46016017858115,C,A,C,C,D,58.55653008949171,A,E,127.11004461501545,C,-134.52873571751056,B,E,1
Other,Other,Other,26-35,161.1342070375156,-94.2128354757362,D,-21.423858370167093,A,E,A,B,C,52.47444668692144,C,D,48.494131769243005,D,-37.266846784869855,C,B,0
Hindu,Homosexual,White,18-25,-134.46091409376203,83.0916118316272,B,2.468157561672086,B,D,D,D,E,9.45778115171943,E,E,-119.63306653487867,C,-106.8287569710795,A,E,0
Christian,Homosexual,Asian,26-35,-265.5509264132283,144.68723950398555,C,-137.63731284485635,D,C,D,D,A,-6.515845144888055,A,C,33.868698382512186,A,-4.891952039461053,C,B,1
Christian,Heterosexual,White,26-35,116.16656682626538,-50.19600252568724,B,78.79300598499987,E,B,E,C,E,-11.634275258284944,E,A,-170.81750995029802,E,-1.5947729836111628,D,D,0
Other,Heterosexual,African American,26-35,50.31147358303504,-144.2179877231291,B,65.5351667553246,B,C,D,E,D,116.93531366182906,B,C,-71.1191690217504,C,41.85052883385371,E,C,0
Hindu,Other,African American,18-25,-10.042609413528696,53.93522219684394,A,-69.32275372978042,C,C,D,D,D,58.6953933629359,D,B,51.34697055215145,D,-33.75350550336047,B,E,1
Hindu,Other,Asian,65+,-134.72938801855952,39.93980189380022,A,-21.32985134457426,C,A,C,A,A,-44.45983838825468,A,E,54.82345616614096,A,-59.004543808053064,A,E,1
None,Bisexual,Hispanic,36-50,-73.50859938616476,46.004199528997525,D,101.83805462642393,D,E,A,E,E,-91.55444211660631,A,D,33.00120185456547,D,219.63897017927212,E,E,1
Hindu,Heterosexual,Hispanic,65+,55.87549771230385,-30.514738142093506,D,34.12610149441074,C,D,C,C,E,-56.5110974028666,A,D,-77.81883476371134,E,-36.0048883804886,E,B,0
Jewish,Other,White,36-50,96.04429932995656,-52.95735014274708,D,72.06031250333119,C,B,E,D,E,130.52093405370272,B,A,117.32062231747891,D,-49.77259558593184,A,D,1
Jewish,Bisexual,Other,65+,-169.38589059480276,233.59297368503405,A,28.024889311855944,C,B,A,C,B,-86.7932100411184,B,B,-62.85243405096209,D,22.875202035507286,C,D,1
Muslim,Homosexual,Asian,26-35,-95.90174604346558,112.574694281252,A,-47.118504592721315,C,D,E,B,C,-11.089251116137463,C,C,-50.22833530443046,C,-13.085389953298405,D,B,1
Christian,Homosexual,Hispanic,26-35,-150.03620923070983,161.41144316190704,A,-30.792682288605267,D,C,C,C,A,-179.86294014809533,A,C,-71.74847264379342,E,-14.599944532839576,C,E,0
Buddhist,Other,Black,26-35,-97.7329552819554,175.59179357746814,C,-57.38304757269369,E,E,A,D,C,51.55005108802379,C,C,70.77506322442323,C,-73.02604225859096,C,D,0
Buddhist,Other,Asian,36-50,-138.5441807026626,90.69609485251962,B,-59.75236701534043,C,C,A,A,C,146.85573086794034,A,B,-59.23146192289992,B,32.99952206127885,C,B,0
Other,Other,Other,51-65,171.7969258751227,57.18193269758963,A,-112.06130093598125,A,E,D,B,A,31.813703375082596,A,D,-103.83853996999612,E,-77.40727740648839,B,A,1
Jewish,Bisexual,Asian,65+,101.20067304939778,75.73215787044974,A,-15.828645282159851,B,B,A,E,B,33.71752511593049,D,E,-123.51715263231908,B,-114.93396994661522,C,A,1
Hindu,Heterosexual,White,18-25,-121.36864524087274,-275.85743349048187,C,76.35588643166149,B,B,A,D,C,-197.50460587860198,C,C,-69.4910414486748,E,-220.87215429568423,A,A,1
Muslim,Other,Asian,26-35,43.90587024183267,-31.908736284871438,A,-182.9768379043854,C,C,A,D,E,80.691424349659,D,B,-93.21728471295158,C,4.565542052433678,C,C,0
Hindu,Heterosexual,Asian,51-65,-23.341487167969618,-81.24570822498231,C,131.74325386514187,C,B,E,C,A,11.313184830437441,C,B,92.95087660428982,B,231.51984535319653,C,A,0
Other,Heterosexual,Hispanic,18-25,34.62019710154929,29.354327541755453,C,112.1514818438192,D,E,E,B,B,147.2034822785156,C,E,-93.57158814623764,B,49.58901729557802,B,B,0
Jewish,Other,Hispanic,36-50,-100.89298021205029,-66.09397715343043,B,120.76875502123114,E,C,A,D,B,-16.810019806008587,C,D,13.312586085209837,E,-33.79228566735875,C,E,0
Jewish,Homosexual,Other,36-50,-64.15454012255475,-100.39803740629742,D,-118.28045371432474,E,D,C,A,D,-48.10809301517623,C,A,151.5309206450219,A,-7.2231472607324,E,C,0
Muslim,Other,Black,65+,-5.060810321329055,-140.37479676979297,D,-125.35028427404653,C,C,C,B,A,11.881219111094387,A,D,-137.53962134105862,C,-7.427563975960198,D,C,0
Christian,Bisexual,Asian,36-50,63.86887006230493,56.30804043873252,A,-27.134688842703365,D,D,E,E,E,-147.48724317626832,D,C,201.7531600160702,E,26.510436908268087,E,E,1
Other,Homosexual,Asian,26-35,16.923602001267096,-27.26553808233982,E,-8.455058395483137,C,C,D,D,D,155.9141110652105,E,E,42.30365689870948,A,-201.25385867231805,C,D,1
Hindu,Bisexual,African American,36-50,42.15985363510871,82.34281116679172,E,-130.01452921942987,A,C,A,A,C,8.264441941094422,C,A,-142.2752597994326,D,-29.042373524780928,A,E,1
Jewish,Bisexual,African American,36-50,-90.14636981575703,-92.357531771974,A,194.86370290015847,D,D,A,D,A,-16.879213350796217,E,C,15.764481455415366,A,219.73747335607925,C,C,0
None,Heterosexual,Other,65+,148.90009294933805,127.96320057902608,B,-143.78031962916307,A,A,A,A,E,-88.78648328739486,B,C,-234.06585241194043,B,-192.53841663133008,D,E,0
Christian,Bisexual,Other,26-35,39.90635630939361,125.86842920890228,B,-80.88834596791024,C,B,C,E,C,40.16821871985948,B,B,-36.218151451927234,D,107.8971802871106,D,D,1
Buddhist,Heterosexual,African American,18-25,10.293514793373781,-109.33527598300792,C,-87.72151440445145,E,E,A,E,C,-100.30966798051016,B,A,-47.6168102119762,A,-32.85414008149948,C,D,1
Jewish,Heterosexual,Asian,18-25,21.74233673904521,-142.89414900120997,D,140.69261570389975,A,B,C,D,B,47.009262784616524,B,D,-49.28519756541192,E,-17.611702461399673,C,C,0
Muslim,Other,Hispanic,36-50,4.563439438362488,14.472018321027525,A,47.492598522378934,D,E,E,E,D,-50.24254994954396,D,E,-10.927714425380236,B,-84.53026242552394,D,A,0
Christian,Bisexual,Black,51-65,-54.11288350284781,36.09090311113917,A,23.242011187000553,C,A,D,A,B,18.887137588168294,E,A,-102.8566137532176,B,83.36045024118334,D,D,0
Hindu,Homosexual,Hispanic,36-50,-147.44606559226605,-31.79425124504633,E,149.95689383672251,A,E,D,E,C,-108.82332946998005,A,E,73.68411891714013,C,94.46708121739684,E,E,1
Buddhist,Bisexual,Black,65+,25.18524620789644,-122.40547825138137,B,-58.402680658333594,A,B,E,D,B,21.0215175173169,D,B,-129.0413865683464,B,-66.41367718052852,A,E,1
Other,Homosexual,White,51-65,-84.03713383995282,110.43233261716672,C,-70.7600912074524,E,D,A,A,B,162.46886287113594,C,A,-15.81969154989428,A,-67.79005297330241,D,E,0
Christian,Bisexual,White,51-65,278.426471426398,64.77894231811366,E,62.57779235073949,B,A,D,E,B,41.33027548913586,B,D,52.790883149414924,C,-97.41075089820131,E,C,1
Jewish,Bisexual,White,65+,110.63312866082416,71.92977648683907,D,32.499572393806204,E,C,B,A,A,-60.36512064222328,E,E,57.52272534877007,E,62.96783834844817,B,E,1
Christian,Other,Black,51-65,74.12319118529327,14.85426402300736,D,73.71418802686422,A,E,A,B,B,-28.850612953502587,B,C,-55.53441523097611,D,-98.11981593416981,B,E,1
