age_range,feature_0,feature_1,feature_2,feature_3,feature_4,target
36-50,-0.8194432262481036,-119.48581765310284,B,C,A,0
51-65,232.16004717819624,-54.8077523089735,D,C,E,0
18-25,33.726531715642224,-112.95167169228675,C,E,B,0
18-25,-231.188508749645,-25.790724142821293,B,D,D,0
36-50,-97.96518607244742,-102.52963651260052,D,E,C,1
51-65,58.44201228299001,49.35113996495936,C,E,E,0
65+,124.21668224300264,29.792879713593628,A,E,D,1
65+,-107.82995859716526,-256.16074688122313,E,E,C,0
26-35,122.93555743160094,12.805830020892909,A,C,C,0
36-50,-92.43740670574621,-79.08517777012182,D,C,E,0
65+,-77.21179350985966,21.486945547624934,A,A,B,0
26-35,57.27995456523367,36.99867839151456,C,B,A,1
18-25,-25.293615226616566,-75.31286786105863,E,D,B,0
26-35,102.89911252773729,54.223766787843786,E,B,D,0
65+,26.527457582467978,-2.3217335730792965,D,C,B,0
65+,204.14644442758484,-14.931573959179822,C,B,E,0
36-50,-178.73356308920995,58.6616817154586,D,D,B,0
26-35,-22.538815684505355,-360.6925853798309,D,B,A,1
36-50,-183.21053807083624,69.09423550164658,B,D,A,1
51-65,-99.25712812725436,114.99693903073229,B,E,E,1
36-50,123.1952520982426,-20.46361190446237,E,D,E,0
51-65,70.65452143020535,103.66268615754679,D,A,E,1
18-25,35.049730680927695,-76.72217123397833,B,B,C,1
36-50,79.84491132534502,-57.568976914081695,C,A,C,0
36-50,-13.25017394418245,178.37795373198503,E,B,E,1
36-50,-39.868306884594844,138.82986032499295,C,B,A,1
65+,13.585552611490224,-102.41903610631007,C,B,A,0
18-25,-15.760722286515911,-87.99799665684836,D,E,D,1
51-65,-28.853150116370465,139.95765667374872,B,E,D,0
65+,189.24876722926956,-2.44234934050473,D,A,C,1
51-65,-123.28713093065855,-39.5523348563984,A,E,A,0
65+,-38.27341214813098,-80.79310994043759,E,B,A,1
26-35,238.70954349535398,-116.77439145800209,D,E,E,1
36-50,-120.3227755814306,10.278519563935895,B,B,D,1
26-35,53.87184614636834,40.56891276089311,A,B,D,1
65+,-8.432901330386601,44.22375018596184,A,D,E,0
26-35,54.347523149429,-138.9246382419779,A,C,D,1
65+,129.03538848208686,221.93396844251737,D,C,A,0
18-25,-67.57562129734318,72.33065798377733,B,E,E,0
65+,-81.92890171619719,-61.00806990250365,C,C,A,0
36-50,98.42885607326573,111.33188249030337,C,B,A,0
36-50,95.38643907658656,-98.96411119456647,E,A,B,1
51-65,-214.82223611595236,82.3376814651939,E,A,D,1
65+,76.99143547801428,-74.63011463816392,E,A,C,0
18-25,121.52789993255881,4.113406593464786,A,A,A,1
36-50,-67.90314981668611,-78.50754417639216,B,D,A,1
26-35,-93.3573346465565,-93.55189981182372,C,B,C,0
26-35,90.0905757477313,-89.48812905183968,E,B,D,1
26-35,-56.80010187950081,156.12495041411563,E,C,D,1
65+,-53.42682738512672,187.4265610890404,E,C,C,0
51-65,222.8502674892907,-42.601384846175414,A,E,C,1
51-65,139.4781239679699,103.99627028784889,C,B,D,1
18-25,100.59712598689276,-87.27024907127327,A,B,A,1
36-50,-93.9262005236739,265.94334444944184,C,B,D,1
51-65,11.346526368202511,65.92803790972685,D,C,B,0
36-50,121.38330858668938,115.60298040213112,E,C,E,0
26-35,54.291527511419766,-136.38243761859593,C,B,D,0
65+,62.0392474480308,76.65912671302073,A,E,C,0
65+,-1.3776011439238707,51.982498614274384,A,D,E,0
51-65,-62.809715635435325,-95.8984993585651,D,A,D,0
65+,31.47541943915857,-117.11562027367135,A,A,D,1
26-35,-29.647922613455442,0.016545820103805578,A,B,A,1
18-25,121.45680411044601,-2.6995128198236156,A,A,B,0
26-35,41.596082605409,104.10296446489818,E,A,B,0
26-35,-39.453691184291266,-13.111975282642838,A,C,D,0
65+,0.3342693184089649,52.36838479137775,B,B,A,1
26-35,169.1229262978151,-71.86094401493554,C,D,A,1
51-65,10.607311735189006,-8.671510937700354,B,D,E,1
18-25,35.682892906185096,93.31471223135912,A,B,A,1
36-50,53.74557627866838,95.06595328355903,E,B,E,1
18-25,34.92700387476301,26.963897010176407,C,E,C,0
65+,-171.69590624048362,-64.89990419583202,C,D,B,0
36-50,-103.67865568632797,160.03944670245912,B,E,C,0
18-25,-122.44509728100678,-12.892794218305989,B,D,B,0
36-50,171.1189828916148,76.06433656339787,D,E,D,0
18-25,-17.075858108009008,73.55123229826316,E,B,D,0
18-25,-6.873152608181527,75.10917855523664,B,D,A,1
65+,-25.144691410354568,-97.73050660458951,D,E,A,1
65+,17.01814295463699,14.307207335321175,E,A,D,0
51-65,33.89764628303442,-12.72026910505843,C,C,D,0
26-35,-65.32010017943333,-43.751688272633324,D,A,B,0
65+,78.68609487191091,-11.479309467911888,C,C,A,0
51-65,15.660287442101525,-103.66747482239558,D,E,B,0
18-25,153.61538994572464,-54.417979725171776,D,A,C,0
36-50,-118.23008327357014,-37.772207177157235,A,A,E,1
26-35,109.74503652804542,126.51612879880163,C,C,C,1
65+,56.44520652820562,-8.229412760550494,E,E,B,1
36-50,22.033649650529274,-47.71510001839101,A,B,D,0
65+,75.0228759243831,165.83139327174402,E,D,B,0
18-25,53.041674251094015,-48.817140224504115,A,E,B,1
26-35,-38.84026806344254,-84.07938551772233,E,D,A,1
51-65,-118.65544659820968,-163.61637819871513,E,A,A,1
36-50,23.132587241569503,-0.28602695215837187,B,D,E,0
26-35,-67.40380091753431,-111.24552430698151,E,B,A,0
51-65,-134.21921380203852,-66.81488694428124,E,B,E,1
36-50,-54.516235442959506,-21.958728798407332,D,D,A,0
51-65,54.73017365338653,-177.67428419349355,E,A,A,0
65+,-49.70718986501599,-148.04465290164842,E,B,B,0
51-65,-39.97599215414794,-68.00800450715,A,B,E,0
18-25,12.780102544594932,137.83049883990935,B,E,D,0
36-50,180.98877469497435,130.5474699159823,D,A,E,0
36-50,-16.51801982592097,109.9646361130093,A,C,B,0
18-25,-54.66899113445693,3.9439856347895494,E,B,C,0
18-25,-5.911128731581209,-7.641570211334859,E,E,E,0
18-25,143.4736545314389,-37.46667571245594,C,E,C,0
65+,82.46854758382742,-55.45235892428534,B,A,E,0
18-25,-3.9704395914310355,147.3607912360736,E,E,A,0
65+,-39.66990920415031,91.95822644064957,B,E,B,1
36-50,88.42296428131087,-133.67740789973334,E,E,B,0
65+,-125.67289088224986,80.73315579020563,E,D,B,1
36-50,-135.17970346136167,-165.2274369833581,A,C,B,0
36-50,-127.70365232269654,-66.58594523715877,B,C,A,0
26-35,-66.90340974165703,43.838793245650834,B,B,C,1
18-25,-72.17923319128641,-65.8151503953918,B,A,C,0
36-50,-15.501664576186272,99.53151643995689,E,C,D,1
51-65,156.18199985349855,118.0258508787674,D,E,D,0
26-35,47.248965934593734,11.113458286457337,D,A,D,0
36-50,103.9708641705364,15.093467285900598,A,D,B,0
18-25,3.1229432930550876,-63.4768930322861,E,D,D,0
65+,-224.57210581448183,-27.2694601767251,A,C,E,1
26-35,33.47753678138769,11.808988814586312,A,B,D,1
36-50,-7.356533026680405,-17.54797330465749,C,A,A,1
18-25,107.54976962550317,31.15989613269678,A,A,E,0
36-50,-135.59848095539704,-235.3218569521401,D,A,C,1
51-65,241.59566253102764,37.787987665110336,E,D,B,1
26-35,-82.10337531657308,-63.03429047336905,A,C,D,0
65+,-126.2907920719444,39.088501900881454,A,A,D,1
26-35,146.8439522869623,-69.26428300522029,C,C,E,0
65+,-169.81579801226943,157.19608696613992,A,A,B,1
26-35,38.58989360945837,-7.664801420026746,A,E,B,0
65+,104.8508975316553,-12.583388524962194,B,D,B,1
26-35,56.293435278989115,61.30912913037695,D,C,E,0
26-35,68.17356159587082,-229.7493674725672,D,C,C,1
18-25,-344.61746530072185,149.33307819386877,C,B,D,0
26-35,124.35880608089862,19.16846338835455,B,C,E,0
51-65,-51.70856308937242,113.74169893818629,A,C,B,0
36-50,56.694361339449216,109.06916753003838,B,C,A,0
26-35,-179.82636805022156,-95.15819117885013,A,D,C,1
36-50,12.42796316007128,76.55229627202108,D,D,B,0
26-35,15.921162489507354,-131.97363180874245,A,D,B,1
65+,-157.656131618707,67.91395657205311,D,A,A,1
18-25,-110.17456979236432,-15.757674942873043,C,D,E,1
36-50,4.17641596150604,-32.839527694754835,D,E,C,1
26-35,-19.086408985545226,-80.16905230569178,A,A,A,1
65+,66.33616996200077,114.24317287709592,C,E,C,1
36-50,-151.15167164688557,-58.77811788194652,E,D,C,1
51-65,-8.106664465326743,202.03058120796754,D,D,C,0
51-65,-26.17416968511267,95.90290251689665,C,B,C,1
51-65,22.89035157600358,49.24482885985857,B,D,D,0
26-35,-220.63913634486278,-177.3377152965666,B,B,E,1
51-65,-48.25204835994572,-23.73067512716481,A,B,B,1
51-65,84.3405639536997,46.863089973208275,C,C,C,0
18-25,20.268568053683268,-16.59067466035362,E,A,B,1
65+,8.676341826311148,7.428899929003868,B,C,B,0
51-65,-79.25067689135773,31.050594212805017,B,D,E,1
18-25,-175.33235161621076,-103.47507646398438,A,D,E,0
65+,-38.75889398528246,-27.831520878494025,B,D,C,1
65+,9.773456953128834,-74.88079576442003,D,D,C,0
18-25,90.25964432918802,39.428609634660326,C,B,E,0
18-25,-99.65034603490312,37.57747508921454,C,E,E,0
65+,-1.8748212087196736,-49.312302433135216,B,B,C,0
51-65,80.19750258917365,-76.97615581935821,D,A,A,1
36-50,45.34030318719804,40.704902379775874,E,B,A,0
18-25,42.01218840002627,98.2821817114849,C,E,E,0
51-65,-86.64794810851652,-17.02070959791779,B,A,E,0
51-65,-23.22583221192656,74.51662803026964,D,C,E,1
51-65,55.496664809108424,-152.22717109538192,B,D,A,0
65+,2.9690355776638295,-9.116808258112586,C,E,D,1
51-65,-91.39063543218509,-61.90732409653704,B,D,D,1
36-50,8.721279190753206,-82.06121290967641,E,E,E,1
51-65,7.50084753240803,-3.987509919613975,A,A,A,1
18-25,-3.0739566077392264,-69.34984593386554,C,B,A,0
36-50,-144.3529416013663,110.15792559432309,B,E,C,1
18-25,-97.73498103579445,-113.03797301173306,C,B,C,0
51-65,238.41617820581703,131.96577862463883,D,D,C,0
26-35,-139.97808943565158,91.84442012070451,E,A,C,1
51-65,-101.74010918154974,60.597800985349295,D,D,C,1
65+,-197.33514628819154,137.02002870911141,D,C,D,1
26-35,23.528388141464156,-32.21503675055665,C,C,E,0
51-65,37.843297448424316,-98.36474058736965,A,C,E,1
36-50,-220.72755587536213,3.3124465325919132,C,C,B,1
51-65,83.75901438039703,8.334067774739472,D,A,C,1
36-50,111.97042373453709,-125.11726985596532,D,C,E,0
36-50,-14.507853065639178,-96.06730570675138,D,C,A,1
36-50,-109.34150215713221,110.44618627277049,A,E,E,1
18-25,-21.946586273247714,-8.293995068328082,B,D,C,1
26-35,146.3246295621952,73.37566428383889,C,B,A,0
65+,16.941644263712107,57.51506036975182,A,D,A,0
18-25,112.62813756362691,39.159647933531346,E,E,E,1
36-50,123.50075266464053,-54.91214828041879,A,C,B,0
65+,107.96235592106895,78.05993636509241,E,A,D,1
26-35,-73.0364209084481,-28.627110237922583,B,B,C,1
65+,-91.46243320231486,-88.9469507502426,A,A,B,1
18-25,-125.85802223485419,95.58808012814869,E,D,D,0
65+,49.382511174534606,4.711206483348644,B,C,A,0
65+,-35.69279468599117,-21.416682355710957,A,B,E,1
51-65,-89.00999575346007,-213.86235670804288,C,C,B,1
51-65,214.05789531003987,-4.514416652911336,E,C,D,1
51-65,64.39899216708731,-69.0879637287999,E,E,B,1
18-25,-111.54407241089955,57.52996798475203,E,E,C,1
65+,-13.9047299983088,-67.34574971132808,E,D,C,0
51-65,-102.45225038455324,186.2839440605168,C,C,B,0
36-50,149.06122331310132,64.4323030577439,C,A,E,0
51-65,-1.095633442707359,-105.25678996073931,D,D,C,1
36-50,38.79026029752387,-99.04130415309615,A,E,A,0
65+,23.942504218445354,48.75694431324015,D,D,E,0
51-65,127.1271736726807,-53.65573340671654,A,B,B,0
65+,-29.45803106892731,-80.63335932153886,D,A,A,0
65+,58.6340306732414,71.71193882247633,A,B,A,0
65+,-19.51395786052087,89.90949880784106,E,E,E,1
36-50,-75.38152578889728,257.7887055369736,C,C,E,1
36-50,10.041689015931421,78.99348693709167,A,D,D,0
65+,-138.99489726352436,-30.746625275146133,C,A,E,1
18-25,-9.667216699815588,26.526748085010542,A,C,C,1
36-50,13.508657015399034,-151.77637659618946,C,B,D,1
26-35,4.4851956571301175,20.93578784337792,D,D,A,0
65+,-32.99888579414989,-271.8335911915254,B,D,E,1
18-25,96.7921795202258,56.59177764542647,E,C,D,1
18-25,42.445397181215576,-25.58638697435331,C,E,C,0
51-65,-109.41516007068883,76.25408852498417,D,B,E,0
18-25,64.63413991536588,-26.58323950498751,E,B,C,0
65+,38.990487277722366,217.1019721455509,B,C,B,1
26-35,300.7607620646655,-101.61037002428732,E,B,B,1
18-25,145.99714522143861,-0.4692835668321909,D,C,B,0
65+,161.27840335209245,122.31662414826157,D,D,A,1
36-50,-52.60179533966626,-9.763933530379768,C,B,D,0
65+,14.484446577209606,144.87444118803182,A,E,B,0
26-35,132.57466041685913,-46.73995993213309,D,B,B,1
26-35,-174.12741163798074,120.80583335477286,E,B,E,1
26-35,0.17159843398026614,12.777478457913594,C,E,A,0
18-25,-75.35446881826115,-44.06791425542057,D,B,B,0
36-50,-22.836067537556005,-45.040997713717076,A,D,E,0
36-50,132.27765191926505,39.129103407639775,C,B,D,0
36-50,83.97108726542416,157.64317301285652,E,A,B,0
26-35,-155.7978036850685,278.11213397634356,E,D,A,0
26-35,-140.33315513676462,56.899968408455045,E,D,D,1
26-35,62.99999521374854,217.44578807368362,A,D,C,1
65+,191.5171286107557,-69.45952446694793,E,C,B,1
51-65,10.508042931489769,-123.58053378573813,D,B,A,1
18-25,70.08868300440609,203.22839101247513,E,D,B,0
18-25,-171.0572036207997,-56.646029993956816,B,E,E,1
65+,142.6815164537059,-203.49749567832666,D,C,C,0
26-35,-147.4622167548915,-143.09501815591625,E,D,A,0
26-35,6.794055922571468,-91.86476496030663,D,A,E,0
18-25,190.9685303051433,-47.632858155230046,D,C,C,0
65+,-21.040946593196395,-81.08602191030978,E,A,A,0
51-65,-113.18920715379457,-153.86381696707312,B,E,C,1
36-50,-122.31663832977435,57.73937459260481,B,A,A,1
36-50,116.04596916945636,-87.33090705476467,D,D,B,1
26-35,-5.457717079036506,-34.12450806414269,B,E,E,1
36-50,-64.07789711779434,29.71592416383017,B,E,E,0
51-65,-8.12621282124127,-13.829027243004354,E,E,D,0
51-65,-165.76602182235823,96.98261894274717,E,A,E,0
65+,10.723530020986903,-61.675049175493115,D,C,B,1
65+,138.56914971670741,-13.082006498932843,A,B,A,1
51-65,-29.025554227735512,-70.06040560018612,D,B,A,0
36-50,126.36847161818952,195.29452674035014,C,B,A,0
26-35,-58.123686545369445,78.09119850223777,D,B,E,0
18-25,-102.56569928848876,-116.97507941967669,C,A,D,1
18-25,-148.86531090782472,37.77674588084231,D,B,A,1
65+,177.6272702003206,-87.79131316291671,C,C,B,0
51-65,-40.44303629613807,51.03389600071736,C,C,B,0
26-35,39.22777118539035,75.81067443383074,A,E,D,0
65+,-10.128189957769422,54.46928798748218,A,E,C,1
18-25,-175.89775693327687,75.68234035840342,D,C,D,1
26-35,-98.60657178836728,143.4903075381393,C,B,E,0
18-25,-103.80368369560182,-121.922111331265,A,E,B,0
51-65,-28.935554926773982,-45.26474876616663,B,D,A,1
26-35,-96.88715745272259,289.06984564747705,C,C,C,1
26-35,-77.64861651217088,-9.135248543932729,B,D,C,1
65+,11.822556026993313,-138.71093503637678,C,E,B,0
51-65,-69.97076090001467,125.68065516212754,E,A,A,0
18-25,85.52862440341592,-10.338485845232476,D,C,B,0
36-50,58.36739621969947,40.3583114427149,D,C,A,1
36-50,-67.05988345026495,-2.4587765778443442,B,E,B,0
18-25,4.790091371139668,141.55062895951437,E,E,B,0
51-65,-101.99396107614076,139.3159184782975,C,A,D,1
26-35,-7.951740857232445,-228.0225674042303,A,B,D,1
18-25,-4.385279728708907,84.49197325241131,B,D,E,0
65+,138.37808805120574,92.00541392475861,D,E,E,0
65+,12.035290946565173,-21.338807755097395,E,C,E,1
26-35,42.266195982778115,19.71858781943819,E,D,E,1
18-25,-41.564418934125804,-36.737792870419696,D,E,D,1
26-35,-59.985330285502805,-251.14751488007485,B,C,D,1
36-50,30.786705289274412,-66.1871785354509,C,D,D,1
26-35,-27.546360973650017,33.45717901072297,B,C,C,0
65+,45.37419886581361,4.4149125072929545,C,A,A,1
65+,141.45302623018156,17.03704571316045,D,C,D,1
36-50,-174.54021781748958,-70.94570787192977,D,C,C,1
51-65,142.17043976182373,-13.119532609746845,E,E,A,1
65+,83.65748376804827,-20.4034250443211,B,B,D,1
36-50,-90.81589462657149,33.57125657402932,E,C,E,0
36-50,-23.151620601825332,-50.72450690837448,C,E,A,1
36-50,77.37382538945951,-41.13403911176886,B,A,E,0
65+,11.145276533561384,33.15350169923034,A,B,E,0
26-35,82.46783328807368,49.908541676282056,B,D,A,1
65+,83.49862032799636,36.109489624709404,A,D,E,0
36-50,103.29027237531872,-5.910617501776014,E,E,E,0
26-35,20.99094228583251,107.1905812628529,C,E,A,1
65+,-52.96350075488838,-212.18533324352777,A,A,C,1
26-35,130.00672364521228,46.96276675499875,B,E,D,0
26-35,-13.800268880483468,11.573756828044047,D,C,D,1
36-50,160.74184866518493,112.52341680486705,C,E,E,1
51-65,-49.32105681597727,-30.510880548215003,D,B,D,1
51-65,55.45486418256884,296.9238717491959,D,E,A,0
26-35,-47.532914558435465,65.61878346625659,A,E,D,1
51-65,-38.9147253849279,137.83513524151286,E,A,D,0
51-65,-38.278576604902184,-0.8773419202836527,A,E,E,1
65+,-132.36571896493712,26.297795710258953,A,D,E,1
26-35,0.07359207345571822,-13.87378079341971,E,E,A,0
51-65,85.55568965636135,236.5244969428976,B,A,D,0
26-35,8.480209319663338,-147.35822896995063,D,B,E,0
36-50,-107.65249553462854,62.32305104313301,D,B,B,1
26-35,-64.53799903774726,204.82645291100715,D,A,B,0
51-65,138.6726076847822,18.42292890750169,E,E,B,1
18-25,76.99838254545274,-28.41113377156163,B,B,A,1
65+,-139.24597418064252,-111.78897432881223,C,B,B,0
65+,23.049514503587368,-78.98777164185537,D,C,C,1
65+,18.15285793256239,51.02573239344146,B,D,A,1
18-25,-125.12825240142837,-67.64940379477706,D,E,C,0
26-35,37.21598501681687,181.72652938894598,B,C,E,0
18-25,-185.13063084629903,-69.20530523618736,C,D,B,1
26-35,-49.08698994740029,58.86640467811921,A,A,E,0
65+,116.98057122415642,159.21302378327104,E,B,E,1
36-50,55.941856926299906,33.831838636501864,A,E,D,1
26-35,-119.97174275194438,29.52125875475732,E,E,E,1
26-35,-68.34075486244771,-40.09975415403095,B,C,A,1
18-25,-96.51059780870642,-121.67442056914375,C,C,A,1
65+,41.97025437684315,-34.01336429119497,E,C,B,1
36-50,-120.26830672390143,-304.51277484843195,E,D,D,0
18-25,-243.11079130882516,27.283646079224553,A,D,A,0
65+,129.6412061109445,-121.701059527227,D,D,A,1
36-50,-29.238202232881495,42.8993188932372,B,B,B,1
65+,-7.000593051772676,0.28505748413836945,D,D,C,0
18-25,-61.316860027981534,-176.41495931396616,B,C,A,0
26-35,113.22280106569363,-50.807609089165155,C,B,C,0
51-65,-78.88706263045083,100.06312293756012,D,A,B,0
65+,-68.78333898433323,-89.44130098508674,C,D,A,0
51-65,-16.511534132748093,-11.333804530925077,A,E,C,0
51-65,-10.98299203387473,124.66608969428596,E,B,C,0
51-65,-61.175192577342266,-77.5089464733835,B,B,D,1
65+,-87.1333929250348,-31.335410898932786,A,E,B,0
51-65,-35.19516907580365,-118.28371582178103,A,B,A,0
26-35,-47.65296184463311,-165.4204108025256,C,D,E,0
65+,78.34761945450633,-31.724576038032996,D,E,B,1
26-35,65.21935686667852,-199.30257428505524,E,A,A,0
26-35,36.549501725230854,-34.55918147653312,A,C,E,0
18-25,-45.7550666813586,-187.67844800376594,C,C,A,1
65+,115.3965902476096,17.22635965883495,B,E,D,0
51-65,124.2545323272062,18.977645463695392,C,C,B,1
51-65,63.522780446060224,21.570322122934453,A,D,C,0
18-25,-11.573375581529243,-76.45697295660658,D,C,C,1
36-50,15.490883014392608,124.33080531070704,B,A,D,1
51-65,2.4642539729360937,174.86933590324537,A,E,A,0
26-35,-173.30342782135025,33.970851602554724,C,B,B,1
51-65,-83.21830360924348,119.51010711288859,C,B,C,0
26-35,-120.2609999283193,-55.81489382571011,D,A,E,1
51-65,-120.23815478094431,209.53754507954378,C,B,C,0
65+,-104.87415494932229,-74.18213320384481,D,E,D,0
18-25,37.5704918218307,-121.94886865939962,E,A,B,1
36-50,67.14280405842692,120.4873915134026,C,D,D,0
26-35,26.439623067126348,143.48688699573046,A,A,B,0
36-50,74.10157391652615,48.494904391820945,E,A,B,0
36-50,-32.26405783202529,54.225315761111716,D,D,B,1
65+,118.36258878352506,127.84330606595566,E,D,A,0
36-50,3.918113000542476,-92.2268291549839,E,A,B,0
65+,134.81298901104634,10.84666520538603,D,D,E,1
36-50,21.49519032355767,-63.88036696441951,B,C,E,0
26-35,57.394193934149506,71.78187978875668,A,B,D,0
18-25,124.06760818148841,-56.021621270808154,A,C,D,0
36-50,22.919789707395537,6.327929023964438,C,E,C,1
65+,265.17602048484304,-32.036968332297,C,C,A,0
26-35,-28.7157586865542,81.74302970568344,C,B,B,0
65+,-11.40989534203387,28.863647773643542,E,C,D,1
51-65,-24.373874500420282,-185.05771489706626,E,E,A,0
18-25,132.2472092659645,128.39983294004838,C,E,B,1
36-50,17.900308775468922,-38.89120822855004,D,B,C,1
51-65,90.49443464911032,267.0176611382243,E,A,E,1
26-35,173.42600920232306,345.3193475269573,E,D,E,1
65+,-20.96900741835778,126.63021829212961,A,C,A,1
18-25,6.119282905585322,-105.71981043935814,C,C,C,0
26-35,-46.44293887032476,-80.28878514336994,C,B,B,0
51-65,15.122168317933612,2.7154872256040306,A,C,E,1
18-25,14.857942841894447,11.903672365565615,B,B,A,1
65+,209.85196716523419,-117.63733381919815,E,B,B,0
65+,137.19990286297394,-82.70708758983163,C,B,E,0
65+,18.97763893230202,20.170485271613874,B,C,D,1
36-50,-113.00934241228562,-11.110444340753018,E,C,A,0
26-35,75.99975640642396,-23.499879774317066,D,A,E,0
65+,-11.352654697055769,-90.4068362966589,D,E,E,0
36-50,92.2575857571104,31.81504490263946,A,E,D,1
36-50,102.42484920537697,-157.79793207772775,D,A,D,1
36-50,-35.67327486158162,-58.19908594267332,A,C,D,0
26-35,-144.4204825337635,92.27020098674046,E,B,B,0
26-35,1.3121003452718805,-66.4927976852219,B,D,A,0
26-35,32.16672850883462,137.71592357276745,B,C,D,0
51-65,100.84497959056146,-94.15087837316636,E,D,C,0
36-50,74.33705323864916,-124.76925222994628,B,D,D,0
36-50,-93.09304453973739,-102.94306640159093,A,E,C,1
26-35,-31.005072189531603,49.25345273480859,A,A,B,1
18-25,175.1344229817714,-178.55730423370127,B,B,E,0
26-35,127.86708185858602,-132.7817252574864,E,C,E,0
65+,41.21927481727414,-19.74325425223006,C,A,E,1
36-50,-72.01516041390418,117.40493931010445,E,B,E,1
36-50,-148.69128429356735,-111.62685698858239,B,E,D,1
36-50,-30.329266096103446,-95.40246311464287,C,C,C,0
51-65,-68.24277770240744,-144.13460392532278,C,D,A,1
26-35,7.978427519786639,-52.64272148312015,E,E,E,0
18-25,14.448223365488513,215.2132515836681,D,D,B,1
26-35,122.55719997276063,-30.22259583264707,C,D,D,0
65+,150.0002378148026,-28.493687002702377,B,E,A,0
36-50,189.6372652244564,-59.32185301113846,C,C,D,0
36-50,34.57032479337647,71.98719706538324,B,A,B,0
36-50,13.62356885126142,-15.54618730799211,B,E,B,0
18-25,-180.1671912087141,-115.5763181361768,E,A,D,1
36-50,55.618938304824674,135.3146039534784,B,D,B,0
65+,52.392220889067175,16.313244927336708,B,C,B,1
65+,65.51712860002769,-88.6006096419447,B,E,E,1
26-35,29.309288916332672,243.1454368214532,C,C,E,0
26-35,-68.91985615919992,-6.697961323276242,E,E,E,0
36-50,18.203245692695383,-66.78249011193294,D,B,C,0
51-65,-97.10179851855192,115.13809830868186,A,E,E,1
26-35,73.52430674985465,-62.81669326991369,A,B,D,1
18-25,116.92554027501691,2.6555763488592716,A,B,C,1
26-35,-68.63791254244306,207.7948373126973,C,C,C,1
18-25,-137.68207940037212,193.42865289798635,E,D,B,1
65+,39.85558330167775,-14.929606326245617,D,A,D,0
65+,-250.77355925068963,157.93626186973705,E,B,A,0
36-50,-92.4823380977786,78.78192449989676,B,E,E,1
36-50,-41.29887179220985,136.3822802381388,B,C,B,0
36-50,5.876372761467722,-21.84298268909219,A,E,D,0
26-35,-239.539065814328,-121.40026540345916,A,A,B,0
18-25,-99.74299225609103,-115.78874730263277,B,A,B,1
26-35,189.43851664578656,-3.65778411487006,A,C,C,0
51-65,85.49985014590462,-9.67836086806179,C,C,D,0
26-35,-151.51171882727425,-37.327889596187596,C,B,C,0
65+,198.87250459760014,-14.022760472456387,D,A,A,1
36-50,-85.68984911176878,75.93826217851573,C,B,A,0
51-65,166.10383626050475,-52.50891086749496,C,B,B,1
18-25,-44.488849486724696,114.74864771924007,B,A,A,0
18-25,111.67758028816512,78.89426261423222,D,C,C,0
26-35,169.554637954401,229.3184810205881,A,A,A,0
36-50,40.604401215043815,81.22533673130842,C,C,D,0
18-25,-205.05390459537819,157.13508368883097,E,B,D,1
26-35,-197.97081944172913,-23.644841778321478,A,D,A,0
51-65,-25.746154327413183,-11.370708251669988,A,A,B,0
36-50,10.445810688026427,-137.140589593722,B,B,A,0
26-35,14.580316918528238,-45.783170243060546,A,B,E,1
26-35,189.95989511567896,-43.670483488075796,E,C,B,0
65+,-50.510551980069174,10.184991371928682,B,E,C,1
36-50,40.64670423278172,-10.99029684667869,C,B,A,0
36-50,-128.06576292880965,-36.376644168817876,E,E,E,1
65+,179.98470672058048,78.27484990809307,D,E,E,0
51-65,36.443311436485175,29.049767835528613,E,B,A,0
26-35,95.25883413206967,94.7578787051541,B,A,A,1
36-50,62.23989659422258,50.822744654522204,D,B,B,0
65+,113.24436984275827,-91.82625775555616,D,D,B,0
26-35,-146.6032385144194,11.144895814028038,E,E,C,0
51-65,-73.23740891295508,-26.386811900522428,E,C,B,0
51-65,135.83428742079923,-141.4332279501369,D,D,C,0
18-25,10.630736472612973,-18.947662541707857,B,A,C,0
36-50,124.5251980535893,64.04149480975379,D,D,C,1
26-35,33.85686277514311,-32.73533777368438,B,A,B,1
26-35,91.36266062206595,-42.21286775111511,C,D,B,0
36-50,-29.224117367085604,-38.241100750274256,B,C,C,1
36-50,-173.8659423624091,-95.30793849226961,E,B,E,0
26-35,145.701460433018,-110.34042244251461,E,C,E,0
18-25,-108.66507360479676,-22.936236090932447,D,A,D,1
51-65,25.734832543790503,169.61104761713207,E,A,D,0
36-50,-93.77782233964226,127.53990800107115,E,E,E,0
65+,-86.87904005204572,87.33738790527849,B,B,C,1
18-25,43.268150820708,136.40215166623238,C,E,D,0
65+,-67.18869125974966,-168.6801261267643,B,A,D,0
36-50,134.10540094645438,-151.58175453438994,C,A,B,0
18-25,-70.57044968348501,126.41590082914607,A,A,E,1
51-65,-33.530577747481196,-184.13150353505537,C,B,B,0
36-50,-89.09021996301708,-71.8636837744691,E,C,D,0
18-25,-163.85935756342965,92.74158862639194,E,C,D,0
18-25,-11.906085386850686,-6.247944772711942,E,B,B,1
26-35,-24.40092081931182,-43.871848142302056,C,D,B,1
36-50,32.17899872323709,-172.79549206531337,E,B,C,1
36-50,-4.247752787698925,12.521575685688138,C,C,B,1
36-50,66.93382579810068,-125.03733966077888,B,B,D,1
26-35,-103.24098687014414,255.71795039080857,C,A,A,1
