sex,Religion,sexuality,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Male,Hindu,Homosexual,Veteran,E,-68.57392091844694,D,-16.526445902900893,55.16381423662061,21.057007501341303,-276.2304442349945,-7.221293838663004,-98.02697896083042,A,E,B,-158.6689164766472,B,-63.259234138139554,10.837225599363864,0
Other,Hindu,Bisexual,No,E,-42.701393268174414,D,-147.15238390250676,189.93477670457543,34.411408357846085,-71.94194473737045,23.689269349189587,62.57787068019762,D,D,A,182.39657460745607,E,133.39719292607296,-188.81285192393173,1
Non-binary,Muslim,Heterosexual,No,A,-119.0320450765236,D,-108.73491915948823,154.58269831207573,121.02135046365157,-33.55238371756465,38.56898831897681,65.2166915999686,E,A,D,-58.21055016704819,B,76.06759959649023,2.409851615813567,1
Other,Muslim,Other,No,C,-104.7546932114382,A,-15.209014204781072,-24.076648709535508,-104.94262416630839,-116.39796539177927,29.911264260920934,-108.76578595293047,C,C,B,66.49537635977947,C,-139.39515382621283,-13.71630800024107,1
Female,Buddhist,Homosexual,No,E,181.7055375415357,D,-26.846100621978326,-96.1497296908824,39.402589763479696,55.801557801678214,-154.17557120399326,76.41123506439705,B,E,B,-71.31975020114923,C,104.38537951888773,186.30596065032225,0
Female,Other,Homosexual,Veteran,E,58.879282063096575,D,-72.22848536193096,77.55070466598309,123.06832978513249,72.57118821418791,108.43099999179537,-25.498553346114505,E,A,C,31.989277036714093,B,-119.3477817298765,21.278982790989005,0
Female,Hindu,Other,No,A,43.29904151300607,C,-13.47399201792821,51.80084338028996,-57.875929990137976,9.78275673044719,-119.5785779526062,-67.59093647788984,D,A,E,48.00317287631822,C,-2.303932913346183,1.5453559257102103,0
Other,Muslim,Other,No,C,126.16614686100074,A,-201.00386370645796,58.23112097967513,75.52530502296001,137.74872449855732,217.80379612131782,17.509082268432483,E,B,D,-106.42196631032314,C,3.085154279018726,49.86697228127909,0
Other,None,Bisexual,Veteran,B,-41.6345785451924,E,-15.472146854807193,36.969211496421146,-5.1901283474206785,-87.44364291241922,-78.2890894044084,109.6304304537492,C,E,E,47.534063030395366,E,-147.05794568481852,-14.403265232651401,0
Non-binary,Muslim,Other,Non-Veteran,B,-242.67303134212136,D,-11.36509607638186,-91.82473793456944,198.83635321134702,62.994072148659555,-98.92134484090433,30.64236297904396,B,E,E,79.19745672751249,C,-107.51475480600241,-32.964546411096926,0
Male,Buddhist,Bisexual,Yes,E,-94.09359985256343,E,-33.61309491312461,22.543348121183264,202.94069114285008,59.615798341587514,27.103321021463216,-89.84236978986672,E,D,E,107.51258257602483,A,11.262317961111238,15.98570430424131,1
Female,None,Heterosexual,Yes,B,-31.214230435823882,C,-57.84189901864235,-55.96995811014257,-23.32466014697828,11.155134771426575,25.945442344057174,122.91235825846,A,D,E,-125.79029343123386,E,51.682569877775734,71.73770114187276,0
Non-binary,Hindu,Homosexual,Non-Veteran,A,11.495387342572675,B,-50.44106271430186,-48.49923803372588,-110.1568105047583,-31.08329917960703,62.56987684957041,-40.96506688464384,B,D,E,-27.682499256089958,C,91.99968727982896,132.22196986499728,1
M,Christian,Homosexual,Non-Veteran,D,68.43682321987575,A,31.660450487528973,-60.217775486739974,99.60150899009133,109.5686562488231,23.08636168555983,38.06774899405585,B,A,B,116.41336595635603,B,69.12855940451763,86.63307056969467,1
F,Muslim,Other,No,B,-102.36502936634027,A,-0.13146808425820353,136.46723614775215,-25.586081534230093,-35.02948323283906,55.205070383990865,-66.03575625441825,A,B,A,-48.67515544440326,E,-179.9117627529593,40.66242438286354,1
M,Hindu,Homosexual,Yes,C,66.26919685465245,B,17.46038032416271,-86.70490433788952,43.097810485842395,73.70905882957017,-67.44450059409944,64.34076699720153,D,E,A,30.81795224139422,C,-87.12670296381762,-15.990335915501161,1
Female,Muslim,Other,Yes,D,103.6090552920963,A,19.058564107714133,-41.577348976848825,-156.07160832308858,136.60532075078785,-150.3317610284332,48.7689204608418,C,E,B,-230.28932150127864,B,-130.71698313808008,-132.90042909502714,0
Other,Hindu,Heterosexual,Yes,D,56.45422014461361,A,9.626274282184683,58.1406287565041,-160.18968762068977,-45.93526287950229,-125.72221943948882,159.19215020175764,D,E,E,-161.16021069029347,D,68.11378226024058,114.24636676600343,1
Other,None,Heterosexual,Yes,A,28.483647718326484,C,-133.8480285187705,-90.36885448110338,186.94027610153893,-127.92634408799302,-9.083917081865565,-39.364193490830594,D,A,C,47.73029366833354,A,-10.047317960842605,-135.00421830758052,1
Female,None,Homosexual,Yes,A,12.861055587857104,C,-8.412345391081292,-73.23341374870759,-72.36366004491693,288.0287085687092,-184.63930857185886,17.991325822942617,E,A,E,95.48237976678887,D,159.1819114199954,-37.54093815375321,1
Female,Muslim,Heterosexual,No,D,296.25362076990973,A,-246.7840698590924,5.885041837205426,24.643780363416425,44.85380878197885,77.71466441480767,8.779400705764246,E,A,E,-14.637147777323278,A,172.29246256542675,-113.10668230443798,0
Male,Hindu,Other,Veteran,C,71.84399911702293,A,156.65143209689091,31.328012267251186,18.420981639819576,-29.825039790173257,-18.82037673468907,139.95082185991717,A,E,B,68.49161460072753,E,-125.37871421506972,-45.744791221140304,1
Other,Other,Heterosexual,Yes,C,-54.4750525775402,C,-69.137929388175,-195.42088823582222,-141.04732102875346,-159.8811908452334,59.96753168006401,88.70241232125768,C,D,E,-54.50736479787256,E,125.0719250351104,-79.78006962102546,0
Male,Other,Other,No,D,-104.08695183041291,B,-40.36248415122507,45.70178478722156,157.06244751709085,-34.72632756703326,60.84636301362738,-56.82213551133799,C,E,B,-81.84839232183914,E,-28.85519364224977,14.759196645825206,1
M,Christian,Bisexual,Veteran,D,11.70444464400545,B,9.534025159764658,21.291632483827982,28.141519399107214,-79.93488962978353,-31.210910267514063,118.14036330881225,E,B,E,201.26138611468437,D,162.11232482044107,62.26813172523641,1
Other,None,Other,No,A,-86.24175948404937,C,-43.65662101956211,93.79313413823367,-2.2666844913390056,-15.777721711260034,-209.6252630298813,10.055972740535818,B,C,A,36.47430911990032,B,47.44455705637476,7.83647634354563,0
Male,Other,Homosexual,No,E,-28.965586916259795,C,70.14013224962383,9.887243529738312,-10.316480632129675,-29.75150511588413,-135.9116945629194,-138.19316040263857,D,D,B,66.18385667894499,D,-151.12979827243078,8.385228954443916,1
Other,Muslim,Bisexual,Veteran,D,-39.14531814915462,B,-3.029798736054032,-14.221807946507253,-100.63060773871904,-20.09299913938734,-3.3105743073989613,-25.99325730596343,C,A,E,-102.19623557296,D,84.71530577932403,66.01948980086524,1
M,Christian,Bisexual,Non-Veteran,A,-36.987812147615934,D,180.12577774597253,168.6038719844891,75.98064596336141,-53.79890179079079,-285.2424214156115,80.52209443181825,C,A,D,-23.910321390146652,C,-29.41104696780903,-61.12346731057684,0
Non-binary,Jewish,Homosexual,Yes,C,3.992118301204638,C,-92.59988480579737,63.65044971650882,114.98701182866789,56.814255860291176,60.59116546843087,-57.52082972636396,B,B,E,-54.044066715816484,E,-176.28466879476412,91.75619163394374,1
Female,Buddhist,Homosexual,Non-Veteran,D,-39.096760045673015,E,-166.38799115785955,-83.11864737915589,-184.475197521337,23.746100155682186,14.242053906272492,-62.427115481388164,E,D,C,59.45401536060368,B,74.60081177086929,55.35542221986699,0
Non-binary,Christian,Heterosexual,Veteran,E,33.64058353347911,A,79.87774087059383,-255.29378897671475,-5.0510978284859265,-74.47715022265608,-32.19457179284213,-96.33227498464214,A,D,C,82.1273581954162,D,-103.95997879684975,-60.58832456875797,0
M,Christian,Bisexual,No,A,190.39591420181216,B,31.41256307085582,232.002725899702,-30.51357394365446,51.84685275424372,-84.52643146811616,-111.35155096745683,B,D,E,89.20320226884829,B,122.68644921004687,79.38292822069725,1
Non-binary,Buddhist,Bisexual,Yes,C,-222.54917214477575,A,-64.60010997800131,-3.173246598740862,-45.190066910777325,-87.7030354042099,73.33446854821283,118.3276000836915,A,D,C,-199.54912852465708,E,-48.20149117532102,-111.92450311622608,0
Non-binary,Christian,Bisexual,Non-Veteran,A,-69.54713556829769,C,21.8531687277213,41.913290932837626,10.102877755459446,3.862552256680817,146.0956255102801,278.45884136059,A,E,C,130.51673620778556,B,-63.18494473545512,53.59219639581452,0
F,Buddhist,Bisexual,No,B,82.74926098860377,E,95.26436093594778,21.386130897114796,-15.220017364873195,242.2401540510295,96.45237681331218,-36.53177003351147,A,E,A,-39.98466313847275,D,-95.93571363162692,-48.19324850731119,0
Non-binary,Christian,Other,No,E,119.31981832567693,B,-211.94639606284545,42.85083545076726,24.46831133560422,5.3864250212406555,120.11959181039448,213.03546916382965,E,B,A,36.87627937673367,B,110.02536961289351,-110.92209785381615,1
Non-binary,Christian,Homosexual,Veteran,C,41.73139927510732,A,0.3478431121831753,27.16201302793136,-53.15596364787161,81.73175867222317,88.91985275240361,171.7752592008428,C,C,D,-80.22109802474885,C,221.02868522899558,-80.18994858310482,0
Other,Jewish,Other,No,B,190.91050873298386,E,-115.37480436877561,-70.41081105586765,-206.29764017468125,-34.63604774071688,-24.886340962907123,38.700666888761184,B,A,C,42.34304178227592,C,-115.79633446130701,-9.262360272466875,1
M,Other,Other,Yes,D,-7.809092423616951,B,31.788520653526863,55.383743503935236,27.504192163933695,55.395268035638125,124.7552619865844,-155.66159167630624,D,E,E,-29.978101653229633,D,89.96386378229414,-110.53943376549206,0
Female,None,Homosexual,Non-Veteran,D,-31.33259848923152,B,60.382181960685735,-63.354626809745355,105.52727993790798,-17.360409425859128,-85.3467686468292,-102.5830056387055,E,D,D,206.96948866626812,B,-85.09310541004066,-123.4229750498385,0
Female,Hindu,Other,Non-Veteran,D,-169.52975735081148,B,7.791756934161461,-49.681736642054844,77.02355437708316,-62.263287873531034,111.85382906914565,175.2580004635089,C,C,B,-12.60828367156842,C,62.536674444476716,9.89883098166087,0
Non-binary,Muslim,Bisexual,Veteran,B,-119.98086430550103,C,-238.177269850675,-132.07711350543968,106.29544537776331,-191.2105362093392,72.47423201882015,49.54859467609225,D,C,A,-1.837620730310465,A,-221.70926592811102,36.709248772506754,1
Female,Buddhist,Homosexual,No,B,-238.4003078846476,E,-331.5970151454738,-11.41206211687918,-89.64077961018786,198.81716597101828,2.6381443643578013,48.05667816833482,E,C,B,31.165592338919947,A,59.47257169328471,47.232911951153085,1
Male,Hindu,Heterosexual,Non-Veteran,C,5.1801325208336975,E,-10.375410352860955,0.893363303630651,40.00309406597148,-19.565790896915512,114.79157727518061,21.810353125863415,C,C,C,31.050624600493077,C,-59.84950168484598,47.74511544149127,0
Male,Christian,Bisexual,Veteran,C,3.5013395919100714,E,-113.10408287431663,-4.534469448223035,-31.801953498685858,-47.99590052323106,88.26445333224106,-75.11498195701992,C,D,C,-224.01805468166182,D,-193.75861633596074,-277.530494267344,1
F,Buddhist,Homosexual,Yes,A,23.95185422082071,B,112.80482801867863,-179.44239646399498,-41.67787721838786,47.531246552828165,-71.7049692660098,38.57955313969238,A,C,B,4.622313613527729,C,-52.14225557204817,-149.19497182201872,0
Non-binary,None,Homosexual,No,B,-50.84125685543193,C,14.966870440577365,-37.12834295712902,-101.62808987982001,-84.95572031112927,15.521149800381112,-34.08597808642817,D,B,A,106.8167889415018,A,-220.32823142180962,89.93444056934443,0
M,Hindu,Heterosexual,No,B,68.72823632691623,B,-98.49625718547735,15.038900728500494,70.45869185592389,146.73720228576235,-195.03676006118218,-79.36506076312489,E,E,B,61.93642892075077,E,-131.3535696803912,-82.1942205672335,0
M,Jewish,Bisexual,No,E,92.34186861520527,A,-127.8412555841588,20.488408323972692,-62.428610459544466,6.520076898375512,-153.92586936917465,64.41238629237353,D,B,D,-65.20760154349054,A,-63.10216300206458,127.57435679279877,0
Other,None,Bisexual,Yes,D,116.66917738984401,C,51.71124942734362,34.25728582064771,23.27220462617669,-34.60635812857824,0.4545655725530672,-24.541470808065917,A,B,B,-28.444973025227092,D,-46.415307677664096,35.819314275340844,1
Other,None,Bisexual,Yes,A,19.70994767887761,D,-50.49831237899214,-75.91258993136162,38.80530287342051,115.09746915286392,18.943416832675226,16.948669226361844,A,C,E,159.37060480682345,C,-33.35633538265902,45.6079213578031,1
Non-binary,Buddhist,Bisexual,No,B,-71.84490364312401,B,201.12021932016378,26.70959383650721,-29.272563820391046,-159.7373502448785,121.77365879346695,-56.40162708866014,D,A,A,-8.571731055934178,C,-45.926936373995076,-193.344307803066,1
M,Muslim,Homosexual,Yes,A,-95.87106266795455,D,90.9908847630613,14.774107082141635,12.93667125300616,-79.27014219255115,261.33285298519667,-267.19815817970533,C,C,D,89.1337786256049,C,-17.21036804100352,98.65730451908311,1
Male,Christian,Bisexual,Veteran,B,1.9771632553085554,E,56.45228883185308,3.867089196390584,-71.08621510481693,48.21925329716517,78.64653767162139,-2.9718520447897148,D,D,C,-2.3636442935701414,E,-23.09224761731972,83.2611063768868,0
Male,Jewish,Other,Veteran,B,182.05334229228163,C,-38.12847463872037,-96.88294276613858,-46.326274743315246,57.556507510070986,119.67708914813397,-104.67017759156829,C,E,E,12.81641971770271,A,156.0389565482287,88.02016595200118,0
F,Hindu,Heterosexual,Yes,D,76.24448406604553,B,34.8978437326631,-66.10586819914668,18.996053960579914,-79.39062477257431,-113.75175257216684,16.68199714608004,B,B,E,-178.8251140603374,E,-17.465520822093293,-74.67767307854236,0
Female,None,Bisexual,Yes,C,84.01357547301072,B,-217.55280872631405,1.5122788420677447,28.286288299753597,-148.32997602208422,166.51764831709355,-249.84674561579573,A,B,A,-20.10993678610832,E,10.883528679139792,-147.75975557350313,1
Male,Hindu,Other,Veteran,D,-105.77865135360709,A,-64.81778948738112,-54.17357707118142,61.32457677251061,139.97593984716633,108.26732903851209,112.89080554297072,D,A,E,62.84469144595407,B,-37.25156709268862,-26.22473517308715,1
M,None,Heterosexual,No,E,132.6503383155178,A,219.20337256793977,114.79898980352789,-130.27861580987303,-217.401368311025,-36.2620936666272,79.71945126788118,D,C,C,-122.36953330954805,A,163.0252403306128,64.55782715750287,0
Other,Buddhist,Homosexual,Veteran,D,162.5320236649497,C,210.8737261631469,93.09519651246634,23.918998323785114,156.57640922537496,-104.9876493576846,-52.37049990955094,C,C,A,122.50730969986003,D,-42.6741069124039,61.13289804186321,0
Other,Jewish,Other,Non-Veteran,B,-11.719866461556874,D,10.758065397032182,-28.6897508424661,-0.6541344396914246,-3.638309799567627,-67.31943034703943,-49.903304203528826,C,E,B,-90.58839050136307,D,3.487503334578835,-24.581617371251145,1
F,Jewish,Heterosexual,No,D,71.01220193954059,E,78.46975242977729,17.093259025242148,102.81755627447107,100.300867423827,25.485596643733306,0.01237938336096369,D,D,D,-145.19131631480954,C,-47.11404925451464,-155.15656004208063,1
F,Buddhist,Bisexual,No,A,6.176117554624095,D,39.87090717095298,-19.651860544412834,35.49620726257532,55.67797899272725,-91.76200326632753,127.01541594436934,B,C,A,126.26177651043872,C,-141.04667268263745,3.329033951083589,0
M,None,Heterosexual,Yes,B,242.43900969448623,B,198.761106714672,52.658337715835735,83.85889718140623,-91.11526647600459,-65.87328860096133,61.72503478318285,C,D,D,10.298396114691995,C,-200.80822176029093,-161.56914908954815,0
Female,Hindu,Heterosexual,No,B,-49.048103684430124,C,-15.383740149737445,-38.82243886643134,80.27606269692703,140.5490290109476,-22.962190795596406,-62.415643382912464,B,B,D,-26.561864275523433,B,-67.2310650042237,154.02347311654276,0
M,Hindu,Other,Yes,D,115.25142542211786,D,150.39795662196303,117.64441515819124,-18.925779077283376,-5.992830351920231,-78.55299483223997,-135.43266213044583,E,B,B,50.8540182923029,D,-134.3846460788838,46.12253354066535,0
M,Christian,Homosexual,No,B,-89.71246669808723,D,101.38767277471639,-74.84919731301511,104.53652682241965,98.0316388742678,72.77303428597487,102.41074111863588,E,B,D,139.86743219318228,B,9.542534035118408,-67.71279350738163,1
Non-binary,None,Heterosexual,Yes,C,-86.98226057166131,E,-39.65481730431106,-56.36610360312577,70.07277922985234,-82.99223115671359,-235.85963191566094,-74.27698882834378,C,E,E,75.86932357770702,A,-98.73492202544361,-39.01554685701054,1
F,None,Other,Veteran,A,-42.09390465162557,E,-41.02417283555442,-135.6394028059769,13.732349011092463,106.67902029051824,-107.25459820479837,63.09349472033271,D,D,C,235.10737278338883,D,87.53642379778232,-77.70545161078573,0
Female,Other,Homosexual,Non-Veteran,C,-33.62201739740897,C,-2.362756610428819,-145.59753750264443,-166.72434369818484,-1.23497477850065,-95.76578015527869,-20.661458712547716,C,A,D,144.47866252647339,A,9.02337983466475,106.46246030954032,0
Non-binary,Buddhist,Homosexual,Veteran,E,-141.92455977758917,B,-233.35562329157526,145.17695329085274,84.90147078991032,-122.04534888152176,91.20762115312769,96.32613231766823,A,E,E,27.690950084682765,C,-146.43859073706673,-50.25326187184817,0
Female,Other,Bisexual,Non-Veteran,C,30.514980165595436,D,-39.55419668172298,35.961383929819526,-23.413991798316573,73.25675835853154,32.17693642151171,38.994130108638075,D,B,D,-36.367113881489125,D,51.667048362224065,-35.853606064790746,1
Other,Muslim,Bisexual,Yes,D,-9.388241661472982,E,50.03683890075605,-119.30815974381794,36.770541479973744,68.14198877965019,50.764397028748164,-55.02763820872572,B,A,B,-192.31361824098352,E,-38.39604178973966,-170.29218114297538,0
Female,Other,Heterosexual,No,D,47.30759005308043,B,-106.85023631115116,81.81804617022316,66.53619597575687,-23.37456898215582,48.21856646198437,-1.7082922735308177,D,D,B,-3.53165297498634,E,44.290268269075874,56.64810621988791,0
Female,Jewish,Bisexual,Non-Veteran,A,135.97133511405707,C,70.99252105686047,-229.33303558226535,23.741963878652683,35.007725391943154,18.26697834241821,13.484460684666457,B,B,C,-101.5272158280551,E,126.78272628633076,64.8728691474333,0
