RACE,faith,Veteran,disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
White,Christian,Non-Veteran,Yes,C,100.37973436336229,B,B,-48.766407880751125,87.51633718384892,-81.10836021494882,58.90496695043904,0
Other,Muslim,Non-Veteran,None,C,58.70646397762158,C,D,22.48787672656291,200.07653099585556,-41.38924820464835,-234.98421333925975,1
Black,None,Yes,Mental,B,-58.21121183724875,B,A,241.37178511110625,37.628870229900436,-90.46272508415375,-33.23528806871728,1
Asian,Hindu,Yes,Yes,C,36.88654786115509,B,E,118.03903549499766,-1.9366421999233114,24.278014535492748,118.89574922603468,1
Black,Muslim,Yes,Yes,D,355.83689125427986,C,A,-102.62185537666878,35.38641800802168,15.436537226955933,203.2324330941929,1
Asian,Muslim,Veteran,Physical,A,-33.89509893867576,D,E,68.2156387091963,-37.27577407370613,-42.08569506512554,-24.06260457606974,0
Black,Muslim,Veteran,No,D,-31.215210774866065,D,B,125.18621928070498,-111.22346387153996,221.84369716610374,103.91246856351954,1
White,Muslim,Yes,Physical,A,-50.24420983173006,E,D,26.51332449540092,0.800800606434828,60.88957724266891,-94.67824406095366,1
Asian,Other,Yes,None,E,89.68665525111427,C,A,-40.247927878744,75.69133598191313,94.89046102880104,20.39793783599778,0
African American,Muslim,Non-Veteran,None,A,129.16656586173863,C,C,58.1312656949912,8.688995883185182,-121.25131865576584,229.14275108834937,0
White,Muslim,No,Yes,D,55.77271752233981,E,E,-36.00189168725117,-44.602922902671835,105.31854449873539,-217.52236828442045,0
Black,None,Yes,None,C,-128.5592481952572,B,D,74.98732243751091,-79.76255579140836,-94.5035086660583,-136.36626696341284,0
African American,None,No,Physical,E,227.28224439960067,D,D,-131.77522813637066,-61.726636901006,-5.561852260022895,41.52366179989446,1
White,Hindu,No,Physical,C,-62.6117672275991,A,C,195.99549032403542,220.431607689351,-16.632861897275113,127.76240282327261,1
Hispanic,Hindu,No,Yes,B,96.47656770127571,B,B,156.249780876557,55.23854005200201,-177.72042922295046,-1.8000525631376643,0
White,Muslim,Non-Veteran,Both,C,4.8102244242051935,C,E,-13.452229119142975,60.88538310778373,51.832411329015805,149.44370656235074,0
Asian,Muslim,Veteran,None,B,-33.712543976971666,D,A,-111.25608771860615,-218.64326620723293,76.2537590339194,175.62578493468934,0
African American,Muslim,No,None,A,-30.96955390200069,A,C,91.89801129042911,26.78773471773986,-89.97294545269361,0.07696265066205271,0
Hispanic,Jewish,No,No,B,-128.59635348801046,E,B,118.56465934891665,107.50062031903762,-10.206387683833354,177.88087008112825,1
White,Christian,No,Physical,C,171.43968248909772,D,A,-91.5838285113198,21.233047180776303,-71.77704120885188,6.792122393871357,0
White,None,No,No,E,75.5010305085671,C,E,3.9985638456438424,125.38873909962207,-62.52683513212518,-53.13824437806364,0
African American,Jewish,Non-Veteran,Physical,E,-180.76018805881452,D,E,98.85603537088814,59.05469861076153,10.293624607014156,-48.96618822601066,0
White,Muslim,No,None,E,85.10494758177968,B,B,7.504613044501311,-27.336294108428927,-17.283254390217266,-88.91348487893195,1
White,Jewish,Yes,None,A,16.46138279227654,D,C,-103.85538939516027,-93.8914850758881,-80.57335235650689,-45.45439749755414,0
African American,Hindu,Yes,Mental,E,42.56785991910538,A,E,-46.875039764364764,-30.084486669807703,-25.765843601293227,-137.94681777100251,1
Black,Buddhist,Veteran,Physical,B,45.22495625662665,A,B,-86.49024404181186,-80.4688287379821,126.32685514171902,-26.52133706829543,0
African American,Other,Non-Veteran,No,E,4.416116921193471,E,E,21.277101730115394,-89.0893383172998,70.98024951582396,-82.45965109455943,0
Asian,Other,Veteran,None,C,149.53505499997883,D,C,32.57483669108214,-42.63907690124365,-5.762004971706395,-43.416706937814695,0
Other,None,Yes,Mental,E,-0.9969980238903982,C,C,-29.44826107413485,43.47002397822132,0.668197278823705,24.23049108543407,0
Hispanic,Muslim,Yes,Yes,E,-75.45287449460402,D,B,-55.82989342178575,66.65307066810594,149.26145954789826,60.81472671866107,1
Hispanic,Other,Non-Veteran,Mental,B,10.455471342713773,A,D,52.35426842398607,20.681470372591484,-218.27956561687185,-134.69045469939522,1
Hispanic,Muslim,No,None,C,7.556053524662672,E,A,93.40900752897767,-87.05671337548341,-110.24946247889832,-20.22390812870924,0
Hispanic,Hindu,Non-Veteran,Both,A,-94.5993632516317,C,E,54.52666870741135,71.5615714861973,-70.05451193283815,-29.020990059514784,0
Hispanic,Hindu,No,Mental,B,-123.27011037944227,C,B,-4.98184837277829,20.013662618939257,67.43716135706143,-82.68001579480716,0
Hispanic,Muslim,No,Yes,C,70.89954734769967,B,A,28.491072242798705,80.32848992515402,-16.8235287654794,-163.67959249559135,0
Hispanic,Other,Yes,Mental,C,-56.72967010100108,A,A,66.29555741597771,-48.791698357453036,-8.635143081421749,-8.04436623237746,1
African American,Buddhist,No,Mental,A,-58.52757453055485,D,A,120.98145368669672,-73.0112980105783,76.54116658197974,-28.79786100961315,0
Asian,None,Non-Veteran,Mental,A,59.37924096865951,B,D,-77.53404667589106,26.223611511347077,115.34683606549424,22.919925362237844,1
White,Hindu,Non-Veteran,Both,C,-1.7588916223595141,B,A,-62.37011574322779,101.99354648814918,-104.54840016693281,-150.01313365797495,0
Other,Other,Non-Veteran,No,D,-63.43101901498267,C,B,54.13674587648896,58.537555619070936,-67.53228514208834,-27.42523344526812,1
White,Buddhist,Veteran,Both,D,-96.66072767042266,A,B,72.90828538850003,48.81315618901345,-92.67394411329443,136.24739257611768,0
Asian,Hindu,Yes,None,B,-161.64557478832532,C,A,-92.94498739536454,17.636044538946802,165.09181549656586,-147.83612736911584,0
Hispanic,Hindu,Veteran,Yes,E,-130.38586588588436,C,D,-124.24763814492132,55.25636605888131,55.246408751702205,21.226585183187222,1
Hispanic,None,Non-Veteran,Yes,C,-85.55234231587824,C,C,-109.38954577119544,78.51449377525483,64.82232973085853,87.1321007131191,1
White,None,No,No,D,-9.297660113161015,E,A,-48.63283262163783,-188.25434038025918,-94.6803278079484,-51.87659558781553,1
Other,Buddhist,Yes,No,A,-51.35646360922783,B,D,-16.07280754682286,91.1605126698823,144.26206889815705,11.426747090707794,0
White,Jewish,Veteran,Mental,B,95.76205443476725,B,B,-59.109580406852366,-99.93165461802396,145.18735088935657,81.42431758826419,0
White,Jewish,Non-Veteran,Mental,E,36.338686220468674,C,A,-50.48492728587768,95.4172924560297,91.86307523922204,-67.09002160542299,1
Black,Jewish,Non-Veteran,None,A,-68.76805482641618,A,D,44.864953651042164,105.55583730932041,155.4248910295762,-104.09368402674303,1
Other,Buddhist,Non-Veteran,Both,A,-31.71306804844608,D,B,-79.7552833331021,-188.10140723643394,-109.28402877745069,-26.72663704251602,0
Other,None,Yes,No,A,-111.81654108097885,E,A,-42.917257272219835,108.95546407370686,-4.208007308941585,-83.41363315182193,0
Black,Christian,No,Yes,E,-3.7549919310223787,C,C,143.62586885118588,-31.308263961126116,-78.67046817043344,-89.55537521234082,1
White,Buddhist,Non-Veteran,Mental,B,-34.00330932415715,D,E,80.58427556124535,-15.283278571224578,146.27812133854277,148.40386834780497,0
African American,Jewish,Non-Veteran,Both,D,-37.42158481542586,E,B,-67.06446887506138,-112.03566987232992,-172.75370972267447,-54.60979922748492,0
Other,None,Veteran,Yes,D,-109.86112830049362,A,B,-124.30640930923657,-95.13141266550862,32.912838643240825,7.075116218976915,0
Asian,Other,Non-Veteran,No,E,130.19547189397173,D,C,68.5590720079149,-119.98807000318712,-94.39988504344173,13.92771989517383,1
African American,Jewish,Veteran,Mental,C,131.09639825989356,D,E,-92.24881671180248,173.45952675306145,68.82791158794356,-6.282126272964398,1
Other,Hindu,Yes,None,D,33.55547580090032,E,A,-224.31901955080065,7.940597013671775,-31.241045702745552,176.26079325782732,1
Asian,Buddhist,Veteran,No,C,-8.55986284907614,C,E,-114.77615567346959,-17.309127103693086,-71.22904953269102,30.770381859834394,1
Asian,None,Veteran,None,B,-31.70859981845825,E,B,-108.43612108586203,-60.787596039925226,15.69693360062329,-168.76377684960707,0
White,Jewish,Yes,Both,B,-13.260580334916122,B,D,-137.03417790466887,103.66991034587572,63.71768958929076,100.18099182312984,0
Hispanic,Christian,No,Both,C,-107.2597199717482,D,B,12.754584459667345,178.95135164021357,74.96799249680916,28.895175913632947,1
Other,Other,Yes,No,D,164.91356668083657,B,E,74.30553567588537,-72.15454219938582,-10.96793987632047,-93.24378131151427,1
White,Hindu,Non-Veteran,Mental,E,-40.02303778267853,D,D,25.067838356792006,-19.869568359216768,177.45512319960994,-97.26588014480974,1
Other,Other,No,None,C,30.951445715426683,E,C,4.369880780704058,179.07444539278316,-11.886758622599022,0.13837298321360245,0
Black,Other,Non-Veteran,Both,B,-96.35491937951224,E,D,44.279979749863145,190.90702410474768,24.73802057411283,189.2348623358806,1
Hispanic,Other,No,Yes,C,-42.740653017418374,A,A,-97.3219622702953,32.42409459017681,-1.136577469895819,-28.995236399598372,1
White,Jewish,Veteran,Mental,A,87.80147400576836,A,E,89.49903612688288,82.04401711954912,-88.99954323682346,-0.39650509210627116,0
White,Christian,Yes,Physical,D,-171.26501242030443,A,D,-126.13310637866842,80.65477139150366,12.906448646615202,-11.216852990129707,0
Black,Other,Veteran,Mental,E,123.71189970996623,E,B,-179.5704077952502,-95.89873312909974,127.64435328487968,83.52064121629526,1
White,Muslim,No,None,D,242.74978257608768,A,E,-82.37685200750754,86.96901681614139,-70.67357166347973,-9.675614953934463,0
Other,None,Yes,Both,D,-123.78324413575577,C,C,67.03150582917769,-109.2470159033291,17.28061098599246,-68.97462758086569,0
Other,Buddhist,Yes,Both,E,86.97774508405001,B,A,115.60209149922488,-61.903673344305545,-22.20630816262669,-227.85433040863165,0
White,Jewish,Non-Veteran,Mental,A,49.05971552513689,B,D,88.7192039182086,11.076615404424901,91.34050839298804,-158.88048109443983,1
African American,Christian,No,No,E,10.454617841991745,A,A,19.117881789199878,167.91264521114317,84.20790420194592,3.709841748208361,1
Hispanic,Jewish,Yes,Both,A,-187.87906449661753,C,C,-8.318829632360371,72.65170720695747,-3.050077197020201,61.52673059356027,0
African American,Jewish,No,Both,D,1.961243705348267,A,C,-9.233044941759887,-154.31791651976565,-155.92903032122112,64.20231808813077,1
African American,Jewish,Veteran,None,B,-74.58044193326153,D,B,-95.18179019559892,49.21304751930936,18.312119423999185,17.017243753312854,0
Other,None,Non-Veteran,Mental,E,46.53750442026026,C,C,-47.73374708094497,-55.20733716901719,-47.63843417325457,61.191481058458244,1
Asian,Jewish,Yes,Physical,B,-140.9568789102455,D,A,-22.016287400675633,48.410001452599374,97.6220623332647,-23.1288089428765,1
White,Muslim,Non-Veteran,Both,A,72.72389498643346,B,D,55.76391821757324,12.757347355496703,-241.46091193523338,93.62013860979187,1
Hispanic,Christian,Non-Veteran,Both,A,-32.158858372967366,D,E,-119.47936375524807,-24.076561961115218,14.552712888021818,-129.0581981296432,1
Asian,Buddhist,Yes,Mental,E,-148.21899550847496,E,D,37.48563083796494,-121.81185744133754,18.923277070254123,-27.699390460803112,0
Other,Jewish,Non-Veteran,None,D,-59.719679526449575,E,B,1.9684418526584375,11.892002532652386,-77.62248188936034,-20.36343067104749,0
Black,Jewish,Non-Veteran,No,A,104.83019611179832,D,C,-103.0575798562233,99.0087857572204,51.34851760525416,44.72978830154883,1
Other,Christian,Non-Veteran,No,B,-140.13573594024595,B,B,3.7642381682163855,146.81634908517748,-35.021096946169656,26.872975168463093,1
White,Jewish,Yes,No,C,-48.818122692896615,C,C,-50.13767409435628,116.04569507300842,-36.31193976700155,-11.588737502099539,1
White,Christian,Veteran,Both,C,121.50418459306185,C,E,-30.960734450513748,32.436049799788194,-111.1883834507247,-1.611451010809676,1
White,Jewish,Non-Veteran,None,B,-13.67810054262823,C,A,-0.34261422254490165,-53.37349583814388,180.77191180723233,228.46407033114508,1
Other,Jewish,Yes,Mental,A,145.1884097987857,A,B,-4.457389121666643,143.2021654025371,62.916165354528175,222.26013065983844,1
African American,None,Non-Veteran,Yes,D,-31.523208956009764,D,B,17.66790796434556,101.90123371170945,-16.850965404866514,51.479652789142605,1
Hispanic,Hindu,Non-Veteran,No,A,104.65734093993022,B,B,200.9951622376529,-171.73756022496647,-6.749308800980619,-31.11625858516805,1
Hispanic,Jewish,Veteran,No,E,43.96121142029797,B,E,63.206358862028026,-89.53411769098024,-43.79202482763981,-72.84253942041641,0
African American,Hindu,Veteran,None,D,85.08717673516196,B,D,-144.9916873254376,-114.44040208088562,58.81486439343351,42.70380061535013,0
Other,Buddhist,Non-Veteran,No,A,-6.0423027446239,A,B,174.69610809593868,-0.5683940246882867,9.287561999352757,-48.819544540917306,0
Asian,Christian,Veteran,Both,D,19.573308868146903,D,E,-129.96030361462036,-129.01685081755835,-135.7287782709361,6.568809924313615,0
Other,Muslim,Yes,Mental,C,118.89448610730871,A,D,-179.99761713053076,-16.600660212823527,-166.32781127667516,286.08932538099293,1
Hispanic,Buddhist,Yes,None,C,6.840248711150543,B,A,65.3753160040224,-73.66364067121357,-32.18384287502414,25.93330226133517,0
Black,Other,Non-Veteran,Both,C,-30.3886115005771,E,E,-96.73219685205761,105.68179054274952,38.27770892923887,-27.86192278011752,1
White,Buddhist,Veteran,Both,C,-143.95054353193612,D,D,-82.47326995393641,-109.97535360938133,37.82084011056106,115.51168817463781,1
Asian,Buddhist,Veteran,Yes,D,-12.739811334367786,C,E,91.88497910800302,140.53263286620918,-14.3437024147778,64.77822327666472,0
African American,Jewish,Veteran,None,D,139.75319226794767,E,E,18.920180151121638,4.022332574464024,28.400862696725383,7.049477778960782,1
Black,Other,Non-Veteran,None,D,57.92024560993102,D,B,141.66703524638876,-40.438573310572764,-42.66541876228603,19.96101755709602,0
White,Buddhist,Veteran,None,E,-31.63217946990703,D,C,19.941428623828713,-32.300625783170396,347.20726430640514,88.11958399967365,0
Other,Hindu,Yes,No,B,132.2543335082876,C,D,-7.373730166646514,-53.53640483301375,5.575871348968925,-11.863893413928846,0
Other,Christian,Yes,Both,A,-40.47305416072238,A,A,-32.89282433074216,-97.25051410133155,14.795251718469313,-67.71737621256271,1
Asian,Other,Veteran,Yes,D,-3.2710256318287967,B,E,-113.55537656429426,83.54731190827704,-5.2645258237376344,157.1791967100898,1
Asian,Other,Veteran,Yes,E,-115.57997137390386,A,A,-55.42137776304781,95.93345680489324,-208.945891030824,-20.495150763985905,1
Black,Other,Yes,Both,D,-57.777864934287656,C,E,-48.43119299194974,-111.2437972323705,42.9176106520405,-46.11686791403064,1
African American,Muslim,Yes,Physical,D,1.6925494949028743,E,B,-60.29966729374703,13.4222619666104,2.9932525313941114,-91.58436077270234,0
Black,Muslim,Non-Veteran,None,D,-199.56318589493998,C,B,73.36732866805689,48.13565654078557,38.31428021646299,183.68503513664405,0
Asian,Jewish,Non-Veteran,Both,B,-152.4905709341194,C,D,59.177103077895325,48.5409558998077,-134.47068053108765,-164.63358219199114,1
Black,Jewish,Yes,Both,B,-68.12838943617915,B,E,-101.2627467900132,-121.23499050923867,-198.8383817863821,-137.45082612778955,0
Other,Jewish,No,Both,C,-226.22660867984982,A,D,-53.812190157035886,6.612007086048714,42.62237793397127,-127.30481098525517,0
African American,Christian,Non-Veteran,Mental,C,37.817833811952475,B,C,-124.44277951105316,84.64260793942115,69.6788664261575,8.209813728734083,0
White,Other,Veteran,Both,C,56.25278115589438,E,E,11.526462425969282,16.347808978735554,-222.49169446790154,-30.99306568171243,1
Black,Christian,No,Yes,A,-166.72325181126232,B,B,85.91729813041363,-151.9558850103096,-77.28734143349133,-18.549580989702044,0
Other,Hindu,Yes,None,D,55.35112215148976,B,C,-42.09971052878107,13.980842840703147,100.41942457841633,-17.512309961714948,1
Asian,Muslim,No,No,A,-0.02862515867363398,C,C,98.16912485261736,-56.7228575397008,-139.48432737860566,27.175589477541713,1
Hispanic,Other,Veteran,No,A,36.19179146868963,D,E,-114.5309373672269,55.405196472606576,-133.32368685813455,-92.41275439817667,0
Asian,Other,No,No,C,-42.10889029770142,B,B,-120.08922496312276,-139.39448777514795,-2.6894092396975284,37.3839124949186,1
Other,None,Non-Veteran,No,D,-124.83411183247827,B,A,-123.27904719384708,-21.182850784443556,32.290739519694746,173.811528176492,0
African American,Hindu,No,Mental,A,-35.416128885840095,C,D,119.3064160029496,-167.92559194408423,24.405951641046503,-81.82652005688615,0
African American,Other,Non-Veteran,None,A,27.795872369012603,D,A,-19.91150039045168,-21.54286455332318,26.922214957784725,-12.557903063724801,1
Other,Muslim,No,Mental,B,-80.18081170592878,B,A,-150.59975585238016,-81.52188824053405,-16.85579790771875,-79.83806966876979,1
Asian,Other,Non-Veteran,Physical,B,54.99569494415747,B,D,47.100204721478526,81.65799820853323,-5.90816808648328,101.84469021345726,1
Other,Muslim,No,Physical,D,-38.59439557760941,E,A,145.9913884632797,40.97916501718678,68.71890366623303,-65.48412411428482,0
African American,Hindu,Veteran,Yes,C,-182.0106401252343,C,B,262.0686958727728,-188.40000245052804,-57.0040935006775,-19.49328302988528,1
Other,Jewish,Non-Veteran,No,D,-53.40627218879792,C,D,251.66285674114826,83.43323217252424,82.89515135223569,97.09008193803952,0
White,Jewish,Yes,No,D,-17.036398033226615,A,E,78.126302247959,0.2778176146790511,68.68127238116641,56.384328321306356,1
White,None,Yes,Yes,B,46.899050544402634,A,A,50.79241441789728,293.98852488092234,160.03171310447303,-84.15696329567321,1
Asian,Buddhist,Veteran,Mental,C,44.04562660549558,A,A,37.23008119131268,53.03307392435757,-59.085322515414475,20.558847203311124,0
White,None,Non-Veteran,Physical,D,142.95506794936244,C,C,173.00705050660207,22.400310837374636,-151.0267681569437,120.16180022459409,0
Hispanic,Jewish,Veteran,None,C,-64.73113064921094,E,D,-95.35113134438508,-53.515519553594594,-33.99704924882999,-130.8913222564552,0
Other,Jewish,No,None,A,152.1508614262666,A,D,-77.80956963631917,-15.963511471235895,104.62990638769827,69.31713629446801,0
Asian,Hindu,Yes,Mental,D,128.34068519241674,B,D,-2.7123765405868845,163.13668198189143,71.04001460538733,35.29154686870601,1
