AgeGroup,sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
18-25,F,B,-36.974705248872084,B,E,B,46.00570894319103,-25.793764872905722,C,-9.699314736301904,-21.576940525464476,E,B,E,0
26-35,Other,D,-85.34405313077798,D,E,E,-68.75305934691859,-5.98480030833543,E,-131.47301979472482,33.6074087734274,E,A,D,0
65+,Female,B,-67.18602709917091,D,A,C,24.286858249780774,-4.776036237761234,B,165.694664767472,-55.38919739057119,C,C,D,1
26-35,Female,B,-133.22274697554687,C,C,A,27.964995197970783,58.27235649710044,E,-354.04383838176614,52.85859767706784,B,B,E,0
65+,M,B,3.0041732428626626,B,B,A,-23.660978295525712,157.672459565207,D,-23.96041732111978,-132.96746773992572,E,A,C,1
65+,F,E,58.13662965569662,D,A,A,120.2468990342598,-42.18014021180725,E,14.954350800535481,-102.3588985058669,E,E,A,0
26-35,M,E,-42.82606377453097,A,B,A,56.31112186334213,-173.54750332401056,C,-11.869522373277691,124.51227501029977,E,C,E,0
26-35,M,E,36.2640352349079,B,A,A,148.8708576660626,68.41667497301086,D,13.968625649800284,-44.954189571292375,D,D,A,0
51-65,Female,B,-211.3013380475873,D,D,E,-109.50494559928386,164.48350136281644,A,1.7032945476656607,-49.49859898512877,D,D,B,1
18-25,Non-binary,D,133.8460956844547,B,E,D,-102.2716912383423,-97.68803064700707,E,-26.66267787511179,-73.21769754006063,A,D,A,0
51-65,Non-binary,A,-98.02311153463651,C,D,E,-9.700037084827121,115.59777292111504,C,11.243401869981733,43.15774097410637,C,D,B,1
18-25,M,B,-81.12699136223075,E,C,C,-137.71429785262663,-141.2104006548936,A,85.87562380418012,-285.3617034016982,C,C,D,0
65+,Non-binary,B,-41.34962852374285,B,C,C,48.70732199675246,-115.69774929699584,D,13.893502476134886,53.348797845401606,C,E,A,1
51-65,Non-binary,E,125.6821951230809,C,B,B,57.48375963293493,183.74964892946582,C,24.45768053061267,-26.475523367432345,E,E,A,0
18-25,Male,C,14.01754208222457,E,C,E,-191.58758279772604,-87.33174964483162,A,195.91959879874773,19.046066939432034,C,E,E,0
65+,Female,E,-131.39669215019754,D,A,A,65.42780457979208,120.55880104279314,D,80.22356191656496,-90.2671943266825,C,E,A,1
36-50,Other,D,-31.09619150963384,D,B,C,-17.212481838596066,-289.8806024847314,E,-165.86517790622906,-81.60193687239453,A,E,B,0
65+,F,D,23.270430130350647,B,C,E,-81.44963688924041,125.21489870450242,A,-3.0664442651002606,125.60009381217947,A,C,E,0
18-25,Other,C,-53.82279671798141,B,D,B,24.777747543031538,55.415811306687054,B,48.32685623960701,-26.57551250659202,E,E,C,1
18-25,M,E,162.4291101142468,E,E,C,-85.74136720076152,-209.58907304228612,B,-32.915537890198316,139.3269035138476,E,E,E,1
26-35,Non-binary,D,114.91326925193566,E,A,C,41.24837094613126,90.39539409151752,D,25.612253632890813,100.1552514561861,D,D,A,0
18-25,Male,A,60.40696851083107,D,A,D,-4.643795375408342,81.4752556207832,E,36.08808125255562,58.621427393669926,C,D,C,1
26-35,Female,D,-83.58167375018256,E,C,D,24.750321972672673,-94.55705467756583,E,-122.92110258423459,9.325137638707043,B,D,E,0
26-35,Other,E,-29.46406697911186,C,D,E,76.82023053526164,1.4837078223838909,B,256.1930814464191,-133.75110380413682,D,B,A,1
36-50,Non-binary,E,-8.543959073786144,B,C,D,-72.0180311569748,61.21683569226576,B,61.256018263236264,-160.08019686322982,D,B,D,0
26-35,Other,B,-131.39460614432488,A,B,D,45.571044270780575,23.37328212974864,E,66.80522872932663,-101.10868982321162,C,B,C,0
36-50,Male,C,-122.92693807351436,C,E,C,-20.965663067407405,-77.20473764846597,A,-3.47267878276654,145.99870141488327,C,D,B,0
51-65,M,B,119.5872744495061,B,B,D,202.0099565950463,-57.887584406486724,A,-43.223628306614884,-75.98358884342711,C,A,E,1
51-65,Male,A,66.97636889399031,E,C,B,139.71172788762948,-96.62074050400754,A,26.283695049506044,-98.54055892440562,E,B,B,1
26-35,Female,C,-23.011908254899613,B,D,E,20.850437116467518,-19.977006348455355,A,48.282114601854026,159.388919835877,B,B,B,0
26-35,Male,A,-83.94146294721874,B,B,C,4.552380986550733,-133.35978292828528,B,-94.15668163762733,-165.25502680823948,D,A,D,0
36-50,M,D,-12.803497568786499,D,E,A,-68.88119172520199,-188.23109585679373,A,19.761753851983734,177.8302564268548,A,E,B,1
51-65,F,E,-57.98617201302325,E,B,B,-41.36190516064946,-132.88002332852892,B,132.6101847547657,39.48996734358683,E,D,A,1
36-50,Female,E,-207.12235007985456,A,E,B,-295.5610873537116,100.20273499105281,E,87.99251830745469,174.44560406035185,E,C,B,0
65+,Non-binary,C,-15.754259937235702,B,E,A,-44.65078591730375,217.78163726242767,B,107.59307744962403,-39.49481017123162,A,C,C,0
26-35,Male,E,170.70756314321892,E,E,E,-20.191510999456764,-53.60380292613547,D,2.332927496914166,-40.307057849418456,A,C,C,0
65+,Other,C,-32.966716459096816,E,E,C,0.3669590488919968,15.512407336765083,C,38.22007146608675,103.811171804413,A,E,C,0
51-65,Other,D,-35.61210461579146,E,C,B,-50.62706982543974,-69.79449313798557,C,-33.44083304463807,29.841405211962503,B,D,B,1
51-65,Female,D,55.773292373008296,C,C,C,22.847858189372687,5.757733394516975,D,14.676553098523954,-68.41393835734526,C,B,A,0
36-50,F,B,-45.73570371632755,E,D,B,129.33255031585372,-65.99680596477359,C,30.801744867830593,35.94244413600568,A,A,E,0
36-50,Non-binary,A,-29.829840625792308,C,A,C,-119.21493977445124,-27.371983951194817,D,13.68428237243914,-58.452414531971485,C,C,E,0
36-50,Other,D,246.70963912204954,B,D,E,-134.99617946957238,-40.568722926967084,B,78.84721038588502,-123.69094864394563,C,A,D,1
26-35,Other,C,-99.78488581064687,A,E,C,90.5246431443782,-87.17127933724583,C,101.75431004072763,17.75065622615692,A,E,D,0
65+,Non-binary,C,-31.665208349048314,A,D,D,17.221568681199432,-0.9096176838029737,C,20.685359971956277,-224.12460344250533,E,C,B,1
26-35,Non-binary,B,57.06262463740377,B,D,B,6.425591932998826,11.264319283629865,E,-36.09335624747151,-188.02053989434773,C,A,A,1
51-65,Male,A,44.61907843439612,E,B,E,-20.99511929551701,-40.1337454815827,A,-44.85509917505326,-81.64021701833197,D,D,B,0
36-50,Non-binary,B,-122.16641399482762,D,E,C,230.66990938488695,-43.734332383094966,D,40.72429812138928,179.984562295711,B,B,B,0
51-65,M,C,-121.7092826482546,B,D,A,83.74259087386598,-92.1180290894252,C,30.624163075093026,-156.55044041271245,B,A,D,0
51-65,F,D,4.652727720106871,E,C,B,28.819417463112973,317.9197870423323,E,-61.68352350327563,-165.59281992252696,E,B,D,0
65+,F,E,-106.92265314550677,E,B,D,-0.9070709969446079,46.22913877795629,A,175.830418121267,-152.25428791099475,C,D,D,1
65+,M,C,100.79216511193945,D,B,A,-7.047679425729417,-265.918950871614,E,40.03987461181207,-93.46343955745505,E,E,D,0
36-50,Female,E,-0.7787970609700686,A,A,E,-139.7622501057621,-8.877248786821438,B,206.93025276196013,151.8538474071803,B,A,C,1
36-50,Non-binary,E,68.0548771111522,E,D,D,-92.47977592228006,150.50135139293465,A,-54.038743288701866,66.19018095263174,B,B,B,1
51-65,M,C,-14.17749269300913,C,C,A,13.664287057556576,57.410733665873856,C,-84.10702017441388,136.15621060750954,D,E,C,0
65+,Other,E,6.760218174096002,D,D,A,-186.0080542937439,45.65483778321144,C,24.890497168702648,-63.69436559617871,D,D,B,1
36-50,Non-binary,A,-43.30017037691482,B,C,D,221.30815417849692,-152.4883815334164,A,114.99243540160957,-42.07037737712467,E,A,C,0
18-25,Other,B,33.6918074804131,E,D,C,132.6419102680265,-64.36181826346737,D,49.74429264893232,-30.14072118227934,D,C,C,0
18-25,Female,B,45.97304060507034,B,A,D,117.15855830809704,2.44978161817117,A,-14.85747747546578,-162.88404553384606,D,B,A,0
65+,Non-binary,B,-76.01573345907826,B,C,E,14.719002976995796,-97.67586077592102,A,-68.02030844888907,45.26888945529009,B,B,A,0
26-35,F,E,34.99791820559794,D,C,B,-48.56883075200887,34.286690295293106,D,6.571896207975833,-20.860313422361347,E,C,D,0
26-35,Female,E,9.616989685459169,D,E,B,-129.89853161366102,41.384224181154636,D,122.29643771834564,-148.34380445346844,E,E,D,1
26-35,Other,C,6.683062833751971,D,E,D,-9.375275838091932,8.113422730934513,D,50.76319615939838,-33.69457656776215,C,B,B,1
65+,Female,C,45.80671417841239,A,A,C,-9.324584846203548,166.74763773620148,A,214.05405954985773,52.122195061270894,B,E,A,1
65+,Male,D,70.06491523630089,B,E,A,-207.7808434846315,187.3909810553709,D,-25.54724986142707,-49.659886791662636,E,E,E,1
18-25,F,B,-191.17283926905614,D,E,D,80.29225725900783,8.248854051661356,E,-125.781655200644,-79.87403659173603,E,D,E,1
26-35,Female,E,-89.83421075431946,B,C,D,-89.31817359768809,44.36803307062975,A,-64.77393102100521,-3.07400076916395,C,B,C,1
18-25,Other,A,43.76869959387928,E,E,E,7.28591029584835,-107.97472987522995,B,23.33556296443973,15.197687782153796,C,E,E,0
51-65,F,B,-15.18659642417814,C,C,C,17.00342604170266,125.88918582426997,C,44.403548125452446,72.56520120267483,C,C,E,0
51-65,M,C,-144.43400632710694,A,E,C,37.45344656963751,-8.767488836704091,E,-20.13569799062865,15.359830226943494,B,B,C,1
18-25,Non-binary,C,87.51679704443312,D,D,D,-66.7874257583809,73.50951827761195,D,-105.18722041294673,-132.87970851820677,D,A,A,1
36-50,M,B,-49.45238336777311,A,A,E,-31.206934486131566,-14.482166877093553,C,30.49539536250196,30.491661934170605,D,C,E,0
18-25,Female,A,64.95552686449678,C,B,B,-4.358914527893725,141.96755961967992,E,154.1377328180845,4.7530591467352545,E,A,A,1
26-35,Male,B,-63.47742113110427,E,C,E,-106.76552404839401,-52.59514145166578,E,235.26788726475246,-120.54210500746308,A,C,C,1
26-35,F,A,177.0042866817978,E,D,E,166.62820008491596,-16.23433768757325,A,38.64409302295918,158.83782032420336,C,A,A,0
26-35,M,D,-91.64729690542893,C,E,D,-131.67395416068686,-39.982498543494835,A,37.57500144113052,56.334611616892815,C,D,C,1
65+,Non-binary,B,133.25420199856475,A,B,A,21.87885770590458,-176.3458677775079,E,233.19538423087343,-61.25724956622797,C,B,D,0
18-25,M,D,83.79551683433033,E,D,C,23.097498601983485,-77.57437782418893,A,-39.14653053215342,-71.5253349453965,E,D,E,1
18-25,Male,C,-175.94722275029693,A,C,B,39.52138111804832,-86.91772251111878,E,27.240792090808984,-50.44058952404502,C,E,D,0
51-65,Male,E,-80.44002388154252,A,A,E,-88.28983601399733,-148.4555560733447,C,54.83338787433033,-26.31104072252627,C,C,A,1
26-35,Other,E,-16.763189971410856,D,B,E,-160.90986347876583,-16.266475757416778,E,9.147656595326058,68.96208837982694,A,D,E,0
51-65,Non-binary,D,-21.739899597014436,C,C,A,38.28842565783903,-1.5015008325974772,D,-104.48736253433346,-120.4193381203184,B,A,D,0
18-25,Male,B,-155.36848296889042,B,D,D,-114.32235613893317,16.471494297867707,C,-181.94442501109947,21.23155054601599,D,D,B,1
18-25,F,B,6.10178635965106,B,E,A,-67.41067534930174,-48.32663330680747,B,68.56731636640625,-159.2158944315321,A,A,C,0
36-50,M,E,-28.917429959600106,C,C,A,1.3851152331046557,33.08559393662184,B,-23.934187562257698,-30.65245173730004,A,C,E,0
26-35,F,A,-81.8030393182425,D,A,C,-151.58073289115157,-191.39448636007896,B,-48.773450116303515,-84.26059068578941,C,A,D,1
51-65,Male,C,-183.50901097520318,E,B,D,-217.98495591731108,-177.21522487051382,A,-104.65864492307087,49.002161365926,D,C,A,0
36-50,Non-binary,C,16.849636024726706,A,A,E,56.52154856088417,-27.62911646686884,B,51.92819915461684,-130.1507386528793,A,C,E,0
51-65,Male,E,3.830024750422434,D,D,C,-26.064369856105568,185.29275273903176,B,-135.69688579600808,-111.04823130310983,A,E,D,0
18-25,F,A,-175.21795302448152,E,D,E,27.833979971805228,-48.20659334135528,B,-74.16522894220574,-163.55677468903156,B,C,B,0
36-50,Non-binary,E,-105.71091671329181,A,D,C,-96.09004664386507,-135.36639610202056,C,-59.59065345435208,94.79487334341957,A,A,A,1
51-65,F,C,-144.1075524969602,E,A,E,-48.05430997288618,8.290054370735605,B,-60.73203470324762,247.222343247036,C,D,E,1
36-50,Non-binary,E,125.45000259311645,A,D,D,-154.30240303399097,77.01515353951173,C,-95.61620395395455,197.09344231329865,E,B,C,0
36-50,Other,E,152.9491737124965,B,B,E,31.20244396476149,-39.87770036332489,E,50.37355990782424,-285.33154336371103,E,E,D,0
65+,Other,A,-7.093838434274115,B,C,A,105.66110757141243,4.180794671391695,C,-45.12621831332106,-39.923608239502045,C,A,E,1
26-35,Non-binary,A,-36.42894572043187,B,D,B,-124.19667031524553,-20.657561739737588,C,-41.402154848517256,112.6233820247855,C,B,C,0
18-25,Other,E,142.46707232667967,E,C,D,14.594965893595385,-34.887017958840225,C,8.685659550272606,-52.54102671708401,D,A,D,1
51-65,Male,B,-22.589950737634783,C,B,E,128.07078704615165,-159.6624374987311,E,-110.83969516703871,-51.89975443483302,D,C,E,0
65+,M,C,19.80100168639122,A,C,A,56.738962596394835,-59.940754851652265,B,2.580113574533345,21.63322754601884,B,D,D,0
26-35,Non-binary,B,75.91743933664652,B,A,B,-177.24092407914887,-136.95857578092298,C,78.1044011132488,-84.01871692362455,D,B,B,0
51-65,Other,E,73.3263244709263,A,D,C,20.86669263536383,76.0540200262414,D,-103.89839302342143,-52.21160255873861,A,D,D,0
26-35,M,B,212.40109443703275,B,E,A,11.578763733246214,-56.37497459104834,E,238.2438628279957,100.57120684352145,A,B,B,1
51-65,Male,C,-86.16598276193803,E,B,B,-114.81304321217762,-34.18551972213828,B,96.63972682818317,270.1986726241199,D,C,C,0
26-35,Non-binary,B,-128.7637330304022,D,C,B,-71.75466232635782,-131.3322491511675,E,31.57665863972996,22.585633611699095,C,C,A,1
18-25,Female,A,-98.54154754847272,D,E,E,-10.01748634952654,-91.36573637936003,D,-74.4702005008722,74.01135124232135,C,B,A,1
65+,M,B,-0.8133272706334096,D,E,B,-199.1620774497299,-61.20566316530442,A,-117.31121935702893,15.032149240858825,C,B,E,0
65+,Male,B,-49.42480402831347,D,B,C,44.2063098009492,-218.33319119833124,D,-93.74019927661003,31.250094898966797,E,B,D,1
51-65,Non-binary,A,-131.71704618823225,C,C,C,-9.505368922179144,76.45208974950616,B,-53.316167676053496,1.6697864813769991,E,D,B,1
18-25,Female,E,67.22967225640065,A,D,B,0.35882672503383284,-80.9788672088218,E,-176.10320174947077,-77.37716242943291,E,D,D,0
26-35,F,B,-9.132043522525136,D,D,D,-73.57219027268417,-26.055255888119106,E,-231.93137032891605,-114.30597020477991,C,D,E,0
18-25,M,D,111.88483858425495,E,D,B,-18.866022583749047,-86.28209530476934,B,-123.84951504900465,1.5500714588532483,D,B,D,0
36-50,M,B,-21.24354614726833,E,A,D,35.96741214918599,-19.208397123039013,B,132.52482430889663,16.17657193193293,B,D,D,1
65+,M,D,-145.77101619052618,E,D,B,90.66222394610625,-10.565758254614915,D,59.60008076647421,49.557104738996706,E,D,D,0
18-25,Male,A,62.330285068431365,A,D,C,-61.19253597337383,130.9288501715794,E,-133.2279744863419,-16.43812177284594,D,A,E,0
36-50,F,C,-100.90713190469513,A,C,C,-73.94313406076768,-13.351428117798758,B,202.279756787876,211.3641071191315,A,D,E,1
36-50,Male,A,-52.052943596653044,B,C,A,83.90461097879601,-29.954309414239717,C,38.856812865717785,-119.0762924516878,B,C,C,1
26-35,F,D,-33.84906637838837,C,D,C,-121.678236186492,140.67613630575806,C,-9.145202459054032,-177.82118955600893,B,E,E,1
65+,Male,B,-7.053104584829915,E,D,E,-57.64265614539054,135.3761290174948,A,92.07199973484454,127.852350651488,C,A,B,0
36-50,Female,C,-29.11481109854081,D,C,A,50.02888866863181,98.87705983147686,C,-134.34864564222872,-88.957564893613,A,E,E,0
18-25,Other,B,-108.9479732415235,B,B,B,-22.655751415769913,96.8962160675147,C,127.45050089282044,-6.752165467482646,C,B,E,1
36-50,M,A,-24.390136219836606,C,D,C,201.14190549818125,-15.698595544210159,D,6.817083800188166,-22.144520418990062,A,B,A,0
26-35,Male,B,122.01516505050702,D,C,A,24.627517575668993,42.76067120692025,D,-70.15967863587666,-60.161481427189365,E,A,A,1
51-65,Non-binary,C,122.7564684175067,A,D,E,-51.29815126340264,54.648547069757214,E,123.85640123352893,-130.2927520314068,C,D,B,0
26-35,Female,E,30.687148838423113,A,E,C,15.166914863508477,-105.69890408513626,B,-124.41397569262969,25.629335152370498,B,D,C,1
36-50,Female,B,161.8525085649267,D,D,D,-173.24175144345162,-87.55350409039517,B,49.09575315587343,-24.181835659294705,C,D,A,0
36-50,Other,B,90.34140834048516,B,D,E,-16.345223522135598,-139.42599441193983,B,-29.30804687265345,33.0833461741194,A,C,D,0
26-35,Female,D,92.25254830576547,B,C,A,51.85063175420984,83.05054987700584,B,-1.3946217223464599,-31.394343076105276,B,D,E,0
18-25,Male,C,-50.53995389975818,B,D,A,-5.0865749611866145,-104.9205229456824,E,-53.247902452003395,228.9086906855475,B,C,D,0
65+,Other,D,-87.60897130291751,B,E,C,45.370438316256156,80.83685163002788,B,4.483143272368643,14.819631817451736,E,D,B,1
26-35,Other,E,81.86035806906207,E,C,D,40.67986196135216,45.57076050578151,D,138.41004910641468,-41.76789454407637,B,B,B,1
18-25,F,E,-49.484061970900484,D,A,E,-4.95879177049116,-80.74454753413845,E,-39.8463799648932,-141.81191508553033,B,A,B,1
65+,Other,C,-99.92267071660666,C,C,B,-54.238981361242836,-62.00046787818743,A,179.18438905278452,-165.54071715216003,B,A,A,0
65+,Female,E,-140.43667134551563,D,B,A,190.11598394440853,27.15948602183084,E,-45.71764702645,-32.84572695279149,B,C,C,0
36-50,Other,B,-83.16941123444673,A,B,B,8.56654798265795,3.8405293494413546,A,64.89674555498777,11.86370049910284,D,A,E,1
18-25,F,D,-15.524153250880723,B,E,D,101.32516491659746,33.153484093820694,C,283.7036807138265,-215.31138833446906,E,A,D,1
65+,Male,D,32.7466852909178,D,E,C,59.192997320949324,-56.26704470060072,B,-90.03129291261317,-145.00847611631667,C,D,E,0
65+,Male,B,60.246795829668656,C,A,E,-221.64295109718685,-23.347441108026263,A,-120.42653307797661,171.41541903718834,B,C,E,0
36-50,M,C,73.8875166575384,A,D,C,-74.44315746187944,90.20133903178605,B,-20.480739744942063,-7.653118022533994,D,B,A,0
51-65,Non-binary,B,-9.270089042020215,D,A,A,-74.554273292854,-42.55347287082298,A,25.86958712463297,-141.02227424070583,B,A,D,0
18-25,F,A,110.05885898793264,C,D,B,50.9670619849004,-33.498613406628664,E,-97.51735213954082,132.979056542037,C,A,D,1
18-25,M,A,-34.008761676294675,D,B,A,-199.8552996247029,-88.78651356443572,E,-11.245710432075395,79.51425180153731,A,E,D,0
18-25,F,B,-37.20001481663582,C,D,D,-2.7860823434030175,112.67853300563763,D,37.44300457605532,-4.768789697484023,E,E,B,0
18-25,M,A,-140.20763342342835,A,E,C,151.09552503435694,114.4812122633969,A,-174.4454646876654,21.994374504412974,A,D,E,0
18-25,Non-binary,C,137.79655871143717,A,A,D,86.82516370078253,-144.36876570693713,D,-21.990430816175312,104.89258128628336,A,B,B,0
26-35,M,C,-63.105994356234675,D,A,C,78.96109326716422,-263.6847945949787,D,-1.7466989949781173,18.345443427252086,C,C,B,1
26-35,Male,C,10.897595098479005,A,C,E,-16.760217236321008,-16.93607945707796,B,-33.49631610083143,-65.43634471884926,D,A,B,1
36-50,Female,B,-7.225826347320813,D,D,E,135.1959289249189,146.52238194010633,A,-239.685332734184,-52.72816316523665,E,E,A,1
51-65,Non-binary,C,141.01271635916945,C,E,E,40.739098442261565,124.61123096649949,A,157.39778536213507,119.4312372062317,C,D,D,1
18-25,Non-binary,C,116.77315827398745,C,E,A,35.51012479370068,-169.0352089951678,A,-28.515971886775997,-216.6334750327923,D,C,C,0
65+,F,D,-9.964342015573463,C,C,B,48.24165915147412,-29.651420195096378,D,-170.15236028516938,7.800318413212796,A,B,A,1
18-25,F,B,-3.8789968888662543,A,B,A,106.0655229238529,-38.54197153508204,A,-49.73784640535961,-208.18545423976488,C,B,B,1
36-50,Female,C,80.89998209392392,B,A,B,-180.18996530496509,-100.33471773418748,C,-66.87364736779622,114.18063984642477,D,D,B,1
65+,Female,B,118.5488405377639,D,A,C,0.22983923873492523,-188.60824330618792,E,123.87486746103167,-164.2831446661438,B,C,D,0
65+,F,B,-168.71833861421166,D,C,B,127.57156062279877,-50.11735074788491,E,58.28480479517882,-189.96003747977358,E,C,C,1
18-25,F,D,53.817243922970526,C,A,B,1.184883799625674,148.60697983495962,C,26.57171513143577,127.2458075602209,E,D,A,1
26-35,Non-binary,B,102.15718182712403,A,E,E,27.214615573607105,60.94103044611844,D,-99.51257945991388,-166.16620855123426,A,C,E,1
26-35,Male,B,-18.93480598287354,D,B,D,81.84515578891516,-126.78256586102697,B,55.20709810154766,47.57041373914476,A,D,C,1
18-25,Female,E,28.90200465803254,B,E,A,-41.332484036502294,173.0037742536594,E,-48.16980971220065,19.551505201867045,A,E,B,1
51-65,Other,D,-60.0207386008641,E,E,E,-43.08689477050686,-31.640075374242432,B,58.67986680181865,46.98723269588058,C,B,A,1
