marital_status,faith,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Widowed,Jewish,US,-99.56541477934057,C,D,69.92634112923821,14.535124621916202,147.20069437364208,D,A,A,D,-80.83594537449237,E,A,114.92509749407273,-179.73452119593395,68.50844573664736,D,-134.95360967629364,0
Single,Hindu,Mexico,-6.905836691401583,B,B,145.46210339556765,-75.6644041733768,-163.95958074006984,D,C,C,C,38.501797823195254,D,B,-213.174761447839,-81.76364593448645,-38.068652997189815,C,-48.963189662245405,1
Widowed,Muslim,China,-80.78475149838877,A,C,-283.0303090655589,40.7424457674534,100.17140711839278,A,A,E,A,122.30879099438788,C,B,183.40823388278758,-105.79540856933495,-44.1946985307098,D,69.69245671824909,0
Married,Buddhist,US,26.918075986302043,C,A,-133.00787824020222,120.36851627970205,-187.35931549496806,E,D,A,C,114.38697105074453,C,E,55.75303014965084,25.744499158444413,159.03393662579558,D,84.16637574042078,1
Widowed,None,India,49.917949418904776,E,A,-22.690521095834974,-23.994004063522485,-96.99319874975323,B,C,D,A,-5.366946761148351,C,C,122.6187997876238,-154.67857827004966,1.4182375777408434,A,120.15257351995513,0
Single,None,Other,112.97238531414351,C,D,-11.477880158933738,-60.796017451948906,141.5536391260282,D,C,B,B,-15.36239486707267,A,B,55.489689865183664,26.705910023264074,105.14171351906505,E,33.015316141248725,0
Divorced,Hindu,Other,121.80485984440699,D,A,-127.19189593183944,-85.86320702754556,-18.324896192415626,D,D,A,D,135.06829347478103,A,A,-146.96921521708387,11.490320272452111,7.811457981497479,E,-45.1220434698646,0
Single,Jewish,US,-151.3069659969621,A,D,26.43204998639943,-40.57519313999083,76.56089641707563,A,C,E,C,82.47074868774874,A,A,-27.69790032066529,-160.79865463781934,-43.48737202256195,E,15.022193255256608,0
Married,Buddhist,UK,17.73774559044484,E,A,-180.71650469971954,-277.19298011066087,6.841534745635017,D,B,C,E,-11.120016127984396,C,B,-224.66028380563085,-181.50308101333331,151.15618638463772,B,-36.95757031683642,1
Single,Other,Other,-112.5037868315824,B,E,42.20625151179656,-7.9328201881790665,-97.39226195461124,C,C,D,B,-147.8929118731446,C,C,5.956183536889002,-68.38133936813205,-23.974463479759397,D,116.21551776412475,0
Divorced,Christian,UK,121.01693185698359,A,B,-85.26323865140257,105.0861058713722,-10.514844935964808,E,B,C,B,-67.66395957745661,A,A,-49.64335912319987,-41.1614146468174,49.5112370047198,A,56.60509082170167,0
Married,Jewish,US,-12.056384101529478,D,E,-100.74114758276545,31.18332597635783,70.11484221200813,D,C,E,C,-108.68362312036844,B,D,20.256634431898114,23.207855161871137,-37.482775159079814,C,67.88680367744881,1
Widowed,Muslim,US,-100.32747901526879,E,E,-283.5049273782245,-26.46346982524379,116.173214413156,D,A,E,D,28.063319074933972,C,B,-80.97533678647692,-110.20059872262402,223.40567530377376,B,7.899189776356873,1
Married,Buddhist,US,40.29154119410767,D,C,194.63283948063042,116.01546165711396,-167.55625508471928,A,D,A,E,-9.248550115470477,C,E,22.832111563061357,10.153082890646143,-147.0598424888631,D,-25.722494847788585,1
Widowed,Buddhist,India,-144.98220302653777,C,B,-11.148160883462461,-46.005673857196335,199.72413380937437,E,A,D,D,-111.79657836029982,E,A,-49.10523583955973,-109.21299389336173,103.58444734944516,E,-38.818200034534186,0
Married,None,Other,-3.2776812890123455,D,A,139.9278754339165,107.95587932934502,-34.00257968373771,D,D,B,D,145.15362337766882,E,D,175.74867300681728,-179.7778265175361,-97.90216989345714,A,96.48286200237723,1
Widowed,Jewish,Germany,-221.32602520438468,B,D,-146.16793092739255,37.76020350646695,20.13160720252513,E,C,D,D,43.670930622321755,D,A,89.57281696524724,153.2225625907067,-33.620831774676,B,-238.8629670774686,1
Married,Muslim,China,151.2647038023864,B,C,98.95528766036044,30.3423022855826,14.549945896788527,D,C,B,B,-14.915278166443619,B,C,-2.081118715636829,38.85999711677007,-216.16362931088565,A,-153.41713270477638,0
Single,Other,Mexico,-26.07131303401518,E,B,17.375985079821902,-68.32285877605587,57.0341920117643,A,C,C,D,-34.30499632192318,B,C,-36.58689187843102,39.70114370796685,-8.39155607746902,B,83.83995007769046,1
Widowed,Other,US,115.75363205401612,A,B,53.779940146107194,88.11295906531522,-20.67906348874353,A,B,C,D,50.30929771371662,C,E,-59.62474514623056,-222.63593334331563,-146.18396290780836,C,-65.39666412751228,0
Married,Hindu,India,28.62937798009148,E,B,-30.18182190266378,-32.65159287899977,53.86201157662745,B,E,D,D,-147.21321940252966,A,D,-97.07015478555758,-122.12546448600914,-89.04591890455097,B,-201.5426158947938,0
Single,Buddhist,UK,-72.1915181264182,A,E,119.3893587115798,57.238959182998414,-0.44292481047377413,D,C,B,E,7.812203580268726,C,C,-145.994917777112,37.12961875489327,18.499681981291832,D,-8.799689365894825,1
Married,Other,Mexico,124.14888784582693,A,A,-61.799888609701895,-32.73310339731417,26.468896877638365,C,E,D,E,7.550886017659023,E,C,-163.95959470249917,176.79993151152613,2.3306004531702045,D,86.94105736905763,0
Single,Muslim,Germany,70.87471894113571,E,A,-96.77279129964815,-49.0590668225001,-19.884410092382527,C,D,A,A,-55.29903650655884,A,A,-34.28231753543464,-25.15748158188311,29.551522499086914,A,-213.51829777061732,1
Married,Hindu,UK,77.16975887483683,B,E,-171.09513012203797,128.37424783799094,-30.343652525805826,A,A,C,D,-67.61339142371263,E,C,93.93595124028775,-103.14135817616427,66.73147183308107,C,235.44430783889658,1
Divorced,Buddhist,Other,86.1675362643745,C,D,9.936577964291422,62.21355463210037,135.04962933938472,E,C,E,C,37.46954405358128,C,E,15.654954422030553,-33.103223280524205,32.01984530537259,D,0.8427614230842105,1
Single,Jewish,UK,6.05875834500747,B,E,-189.98119558648526,54.31795698708128,33.63221227609651,B,E,C,E,156.89597566994627,C,C,-216.65946329787147,19.85182443802906,-56.15875319482508,E,102.01466587292232,0
Single,Muslim,Brazil,-152.93622831140124,A,E,-95.04219260467882,110.50973518644915,-182.42576974856942,B,B,B,A,3.90816052859519,E,A,12.893371082523359,135.63965809039172,195.56577596711404,E,23.967569452279207,1
Divorced,Christian,Germany,-20.957247950510304,C,E,-18.23328295468464,28.40403629299112,-114.19764072328327,C,A,C,E,21.3418462168011,C,C,-118.4425173409447,-114.01327605841468,-134.08630589257567,A,-4.640161486888315,1
Divorced,Jewish,India,143.07429296564018,E,D,218.1570123946766,-26.08187996626834,-84.80678633034489,C,D,E,B,188.01777961917242,D,B,-53.32839576542108,63.13797442918515,-80.18880808154937,D,-157.84484606470778,1
Married,Christian,Germany,114.41797501130564,C,D,-43.32748368475842,-38.731401277109434,107.01842551682259,C,B,E,B,-40.28504626625096,E,E,-198.06141277148728,-142.75382284657746,-11.780787473572301,D,-89.05822558953216,0
Widowed,None,Brazil,-23.942383163850266,E,E,-59.0125345624735,29.633468150467596,60.18871804829722,C,A,E,A,191.09694506448653,E,C,-44.486304388683024,-55.13281469731971,68.32631195734918,E,13.0855032124991,1
Widowed,Muslim,India,4.368416995629284,E,E,6.166610685095822,310.66770634216715,-25.595023645161515,A,B,B,E,61.031361939989296,D,A,-28.513647749900834,105.27300037768119,-46.857390970826145,C,-5.115313271855063,0
Divorced,Hindu,Other,109.19076898963844,C,D,-9.06419034281065,-261.693077516538,90.85199446547439,B,E,A,B,81.279344289276,B,E,-142.63983445991414,29.744497460139186,83.20097846398963,D,94.87873043389321,1
Single,Muslim,Germany,26.861368584273865,E,B,-41.92440444384002,-33.27211360709822,67.9568948803341,A,E,A,B,103.05633669837636,D,A,-9.605394059034227,74.13573358665268,-6.263808899515859,B,-153.75969486141472,1
Widowed,Other,India,-160.5182853471846,D,C,-94.79678600540963,124.87776693740422,-87.41449508735357,C,C,E,E,11.325047616856995,E,C,-21.927610056738512,144.47640691251434,68.52197771697458,A,5.058585497135383,1
Divorced,None,China,-98.0620543807955,D,A,137.7567806974742,136.09820902492237,225.69549391213445,A,A,C,C,-99.36952590160183,B,E,128.85423109989898,-82.2707336514609,-79.38548166908255,B,19.33572787255663,0
Widowed,Other,India,107.8009550717836,E,E,79.50429732998401,46.68975577687636,-48.66114440479154,C,B,D,D,111.73348098034228,E,B,-113.54366134371784,-33.12456080899626,35.604937118300356,C,31.40527766518989,0
Married,Buddhist,Brazil,86.90112809190882,C,A,40.42887562658446,-11.703693290731291,54.202479429718174,C,C,A,A,50.71428532777761,A,A,14.839722908332984,251.53790190574375,-41.06571471895501,A,-182.93068219954648,0
Single,Hindu,China,-184.56659477168716,A,B,-68.074742117183,-191.30926305871506,-63.602683722356076,C,A,A,A,127.60518776177084,C,C,172.72901161676188,105.67772090642717,-45.26361950159466,E,39.23126843474654,0
Single,Buddhist,Other,1.5048952683056038,C,C,134.5250193478876,52.014573467218405,59.98370643580551,C,C,A,C,39.69388768830402,B,D,-48.507195993729155,-224.46758206338706,-14.63452574175361,B,60.339594181874915,1
Married,None,UK,10.122408816956103,E,E,-6.093343061525915,-8.911376477127826,77.39912314199307,E,C,C,D,6.6057126710119745,E,B,-83.25422388468773,64.08985861237481,-149.45052577704615,E,21.422192739001154,0
Widowed,Other,Mexico,-19.75564425276716,C,A,-110.31284689377361,41.726710887523346,-55.07325698133953,D,B,C,C,49.816843479855706,A,C,74.26901049605488,-182.95326260032962,-16.417258018032605,C,-3.5101619356684233,0
Widowed,Jewish,Germany,53.71262975237849,D,C,-204.7937839280988,-200.21125791973176,46.29613299157243,E,A,C,D,-298.3258070504732,C,D,-50.40186555120528,54.486765024789094,15.612503797226715,B,-27.37772049526087,1
Married,Other,Germany,-92.939304866399,B,B,-10.135716765353916,-75.60313745597779,183.60606409145706,B,C,E,B,198.83936355986722,A,D,-28.744411726343312,-23.405779394924107,132.87136787071546,D,5.305975077242364,0
Divorced,Buddhist,India,-54.37519504807389,E,B,-75.26232329990751,-67.96122194007225,-1.5136626193208227,D,A,B,A,54.066810372146065,C,A,-35.26949957781625,17.95195536557645,-151.97234612830525,D,134.47129119858593,1
Divorced,None,US,53.924525805436964,D,D,-96.93478979272057,-129.70264535124824,8.796619004386622,A,A,A,B,26.2088328899693,C,D,-143.2010179085322,-22.82788100211812,68.829336355915,C,104.17896944401623,1
Married,None,Germany,105.40083059359968,A,E,-81.58182643370588,309.611824318385,105.39879942549493,D,A,A,D,228.48699965325517,C,C,-353.2333219408001,129.0510202296078,140.69538627536568,A,46.737380338406794,1
Married,Buddhist,Brazil,112.21757360838747,D,E,-37.612658243448486,-43.25533720066007,-12.2259067809762,B,B,E,B,-67.07597772117782,C,C,-19.803264445593857,-32.99706806784082,162.8488298235005,A,26.734873609465108,1
Divorced,Jewish,Other,120.78771636785007,E,C,43.08748167305248,167.79007814042419,37.189253517763596,B,B,C,D,-56.16902500698071,C,B,20.36495338594726,-222.65263274416816,168.58237958149914,D,-135.4195112032482,1
Married,Buddhist,Mexico,-21.91479672544367,C,E,-70.94679664220428,-89.87419334253664,14.472315164848037,C,C,B,B,169.90933267922713,A,B,132.43298355178706,171.29925628871754,-68.05072533974578,A,-108.20886596586764,1
Married,Buddhist,Brazil,-170.7689660002352,D,E,62.30906715534198,-71.11608687148716,-41.311480644287634,E,B,E,D,-10.141828396323533,B,A,-184.26765016243812,-242.35825434812674,48.45413423544086,D,121.80691490875346,1
Married,Christian,Mexico,-52.51757949558132,C,B,-150.4419731048322,203.44700634330303,-70.13485539613679,B,B,E,D,36.45660621850445,D,D,137.65205414741388,61.17347143948012,-96.95196451670225,A,-83.90494230986205,1
Single,Hindu,Mexico,66.81792918067877,D,E,38.05768232962148,-54.3752026790622,-12.156137871288259,E,E,C,D,-142.6519959105877,A,B,114.65516275607474,-146.65036406353764,-153.00736333876256,C,1.5948462255465246,0
Divorced,Jewish,India,118.53172019302815,B,A,58.34620106969125,-105.74904842260702,-49.90952341684956,A,B,B,C,51.505026336585566,B,E,-106.25587103286503,-11.082139520000442,63.086862722805684,B,74.31496491465671,1
Widowed,Muslim,India,-0.8029176739615504,C,C,-114.15906122039665,-141.48148819500312,-168.76321957917796,C,B,A,D,-109.52803173025217,B,E,23.47243505496661,137.05369219624535,79.93880664346801,A,147.35011362983357,0
Single,Christian,Other,64.08439006748166,A,A,-83.81094264513666,-14.768360306967748,53.529655201705715,A,D,C,B,86.50517266577963,B,C,-38.20296039939229,-48.32415722781992,186.33555761805562,C,109.40822783878453,1
Married,Christian,UK,58.74731018045571,C,C,52.787892738247656,-37.04252419019517,64.85066920508172,A,E,D,D,139.66031184946743,E,A,-93.98620089964662,-24.312561138404888,-46.2651978005247,C,-62.61603544496599,1
Married,Christian,India,32.374276280454154,B,E,-40.76549100806929,91.40622096332162,26.6108835493362,C,A,C,C,-102.15932935886629,E,D,47.66792008914807,-73.8045483780171,-25.845814668992855,D,-72.20915895379918,1
Married,Hindu,US,30.350157775769887,B,C,99.4765271183268,144.3267176680985,106.242252391248,A,E,E,C,-3.5000850696484433,C,E,82.68382903539904,-72.93606139243161,-39.32979369305965,C,-52.427015904114306,1
Widowed,Hindu,India,40.448871133855086,C,D,-150.49294272450183,-8.26195915212921,66.1577357395926,D,D,B,A,151.07249663278753,B,A,19.036920211287583,-154.2379630810459,30.12557593183808,C,-54.44324732907281,1
Married,Other,China,157.53121812055585,B,D,-27.623569208639037,-20.417382328490667,44.70390864220354,A,D,C,E,92.5377240481699,B,C,171.97181375221285,5.230262487786304,78.54574252084132,A,61.03278680705375,1
Widowed,Other,Mexico,107.07657445431609,E,B,33.875573422441796,-165.20268310762287,-170.49563781682008,B,B,A,A,115.30662501229725,A,B,-33.937001387232954,19.28750233271788,-32.14167235733488,C,30.39496751518503,1
Widowed,Buddhist,Germany,91.76927857239912,E,D,-128.4649933663559,-57.72587759204296,140.16887113566258,C,B,A,C,21.18130424235784,B,A,-56.090800275107846,-115.604795416971,-71.35405294102284,A,-7.046002623089224,1
Divorced,Hindu,Germany,100.9282618161897,C,D,191.16363222541491,-2.9236362689442528,-65.5343413380305,C,A,D,D,9.021638373800357,B,C,-64.03920314778205,-143.05718440506476,7.696933111122281,D,-155.5242479221426,0
Widowed,Hindu,US,102.46004179722716,D,C,167.48644909197708,80.48442606629364,115.34302685053417,D,E,A,D,-84.89285039573693,B,C,-16.36992950902012,175.17166053865415,-110.34191591362159,D,-15.181990096598108,0
Married,Hindu,Germany,-195.27684458283784,D,B,28.713106296507924,-99.97170488466274,157.07300960168254,A,C,E,B,6.092425251319121,B,A,-79.8092711386237,156.10706173408556,69.60568559277263,C,-26.15176173151397,1
Married,Muslim,Germany,44.06567941083372,B,B,47.9882072582883,99.64525457137667,124.63998236824241,D,A,E,C,-58.882479005724484,A,E,233.45040222636734,-75.34208528782408,-80.86399493705028,A,-0.998479531451329,1
Widowed,Other,Germany,-10.709838650787141,A,A,-54.90650856055899,86.29252724017995,-96.39248369386195,E,D,C,D,200.36809265843036,B,B,34.723827981171176,65.71231542178656,-72.89649878364165,A,-125.6699424551982,1
Widowed,Christian,Brazil,27.424687373969974,E,E,127.44266733495012,-173.73141274093007,45.47546191487208,D,A,D,C,107.67599279579305,A,C,44.93242488706201,-140.0255635131503,-73.08306016929636,A,24.656216856267328,0
Divorced,Hindu,Mexico,43.79999007429728,B,A,64.22991370949025,106.55899535306857,152.61911821600074,C,C,A,D,-84.90814151328338,D,B,130.35909880253166,-193.29553782167253,-36.97966050080438,B,175.1806439523727,1
Married,Other,Mexico,27.487732203825292,E,A,-142.37246494356327,212.58103596782948,31.469481739415052,E,E,B,A,-62.509750357390345,A,C,19.103863002261058,13.237209167276994,29.80883946515348,A,-180.78934559307422,1
Widowed,Muslim,Other,-41.31851300221055,A,B,-138.28158554721202,66.30178984022925,105.97327405497012,B,C,C,D,7.349048826810553,E,B,-27.461373920289518,-147.60722518136598,82.23582801196216,B,-129.81061081170375,1
Divorced,Hindu,Germany,31.809973360293707,D,E,-26.026036975492715,-23.97247712568036,-63.02727386425537,A,C,C,D,-63.588976285441426,D,B,-0.2463773609850488,21.508962495249648,54.29178792480135,E,89.38775191868093,0
Single,Hindu,US,-56.97882404115333,D,A,-155.67670055934255,-84.95933547619845,-30.793332909571298,E,B,B,E,87.3257799210487,D,E,-43.04298540637803,-17.822212670944648,-131.99769165065325,D,61.42695753561508,1
Divorced,Hindu,US,22.456461957062462,B,A,46.67568211122894,57.840081215196115,62.53212080919499,C,D,B,B,-38.96510008528889,A,D,119.06481184297988,-97.76046598394214,86.74256272348208,C,-18.98785197659492,1
Single,Christian,China,157.62119399089678,A,C,-20.99271674464526,233.96010073571537,-101.61231163663875,A,A,D,C,41.92927415747066,E,D,48.854056753010816,108.19063102985682,-172.37155665786682,D,-32.16678131483411,1
Single,Other,India,-8.322283727477297,B,B,41.359805953983766,-122.07649791085224,-39.199375617491505,C,C,E,A,30.71286792069334,E,E,-10.937574484772565,-166.18218653605777,68.30167195772627,C,0.5338672296812895,0
Married,Muslim,China,-112.63812772994144,D,E,54.007266199706606,129.65971323360833,-12.790589739650324,C,C,D,E,32.54289302800248,A,D,-156.72674338401265,-32.12050462108865,66.25998625649284,D,38.325452108442825,1
Married,None,US,-106.74611005243003,D,C,-2.6762059880833653,-107.65136649034288,-4.427354276639293,E,E,C,D,-194.89854582592656,B,C,182.66735939017335,28.788771467477996,42.482851513980656,B,22.851999291314883,0
Married,Muslim,Brazil,184.39942045415523,C,B,-25.038347662062982,-32.58339609314564,-215.47841059113938,B,B,C,E,-78.09133530527119,D,E,-150.89750549242936,82.49243004236617,-25.87261603076672,A,-101.11921152606553,0
Widowed,Hindu,India,127.4846895922888,B,A,-21.975895017813816,1.6683487392001286,-50.29458041428367,C,B,A,A,-90.08927610163701,A,A,-21.852192737696534,112.39161452740049,70.54123484108416,E,-44.717777472677824,1
Married,Christian,Brazil,-151.11759983900976,A,D,-11.237353938963771,162.58894218572712,-49.74446067237398,E,A,A,E,25.302554022245854,B,A,32.3830248882927,44.55127420905705,179.45476432746278,B,57.127951972739325,1
Divorced,Hindu,Mexico,108.24123641270984,D,D,-140.0547958375651,116.97427510727528,26.424892736122885,B,A,D,A,-49.55019645574557,B,A,19.21980053376428,-43.75898981192198,-58.70854561745451,D,-66.71359231448032,1
Widowed,Muslim,Mexico,144.00515299565225,C,E,11.409783656558037,66.12945917551193,-87.11059754240617,D,E,B,A,-84.66585675143456,A,C,157.4169069072456,-55.76967579342026,-64.03705274448616,A,112.33390449798542,1
Divorced,Jewish,Mexico,146.21759481397112,C,A,141.64873490936657,-159.0229030845293,87.80265215618431,E,B,D,B,-5.397118185396814,A,E,-36.75889223407916,-167.17097907438955,193.88008208505772,C,149.6047959643663,1
