anos,Race,age_range,Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,target
65,Hispanic,18-25,UK,224.64581241236402,B,C,C,E,0
69,Asian,26-35,US,-92.07333586322112,C,C,B,B,1
71,White,51-65,Brazil,80.61903635093613,B,C,E,C,0
77,White,65+,Mexico,26.70056448949621,E,B,E,B,0
75,Other,26-35,Mexico,-77.53857180139356,B,B,E,B,1
75,Black,18-25,Other,-40.608327652351065,A,B,E,A,0
78,Other,18-25,Other,16.88813740669264,B,A,C,C,1
78,White,26-35,India,-64.32182212812612,A,A,B,D,1
72,African American,36-50,UK,-128.83950877378862,E,C,B,A,1
44,Hispanic,65+,Other,67.46433669460907,A,A,D,C,1
25,African American,26-35,Other,109.38928749946145,B,B,E,D,1
50,Asian,26-35,China,-29.011191746527665,B,C,C,C,1
26,Other,65+,Brazil,-46.01401036925333,B,B,D,C,0
77,African American,65+,UK,67.40813828694874,A,A,B,C,1
20,Black,51-65,Mexico,-42.194721054095446,A,A,B,E,1
27,Other,26-35,Germany,7.7948135783960355,A,E,B,B,1
26,African American,51-65,Mexico,-28.443199007336272,E,B,B,D,1
67,Hispanic,18-25,Germany,21.33011157621811,E,D,A,B,0
72,Asian,18-25,Mexico,-75.30139294828096,A,B,B,B,1
26,White,18-25,Other,50.43910947192518,E,E,A,B,0
30,White,51-65,India,19.349183633295063,B,A,E,B,0
67,Asian,65+,China,-59.0189735982694,E,A,D,C,1
55,White,65+,Other,-66.92313582165474,B,A,B,D,1
49,White,51-65,Other,-113.33982443324531,E,B,D,D,1
49,White,51-65,UK,-142.82414493791984,B,D,E,C,1
19,Other,36-50,UK,-223.53383603595947,D,E,D,A,1
50,Hispanic,65+,UK,7.001313297863096,E,E,E,E,1
37,Hispanic,18-25,Other,-115.87208559290558,B,C,B,E,1
61,Hispanic,51-65,Mexico,19.28592532768816,D,A,A,B,0
50,Other,51-65,UK,16.310040986019835,A,B,E,D,0
43,White,65+,Brazil,103.03292165430851,A,D,D,C,0
51,Asian,51-65,Other,-52.84296806314317,C,B,A,B,0
37,African American,51-65,China,-38.79895480537821,B,A,D,C,1
44,African American,26-35,India,-87.61028468792408,E,C,D,A,1
79,Black,18-25,India,60.11423750133319,B,C,A,C,0
40,Hispanic,65+,Mexico,8.248138846651788,C,E,D,D,0
45,Black,36-50,Other,-49.458050824370694,B,C,C,D,0
68,Other,36-50,India,-124.2699071383909,E,D,C,D,0
50,African American,36-50,China,110.68222273237555,E,C,E,E,0
51,Other,51-65,Germany,40.33156371296604,C,B,A,A,0
58,Black,51-65,Other,151.07605135205807,C,D,B,E,0
32,White,65+,Germany,91.09191108200375,A,A,A,E,1
64,Asian,51-65,US,73.8670957705012,E,A,C,B,0
33,Asian,65+,Other,-4.906289705931358,E,E,D,E,0
79,African American,26-35,Germany,-14.608845306256727,D,C,B,B,0
39,White,36-50,Other,175.36963672852977,B,E,C,E,1
61,Other,51-65,US,59.76987763056613,A,D,A,A,0
64,Black,36-50,India,-58.07473104625779,A,B,A,C,1
49,White,18-25,Other,207.55621138954643,E,C,D,E,0
42,White,36-50,US,5.537465194514668,D,A,D,D,1
28,Black,65+,India,-23.961541732733043,C,D,D,A,0
23,Other,36-50,China,23.618452965080998,E,D,E,A,0
67,Other,36-50,Mexico,80.71216344361343,C,C,E,A,1
38,Asian,18-25,India,53.564916627657766,A,E,D,C,1
65,White,26-35,UK,101.55045596597564,A,B,B,A,1
75,Other,65+,Brazil,-96.26427427243131,D,E,C,A,1
63,Asian,18-25,Other,-27.355413984273312,A,B,D,D,0
64,African American,26-35,Germany,-63.824114426745204,C,B,D,C,0
31,Asian,18-25,Brazil,-203.45518133751185,A,B,A,D,0
38,Asian,51-65,Other,93.76601205144705,E,B,C,B,1
75,African American,26-35,UK,-81.59233683175823,B,D,C,A,0
75,Black,51-65,Brazil,-43.46376317468513,E,A,E,B,1
51,African American,18-25,India,28.563507153040213,E,E,A,E,0
64,Black,65+,China,39.89357997329748,B,B,C,E,0
21,Black,65+,UK,-3.4769540118332865,B,C,A,E,1
53,White,26-35,UK,92.94358302564746,A,E,D,D,0
71,Black,36-50,China,-282.7083498670824,E,E,B,B,0
56,African American,51-65,UK,3.589053340121895,E,A,A,C,0
65,Other,36-50,Germany,84.22395181109155,C,B,E,C,1
42,Hispanic,26-35,China,110.39093363752393,C,D,C,C,0
54,Other,36-50,Germany,13.739023730646572,D,E,C,B,1
29,Other,26-35,China,34.97658538523718,A,B,E,C,0
63,Other,26-35,Mexico,-65.15228047050633,D,A,C,B,1
70,Other,51-65,UK,18.909134302305514,E,E,C,A,0
57,Black,18-25,Germany,-28.042388120450973,A,C,D,E,1
18,African American,36-50,Germany,-84.70769676768714,A,B,B,B,1
70,White,18-25,Other,-136.32592490453555,B,C,D,D,1
48,Asian,18-25,UK,20.163639154916023,B,C,D,D,1
26,Black,51-65,India,24.5850899709074,A,E,B,E,1
23,Hispanic,18-25,UK,77.76870102586868,A,D,B,A,0
50,Hispanic,36-50,Brazil,-133.3745987724415,C,E,A,D,0
54,White,36-50,Mexico,95.26265862372676,E,A,D,D,0
28,Black,18-25,Brazil,-89.57280448658861,A,D,C,B,0
74,Hispanic,65+,Brazil,147.14673661426602,B,A,E,C,1
55,Hispanic,36-50,UK,-107.77725719384286,D,E,B,A,0
59,African American,36-50,US,48.67374463262622,A,C,E,D,0
45,White,65+,India,-157.8107408590069,A,D,B,E,1
35,African American,36-50,US,-51.202252346039664,C,A,C,E,1
50,Hispanic,51-65,UK,-106.86630683928087,E,A,E,E,1
30,Hispanic,26-35,Germany,-23.507166218464214,D,C,D,B,1
52,White,51-65,China,-12.623772079084405,E,B,C,D,0
64,Hispanic,26-35,US,-60.918628698752016,D,A,E,B,1
38,Asian,65+,Mexico,133.23015998410168,B,C,D,B,0
20,Other,36-50,India,-65.36333312378162,E,E,D,C,1
25,Other,65+,Mexico,84.10526010546336,D,D,B,E,0
79,Other,36-50,Other,33.44963509891959,D,C,E,E,1
21,African American,18-25,Mexico,49.45077141174845,A,D,D,C,0
28,White,51-65,Mexico,96.19762578996048,E,A,E,A,1
48,Asian,18-25,Mexico,5.524735066815217,D,D,E,C,0
61,Other,26-35,Brazil,53.31374981870901,A,A,E,B,0
32,Other,36-50,Other,-89.74325809216145,D,E,E,D,1
36,Black,26-35,China,-28.05440280793835,B,A,A,C,0
70,Asian,18-25,Other,-58.21086357197708,E,E,D,D,1
79,Other,51-65,US,-24.741652851652784,E,C,A,D,0
39,White,36-50,US,-101.18841580785336,E,B,A,D,1
66,Hispanic,36-50,Germany,-37.29553502313637,C,A,A,D,1
69,Other,18-25,Germany,-117.04615169406696,D,A,A,C,0
46,African American,36-50,China,-118.92695660702803,D,A,B,B,1
27,Other,26-35,Other,-157.98082936588625,B,E,B,C,1
51,Asian,51-65,Brazil,64.73905737989992,B,B,E,A,0
51,Asian,26-35,Mexico,32.88441581154412,B,B,D,E,0
42,Black,65+,China,81.91096787694204,D,E,B,A,1
28,Asian,26-35,China,47.81266130555136,B,B,E,E,0
30,Asian,18-25,US,-128.77433836148788,B,C,B,A,0
52,Other,65+,Mexico,121.7345644229076,E,B,D,E,0
77,Black,36-50,Mexico,-47.591027153136274,E,E,A,A,0
28,White,51-65,India,-135.38341278022915,D,C,B,B,1
78,White,65+,UK,80.86713317156871,E,C,E,E,0
43,Asian,26-35,Brazil,-19.94946911641331,B,D,B,D,1
36,White,51-65,Brazil,230.72135332420896,A,D,A,E,1
43,Black,65+,India,-79.39304935704553,A,B,B,D,0
43,Asian,18-25,Brazil,0.8782009802846454,A,C,A,E,1
51,Asian,51-65,India,98.0610050849734,E,A,E,E,0
53,White,26-35,Mexico,-27.730480579521377,C,D,B,A,0
57,African American,51-65,UK,72.20564743355882,A,B,A,A,1
28,Hispanic,51-65,India,-241.94917590129003,A,B,E,D,1
37,Other,51-65,Brazil,35.20478457945808,D,C,C,D,0
42,White,36-50,US,222.5025079237644,C,C,A,E,1
33,Hispanic,51-65,Mexico,83.77384704679322,A,A,E,E,1
55,White,51-65,China,106.47024499071665,D,B,E,D,1
78,Hispanic,18-25,Mexico,-11.429694478682775,C,C,D,B,1
77,Asian,18-25,UK,-28.109629283179537,D,B,B,C,1
74,Hispanic,51-65,China,-20.170733771299478,E,B,B,E,1
71,Hispanic,26-35,China,-14.100112353483215,B,C,E,A,0
19,Asian,65+,China,-16.193408339541655,A,C,B,D,0
47,White,51-65,Mexico,-64.55026420706562,C,C,D,B,0
74,Other,26-35,Germany,179.1103559204058,C,A,A,B,1
54,White,36-50,Germany,19.9963649040772,E,E,A,D,0
54,Other,18-25,India,35.83966868836827,A,A,E,A,0
27,Other,65+,Germany,-57.004887766564714,D,A,B,B,1
68,White,26-35,Germany,33.862985543720434,D,B,A,B,0
75,Hispanic,36-50,Other,-47.44963798054301,A,C,C,B,1
25,Hispanic,65+,China,43.2871676045404,C,C,E,C,1
32,Hispanic,26-35,Germany,0.3883870606910178,B,D,C,C,1
62,Hispanic,26-35,India,-29.7884218023593,E,D,E,D,1
22,African American,18-25,Other,110.77888773123696,C,A,D,A,0
19,Other,65+,Other,-39.743045746106006,E,C,E,A,1
39,White,26-35,India,21.91820305361852,C,C,E,C,0
24,Asian,18-25,Mexico,-54.41260289060262,B,D,E,C,1
49,Hispanic,26-35,Other,85.95101973590722,B,A,B,C,1
36,Black,26-35,US,134.00022946963233,A,A,A,A,0
79,Hispanic,65+,China,97.848939564532,D,B,B,D,1
51,White,51-65,India,19.48984120074496,C,D,C,A,0
63,Asian,18-25,Other,7.304343807064137,C,E,B,E,0
75,Hispanic,26-35,Other,-62.6531914244613,E,E,A,D,1
40,Asian,36-50,Mexico,-3.2319021399031698,E,D,D,A,0
75,White,26-35,India,3.898362419650408,D,E,C,E,1
60,Black,26-35,India,-34.91379383050074,B,B,B,D,1
66,Hispanic,51-65,Mexico,5.426120954046516,A,A,C,A,0
52,African American,26-35,Other,-97.43684704023362,A,E,A,D,0
35,Hispanic,51-65,China,-12.929410031278305,B,C,C,B,0
69,African American,51-65,US,-6.115925510962293,B,D,B,D,1
54,Hispanic,18-25,US,142.15332352695532,A,D,B,C,1
45,Asian,26-35,Mexico,-126.2164804092507,A,D,D,E,1
48,African American,36-50,UK,-47.423012030562596,B,E,E,D,1
31,African American,65+,Other,-146.6113538622575,E,D,A,A,1
25,Other,18-25,Brazil,-37.625993813291586,A,D,C,A,0
60,Black,26-35,Mexico,-61.08050341108593,C,E,E,D,1
57,African American,18-25,China,-85.51264822597622,B,B,D,E,1
33,Other,51-65,India,160.87886628308758,D,A,C,D,1
53,Black,51-65,China,132.8186474534711,E,D,B,B,0
75,White,18-25,Germany,-66.35072120432666,B,C,B,A,0
73,Hispanic,36-50,India,-101.54679041364535,C,E,E,B,0
29,Hispanic,26-35,UK,-95.81502665830027,C,B,B,A,1
46,White,18-25,India,34.714595354616165,D,B,E,E,0
44,Hispanic,36-50,Other,-198.20108075506923,B,E,A,D,1
73,Black,18-25,Germany,5.845343650132708,E,D,C,D,1
62,Other,26-35,US,-133.45218167286978,A,C,D,E,0
37,White,26-35,US,143.77519230057646,D,C,D,E,1
32,Hispanic,51-65,UK,-50.44951207839114,A,A,C,B,0
69,Asian,51-65,Germany,69.33473216124226,B,C,B,E,1
76,African American,51-65,India,205.58559469176956,A,D,E,D,0
37,Hispanic,26-35,India,-31.369219294977572,A,A,D,B,1
31,African American,65+,Mexico,40.31222611187081,A,B,D,C,0
28,African American,26-35,China,-58.72835287778293,C,B,C,B,0
43,White,65+,Mexico,5.363699375011512,D,D,C,D,0
40,Other,18-25,Other,-28.441666950024498,B,E,D,D,1
62,White,26-35,Germany,43.26358765647708,D,A,E,C,1
54,Asian,18-25,Brazil,48.827043253076454,D,A,C,B,1
38,Asian,26-35,Other,10.934251076436075,C,B,D,A,0
36,African American,18-25,Other,-54.94116244364846,E,A,E,B,0
79,African American,18-25,US,88.77209659673233,C,C,D,D,1
48,Hispanic,26-35,Brazil,-35.325847157744626,E,B,C,C,0
77,White,26-35,Other,37.052589404910854,E,D,C,B,0
57,Black,18-25,Germany,-143.38562106075562,B,B,B,C,1
75,Black,51-65,India,-60.94588371926898,C,B,E,E,0
73,Hispanic,36-50,UK,35.450471781473226,C,A,D,C,0
43,White,65+,Mexico,71.13352956303517,B,D,D,D,1
19,Hispanic,18-25,Other,36.59201428580462,C,E,B,D,0
62,Asian,18-25,Mexico,-46.344253286777445,B,B,C,A,1
54,African American,36-50,UK,32.856522937024494,A,B,C,D,1
66,African American,65+,Other,101.10259589928323,B,D,E,B,0
30,Other,36-50,Germany,-74.83200185135203,E,E,C,A,0
41,Black,51-65,Other,121.01676868093448,B,A,C,E,0
30,Hispanic,26-35,Germany,-151.8324191453615,E,C,D,C,1
51,Hispanic,26-35,Mexico,59.68798698817241,E,E,C,E,1
35,Asian,51-65,Mexico,-122.9316844041704,D,B,C,E,0
76,White,26-35,UK,-77.32748766165021,A,C,E,B,1
33,White,51-65,Germany,-17.50263788579023,D,C,D,D,1
28,White,65+,India,-60.021039403522394,D,C,E,E,1
48,Black,26-35,US,80.93920459508534,C,A,C,A,0
21,Asian,36-50,India,126.15509757304278,E,B,C,E,1
29,White,26-35,Other,-10.913723142171383,E,B,A,D,0
73,Asian,51-65,Brazil,-66.89085115275229,C,E,C,E,0
22,Asian,65+,Brazil,208.55034390490923,B,E,C,A,0
45,White,36-50,Germany,115.30274394682414,E,E,E,D,1
20,Hispanic,65+,India,102.07264080194996,A,D,B,A,0
22,White,65+,Other,42.54383929759992,E,D,D,D,0
21,Black,51-65,Other,-120.72094992790066,E,A,B,C,1
49,Black,26-35,Other,-76.70211237839193,A,A,E,E,1
21,African American,26-35,Mexico,2.439825104442939,B,B,D,D,1
30,Hispanic,65+,US,-3.8561310789366186,B,D,C,B,0
75,Asian,51-65,India,55.89654181407454,B,C,B,D,1
38,Other,36-50,Germany,95.61131767483513,A,A,B,A,1
47,Other,26-35,China,-111.19953284759163,E,A,A,B,1
54,Black,36-50,India,-111.05791802828404,E,E,E,D,0
28,Black,36-50,Germany,-55.85457676355405,A,C,C,D,0
41,African American,36-50,Brazil,29.120810007545845,C,B,C,B,0
59,Hispanic,18-25,India,159.22984336422098,A,A,C,E,0
29,Hispanic,26-35,China,-46.6028252959487,B,D,A,D,1
55,Asian,36-50,US,30.72860101460133,A,D,A,A,1
27,Other,26-35,Germany,-68.56876048565427,D,B,A,C,1
61,Other,65+,India,14.114734178228513,C,D,A,D,0
30,White,51-65,Mexico,23.4594656027247,E,E,C,D,1
78,White,65+,Other,144.46326341074135,A,E,A,A,1
43,Black,18-25,India,-134.18890019727812,E,D,E,B,1
56,Black,51-65,Other,96.5451254670199,E,B,C,A,0
43,Other,26-35,Mexico,55.74318011454875,C,E,B,D,1
61,Black,18-25,UK,-146.87310268520483,E,E,B,E,0
50,African American,36-50,Other,-27.052728786417372,B,B,D,A,1
76,Asian,36-50,US,-182.12018966482475,A,E,A,C,1
50,White,26-35,UK,-37.893241343446384,E,B,A,A,1
79,Asian,36-50,Germany,86.56335610815177,D,E,B,E,1
45,Hispanic,18-25,India,42.70752615948596,D,E,B,C,0
41,Black,18-25,China,41.461185637672415,D,D,C,B,1
62,Other,51-65,Mexico,-270.8856866245472,E,B,B,D,0
53,Black,26-35,Germany,117.08796641412418,D,D,A,A,1
38,Hispanic,65+,India,24.195592038321053,A,D,A,A,1
55,Other,65+,Mexico,8.423431012748992,D,E,C,E,0
47,Hispanic,18-25,Germany,68.53762524882401,A,D,D,A,1
29,Asian,51-65,US,-53.25705535709457,D,B,D,A,0
43,Black,26-35,India,21.731248654839842,B,C,E,B,1
44,Black,65+,Germany,63.63704289943469,D,B,E,C,1
31,Hispanic,65+,UK,-25.390506907357473,B,A,A,B,1
71,Other,65+,Germany,208.16769967820085,C,D,A,D,0
52,Black,26-35,US,172.80376241733114,A,B,C,B,1
27,Hispanic,36-50,China,22.96624550711021,C,E,C,A,1
76,White,18-25,Mexico,-127.36958525722237,D,E,A,A,1
30,Other,51-65,India,81.93101773584392,C,E,D,D,0
62,Asian,36-50,Germany,84.77815812676411,A,D,D,B,1
67,White,18-25,Brazil,-23.523923152454383,E,A,E,C,0
24,Hispanic,18-25,UK,-104.54184617870187,B,B,B,D,1
78,Other,36-50,China,-75.63491192353065,C,A,C,E,0
50,Asian,36-50,Germany,54.150260837031816,C,E,E,B,0
23,Black,65+,Other,87.45797275835646,C,E,D,E,1
67,Black,18-25,India,43.206050745694625,A,D,C,D,0
44,African American,18-25,Brazil,-169.051942169343,D,C,C,C,1
45,Black,51-65,UK,-114.27960265003657,E,E,A,A,0
49,Hispanic,51-65,Other,34.090218294517996,C,A,B,B,0
44,Hispanic,26-35,UK,-28.574582659727554,A,B,D,B,1
59,Asian,18-25,UK,-124.0251896286,B,C,A,E,0
29,Other,26-35,Mexico,-12.708991209625337,B,E,B,B,0
58,Black,18-25,UK,197.96057800958903,B,E,A,A,0
65,Hispanic,36-50,India,-165.2413299394266,D,E,C,B,0
23,Asian,36-50,Germany,-196.29768815607054,C,A,B,C,0
49,Asian,36-50,India,-194.4524016598205,A,B,E,E,0
62,Asian,26-35,UK,-170.1469943570735,E,E,D,C,0
28,Black,18-25,Other,16.219296211319527,D,B,D,A,1
64,Asian,51-65,Germany,-43.37888724127624,B,B,D,C,1
75,Black,18-25,India,69.92035178254007,E,E,A,C,0
33,Hispanic,26-35,Brazil,-40.71862626499938,C,C,D,E,1
20,White,18-25,Other,148.5953529142771,B,A,D,A,1
45,Black,26-35,Germany,88.29639672327231,E,B,A,A,1
47,White,51-65,UK,-150.81127672380546,B,C,B,E,0
19,White,18-25,Brazil,204.6714020263543,C,A,A,E,1
31,Hispanic,65+,Mexico,1.9370707152597113,E,B,C,C,1
62,Asian,26-35,US,-90.6544381634123,B,C,E,A,0
20,Other,18-25,Mexico,-39.596129339543964,D,A,A,E,1
25,African American,36-50,UK,-12.795656500942018,E,B,C,E,0
20,African American,51-65,China,-24.839891567272467,B,D,D,E,0
60,Black,26-35,India,-114.32848208229728,E,B,C,D,0
33,Black,18-25,Other,-1.0476093885235342,D,C,C,E,0
37,White,18-25,Brazil,38.806145884245325,B,B,C,A,1
41,Other,65+,Mexico,108.20216101250162,B,A,C,E,1
20,White,51-65,Germany,18.916702835830225,B,C,E,A,1
41,White,26-35,Mexico,151.73076760671188,E,B,A,B,1
67,Black,26-35,Germany,-105.28192810339524,A,C,E,C,1
53,Hispanic,51-65,Germany,-15.726599308882411,B,A,A,B,1
46,Black,26-35,UK,40.370181732978324,E,D,C,B,1
61,Hispanic,26-35,China,-55.054270841362154,B,D,E,D,1
69,Black,36-50,Brazil,127.59527920572329,E,A,A,C,0
29,Hispanic,26-35,Other,10.400267794228354,E,D,A,A,0
76,Asian,18-25,Other,166.6388106257162,B,D,C,C,0
40,Other,18-25,US,-37.91067098011229,E,A,A,B,1
34,Other,51-65,Mexico,22.60755770037793,B,E,A,D,0
33,Other,18-25,Mexico,-124.37464954900179,D,E,C,D,0
64,Asian,26-35,US,-16.547009027559884,E,D,D,C,0
20,Asian,36-50,India,1.3230394803222034,D,A,C,B,1
33,White,18-25,US,-141.21847831951715,C,C,B,B,1
18,White,18-25,China,-50.7261149524239,A,C,A,D,1
27,White,36-50,US,-127.61151291777568,A,D,C,D,0
46,Hispanic,18-25,India,14.317639716372558,E,D,B,E,0
63,Hispanic,36-50,India,151.61939136434904,D,A,A,E,0
36,Black,36-50,India,100.43708845729584,D,E,C,B,0
48,White,65+,China,17.142635690219585,D,A,E,B,1
70,White,18-25,Other,-79.47389832298828,E,E,D,A,0
77,African American,51-65,Other,35.65468625405814,A,A,A,A,1
61,Other,65+,US,-90.17645492740914,A,A,A,E,1
31,African American,65+,Germany,26.113478676936463,D,A,D,E,0
71,Black,26-35,India,-64.64363625720377,C,D,D,E,0
49,Hispanic,36-50,Other,50.11737847741276,D,A,E,A,0
32,Black,26-35,US,-32.14562153341738,D,C,A,D,0
29,Hispanic,26-35,Germany,43.54062483812818,D,C,B,E,1
19,Black,51-65,Other,230.8747422887892,C,A,B,B,0
60,White,36-50,UK,-157.3380355250556,A,C,C,D,1
18,Asian,36-50,Germany,-16.18553540231786,E,B,E,A,0
78,Black,65+,Mexico,3.6794579305511617,E,B,D,C,0
28,Black,65+,Germany,68.42814942799455,A,A,D,B,0
58,Other,65+,Other,-69.90035690038995,C,E,D,E,0
51,Black,26-35,Brazil,-100.62891365624344,D,B,B,A,1
77,White,51-65,China,-267.1317299411311,A,D,A,D,0
39,White,36-50,Germany,51.65100178514671,D,A,D,D,1
76,Hispanic,18-25,Germany,-152.29575577241755,C,A,C,D,1
32,Hispanic,51-65,India,-34.623077044826104,B,B,D,A,0
48,White,26-35,UK,122.24464322789765,B,B,A,D,0
52,Asian,65+,Mexico,-71.96819344722768,E,A,C,B,0
36,Black,51-65,Germany,17.658115791620695,B,D,C,D,1
19,Black,26-35,US,109.94541811599754,C,B,B,B,1
51,Black,18-25,Germany,50.34030727973241,C,D,E,B,0
63,Hispanic,65+,China,78.1649507032237,D,B,C,A,1
22,Asian,51-65,Mexico,175.3120029192345,E,C,C,C,1
42,Black,26-35,India,30.8836084717313,D,A,A,C,1
22,African American,26-35,UK,-100.00370588243955,C,A,A,C,0
73,Hispanic,51-65,Other,96.12815908119097,D,B,A,B,0
65,African American,18-25,China,44.01931038345156,B,B,D,A,1
51,Other,51-65,China,-142.73964269350955,B,D,A,A,0
44,Black,65+,Germany,-47.26526034173142,D,D,C,D,1
47,African American,51-65,Germany,133.4105987651197,D,D,D,A,1
20,African American,36-50,US,-39.179095688694574,B,E,A,D,1
58,White,36-50,Germany,24.683791732119808,D,B,B,E,0
20,African American,65+,China,-34.75462356537854,A,A,D,B,0
62,Asian,36-50,India,44.477098509425176,C,D,D,B,1
29,Other,18-25,Germany,68.88348199474088,B,B,C,A,0
57,Other,18-25,US,93.53953182042754,A,B,D,B,0
36,Other,18-25,UK,-36.17687892255054,A,E,D,E,0
75,Other,26-35,UK,19.725645849881747,C,E,C,D,0
55,Other,65+,Germany,26.308878825908455,B,B,E,E,0
72,African American,65+,Mexico,78.83185650063979,B,D,D,A,1
43,Hispanic,18-25,Mexico,-25.71375731077938,A,E,E,A,0
75,Asian,51-65,Brazil,-92.94220307633596,C,A,B,C,0
35,Other,26-35,US,-57.024560882743124,A,D,A,E,0
22,African American,65+,Brazil,-178.39054050607507,C,E,D,E,1
49,White,18-25,India,-90.54399869320008,D,C,E,B,0
69,White,65+,Other,85.5340861592072,C,B,C,C,0
65,Hispanic,51-65,China,4.7394193946685075,C,B,E,D,1
64,Asian,18-25,Mexico,-16.032474599724843,C,E,A,B,0
25,African American,65+,Brazil,24.765719611087807,C,B,C,D,1
75,African American,65+,Brazil,-60.22455716914923,A,C,D,D,1
30,White,65+,Germany,123.68266983933185,E,B,E,A,1
54,Hispanic,18-25,US,-203.02359238574016,C,D,B,C,0
38,White,51-65,US,-7.232902802471836,B,C,D,A,0
50,Other,51-65,Other,122.2805369717326,E,C,E,C,0
20,African American,51-65,Other,64.86495250138273,A,D,D,A,1
57,Other,36-50,Germany,15.330391870422105,A,E,D,A,1
65,African American,18-25,Brazil,169.90449504365608,D,D,E,A,1
71,White,18-25,UK,77.30428210388128,A,C,D,B,0
45,Other,36-50,UK,13.252922107177788,C,B,A,B,1
20,Hispanic,36-50,Other,62.94099670237537,E,C,B,A,0
42,African American,18-25,China,-147.61176638086343,A,D,C,A,0
72,African American,36-50,Germany,-284.6869004413684,A,D,D,E,0
29,Other,18-25,Other,-281.9647741694367,D,D,D,E,0
43,Other,26-35,Other,-211.08710866858172,C,E,C,A,1
24,Asian,18-25,China,-83.57177307211732,C,A,A,A,1
45,Black,26-35,Mexico,-69.6291677613465,B,C,A,A,1
74,White,51-65,India,25.757973593572032,C,A,E,C,0
55,Asian,18-25,Brazil,-88.13047238768786,A,C,B,B,0
61,White,51-65,China,-138.56476870544287,B,B,D,E,0
69,Asian,36-50,Germany,52.64845203278837,A,E,B,A,0
64,Hispanic,26-35,India,87.36938232784226,A,D,B,E,0
45,Hispanic,36-50,Mexico,70.23008264614725,E,B,E,E,0
45,Black,18-25,Brazil,137.11834653206253,C,B,A,C,0
19,African American,65+,UK,-11.589533764750914,B,A,E,E,1
23,Black,26-35,India,71.60523027184414,B,A,D,C,0
45,Asian,26-35,Brazil,41.687827639103745,C,C,E,C,0
60,Asian,65+,Brazil,102.9150663532557,E,D,B,B,0
31,African American,36-50,Germany,-216.28033660937774,E,D,B,D,0
79,Asian,51-65,India,-57.67371430539483,C,D,E,C,0
51,Black,36-50,India,-109.16721078027996,B,B,C,B,0
66,Black,18-25,US,36.523118955297235,D,A,A,D,0
37,White,65+,Germany,-41.96355681105672,D,A,E,A,0
24,White,18-25,India,-126.65476792466393,A,D,A,C,0
76,Asian,65+,India,196.72815634595827,B,E,E,A,1
71,Black,65+,China,90.92767139634802,D,B,C,E,0
22,Black,18-25,Mexico,23.348666492819923,B,A,E,B,0
70,African American,18-25,Germany,4.355250567049411,D,D,A,E,0
66,African American,51-65,Other,-58.41179128791052,E,A,C,A,1
52,Other,18-25,Germany,-43.66901119025117,D,A,C,A,1
58,Hispanic,26-35,China,195.28922869189216,E,A,C,E,0
25,Black,26-35,Brazil,5.1137991955730175,A,A,C,D,1
62,African American,18-25,Mexico,-36.1818780454052,C,E,D,C,1
79,White,26-35,Mexico,78.80663102725346,E,C,E,E,1
40,White,65+,UK,33.11217816113427,A,A,C,A,0
33,Asian,51-65,Germany,16.613550937687403,B,D,D,D,1
39,Black,36-50,China,76.67663701831934,D,C,D,B,1
29,Asian,36-50,China,-15.234524531361657,E,A,E,D,0
53,African American,36-50,Mexico,18.379885676838914,D,D,A,B,0
31,Hispanic,26-35,Brazil,-115.81583658523455,E,C,C,D,0
28,Hispanic,18-25,India,-28.722602051565627,D,D,C,D,1
78,Other,26-35,Germany,-10.468179064275548,B,D,A,B,0
54,Asian,36-50,India,66.57552675382733,A,E,C,E,1
78,Other,36-50,Mexico,-23.43625351754026,D,B,A,B,0
41,Hispanic,36-50,UK,-97.88246366489419,E,D,A,C,0
78,Hispanic,26-35,India,-14.948688013424746,B,B,C,A,0
