age_range,Nationality,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
18-25,Mexico,28,B,D,E,A,36.48241135524655,-33.733469553190055,0
26-35,India,31,C,B,C,A,72.80890245133392,89.11491242540701,1
65+,India,65,E,E,A,B,20.031093876031917,-39.060586880646404,0
36-50,China,38,D,D,A,C,-15.991239188180753,28.408478275005578,1
36-50,Brazil,75,E,E,D,E,32.57915438759893,-62.205542036710185,0
18-25,Germany,56,A,A,A,E,22.253640723260176,85.88025384041228,0
18-25,China,36,E,B,C,D,37.386958760103624,93.69544395388093,1
36-50,US,28,B,B,A,C,-138.40294080052647,-143.5756132354156,1
65+,India,72,A,A,A,A,36.55234269784871,-106.32775053939092,0
51-65,India,59,B,B,E,D,18.798579063497975,-83.63365512437001,1
51-65,Other,25,A,D,A,A,141.95660223409868,-87.58991089969071,0
65+,Other,43,E,E,E,B,14.02836302497332,-53.941822084774,1
26-35,US,75,B,D,C,B,-186.16462302904816,134.68606105432636,0
51-65,US,30,B,D,D,C,75.96005579657992,-17.94256456311076,0
36-50,Mexico,44,A,D,B,D,106.94244665324821,57.3345684501321,0
36-50,Other,24,C,B,A,A,10.27042479925471,194.47790241073017,1
36-50,UK,38,A,E,B,C,53.07613868783332,-4.393396581763547,0
18-25,Other,48,B,B,B,C,99.60094068556641,-29.952842857302493,1
18-25,UK,42,D,D,E,D,166.91228608404555,68.05174541060778,0
36-50,Mexico,43,A,A,E,D,-113.21323708020729,110.26697654565302,1
36-50,China,26,E,C,E,A,180.04829286932724,202.35233609979653,0
26-35,India,36,A,C,B,E,48.23635964901839,-89.1323448562753,1
65+,Brazil,26,A,E,E,B,18.46396834786507,-106.63613237393513,0
18-25,Brazil,70,C,C,A,D,-117.4803694797831,-81.92396138845977,0
36-50,Other,27,E,B,B,C,-7.377804690109254,147.99466898454446,0
36-50,Germany,68,E,E,C,A,-34.13796573510572,-104.31686936414717,0
26-35,Germany,57,D,C,B,A,69.81553203049484,19.643723709760668,0
65+,China,36,D,C,D,B,69.08970688219314,-64.87586772230314,0
26-35,India,30,E,A,E,C,104.88226244437577,-93.41147867332118,0
36-50,Other,30,B,E,D,C,70.00467045724046,-64.62314001619262,1
18-25,Other,66,B,C,E,B,-144.66042591011805,39.37593948486862,1
26-35,UK,64,E,B,D,B,-96.9486245219426,-40.9676494021577,0
18-25,Mexico,58,A,C,A,D,-145.4217811914225,-129.22409261882345,1
26-35,Brazil,75,C,C,A,C,98.24060030611119,-48.72274578567446,0
51-65,US,23,D,E,E,C,16.532627211980124,63.30787092172338,0
65+,China,60,C,D,D,E,-120.12782504264892,-78.77875736934772,0
65+,Germany,54,B,D,C,E,51.251752929847136,-145.54500735450273,1
26-35,India,35,D,E,B,C,-20.70245387548945,87.42428837059472,0
36-50,Brazil,69,E,B,C,B,13.759164438118876,-61.9228146645452,0
36-50,Other,79,D,C,D,B,-10.983281938809379,-0.4910756597789807,1
18-25,India,62,A,B,E,D,9.717547796855623,-42.141249151188006,1
51-65,India,26,E,D,C,A,-36.04939994801178,-25.929901913768006,1
51-65,China,56,E,A,D,E,-9.52572330327301,24.378772019982662,1
51-65,China,45,E,A,E,A,62.926546476181144,-90.50180092191935,0
26-35,Other,71,A,D,D,C,-26.664287649369317,107.10678546532844,1
51-65,Other,69,C,E,B,A,9.551605358958511,-73.6554725914354,1
51-65,UK,28,E,B,A,B,90.53357411395724,110.739856423555,1
51-65,US,26,E,C,E,D,193.35147756937025,-74.3117402975922,1
18-25,US,79,E,E,E,E,-11.755856771939467,94.06084445369112,1
65+,Mexico,74,B,D,B,C,2.9005615596503045,-90.01191988802924,0
18-25,Other,67,C,E,C,A,154.97979302369603,-24.390306292534255,0
18-25,Other,69,B,B,D,A,55.61529051286917,190.97574657199937,1
51-65,Mexico,62,A,C,D,A,25.054408487670493,133.17092396323665,1
18-25,China,53,B,A,B,A,4.99572674261403,-5.700236682812289,1
26-35,India,58,D,D,C,A,21.295084440275104,140.5847028680681,0
51-65,Brazil,35,A,B,B,E,3.7597069725981043,118.02312673712308,0
51-65,India,24,E,C,A,D,-9.254456686695525,148.22640203412067,1
65+,Germany,39,A,C,A,D,73.20512649387722,-133.18500351026745,0
18-25,Brazil,37,A,B,A,C,-43.43471957899635,-10.59930118179877,1
18-25,Brazil,52,D,C,E,E,-127.55193577888906,47.82688643532178,1
36-50,Mexico,69,D,B,B,D,39.286015199234335,-39.08547360949909,0
51-65,Brazil,77,D,C,A,D,36.10389596125431,-88.53228497290408,0
26-35,Germany,25,A,A,B,B,71.56997563728054,198.58205096434767,0
65+,Brazil,60,C,B,D,E,-141.97377451715835,16.44067065001984,0
36-50,Brazil,19,B,E,A,C,107.21811958799385,-121.75402519060847,0
51-65,UK,74,C,C,D,C,-111.87123441744727,78.07042663799811,1
18-25,Other,64,B,E,A,A,98.14570644189611,86.90883127899912,1
26-35,China,18,C,E,A,A,30.814029764745825,-67.85263779869453,0
18-25,Brazil,23,B,E,A,D,-220.68954716992062,-56.24921344594589,1
51-65,Brazil,73,D,B,A,C,144.34439467643088,-9.777772818177741,0
26-35,Germany,43,B,B,A,A,53.70552488078004,5.37138731538594,0
36-50,UK,63,A,D,C,C,9.5248279559302,-167.69344773909495,0
26-35,China,70,B,E,C,A,-133.5970509686861,42.78225560888115,1
26-35,Mexico,50,B,A,C,D,101.56741086124772,66.10102988267774,0
65+,Mexico,73,E,B,E,D,3.75718577180418,-69.97829235055639,1
18-25,Germany,46,C,A,D,D,-126.98339105619733,25.40326982351241,0
26-35,China,61,A,A,E,A,-18.598315742549087,-61.38455648279507,1
36-50,Brazil,34,E,C,D,C,78.05687668128081,13.94540757779302,0
36-50,UK,32,C,B,B,A,9.797598001079006,-15.80608708925799,1
18-25,Brazil,54,A,A,B,D,233.96258349598557,-10.958991276381978,1
51-65,China,36,A,B,E,C,-35.253722027963825,24.616245886826153,1
65+,India,35,D,B,D,D,-30.890509520380093,146.09444784438875,1
36-50,China,41,D,E,B,B,-16.82886231606091,37.43452468357894,0
26-35,China,65,A,E,D,C,-65.11247907881886,80.78142200938811,0
65+,US,44,C,D,C,D,-40.69741985530424,76.43939509918812,1
65+,US,58,B,A,A,E,127.58208171691743,52.54672014578016,1
26-35,Other,55,C,A,B,D,-51.362205087333265,129.67987655497518,0
26-35,UK,72,D,A,B,C,-133.9550392128099,186.76323065656376,1
65+,Brazil,73,D,D,B,C,143.99341005587203,91.79096834121083,1
36-50,Brazil,70,E,A,D,A,68.74761009539975,-153.82205273500054,0
26-35,Other,32,A,C,C,D,194.7500737705375,127.90234782251319,0
51-65,Other,54,B,A,B,B,-100.30894332122004,-177.5106394807034,0
26-35,US,51,E,E,E,C,-8.266295366011644,-45.0759595837056,0
18-25,India,76,D,D,B,A,-179.10899768184834,-93.74731741457654,1
18-25,China,44,E,C,A,C,59.7319241055981,71.58529022663768,1
65+,China,48,A,B,E,C,-0.6435658723880386,-167.76397482033244,1
36-50,Brazil,62,A,A,B,B,-119.8748607144678,-65.03237477045917,1
36-50,US,43,A,A,C,C,150.48417372660353,-77.55978583428453,1
18-25,Brazil,35,A,E,D,B,52.35468638598522,-197.767412601676,1
65+,Other,39,B,C,C,C,-12.373021109809452,175.29947237684084,1
51-65,Mexico,22,D,C,B,A,-134.12567755338674,129.50001163061998,0
26-35,US,71,B,E,C,B,39.890195700769546,68.34831761260907,1
51-65,Germany,40,A,A,D,D,53.13388292128006,-71.98984707001769,1
51-65,Other,25,C,D,B,B,197.49965705258853,19.462714347384217,1
36-50,China,20,E,B,E,C,123.70812016903365,-122.85229582936252,0
51-65,China,71,C,D,C,B,-13.756378712762615,0.8480321204342658,1
51-65,UK,62,D,A,A,B,63.61531639508251,84.13306810245109,1
26-35,US,31,C,A,A,B,-147.95143614623646,197.4090746726119,1
51-65,Germany,70,E,A,B,E,121.25603853310518,9.641251434917512,1
18-25,US,20,C,E,B,D,-7.333747818550885,62.10375001530688,0
18-25,Germany,68,D,A,D,E,5.866976218128511,150.80614674527737,0
51-65,Mexico,71,A,D,C,C,97.69805125924512,-140.25572729057959,1
26-35,Brazil,27,E,C,D,B,-96.78053802806849,31.07541292021152,1
36-50,US,68,C,E,B,B,158.43174487968838,-83.90468932901423,0
26-35,China,27,C,E,B,C,10.898804845936688,-37.897448845614015,1
51-65,UK,64,D,C,B,D,160.20787149246837,-128.2207125171741,0
36-50,Germany,79,D,C,A,E,-39.127204816373734,-126.21875763945265,0
18-25,Other,36,E,D,C,B,-1.0089432989677536,22.6691556156065,1
26-35,Germany,40,D,B,A,B,-7.42654304101977,35.61220513665083,1
26-35,UK,24,D,D,B,A,50.51919741898692,-232.782322891912,0
36-50,Germany,23,A,A,C,A,30.05112809590134,-35.8103153151803,1
18-25,Brazil,36,E,E,C,D,12.691249567631049,-33.66309543448332,1
26-35,US,47,D,D,D,C,64.12456694708688,-20.572330359415183,1
65+,China,56,A,B,A,D,7.264205917216509,40.13974564104928,0
36-50,India,32,E,E,C,C,11.45744763287435,205.62163004585742,0
36-50,Mexico,69,D,E,C,E,99.85096139182023,67.23459481628589,0
18-25,Brazil,32,B,A,B,D,68.17935039943276,19.76050157136755,1
18-25,UK,36,D,E,D,D,33.36841705443822,160.19176948254724,1
51-65,China,74,C,E,C,C,75.6570699840279,-16.75851998593043,1
51-65,US,35,D,A,C,B,-0.11292061656676045,1.3600799572810474,0
36-50,Brazil,63,D,D,E,C,-67.27641442577584,117.54938115803817,1
18-25,Germany,21,A,B,E,C,46.784233676272805,80.53253027888776,1
18-25,UK,68,B,E,D,D,-10.724936249657686,51.290913224370605,0
26-35,UK,19,C,E,B,E,195.46946153160025,-10.031680458938885,1
36-50,Brazil,38,C,B,C,E,-27.710637363826557,71.20513720488917,1
51-65,US,70,D,D,D,D,181.6096289690145,117.6107394418777,0
36-50,Mexico,52,B,C,A,C,-89.58488647246642,46.57752098691082,0
65+,Other,67,E,C,B,B,27.750571010537218,83.13467725308318,0
18-25,India,39,D,B,C,A,-43.81131168804714,-70.52156088376708,0
51-65,Germany,68,E,A,C,E,33.28746303699448,72.17238751262846,1
18-25,Mexico,24,E,C,D,D,-148.6769048123302,-94.31247487254922,1
36-50,Brazil,21,D,A,A,C,-19.762600628441795,-32.32422485646375,0
51-65,UK,64,C,D,A,A,-47.8764666638582,117.35543977440177,0
36-50,US,42,A,A,B,A,-39.07848660329858,-51.10926525138954,1
18-25,UK,59,D,E,B,A,41.25719183696149,-64.45761839679786,1
51-65,Germany,36,C,D,C,D,-29.832121237749426,-124.34754335004638,1
18-25,Mexico,66,E,E,C,B,54.240836934575086,-10.46896191316004,1
65+,Other,44,E,C,E,C,20.68357141458425,62.17225967900683,0
26-35,Brazil,54,E,C,E,E,-102.12535007741761,-46.63184125681393,0
26-35,Brazil,45,B,A,D,E,123.62038003997395,-68.3918620451649,1
65+,Germany,22,D,D,A,B,38.70949700971666,94.1279071098784,1
51-65,Other,37,B,D,E,B,5.044594484949543,14.530102776883497,1
51-65,US,78,E,B,B,B,133.3830768380653,-11.985382585554229,0
18-25,Germany,55,E,B,A,D,-183.53956809937804,69.21523007163653,0
26-35,Other,54,B,C,E,A,-42.26557254489039,-255.33866067476043,0
18-25,Germany,42,D,A,A,B,-87.33002465650841,-7.6432643911267455,1
51-65,UK,66,D,C,D,D,-50.7183901781585,155.0631863695446,0
65+,US,70,B,D,D,A,181.8890390383694,90.76614723864203,1
18-25,China,67,D,D,C,A,-113.777123113377,50.069599002860876,0
18-25,Other,28,A,A,B,A,-37.8089618262956,170.01971796590058,1
18-25,India,65,C,B,E,C,33.40142353227614,104.0922345816236,1
26-35,US,62,D,A,A,A,-268.2116380276936,-8.549896257798405,0
65+,US,64,A,A,A,D,80.03250374027877,83.6832374558542,1
26-35,India,49,A,E,E,D,-52.48066295620977,-89.94136763196799,0
26-35,Brazil,74,E,D,A,A,70.90493148382342,63.40302107933563,1
36-50,India,20,C,D,E,D,-133.63368388901472,81.84541534983084,1
26-35,India,79,C,D,C,E,-86.64885210227881,-186.85591766062186,1
51-65,Other,37,E,A,A,A,-81.0243316712701,-136.5133057704295,0
26-35,Germany,74,B,D,C,E,-43.312276396865386,-40.632434085172505,0
26-35,Mexico,35,C,D,A,E,-3.3629868567514243,-9.6989534415641,1
65+,Mexico,77,D,A,B,B,-135.69262818649418,3.9515056151186085,0
65+,India,25,D,A,D,C,236.438096823702,12.248874189150262,1
51-65,US,24,D,B,E,C,-43.52330105767372,73.95656884001622,0
26-35,Brazil,63,E,B,B,E,-138.20104609272457,-31.107935708749512,0
51-65,UK,31,D,B,C,A,-52.34845974467505,-22.256435308692836,1
36-50,Germany,74,C,B,A,E,-34.89319571895879,56.27846528967261,0
26-35,US,30,B,D,A,C,199.77797213821756,-25.203080257697263,0
26-35,Other,48,A,A,A,A,-48.36329717131995,29.168282902757998,1
26-35,India,38,D,D,D,E,23.922506944416718,-89.42895864149996,1
18-25,Other,22,E,B,E,C,34.31416846638976,-5.112811915679013,0
65+,Germany,32,B,D,E,B,25.1757186658558,-136.04305601938276,1
26-35,China,77,A,D,D,B,23.238081240559644,-1.5131931888996473,0
36-50,Other,60,C,A,B,B,-93.12545043406887,72.4742861841482,1
65+,Mexico,45,C,D,B,C,-5.736703843782812,-55.84298763155765,1
26-35,Germany,60,B,A,D,E,163.02518363900057,-93.4011680433032,1
51-65,India,51,B,E,B,B,-4.185140972222394,125.54645525558064,1
36-50,China,27,A,D,D,C,15.591533235038185,140.7219907732108,0
26-35,Brazil,32,B,C,B,B,2.8381299349786655,67.76555141146,1
36-50,China,49,B,D,E,A,58.00969789844912,97.070309951612,0
36-50,China,52,B,B,B,A,4.170825524278077,233.45755927738924,1
26-35,UK,45,D,A,D,A,46.69449455228337,50.23735340445196,0
26-35,Other,44,B,B,D,B,-54.005350688728015,65.40744315617967,0
65+,Mexico,38,C,E,B,A,61.421527206670724,18.1939258648685,1
36-50,US,54,A,E,D,C,-33.58838495304763,38.190473840582015,1
18-25,Other,19,D,A,A,B,95.79839556491908,-24.371340498663727,0
65+,Mexico,68,C,B,C,A,-154.93348852553643,52.975970564384845,0
26-35,Mexico,60,A,A,A,D,-65.66172862256758,-87.02196532724786,0
51-65,Germany,48,C,E,D,B,-16.609114253189965,-98.01721997611679,1
51-65,Brazil,28,D,D,D,A,-5.719929386098843,120.52169303389147,1
26-35,Brazil,69,C,E,A,D,128.0487671660981,-6.078051611376719,1
51-65,China,20,C,B,B,A,32.16042469787727,-48.830288425831334,0
36-50,Brazil,46,D,D,A,E,-38.30508287403755,23.650320924203257,0
36-50,China,74,E,B,E,A,201.84351400478664,110.96837073841179,1
18-25,Other,77,D,C,E,E,155.14545790548576,-88.2034381793177,1
26-35,US,66,C,A,D,A,-239.47909323769326,115.56331070197818,1
65+,US,79,A,C,E,D,83.69837501697562,-166.20472758977897,1
65+,Mexico,36,E,A,B,A,-141.53488212645397,65.45857947368698,1
18-25,UK,67,C,C,D,B,-41.26139607444506,47.44354878838158,1
26-35,UK,64,B,B,E,E,101.13148505836666,-125.84390129519463,0
51-65,India,25,D,B,E,B,-23.207775035023385,-63.39663479311341,1
36-50,Germany,63,E,D,B,B,-14.518290627745282,-179.77149954974664,1
65+,UK,57,A,E,B,D,-106.90246036391775,-55.58519111828563,1
65+,Other,36,C,B,E,E,169.906893158112,201.6673823020925,1
36-50,Mexico,47,A,B,E,C,50.03283849406913,-41.88984454366326,1
51-65,Mexico,39,E,E,E,E,-45.96297849063417,-41.60554581895497,1
26-35,Mexico,52,E,E,B,C,-68.55469462361845,-131.3023362966321,0
18-25,Germany,21,A,C,A,A,-70.9577795993524,-66.32139292160903,0
26-35,UK,49,B,B,A,E,-59.190336031024756,-82.41457321304443,0
26-35,UK,33,C,D,A,D,-96.5033281345041,-7.9405536481361745,1
51-65,Brazil,34,D,C,E,D,62.57238105963601,-140.38753830872437,0
36-50,US,31,D,A,A,B,8.81911441149395,-30.159788073779453,1
26-35,China,19,B,B,A,D,264.486134427023,92.25367527029329,1
18-25,US,27,A,B,E,E,53.043656466961096,143.59745864498893,1
18-25,Other,35,E,B,D,E,-95.4355549082549,-13.901653791604796,1
65+,India,53,B,C,A,A,27.699466360712428,124.44037064723987,1
36-50,Mexico,77,D,A,A,D,25.841560105945955,-71.48437140691162,1
36-50,Mexico,50,E,E,B,D,23.902905413258722,175.51844504766646,0
65+,Brazil,43,A,A,A,D,132.93347425740183,-44.971611752393045,1
65+,Brazil,24,B,E,D,E,111.3015137875758,44.02788315426581,0
18-25,US,20,D,C,B,B,-67.02644163410793,-26.265464130358573,1
65+,UK,48,D,C,E,B,-153.9256333372234,82.724847770595,0
51-65,Other,58,E,C,C,B,78.1663733950207,118.63531585591265,1
51-65,Brazil,67,B,E,E,B,49.24324142144329,77.36746266684693,1
18-25,China,32,E,E,B,A,30.77466347158338,-84.00381050810914,1
26-35,India,49,A,A,E,A,-10.28876865903766,-86.15167593718516,0
26-35,Germany,29,B,B,D,D,-40.66817432280895,156.30871763848097,1
65+,Mexico,62,D,D,C,A,-164.50380057706934,-89.95368292190302,0
65+,Brazil,61,B,A,A,D,-166.0040007623715,-78.35061003561826,1
65+,Brazil,34,E,C,C,B,134.09596153411908,64.64716017866694,0
18-25,UK,64,E,A,B,A,80.91730442972394,15.629779551412263,1
26-35,Germany,74,D,E,D,E,-149.63674103921167,-121.8256918343956,1
26-35,US,57,B,E,D,E,40.919941084114235,-138.35708993921614,1
65+,US,29,B,C,A,D,-15.699635835806186,211.04089584154053,1
36-50,Mexico,62,A,C,A,B,-4.640586732568568,101.98959123948008,1
26-35,Brazil,77,D,C,B,D,-25.846352846307276,11.910250843965507,0
18-25,Germany,60,A,D,B,B,-31.133777933488627,94.9781368201225,1
18-25,Brazil,79,C,E,C,D,138.6645350053109,-122.63644832341667,0
36-50,China,74,E,E,C,B,36.88823169381074,-33.005522750605884,1
18-25,UK,37,B,B,D,A,27.009875998758503,-73.083427483147,0
18-25,Mexico,23,C,E,D,A,47.51211849649826,-65.27527739896391,0
65+,India,52,A,D,C,E,129.34032054277776,-30.939952115321585,0
65+,India,60,E,A,E,E,-40.085653958001295,-4.768690786323818,0
18-25,China,29,B,D,B,B,14.428252140805284,33.959390497679635,1
26-35,UK,69,B,D,A,E,170.20045505261086,-18.54167123189459,0
36-50,Mexico,18,C,B,C,E,-249.0168931273148,-179.3013326659711,0
36-50,Other,74,A,C,A,B,-179.6622031275727,-120.42750776746199,1
18-25,Germany,66,D,D,D,B,71.04200785329935,100.62710110664075,1
26-35,Brazil,59,E,A,A,B,35.83631940193515,-87.83511159505224,0
26-35,US,31,A,C,A,B,173.9884770802748,62.611117203626875,0
65+,China,52,C,D,A,E,98.17390439355219,-128.51333606622276,1
65+,US,30,C,C,E,A,-39.20710044516332,84.97324801868577,0
36-50,Brazil,26,C,E,B,A,-126.90793384209917,17.110032295397875,1
51-65,China,50,D,C,B,B,106.70940969786311,11.247680270590656,1
18-25,UK,63,E,D,C,D,10.898363615982902,148.97868717292053,0
36-50,India,59,D,A,B,E,157.28269538598815,90.29896650375251,0
51-65,China,25,D,E,D,C,102.9560463135236,-58.021937586450974,0
18-25,Other,18,C,D,E,A,-36.78026313384708,127.01778507872454,1
26-35,UK,25,E,B,D,B,-29.469219989979628,13.735426712238885,0
51-65,US,62,A,C,B,E,-17.134992307306014,134.30804676465286,0
51-65,Brazil,45,E,B,A,A,-79.96787454010622,143.59268255096885,1
36-50,China,27,E,A,E,A,-132.7763998128634,-25.690655524427587,1
65+,India,49,B,B,C,D,124.22036874886923,-20.400875162409527,0
51-65,Other,42,D,C,E,C,38.011694761479845,-213.6565459198098,0
36-50,China,45,B,A,D,C,111.57525594030189,30.027735548698033,0
18-25,US,61,C,D,D,E,-108.0726900149922,-25.609819670209472,0
18-25,Brazil,58,E,B,A,E,104.16588632936536,8.010848969500808,1
36-50,UK,75,C,A,D,E,53.29152519708252,22.765415143006354,1
36-50,US,29,E,B,B,C,-87.82255261012885,-110.70528009447607,1
36-50,Other,76,C,B,C,C,5.677188322730351,-75.01785918712484,0
36-50,US,42,D,E,E,D,-98.59946645768211,67.00728030907442,0
36-50,UK,62,A,B,A,E,-11.188998664040065,-55.216070279635865,1
65+,India,38,C,C,D,E,27.324873915989933,-13.32277284980195,1
65+,Mexico,67,A,E,A,A,55.5839546731622,-0.3307473430733001,1
51-65,Germany,34,C,B,B,C,-181.5195655210418,-155.26959733700622,0
36-50,Germany,30,C,B,A,D,143.57790953398734,-38.6165900787131,1
51-65,Brazil,36,A,B,D,C,-245.7051798590391,145.84897510358553,1
26-35,Germany,64,A,E,B,E,-13.747926624314305,153.048211587525,0
51-65,US,41,B,C,B,B,-118.05067061132186,147.11792815304722,0
26-35,US,30,A,C,D,B,29.96862513593411,61.63696580879432,1
18-25,Other,76,E,A,A,D,-52.85978373907009,7.011966127500094,0
26-35,Other,68,C,A,A,C,16.821543530845823,112.15207700906822,1
18-25,US,21,A,A,A,D,148.14306321749896,125.89189346539096,0
18-25,Mexico,63,D,D,B,D,-117.40579614264814,49.804385519220894,1
26-35,Germany,50,C,B,B,A,-113.58552908925132,-84.08158298836406,1
18-25,UK,41,A,A,A,C,61.56563116698269,73.27202960866602,1
26-35,India,47,A,C,E,D,-13.42795413412397,-75.97420636150477,0
26-35,India,73,C,B,E,A,-105.40887165112103,123.57106572215044,1
36-50,China,57,C,A,A,D,150.51277726868096,73.7648556752214,0
51-65,Mexico,51,A,B,A,B,35.0553077390999,118.61179915188707,0
51-65,Other,24,D,C,C,A,-143.71934447842153,2.147465503726843,1
18-25,Germany,78,D,E,E,B,147.69776238837608,81.78181727001183,1
51-65,Mexico,50,D,E,D,D,-16.362855959333356,-22.456402984780226,1
36-50,UK,74,C,B,D,E,-6.216157759580755,-222.91706862860417,1
51-65,US,48,D,E,D,E,-57.60424317510194,-11.373167196080662,1
26-35,Mexico,22,B,A,D,B,-41.11661624032356,-69.60476129852053,1
18-25,Brazil,39,C,C,B,C,-80.48613517828024,-122.42558854873826,0
18-25,Brazil,35,D,D,D,C,-8.728781809753801,-40.572785403926034,1
18-25,China,60,B,A,A,B,62.32200507122655,62.70171434960914,1
26-35,UK,75,E,A,C,A,-120.04657901680457,117.30581736712746,1
51-65,US,19,D,A,E,C,3.2379272931302014,12.723797454137625,1
65+,UK,30,B,A,E,D,-154.16536376745643,-97.1025731697426,1
26-35,Brazil,33,A,D,D,E,-149.84800892003824,22.563989968024167,0
18-25,Mexico,55,D,D,E,A,29.87213240411044,-92.9206200812503,1
18-25,Mexico,34,E,D,A,D,61.88063698881878,47.43499108642821,1
36-50,UK,23,C,D,E,A,30.543210132590715,48.018636721273786,1
51-65,India,18,B,C,E,C,54.07267825354164,40.471736941888224,1
18-25,China,67,E,D,A,D,-33.0047593783431,-25.955693331222207,0
18-25,US,58,A,E,A,D,65.86608169365049,91.896128570066,1
65+,Other,52,C,E,D,C,10.333681335058149,152.00478060297547,1
51-65,Brazil,34,C,B,E,A,-106.68390973466731,-35.45549706608637,1
26-35,India,39,E,E,E,D,73.0711192580468,52.506881029658445,0
26-35,US,54,E,E,D,D,12.177969758360119,-23.671285514959813,1
18-25,UK,21,A,C,A,C,107.59569665746771,119.45588177781548,1
18-25,India,79,C,A,A,B,8.863747411354245,-61.63008186911042,0
36-50,Other,25,C,D,B,A,-3.610042975265182,98.96353725932399,0
26-35,India,18,C,D,E,C,-113.9470164858635,79.79557648165515,0
36-50,Other,46,A,A,C,E,0.07143309585265066,-129.37849118896182,0
36-50,Brazil,72,E,A,C,B,-28.94515555650437,61.50996288699779,1
26-35,Germany,48,A,B,D,E,-90.86116177712898,-23.386219251528498,0
36-50,Germany,42,C,D,C,A,-0.9054696363024732,-122.06349762853297,0
26-35,Brazil,43,C,D,E,C,42.11362465767179,59.456710717342396,1
26-35,China,38,C,E,B,A,46.44971485816469,49.73139939845816,0
65+,Mexico,48,C,E,A,D,12.699551193409514,72.00267157969627,1
36-50,Mexico,64,C,B,A,B,-148.47160396240517,-45.42584830140713,0
18-25,Mexico,64,E,E,D,E,21.448434370938337,204.70734720904505,1
51-65,China,40,E,C,B,D,-50.93506201214784,7.854333922144184,1
26-35,UK,41,E,E,C,D,87.39333819091816,-112.49649882758229,0
