orientation,RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Heterosexual,Hispanic,A,102.4411496716775,C,92.63387876249286,C,138.20210630474207,E,0
Homosexual,Hispanic,A,287.2606757572138,B,-172.7944859864485,E,83.1661440612904,A,0
Homosexual,Black,E,27.264256001391995,C,-228.49106980950623,B,65.12950793297676,B,0
Heterosexual,Asian,B,-68.42455128838255,A,128.55315409840983,D,-90.42431397107762,E,1
Homosexual,Other,B,-77.29385329628231,D,-116.01455804345537,A,63.9554161368181,A,1
Other,Black,B,92.20501723125662,E,-51.16695854744824,C,187.2479623866,A,1
Homosexual,Asian,D,101.07512232263203,A,-102.94215805073408,A,209.19141752148073,D,0
Homosexual,Black,C,-160.2188358033005,C,-126.17531251358454,B,-40.24197543656699,B,1
Homosexual,Black,B,116.47673733029913,C,33.067517328645366,C,27.746879153981446,C,0
Other,Black,B,-73.50091013930056,E,-98.27257200610731,D,153.74471332006348,A,1
Heterosexual,African American,A,35.01279688710168,B,-55.67717784464067,C,187.15790647981706,C,1
Homosexual,Hispanic,D,68.14022084976779,A,3.6512481589426895,A,27.856632748249176,A,0
Heterosexual,Hispanic,A,-152.87219466395152,A,-152.9618749127504,D,-180.7355408032023,B,1
Other,Black,E,99.92857442878436,D,-71.66137340416729,A,76.37149763034739,A,0
Heterosexual,Asian,A,-73.7530078909376,B,56.736284182833586,D,18.39837008935113,A,0
Heterosexual,African American,D,33.95842388243596,B,4.976067681678652,B,12.818209240303585,E,1
Homosexual,African American,B,183.1802582934369,C,-185.69647338934297,B,-192.83443558113794,D,1
Heterosexual,Other,B,-112.99298682429291,A,188.29486720310015,D,211.5435710928304,B,0
Homosexual,African American,B,3.829178675642222,D,-233.38191407399086,D,-11.211069553546528,B,0
Homosexual,Asian,B,-64.49734984594637,B,19.19595156503348,D,10.310616062562156,C,1
Bisexual,Asian,B,-17.358062198500328,C,-23.295994433858073,D,46.03079919221083,D,0
Other,African American,B,63.055174142802386,A,70.70829456657452,E,27.97782259850439,A,0
Bisexual,Black,E,-29.60602564316742,B,-56.23751798745475,D,43.54733433357026,D,0
Heterosexual,Hispanic,A,-202.23750021166208,E,107.41619450148275,D,22.789637744820407,D,0
Other,Asian,E,-66.16733276839244,E,-173.17989934464083,C,33.14028309081924,D,1
Homosexual,Asian,B,40.814105706749125,C,7.8224580950005045,B,-110.04941200249515,E,0
Heterosexual,White,A,-24.631118705738505,A,149.6210103432534,A,-91.10058788879745,E,0
Heterosexual,Hispanic,A,-73.64771895953162,D,131.69570323401018,E,31.37121136050252,A,1
Heterosexual,African American,E,85.59052520254141,B,-50.44037995504587,B,-168.70654976196437,E,1
Other,White,B,89.4495609621136,E,-201.2542523145503,B,41.11978494200393,B,1
Other,Black,B,-15.567826841449985,A,-4.395243289939615,E,-46.226967952150204,A,0
Other,White,A,167.88197094706507,D,-106.29616137916706,E,16.4110559667756,D,0
Other,White,C,-63.17644274303693,E,64.21511205790361,D,44.81501998248928,A,0
Bisexual,Black,D,-4.245172593784566,B,-32.10899101878958,B,-50.90834028969233,A,0
Heterosexual,Asian,E,-127.18527810301845,B,54.922578444968664,E,-43.039412606188975,B,1
Homosexual,Black,B,-9.809865635205043,B,-95.13573596921168,D,-14.47789631061753,E,0
Bisexual,Black,A,-86.69315018508385,D,189.45115375346094,C,-127.8704988498617,C,1
Heterosexual,Hispanic,C,-83.48275506367466,D,33.51781439487678,C,99.59817277057493,B,1
Other,White,D,-11.208721015588727,E,4.295184216809708,D,-77.16181951679124,A,1
Heterosexual,White,E,-95.33300163850676,E,-46.11490300334028,A,-32.62822414981685,C,0
Heterosexual,White,C,1.979464902589398,C,18.528849392416447,C,-139.43141728009013,D,0
Other,White,E,-75.1768421208185,B,169.74050138409464,B,-117.83629915275284,B,0
Homosexual,Black,C,65.73832969653276,C,-15.419181864804871,A,-37.574005662512135,B,1
Homosexual,Black,A,-8.913056553426172,C,70.63902721467556,A,317.30688588736575,A,0
Heterosexual,White,E,4.079020058225099,E,-122.24527193463824,A,62.580507025314304,E,0
Heterosexual,White,B,-55.32399601860829,E,86.10593699624123,D,14.985631209278283,D,1
Bisexual,Hispanic,E,-95.47250284391313,E,-52.79626576679518,E,38.386668341544464,D,1
Other,Black,A,26.667885726629265,D,6.998472599699392,A,123.6614450521067,A,0
Bisexual,Black,B,67.85205778264381,B,-27.61209597021966,B,22.338429067974673,B,1
Homosexual,Other,E,116.8585972507743,D,24.06053301318158,E,191.6203897259595,A,0
Bisexual,Other,D,27.51694480319386,A,4.330475820242273,B,279.8401285767966,C,0
Other,Hispanic,E,29.17160075421496,E,115.16726433750246,E,20.991288457856548,B,1
Heterosexual,Black,D,-167.30048530740774,B,19.988633231758158,C,-99.75299083122684,E,1
Heterosexual,White,D,128.60720634022164,C,115.94128085286093,C,27.154752444524622,A,1
Bisexual,Other,E,44.3676582018888,A,-39.4120846627884,E,-37.03105082251909,A,1
Homosexual,Other,A,195.49329513616013,E,3.133208368844757,B,-44.67416294097382,C,0
Homosexual,Black,D,8.9722806579104,E,127.62666230320707,A,67.65751600896543,A,1
Heterosexual,Other,B,-68.82065709381065,C,-113.92022074751158,A,-62.72937574035049,D,0
Other,Hispanic,E,-116.18336641089071,E,53.362244319494366,B,-23.983594259685535,B,0
Bisexual,White,D,-19.065151868337303,B,88.91408703650555,A,-105.60939063035164,A,1
Other,Hispanic,A,27.085025627168047,E,14.683740005133284,B,-32.83162862017423,C,0
Homosexual,White,A,-130.091355472642,D,214.87155416846514,B,-220.07494964509334,C,1
Other,Black,A,28.15739883951917,A,54.45438820259842,E,93.02757424306915,E,0
Heterosexual,Other,C,72.75275142152043,A,-77.13284508232329,B,-211.3723821581062,D,1
Other,Asian,B,66.20022357781926,D,-206.04141024114924,D,46.315451694300464,D,0
Heterosexual,Hispanic,A,-38.82808858926967,C,-93.05294400240292,D,-53.28750004348248,B,1
Other,White,B,-93.85568790186593,C,-24.929855973281178,D,138.6240754947851,D,0
Bisexual,African American,D,39.64316677310472,A,10.57078747087534,D,4.615247591211518,A,1
Other,African American,C,125.12263969030337,D,-205.30288229222182,E,166.419755612333,B,1
Homosexual,Black,B,95.863146731002,A,-73.45862962791163,D,-25.237776729986845,A,1
Bisexual,Asian,B,177.82382434069163,A,41.18102938357203,B,-53.93296988698572,C,0
Heterosexual,African American,E,-48.44256638954347,A,195.97491271777275,C,-329.4085008174915,E,0
Homosexual,Other,E,-84.73151715913491,E,10.825690868041045,D,-101.78376848801172,D,0
Homosexual,Other,E,137.30668913501526,A,-141.15930315536508,D,-44.4828058263853,E,0
Other,Other,D,-16.936924674044697,A,64.10453529633811,D,-31.8880597675806,E,0
Other,Hispanic,B,7.452648317192562,B,105.86274383313933,D,74.16380315244054,C,0
Bisexual,Other,A,-16.106424293114525,D,63.87497495083792,A,-18.943037892439428,C,0
Heterosexual,Asian,D,51.91534628864076,A,118.77653578267365,E,103.16953296675469,E,1
Other,Asian,B,32.02535744536947,A,-126.71878770562415,E,42.90582216004647,B,1
Bisexual,African American,B,96.17053016485183,A,-78.01363327040963,A,-6.999843522050984,D,1
Bisexual,Other,C,106.2128493948437,A,-8.96671473539099,B,-137.38654193105322,E,1
Bisexual,White,D,-140.79231314962146,C,70.44696887441562,B,82.73242044140771,B,1
Bisexual,White,C,83.99103146850726,D,72.91980965565527,B,61.277353334754046,E,0
Other,Asian,A,179.51041124316862,E,29.855990458635524,E,116.74707893101896,B,0
Other,Other,E,34.58660861268905,D,11.84618646503108,D,-102.66824371748986,A,1
Bisexual,Other,A,-137.26008470942597,A,28.988651275688092,D,188.39398414592983,D,1
Homosexual,Black,A,-126.18541347802798,D,18.440173061532107,D,79.58147980897985,E,1
Homosexual,White,A,-20.318428439270665,E,-22.399564890624692,C,-62.36090135672826,A,0
Homosexual,African American,E,-16.157344177198212,E,52.81862166990743,B,24.861072975460054,A,1
Bisexual,Other,E,4.297332560437692,E,120.99028918288062,D,-44.99034699803144,B,0
Bisexual,Hispanic,B,-6.032548512968114,E,-1.330135932544682,E,132.29634017921376,A,0
Bisexual,White,E,-42.79567966596615,D,-43.289131973792976,E,-168.3996369092419,E,1
Bisexual,Asian,C,71.13459750664062,C,-56.67369820384229,C,154.21482973230422,E,0
Bisexual,Black,A,-64.87043039958077,E,-89.35229150846932,A,133.66406684567275,C,1
Other,White,B,21.961130536216228,A,-48.8019616102487,A,193.92713218614804,C,1
Bisexual,Hispanic,A,-176.66983926633117,B,-82.42993135930725,B,-21.266585070877877,D,1
Bisexual,African American,C,86.99870098014833,C,-1.0489943987596495,B,-64.07739738599261,C,0
Heterosexual,Asian,C,138.062516761173,D,-34.38549537307855,A,-101.77436715941761,E,0
Homosexual,Other,D,111.80767919161173,E,54.313328499080505,B,-24.791954272484453,D,1
Other,Black,C,217.1662512221614,D,-34.05110995486892,A,119.89109963621816,A,1
Homosexual,African American,E,-267.6468380756089,A,-99.20477365488303,E,-66.8409093963536,C,0
Other,Black,C,38.52692611709357,A,-53.92989596530854,B,-79.26898910579237,A,0
Heterosexual,White,E,-244.40339273702944,E,120.15560198044042,B,-60.41140635213098,A,1
Other,African American,E,-200.56126067301622,B,-159.77998820585455,C,-73.50594072838868,D,0
Other,Other,C,-14.950942321810807,E,19.912287346937546,C,87.40439552954825,B,0
Heterosexual,Asian,E,-14.575649566834992,D,-28.43030012468311,B,-155.30485346008157,E,1
Other,African American,E,111.79104129812487,E,-24.40614569635145,A,-126.52747095266932,A,0
Heterosexual,White,B,-114.19888273187986,C,-13.82255684001631,C,65.66387920003274,A,0
Bisexual,African American,E,-90.69001657330294,A,-62.77454935678202,B,-21.17144275018077,D,1
Bisexual,White,E,37.65663128547698,E,-97.96627942407596,A,50.764007978789905,D,1
Bisexual,White,C,25.657653042030127,D,-142.00771743636153,A,277.69262084346445,B,0
Bisexual,Black,B,-55.02806524932132,E,116.92850077351436,D,71.73032983601509,B,0
Homosexual,Hispanic,E,-50.222035666598686,E,33.58518094423831,D,-135.57262866552495,B,0
Heterosexual,Hispanic,E,47.94917985427728,A,29.541036069208282,E,28.47008114898713,D,1
Bisexual,African American,E,75.6439079568069,B,219.31090800045192,E,-126.00973294178443,C,1
Other,Black,D,76.40736614058234,D,5.678205246373761,C,40.07820737578454,A,1
Homosexual,African American,C,55.50546435295616,D,66.64801539423507,D,224.69555017755468,E,1
Heterosexual,Hispanic,A,1.2762885863268416,B,25.889060235582374,E,128.29647034276036,E,0
Other,Other,E,-124.0270049415891,C,262.5409894500259,A,142.29333369971496,B,1
Other,African American,D,2.589567645947589,D,-93.45711764910342,C,-157.98188214559872,B,0
Homosexual,Black,A,20.026287234761345,E,101.14283251757958,A,95.92659756203248,C,1
Homosexual,Other,E,-118.51803140681649,C,93.90250289867615,A,204.83582415449578,E,0
Other,Hispanic,A,-8.836200360837717,D,-11.015467820862906,B,-35.51443909079849,A,1
Other,African American,A,-27.280058833931303,D,-0.1355689702826285,C,-72.13242345226749,E,0
Homosexual,White,D,-105.33847878656834,B,-17.314242231390892,D,-20.613535727817727,A,1
Bisexual,Black,A,61.23104047465083,E,-73.6477626081515,B,-63.17592399333396,D,1
Bisexual,Other,A,36.37919043744727,E,58.391137954896,C,-160.12938780062285,D,0
Homosexual,Hispanic,E,-38.67211121556309,C,-212.88307516776408,A,-47.45255518167991,C,0
Homosexual,White,E,60.02194100693138,B,-89.20818128192852,B,8.819237524272847,C,0
Bisexual,White,D,6.242402631823793,A,125.70439778059983,E,70.79629795769921,D,1
Other,Black,D,87.94398721683538,B,-60.99426547358428,E,-163.392965282486,B,0
Bisexual,Asian,C,4.0371864904192565,D,-17.42884029594722,E,78.36167342607526,E,1
Heterosexual,Hispanic,B,-103.19376773567429,D,-147.0498805187073,D,6.972183113160788,B,1
Heterosexual,White,C,-80.77456829786891,D,71.47148967865706,C,-25.666736980510674,B,0
Homosexual,Other,B,-11.034546252709635,C,-215.59748303766747,C,52.12322111839918,E,0
Homosexual,African American,D,42.769740401472106,C,-126.25801153600848,C,-22.185475403203633,B,1
Other,African American,C,14.051884785633009,A,-45.72775372667373,A,99.31382378683516,E,1
Other,Black,B,-2.73869352909599,C,152.208815475356,B,-80.90662479834295,D,1
Other,Asian,A,38.69830846695162,A,-131.80116391423218,C,103.47797817056457,E,0
Bisexual,Black,B,34.10309304267083,C,35.01471144039922,E,-297.5051360355844,E,1
Other,Asian,C,135.18124424326473,A,-1.2340206076669165,C,105.56209447342637,B,0
Bisexual,White,C,81.30377492836796,A,203.26115354928783,C,-164.09511136114205,C,0
Bisexual,Asian,C,-154.75941430050935,E,-119.62937325569905,A,-143.40537573275873,A,1
Bisexual,Other,D,79.99801705204605,E,-76.67340096051849,A,-184.2961921029245,C,1
Other,Asian,D,-202.01249186123061,E,-17.45516267608601,E,28.390914110009863,A,0
Other,Other,D,-120.03073709468973,E,31.912886278982594,B,-20.23175609748739,A,0
Heterosexual,Other,C,91.3591302265548,C,0.44881878053835267,B,-115.72477731999314,C,0
Other,White,C,9.57263352805488,E,-59.79328988623146,D,-58.873468052736285,E,0
Bisexual,Hispanic,C,47.233594760193235,B,40.88183471502993,E,186.03516258956742,A,0
Bisexual,African American,C,-50.6610733577747,D,30.051230577900835,E,-236.540745031643,E,0
Other,Other,E,-215.69020290192813,C,-183.30707200953103,E,-61.503614371080396,B,1
Heterosexual,Other,A,-232.24333881206428,E,45.85180476250219,C,19.12836721317565,B,0
Heterosexual,Hispanic,E,36.637069119169226,D,-49.979821413847134,A,-73.48408800249011,E,1
Homosexual,Hispanic,C,62.702135839126726,D,111.55270271756189,E,57.14381447974013,A,1
Bisexual,White,A,122.94393444097346,E,118.37765881258943,A,-47.52073417907848,B,1
Other,African American,E,21.370841528290036,C,-25.456459574081997,E,13.85162998060269,D,0
Bisexual,Asian,C,-160.23117541204968,D,13.540161213187703,A,10.843303882283504,C,0
Homosexual,Black,E,90.52188013965983,C,25.038516556861534,C,-11.169746491363844,E,1
Homosexual,Other,A,16.399860413461838,D,14.149600893733869,D,-77.84323453493678,D,0
Other,Black,C,42.225973160177816,D,17.882156475935908,B,180.72021711647054,D,1
Homosexual,Asian,C,41.053199335098434,C,91.35348621688519,D,-43.810683616874925,E,1
Heterosexual,Other,B,134.2634061289297,C,5.422684904099722,B,-232.7221769879577,E,1
Bisexual,Hispanic,C,-74.01639460539026,E,-46.15780996738161,B,60.23624578703088,A,1
Other,Hispanic,C,35.97690269648366,B,-19.783877886122685,D,83.92413980688849,E,1
Homosexual,Other,C,-104.50896002581167,C,171.21215757630833,D,89.22396711821386,C,0
Bisexual,Other,C,-111.7501939371472,E,228.47376705505235,B,57.83592468243967,E,0
Bisexual,Black,A,-343.92054213788566,C,-53.08489836032406,B,-128.5641397794824,B,1
Homosexual,Other,B,-76.05530187408856,E,-62.44063377800777,B,-24.338001668111417,E,0
Heterosexual,Other,B,59.433870608622364,B,20.222435312531033,D,5.854890640175373,B,0
Homosexual,African American,D,-94.37897361067104,C,42.88267246284494,B,103.23715164427824,E,0
Heterosexual,Asian,A,-59.44467672436544,E,25.132547925504035,B,-72.63372451213236,C,1
Heterosexual,Asian,B,44.68129371496458,B,-112.50883775356462,E,84.68626797698988,B,1
Homosexual,Hispanic,C,-128.81276144996923,B,-255.17776423034104,C,132.29808956598853,C,0
Heterosexual,Black,B,-53.6140846260308,B,-85.67165018087859,E,9.329897645224397,D,1
Heterosexual,Black,A,-15.480076946396492,A,-55.94973189182719,A,93.89460570490564,B,1
Homosexual,Hispanic,C,76.6452728029233,A,184.8373639115556,C,-13.333242740242055,D,0
Heterosexual,White,D,-7.684952992572656,A,-105.78405481791916,C,20.09645979091935,A,1
Homosexual,African American,E,-53.18652645677715,C,-125.86970471127552,E,134.1105840433409,A,1
Other,Asian,B,36.327879182092694,C,-42.593909792530475,C,163.38246031363133,B,1
Heterosexual,Black,D,35.97528351215175,D,0.4851295375641826,D,117.70877028871674,E,0
Homosexual,Black,C,-37.88963300780636,B,-20.39686999775166,C,-75.00395842537095,B,0
Heterosexual,White,D,11.079956461695584,B,-111.89327465216373,E,117.1889315727706,A,1
Heterosexual,Asian,B,115.33460278621878,E,-37.033941971363696,D,74.33589766766463,B,0
Heterosexual,Asian,B,-136.18909508145066,E,148.01915845991843,E,-67.88540748803176,D,0
Heterosexual,African American,D,-13.88199867754443,D,-100.37760984034212,D,77.34854115237695,D,1
Other,African American,C,230.176910614014,C,19.289034695156154,B,-62.20325750177859,B,0
Bisexual,Black,A,42.74330010810423,B,22.001470956726223,E,-87.99474484550922,D,1
Homosexual,Asian,D,140.2837476779929,C,-109.69837923527636,C,-106.65572915648478,E,0
Heterosexual,Asian,B,40.76272885393464,A,-49.69111578926551,B,-144.51569933263477,D,1
Bisexual,Black,A,75.09801544826328,E,148.42823074967893,B,234.40969484213957,E,1
Bisexual,Hispanic,C,-178.11831296882735,A,-6.0332525104237265,A,-58.13109714746542,E,1
Heterosexual,Other,A,-54.826857900126434,A,-110.45351723604824,C,-135.1442037041845,B,0
Heterosexual,White,E,-86.27078651444576,A,-70.32290150762493,E,90.60906316364475,A,0
Heterosexual,Other,C,91.60117125274161,A,-24.64961797384832,A,19.340286331711958,E,1
Other,Asian,A,-24.37207442006804,A,55.63615778059996,D,-150.26160996784955,A,0
Homosexual,White,D,1.7742024324063028,D,143.80495532255188,A,-283.4807079355332,E,0
Heterosexual,Other,B,-29.59246207588913,D,4.456188502979608,B,134.98355954449482,C,0
Other,Hispanic,C,8.259309862380736,C,-6.774707735084698,D,119.28079162546155,C,1
Bisexual,Hispanic,D,-9.391065887926201,C,222.74138366231094,E,-118.3542808068762,C,0
Bisexual,Other,B,-353.3066685005678,C,-25.50774120968442,B,137.98723990089482,E,1
Bisexual,African American,C,256.8586333537415,B,-34.404650048262724,D,-95.47402008831861,A,1
Other,Black,A,-147.23926355249063,E,149.12979594459927,C,31.141857593073475,A,0
Heterosexual,Other,E,170.76793475400277,E,-102.26633494104729,A,167.46096468415334,B,1
Homosexual,Other,A,84.42465026852756,B,-59.664511155767116,C,77.22032875205349,A,1
Bisexual,Hispanic,D,-117.47667266842596,E,18.950374219866507,A,-1.2922116831784243,E,0
Bisexual,White,C,31.509217023976653,A,27.763224085446602,E,61.85515261229418,D,1
Bisexual,Black,C,30.8699266566559,D,90.66871470847092,A,213.6584467253923,A,0
Other,Hispanic,A,-65.36936685263343,E,-166.37529347267053,D,22.252464527399656,D,0
Other,Hispanic,B,-1.0326804529823925,D,-39.365545529310324,C,252.25022401685035,E,1
Bisexual,Black,C,-126.63449099331226,D,56.147767542578464,E,-47.47652182024494,A,1
Other,Hispanic,A,-107.25393390116646,A,52.259524869544215,D,-35.5588145925003,E,1
Homosexual,White,E,28.237297168387133,C,-14.452971446958559,B,-57.46590368512513,C,0
Heterosexual,White,A,-67.81200295723374,A,104.7267368476007,E,80.22892432807735,C,0
Other,African American,C,-92.77225032686052,D,-13.257966366801066,C,104.96161326181821,A,0
Bisexual,White,E,-148.79769928614567,B,-143.78687747059945,D,70.58353135810786,B,1
Other,Black,B,-118.12907083951802,E,7.5544822370275515,E,94.10884916004173,E,0
Other,Other,C,9.501614318997511,E,-72.51825031916243,E,-94.83098780069753,D,0
Other,White,D,-31.262545850836716,D,-40.501193713680145,E,-15.998856701055564,B,1
Other,Hispanic,A,72.17265800229656,D,-80.51365658512044,B,-33.53130608076969,C,1
Heterosexual,White,E,-41.82414837746221,A,96.20155816382632,B,-17.75319888050313,E,1
