veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
No,107.63498354302632,D,248.05958112015935,D,-46.665556732319125,D,B,A,B,B,B,1
Non-Veteran,-113.43326717608684,A,7.5585258203064,B,4.23847174291229,D,D,B,C,E,D,0
Non-Veteran,15.697309959054273,B,-4.574646453275856,B,74.81475239386427,B,B,E,D,A,A,0
No,-68.36240518042949,A,130.45573202498883,C,-6.735513220174469,C,E,D,C,C,C,0
No,-50.58365339672412,C,7.955855247977681,B,-49.92504975821388,C,E,B,E,C,B,0
Veteran,-98.94980605272207,A,-145.93756829992094,A,9.36561316540743,B,D,A,D,D,B,0
No,127.98846961099272,C,141.75765402895564,D,130.1325289642919,C,E,C,A,D,C,1
Veteran,42.27380728806519,B,-72.09465471288216,D,65.93043414755006,E,A,C,C,D,D,1
Yes,27.94335546751699,E,-116.5844286792765,D,-0.19566187811870744,D,C,A,B,C,C,0
Yes,231.26347188146954,D,72.52505097404232,C,52.138980917221225,D,D,E,E,E,D,1
No,17.588044943663707,B,151.4442140145046,D,-83.94199181863414,A,D,E,C,D,D,0
No,-172.68602643032327,C,144.79803919487992,D,-16.686340347405814,B,B,E,C,A,B,1
No,-121.36871374561868,B,-219.13354256780084,D,-165.7135395654599,D,A,D,C,E,B,0
Non-Veteran,71.65145153863894,D,-50.21035263203927,C,24.303315397867465,A,A,B,A,A,E,0
No,-39.088917532442395,E,88.40878559472564,C,164.1504719089179,E,D,E,D,D,B,0
No,-51.394460337060075,D,146.86036310496863,B,127.69060360422503,E,B,B,B,D,A,0
No,26.90743990663218,C,32.30749015893319,C,-164.92179733829008,B,A,D,E,D,C,1
Yes,69.42626174277704,E,-15.106841900655043,E,-41.58433603870993,A,C,D,C,D,E,1
No,-201.06925127195456,A,59.357997373157964,B,79.28944121608681,B,E,A,B,B,A,0
No,63.90839795399869,D,93.8956159121702,D,27.998968480296572,C,E,A,B,E,E,1
Veteran,27.096153415041385,E,70.53917152450323,E,-41.76237790167404,D,C,C,D,E,A,1
Veteran,89.64966247100577,C,-96.30472975498388,E,-82.51051613490316,E,B,E,B,A,C,1
No,-142.5974563214244,E,-82.93945409754409,C,52.19429094231663,C,D,A,C,A,E,0
Non-Veteran,112.5382345406897,A,-38.55638761674486,A,99.2365762816031,C,E,B,D,B,D,1
Veteran,83.08484544047158,E,112.60796739176693,A,317.7981926527301,B,D,A,E,A,B,1
Yes,0.8929549571125994,A,18.80684595107383,A,26.157599045071834,D,A,D,E,E,A,0
Non-Veteran,-186.06478369463574,B,37.16097148394708,E,56.09163248759391,C,C,A,B,B,A,0
No,-140.0428738193519,E,62.81324788460591,A,-118.11712507026584,E,D,D,C,C,D,0
Non-Veteran,117.81152227443339,E,-114.92640631702193,E,-88.53392850106275,C,E,D,E,E,C,0
No,-25.88201056393781,C,-86.29860537826598,A,-22.561815539276594,E,B,E,D,C,D,0
Non-Veteran,139.8884764895263,D,-79.68473725345252,A,78.70432891168923,C,C,E,B,C,A,1
No,142.71565419959214,A,-19.765892454541,B,-90.74149178810437,E,D,C,C,D,A,1
No,20.904329503261224,C,62.21215061398517,C,36.46202045819517,D,D,C,A,C,A,0
Yes,-70.22740726284718,E,29.524421946820517,A,37.38527034588213,E,C,E,D,C,C,0
Veteran,-216.77030253361806,C,-35.48295108381126,C,-8.137211754251007,A,C,B,E,D,A,1
No,-195.46681660074213,D,-52.679943494405194,A,39.35115701540269,E,E,B,A,B,E,0
Non-Veteran,-153.75474217946146,D,-115.30489331640466,B,14.898299514000627,B,D,D,C,B,E,1
No,14.357305585087449,E,-124.35779228116688,D,59.21557393405118,E,D,C,A,B,E,0
Yes,76.67537063932328,D,151.11651676144615,A,-27.555368975222166,A,E,D,D,E,E,0
Non-Veteran,-16.37078436319026,A,47.56366585237263,C,-97.04605840247731,C,E,E,B,B,A,1
Veteran,89.54440004367214,E,-14.784599538286777,C,-32.31493268209399,D,A,C,B,A,B,1
Yes,88.77121761329974,C,-3.8611771193492155,C,-47.083891301768475,D,D,E,A,C,E,0
Non-Veteran,-86.23341129386462,D,-5.075646133954771,E,172.66026319262397,B,D,D,C,B,A,1
No,3.4521592297368455,A,-70.76720558994622,D,44.10409452642699,D,D,D,C,E,E,0
Non-Veteran,-224.6386782203691,A,-167.67219344884973,C,42.76580026983419,D,E,A,C,B,E,1
Non-Veteran,78.76887226022198,E,-24.430188006852045,E,23.49845707512772,B,E,E,C,E,B,1
Veteran,99.82319073918595,A,51.396448058543456,E,85.08454763482203,B,B,A,A,D,B,1
Veteran,-25.276634373140933,D,94.54989074485376,C,-45.598696774221615,B,A,E,E,E,E,0
Veteran,60.233768667750645,E,-42.242190632598486,B,100.52494087219853,B,A,D,C,C,D,0
Non-Veteran,156.54393878781684,E,151.92799909244332,C,-180.07626345246973,A,A,B,A,E,A,1
Veteran,19.749190353126632,A,120.14954060947873,D,106.34469441791752,B,A,D,E,B,B,0
No,108.63836836017589,C,11.120464019612749,C,-42.170861620012204,E,B,D,C,A,A,0
No,62.48985809175986,A,-49.58936619675325,A,-10.182557867187803,B,D,E,B,B,B,0
Non-Veteran,-31.526903326066137,B,-135.24222561626317,D,-78.86860534903937,C,C,C,C,B,E,1
Yes,18.269114558793973,C,-147.43252912270634,B,48.87862777915862,E,E,D,E,C,C,1
Non-Veteran,39.925938828140325,B,39.89412030582519,B,-96.40196406991906,D,B,D,C,A,B,0
Non-Veteran,114.82207928925148,B,-20.01425129643793,A,-147.64532107018192,D,D,A,A,E,C,1
Non-Veteran,-89.89314229070038,B,255.18611958168543,B,-3.3635753655887473,B,A,D,A,D,B,1
Non-Veteran,35.426992451687724,C,123.00779070378611,C,44.92033746746334,D,D,E,D,E,A,1
Non-Veteran,212.8189658938476,B,6.20269821032826,E,122.72685627251421,B,A,B,C,B,D,0
No,6.0255582620804855,C,-87.76715138102291,E,69.062779121812,D,C,E,E,E,E,0
Non-Veteran,-31.498035443048305,C,-10.127058819073609,B,-48.57399050749814,D,B,C,E,A,B,0
Non-Veteran,-33.45248385021218,E,-30.956146496118496,E,-30.421003020096826,B,B,A,B,D,A,1
Non-Veteran,102.97569436626155,E,-171.86201831168745,B,-77.28819533043067,D,A,C,B,C,C,0
Yes,-75.62382109159572,D,-28.701448365515752,A,-151.4159181834306,A,D,E,B,D,D,1
Yes,21.19845408731684,D,-192.44228222173828,A,72.6461187968639,B,B,A,D,A,D,0
Veteran,-117.08421311376415,D,161.77936641161074,C,27.43618967850674,E,B,A,B,C,D,1
Veteran,50.996381268303516,D,-12.87647046771603,B,-43.49954365493307,C,A,A,D,C,D,0
Non-Veteran,21.30023224913355,C,-62.61192344512172,E,-126.72574449659865,D,A,B,D,E,C,0
Veteran,-193.12682450608204,E,20.11029299050402,A,23.848805524846426,E,C,E,C,E,E,1
Non-Veteran,-63.564756347959,E,92.20033231676348,B,-75.9624735987708,C,E,B,E,D,E,0
Yes,-10.858097516207884,B,-38.1021069901184,A,-104.51455108997345,D,E,D,D,B,D,1
No,-42.98232009296351,C,36.11652628163183,D,42.55915288968374,D,A,C,B,E,E,0
Veteran,281.89538383830285,E,-58.120046614133095,C,113.26208491453119,E,C,A,A,A,E,0
Veteran,-133.99129889470453,A,-131.24158206268402,B,-17.641959488511873,A,B,B,D,D,A,1
Non-Veteran,76.17999450269278,B,-18.201606547534897,D,3.9694288806824822,A,B,B,B,D,C,1
Veteran,51.67191133747392,C,74.17649255881601,E,-70.03198006973572,C,C,C,C,D,E,1
Non-Veteran,-82.57112461797269,C,-10.763988025161149,B,133.59894507446944,A,C,E,A,B,E,1
No,-49.09611149624571,C,-57.75658168143533,D,-68.10164556205325,B,A,D,C,E,A,1
Non-Veteran,59.543013489137785,E,87.27925953981163,C,-10.723556022378633,A,C,C,B,C,B,0
No,79.90080730747162,B,62.168175770152835,E,-70.44315585999729,C,D,B,E,C,C,1
No,95.71018254952868,C,-115.79590505262527,A,-110.01998540043122,A,D,C,A,C,E,1
Non-Veteran,-266.18959127330913,A,53.87910627871021,D,76.0697158433731,E,E,A,C,C,E,0
Non-Veteran,-94.31023034464691,E,-136.3638533439929,E,27.437189368980807,A,C,C,C,C,C,1
Yes,-10.81430472990372,B,-79.45689855474461,E,106.00996096475477,E,B,E,D,E,E,1
Yes,43.451903226412064,C,178.47149921483975,C,-47.61815806330781,D,C,E,B,D,B,0
No,52.38554173529308,A,64.18324463645604,E,-113.77501043977038,C,D,D,D,D,A,0
No,148.72008510813544,B,6.046344514953274,A,0.27566061979677614,D,B,B,E,E,D,0
Yes,-31.0000923537471,D,-156.07242009250717,A,-6.359938703805587,A,D,A,D,A,A,0
Non-Veteran,199.51917535714787,D,111.53400891228944,E,28.364810292390093,A,D,D,A,D,B,0
Non-Veteran,55.79047686318195,C,45.672473414889154,C,-3.729754672814452,D,C,C,C,A,A,1
No,-105.93350507480719,A,126.27076113494331,A,-14.62562209231503,E,A,C,C,A,D,1
Yes,-71.21979549634358,C,162.9287157650053,E,-80.85444048957564,D,D,B,B,B,D,1
Yes,-167.69719942415335,B,-13.906593744576304,D,-103.60268409881166,B,A,C,B,C,D,0
No,-9.44489018005192,B,189.8259388776795,E,98.96410541358047,B,E,B,E,A,D,0
Veteran,4.48147709817264,B,50.72075983716147,C,-124.49541697146478,D,B,C,E,C,C,1
No,-81.47161086851825,E,73.23318349455606,E,-71.777078775239,B,D,D,C,E,E,0
Yes,-16.519364720249104,B,72.63376977149295,C,102.05838218152505,E,E,A,A,B,D,1
Non-Veteran,221.21570488812083,C,-24.42789181244977,E,-177.926756606321,D,B,D,D,A,E,1
Veteran,52.60593549860035,A,8.262940929472073,C,100.04844068659784,B,D,C,C,B,C,0
Veteran,139.33842124883745,B,-33.479552397285836,C,12.729813001494128,D,D,B,B,A,B,0
Yes,-138.88351684635387,A,-54.378201840931276,E,109.16420196994297,B,B,A,A,D,B,1
Veteran,95.23096344627872,E,71.9877096900932,B,109.90771521199392,E,D,A,B,B,D,1
No,-38.313921848680536,A,-94.30591186068504,E,173.66451086514752,E,C,A,B,C,B,0
Veteran,-153.6146849648828,A,-7.612898046856858,D,-124.73706123574597,A,D,B,C,C,D,1
No,25.028181454029646,A,70.89975234894158,A,-151.74364754117096,E,C,C,A,A,E,1
Veteran,34.208315761076776,C,-24.1253061415772,C,-84.86864139237291,B,D,E,B,A,A,0
Veteran,-103.49675402916691,E,-208.32317278289793,C,-47.71263306431085,D,B,E,C,D,E,1
Non-Veteran,-38.10358969621642,D,75.67345056332645,C,9.798444725658126,E,E,E,A,E,B,0
Non-Veteran,-65.44258174730194,D,-35.734687687923724,A,110.51126049182587,D,C,B,E,D,A,1
Veteran,-34.73455425811344,B,-51.658245261047554,E,-116.4937054150281,B,B,C,E,C,D,1
Yes,-55.19579966408771,C,172.80443082822572,D,-155.32520110704337,A,B,D,C,E,D,0
Veteran,33.5935975499506,D,18.623064560993612,D,22.35334862648882,C,B,A,A,D,A,1
Yes,94.16524366137902,D,-105.04248173727638,B,-134.22461944011025,B,A,A,B,E,D,1
Yes,-166.9578365641609,C,252.633352100335,B,30.523627080137654,C,B,B,A,C,C,1
Yes,-95.72282999667891,A,-99.96286122934448,A,-121.2409050440604,B,E,A,B,C,B,0
No,94.56202146048244,E,-47.56784666921704,C,-0.3739895987937425,C,A,B,A,A,C,1
Non-Veteran,-13.188214335971916,E,18.09771902882199,C,110.17022875974938,E,E,C,E,A,D,0
Veteran,-84.31861225103128,E,-54.91989365892289,A,9.218938277907194,A,B,D,C,C,C,0
Yes,-11.543205702281641,B,-35.38256798885119,B,89.71095163830644,B,C,E,A,D,C,0
No,-121.21473352184809,B,-59.128293897908414,D,-234.72794178765471,B,A,E,D,D,D,0
Yes,-131.6927881873755,C,94.33306868529226,B,-62.4236393785335,E,C,D,D,D,C,1
Veteran,84.17293046838313,C,-67.8225676284206,A,-2.7703643832846234,B,B,B,E,D,B,1
No,-19.831051383173826,A,-65.36778563309245,E,45.10824293316113,B,E,C,E,D,C,0
Non-Veteran,41.794250464994626,B,-8.426660073187179,C,177.27385517218087,D,B,B,E,B,C,1
Veteran,128.13784638174482,A,10.69671460412363,C,116.70090958500789,D,D,B,D,A,C,0
Veteran,-66.58135625107151,C,19.429565488367903,D,-139.10085436875022,E,E,D,B,C,E,1
Non-Veteran,-45.97404336178796,C,-63.35130858823669,E,61.16144801519189,E,E,C,E,C,D,0
Veteran,207.98505270644404,D,-87.2901416846244,A,32.93970175002114,B,C,C,E,E,D,0
No,-18.5868292715972,A,-56.57677223312444,E,-103.74707097122304,C,A,C,A,B,A,1
Yes,189.22565650711613,D,95.45804362841065,D,101.93583379026141,C,B,E,B,E,C,1
No,-162.37650569259324,B,-41.75605402041579,D,45.46490318792802,C,B,E,A,D,D,1
Veteran,-94.648658897305,A,-6.478591642475422,A,-247.1271081509376,E,E,D,A,B,A,1
Non-Veteran,155.14650270496253,D,7.972295510074693,C,142.5364779405174,A,A,A,E,A,B,1
Yes,22.00928589044013,B,75.13897149895465,C,67.55786683820278,D,D,D,A,D,E,1
No,-77.67361176509272,E,160.56409367341067,D,71.09045876690705,E,D,B,C,A,D,1
Veteran,59.319896537259474,B,55.08347186377246,B,37.44187100690259,D,A,A,A,A,D,1
Yes,117.25047052859263,E,-91.37269124214995,D,159.193767379431,B,A,E,C,C,D,1
Yes,-26.381530276168892,E,146.18657359188293,B,-62.91154283453322,B,A,E,D,C,E,0
Non-Veteran,41.1331729092773,B,-93.8638536059867,E,-69.70319847637923,C,D,D,C,E,D,0
Non-Veteran,-188.35223908621447,E,-88.39998587823395,E,61.72538480878155,C,D,A,A,C,E,0
Veteran,-3.674963948325935,E,110.23910148461904,E,-29.98458857531505,B,A,B,C,B,D,0
Yes,-124.66051531543559,E,-138.7072090043642,B,135.9495604882447,E,E,D,A,B,A,0
Yes,-38.898571704982196,D,32.70115970482351,D,93.09213448451334,B,B,E,D,C,C,1
Yes,160.58642561614258,C,148.57245418081692,A,-7.0873422079190975,B,D,D,B,C,E,0
Non-Veteran,132.33673517674632,E,72.32995663976496,C,-121.17412539986098,D,E,D,D,E,C,0
Non-Veteran,312.43779937884335,D,-73.05314713245585,D,104.92496341862028,E,E,B,B,D,B,0
Non-Veteran,-45.32264848398261,E,-36.088703587389766,B,-15.98077376102339,A,E,A,A,D,E,1
Yes,81.50538471688493,D,-158.87581371921397,A,155.30163530276272,D,A,A,B,A,E,0
Non-Veteran,-266.10950934303395,A,-58.77198159971987,D,-5.649706951362911,E,A,B,C,B,A,0
Veteran,-83.24064385262324,C,-118.27252901222644,B,4.459780961169576,E,D,D,D,A,C,1
Non-Veteran,-80.22284687263051,C,50.080090780966636,D,84.49329451306534,C,A,E,E,E,C,0
Non-Veteran,-109.75194197481038,A,-38.57747364628039,C,-49.45746390148918,E,A,E,D,A,B,1
No,-136.56429325209444,D,23.079872814494987,E,45.64087312161834,D,C,B,C,B,C,0
No,-114.08341501600032,A,126.11445182229504,D,100.51514740169465,E,E,A,C,B,C,0
No,4.018525892745762,B,-70.92854901889626,C,-93.654152352894,B,B,D,A,E,B,1
Veteran,-57.9630810431299,B,66.52657800892733,C,-117.62335635884351,B,B,D,B,A,D,1
No,-158.46847327852979,C,-113.77053669728012,D,53.84782065184991,E,A,C,E,D,A,1
Yes,-172.33725961625578,A,41.173514637396366,A,12.95504120396496,C,C,A,C,E,B,1
Yes,90.30663786191145,E,41.67616336007325,E,112.13322046822367,A,E,E,D,D,D,1
Veteran,6.303944801514602,C,35.95311376900009,D,-94.92952106281922,A,C,E,B,A,A,1
Yes,13.77565511066743,A,-113.31862701433121,B,117.72701221222361,D,C,C,C,E,D,1
No,-9.944673228556553,E,78.90940072941962,C,86.59489636676827,D,B,B,B,C,C,0
No,40.89799010282739,A,-12.126565521864913,D,21.118999949254174,B,E,D,A,C,E,1
No,-89.92851192140408,A,83.60220910208518,D,94.1999066973489,E,B,D,E,D,E,0
Non-Veteran,72.3040954129732,C,-5.1884116893406915,B,120.65939460553305,E,D,C,E,C,B,0
Veteran,32.35922638065407,B,-62.99491488828497,D,72.98298061393407,E,B,D,B,D,E,1
Non-Veteran,225.17237950677034,E,162.4154536732776,B,-82.8809956546089,A,C,C,E,D,A,0
Yes,136.72393007010015,A,-80.72350198483468,B,38.89630943962841,C,A,B,A,A,D,1
Non-Veteran,132.20509814752572,A,91.39914820224337,E,107.14357281561205,B,E,B,A,E,E,1
Yes,-36.39819234556855,B,36.92145045433223,D,62.20632860045308,A,E,D,E,E,B,1
Veteran,76.86465885389815,D,160.21158390379904,C,-79.7782961114698,C,B,E,C,C,D,0
Veteran,87.98918949416331,E,121.01512155047544,A,60.48321165963858,E,E,E,D,B,E,0
Veteran,-103.14516745544724,C,-115.91323069281412,C,-146.98940265246264,C,A,A,D,C,E,1
Veteran,114.01622286678928,E,-23.9843919434071,D,132.02191080166529,A,E,C,A,E,D,1
No,79.8024314893449,D,-186.63267766145685,D,20.51272454713097,D,B,B,A,B,B,0
Veteran,-25.322116135889882,C,-92.1456291970096,D,77.7155133524037,A,B,C,D,B,A,1
Veteran,85.56301009458399,B,53.31404518658436,E,-173.97055349346854,D,E,A,C,C,B,0
Non-Veteran,30.558910822811352,A,-166.12942632291555,D,-53.23756730787095,E,D,B,C,E,E,0
Yes,-0.7241508586342467,C,34.181978606150274,B,-144.90187371199443,D,B,D,A,D,C,1
Non-Veteran,12.922712259303223,B,-78.07732385504818,A,56.619071230388464,B,B,B,B,E,C,1
Veteran,-76.85836431404681,A,30.11520158078677,E,69.72111179862974,E,A,B,D,C,D,0
Yes,88.63945255169907,D,-16.941536378335343,B,116.08388263504227,A,E,D,A,B,A,0
Non-Veteran,69.83590727836476,B,89.23800303385637,A,120.90915928321849,C,D,E,E,E,B,1
Veteran,83.87365355678045,E,-113.4608795208045,C,1.4248894738069566,E,E,C,E,D,B,0
Yes,-226.57204632407772,C,-53.71019900109828,B,67.21127888104517,D,B,B,C,D,A,0
Yes,-210.57434275407263,B,-15.382051526114001,B,-77.42057804048471,D,B,D,C,D,D,1
Veteran,-60.87719224992926,B,159.72519527831088,E,92.60428557695279,A,B,A,D,A,E,1
Veteran,-15.111997401197108,A,-161.35111933736647,D,-149.0979251839056,D,D,C,C,B,B,0
No,-128.30480349101515,D,-37.55971323335936,C,-74.82549747222228,C,B,A,D,A,B,0
Yes,-100.57276634115352,E,8.222450733601582,B,70.07546806121849,C,A,E,D,D,E,0
Veteran,10.184716600813502,E,-1.5027838259182258,E,103.75260838743776,B,A,D,D,C,B,1
Yes,112.54736934964778,B,95.22283687210958,B,206.99350973756972,C,D,E,B,C,E,1
Yes,-27.330019604671545,A,-17.878418461727545,D,-89.2622124030876,C,D,A,A,C,A,0
No,87.71469764340031,D,55.74250603926231,E,-57.3531330801611,A,B,A,B,E,D,0
No,15.910985644347853,A,-93.28909124616581,E,-86.42041014309588,C,C,C,C,B,C,0
Veteran,29.264507807248563,E,145.12762174861635,C,119.0539001905687,A,A,D,C,D,E,0
Veteran,-64.72276897734586,C,-1.8760404707571579,D,62.08006462581637,E,A,C,B,D,D,0
Non-Veteran,-27.50536532271838,C,-21.800174896044116,D,-5.968032944491416,B,D,B,A,A,B,1
No,-127.67848448153258,E,-144.48040738286264,C,243.8108107787984,D,B,B,A,A,E,1
Yes,-27.68009763562707,D,41.422922153369605,B,-238.82511418982736,D,D,D,C,B,E,0
Veteran,-31.480261343901006,A,-40.79110991383705,A,29.426260344838145,C,C,B,D,E,D,1
No,-58.662338856656234,C,121.14667196413494,D,37.34293883562824,B,A,C,B,A,E,0
Veteran,-102.7688549407205,E,-20.033501210131398,A,-48.894116785396804,A,E,E,D,C,E,1
Yes,34.72409395963556,B,-69.8235080087609,A,-99.06112415295256,D,E,A,E,D,E,0
No,128.01080067928802,A,-45.07438461650187,E,-67.38990072150884,B,C,C,D,C,B,1
Yes,4.088577924373661,D,75.30684903161927,B,-64.73400564628642,E,A,C,D,E,B,0
Veteran,-9.820252754660324,B,-195.4136406913817,A,183.8425893614207,B,D,E,D,C,E,1
No,27.793199762634206,B,-64.33343054134215,C,-133.36275921700076,B,D,B,D,A,A,0
No,-85.40937005154566,A,-163.2623780938933,E,-132.2759519762013,C,C,C,B,A,B,0
Yes,-159.49989636560065,D,26.73836406838632,D,87.85248774843734,B,B,B,D,A,C,0
Veteran,-87.5553185191307,A,172.93957674451624,B,-75.62294963163419,A,A,C,A,E,E,0
No,-69.09358738446161,A,68.3071003623156,D,-142.29321966292562,B,E,D,B,C,E,0
Veteran,-21.04399359785302,E,-97.8786995157005,E,-130.23900047187834,C,A,E,B,C,D,0
No,-76.57751237650791,C,102.63174093942673,E,134.28630551225166,C,D,D,B,E,A,1
No,12.219293618910159,B,-161.57092340448148,B,-32.40726003202047,E,D,D,D,C,C,0
Non-Veteran,-0.627353087830253,D,-240.60195878080188,A,-111.08555306516337,E,D,C,A,B,E,0
Veteran,-219.19650157350796,D,-104.57516491501593,B,139.50978671805004,C,B,E,B,D,B,0
No,105.91361483035098,A,-233.53473413165298,C,-3.854917070039611,A,D,C,A,B,C,1
Veteran,195.47867650227494,D,84.73324443746134,E,34.42767526827931,D,D,A,B,A,B,0
Yes,-67.37569775268483,A,-22.60433927885363,D,-25.509840518574823,B,C,E,D,E,A,1
No,10.265190217792776,E,-161.88945465598263,D,60.80824680163519,E,A,A,E,B,E,0
Non-Veteran,23.13681301729836,A,116.2722535892609,C,211.81145393123035,D,E,A,B,C,A,1
No,-35.35075039222717,C,-48.556209530290566,D,-154.7350384029803,B,A,E,A,D,C,0
No,-36.15954709002842,C,3.3022177556603403,B,-4.577767963218028,C,D,E,B,E,E,0
No,124.57558622348238,D,-10.40032221285519,D,-54.070653282437966,A,B,D,B,D,C,0
Non-Veteran,-98.97568376851831,B,3.9436679349077823,D,-53.951631120722155,E,B,C,A,A,C,1
Veteran,103.88987953549827,A,53.76462634354597,E,-35.10962738358282,A,A,C,D,E,D,1
No,-135.5920378396507,D,238.39306563895812,C,-17.914578039925626,E,D,C,E,B,A,0
Veteran,39.65666074433986,B,10.893246195796,E,-6.341450462977753,E,A,A,E,B,B,0
No,-100.87656016133725,A,81.00335707850314,D,-145.14651567856907,B,A,B,C,C,D,0
Veteran,-61.66328602547454,D,157.1890969205502,E,-36.84860546429179,E,E,C,A,C,E,0
No,49.273635499139864,C,38.736195920980116,D,-84.16610123672127,B,B,A,E,C,E,0
Non-Veteran,-137.44457444722536,C,-202.25740155556804,E,-144.0063326225996,C,E,E,E,D,A,1
No,-194.66355780613492,C,-11.572264253659897,D,-15.444825977221393,E,A,D,C,E,D,0
No,54.8218035377854,E,-94.19079377261544,A,77.91199982241847,B,D,D,B,E,C,0
Veteran,-172.21844720043023,A,128.57072188479165,E,113.04450130160993,C,E,E,A,A,D,0
No,-151.5086295409334,D,-192.59312985233865,B,38.97688507844377,A,E,D,E,D,E,1
No,65.48053956852662,D,-5.277526570663551,B,54.463700296817194,E,A,B,D,E,D,1
No,23.565936179276285,B,114.04125953459881,A,-166.4541851003328,B,B,E,B,B,B,0
Yes,91.70623503991321,C,249.61222634351188,E,8.45868974102728,D,C,A,C,B,D,1
No,-69.02087727267521,B,1.416346735002366,D,210.54783724441384,A,D,D,E,E,E,0
Non-Veteran,32.691600411517655,C,-93.10830177014287,E,116.62373583045276,B,D,A,B,A,E,1
Yes,-50.251857295057135,C,-172.14728153106412,C,-26.96623299661262,C,B,E,E,B,E,0
Veteran,-102.28803995401479,E,-114.90455406166085,B,-23.7384925377795,E,C,B,D,D,C,0
No,64.53671347960605,D,-94.2436349401802,D,7.809233782619672,D,E,A,E,C,A,0
No,-43.18278977143575,C,-119.18729068617635,A,37.54184713332221,B,C,E,D,C,B,1
Veteran,85.33867645141247,E,-100.7680396042598,C,25.133946650846557,C,B,E,A,C,B,0
Yes,76.94618191158095,C,-7.895129545854278,C,-242.29759802248915,E,A,E,B,D,E,0
Veteran,90.2217242221067,B,-145.85928717754294,A,14.857996791271916,D,D,D,A,E,E,1
Veteran,54.995094375454734,A,-14.848357856117007,B,-126.04951028821274,B,C,E,A,D,B,1
No,125.39278555240416,E,119.17107194215038,A,44.97338647575346,C,E,E,A,D,B,0
Veteran,105.6028663892182,D,30.223769837821212,A,-77.12604148770544,E,D,A,C,E,C,0
Yes,74.48776818266641,A,-150.35023220806585,D,95.62510516094558,E,E,D,D,A,D,0
No,63.42729208319411,C,-144.1778257650351,C,163.96614532937372,C,D,A,A,B,E,0
No,-67.82997779352749,B,84.1255124619693,C,-57.224576369136656,B,B,B,B,E,E,1
Yes,86.42180877194517,E,6.6250530205006015,C,-97.21989555012368,A,B,E,A,B,E,1
Yes,-40.28367854029472,C,-246.41280319002692,D,-69.61463301065315,B,A,E,A,D,D,1
No,-26.464448880369158,A,-110.47946347163689,A,-1.5499849400889882,E,D,D,D,B,D,0
No,140.36546111464128,D,27.840125074677815,A,114.53158303246815,D,D,E,E,B,E,1
Veteran,-134.8708149001338,E,111.99113281344492,D,39.68250092939002,E,A,E,A,D,E,0
Yes,1.0537537717883458,B,-207.49605261875757,C,47.00839823820163,A,B,E,D,D,E,0
Yes,-61.35315359401744,E,-9.149639914885276,E,-54.735785167153075,E,C,D,D,C,D,0
Yes,92.08327380091526,B,162.0689794429326,C,156.53815046038204,E,A,C,E,D,D,0
Non-Veteran,198.60239647318838,A,84.40802654325488,B,39.16559041263833,E,B,A,A,E,E,1
Yes,-119.2406008166279,B,111.66304882006824,D,-62.82092903490935,D,D,D,B,E,C,0
