Disability,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
None,Other,E,B,150.34198637758863,D,C,219.41969588413764,C,108.25131008993216,E,62.721074167304145,5.837677407412488,E,C,-150.597710387489,D,D,0
Both,Homosexual,E,B,-141.89913909040212,C,A,15.281894622122502,C,139.74419265411652,D,35.32189682568564,23.687597965501535,D,C,26.331544321157402,B,A,0
No,Homosexual,C,E,-7.555857558644245,B,E,28.915790409429,B,128.53530501493907,E,-117.90156177159817,101.77995153180316,E,A,87.59530208823905,C,E,1
Physical,Heterosexual,A,A,-36.86300826112988,D,E,-33.665256000894814,E,-43.627855511436834,C,6.0490332911974,9.488771327863141,B,D,40.54963529832754,E,A,0
None,Homosexual,B,A,-59.52614427681212,A,A,-6.008096732427389,E,-195.58158811569623,A,-283.4150886649751,103.65541531892887,E,D,-67.35003736049313,A,E,0
Mental,Homosexual,D,A,-140.11273573972218,D,D,86.19441851484588,D,178.63947629452267,C,255.870741121272,-184.58410076212505,B,D,-19.416564045476186,E,C,0
None,Heterosexual,E,A,61.63865629281913,A,E,129.13495082801035,B,-17.603739936508887,A,191.29322013220764,67.43427463852495,C,A,-60.98688377148167,B,E,1
Both,Homosexual,E,B,124.44504864432915,E,A,2.6218077315496213,A,179.97612465590836,D,113.70172439491037,-108.61085609077345,D,B,-41.83440513421677,E,B,0
Yes,Homosexual,C,B,-21.241329853023334,C,C,69.27571091479192,A,-37.417041998254334,B,-131.9880085290759,96.51905207154728,A,C,-128.1630297184327,B,D,0
Both,Bisexual,A,C,-27.94335679483964,A,B,83.04105842894946,B,-27.473410812730137,C,-189.95050145228907,18.638566743396094,B,D,67.50272185344174,B,E,1
No,Heterosexual,A,C,118.07924331038085,D,D,160.5078913434376,B,111.48128940191448,E,57.23815087608908,33.74045743944834,A,C,75.81198690929124,D,A,1
Mental,Homosexual,A,D,140.85742700417578,B,A,112.57397450953319,B,-85.74677099020901,E,-33.730287995990125,27.47859154123783,B,D,-61.633295262862944,A,B,1
No,Other,D,C,-73.43013124639451,B,B,-42.215592539068886,A,-103.46906451387919,A,-20.75722077415102,54.13029179826536,E,E,31.49572901438993,B,B,0
No,Heterosexual,E,E,147.2013378257963,D,B,-56.06822898166522,C,-69.20465275777528,C,19.012754625748098,106.39144033395975,A,D,-34.724840231808265,D,D,0
Physical,Homosexual,B,B,147.77347959769128,E,A,-39.82445190690391,C,107.89046583840911,E,-51.09925517827364,18.973231917962373,E,C,69.46201175332185,E,C,0
Physical,Homosexual,E,A,-151.61393201802906,C,C,68.80532077561988,E,156.60528552667265,D,-1.7228891071898325,7.89007915618786,A,B,35.3147808848716,D,A,0
Both,Heterosexual,C,D,-212.20716910431966,B,C,85.57253890055185,B,80.48924985368353,A,-33.60037645966591,193.8416293979313,B,B,-9.622199306530645,C,E,1
None,Heterosexual,E,E,96.56863164984384,C,D,63.86976869542048,C,-0.6706924326462036,B,-28.142316509934336,79.1361048747484,A,D,75.1653548913683,E,C,0
No,Heterosexual,C,A,-66.64445626035402,D,B,-9.68225491542657,C,-47.26154925968751,D,77.44315447002867,-88.41670177823514,A,B,-38.46448204991883,C,E,0
No,Bisexual,E,D,74.12928204344495,E,C,-61.65744485896263,E,-103.34451443911622,B,59.44876014423799,5.517219424207245,C,E,-72.58606071392904,A,C,1
No,Bisexual,E,B,-10.880028006246592,A,D,-65.58308975639432,B,-161.49098176560088,D,-149.33406210846692,-198.90746124591718,D,B,-24.015752160331267,B,C,1
Both,Homosexual,C,A,96.79235776344052,B,C,43.57495129759735,D,6.38961997962938,A,-52.62448199284957,-0.6181697493819557,B,B,81.49037076237427,A,C,1
Yes,Homosexual,C,E,-67.55530020308704,D,B,-124.75554068891638,E,144.6771590580766,C,56.73420327572087,89.64040184684062,A,D,-91.39842231851192,C,E,0
Yes,Heterosexual,B,A,30.526006279384788,E,B,119.68763649185144,B,209.2410060735747,B,113.24376671396064,137.72041815481398,A,E,-134.26897363202005,E,C,1
No,Other,E,D,-14.997614981478574,A,E,74.98432714482519,C,87.36513685961098,C,42.78195072322684,3.0925801123672816,C,B,-93.14051578593791,C,B,0
No,Heterosexual,A,C,-28.523121533342437,A,D,-97.09054502844775,A,-37.79399286978213,B,290.0386465675457,-52.636685989705754,B,E,1.9560051768888727,A,D,0
No,Other,B,B,-70.24909995851183,A,B,-42.03218903770569,B,-112.26993095958657,A,84.97819150055956,229.08049516869931,D,C,-24.91739625852232,C,E,0
Mental,Heterosexual,C,C,105.49398590524844,C,B,-25.463542946736382,E,-74.13253044966036,E,49.0693545165067,-61.0177383449778,D,E,-45.17140423761642,C,D,0
None,Heterosexual,E,C,-123.28323574247693,D,A,5.870981736603254,B,-15.399097531451503,D,-11.862799762248057,-160.09815796943406,C,A,-45.6711428784928,C,A,0
None,Other,B,D,68.6113435511367,A,D,-56.10616763090385,A,-181.01397313883075,E,-58.263938284232665,37.27136466747301,A,C,-168.4892119875696,D,E,1
Physical,Bisexual,B,C,43.145251477752076,D,D,50.30511371884769,C,-1.641246343120329,B,94.93341227166964,-5.140808210562079,D,C,-96.91489539203737,C,C,0
Both,Other,D,C,-91.65794378058598,C,D,-98.3489777182123,E,10.626205956533848,C,140.30419862013696,-302.17885768415084,E,E,4.398607519171896,A,E,0
No,Bisexual,B,C,-46.46939138406368,E,D,156.83064357624815,D,87.00574619988404,B,160.9016254557837,-73.79070275436722,E,E,16.900700849065764,C,B,1
Mental,Heterosexual,B,C,-128.9421543855709,C,D,3.321772880552549,B,149.21627447371634,E,-34.821358022565086,49.85844944677415,A,C,-20.109955557312905,B,A,0
None,Heterosexual,B,C,20.366857602209826,D,A,27.829072212927407,D,-40.290030955430666,C,85.8877299030417,123.04251404222978,B,E,-90.65561558470749,D,A,0
No,Heterosexual,D,A,48.657373883586104,D,E,2.853577134665002,E,41.06139441277396,E,-38.09596495887493,-153.22641273292624,B,A,-146.96729195874147,D,C,1
Both,Heterosexual,A,C,26.220140180553003,E,B,9.098862761022602,C,96.93066948698484,E,30.026988217549217,53.1853381591607,D,C,54.451607674278776,C,C,1
Physical,Other,D,A,-24.193037259281272,D,C,152.96892033942947,A,-25.086729858064814,A,121.4514232755734,125.34671878033788,B,E,-53.18567245252004,A,C,1
None,Bisexual,C,C,-66.37461602624762,B,C,131.4930440269715,E,-13.188418845818886,B,-10.835854052011044,-165.20013070538883,E,E,11.036069643842376,B,C,0
No,Other,A,B,-126.37881181012953,A,C,13.156411637088267,A,-24.001473046777413,E,17.17271398718975,52.82816801144897,C,B,-53.34047108369339,D,E,1
No,Other,C,A,-156.44844969602718,C,C,-88.19843989695806,A,18.36239705708212,A,-211.2279449359857,-35.35833238941831,B,D,-2.5550249510440963,E,C,1
Mental,Heterosexual,A,A,32.76147312688489,D,D,5.399173270299515,D,103.29678445254473,A,3.24554113080594,-51.63047959277704,B,A,94.26425043285188,C,C,1
Yes,Homosexual,E,A,-18.89499772301865,D,E,-101.87715835897673,D,40.86069118281791,C,122.62065675672402,-131.73854331677225,A,B,67.24452974863877,E,D,0
Mental,Bisexual,A,A,-115.5206156257241,C,B,53.48171608625674,B,0.387227741841608,B,77.81851316610023,-82.74719616694608,C,C,3.7695775113445373,C,A,1
Physical,Other,B,C,68.63497742514262,B,D,45.16264989462776,D,-69.22080765023,B,57.090526936827224,-52.724646628459816,E,E,-86.27220642344444,D,A,1
No,Homosexual,B,C,30.243194105706074,C,E,78.66141979701666,E,-165.18741391712175,B,2.7698806471570645,-80.78222792822493,A,B,-112.96350334131068,D,B,1
Physical,Bisexual,D,C,-213.10586562623683,A,A,-3.204262503681939,E,-117.34029128966317,D,-118.14062751331174,64.48473549501304,D,A,-79.8081809731908,C,B,0
Yes,Other,E,C,-76.81184450543232,D,C,3.216209159371386,E,-99.35009068564963,B,122.14929972799172,-266.654667834112,B,D,-74.66037779677119,C,C,1
Mental,Homosexual,D,B,88.47158563746193,D,D,-66.65821903550822,E,-61.43784245180316,E,-54.720073284306714,107.25133182805064,D,A,186.9326393201818,A,D,1
Physical,Heterosexual,E,C,-46.379446435795735,A,C,-22.835868375020674,C,-81.21423426297484,C,57.5659838601425,-184.81678709450762,E,D,35.31137436712149,C,B,1
Yes,Other,A,C,-107.18593183941351,D,C,-47.99523084625451,C,99.55632048252644,B,-25.455485535598694,-86.03437205412563,D,C,102.29780400789012,C,A,1
Mental,Heterosexual,A,A,56.51190248763316,D,D,-32.50912228757324,E,24.816096175226672,D,58.58533773571876,221.44043220712618,E,D,148.63960744375987,A,D,0
Physical,Other,B,D,-9.047917188106817,A,A,-79.34210013949348,C,-108.98601893547635,E,-45.458515953035764,-63.22695268931603,E,D,64.8819360782748,D,B,1
Both,Heterosexual,C,E,72.0835528116684,E,E,-62.152766351532996,A,-28.187199123656914,A,-115.46083091160064,35.01914685640586,A,E,-60.978922204410615,D,B,1
Mental,Other,E,C,47.46503845237541,B,E,-7.761528493938104,B,-111.09317466815259,D,-46.03279336389304,59.43675975150226,E,B,74.93993476991292,D,A,0
No,Bisexual,E,A,-15.21456039092269,D,B,-33.87781236427378,B,33.63073385898757,B,-31.70990440771368,64.92037918346037,E,D,-134.042512479637,E,D,1
Mental,Other,E,C,-70.20512059317426,C,D,45.2914700236041,E,53.38558026496266,E,-44.56189756935293,284.703582002122,E,D,26.838448967676943,C,E,0
Mental,Bisexual,E,B,44.18760738789136,D,C,60.36707920140324,B,172.81297684946787,A,11.93052387037274,-14.635630852645768,E,C,21.003015912595146,D,D,1
Yes,Other,D,A,-81.34140512421943,C,D,-97.95480589608555,A,-169.46810666109178,D,178.099410724044,-36.41855597068061,A,E,-59.94903799156969,C,C,1
Mental,Other,D,A,64.65377232349125,A,B,27.932258046455733,E,-4.73951146029206,B,69.89226885064387,169.44877865181286,A,D,-157.05841805904478,D,D,1
Mental,Heterosexual,B,D,52.260550853011225,C,A,163.6934159929733,E,2.116431597061905,E,-5.821389434284841,120.52747405619264,D,E,-0.35061131963206427,C,B,1
Mental,Heterosexual,A,A,199.49009488492996,B,A,-51.80091797065529,B,-84.43263201509717,A,-78.32829768105438,-103.83498912789209,E,D,55.257133095151254,D,A,1
Both,Bisexual,B,B,-60.53129112936777,C,B,81.57663121591347,E,84.75192166429355,D,-82.26860988664326,73.24404755570247,D,D,-32.24570471927185,C,B,0
Yes,Bisexual,D,D,12.117504888514715,A,B,-19.317685497754752,D,-111.51142137742862,D,-4.118168329387744,134.8332133696113,C,C,-149.81160001636127,B,A,0
No,Bisexual,D,A,147.452058126293,A,A,-25.944922021977447,A,2.2540296158542334,B,92.97346316756057,125.76038853795228,A,B,-235.3794605866696,D,D,1
Mental,Homosexual,C,B,-171.03066341024027,C,D,134.51114020631664,E,85.53137778038767,B,45.75375762265204,-74.94831332724745,E,D,9.64901257910093,E,B,0
Yes,Heterosexual,C,A,-252.26327033826914,E,A,40.16568236529148,D,70.42412991305436,C,-119.71784069615006,193.20222745570007,B,A,155.7089836633539,C,C,1
Both,Other,A,B,-32.69509060888594,B,D,103.40682237572369,C,-19.551539425828654,D,21.87978981970071,-26.966873665654923,A,B,105.56938476700441,B,C,1
Yes,Homosexual,E,C,-93.99670899078856,C,A,-88.37738795407361,D,25.44182686128589,C,-111.93537650821672,-161.76474422322667,D,D,-45.83618081726898,A,C,0
No,Other,C,B,26.413926723263835,B,B,-62.16071933558723,E,12.140158029995115,C,-128.8313976369058,57.28015615099945,E,E,51.81416217547275,D,C,1
Physical,Homosexual,D,D,222.24180718258947,E,A,-1.6214794884842711,C,91.49710796365011,C,-64.60530849661778,14.54498159610493,B,C,41.19313301181603,D,D,0
No,Homosexual,E,A,54.66216648889356,A,A,62.2287332419045,A,-124.76219465617315,B,-25.93763875950998,-11.631476444107568,E,E,62.60231219067928,B,B,1
No,Homosexual,E,E,56.37425619389301,C,D,-60.706480307709896,D,-154.05825078255793,B,62.181230053986425,-13.466324318295065,C,E,-91.93817330988554,B,E,0
Both,Homosexual,E,B,62.93751687288013,B,D,-70.72583850311229,C,-21.416866919997616,C,129.56319095820353,-22.47329486162692,A,C,85.03342998713143,A,B,0
Yes,Other,E,A,130.90787468927962,C,C,-105.2815962289657,A,-61.93788237574772,A,98.58631541751203,25.88612008880008,D,B,152.73808583273814,A,C,1
None,Homosexual,D,A,-20.824658570355627,C,D,216.0292387193067,E,21.47240805845863,A,-135.28366631105987,259.82016364852547,C,D,-34.785670497429706,D,B,0
None,Bisexual,D,A,-172.20836454505812,D,D,-0.9687591790827723,D,52.248070603972465,E,-18.09372141646446,67.83765287481143,C,C,-52.12116807122956,C,A,0
None,Bisexual,D,D,-101.99913019325426,B,B,1.7529938321058522,C,23.92978359811274,D,-8.606967579008643,-81.92402727356381,A,C,59.091390453196325,C,B,0
None,Homosexual,E,B,-92.72460461207417,A,D,66.20849193177801,D,32.22430662309384,B,-28.398453498875316,157.33231774088284,C,A,-197.06914688279537,A,C,1
Both,Other,B,B,-28.87935428941099,E,A,61.38172962738816,A,-123.30514428835006,B,-35.73250583296752,24.47841519724948,C,A,22.521543007941716,C,A,0
No,Homosexual,E,D,-87.29757377137697,B,C,-23.227520959225114,E,50.9823720351693,D,-81.40207170305968,273.9839605541502,B,C,-109.01180438952345,D,A,1
Yes,Heterosexual,C,D,-106.64466085370914,A,C,-169.91970113781878,B,7.2540004813802685,D,23.02005732902951,-124.9406109059495,C,E,23.599558666946013,E,D,0
None,Heterosexual,D,E,5.372361544320958,D,E,-38.83711840400976,E,-11.536367266328302,E,93.38961189459367,-21.533219319329046,D,C,-237.4667337322909,A,E,1
Both,Other,E,E,-117.82052517903136,D,B,-84.68144039592221,C,117.01028620609597,A,24.61631626474916,-55.79036191295172,B,E,-2.5723792077398264,C,A,0
None,Bisexual,A,C,104.87591395597242,D,D,-109.8287089125188,B,-32.474710238781036,E,-14.263953051739964,-109.63010722601692,A,A,-215.3966799910117,A,D,1
No,Bisexual,C,A,-13.857769654217952,D,C,-30.829740391872875,E,-118.35948163289444,D,73.48906394137877,-133.75202183115294,C,D,-0.8266219236129759,D,C,1
No,Heterosexual,C,B,-46.49118927538821,D,C,87.22350142296645,E,-220.21841198861156,A,-42.59489704371181,-106.50037707006837,E,E,-188.20728267752162,C,E,1
Mental,Heterosexual,B,D,74.4506739397626,A,E,-60.70240574858408,D,122.33074455597568,E,-57.089521889905015,-22.904352035386893,C,D,95.04036770300695,E,B,0
Yes,Homosexual,C,B,39.94057799938866,A,C,-161.394610145973,E,-39.88221751165552,E,241.0980454178697,-153.99107364915554,C,C,35.83980081078903,A,B,1
No,Heterosexual,B,C,106.50670191516586,E,D,112.51710593319568,A,-8.483361001175874,A,39.04655652890943,-77.9310840795915,C,D,-30.082296714948725,A,A,0
Physical,Homosexual,C,E,78.239073955865,D,C,-104.49137147382332,A,-107.30885929550573,E,-39.314747155389426,-22.81668143587089,B,D,70.40009675287945,B,C,0
Physical,Homosexual,A,D,153.96501408768577,E,B,108.90891916743924,B,89.6279588874394,E,-176.38365045563808,42.57979193296882,E,C,90.9288394006239,D,A,0
Yes,Other,A,A,-55.248612809706586,B,A,-124.16093296986124,A,229.16150954090847,B,-45.34305077858275,113.31950292210541,B,C,-105.82229275729567,E,D,1
None,Other,C,E,-56.12535397185374,A,D,-17.010931746975753,A,-19.00053313516302,A,-117.72314127041084,77.29528985250876,E,E,44.45566995356505,B,E,0
None,Homosexual,D,B,-61.91353393817673,E,C,-51.81848183458732,D,-78.6824826373456,A,85.47610997286033,-12.948664600519693,C,D,-14.508408006166345,A,D,1
No,Bisexual,E,C,-100.0258755636329,B,D,36.073384943895334,D,-8.65584262900361,B,-0.07826559450639621,-84.83722072924635,A,E,18.770369676204208,B,E,1
Yes,Bisexual,C,E,210.383261382893,E,D,17.792721816735572,D,-37.476538544301704,B,71.27493573843078,105.66451519802158,B,D,-252.9055135317714,C,D,0
None,Heterosexual,A,C,-117.55115367322206,B,C,14.41014243599971,A,-76.50418401429667,A,-84.57567136686276,-68.5486881871542,A,A,-101.91851162454068,B,A,1
Mental,Homosexual,B,B,8.211147700577355,D,A,-33.723802470294764,C,-49.38518223253773,D,80.79793952206006,103.58394442052241,A,B,25.880117912862694,A,B,1
Both,Other,D,C,-48.524961807333696,D,E,-128.75053025121562,B,-126.29108664162838,E,-120.63471181352013,31.128414107767437,B,A,160.6005719849976,C,E,0
No,Bisexual,C,D,131.36189589686848,A,D,62.074283604914115,C,-116.7078075329119,A,121.4368280937688,-3.659244134144854,E,B,-104.34309582471133,D,B,0
Mental,Homosexual,E,C,-44.8706614270123,D,E,146.4695224984863,D,-109.77206684042444,A,-110.47059542536775,122.13837957837133,D,D,-83.17075647105277,D,E,1
Physical,Other,C,C,-159.58295217449873,C,A,1.6256349467125415,A,52.19590660499024,D,-98.21233145370208,-101.97875537635312,A,B,225.9935953800633,E,A,1
Yes,Other,E,C,-109.45111004198009,A,C,133.48961058798236,A,-10.990884116979485,E,85.20782343127841,102.98110010203145,E,E,62.55153742945239,A,C,1
Physical,Bisexual,C,D,-195.7812253817307,E,E,-20.55712724322363,D,-12.751313702477383,B,42.001856660414,-1.9995568042342569,E,A,169.8522931934532,B,C,0
Both,Homosexual,E,B,-72.84469667816322,D,D,-23.34447825378175,A,226.72018498016845,B,82.23352822324395,159.63982160542872,A,A,-108.73026407912099,B,B,0
Mental,Bisexual,E,D,112.59349969809675,E,B,153.9716921775419,B,5.213013825552794,B,15.734431676094335,63.22906933499313,E,D,-160.9481870930509,C,D,1
Yes,Bisexual,D,C,-52.12774501287705,E,D,62.1900003639383,A,122.68793620814682,C,-220.77661357905532,12.957191281449024,D,C,-98.75345897956548,B,D,1
Mental,Homosexual,B,E,-135.989585345425,E,B,-58.33520721148005,C,20.887841568895745,B,71.33150298556131,-113.18136187786145,C,E,78.46861950566849,E,B,1
Physical,Bisexual,D,B,-39.619235913275084,D,E,-192.33037600413388,E,3.974896140012136,E,-5.876744587165141,31.573775642146956,D,A,-62.0809127989993,C,C,0
Yes,Homosexual,D,E,19.724466650843333,A,C,-263.8389799304878,D,169.11228820785834,B,90.20080766376957,51.21299914013889,B,D,-176.24024229341632,B,D,0
Physical,Homosexual,B,A,61.422272367259204,C,D,-274.0135226821095,A,12.467303473632652,C,48.626249518096834,-21.513164069208287,E,D,-23.965130722193546,C,B,1
Mental,Homosexual,E,A,76.72776630512111,C,E,-158.41558032389696,C,-7.408736693028185,D,168.10465507280531,52.39704922391943,E,A,6.197125163201058,E,E,1
Mental,Other,C,C,-114.44898654614173,C,E,-46.19257073162263,C,33.07542241749907,C,60.794307899508425,-60.08838947812165,B,A,-33.86140495811987,E,C,0
Physical,Homosexual,A,B,-43.793522414493815,B,A,-171.6988398297281,A,65.70952076575985,E,82.10351238772286,-147.475247036875,E,E,-84.83092406250914,A,C,1
