civil_status,Race,AgeGroup,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Widowed,White,36-50,Yes,E,-8.477116982072168,270.2150603897964,A,152.78941625355804,D,79.10890105420569,B,A,C,-97.03029829027834,19.908849071136654,E,E,-41.35344833599429,-8.692733149803377,D,B,-100.76707946060273,1
Divorced,Asian,51-65,No,E,-59.118175581343344,140.55319750082924,C,195.092616947197,E,141.09727238238762,A,B,E,-110.5989772497388,-140.82694266025328,C,C,61.34853315614882,45.94044461765904,C,C,93.23919847146827,1
Single,Black,36-50,Veteran,B,19.619747895017472,-25.717898281143125,D,-94.40279971079507,E,-84.42329381197766,D,C,B,-118.96693275326662,19.629662018095363,D,A,-174.9410518863791,-45.78797087098732,D,A,70.02861569802842,0
Widowed,Asian,18-25,Yes,E,-177.15462531006415,61.99841733976277,E,48.118941238008105,C,-121.03825727430402,E,A,E,-27.71548989367077,-44.29041288066945,A,C,203.8819988296088,86.59554429422614,D,D,14.140374728067078,0
Single,Hispanic,36-50,No,E,222.62147664498767,-92.41083732116539,E,-37.65017818216684,C,-93.77037427900237,E,A,C,-90.12440241451212,24.291471658025532,A,C,44.80769686198771,-44.79593887250367,D,E,-209.408609529989,1
Married,African American,18-25,Veteran,C,208.1262932892545,-42.44868902132955,E,-169.7001625781497,C,-24.807776624718596,D,A,D,-43.851815420709514,-92.7209474086762,A,B,77.96360330947574,-16.63772651065942,E,B,-121.80609242605041,0
Divorced,Black,51-65,Veteran,A,-59.86509575524046,39.57620443967972,E,154.14329252350535,E,-126.89337396481409,A,E,D,180.6241103322444,-63.47917054563593,E,E,-27.72682066446906,92.46442354541887,B,A,31.77411833680342,1
Divorced,White,36-50,Yes,B,86.06926712440331,155.9714278224718,A,-211.76435175059166,C,-159.30537718558173,B,E,D,-73.10104354443546,136.29029790362438,C,D,103.5578202902399,-20.578065114289586,C,C,62.73041399228462,1
Divorced,African American,18-25,No,A,-122.29740170624157,106.7953714540586,A,171.2541878717224,C,90.13039458409156,B,A,D,-25.3911284893581,178.91180241601586,C,C,6.725561147057836,-104.57632767143448,A,A,11.48597465680387,1
Married,Other,18-25,Non-Veteran,E,18.875564821515688,-37.69657474978892,A,-36.70670215229426,A,-42.530298547239205,B,A,B,63.608515929972455,-180.48578841926016,C,C,120.35498826289839,-115.33476208971388,B,D,-90.5814249509986,0
Divorced,Other,51-65,No,E,147.81476375815254,142.50662872025868,E,-68.74083236067527,E,30.92523710517151,C,D,D,46.348808184925275,-295.7264821893586,E,B,9.177118419317308,-124.71618044249367,C,B,-56.355745391566195,0
Married,Hispanic,18-25,Veteran,E,107.93726810859027,-120.76203753561403,D,-142.10805483280774,C,-38.58728515947279,C,B,B,104.47529665608266,-69.88359061658568,E,E,1.3950834877319178,70.77505725593434,B,A,-61.76936682251699,0
Single,African American,65+,Yes,D,45.936836742009575,-123.26822024320339,C,-38.89362573517608,A,-50.642071349810436,C,B,D,-51.233473272753486,-27.197405100965472,E,E,-263.4532628748014,17.979319065879235,E,C,-11.702034699739482,0
Single,African American,36-50,Non-Veteran,D,36.555881044896985,-29.78583341173757,D,53.48881278929144,C,-96.25593142794442,B,E,E,113.58690696435912,-106.15353540649059,D,E,63.33254830905035,28.551119519596668,B,B,-35.209877476569346,1
Married,Hispanic,26-35,Veteran,A,-214.10493610211856,126.75608344108883,B,60.84141594832293,B,-71.26377421017698,D,B,C,-83.19428026484157,57.02515997119148,E,C,151.4650721524434,20.947705449276537,E,E,-56.14754097818106,0
Single,Black,65+,Non-Veteran,C,-31.15598109098142,22.871043471341554,B,23.33646301957991,D,-87.50511175550618,E,B,A,92.61877936532262,100.65623119269856,E,D,-58.845261639400135,-65.8141277324529,A,E,123.33959123060836,0
Widowed,African American,18-25,Yes,C,-47.23016693061452,28.612783636277634,B,47.52702103847864,C,-13.692608252636774,B,B,D,-139.83381603959617,-37.78818940455437,A,C,-155.30207520352758,-54.54954231091024,A,C,145.58975492166343,0
Single,Asian,36-50,Non-Veteran,D,-39.20609572993664,34.355852212903635,B,63.97484341611156,D,-101.43065919267788,A,C,A,131.17683173852953,-11.944723595315395,C,E,15.090406703934978,-29.404411558355072,E,B,-15.060399348388728,1
Married,Hispanic,18-25,No,B,43.71836271492558,33.16378863868895,B,-159.61270541000235,A,209.86588103789057,D,D,E,58.96258950811336,-27.44999745290769,E,D,49.030288771053215,-6.957605756007626,E,D,-24.484582642780627,0
Widowed,Other,65+,Non-Veteran,C,12.370589051467705,-48.479353908563155,D,107.18913934566253,E,-82.75016676572018,E,B,E,99.96102272846811,82.9335588553973,C,B,-85.13511228650698,11.482865156399008,B,D,10.327976764429955,1
Widowed,White,36-50,No,E,-21.319718177129047,94.01015598245425,C,-15.591157831878096,D,14.224625635891952,B,E,C,40.493904528653545,147.54125995739304,E,D,72.30025718902377,-83.344193293039,A,D,-91.25121846235601,1
Married,Hispanic,26-35,No,B,150.84712361418252,-67.58808226073675,D,136.8870716613738,B,-132.6097456078938,E,B,B,77.49324689284319,28.391906055163645,B,D,-5.367996968643255,-113.0599492960702,A,D,-136.1552554451488,0
Married,Black,65+,Veteran,D,77.9390137163957,-209.2773965505811,E,-36.762525524170165,B,-67.93029580549302,D,A,E,-30.833942083943665,86.79335821028704,A,E,-108.01024255705354,-109.29304353243535,C,B,-1.3223595257382492,1
Divorced,Other,26-35,Non-Veteran,A,-97.71505691012183,-36.51506799517566,C,-155.30932307404407,D,61.00431504795115,A,B,B,-19.061602549062776,-152.01116944401525,E,A,-155.87131637725506,-14.518858398778276,E,C,30.59192793976421,0
Married,Asian,36-50,No,E,25.775844749449423,-37.69874731211798,D,-37.22334307610851,C,13.45085321574922,A,B,E,134.04853151117575,66.32494811555485,C,A,-78.61162514147537,18.13760154175589,D,E,-1.1463696859653858,1
Widowed,Hispanic,18-25,Veteran,D,107.24800051570575,50.802084196698594,A,-25.14586721735514,B,-137.5804812025355,A,D,D,-56.65513905948737,53.735550552976164,C,E,-29.103011868849997,-124.12974556919625,E,E,136.1779677110815,0
Divorced,Black,51-65,Non-Veteran,D,149.21307827476303,-82.06380352167729,E,138.08215945042278,E,-174.67355199432757,A,D,C,-29.552125687069324,-8.107601024472173,C,D,-106.97909359240954,-71.41079387841488,B,C,-50.443418561226196,1
Widowed,Black,36-50,Veteran,B,157.2708166410125,-71.34978047399034,B,63.30769702596742,A,-97.45503714131362,A,B,D,-59.268931958264105,-6.16240212313017,B,D,-47.976193154288225,-64.76417824157208,C,E,-165.92445730582318,0
Divorced,White,36-50,Non-Veteran,C,-22.879483437017488,-28.714874123362687,C,-15.234757889021862,B,-84.36859595341907,B,E,B,-102.6606018206498,-54.20469598822094,D,C,-34.51043591202692,68.23355646894807,B,B,206.23071087351573,1
Widowed,White,26-35,Yes,A,-218.03524243571397,29.46447425027904,E,219.82185999023943,C,-17.527926211933543,A,B,A,188.87821604007834,-83.20508346260048,E,E,-42.66353722942514,6.283231134261845,E,C,67.38675688739725,1
Divorced,Asian,18-25,No,E,-138.85352412116143,4.797172335950176,C,102.46381386993365,E,-166.74368056403617,A,E,A,-78.92894731759979,-64.30894715870437,E,E,65.82764381804417,-16.5240483058338,A,A,-278.62854997011925,0
Married,Black,18-25,Veteran,C,-27.73652911901318,-8.756653470173603,D,193.79079992303298,A,-69.50290810249675,D,D,E,-29.818088592805182,5.106646196569118,B,E,132.01899430980782,41.648050032679066,C,B,157.98990872640965,0
Divorced,Black,26-35,No,C,16.664242951750673,63.02514347917795,D,-115.85067761883188,B,39.42551086988407,B,E,C,-37.97803227755422,-34.50998312118124,E,E,59.320984389228926,-85.15546601366157,E,E,28.830053302282387,1
Single,Hispanic,65+,Yes,C,-10.39473951298474,-33.75014643063592,C,95.55319438548497,C,110.23185883859794,B,D,E,-51.95868184473682,-29.25412665639006,C,B,28.768247597463166,-119.82574320769474,A,C,40.16190273479494,0
Single,White,65+,Veteran,C,66.79483032084012,-140.09841230237006,B,44.86520225756706,E,14.311384445982537,A,B,D,90.27233030032885,-56.46282293479183,D,D,-37.88151729390244,184.4268103188192,C,B,-119.57377437325275,0
Married,Hispanic,26-35,No,E,82.80491175213044,-2.198394703448726,C,-94.12887886445066,A,-63.83877746722886,A,D,B,-36.3716267488725,-229.45898479938614,E,D,1.7464784035892669,66.96559389063775,A,D,-73.4822769379639,1
Divorced,Asian,26-35,Non-Veteran,D,115.68022293475981,-61.388717604569365,E,-83.36377050423123,B,-34.047993584381224,E,A,C,114.3955805786619,-8.349065178967852,E,A,-21.777977625634605,69.45088642996038,E,E,-14.962214778097731,0
Single,White,51-65,Veteran,B,-97.60636460273783,-99.54367424923865,E,122.43216357242784,D,-130.75015155208388,D,E,B,123.35897571680141,52.57426866864642,E,B,-43.821910532643024,-35.42037721187787,C,C,-50.026947839377364,1
Widowed,Black,51-65,Yes,E,-1.0452268556453774,-34.638192641033605,B,106.72896643477239,E,-87.66900339879393,D,C,B,123.5495074346915,-182.88854134428183,B,B,-113.74608505386405,66.12375756622862,E,B,-60.32283462530009,0
Divorced,Other,26-35,Yes,D,-87.79523269146621,-104.12426802745074,E,-69.70918112638381,D,65.66167143229357,E,B,C,-68.49036416488609,134.05422361972734,C,C,-64.94110733772914,-41.76302506205998,C,B,260.87046580642584,1
Divorced,Other,65+,Non-Veteran,A,83.3693488921477,-114.46438910964449,C,-101.12991931654224,D,89.21680816844287,D,D,C,30.499652288162054,-143.33670776311334,D,E,150.3544999548766,-25.401240329697483,A,D,-66.40886108004011,0
Divorced,African American,65+,Yes,B,-9.799254302023268,112.02285627924213,B,-41.497747544671086,C,19.95233859188732,D,B,C,164.21456421363146,-35.366056431232224,E,E,-31.87688852626594,-59.524372276257665,A,B,35.77103101601144,0
Widowed,Hispanic,26-35,Veteran,E,-81.77887268803826,-138.62990572568626,D,-54.43550568695863,E,-6.679374038327543,A,D,E,128.66248334605626,-39.77555562115681,A,D,195.74044503131785,25.091141359403498,A,E,88.98482480038462,1
Single,White,18-25,Veteran,E,86.3574801220961,-11.199599709526744,E,-89.09251207984033,D,17.060952584372647,D,B,E,-32.241893286659845,36.21263106669747,E,A,5.150998710239438,260.745925131033,C,B,97.79292549501423,0
Widowed,Asian,18-25,No,D,33.954695109589984,-67.95682544546544,E,-99.44593159977451,D,3.040971271301813,C,D,B,210.0228318201259,41.741398221223044,E,D,-57.32126534858355,-59.77166716170792,D,A,83.55059893507148,1
Widowed,Black,26-35,Veteran,D,23.46317524643347,-50.36264577798379,C,-79.49025278866186,D,86.73463219246919,A,E,A,36.84596577895952,-23.140803525321317,A,C,-77.0626569782533,-39.076817133068616,D,D,-103.40795818766013,1
Married,Asian,26-35,Non-Veteran,B,93.01189867750239,-51.67925037927521,D,136.10415368016916,B,-2.5569987994745658,A,C,E,47.54591932149391,-20.854714196895788,B,B,-16.987944794194615,-73.33460413254544,D,E,76.09226975492702,1
Single,Hispanic,26-35,No,B,-167.4718926491203,-146.27525532041037,E,-142.37425015048458,B,-59.98442549417701,C,E,B,-50.245758010377436,33.98141456330514,E,C,47.13918281191526,-15.124671262749374,E,C,86.01100895188833,0
Married,African American,18-25,Non-Veteran,E,87.61931528324911,79.03547159541891,C,62.37288638880077,E,-102.98419480505736,D,D,B,-94.25685208288968,29.88735339108327,C,C,-4.608333123326296,37.09241397486511,E,A,44.60928022534351,1
Divorced,Black,26-35,Veteran,B,-19.85979399117374,33.54473877897628,B,37.633112891900566,A,-102.8577401326507,C,C,B,-57.32646593409869,-165.5261042369663,D,A,88.29381428554674,187.89889308774443,B,C,160.75528885141551,0
Married,White,18-25,Non-Veteran,B,-34.05406677109142,107.92941530535805,D,84.8839136984465,A,103.56635141235455,A,E,D,49.285460432336485,43.41147454921191,C,C,-56.94121894116457,61.35044120351629,C,C,79.3255570698844,1
Married,White,51-65,No,A,-30.374612533854062,7.825231018437434,B,-87.15851557966646,A,-68.82500659474006,E,A,A,-117.52922038719919,123.67789095157462,D,D,11.142086101726036,183.1938905759741,E,D,-67.97322127059455,1
Divorced,African American,65+,Non-Veteran,C,90.09526101153503,6.073461297464034,D,62.71523377922043,E,223.46955898248274,D,E,C,-0.2624196021146357,169.39917229431455,C,E,166.91547724031037,-8.89086413878339,A,E,19.51348716419127,1
Married,Asian,36-50,Yes,E,26.90804035578814,52.78324667592516,A,-109.58402793243691,E,42.30354177548577,E,C,D,63.13199775262716,-22.210889556521295,D,C,-85.66534234243636,3.6757622296374297,B,B,-26.37903956607643,1
Married,Hispanic,18-25,Non-Veteran,B,-14.969245860362795,153.29632177116522,D,-45.42242717057602,E,-44.087718538589705,A,B,C,-44.865128141647986,-161.4148677564862,D,A,0.8408520184521451,160.23630052121754,A,A,-130.6801102127589,0
Divorced,White,18-25,Non-Veteran,C,-21.634594938577063,131.43594984575196,E,13.21204645194479,A,-35.66940986291447,A,A,C,-90.07566948383662,70.61710155822784,B,C,-92.9226685415507,47.83491486055401,D,B,42.678568800037354,1
Married,Hispanic,26-35,Non-Veteran,D,5.650631921524741,15.727914693345154,A,-98.2405358170335,E,-34.19864081534143,A,D,E,287.50483956741573,22.291939264642583,C,C,129.94264668459695,12.780787148402279,C,B,-16.971766340240237,1
Married,Other,18-25,Non-Veteran,A,-97.676046684273,219.5444800904312,E,-199.58675217325182,D,112.96106389870415,B,C,C,5.556863728760492,-53.571150367713706,A,E,-73.37565056538551,-9.09360279896409,E,E,62.85148206044534,0
Single,African American,26-35,Yes,A,147.54033355951498,76.6828522674907,E,85.17378869182922,E,-3.296245211636259,A,C,D,209.62919948476198,-6.917966766678991,A,B,65.63908700577925,-47.054312009252456,E,E,170.4583332972546,0
Married,Hispanic,36-50,Veteran,D,-35.98306360257881,65.2478461297492,C,10.143189796065835,A,153.39079187071496,D,B,C,185.65962034304334,-152.2940561986579,A,D,27.03935811799679,-66.1629934388067,C,B,-28.89536855505645,0
Widowed,Other,26-35,Yes,A,140.69919307420034,39.0393051968428,D,100.30945094471161,E,101.94262396178209,C,C,B,270.5004705769069,-78.90419950711512,A,B,-119.47735724670052,-12.501009984839131,E,A,-43.22908689828399,1
Single,Other,18-25,Yes,E,-45.759514605548304,-108.29838592152177,E,61.876558064260465,E,-237.86146888343205,A,E,E,89.36089106864686,-85.2940728440732,B,A,155.16781912519937,66.61284516632094,D,E,39.03501330085455,1
Married,Hispanic,36-50,Yes,A,147.77002532039134,-148.77394201939106,E,56.35899142371483,E,79.88477860224222,D,E,E,-25.643004864173818,159.77805437626208,C,C,-160.40047348737474,41.33522426630742,C,E,-24.978948038375652,0
Single,African American,18-25,Veteran,A,125.96336477156196,-83.34058233462558,C,-142.0787707379781,C,51.19200065338081,D,A,C,19.418942901547773,-15.337323746124252,C,E,-200.93303161716958,74.1327465531193,C,B,-137.77296911366713,1
Widowed,Asian,18-25,Veteran,B,-2.8957099448074586,-34.89146243906987,D,115.94615403650448,E,146.24460015139275,D,B,D,34.94902375079122,40.73892564851312,A,E,36.00425617031488,-48.28223395497908,D,B,-51.2768323625888,1
Widowed,Black,18-25,Non-Veteran,E,51.28468480542638,-32.88702924401116,D,63.958260345984755,C,-82.08863068108981,A,D,A,-118.64770185820457,21.416093316339392,C,E,93.75596536469205,-107.11751966896949,E,A,47.10114098637654,1
Divorced,African American,18-25,Yes,E,25.19312360842664,79.77934511642334,C,82.54451346050146,D,-22.19964255114237,A,D,E,-245.16443567270082,-132.0776182789604,C,E,69.46534512304999,29.915357488421705,D,E,34.46614618003458,1
Single,Hispanic,51-65,Veteran,A,119.6813533565477,66.1535795023354,E,-94.42962050094857,C,-86.58054147716852,B,D,E,31.437279738214492,-172.79278619586972,A,C,-91.81749996714468,-30.486987368196335,E,A,-184.1997253232983,1
Widowed,White,18-25,Veteran,A,44.409599867716885,-149.22636262358583,E,20.518993596032033,B,114.52344081284997,A,D,A,-133.1169022886873,-123.00032782734958,E,B,104.01196067053885,-56.98804722831136,D,E,-68.88894692032395,1
Widowed,Hispanic,36-50,Yes,D,92.41860762848265,138.56552478846334,B,14.182970698533163,C,-61.92673802344271,B,B,C,43.67610046402739,-54.28345799631678,D,C,74.4099767697272,-10.041683303377457,A,C,30.35545078104047,1
Married,Black,18-25,Veteran,B,115.30366333081746,154.8304508321032,D,22.494869094622366,B,184.89838442122647,E,B,A,134.18749176356005,87.07703381258753,D,C,123.58753649819087,-162.79708071806047,A,A,95.34888410888551,1
Married,Black,18-25,Yes,A,26.591165263619978,-128.92377610321978,C,-61.78840273424711,D,-32.811428526071154,A,C,E,29.921679576850575,-190.53010189043417,C,A,11.239030747513128,160.28048431370146,D,E,2.7954696467954365,0
Single,Asian,36-50,No,D,-43.114859355709186,-77.38608402946141,E,6.101848015641407,A,-60.821996970459914,D,D,B,-81.15054105236665,-157.52660882335195,A,E,57.84324238820437,-29.85224910417024,D,C,-125.39183224575727,0
Widowed,Other,65+,No,E,80.84540140725147,-98.46855082736214,B,-95.44691099639344,A,25.149409995986954,D,C,B,-37.84006404811976,-234.9083746788577,E,C,108.93195695508702,169.71802851881367,C,B,-59.65900400130629,1
Married,Hispanic,65+,No,B,221.59045507736033,41.516711425685365,D,-48.00566192294603,C,-189.1651420930949,B,C,B,139.34974226685915,-106.2048164499524,E,D,-17.991320057620467,31.85924452695934,A,A,-3.6126649128988233,1
Divorced,Asian,18-25,Veteran,D,-49.955805071324214,137.78366903644033,B,153.396280053726,B,-54.52733997305275,B,D,A,-28.813264174915254,47.14099124041598,D,A,-139.3737800578884,133.8033623296993,C,B,-87.50851970397436,1
Divorced,White,51-65,Yes,D,-17.415653493253235,0.5703645829466009,B,34.45259860186165,E,156.91244598848274,D,B,A,50.598188307969714,9.146120178633698,D,B,35.15748318761254,82.09769125990837,E,D,31.432276362393647,1
Single,Other,18-25,No,A,-26.675857594313268,27.801053162234208,A,-150.19320785222058,B,-108.73264351811447,D,E,A,-21.55480852853552,-94.26112014719001,D,E,50.46854434023453,-49.62433736417699,E,C,-26.565246272166114,0
Married,Hispanic,18-25,Non-Veteran,D,149.18226515390248,78.08398610552167,A,23.836193296976255,A,-58.478256948125896,E,E,E,121.76700146033245,22.314867112590235,B,A,-140.67872783620848,-52.84882633962382,D,C,149.53728792434848,0
Widowed,African American,36-50,Yes,C,72.80603793862413,75.326674295338,B,-137.37636475414158,C,-124.94809610641948,D,C,E,-101.04042177525665,16.604550197841935,C,E,-34.876368575874835,56.58341046940443,D,D,-39.02546337944447,0
Single,Hispanic,65+,Veteran,C,-6.784746037598052,73.58902462961842,B,62.48183857684235,B,13.640687234578266,C,B,B,48.142353789406386,75.26766065472718,D,D,-35.61666966349601,60.102035199016015,C,B,-89.23238294257061,0
Married,Black,18-25,Yes,B,43.2036533469151,-26.673454734460154,C,150.1076285195591,C,-179.7045868164167,A,B,C,-153.1797695353028,-170.61960962381494,C,D,73.08197490640987,-149.66187004470112,B,A,2.3468849906437006,1
Widowed,Hispanic,26-35,Yes,D,3.442748626351469,127.20379889525171,D,-90.2687909353721,E,-76.44542864935853,A,B,C,125.29685768516023,-122.75972357510874,A,C,-60.71688762062113,-25.525036929023166,C,B,-47.18385808348755,0
Divorced,Asian,65+,No,A,85.26664447269351,-202.70781089049893,D,-13.049919714827329,D,68.26460731422954,E,C,A,94.0256687580191,-78.04273480246715,C,C,-116.74175117208765,174.23496265508277,C,E,-7.669463559524393,0
