RACE,AgeGroup,SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Other,18-25,Non-binary,E,147.85933672686627,B,87.86522759178216,C,-16.07513542387854,67.7470864886497,B,91.35699509318094,B,C,-119.53230115214582,80.1022156244527,C,123.28531444142243,D,1
White,26-35,Non-binary,C,34.2091441309413,D,33.83142702628451,D,-83.47766565494304,14.368480263412229,A,-73.49842268993714,C,C,41.6133986138858,-1.4756927618129996,E,-34.323908353111065,A,0
Asian,26-35,Female,E,59.598798069218574,D,48.57715792112597,A,-88.7473656214275,21.947683360402586,E,9.267398260370511,A,B,32.195200222457245,29.608702994563878,A,-76.2679650430218,B,1
Asian,51-65,Male,C,-70.75639592746955,C,73.37003159088752,D,-29.70514838863783,-78.28608338370047,B,174.83934658455374,E,D,207.65243338814318,5.299813048333982,E,-11.770929406032785,C,0
African American,18-25,F,C,-30.345422601190347,A,-167.39498898873416,E,191.81827996805725,140.2706550494596,E,-10.61975044253662,C,D,137.61574371984878,101.91010194374141,B,156.01067694981887,A,0
African American,65+,Other,E,-55.888025034610656,C,106.24589122620947,E,-10.265615157497413,19.527071873930797,D,-28.3533344412071,E,B,164.76814974145643,-53.55865691440683,E,11.679161193038178,B,1
Other,26-35,M,A,-56.6769074178675,D,35.178314575947404,A,-37.95287873336443,25.238359848472246,B,-64.86785669291967,C,E,-50.65333078838867,-89.27667204076438,D,-8.534480688096961,A,0
Hispanic,18-25,Male,E,-88.06749236093482,D,-41.909404543531195,B,204.10528255879564,-171.10045983441452,D,113.19078003340408,C,E,-104.72246016028588,-99.79301206160594,D,-114.03543777132468,C,1
African American,36-50,Other,B,77.41167431213071,A,27.879940572027145,A,-58.67003324808828,91.39246476478603,D,-112.07218284031106,D,A,-113.95277804476314,-44.45346415068039,D,-24.0743007988435,B,1
Hispanic,65+,Other,D,-61.956080584858356,D,-66.8113260371585,C,37.925049039751165,-39.14302082605504,B,27.190606900005687,E,A,-17.529095300766233,66.53026135384577,C,249.02451163119298,C,0
Other,18-25,Other,A,59.794445730961954,D,-11.24320134914108,C,99.68437079157565,68.05474558689086,B,304.3432862759184,B,E,47.14281801754222,35.10797852123643,D,68.53837944049562,C,0
Asian,26-35,Female,A,-76.54056940195431,B,-32.170323807644856,C,198.8804504042361,-54.46726769088097,A,160.68292586833402,A,E,-114.59260375162705,-125.65397283670052,C,82.22788275749093,D,0
Asian,26-35,Female,A,-31.14054361392091,B,16.265734334699587,E,-95.87976318520374,-126.21598055743341,E,13.837927824958212,B,B,61.58961240113647,-147.22644209551535,A,15.689727231131823,E,0
Black,26-35,Male,C,90.23388379115754,B,-23.576216990689577,A,68.39771538488554,78.05025757330326,D,-31.134811626399557,D,E,163.43819675732232,-50.30608461952851,C,9.57513447079928,B,0
Hispanic,26-35,Male,A,168.66770879237362,D,-217.85181466566587,A,-95.2738821820806,-67.7677210761392,E,-22.845041974162665,E,E,-39.83405966110979,-107.34430964431958,C,-62.37909527164797,D,1
Other,51-65,M,C,63.776715473664055,D,118.17995493603036,C,26.858318701242084,-100.62176683698627,B,150.5724951240439,B,E,-74.35801380771308,5.261527349013636,A,-139.84982152620935,A,0
Asian,51-65,Female,E,-43.51075377362711,B,-18.81250676746284,A,54.858567068690874,103.44654978012551,D,101.75138598972356,A,A,-176.18106271979985,-14.274988258241317,E,29.70003135608318,A,0
African American,51-65,M,A,-0.989492733779503,D,208.13410124197992,B,35.4570204013683,134.47060102370673,A,-53.97385491584507,E,D,9.237652444441439,-52.07734127684838,E,-48.31213480514102,D,1
Asian,65+,Non-binary,E,40.86639604663462,B,64.39365182348735,B,-97.77355651374086,-226.0109703379968,E,-26.364952362325273,E,B,-123.30249470591512,106.05815398034485,A,-156.27522409821958,D,0
African American,36-50,Non-binary,C,-39.64338375732994,C,-26.238566662958178,D,-22.44027517322483,-56.16187065258511,C,-162.78170957544097,A,E,-160.3287413691219,-285.30515514267,D,121.83977400693793,D,0
White,18-25,F,E,10.343114277489383,B,150.63764292545753,C,120.1997385128154,124.04459263396205,B,-89.08661522772601,E,B,51.30782193128677,102.22649540504575,E,170.25709323066368,B,1
Hispanic,65+,F,C,-14.463216641010348,A,47.72163533910147,C,89.53167943290734,-34.372749218997484,C,36.223476519269425,A,A,-22.458223099192423,-17.931260540909186,A,-37.0292082681067,A,1
White,26-35,M,D,-120.17363389778437,A,49.34529543407618,C,-78.93764997837297,0.020564630144565058,C,184.43317395596384,A,B,63.12299340831689,73.10418921391764,C,-52.42739071065301,E,0
Other,65+,Other,C,130.8999792791037,C,-13.22490960391995,B,45.46021592847161,28.415050481380938,D,-39.7273129945924,E,B,-8.98406622930699,43.700403097108506,E,405.0860746786588,B,0
White,65+,Other,C,-63.62400934094842,A,-90.32279307478234,D,97.61569696716741,-89.48826923718785,E,37.66927786008096,B,A,-14.753109100897403,-8.772526627124027,D,-115.24696983142626,B,1
African American,51-65,Non-binary,E,-59.779030421701194,A,-91.25888138300724,B,-7.57396870389673,-165.30445327233198,B,107.41232891177562,B,B,31.96328208005797,-176.6943103116418,D,98.23355564776058,D,1
Asian,36-50,M,D,20.029596740984346,B,-84.27267489043729,A,4.14413141851874,241.151779607267,D,-12.785000900798039,E,C,42.66991543849558,-42.380743072230786,E,123.00492502767155,B,1
Hispanic,36-50,Other,E,-194.65170549983654,D,-164.5105848705941,E,80.29097483850978,-135.39901861246645,B,56.243815640897445,B,A,172.2860949393865,17.256568398092078,C,-70.52467890566014,D,0
Other,51-65,Other,D,280.942997368461,A,123.17063984324956,B,-262.62718404095955,107.57904493408907,C,79.96803769948575,A,C,-67.37209589097763,262.674087047453,A,162.20193738306475,B,1
Other,51-65,Other,D,24.648940458461325,E,-43.93918747274201,E,-47.274512923093376,-104.89463045198224,A,28.77118840841953,B,A,-97.4683615259702,28.958026617963544,E,-30.18576684805237,C,1
Hispanic,36-50,Male,C,-61.2368280199801,B,86.59192264264841,C,-69.22699147063268,-4.823335273734505,C,-67.20161190361799,E,A,-57.346498423716575,-206.24381371982233,E,15.734998925757148,B,1
Black,26-35,M,B,41.569061937501516,E,-105.01713613981329,D,-44.200282914113195,-107.08820530233186,A,73.67232257836702,E,A,-140.82730706156514,74.25947403174473,C,-175.72368307995745,A,0
Asian,51-65,Non-binary,E,-56.28822047590718,C,-193.05677489261583,E,113.40397998794248,-22.185673493367737,B,-117.29214033174738,E,D,169.03157435700257,-29.906117564745006,E,-23.506892154587188,C,1
Hispanic,36-50,Female,E,46.54627557582734,B,67.11560472762844,A,33.26685914036752,-143.80752598764607,C,68.10630948799903,E,D,-125.77183913975676,-127.94946986054691,A,17.643412328734005,C,1
African American,36-50,M,A,-124.22899586445307,C,-56.7106530222095,C,-14.873489107601943,13.012419736894534,E,95.97158851478996,A,E,-40.706003750004356,-131.1839335527079,D,12.676736542911835,D,1
White,26-35,Other,E,191.80535341666427,D,266.8194565363778,E,-45.94512535551449,52.25907487994883,C,-139.56384934694046,B,C,31.207437587364105,64.5738843636617,D,136.98934674969578,D,0
Black,36-50,Non-binary,B,-45.56050346862633,C,103.09811645438197,D,94.45222091897497,16.323609755318408,B,-20.366769230885655,A,D,-138.74393945308924,226.05802342601606,C,-14.625403576933918,E,0
Other,65+,Other,D,51.279259646585814,D,182.45482858705145,E,16.392150198311462,132.0803026900376,A,-28.499060869435144,A,A,-63.99888731803718,-248.52804971087735,E,-72.18899181352577,B,0
Hispanic,51-65,F,A,-111.61797680300671,B,100.33911335771755,A,163.2131268121922,-2.2419043986584137,E,57.76039067664334,C,E,28.784899614204445,22.526898621471503,B,-4.655448299010515,B,0
White,18-25,M,E,-83.63979863596211,A,-79.44556162936655,A,-121.66380452565808,37.28147570662366,A,-5.854077526981739,E,B,23.57106694606591,98.16873529004206,E,-74.25048656063854,C,1
African American,36-50,M,A,18.105450703475057,E,133.9618064743421,C,5.532175291195159,-37.275783903735814,B,-180.48058701844974,B,A,114.04461989356017,-36.63723073843437,C,-152.02906327221964,A,0
African American,65+,Non-binary,C,180.67179795054318,B,153.1325618177288,D,15.80256022303568,-115.46506456350711,E,-297.7471175187245,E,C,229.7762084363164,-23.167970266496766,D,10.625877341500491,C,0
Other,36-50,F,B,171.09456666391006,A,-129.4437278723312,E,-67.09190377420062,-63.585336039770745,D,149.74725171680456,D,A,49.28078122069538,139.73662256069795,B,-114.82970548613642,C,1
Other,51-65,Other,C,39.32261735174954,A,-26.68605791332519,C,69.74371985792361,15.631148158927086,B,33.450006524877175,E,D,0.48433262294787505,-15.61624890767415,A,-29.425035593941452,E,1
African American,36-50,Male,B,28.44807589234245,D,-4.268120706521962,B,172.88898310337632,96.61646239546938,C,5.5190602790501035,E,D,20.780845784863804,95.30078308145582,E,-82.1253020392919,E,1
Hispanic,65+,Male,B,-74.36528554587237,A,-218.59403052910517,E,-79.49752163411115,-106.41833318547947,D,36.843846117119035,D,A,166.72894120990856,-116.15256332219236,D,61.59079394414737,D,1
Hispanic,26-35,Female,C,-33.18795939968315,D,-13.975520963964122,D,-212.8243073258325,48.316005822016045,A,-18.3479392016121,B,A,-43.32280428997693,74.90710381399809,D,-90.93454093721799,B,0
Other,65+,Other,A,-57.862518369128715,C,-26.257083428369913,E,-101.26620723128374,-166.73454926063147,E,143.69220215770576,C,C,-111.5180439358625,13.967938956571144,C,49.154494994105164,E,0
African American,65+,M,C,26.948183755774124,D,-170.43237378222278,E,-134.61368818399214,48.202207740730145,E,26.430840758976405,D,A,-62.66355457245456,117.73489481740265,B,27.84825477100179,C,0
Hispanic,65+,F,D,35.26696708180193,B,42.78595942671863,C,-167.46850968925958,-3.522950459722649,B,75.71747048447001,B,B,86.94218753668899,-88.3545899974606,B,-26.222396750738152,D,0
Other,26-35,F,D,-24.838987840222543,B,45.183352594699485,B,-95.60373979259018,12.360533032667167,E,-41.44958980057637,D,B,44.202247258893486,77.18192451371986,D,-74.73944787882877,A,1
White,36-50,Non-binary,D,-8.674296909854522,A,6.957851526564267,E,-62.67987699552595,62.19066376959873,C,-105.73226860913604,D,E,-14.886581814365474,-82.57167178728562,B,-222.23846947254052,E,1
Other,26-35,F,D,-60.88949717521363,D,-146.2465347425197,C,60.75224999444831,219.42152248441147,C,-32.59775899187991,B,E,-226.77592290391897,47.81121689245237,C,65.29183965356263,E,0
Black,36-50,M,E,170.1629170331983,E,-138.22200688498222,E,24.5145050006885,67.59961777131545,D,80.95940537223703,C,A,71.72091322390936,85.35428162822177,E,-96.18250903410079,E,0
African American,36-50,Non-binary,E,128.86883297194146,B,63.08202896401463,B,-106.38069484870665,-70.39759676637787,C,-36.99238922149715,A,C,-80.76313781984045,52.74473849137007,A,-54.05217333055777,D,1
African American,65+,M,B,100.2845736777874,E,-44.223468139518566,D,65.90601125325372,-125.97266065964835,E,92.23344276077985,D,E,95.39763858700671,-7.503689184987861,E,-71.77269863830473,A,0
White,26-35,Other,A,32.222759573689615,E,32.44856308574727,A,141.4751815213436,44.41269682805198,A,-29.899518390729984,E,B,-194.83599373638373,72.38596621615699,E,181.72376497253757,B,0
Black,51-65,Other,E,20.417538869439085,E,-115.73072977300576,B,129.95564912829235,-61.250785035124785,B,63.2785209601157,B,B,78.02189646842281,-88.82963507198707,D,-24.156717254792614,A,1
Hispanic,26-35,Male,C,-20.682069754239848,C,-244.96581335770165,C,23.391626351826858,105.81518420033882,C,-11.15516877059786,D,C,-113.08859056615377,100.36635971649392,A,-1.0613803337139933,E,1
African American,18-25,F,B,10.459393506620456,C,-92.46627553315992,A,-181.24209297701623,65.45121789933837,D,16.092555571964333,D,D,-14.828183141733128,6.512394179081317,E,-0.06146006364659098,D,0
Black,65+,Female,A,-69.0609624982086,D,-174.9920476773189,E,85.58882072882221,-81.5855630369855,E,-119.46344779724987,B,A,-104.68107077545011,-9.183924752921078,C,61.71220496312444,A,1
Black,51-65,F,C,-12.520812917996638,A,-54.83313378960404,C,-15.46361329184294,54.69610678434529,D,71.10746231561136,D,A,31.223800623304488,0.5266901679783644,A,-48.8652089705863,C,0
African American,26-35,Non-binary,D,-41.364030331202066,D,57.421852262109354,D,138.97400947588667,-61.24202824241258,C,116.84693764693338,A,C,65.12100978825609,-23.688291536047554,D,-19.32760207898461,B,0
Hispanic,18-25,F,E,170.29452393554445,D,-25.39304162078539,D,17.80383281521078,40.96508818855285,C,-7.261465242000803,C,C,4.5256652305520735,-84.50616017366693,C,-72.86501278629697,C,1
Other,36-50,Non-binary,E,70.17094136454783,E,44.34771665515086,B,-19.551141629119652,186.98563506639462,E,-47.49078282827221,B,A,141.72446533400696,-260.61911901119436,D,0.9715560367858154,A,1
Other,26-35,Female,D,81.46092364136305,B,-26.001440747445344,D,-88.81668516964712,55.751229148472156,E,-29.530138391429357,A,A,203.6672180390668,-31.131526332396646,E,178.5838551978239,E,0
Asian,26-35,M,B,-7.994477130887937,D,112.83164387632323,B,-341.58619814351727,214.81801096577695,D,-95.30847900750031,E,A,-91.7330640589122,113.4456509129222,B,41.752843403702364,D,1
White,18-25,Female,E,14.329734677305634,A,91.3451423326212,A,-91.43017142882395,140.87724941052727,C,28.928649074101205,D,D,75.37089444509833,-17.263203407647467,B,85.56507273831103,B,1
Black,65+,Non-binary,D,65.84207964286131,B,-66.1665605740813,B,-63.41266032163841,-19.983689181215375,A,60.73398128185576,C,E,-52.44604004335809,-59.179658925238876,B,84.22357034115548,A,1
White,65+,F,D,-22.20170221192498,B,32.14040284280203,A,-42.93735483908381,50.09464376780205,A,-79.70085086972128,D,A,189.33536783823735,-9.218228539265628,C,26.142568317329022,E,0
African American,36-50,Non-binary,D,-0.7279513249719092,C,-53.087783699597765,A,-44.80695113173931,125.74623310837127,D,143.0200239220451,C,D,119.10567741357087,-142.5424873258817,B,-141.10522304015532,E,0
African American,51-65,Non-binary,C,14.04085514583481,C,37.33918681447674,D,9.127924803983994,-108.98118141007717,A,19.055301910761855,E,C,-47.34004273230108,-11.067315488779927,D,107.12304376214877,B,0
Hispanic,65+,F,D,-177.99097582626652,B,105.95988840423256,A,175.72745766008433,-24.42430111495833,B,29.900254365711216,D,C,91.01949750024565,-19.357165768098575,A,4.238664826607285,A,0
Other,65+,Female,D,41.99825303183475,E,76.85903295519905,E,-0.3001976096203117,-91.92883190479341,B,-101.40429943588751,C,E,11.39486859487027,-59.1107990697731,B,109.47878646726016,E,0
Black,26-35,F,C,79.8375822522442,D,73.8786029365203,E,29.654995145958708,-224.22385269881252,B,84.57297558456798,B,C,-0.011345598152681135,50.82915590492849,C,144.52586429613493,C,0
Other,26-35,F,E,50.50184445658714,B,-44.74228724823829,C,19.597669371399626,109.72234714589857,C,91.80903859676796,E,B,-150.17782665775206,-80.27047514699997,A,102.13068609791765,E,1
Asian,36-50,Non-binary,B,-13.915499993695638,C,-42.05768286612165,B,45.87009913915681,-6.481653731229328,B,-10.13680417078438,D,B,117.88256829417602,85.89120481392659,A,-76.56825264827265,D,0
Black,26-35,Non-binary,E,-105.95409121093273,B,-83.94162495820775,B,-58.586885288539115,-75.1132827363519,E,-46.465235370742384,E,D,-44.11645692525404,-154.74285748339497,D,194.89156396789284,C,0
African American,36-50,M,B,-76.23406826957722,E,-9.779164884281043,A,-44.77618696239069,-0.6371391502942734,C,-58.220578456697936,C,C,223.8397113941494,51.43115413008068,D,-5.035027302828494,D,0
Asian,65+,Non-binary,E,-3.7249878345850704,D,-196.5737267772027,C,118.39281255422893,-82.15973865265028,A,83.21193107757998,A,C,-48.21439622166829,72.2786075753451,E,145.91122143034508,D,1
Other,26-35,Male,C,-83.94299504604282,D,-103.31648158550546,E,-44.58470669138389,-18.882263969777934,A,-17.399200543836628,E,D,115.42298732242844,13.864043241531308,D,5.962555529046912,C,1
White,18-25,Non-binary,D,117.38037236106807,A,-69.95189592561535,C,-220.4434316103819,53.936311215459845,D,31.641196701772824,C,D,179.72293055722452,-26.282178061690008,D,-64.60571161825061,E,0
Other,36-50,M,C,-199.65152314057028,E,-156.39028829903273,C,-8.473678794519056,6.104209614605286,A,-134.4383305780385,A,B,75.73241332794812,112.34802963717894,D,-31.28255590915413,B,0
White,26-35,M,A,-42.96688896909961,A,62.80873287952588,E,-139.6390014163556,131.86976401941496,E,-44.527158047703104,A,E,0.7645997128242703,-43.59236018484456,B,-104.84752531269632,D,0
Asian,18-25,Non-binary,D,-40.61532357891837,A,3.1310197328187233,A,44.03824705240954,-51.23515386210036,E,17.16165731178964,D,C,-18.362694478559064,25.359409981277565,A,44.85922175883678,D,0
Other,36-50,Male,A,3.700864213197014,E,21.383504618384478,A,142.01187630413,-56.49361459298285,B,90.15731884254544,C,E,-35.84541287323798,-165.0358249616389,D,123.82979244622393,A,0
Asian,18-25,Non-binary,D,80.82854828272075,C,-35.34492820185518,C,-21.846120947770487,-41.31254368713111,C,-2.7253426064299746,D,E,29.104327473881142,113.74515453616773,D,84.08609034767356,C,1
Asian,65+,Other,E,12.39033824138719,B,5.585234318242952,E,74.01382091791692,94.67841222233321,A,-113.49388321324616,A,D,111.51277910033544,-69.05518261881244,A,-277.020781955239,A,1
White,65+,Non-binary,E,-127.45165188786267,C,78.63748333941015,A,-131.6366417491392,-152.31040398860443,B,27.252164059012536,B,A,197.8148420773542,-85.41026082087122,B,-45.47757101043388,A,1
Other,51-65,Female,D,241.8217178561056,E,-92.28120499198359,A,123.88774777015226,-30.4826651724394,B,-115.93172590446723,B,D,-27.597097416716153,-65.22309360660736,E,68.12944399876297,B,0
Other,65+,Non-binary,B,-34.21895907758144,C,30.64819336231881,E,102.26805982428584,84.52844882444042,B,-146.43188157430228,C,A,12.893763480261494,64.00567656585355,E,-214.40369893635238,B,0
Hispanic,18-25,F,E,-59.866559262562944,B,165.26931818678136,C,78.08501328336959,14.173232388380333,B,82.19905756827157,B,B,93.58643909960252,-36.54245350695196,B,39.516729071466465,B,1
Other,36-50,Male,A,64.57886319658017,A,-107.55597956826497,D,-110.05771465977689,-54.02090120898839,A,71.45424949431154,D,A,18.321280437879043,67.60570864981945,D,-55.751218113337764,B,0
African American,18-25,Female,A,-40.96983119834911,C,58.995474450225394,A,51.87428051577647,82.92652229890864,E,128.32747569250014,C,C,19.401216320755726,152.4918212222232,D,-81.64420312150918,D,1
Hispanic,51-65,F,C,-75.32497766279347,E,-190.59171445696578,E,80.35486283609089,-3.648704094353803,D,-100.62812612704204,C,E,150.60739805779545,88.85616529314754,C,-22.60881744827681,C,0
