civil_status,gender,feature_0,feature_1,feature_2,feature_3,feature_4,target
Divorced,Non-binary,-115.08393924731402,C,E,-48.14584173380802,36.82425227707299,0
Divorced,Non-binary,-26.988822540169483,D,C,163.19291960857706,-55.07024468535193,1
Widowed,M,70.98211257117009,D,A,51.922397984229974,100.66974517318906,0
Divorced,Female,-80.52969583758716,A,A,55.534728448785685,-94.86138502491693,0
Widowed,F,127.72488439128762,D,B,-99.98938585823952,141.2108549801872,1
Single,Female,-93.26931547258242,D,A,19.211638407069426,-113.96470782211716,0
Married,Other,-318.211225320386,B,C,37.98500749899324,-35.15411060947852,1
Married,Female,-114.4719589181984,D,D,-40.88405768964279,-171.1163764870905,1
Married,F,-49.22348753977515,A,D,-24.204838914020822,-71.41172796809774,1
Divorced,F,-27.310334493497713,D,B,-39.2735498613453,32.21736553411021,0
Single,Male,105.12128478571871,E,A,-36.73408759664308,62.29766397874297,1
Divorced,M,33.34857437313479,C,A,-87.72379928639114,-119.1594201221019,1
Married,Male,-57.07926584060738,B,A,23.39741543547892,-94.98659246670611,0
Single,Other,8.882978977558304,E,D,15.012216358614538,62.793030319486775,1
Married,Male,59.58496785251584,D,D,-111.63129006580124,-87.61484357191235,1
Widowed,Non-binary,-8.424275046718002,A,D,-92.84642077291882,10.88883505429207,0
Widowed,M,-93.55185364968011,A,C,-6.822429882389271,6.292631828295829,0
Widowed,Other,-236.77525266042832,D,E,-26.160125266081852,-237.9417437682515,1
Divorced,Male,-102.42780256280322,D,A,109.32306707107897,-5.908896476700106,1
Married,Male,38.459875044771685,A,E,36.333928467974665,25.8195684328541,1
Widowed,M,-145.8682432118529,C,C,-14.433953122066981,67.83108358617599,1
Married,Female,38.258548920457585,C,C,27.28302079743205,-7.6115506423565655,1
Divorced,Other,-259.8442518878761,D,B,-77.52347392090012,126.39494135986757,0
Widowed,Non-binary,107.32921171055816,A,E,-138.14599099966753,-3.033451366605525,0
Single,Non-binary,-6.38700657405977,E,E,-237.98619398249113,-113.77163436412494,1
Divorced,Non-binary,-34.53415495410647,C,E,41.21052827050578,-169.25999719549728,0
Married,M,-37.46793248855408,E,D,-23.425006258751104,12.228095574281166,1
Widowed,Non-binary,-74.12604915326386,B,A,-144.58184065893926,196.09280500430913,1
Single,Non-binary,150.59639820194383,D,C,23.042406129837982,201.43570585955732,0
Divorced,Other,62.30921173768134,B,C,38.55881242176789,-58.759555166425855,0
Single,Male,112.57764483916093,A,E,136.5456121588569,-228.75176561084194,0
Married,F,-20.33828317666366,D,E,-9.322738515118916,-221.6736425986819,1
Married,Non-binary,-108.2035978959125,B,D,-176.09168798171265,-67.64382508720152,0
Married,Male,80.89742000471253,B,D,56.20031384442975,135.3758656206425,0
Divorced,Other,37.17184596267997,D,B,-142.90061140579138,20.44766743824451,0
Widowed,Non-binary,32.0612810969602,B,C,150.97795428948686,-146.43787365620696,0
Single,Female,-69.90995947106524,C,D,63.08920621959444,10.879349430787327,0
Single,F,-69.57383711431918,C,E,-113.75156650832136,-43.922944746861596,0
Single,Female,111.25844030537894,E,A,-3.210515356498969,-76.81291432420267,1
Married,Male,-77.74195426402426,B,E,-59.18084470663314,87.32972885619566,0
Divorced,Male,55.79106958638113,E,B,137.90046215166947,-25.30358170801251,1
Married,Non-binary,-77.06604642041947,E,C,62.96317207658687,-143.9539840331088,0
Married,Other,0.5401539411409615,C,D,-110.92571647888686,-188.81174497071066,1
Divorced,Other,90.50591425570884,A,D,100.33720699622197,-235.1597898783633,0
Divorced,Female,-136.8159251329418,C,B,118.7256757284709,-222.82088043205187,1
Single,Other,145.13486028830536,A,B,215.94243624676258,-23.205708564091136,1
Widowed,Male,-12.221184929916149,E,C,136.16788682241528,125.58676114020342,0
Divorced,Other,-190.55137529185177,B,A,-14.36833104944984,-211.03448928806992,1
Widowed,Male,-47.237075291604526,E,E,-70.50471628462334,30.102213089446504,1
Divorced,Non-binary,166.56811217344526,C,B,-154.71462729402882,-319.04264969046665,0
Divorced,Female,-88.26590769632568,B,B,-11.163586278586067,111.10480921616796,1
Divorced,Male,-22.631439112892632,E,E,130.6964319422048,-159.0055379964259,1
Divorced,Other,-143.22842801775982,B,D,115.04307004753494,-208.1976595528447,1
Married,Female,-6.469033596107715,E,D,19.78641523012633,-30.085454764156804,0
Widowed,Female,150.78222198114963,C,B,19.83464768151265,136.38191324988708,0
Widowed,M,106.07521410581428,B,C,73.93173605773718,63.62874198835428,1
Widowed,F,103.53983378485394,A,E,128.92546690641282,-108.0596439137326,1
Married,Non-binary,-47.71852258262071,B,B,288.7200541701519,18.501591746276937,1
Married,Female,-108.93502640948229,C,C,-87.70152496191889,-258.1307943228029,0
Single,Other,72.00250609435432,A,A,-198.5420017283427,11.698339850537801,1
Divorced,Male,-5.827074189943323,D,A,61.15313081433494,-6.483496746895989,0
Divorced,Non-binary,-4.810050878665719,A,B,53.60205029891538,-44.95243839202825,1
Married,M,194.0791291724064,E,A,77.83516150889206,207.48103520756231,1
Divorced,F,15.9468926361777,C,E,140.2350448433603,-284.38754319492335,0
Widowed,M,-93.43221440554208,A,C,105.34640957187871,145.66374024792378,1
Divorced,Female,-49.160899196527346,E,A,8.495654464801794,-118.82023445280659,0
Widowed,Non-binary,33.737701056569456,D,B,69.31861089795436,140.53464842004874,1
Single,F,-76.19186037813239,C,B,-180.3654402877227,-36.375534574768956,0
Divorced,Female,101.21279854479512,C,D,42.758888383651666,-37.290747769036805,0
Single,M,40.589504818234914,B,B,-5.4257269033362165,-59.459619038916735,0
Widowed,Female,-25.89256253676322,C,E,70.7924281671492,-120.51486247541396,1
Widowed,Male,-159.3067888884141,D,B,46.02110645684556,175.69207997525456,0
Married,M,-32.64662892866851,D,D,-84.65270749475062,165.48579334848833,1
Single,Male,-10.851517383964879,E,A,-108.83139549457219,89.00345399655168,0
Widowed,Female,-27.795223166815052,D,E,54.82017479111762,177.81292856236269,0
Single,Non-binary,-110.68627414285655,A,B,-10.684058190222975,151.4191330088401,0
Divorced,Male,-135.35730514040048,A,B,-45.159821488509884,129.81896387158528,0
Single,F,-131.84499982317587,B,B,-127.99853065191999,-19.13867172272851,1
Widowed,Female,-9.206836631756174,B,C,-9.214400015933204,-223.09314113301366,0
Single,Female,-6.27004709498474,C,B,30.619407892708146,63.72468499611414,0
Divorced,Other,-82.50162060314662,E,A,-24.879962228746777,136.14350135833186,0
Married,Non-binary,7.374029510106104,C,A,159.95591667681765,-182.9247673101226,0
Married,Non-binary,10.525727363198275,E,B,-42.574520769045435,-72.94593761545104,1
Divorced,Female,193.18347211799863,C,B,-103.74906519360837,-19.191429046714862,1
Divorced,Other,-64.94740556782745,C,D,-8.551379495537576,-2.451030475210959,1
Married,Other,-188.21926548612683,E,A,57.81850690057796,-58.80207784581084,0
Single,Non-binary,-137.3104024348352,E,A,27.963920887348465,175.63971665657166,1
Divorced,Male,82.10594466389591,A,A,42.032222588223874,84.3449007340233,0
Divorced,Non-binary,-47.860856743383565,E,E,-4.376124992574525,16.19882082265963,0
Divorced,Male,124.12276624590186,C,A,142.0903275417593,34.01970191218253,1
Divorced,F,38.81471775590378,E,E,70.79201946009906,50.23028393193467,1
Single,M,-44.06187910751658,D,E,98.51146702661137,-221.284563137225,1
Single,Other,14.782453017682462,B,E,-9.899466923705633,-182.9758767151463,1
Single,F,5.156173282713361,E,B,115.35667446460704,35.087631497970875,1
Married,Other,-66.40395040072224,B,A,-25.2740754377635,2.3558727679427607,1
Widowed,Male,-5.442409629511666,D,A,2.438338802955405,-3.6833861639371155,0
Divorced,F,10.908533663826002,E,C,110.43823166139792,99.59170081384873,0
Married,Non-binary,113.31907276876603,D,B,50.96522215656155,-39.9404221571542,0
Widowed,Other,64.08989429215501,D,E,84.95576652787028,-81.72357729768135,1
Divorced,Other,-41.398805976164034,E,D,-80.58120344253115,72.08626254216742,0
Single,Male,-93.02298288222084,A,A,-84.33353193441344,-59.513693397990274,0
Married,Male,-66.27017113971105,A,E,18.276547692423392,2.0586089635646734,1
Single,Male,-40.76054420217081,B,D,-134.97995339078798,-187.61550369181296,1
Married,Female,74.89817505574857,B,C,-99.76671953770048,-134.37261340535431,1
Widowed,Female,-25.346410485120106,C,B,56.453311498276626,-194.57946976967293,1
Widowed,Non-binary,52.93782918517269,D,A,37.536446300136134,60.74805512520032,0
Single,Male,-31.526381578300956,C,E,50.56703201675785,15.233527742598953,0
Single,Male,2.8348790974190736,E,D,108.13104867459802,100.0296268754543,1
Widowed,Male,-99.08029525779729,C,B,-51.51563356286892,-57.70787627126126,0
Married,M,-99.93414499571264,E,D,-277.0687390007434,-151.53053498956103,0
Married,Male,55.33224082953458,B,D,-111.2648804321022,-70.44984861489063,0
Married,Other,56.82096202773765,D,C,42.956147897145556,-170.6202423290921,0
Widowed,M,-217.75499020170125,B,D,-174.391081675677,-89.53418833098728,1
Divorced,Female,-147.06097585722665,C,C,-113.17976880110837,-3.4388726420050904,1
Married,F,181.7908678524954,C,D,123.011542094613,125.72180635049315,0
Married,M,-34.27389681013972,D,B,157.47298395820368,-73.30715422947658,0
Widowed,M,67.12163804724442,C,D,90.67755296569854,-23.188290843881884,0
Married,M,-95.0319101797455,B,C,72.66190129900608,59.7605805743321,1
Married,Other,43.38664222503032,A,A,192.98268900258344,-26.57839785639502,1
Divorced,Other,-57.09026277721841,D,C,-37.56313800457994,172.17119048188692,0
Divorced,Non-binary,-34.09905708599937,D,C,-61.44435668093769,-62.0515301909488,0
Single,F,46.799649691688636,D,A,-40.544148446459474,112.89969460703588,1
Married,M,-124.91224343047452,A,E,44.68075380274432,62.651287100002676,0
Married,Other,-14.322987081611474,A,E,40.03985050934867,-46.33116446330207,1
Married,M,-2.3148811663641893,C,E,136.1275691047078,-9.65002732546882,0
Single,Female,-7.265826768929223,D,B,-162.23288852544712,-54.0338437513572,0
Divorced,Male,92.88908729099545,C,A,-136.64040926837356,-2.290267411198321,0
Single,Male,83.29268077327855,B,B,50.44234386104064,55.353987652765,1
Widowed,Female,-32.13918105286489,E,B,-27.476524281928477,-244.98391925364206,1
Widowed,F,-51.55276542995018,C,A,-80.39358462302451,32.672245770225345,1
Divorced,Male,170.98960867550247,A,A,10.217315698818311,64.52703193155298,0
Divorced,Other,-137.11310410117645,C,B,35.443453554989986,-8.140036240041342,0
Divorced,F,-16.156673607837067,C,D,-249.50942366323957,61.59769065239159,0
Divorced,M,-248.44189735186865,C,D,-3.523326402087918,-50.868673490381,0
Married,M,63.76755606664335,A,B,-37.25220544458137,-159.58103516819997,1
Divorced,Male,-75.61808712827839,B,B,91.90936590293255,-26.070335494691854,0
Married,Male,59.38582314835119,A,D,123.10641136432044,-155.00884585703028,1
Widowed,Female,-123.39787955866477,A,A,150.00582516670787,-74.88886917865223,0
Widowed,F,125.61506699600507,C,A,27.828767355085926,-144.52518338854793,0
Married,Female,180.0610110097693,E,D,42.45430784030605,-9.334478156898045,1
Married,Male,-21.09992224789712,C,A,-73.15201784168022,-77.03085785305714,1
Single,F,53.45708661763725,E,D,-107.89906441423116,105.58761158086945,1
Single,Non-binary,50.35439236699677,A,A,-23.613907774197298,28.776997475890454,1
Widowed,M,94.17823809621468,B,D,75.98815847314455,156.52107316182057,1
Widowed,F,80.52799979867801,E,A,-130.6672051683746,-23.260912988001913,1
Widowed,F,-27.581861055794644,D,E,41.27689532578393,67.50044765444095,1
Widowed,Male,113.56136487329591,B,A,-158.21087189045392,-59.44562658392479,1
Divorced,Female,-11.307664776978886,A,D,67.40785163626474,-18.147896196422483,0
Single,M,-267.96130941749,D,E,-13.877645200506755,-71.5557871904817,0
Divorced,Female,7.795721848841415,D,D,98.86800859132843,-12.806884312785414,1
Divorced,Male,13.165349192102601,D,A,196.28664268348894,-125.16621419958629,1
Widowed,Male,-132.15793684491862,E,A,7.799230539427684,-100.71210228550677,0
Single,F,16.051103475599643,C,D,20.171535178458377,-73.51368371657414,0
Widowed,M,48.584991511063045,C,B,12.001766098262195,-145.8663520460108,1
Married,Male,-0.7515489865644749,A,C,-192.59742320103797,37.52715195300514,1
Divorced,Non-binary,-177.20603514387577,E,D,19.66962403102814,-93.10206838822286,0
Divorced,F,-209.0969701848894,B,A,-49.37139353475958,-164.235497095726,0
Single,Female,148.25231452627702,B,A,10.669458176830467,-16.451743310907094,1
Widowed,M,0.2552327452992376,E,D,-103.30059928749978,90.19329553365029,0
Widowed,F,-138.5081812746357,C,E,-48.75684193538648,120.22909932201635,0
Widowed,Other,118.0325601981731,E,B,63.87265733800992,-21.69759087032577,0
Single,Other,-74.00910862441552,B,A,54.3416424530303,34.96939255701971,1
Single,M,-55.66283824787719,A,D,121.37944910644873,-86.58813680845951,0
Single,Other,-86.97138699741876,B,E,-1.7464732993648213,165.46113196229945,1
Married,Female,295.98926336738003,D,B,219.98520119747909,131.23196679716733,1
Married,M,47.15549336796267,B,A,159.3703454031784,-47.00190388468174,1
Widowed,Non-binary,171.1506792186659,B,E,-24.646783484098258,71.58908443456615,1
Married,F,-185.0841946984521,A,C,-13.358379644486993,104.01460483100446,1
Divorced,Other,44.26767919455932,E,A,94.02878478499301,38.07510241289307,1
Married,M,-45.9241025417551,C,C,-10.731929126477763,13.118038018785066,0
Widowed,Other,77.77659574519174,A,E,-9.256702916045736,52.15420042622762,0
Widowed,Female,-43.74671478449993,B,B,-74.39314276101662,-63.552857746999756,1
Single,Male,18.49592991324566,D,D,-2.6326539203103896,162.40225463556666,0
Widowed,Other,-23.47280089776537,D,B,23.420261304485827,-66.60962429838223,1
Married,Non-binary,-22.61278987556755,A,D,-83.64775077424922,24.298167264587534,0
Single,Female,-6.014876950376049,C,E,76.63234607210434,118.15122962831322,1
Single,M,-48.988258714075386,D,E,-122.13158954350176,-65.3031034254068,0
Single,Male,46.000358942885214,D,E,68.70265336639608,-183.0582970894055,0
Single,Non-binary,79.52863432442739,E,E,-74.5511364996091,79.3108440927052,0
Divorced,Male,36.192861379612154,E,C,72.0367582716005,-101.50662623459665,1
Divorced,Non-binary,179.5811711310482,B,D,87.49553903758243,29.326290511147867,0
Divorced,F,85.04897036515435,E,D,79.47270364597946,-15.304644669736719,0
Married,Other,129.07807273753576,A,C,-17.613065921883926,-146.4443067856418,0
Single,Male,-72.42372201766855,E,B,-135.77835792996967,3.531708457301562,0
Divorced,F,147.42859799735257,A,D,-30.231950847231463,133.67122573614108,1
Married,Non-binary,-7.694429073264576,D,A,55.395772623187256,-48.675047339789934,0
Widowed,Male,21.873141119505824,B,D,-129.58546714047762,-84.77149647473162,0
Married,F,-25.30566019870587,C,E,119.55374241219434,-31.76885878489766,1
Widowed,M,115.19135533635851,A,C,-25.935342132267962,-12.632515031792671,0
Married,Non-binary,84.75139513013258,A,D,-28.15354102244126,120.57800737953595,0
Divorced,M,-93.74235674939938,D,C,6.989860801563924,139.6517118762098,0
Single,Male,7.443778322723459,A,A,41.765061021396974,-62.34625098314953,1
Single,Male,164.5766945972612,B,E,48.11840090964137,42.19063799895332,0
Divorced,F,-13.799395516678256,D,D,19.709261304634847,-70.51211366292398,0
Married,F,-17.728698480814508,C,E,123.27004592871317,-185.5277534961903,0
Single,Male,-111.5624953767619,C,A,-46.84340005863932,30.015984801033856,1
Divorced,Non-binary,21.32542631739148,D,D,71.65120457414606,39.315201898745464,0
Widowed,Non-binary,-3.9521425830740977,D,D,-151.72731608473006,202.11629816306888,0
Divorced,Female,-187.65140940972623,A,A,58.53516771541454,118.40932244001453,0
Married,F,35.47049501094672,C,A,-51.387158477221575,-21.748880074897237,1
Married,Female,-39.52720806857513,D,E,-63.69470573109128,-159.8285712989118,1
Widowed,M,68.89236462135484,B,C,81.29982503403276,-40.38833133233331,1
Divorced,F,74.42259328881272,A,E,-89.78013312220185,7.267650386721991,0
Single,F,23.935135648747234,C,E,42.46942122544568,-33.597014060073,0
Widowed,Other,-33.16925180177381,A,A,0.038560342507962475,35.88698247197794,0
Divorced,Female,73.45160377166991,B,E,-129.41556302221616,-74.90325353058385,0
Divorced,Male,34.84209325706548,A,A,-127.40221662537694,25.999989191947666,1
Widowed,F,122.27101453533689,A,A,-92.17604029092799,9.792994621739686,1
Married,Other,-104.88118973160718,B,D,-16.229029351347783,30.980270817750583,1
Married,M,119.72382251171409,D,A,96.94497329988717,181.92505947178506,1
Single,Other,-95.1283986773275,B,B,-48.20464605625461,-84.8279809843583,1
Widowed,M,191.02098417324098,B,A,105.9292787279888,39.77803995318372,1
Married,Male,2.1333394354600865,A,B,166.99487727261342,-14.451192995957623,0
Widowed,Non-binary,-119.22390449384017,B,A,-73.4369160915955,14.014009541737149,0
Single,Male,-46.932368801792144,B,B,-7.127952268518234,57.70332443470488,1
Divorced,F,17.151310763499353,D,B,147.68265242776337,103.34072843040016,1
Divorced,F,123.30431048731765,D,E,69.8844218093504,-117.99250400666534,1
Divorced,F,-9.249191750090798,A,B,-31.53625379841123,51.80886594406113,1
Divorced,Non-binary,50.53858081942369,D,C,29.1436353739337,-149.66917066256065,1
Married,Other,-101.09269010140045,C,A,17.816166211105106,147.99415595428883,0
Married,M,24.727384909073848,E,C,-118.6631964538581,-103.29779390041305,0
Widowed,Female,128.37191186913236,C,E,238.0494017413219,101.03300653929725,1
Widowed,Female,141.81604481145402,E,E,23.78264646006011,-66.27716126836314,0
Divorced,Other,203.72140940755807,E,E,65.09443196895089,-42.35157909238293,1
Widowed,Non-binary,-8.590686347597792,C,B,-94.79907116864929,95.86303859804389,0
Married,Male,52.37969262459535,E,C,159.8538829216824,-57.14001350846183,0
Widowed,M,-95.94961605085764,A,A,158.38997674100216,-155.06305489019826,1
Widowed,Male,-28.469018300091186,B,E,-162.46246611677685,-99.77460480510521,0
Widowed,F,-69.03582523565743,D,B,-44.75725369157801,-80.28064848390612,1
Single,Non-binary,13.74223281085614,B,A,-120.29127763722676,-212.5944749133778,0
