RACE,Veteran,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
African American,No,F,C,B,-92.46617607788663,-36.10372915960092,C,D,7.063406553914114,C,-2.2869842617699248,-118.57227711430451,216.24066431986955,0
Asian,No,M,E,D,10.535878035616502,-145.24242667266432,A,D,179.31252540839708,D,57.19352529527513,74.97189126233344,-86.58999501859238,0
White,Veteran,F,A,D,94.12569491668845,-25.97235725236777,A,E,-55.596003552202866,D,-4.941579987836871,-313.1880654813647,157.38280009512602,0
Asian,Yes,M,A,D,86.46549088360716,30.984881330913506,A,B,108.71912146427508,E,92.50672214939097,-43.85847559150309,15.57893854636474,0
Other,Veteran,F,D,E,-12.5438719961773,17.18476408209485,A,B,1.878071771166927,A,26.43674329023155,-95.38085587757074,-7.141729949099679,1
Black,No,M,B,C,-31.55289622401602,-18.308413916197466,E,B,-123.71977926501138,A,-14.094918245723878,-156.07918809890836,-202.44129737349064,0
White,Veteran,Male,C,C,64.30032814539351,131.46245512386722,B,B,-151.11941607637866,A,-120.11860190767408,269.0177243031878,236.09804601187227,0
African American,Non-Veteran,F,B,C,23.15426708946465,91.10374579295393,A,A,-20.733920192291144,A,-174.65861076270093,-34.35300127946459,20.191313810316494,1
Hispanic,Veteran,Other,C,A,-112.57026130078044,12.583857784375386,E,A,-83.45298472441087,B,-18.509838465153123,-59.7658295479773,-83.16461851101016,0
Hispanic,Veteran,Female,D,B,167.6768731883219,-67.94833228073075,B,B,-140.10290641742625,D,-205.8917797670556,-11.2118904218816,112.50750355051606,1
White,Non-Veteran,Non-binary,B,B,93.37982177872632,10.19014168991432,B,C,-117.98639605476646,E,-88.82888649746693,-37.84767058043284,-173.30864359463803,0
Other,No,Other,A,A,-69.93876673871101,-199.82980305941408,A,C,113.7022619594947,B,33.47563658786025,10.777031253628612,13.70978250117976,0
Other,Veteran,M,D,A,16.965802789528478,-13.214734945732259,A,B,26.851857204299478,E,149.40756733039936,-94.91431947252185,12.103366629564514,1
White,Yes,Other,E,E,-45.961120916392936,-26.625089330172514,C,D,95.0833601362306,A,4.194949102281796,-51.411376933064055,-117.91866006717969,0
Black,No,Other,A,E,10.751834294954373,31.288922451577317,D,E,-30.142366386954055,A,82.7470843600765,113.55664895321476,-83.51096676127572,1
Black,Non-Veteran,Non-binary,A,E,-17.790878876856763,52.98594409155237,B,E,74.5947527025981,B,24.075402998852017,-120.72462740644218,-43.885688087535115,0
Asian,Yes,F,A,D,70.70259620944425,-26.573361519674034,C,D,-50.42522022842433,B,-18.94925454137814,-29.931886403476888,-83.90527418589878,0
Hispanic,Yes,Other,B,C,8.970770906830005,-25.236306450026973,E,B,-56.53206763693386,D,-17.614501072096946,45.15891013847721,18.807042684320496,0
Black,No,M,C,D,80.88435638483165,-131.99438180218007,B,B,41.389034914785164,E,-29.376947368820144,62.28922971977197,-29.883958839384462,0
Other,No,Other,D,B,-55.8245733014064,-206.22339964055416,E,E,131.5547279696202,B,-39.34751472780919,14.162911301188116,-143.35413484150635,1
Hispanic,Yes,Non-binary,B,B,-163.3441695798194,-83.09945263240614,E,A,95.44572159264358,B,-101.09888714142168,-19.323422535261393,-45.57434709019154,1
Hispanic,No,M,B,E,-6.932221201701933,25.917108689001093,E,C,-1.458217383557516,D,-24.49820502331348,39.76480184455365,-78.12153606542806,0
Other,Veteran,F,D,A,69.04950460777414,198.45105752638003,E,E,-270.159885575208,E,78.17440627142098,3.2497671346639687,40.1113429989946,1
Hispanic,Yes,Non-binary,A,C,-148.60818101897928,-208.74688659200902,C,E,-299.5824847451209,A,-5.075716171144526,-44.8456041293143,164.00309963465986,1
Other,Yes,Non-binary,D,C,-99.02708654796722,13.777956895704275,E,E,-26.7848140359828,A,-21.0822726097089,-185.20722555457058,-19.229289523985372,1
Asian,No,F,B,E,-184.26228250864042,-26.871469233128142,C,D,69.73698985300528,D,100.85358371811203,-89.3580834438687,63.61103838866118,1
Asian,Yes,Other,E,A,-109.45437226715184,55.793783952509635,D,D,-160.4819096140494,E,-20.03823168873052,92.45021268712249,-23.6040210549553,0
Asian,Yes,Female,A,B,86.19849071462858,-1.3550736558050867,C,B,92.05196705485278,C,-7.613311548089858,97.7642123590854,169.56074694402756,0
Asian,Veteran,F,D,C,36.99384255793107,35.84360926688503,A,B,-54.96457975548582,E,97.26927891154773,27.409055469168614,181.26888490946996,1
White,No,Female,E,E,8.547785775415656,189.6039096367844,D,D,44.76904129651963,E,153.68844588186744,-10.122909712280341,51.637463698044584,1
Black,No,M,B,D,-114.52743858182887,-12.008157240538472,D,C,-19.155607100628625,B,121.79802827617362,34.484589374352105,109.0334825064547,1
White,Non-Veteran,Non-binary,D,C,73.07713338411325,160.2313861943019,A,E,-40.49782759671421,D,-63.14107629665588,-9.702022562885867,-147.88489645608175,1
Asian,Yes,Other,C,D,97.73171626179763,79.17652307194892,A,A,159.20258618886976,C,278.63375235713914,-44.3009205252698,-185.15544781282924,1
Hispanic,Yes,Female,E,D,-50.01068298558119,-36.983272803270076,A,A,129.90100977368414,A,63.82475898219651,-91.77131084413938,-206.49786732478583,1
Black,No,Male,D,B,-105.90402571023067,156.99425045230316,A,B,15.876190015042829,C,56.92938154921845,49.00767877705568,152.81697711163568,1
Hispanic,Non-Veteran,F,A,A,49.13806662205109,44.24574380809227,B,C,-128.2981694700548,E,-65.35921974202144,-19.85226382396095,-135.21230597065568,1
African American,Non-Veteran,F,B,A,-119.24514824573235,-26.923735361424363,E,C,26.360586966738992,C,182.2478718618904,-8.310227543025224,3.583484883690699,0
Hispanic,No,Other,D,C,-113.05968684610824,95.915792374887,E,B,-244.68965416047982,E,-84.4136145308264,-117.55430896541172,43.678150545328506,0
Asian,No,Other,E,C,212.32745178777765,29.51696062112914,A,C,200.86333641334363,C,-10.449796028784036,-19.317725266285265,-132.4889592617334,1
Hispanic,No,F,E,C,-7.919073913893639,-23.12967248911534,B,B,-0.47115985936914406,C,152.13491435334896,86.68491608456603,-48.44673721852914,1
Hispanic,Veteran,Female,B,D,14.137107783565728,156.33523220235378,A,D,-0.6414442507028802,A,-100.41373963035987,-203.832251607913,-65.68263407504719,0
Other,Veteran,Male,D,E,121.4367151074811,-45.319810707476776,B,A,42.721675808718665,C,131.03362187858227,98.28113750739882,53.63194933221549,1
Asian,Veteran,Female,A,B,-21.59015720389775,149.43684404630403,E,D,-52.05754775788976,C,-51.855640352321906,-17.402581233062307,-134.9726537543503,0
White,Yes,Male,A,A,-103.45968257624631,34.38191697642027,E,E,91.95287154787432,A,-84.09965691715708,-115.23326686584406,-48.15761446286279,1
Asian,Veteran,Female,E,B,16.02398820666382,-57.668328476984584,B,E,-139.24737548137162,A,-50.68417014277713,-32.3733785807335,-77.65313635182662,0
African American,Veteran,Other,C,B,110.51757296390232,17.163622638460545,A,E,104.49517023431585,B,-116.17759717824603,143.22024793827543,58.746818257544355,1
African American,Yes,F,A,A,56.57388261262004,-36.48176397604107,D,D,8.234304201743301,E,-82.66923643892332,56.006759070190505,77.12681115880213,0
White,Yes,Male,B,C,88.97176085354684,-31.636797744447975,D,C,-18.359703775520565,C,-158.89533829367778,105.27746273608223,-67.02491664788566,1
Black,Yes,M,B,C,-22.405073003680933,-208.6568242930991,B,D,103.31905728300532,B,59.28708368671016,-151.5984714309035,39.02339595143724,0
Hispanic,Yes,Male,B,D,109.93314243372112,12.844078732615513,C,D,48.12984795109294,A,11.145470235568425,-56.06524768876855,128.968322840769,0
Asian,Non-Veteran,Other,A,E,-17.830632878888522,4.524126666919496,E,A,33.874943159891714,E,69.24571069740885,28.248137462772384,109.51507414893773,1
African American,Non-Veteran,M,C,E,69.6626213174157,39.98612826392509,B,D,217.59634067413828,C,-66.55607270826481,126.01882870851915,-18.653149923183403,0
Black,No,Non-binary,E,E,-114.38888713914979,32.21054961110287,C,A,23.74489708740458,B,7.345368178976934,65.47064071708958,162.4145540073442,1
Other,Non-Veteran,M,C,B,108.30591493026532,-24.356630271340613,E,C,37.28466693392617,D,-111.60734964253822,22.61566956926834,-69.88303670501897,0
Hispanic,Yes,Other,A,D,-23.719368756249136,-18.46252084397015,C,D,7.178568914453979,A,-3.5595951147106133,-190.99452214639862,169.17451021491993,1
African American,No,Female,A,E,-108.5166598930021,-193.68695195185305,E,D,18.312990931740767,C,-154.89571289608776,94.11430017497099,-137.2420213643393,0
Hispanic,Yes,Non-binary,A,D,-67.3210812200005,87.74419129075144,A,B,-20.574644953798263,D,22.867272515245105,111.75364622680517,39.02316852593295,0
African American,Veteran,M,E,D,-25.28628571238144,53.349856407673826,B,C,-28.69467137444357,E,42.00252195428659,-48.06710499693345,15.503421397994597,1
Black,Non-Veteran,F,E,A,4.586234177274484,91.02833926695921,C,E,-31.352352804030065,D,-90.01242644633808,78.37043411702803,45.74584230905841,1
Hispanic,Non-Veteran,Other,D,D,21.815028875832088,-9.681404287551413,B,B,-56.40032696890286,B,-175.94796260233346,118.26548583419488,-28.56518153318343,0
Black,No,F,C,C,81.99278675021074,-15.23824353694884,B,C,-32.561774781209564,E,-75.23776521920091,-189.22565317317125,-124.4962418980035,1
Black,Non-Veteran,Non-binary,B,A,75.09382666633815,191.2797748636134,D,D,-158.39285845696799,D,-12.96834940536273,18.543459184741376,-23.271692803690613,1
African American,No,F,C,B,8.971856524456946,22.05896051375022,E,E,75.86619932261206,D,70.16280840982935,-165.61211795251057,161.3883152036686,1
White,No,M,C,C,115.76095359188766,294.19476583297035,B,D,297.59583807772964,A,-196.93487033564463,76.62461715829679,177.92945959681597,0
African American,Veteran,F,D,C,62.166804020155745,47.57616107746098,A,D,-25.32999689187598,A,51.77466377704758,-140.13552068229,22.181347696194674,1
Black,No,Other,A,A,218.21744472127205,-145.545453683206,D,A,-172.60832192773742,B,96.46343487628661,150.24452266827998,-58.19290821850379,1
Black,Non-Veteran,M,E,C,-147.46988124621004,207.22228285051864,E,B,38.02416449625669,B,-17.885200375443805,-22.53241903094645,-17.076603036287313,1
Asian,Yes,F,B,E,214.66350449832117,-43.784229927108846,A,A,-61.57368111743642,D,56.36761583289945,-106.51215238302917,-42.49709170625588,1
Hispanic,Veteran,F,D,D,152.2852569688141,-96.60351549460168,A,D,-180.83390998202046,E,157.06683537821863,23.143380716078475,64.27415177838634,1
African American,Veteran,Female,B,D,39.06915839991493,-8.66148352137275,A,B,73.6311078038493,D,-20.91710254236643,50.39119830484885,-3.8909970379417396,1
Hispanic,Yes,Non-binary,A,C,38.81785577648239,32.266300080594604,D,D,115.60618840176235,B,66.70624362352126,181.79471476650625,-9.86730281891176,0
African American,Yes,Other,B,E,-1.929238922653613,-203.01054764789924,E,A,-178.54970736428507,D,20.69269131679418,79.20346318713565,53.224332613725565,0
Other,No,M,D,B,62.7526721852105,-9.516208655243858,D,B,-70.54071040455193,D,-164.4770312989813,130.72607880947612,72.66187142420915,1
Other,Non-Veteran,Non-binary,B,C,33.97738384278289,111.1917697707101,E,B,211.84159714180666,E,62.2175507889688,-131.812779212596,-34.63083998639894,0
Asian,Non-Veteran,Non-binary,D,E,-97.91053908726455,93.51412207712198,E,A,-55.31562500880997,B,-29.83879205815507,48.17556405748383,-94.58193336029531,1
Other,No,M,B,E,16.35734588835457,14.488308291246788,A,C,-113.12463087590613,B,229.56914018926113,-377.83064170386103,-16.11103054788304,0
Other,Non-Veteran,M,C,D,-13.353191039783585,-98.27744217320785,A,E,119.97894820999436,C,-66.74544239293525,-81.848379291451,90.62501273740317,0
African American,Yes,F,B,B,-137.55299940069352,-38.15300574367549,D,E,-11.476308386436076,D,-30.241936966665474,-26.861849289634993,-79.14506450231276,0
Black,Veteran,F,D,E,-30.286514215099686,59.81833516842941,E,A,277.0822022661361,C,-78.25536865207513,119.54920009417506,-87.62671165466175,0
Hispanic,Yes,Other,D,E,146.47221210358464,118.88387168095358,D,E,-197.7150872675568,A,149.0846330377557,30.72809946689839,-25.30297453202246,1
Hispanic,No,Other,B,C,1.5424931993532847,-68.33667559347558,A,A,1.9403175404534976,A,27.340451281091806,-52.500499084279504,169.19639725646604,1
Black,Non-Veteran,Non-binary,C,B,-46.46024206964368,-22.14259649078843,A,E,-24.73264636921125,A,-36.614333985789735,-41.810861106738216,-138.43608868253025,1
Black,Veteran,F,E,A,53.25700112018607,39.411966535261826,A,A,1.8846058318248755,D,92.62194564847181,162.12620246848212,79.93875324738272,0
Asian,No,M,A,B,162.24839077393662,-99.3717890667731,E,C,-47.317342041310106,C,-133.0427024681577,92.27647716776691,-13.983132910466454,1
Other,Yes,Non-binary,D,E,24.081947797050596,-29.047863014418024,E,A,16.57134636436544,E,64.96779250953584,86.43181388352815,41.791080212696485,1
Other,No,Male,B,D,-129.69248029539608,-4.955559467857167,B,A,-74.2474835465427,C,-93.3419061605815,-20.209454998857932,116.61572070595105,0
Asian,No,Female,A,E,-20.830123756931552,100.69502523893289,A,B,-166.99432570893654,C,-12.327334006587908,-180.12309030252362,2.1739521680635248,0
African American,Non-Veteran,Non-binary,C,C,-39.02005716333575,-55.489193082803226,C,A,-132.75248075249488,B,20.970058031805465,78.41276150631293,194.9260061675976,1
Hispanic,Non-Veteran,Male,B,B,118.60286492278351,-131.05932891551595,A,A,111.05729558645263,C,33.616986731705055,-234.0251142859795,-62.47904938910227,1
Asian,No,Male,B,B,-84.80110851266997,-127.9685780099782,E,B,81.73070585530104,A,77.56149654870043,15.045009330810405,-46.28530659403703,1
White,Non-Veteran,M,A,D,-187.82117682972225,-14.916897990791977,A,C,79.2844547350211,A,-147.8030801455427,-39.2173313924892,-63.66307774865139,0
Black,No,F,E,D,-18.75766638634364,113.56266918415426,E,C,-142.79674252327956,A,-39.01588395568022,15.624914143655399,118.90126563453313,1
Other,Veteran,Male,C,D,-132.75442194299788,-93.82873846990287,C,E,110.4145871283366,A,-44.96647930743457,54.43946418315074,-96.2604874800651,1
White,No,Female,C,D,-209.87112584916878,69.37170057861175,D,D,183.18266080511322,D,-73.9280008506248,181.03975024466513,20.396976822124042,1
Hispanic,Yes,M,D,D,-37.13267814320015,28.709585745386352,B,E,-79.70435760945593,A,-6.82472231822622,101.69580731839316,154.213153803171,0
Other,No,F,D,A,-28.866274375717072,-169.08926765682793,B,D,-23.04262587020542,A,-95.98803636451152,18.682590998699986,22.208814092604218,1
Hispanic,Yes,F,A,A,103.60472877009134,35.37309129222831,D,B,44.01441136687937,D,-100.37039639883618,-1.6444378152461112,-68.31232411733367,1
African American,Veteran,Male,B,D,113.37668909863727,-71.08024963375703,D,E,3.063409664970212,A,71.3597625241732,37.118611502940375,141.68739255845009,0
Asian,No,Non-binary,B,B,169.77608230534256,-40.91035746532882,C,A,-75.47780581832444,E,-131.78167679900238,-63.86998950135698,54.27166265893594,1
Black,Veteran,Female,A,C,-63.14438789560379,-342.34088148335104,C,B,-171.27309369425993,A,164.30251989572116,186.55026604444325,-164.76840094960693,1
Asian,No,F,C,A,-166.147478574522,26.5341517217413,D,C,-31.3206470844874,E,-167.82653778569406,39.32857059173281,-73.5152872012573,0
Asian,Veteran,F,B,D,220.45788841145907,90.60198081917001,A,A,15.11921257379398,C,180.9738036778893,38.53241963149579,-141.3628299540636,1
Other,Yes,Male,B,B,-17.728184786779,-3.4246424081952322,D,A,55.16041399790832,B,-147.87768381851942,35.54037552486922,143.39076376259692,0
Black,Veteran,Female,C,B,137.91622350314793,-175.10108906514805,A,B,66.88275637431643,E,-50.75464043297823,31.16664335257415,115.30825473292848,1
Black,No,Female,A,E,-115.43880480864972,1.6580114208682815,A,A,-111.45292982758916,E,-15.382147015496022,149.96609132904302,-11.549141672815596,1
Black,Non-Veteran,Male,C,B,62.46654632605151,9.235358670701418,C,E,18.64733797561145,C,-150.7847321114857,-84.82665937154084,147.38045057538324,0
African American,Veteran,Male,A,C,115.60445315992456,183.1789557991036,B,A,-76.37660826888674,B,-55.13818737561489,63.162789177469115,-146.53517774547987,1
Black,Yes,Female,C,E,-152.8245898109153,-29.84214097560755,D,A,105.98357065027429,A,-105.50775845286313,260.5923753509806,80.81009687758046,0
Other,Yes,Male,E,A,12.014518756702644,-104.12350706526065,B,C,125.5307662686038,A,-0.21237923382116286,82.14853826777659,2.4877568967524812,1
White,Non-Veteran,F,B,D,3.885671708331768,-36.539600669215645,A,B,-113.6106853672516,A,-75.06289480079167,67.46655814498298,210.2058692934479,0
African American,Non-Veteran,Male,E,C,295.6779089180383,-191.6526816487524,D,E,94.86862876205188,E,-59.13739048456018,-97.42026856139462,111.73687673664632,0
African American,Veteran,Other,D,D,-103.49956492733048,1.505617438644943,D,B,56.69116020255308,A,-133.99356289515555,-155.12094650698535,73.88932590457166,0
Black,Yes,Other,A,B,-126.88947988287768,52.9430970896272,E,D,-46.57389442900274,B,23.624312319254823,1.8882986972787892,142.60108653365492,0
African American,Non-Veteran,Other,C,C,72.53207572865982,32.87755671320373,E,A,-14.641072390436092,E,-11.902697661083227,-78.18903006043712,73.92359854687645,1
Black,Veteran,Non-binary,D,E,-181.79701417420412,-201.0458908473381,B,E,8.905970914808451,A,181.41245258414435,217.98904306426036,157.6100563529688,0
African American,Non-Veteran,Non-binary,E,C,-120.65891989640558,-81.5145206867905,E,B,-169.5425805665756,C,94.83390278281367,168.45673634779953,36.265803473345976,1
Black,Yes,Male,D,B,-18.225568470826158,30.028738477137946,A,D,56.35268371282582,B,-31.965315272515234,-41.28457846961041,130.81257320566047,1
Hispanic,No,Non-binary,D,C,-34.076525514067484,175.4048789900292,D,E,-85.51098199775122,E,102.02324336223508,-2.037422675721464,-97.91435201382608,1
Black,Yes,Female,E,D,-42.96613391504926,64.23771007634454,E,A,13.47576955097997,A,84.49236457939051,50.85727855651271,-225.17313754325707,0
Black,No,Female,D,C,-57.375225303968726,83.58801203444207,A,C,-29.531814153829966,E,-56.52747201399416,-24.490526254054355,-8.592987369154976,0
Other,Non-Veteran,Female,B,C,92.19533951889372,-103.30318426273047,E,D,-8.270161301204366,B,152.915397409087,-180.17607433920534,-9.326917269590272,0
Black,Veteran,F,D,B,16.946908119099113,158.95043603591296,D,A,-190.01911204396433,C,16.339425351354244,139.65592899227462,10.936901945278994,0
Other,Non-Veteran,Non-binary,B,B,119.86807221830449,-31.756300692349566,B,C,-82.78907186383331,C,9.65175799186045,164.71422454748304,-64.9901282194417,1
Other,Veteran,F,E,D,34.327136963242474,-178.71546461902673,A,D,0.4788208430943639,A,-40.50751998194404,-199.4206053227755,-33.76119597812566,0
