age_range,Veteran,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
36-50,Veteran,India,-120.39839019259355,C,A,B,-50.27636872110842,D,A,256.70386003044115,1
65+,Yes,UK,217.56611120524144,A,A,E,135.00025589862219,C,B,89.85603788828863,1
51-65,No,Other,101.6647254734624,C,B,B,92.98796565115711,E,D,-187.66164406672743,0
26-35,Non-Veteran,Germany,-103.16215606202046,E,C,E,74.38606527206161,D,A,2.090815416954652,1
51-65,No,UK,172.32610973437127,E,B,D,-94.49996013966143,B,E,-77.63273405646162,0
36-50,Non-Veteran,Other,124.48825847719182,D,E,E,-30.558262582703044,A,C,60.23757004351281,0
26-35,Yes,China,20.398335016914842,E,B,C,43.252299807280515,A,D,-17.87926991462698,0
36-50,No,UK,-70.91235706764547,C,E,C,12.16027635443319,D,C,-77.9514308313775,0
51-65,No,India,-137.74420264192088,C,E,E,56.60356240158183,D,D,-25.15155238024561,1
65+,Yes,US,95.28545416025906,C,B,B,-75.64188733053138,D,B,-24.47412654767507,0
26-35,Non-Veteran,China,-45.84350887024106,D,E,A,-101.36108185258657,B,E,-82.06419388001277,0
36-50,Yes,US,118.33701160634482,D,C,B,-85.42310305891829,B,A,76.95316057173974,1
26-35,No,Brazil,-33.20169431284697,E,E,B,-1.1156106953571139,B,C,-20.0057984804612,0
65+,Veteran,China,145.10109890411863,A,E,D,27.93515371664578,E,D,14.008837899382806,1
26-35,No,Brazil,55.57078921420445,E,D,D,-0.7872879348880089,C,B,80.84314589493819,0
26-35,Non-Veteran,China,-73.41506715505442,B,E,B,-71.90952817617438,B,C,23.624775440924516,1
51-65,No,Germany,-124.66138436445995,D,D,D,-81.16938855467414,D,D,-48.12022219801076,0
65+,No,China,223.50719490268003,A,E,A,-62.55658077437366,A,D,15.705768750625012,1
51-65,Veteran,India,-7.752043826460174,A,A,E,74.92366529882239,E,D,170.06664405326632,1
18-25,Yes,US,40.462887641350385,D,E,A,-15.83246427671826,B,A,-136.15092475682962,0
26-35,Yes,China,70.16645190163042,E,A,C,78.0368504757319,E,C,-80.36522025377099,0
18-25,Veteran,US,-79.82615954651354,D,D,D,-180.849038283033,A,C,-119.34070584580397,1
51-65,Veteran,Other,52.619722916595016,B,A,B,-30.511574890106353,A,B,-4.427043042298263,0
51-65,Non-Veteran,India,-82.96982432524906,A,A,B,-10.747737678867542,E,A,-46.089650067356445,1
51-65,Non-Veteran,China,-128.83370060928445,C,C,C,0.10025905860002872,E,C,-56.53567417529204,1
51-65,No,Brazil,167.11358171324534,E,A,D,-37.35839975465833,B,C,-28.323764939160633,0
65+,No,US,136.31585989823878,D,A,E,4.037299926496198,D,A,48.94336640162267,1
36-50,Veteran,Other,18.726438866775737,E,D,C,-14.110345812828317,A,B,-61.30206001214313,0
36-50,Veteran,China,45.612688709399336,B,C,E,-23.871477245631738,A,E,-19.081040496839456,1
26-35,Yes,US,-16.580396092220916,E,B,C,-35.03656517280421,C,A,-119.26511773575498,0
26-35,Non-Veteran,Brazil,17.600979426804983,C,A,A,17.832738003113928,B,C,-39.8876590419943,0
26-35,No,China,67.39566096520245,E,B,C,-60.073169874110135,C,A,-35.08810203222665,0
51-65,Veteran,Germany,200.86682236691513,C,E,C,20.578598147278896,A,E,68.48962855301646,1
26-35,No,Other,100.91557153390143,E,D,C,-69.60882862611749,A,A,-4.3035003803368586,0
65+,Yes,India,76.0863280968111,A,B,C,246.295982485693,B,D,-201.94396386033367,1
26-35,Veteran,Other,-84.63996906667056,B,A,E,-48.08406745424476,B,A,-61.29988042922702,0
65+,Yes,Germany,-115.31108664672584,B,C,B,-49.41695545606058,E,B,140.1111921140671,1
18-25,Non-Veteran,Brazil,204.14839989652233,A,C,D,89.0993951236909,D,C,41.278569010013705,1
36-50,Non-Veteran,Germany,71.2243116473229,A,A,A,-61.19347025523595,A,C,59.15626220750766,1
36-50,No,US,157.32016420636123,B,D,D,-95.64997897169329,C,D,65.01230275614101,1
26-35,Veteran,UK,142.70757733264037,D,A,B,148.16848649492147,C,C,-4.983716279745244,0
65+,Yes,Brazil,8.724734074881486,A,A,D,25.443048066220612,A,C,-41.80104404729614,0
51-65,No,Germany,170.3115443265175,A,D,D,-38.34479068646422,B,E,-193.30683221500868,1
51-65,Veteran,India,64.88846448553295,C,B,B,-28.726229872116,D,E,-83.05353383161243,1
51-65,Non-Veteran,Mexico,-191.3437066320731,C,D,E,33.778508143296435,E,E,-141.7244382628865,1
36-50,Yes,India,15.306427881817225,B,A,E,0.711119933547972,A,E,55.175012086821184,0
51-65,Yes,China,1.1572663678547142,B,C,C,-107.63744806534609,D,B,3.7488678743971873,1
36-50,Non-Veteran,Other,44.06405745327093,B,C,D,149.44821349174507,D,B,-104.84145704238198,1
18-25,Veteran,Brazil,-33.22696238861083,C,B,A,109.25601685440982,C,A,64.20188348366811,1
18-25,No,US,86.53690368826885,D,C,A,-106.56580219681888,C,D,25.984005842539215,1
51-65,Yes,China,-22.02523781698287,C,D,C,-14.698319699499802,A,E,167.8400649353545,1
36-50,Veteran,India,-80.17536344779788,A,A,D,36.76307517287519,E,A,39.53815917259498,0
18-25,Veteran,Germany,-150.65366594428687,E,B,C,137.74245705929175,E,A,-46.13033305259958,1
18-25,No,Mexico,69.02442484715549,C,C,E,-75.48421253446537,B,E,-38.47396713453512,0
65+,No,Germany,-9.030941717177674,E,D,B,-118.49436591100857,E,D,42.772814967646376,0
26-35,No,UK,-72.41183979414146,B,E,E,43.57493131727029,B,D,-18.519539861217744,0
65+,Yes,UK,-159.17753657010178,B,A,E,64.60333068119559,C,A,-170.12114346544948,1
26-35,Veteran,Brazil,-125.36899658621476,B,E,A,2.2649615832881698,A,D,-178.0792181578047,1
26-35,Yes,US,-14.01278384423062,E,B,A,-106.18005299035495,A,B,83.4484531511207,0
51-65,No,Mexico,-112.82909787856823,A,B,E,-162.6842868899284,B,D,126.24169176958335,0
18-25,No,Mexico,33.77391154019898,C,B,A,-73.91421538042759,B,C,263.0175971890112,0
18-25,Veteran,US,62.91817368124429,D,A,E,-136.1188785268939,A,E,43.996765636739,1
65+,No,UK,88.70078237872498,B,B,B,9.828754533235342,E,A,51.426004374628945,1
36-50,Veteran,India,67.80931405017694,A,B,D,9.761176913482135,E,C,-42.493812389898515,0
36-50,Non-Veteran,Germany,76.94030409648919,D,D,E,102.9718085181538,E,A,-86.17932457921468,1
65+,No,India,-47.07266151594596,C,C,B,61.67078979999865,B,C,-152.89811355390825,1
26-35,Veteran,Germany,-211.542738402665,C,D,C,75.49197604401198,B,E,-40.07386789974189,1
36-50,Non-Veteran,Other,19.54304609575432,A,B,B,128.85898601582568,A,B,-46.661524504209694,0
26-35,No,Germany,77.74163934301225,A,C,A,-167.80668555498136,D,C,-32.44371696703356,1
65+,Yes,UK,140.1091478534014,C,E,A,64.77349958571823,E,C,-56.33318785391478,0
51-65,Non-Veteran,Brazil,-0.6216053661516548,E,B,A,-66.2567727919348,D,A,12.342436148216068,1
51-65,Non-Veteran,India,-139.67094707264397,C,B,C,-80.63906205688946,C,B,-105.91703069416214,0
26-35,Veteran,US,-138.51157157757575,C,B,B,-43.88977194379214,B,B,146.83777717033306,1
18-25,Yes,US,-53.57063381789094,B,A,D,5.545365345759381,A,E,-184.6496387308381,0
18-25,Veteran,India,-11.78702149144031,D,B,B,23.727455889115305,E,E,-2.2177779085017124,0
51-65,Yes,China,74.9347662354474,D,E,A,25.842869432736553,E,D,-53.68364589426474,1
18-25,Non-Veteran,Other,-68.42163318085751,D,C,D,74.47807406428468,A,C,-32.07499892020827,0
65+,Veteran,Mexico,181.65090501225387,E,C,B,-40.34512224332655,B,A,-1.0338971952466465,1
36-50,Veteran,US,7.697868991531726,E,C,D,-32.42979658326101,E,D,106.30764679224123,1
36-50,Yes,Brazil,67.15385063145372,C,A,B,-61.288543668200305,A,B,-43.82234084120952,1
51-65,Non-Veteran,Brazil,-12.30742944950727,A,B,C,25.04191274182516,C,D,19.305374563210194,1
36-50,Non-Veteran,US,-93.36248300469246,E,B,E,91.56148269511087,C,A,9.501917292114017,0
36-50,Yes,Germany,79.64049886434199,D,D,E,-166.227546285149,B,D,99.44187483030578,1
51-65,No,China,44.71406582821748,C,A,A,21.693447702127084,B,B,-14.07670814492035,1
36-50,Non-Veteran,India,66.30575408862104,E,C,A,56.19259705343392,B,D,-108.76741818332765,0
36-50,No,Other,-75.23814425289646,B,A,D,-107.68090841578288,B,A,-117.29797787868353,0
36-50,Non-Veteran,Mexico,-66.72826000697205,B,D,B,-111.76709234782037,E,C,120.39821883161395,1
51-65,Veteran,India,-42.52220762675763,D,E,D,-57.92496357926855,C,A,-61.6423325647509,1
18-25,Non-Veteran,Germany,34.44240786679589,B,C,D,115.7326372189236,A,E,51.469697337074024,1
65+,Non-Veteran,US,-31.116753095232756,A,D,C,-128.77673629543267,D,B,-147.16533967873443,1
18-25,Veteran,Brazil,182.49536200450143,E,B,E,-83.59772258750749,B,D,45.406135369436406,0
26-35,Non-Veteran,Brazil,-32.97020980460788,B,B,E,-15.606232418254685,C,A,-79.06586435291297,0
65+,Veteran,US,-101.37908474612489,B,D,D,19.072064840283716,C,C,-0.7528093789735445,1
51-65,No,Brazil,-10.244680562261943,A,D,B,-179.6095149628647,A,C,125.52397825650938,0
65+,Veteran,India,88.41135000278703,C,C,D,100.90815611213193,A,A,33.23960733610471,0
36-50,Non-Veteran,Brazil,-101.03390207951995,B,B,A,12.655071554321651,B,D,-15.35577909138276,1
18-25,No,Brazil,-50.161327439448215,B,C,C,-8.223746155552966,B,A,-0.9629610505341107,0
65+,No,Brazil,-76.58561689889854,D,E,C,91.46009030022132,D,A,23.38078912033483,1
36-50,Non-Veteran,China,-22.470946063730384,C,D,D,171.62964426564068,C,C,-176.03245949986638,0
36-50,No,Germany,-40.732061383710715,B,E,B,-24.42632233692423,C,A,50.23275222385667,0
51-65,No,UK,-143.1465787950382,B,B,C,212.0080875409629,A,C,-143.2776781246145,1
18-25,Non-Veteran,UK,-5.043674201489739,C,C,E,-159.28725788116728,E,C,213.73127619776295,1
51-65,Non-Veteran,Brazil,-110.9720180639886,B,A,E,50.714357250487964,E,C,-0.9969779084555254,1
51-65,Yes,UK,99.60725317423787,B,B,C,-54.62486203336765,D,B,-166.9341522940046,0
26-35,Veteran,Brazil,-61.344501957746786,E,A,C,62.63256438981084,C,D,72.28971985718951,1
36-50,Non-Veteran,Brazil,-17.003841030866784,A,A,C,48.89246645481342,B,E,-30.247903601485028,0
51-65,Non-Veteran,China,51.79169708959505,E,E,C,-257.5645266743848,E,D,131.37027323233482,0
51-65,No,India,121.72098035953441,C,A,E,109.71360691681818,B,E,43.373742805813436,1
26-35,No,Germany,-17.746516692913183,D,E,E,57.21284836224113,C,E,6.24749627547242,1
51-65,Veteran,China,116.95450577510785,D,B,E,11.560702685287849,E,C,30.6493911089884,0
65+,Veteran,Mexico,-93.74107676857525,A,E,B,-85.26277406336466,B,A,179.5676988230406,1
51-65,Non-Veteran,India,-3.7130181269152724,E,D,E,-13.336271680814422,B,C,163.3490012591595,0
18-25,No,UK,-92.83577083246394,C,E,E,-18.042162729166236,C,A,-61.56498833108232,0
51-65,Yes,UK,-122.28909089312464,B,C,D,-17.484060477724352,E,C,-22.890252840454913,0
51-65,Veteran,Germany,59.93771864125451,B,E,E,21.46743311615783,C,C,207.9468305305305,1
36-50,Veteran,India,-39.52801521714947,B,C,B,-77.99501044585521,A,A,-150.54447783456416,0
18-25,No,UK,-74.09800080672605,D,B,D,-68.95187271182604,B,C,22.871487703711146,1
36-50,Veteran,Germany,97.14735282650817,B,D,B,79.5049034125866,D,C,-202.698568564292,1
18-25,Non-Veteran,Other,-7.497706809359558,A,D,E,8.818003033191403,E,D,149.29511641590344,0
65+,No,Germany,10.159277240627176,B,E,A,152.1195832017552,C,D,-138.13386096237167,0
36-50,Veteran,India,-115.46941159293213,A,B,C,-77.65676743996606,B,B,31.12273117310233,1
65+,Veteran,China,-113.4965394354474,B,B,E,39.33851920212292,A,D,-13.809592419656532,1
65+,Yes,Other,-20.548886133074177,C,C,E,-12.241202530097917,A,D,-79.47041458502284,0
65+,No,Mexico,68.83838058550815,A,C,A,70.2260205311949,A,E,-168.22785723319217,1
26-35,No,China,43.124805797306486,C,B,A,4.684847679809254,E,A,150.06438929561813,1
18-25,Non-Veteran,Brazil,-108.2805807762266,D,B,E,3.6103406025340865,B,D,38.54086646543375,1
18-25,Veteran,India,2.720353953116346,A,B,A,-155.27915442137586,E,A,-82.42665191850296,0
51-65,Veteran,Mexico,107.09593866448397,B,B,D,87.73873402609273,D,A,115.03826837651707,0
51-65,Non-Veteran,UK,-100.33150222114841,B,E,A,169.32880614667712,E,E,6.281905458992794,0
26-35,Non-Veteran,Other,42.62696494164517,B,D,B,97.25971155963785,C,A,158.38507260176118,1
18-25,Yes,Brazil,-112.80635833818404,C,A,D,-33.018249392271045,A,A,128.47863944306678,1
18-25,No,UK,-49.37640238813478,D,A,A,73.62917923863208,E,D,46.82263370824979,0
26-35,Veteran,UK,-15.222705903012304,C,C,D,76.06424397806457,D,D,-117.95290883665392,1
36-50,Yes,India,-37.40941130991193,E,E,E,80.93785798431104,E,B,6.220944974360426,0
36-50,Non-Veteran,Brazil,23.294979192638664,E,C,C,-72.27974359853641,D,B,6.40389784132379,1
18-25,No,Other,-79.44463236420773,C,C,C,41.15573979147907,B,D,149.6922401551056,0
26-35,No,UK,-65.23457673397951,E,B,D,-40.981610568583676,C,B,146.83516455104944,1
18-25,Veteran,UK,-95.36159317431,C,A,C,-61.05510957581169,B,A,-8.044829015134374,0
36-50,Yes,UK,122.04316227063634,E,E,B,40.77418743589878,D,A,78.86575133905112,1
18-25,Non-Veteran,Mexico,-77.48305023202919,C,C,D,244.85482629850756,C,C,62.746678393072905,1
65+,Yes,Germany,32.790822271005126,D,D,E,65.9073193497385,C,D,76.72200052633038,0
65+,Non-Veteran,Mexico,1.5178354601836568,B,B,D,105.13414115675171,D,A,-162.3369684135131,1
26-35,Veteran,Brazil,1.35438691733717,D,E,D,4.697492304441037,A,C,26.33767420915083,0
26-35,No,China,130.91845971960197,E,B,B,120.79277572385982,B,C,-55.26766283465844,1
51-65,Non-Veteran,US,85.18856830446808,B,D,B,116.89921114861706,B,C,-82.5918039879659,0
26-35,Veteran,UK,88.1702897674885,D,C,B,-87.78811879551199,C,A,-31.38718131203356,1
18-25,Yes,Germany,-98.06144066829134,D,E,D,-112.2758098457871,D,B,-231.26204512342485,1
65+,Non-Veteran,Brazil,-30.026923508871718,B,B,E,153.41850912767208,A,E,-120.54670360813404,0
26-35,Non-Veteran,India,62.87751983093286,B,A,B,49.21671589311173,B,E,-47.75223475013459,0
51-65,Non-Veteran,Mexico,-40.449397391186345,C,B,E,46.628769308866076,E,E,29.210720703470844,0
18-25,Veteran,China,21.181757365790887,C,D,C,-119.19468522233745,B,E,10.659769230228571,1
18-25,No,UK,-83.19895663010514,D,A,E,143.92096967556984,C,B,-54.73701844765544,1
26-35,Non-Veteran,Germany,140.05150627210287,E,B,E,8.356245360186131,D,D,-70.72792530321189,1
26-35,No,China,-126.29234202292213,D,B,D,106.37297009302627,E,C,-75.50078712764787,0
65+,Veteran,Germany,-23.398303180133965,A,B,E,-30.91408425950222,C,B,37.67139965739562,0
36-50,Yes,UK,107.25160591524914,B,E,E,198.1549853041779,B,B,156.7909985308105,0
26-35,Non-Veteran,Other,145.12927346550012,C,B,A,21.722258743532382,A,C,29.493572473559578,0
51-65,Yes,China,-19.349850191366325,A,B,A,-98.68086127920921,C,B,1.4511260067493124,0
36-50,Yes,UK,-1.4782582867581737,A,A,B,168.98991863903916,B,C,-58.17607416476531,0
18-25,Veteran,Mexico,165.37157378849994,D,B,B,8.70664952630071,A,E,57.30016285271531,0
36-50,No,UK,238.69135282703402,E,D,C,-47.82714667284992,E,B,5.096771194598028,1
36-50,Yes,Mexico,-5.933724960657485,E,D,A,41.836366983579595,A,D,-69.74179611703354,1
18-25,Non-Veteran,Brazil,29.29057407599542,C,B,B,-287.9452111249365,D,E,-46.76551070693778,0
26-35,No,UK,-11.853891942824712,E,D,A,47.17761651028625,E,C,-65.86307650131592,0
36-50,Veteran,India,95.6756062376071,A,C,D,-162.20606074091486,D,B,126.58192714933698,1
51-65,No,India,-21.85559204102082,E,C,D,139.52666465149096,D,C,-21.04042414721601,1
65+,Veteran,UK,-156.44536769735652,C,D,C,-22.665653843052848,A,C,-55.57474464286876,1
26-35,Yes,China,-182.8218021404812,D,A,E,27.59215248706296,D,A,-84.80993850587316,1
65+,Yes,Brazil,-111.18688418675318,B,A,A,-75.59715791619132,D,C,-124.45841772252943,0
18-25,Veteran,India,38.73513724753906,A,B,E,161.62494079723845,B,A,-49.61930479379808,0
36-50,Yes,China,29.79747059058368,B,A,D,48.56076082210974,D,A,115.59363020815188,1
51-65,Veteran,Mexico,13.110203246068568,E,B,E,80.32322125613976,E,E,162.75437352018827,1
65+,Veteran,Other,-155.37435145579727,E,D,E,-87.51530723468748,D,B,-108.98611055471628,1
18-25,No,Germany,-16.79199703930381,C,B,A,-6.606516683939829,D,D,-65.74515227839885,0
51-65,No,UK,-1.1435206858582476,D,A,D,-8.846007778266712,A,C,-356.447051057698,0
51-65,No,China,100.82370091699815,A,C,B,-166.33033082141543,C,C,-112.00418229469588,0
65+,Veteran,Other,-6.594693729254845,B,D,C,-66.50897948547889,D,A,-88.87104789315985,0
36-50,Non-Veteran,US,-39.85862247770233,B,E,B,-69.15560594251554,E,A,-95.93767543319152,1
18-25,Veteran,China,30.47320804973952,C,A,E,-44.220870123006215,E,D,-165.32083417616036,0
51-65,No,India,78.59485348531507,E,C,D,16.400111006925368,D,E,31.065846770394224,0
26-35,Yes,Other,-147.97258584295508,A,C,C,19.55646192726783,A,E,53.35822158694339,1
51-65,Yes,Mexico,18.49234107805569,E,A,B,-94.82327940040773,C,C,84.34955686570838,0
36-50,Yes,UK,82.87740947413963,B,A,A,154.7994198871204,C,E,-36.22180040981409,0
18-25,Non-Veteran,Germany,-47.77833748641152,D,E,C,84.86972374517825,D,C,55.0547099542286,1
51-65,Veteran,US,-22.90506225438098,E,C,B,-105.5892932646159,D,D,-56.97770469140848,1
18-25,Yes,Other,6.139994021575555,C,C,A,-124.80719609825653,D,E,172.74721967152828,0
36-50,No,Germany,-61.8005433786231,D,A,C,46.22329737134172,E,E,128.888757290355,0
36-50,Non-Veteran,Brazil,-94.79939400958007,A,C,D,-134.78694853163552,B,C,-9.313683980099238,1
65+,No,US,63.962523635756455,A,E,D,117.31663624266648,D,A,-5.568566448788125,1
