ethnic_group,religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Hispanic,Buddhist,D,C,-34.733416174511966,B,82.43415930831144,-138.77446136564578,-64.44077834770845,D,77.66337615552588,D,D,B,E,226.42404741291836,0
White,Jewish,C,C,75.54948682121915,C,-165.76546291098296,-75.23254529047968,22.85235407532577,B,-204.53762815451256,C,B,E,A,110.55625986910047,0
Hispanic,None,C,B,118.91594663828415,A,-89.2633750847918,-46.99550560467017,66.60286066591479,B,-50.120332836939895,B,B,A,B,10.687623389290986,0
White,Hindu,C,E,-34.804997389733394,A,59.175557185086845,-87.26855837291426,125.60449181969638,E,-73.98286897460882,A,A,C,B,65.46896531250746,1
Asian,None,A,D,-38.559652002161464,D,-32.28179648929038,-92.0561701123923,-12.863025931200193,B,148.4487127413783,D,A,D,A,-0.7947039148940198,1
Asian,Muslim,E,C,106.62388359222237,B,-105.3586739370733,-18.601878211911195,-42.786998590281655,B,96.0457607065459,C,E,C,E,-203.46617612216625,1
Black,None,C,B,-44.55028461423659,B,-142.71691670003594,10.269909687408008,-42.38308048401101,C,96.04845437675988,E,B,B,E,-136.47172444168967,0
African American,Jewish,E,A,-67.93805070725818,C,-36.01646344992118,-63.46828982401799,72.352987282796,D,-153.5231745784704,C,D,C,B,20.028598730587525,1
Black,Hindu,E,C,129.4201974049197,A,-144.28247711659932,-13.526829322804982,183.83696248807607,B,181.97137435097042,D,C,A,C,-51.43723088191459,1
Hispanic,Christian,B,A,81.9172657679727,C,120.80096103439226,-67.50924032043594,61.93724217572366,B,-129.37966785009218,B,D,D,E,-30.28283979845169,0
White,Christian,B,D,123.4740081743074,A,-112.1512594680436,-53.71616032301939,153.34417929734278,B,0.5408863227428183,D,E,A,B,-68.45710412420223,1
Other,Hindu,A,A,17.076250518593007,B,52.28905734548831,42.16162415879093,-47.45243092192958,C,-7.703195120887704,A,B,D,B,22.15234622137196,0
Hispanic,Christian,C,A,112.47065289036608,B,155.23377868815865,35.39437551454794,-11.88360688909893,B,-35.33451076184655,D,A,D,D,88.8747843010189,0
White,Hindu,A,C,-80.54242632479686,E,59.45055109346777,17.01649198136367,85.7496444005747,B,-185.18760073870519,E,A,B,E,-31.123196432065768,1
White,Muslim,B,D,104.81352088727516,C,163.28711808635427,-103.69305924689785,-41.25442644884634,B,54.889988591231266,B,A,C,D,153.22456849228692,0
Black,Buddhist,B,A,33.56057755569793,C,14.824429937640723,215.8498583768821,129.663929541527,B,305.82506837990235,E,B,C,A,47.26255380567675,0
Black,Hindu,C,E,5.927055638912742,D,120.135086976884,-215.49966088015196,6.244173556776779,D,104.01724549117695,E,A,A,A,-41.91860635907217,1
Hispanic,Christian,C,E,62.5377149462303,A,190.3137381121744,-134.3353133566183,139.63512453428436,A,158.19053157569414,E,E,E,A,19.457432964300402,1
Other,Muslim,B,D,-168.2830554781347,D,42.832123812663035,-156.74702053043345,-59.12096977186134,B,106.78731852065941,D,B,A,E,-29.465226923430983,1
Other,Buddhist,A,A,69.43343221485807,B,-82.12862614960133,-130.87118131600707,16.656981068732694,E,6.189694360348897,A,E,A,D,41.734585503062796,1
Other,Buddhist,C,A,266.40144629091003,A,-95.44033958297184,135.90933080424375,50.632190632745235,C,-189.85061121901853,C,E,A,D,17.989493218095966,1
Hispanic,Christian,C,C,134.73124784346737,D,-18.778861951979547,-48.17667179859957,52.34525692495126,B,44.6405305469398,D,A,C,C,-127.98532974133848,0
White,Other,A,D,-27.080464160525995,B,-75.55187482416538,-76.82988042606426,-0.05445817840248007,D,-68.60311250510438,C,A,E,D,89.39715079289348,0
Hispanic,Hindu,C,E,-59.93107292065765,D,111.27668570465423,116.13112740298558,-5.745410892953575,A,-91.85212367928123,D,C,D,D,-76.24988386867682,1
Other,Christian,D,E,-30.39388425861837,D,-132.48660252630816,-45.38134521392067,120.95312815961347,B,-11.582384782306834,B,E,A,B,6.4273017986845575,1
Hispanic,None,A,B,48.603730606701774,D,8.794467524220012,89.47253449289113,160.02246887083672,D,-79.87700682768556,B,A,A,C,89.9748433158429,0
Other,Jewish,B,D,26.529155666457594,B,-190.53186734364584,4.221864008322064,64.91160385874105,A,-137.54557042004166,D,C,B,D,-80.23012761074706,0
Hispanic,Muslim,E,C,-39.38668042913642,E,103.09008931488634,-45.94031235624341,27.56723606778269,A,-96.62834681650727,D,A,A,B,-51.840362905695216,1
African American,Buddhist,B,A,80.97385649360268,B,10.190491778857227,98.09430125890229,188.40612899557692,A,25.782058501093637,E,C,B,C,243.49999792125533,0
Hispanic,Jewish,B,D,-96.51671757162516,A,140.20732089859186,-115.48087840717668,-54.81439688180455,C,-194.92268529701556,C,B,A,E,-23.60342958580337,0
Other,Muslim,C,A,-40.78332230998139,A,145.300602393081,3.7524665903325753,33.4492691860698,D,-71.77859673746109,A,D,A,E,101.6402068332835,1
Hispanic,Jewish,C,A,44.825745578218275,B,23.024529326687954,-62.90963786353829,86.8522131171634,D,-48.92659894946516,D,D,C,A,21.79123358492163,0
Hispanic,None,B,E,-34.26439039067886,A,-2.5133768204691824,163.9594672499803,-37.553497686995875,E,112.27102207476474,A,B,B,D,22.823854348937232,0
Hispanic,Christian,E,C,42.36167736778535,B,-97.30175165326533,-134.75312994538086,-71.99613707355046,B,77.47011268788047,A,C,C,D,146.25543466718224,1
White,Hindu,D,B,97.97946443402577,C,134.1457604403836,4.728454761983419,109.68453998287285,A,-136.29658288003006,D,B,E,E,-16.969588451117414,0
White,Other,D,A,97.09481418845829,B,77.93073343218953,48.92904542577191,174.62565199827336,C,-184.81674592086043,B,A,A,A,-98.65729315955622,0
White,Christian,A,E,201.49182014289156,B,7.468765280446951,161.87768386219165,53.17394637653553,A,-127.10565710557069,A,C,B,C,14.640114605240989,0
Asian,Christian,A,C,107.33595611318816,E,-25.55031462273871,-116.86912403152941,125.84825185876636,D,37.625639052512014,C,E,C,C,6.9495337528536805,1
Hispanic,Christian,D,D,-179.6024107084941,A,-41.04790227017512,-22.68987198424445,33.018311601511,D,91.96966147023086,A,D,A,C,-50.95193606588593,1
Hispanic,Hindu,C,B,79.89851205997562,E,129.79316003022512,33.48837384088198,-168.29514230849225,C,74.4224927546283,B,A,E,E,23.94921323038079,1
Asian,Muslim,B,C,102.13160256311866,C,-26.21780217852275,148.75870098403473,66.56855126955169,E,-8.223865668391214,B,D,C,B,31.191940116207363,0
Hispanic,Jewish,A,B,-121.46116238736353,E,189.15461236147826,-122.45043445813913,-4.153212380269266,B,-96.00436062258765,B,B,C,A,-148.01973238072466,1
White,Hindu,D,D,-62.86551938928905,E,-24.910878513445176,-107.66212591972109,-4.258908070597394,A,-32.35692562038208,C,A,A,C,207.19676483406374,1
Black,Other,C,A,-278.84327540292276,D,-106.85576884653815,-34.5534966324777,-73.64801146521292,A,12.628209512438627,C,B,A,C,10.544082357373725,0
White,Buddhist,A,E,17.240790532568464,A,35.77681388536778,-53.89918978241622,-246.25384206641309,A,-82.48349070003152,C,C,E,D,50.98728075538334,0
Other,Muslim,A,D,113.7072320619688,B,20.94210127111086,-32.17154170427328,94.5715384898869,C,22.011927775286168,B,C,A,B,91.50427184244614,1
African American,None,E,A,-22.46134768860927,E,-41.62323890722662,21.270181243286636,-74.0025841478801,E,49.37528217462963,A,B,D,D,169.29335836696106,1
Other,Christian,A,A,-120.1666993570867,E,-94.84641753179724,-44.88502233147325,-7.302187911510058,E,-19.460357138929517,E,B,B,C,-90.87799865789789,0
Other,Other,C,C,-85.98316829178788,B,34.08757588307272,-83.40291654211919,-3.461547358617631,A,22.801876122583952,C,B,C,E,-79.19416872564422,0
Hispanic,Jewish,B,C,15.936893636722152,A,10.608234749511503,-83.73081526859781,-249.1484667384669,C,-140.42034907626254,D,C,D,E,64.24642880784315,1
Black,Hindu,D,C,1.5275119353119262,B,-96.00399709851233,-195.58129724522678,-113.44107761224689,B,-17.46150084390588,C,C,C,D,58.681791625808955,1
Asian,Buddhist,C,B,-67.59577058969671,A,-109.54222666148672,-32.68151123571782,89.3658142367065,D,65.55641276470071,D,E,E,C,108.42079474633128,0
Other,Buddhist,B,B,-91.20467282658898,E,-35.279878002291596,-75.86547070938579,-125.98003820213042,D,-131.42528346512103,A,E,A,B,-225.6193971768643,1
White,None,C,E,-16.411032886186124,D,-221.29979580269213,-79.30017084848603,105.37688123693809,B,-115.41983586259535,D,B,A,C,-83.9933254953035,0
Hispanic,Muslim,A,E,39.49331082266564,A,102.10056691497232,-120.00655507823656,191.3501388809444,D,-111.39299437359347,B,C,C,A,118.570492462717,1
Other,Muslim,A,C,71.22038929645713,D,31.557805225755075,25.80019388041535,-184.4894161419788,A,13.577989469860926,A,C,C,A,87.33520828244976,0
Black,None,E,D,37.106223962781485,A,54.73295403405001,-141.04254539217277,-108.73032490971343,C,-47.22066486920452,C,D,A,C,-93.22879006507677,1
Other,Buddhist,A,B,361.72248921742323,A,-176.52719317142277,-18.007890981439175,-85.16411391462441,E,131.4915173433245,E,B,B,E,28.333166223542385,1
Asian,Jewish,D,D,34.05787676029733,B,-84.98183098685281,289.83493585808355,83.12616403782242,B,49.32072368007428,D,A,D,D,29.36901320266395,1
Other,Other,E,C,50.62646574090902,E,-120.14709206847063,19.20760553677729,-14.787540154627136,A,-30.79347113761099,D,D,C,B,-56.00163685682647,1
African American,Buddhist,A,C,-193.3382855835612,E,78.94938188714879,52.467605913409,-7.045563582675402,A,-100.22486111854418,D,A,A,E,77.20651165110625,1
Black,Hindu,E,D,-90.75428966435236,C,-4.408417690353895,0.2505993057762983,110.46585408447471,D,52.71647985534036,C,A,C,E,-8.192550707863031,0
Hispanic,Hindu,C,B,106.60769978088575,B,-16.91672166512201,-24.112416538996804,36.565640467592054,B,-69.00023214347601,B,C,D,B,281.3751341072098,1
Hispanic,Christian,A,B,153.85402391996772,A,-184.86945902422335,43.11653312933104,116.43794663218144,C,-122.36165188756738,B,C,B,D,-92.57577438430695,0
White,Muslim,E,E,-109.84411804688162,E,180.138675509549,-149.92912293829684,27.561981074842745,B,43.96369865878608,C,D,B,A,-47.1842693372572,0
Other,Muslim,E,E,-13.083453686628314,E,43.31988950664156,-54.38153762640764,-37.560129785203145,E,-31.254659819382358,D,A,C,C,86.75699023294928,1
African American,Christian,B,A,5.016002708524857,E,26.111029249805746,60.615870692571775,-26.98360716446916,D,91.9821066377547,D,D,E,A,243.70170346955388,1
White,Muslim,A,B,174.16202434571494,D,38.88372940922586,-92.47361264393666,-25.34419095930251,A,0.3980316197533509,B,E,D,A,62.29969043756724,0
Asian,Jewish,C,E,26.92860492295558,B,27.787585753973765,284.4490192166497,67.59219346940506,D,-90.66006567472914,B,D,D,E,-229.57262723850778,1
Black,Muslim,E,C,126.80817250579541,A,168.02060718372314,115.10807052092792,-187.40812489577274,E,-9.81134873698202,D,B,C,D,-42.16182214676255,0
White,Other,D,C,-24.867808204686792,D,-97.63274378137761,85.5627550207676,-34.27874396704109,B,173.48687857397314,D,E,D,D,35.00584597788134,1
Hispanic,None,E,C,-27.945054329977587,A,-141.9288740448748,-85.0692162463375,103.39195175124074,A,-24.10140609226856,D,C,E,C,150.98376261449397,1
Hispanic,Christian,B,C,83.16998285631647,C,-237.75906078196917,-22.469509205074488,-31.6435552421012,E,63.336803796792196,A,B,E,E,-79.81560259036252,0
African American,Jewish,B,B,75.17575439396805,B,150.0586452717863,-186.29338205158194,-31.435857559902864,C,-165.0896039882221,B,E,E,A,25.513952179891287,1
Hispanic,Jewish,C,A,9.95157216536462,B,-104.00353340260283,-92.52332236986773,194.86764875868872,C,-237.03908841034377,A,B,C,A,135.7518380502286,1
Hispanic,None,B,B,-91.6162570184554,D,-28.73750636651515,-2.6294428948171116,-12.929593157574166,B,58.46889490163263,E,E,C,C,189.50037417452964,1
Asian,Muslim,E,C,-14.858147629024355,A,1.5599767527242705,-4.637765081623929,-78.10665613823394,D,-41.2445499112821,C,E,B,E,247.22562900505363,0
Black,Hindu,B,B,5.708216917711052,A,135.49224584571874,32.89785046130544,-61.017237196737895,A,-90.66447559676627,C,E,B,A,148.0243551007439,0
Hispanic,Jewish,D,B,59.14268124214354,D,154.76541063679537,-212.58956923955446,76.08995156662137,C,59.272660914295095,E,B,A,B,102.89420378759402,0
Asian,Other,E,E,75.14116382121962,D,-56.46368791997859,2.0470817210962347,-40.09879683480236,A,86.24558136853807,C,E,C,D,88.1161303266506,0
Black,None,A,C,-18.512627675311336,D,2.6477910615581353,-129.40665477932117,-12.92838848975201,E,10.238901880257446,E,D,E,E,145.60812422377023,0
Asian,Buddhist,D,D,7.023789103184619,E,27.555132996963987,-143.09823952933513,49.016398352394326,A,-76.37786050614943,D,C,E,E,50.612499618213356,0
Hispanic,Buddhist,A,E,14.1896437752274,B,42.93259834646265,-88.16364802140738,99.023322350757,C,241.2728598710749,A,A,A,C,22.820549198957337,0
Asian,Jewish,D,C,249.33564657521808,C,138.42706504304044,146.38336727287123,-38.89865968831152,C,-24.09941315114126,A,E,E,B,-200.98429359108465,0
Hispanic,None,E,E,242.0761580828198,D,160.57207072702798,-113.09037002228091,-82.27751933308055,B,55.44450976139096,D,A,C,E,-163.66410892928243,1
African American,Christian,E,C,49.44276683819338,C,68.23632704480431,147.26338876227845,6.937293681754802,C,-85.99139660382308,C,A,E,C,2.1082819156944406,0
White,Hindu,B,B,97.36841918136255,C,-57.535017653599105,-21.317266659472967,80.54301585640744,D,173.78408749213503,C,D,D,C,-30.590625990235388,1
Hispanic,None,C,B,43.47120815811891,A,13.632617989581897,-123.65170230347708,-54.508473719119465,A,-46.149296105753606,A,E,D,C,66.63445076673345,1
Hispanic,Christian,D,C,-68.95691514813052,B,66.8713191903269,-75.79087777673192,34.55109784037387,A,53.09063565144507,B,A,A,C,-27.827054442069144,1
Other,None,A,C,-124.52312124045315,E,-20.93589712343144,-143.1063183850758,12.080583925493169,E,121.97010426870425,E,B,E,C,-14.234841123707682,1
White,Hindu,E,D,130.4303600715364,A,-29.96507738726022,128.99373684767247,42.14325337531561,A,-15.044455124745335,E,B,C,A,99.27224063890823,1
African American,None,C,D,-139.34288654187839,D,140.18254830614686,177.51607941621347,-23.524481304498956,B,-64.71370990105204,E,B,D,D,-30.67774472917276,1
Other,Muslim,E,A,126.01264410732193,E,89.1032411765357,-2.499599466247877,-52.79640376849881,D,24.884513864452508,D,B,C,D,-62.39298769056782,1
Black,Buddhist,B,E,-124.5471267763741,E,-4.545365128903978,101.65902512583568,119.44771272825831,B,-7.976657088832771,A,A,E,A,-124.3492447083199,1
Black,Muslim,A,C,58.93131465649785,B,12.333160936937409,60.7159692947435,308.8071055328488,E,102.01494347020824,E,A,C,A,-17.004525977318178,1
Asian,Christian,E,A,-46.741212374688274,B,-60.00865888244582,-7.197225390891858,46.447362252950725,D,27.02710973183492,D,D,E,D,-122.81256264570912,1
Hispanic,Buddhist,A,A,215.17209666384613,D,-86.48296531381473,117.56688227914967,-124.7731160514548,E,-241.58283470679015,A,B,A,E,-114.19023174828573,1
Black,Other,D,B,-152.16769829907392,C,122.58788266591638,-37.416102993893496,93.27101168386828,A,-11.220297484418959,C,B,C,C,-50.53580725420815,1
Hispanic,Muslim,B,C,-100.3273611816362,A,205.85484226108005,82.33672791925457,33.417756070845996,C,-84.73086870359111,B,C,D,B,-31.382078721230222,0
Hispanic,Jewish,E,C,51.134509031736975,E,56.56366957256449,146.19515055055305,-72.13277921901096,A,78.1884528057421,C,E,B,C,198.96390633065133,0
Asian,None,A,C,-135.95062676281157,B,160.459567685116,73.93968349293615,-82.02881354192746,B,219.1510495835625,D,A,E,E,-75.29331506314058,1
Black,Jewish,D,B,-69.22169383601617,C,39.91967167969245,32.8760900845065,-32.45516588389069,A,-81.70585018954444,B,D,B,C,25.471516579281968,1
Asian,Jewish,D,D,-151.63089949597435,D,-64.61574452379502,108.25408616129202,-20.251270373811654,E,-63.730069130325475,C,C,B,C,-38.11828141863452,0
Black,Christian,E,A,83.3905791918732,D,65.28005098031626,15.722600688269905,-45.69486316525009,D,67.24621247627896,E,B,E,B,-135.74790739567248,0
Hispanic,None,C,A,60.2899695363939,C,-25.274712494349195,28.071516715167956,-193.5218885356231,D,92.68853501664952,C,B,A,B,-43.5790400920262,1
Asian,Christian,A,B,163.98804894114733,B,18.04588908010838,-111.31821972330064,-280.09524063221585,C,39.51647690071023,A,E,E,E,124.96771501420439,1
African American,None,B,D,-73.06169624757987,A,-191.29950810768784,-7.766909023986641,-16.318201139235413,E,86.232370456182,A,A,E,A,-4.020345240439421,0
Other,Muslim,E,A,-168.83340521172178,D,31.06989471452272,-20.790915758372133,-147.78321487763506,A,-103.81773985904677,B,C,D,B,82.47417990202908,1
Black,Jewish,B,B,19.679717447184853,E,27.21174511205795,-15.816377764415144,13.45266464465746,A,-62.07298760409207,D,E,E,B,111.47438668443839,1
Black,Other,B,B,17.967403364281513,A,87.38257848610836,-29.210981383917428,64.57068612377259,C,138.31983730731133,D,D,E,B,37.65124449634848,1
African American,None,A,B,-236.87831862835452,E,202.2151485055261,-81.64386753449995,-110.36724335926664,E,42.413667760600596,A,E,E,D,70.35514662600897,0
Other,Muslim,A,C,41.95248794945351,C,-115.52820481421335,-116.86525186352907,222.33128057753765,E,46.23851132075441,B,A,C,D,-134.46061209107737,1
Hispanic,Christian,E,C,5.917247556807957,A,-60.03573362668219,6.705795705097666,-223.8601562882065,D,-25.245768548224344,D,C,C,B,89.53695276474825,1
Other,Muslim,B,D,47.6040641523622,D,-132.31336465252116,-33.83588677058922,0.16293840307814003,C,68.5983590283269,E,B,D,C,183.4539545714156,1
Asian,Christian,E,C,-145.01406320893858,C,128.3341123151323,31.697102825406994,-180.34545351690753,B,-225.2860189898648,D,B,B,B,68.29141614924673,1
White,Hindu,E,E,93.16230054545451,C,21.199482791194153,21.51080706669914,-169.91716392127552,D,-67.23403518562455,E,A,E,D,-68.04196130938641,0
Asian,Other,B,C,-29.680263276064338,E,74.1822992880814,-68.43430528054164,31.8515322123249,B,-32.75198766023572,A,B,A,E,-38.300081694408576,0
Asian,Muslim,C,E,-139.5436050419419,E,175.0275041505421,234.35605797548226,61.981179919151174,C,134.0937217692324,A,D,C,B,-176.6153512996995,0
White,Jewish,B,D,9.82376918476896,D,-2.240143912351902,-144.04611963579313,180.96964199657353,D,154.64001614449577,C,D,E,B,253.37021398179985,1
White,Buddhist,D,B,85.83534826533452,A,-215.70008186032445,-30.025098508957697,46.61637198420283,E,-34.47759524527715,A,E,D,A,-63.68615529847407,1
White,None,E,D,172.05905503949924,A,-101.28254767103009,-190.27036087588394,-138.36598608665176,E,4.886696536211423,B,B,B,D,-210.03670486861316,0
Black,Christian,B,D,-233.07175340702724,B,-0.7893997538828671,-14.856883138156263,-73.61854238749068,E,145.7462961460336,C,B,D,B,77.61630698083975,1
African American,Muslim,B,A,83.7699722197663,C,-143.9387391638714,-91.71966115043001,43.968169721195565,E,16.174304994324164,E,B,A,C,-62.58576311242708,1
White,Hindu,D,B,135.001049287593,E,-34.95401962712428,-115.00573792907699,-61.65888681982922,C,114.02313055779504,E,A,E,B,1.7859234184418311,1
Other,None,D,C,91.80743847016556,D,114.92315076959913,-218.25273807250025,118.84301287168613,E,-21.52200333249072,E,A,C,D,-51.233459920798865,0
Other,Christian,D,B,-34.5184227120601,E,73.27442578364094,51.82057322141015,-173.7504672752626,E,136.34419243852096,C,D,B,D,-140.26386087962075,0
Black,Christian,D,D,-64.0858672048395,B,-107.91901837903426,31.90465297254094,-21.50888073717157,A,124.57642037063667,B,E,E,A,84.33661409836313,0
