Nationality,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Other,Widowed,B,D,-225.64403702712815,B,B,-20.962234122609036,72.83388580015291,D,1
US,Single,A,C,102.29444184986521,E,E,-102.22717437280173,40.764896410189486,B,0
Other,Widowed,C,B,-15.631970547316543,B,D,121.38302700527848,-40.177770559634254,C,0
India,Married,C,D,91.29922954600656,C,A,-57.536882872057426,117.53838505521092,C,1
Other,Single,C,D,-1.2479316415726571,B,E,-79.2283819763218,74.3836597485782,A,0
UK,Divorced,B,D,210.20024808339016,A,D,-116.51969634777433,-32.29215075698361,D,0
Mexico,Married,B,B,-124.67051295053118,E,A,24.424181397137925,-102.49133319550235,A,0
Brazil,Single,D,D,155.65807143775288,B,E,247.46875416855474,21.432993865005855,A,1
Other,Married,B,B,83.88238616922877,C,C,-52.03874209694646,90.0969009876502,D,1
Mexico,Single,C,C,124.49812260896323,C,D,9.247225147893449,0.4598480084185808,A,1
US,Married,D,B,-33.179719280675116,B,D,65.25817124253041,-135.98253585598397,B,0
China,Widowed,A,A,27.258736848762588,A,E,138.81137877687598,-37.09137115696142,B,0
Other,Divorced,A,A,83.79050330590499,B,D,-23.877101086973262,-78.47149021700255,B,1
India,Divorced,C,B,-26.961573956703837,E,E,4.972924019849969,77.25014833047078,E,0
Brazil,Divorced,D,D,-140.78117834921176,E,A,-65.75814714249336,-43.51140351289754,C,1
China,Divorced,E,B,-216.74330052016649,B,C,22.85893790048655,-118.44974709622724,A,0
Brazil,Divorced,E,A,-10.345378698256564,D,B,34.86305160753597,21.933866560768042,D,1
Brazil,Married,C,D,29.252379922802064,C,C,-125.5927453747071,-126.64592453606163,E,1
Other,Single,D,D,50.43559966255889,C,B,17.377937400164793,171.38326603112057,E,1
UK,Married,E,A,3.471497279658827,B,C,-30.415534658120013,120.31641428863182,E,1
Mexico,Married,A,B,117.730346208952,D,B,-100.73266873504593,134.44969291718365,E,0
India,Married,C,E,55.61742696428136,A,C,-69.68955147270871,150.47673114615705,B,0
US,Married,D,A,-21.197830948330257,C,B,86.60105904802968,-11.95573692944039,E,1
Brazil,Married,E,C,9.642808166226816,B,E,18.179821004685294,37.659328067129664,D,0
UK,Single,E,D,97.24373143668504,A,A,-19.782328006798767,80.77123552198661,E,0
China,Widowed,B,B,-90.66739055893412,A,D,-91.9980990832038,-0.06223681515467794,B,0
US,Single,D,A,82.284825930451,E,A,51.8933217303225,100.03121667107622,A,0
Mexico,Widowed,D,A,-175.99376503338203,B,A,59.35804078157392,113.04793680898474,A,0
UK,Single,A,D,39.87531764404898,E,A,-175.13617664073567,19.564814278171614,B,1
US,Single,A,B,23.238260351141697,D,B,35.98956047480284,-87.81768938557059,B,1
China,Single,D,E,-215.95359141275244,C,C,45.37000484037419,-251.10848370212486,A,0
Brazil,Single,C,E,-17.56073771973696,D,A,58.232014280317756,69.4256036626019,C,0
India,Married,A,E,-75.74548273409225,D,C,-33.02828065704681,116.38267193871678,E,0
Germany,Divorced,A,D,22.560492295482387,B,C,-194.75389408567514,91.06027979998429,B,0
Other,Divorced,B,E,-92.1366765102735,E,C,61.639000139594934,49.63299146136429,B,1
Mexico,Single,B,E,36.406770982789446,A,E,-15.700134774417219,84.44640880406506,A,0
Germany,Married,C,A,-4.400175559777022,C,E,-105.97851502243375,24.557288804317366,B,1
Other,Single,C,C,60.82613171514336,D,E,335.6095094304042,34.28835053126399,D,0
India,Widowed,C,E,156.3921012388607,E,D,93.35421585509637,73.62707237509653,E,1
India,Divorced,C,E,-145.4658781724378,D,C,66.15148299147008,32.35483787024687,B,0
US,Single,B,E,124.86657333872206,B,B,71.11050887087941,170.22463213242708,E,1
US,Widowed,B,A,-43.06845027177532,A,E,-14.816806168381236,-189.5486357882072,B,0
Brazil,Divorced,A,C,-84.56342432964813,B,C,46.29288019343571,-75.42037207292776,A,0
Germany,Divorced,C,B,-29.89118809669128,D,B,-113.36716628832315,15.022830375392529,C,0
Other,Married,A,C,7.257269243538869,E,E,66.91503799304816,-145.45356262646976,B,1
US,Married,B,C,-40.117774063625625,A,A,13.863026794865627,-108.88951505704783,E,1
India,Married,A,B,151.2479968247409,D,C,157.88808942206353,67.26411977278356,B,0
Other,Widowed,D,D,-56.2543392514614,A,C,281.2165818882608,61.12106928560688,D,1
Germany,Widowed,A,B,155.5541725005452,B,D,18.849402584368047,-46.5713622183702,A,1
Mexico,Divorced,E,D,52.08844117059732,A,C,103.46365790418533,-130.21506335835804,E,0
Mexico,Single,B,E,-146.14837080518134,C,D,85.9278621388261,18.296355747375422,E,0
Mexico,Married,B,A,39.448097798630016,C,D,-158.13935592175915,179.4606955223795,C,1
India,Single,A,C,-167.4669820049864,D,D,40.749826434353714,124.78373507758056,A,1
US,Divorced,C,D,-46.79593006477998,C,E,-50.48377748033741,-47.466604626973535,C,0
China,Single,A,C,67.49859242504898,B,D,63.340795410555764,17.74717594642288,C,0
Other,Married,D,E,72.44601349898392,B,A,55.5826740498238,277.3141755069668,E,1
China,Single,A,D,-143.44203616190043,D,C,-18.865561018565298,-31.610384317204378,C,0
India,Widowed,B,B,115.49102556610526,B,E,-0.5797928871184761,-77.1241801843072,A,1
Mexico,Married,E,A,-112.37317349704111,C,B,-143.28437779954996,-62.66178106565956,A,1
UK,Single,D,B,-289.64737398949484,D,D,45.99837902947342,136.22813379053,C,1
China,Widowed,C,D,-34.18073564862284,B,E,143.35915829728236,-33.288773441663785,B,0
Other,Divorced,B,E,-35.07443277603084,C,A,-135.68333094108704,105.64645716203167,E,1
Brazil,Widowed,A,E,-73.16782753169171,A,E,-42.40286092905342,193.62205947931884,E,1
India,Married,C,A,-44.73321158834278,A,E,5.0833711581026675,-4.319367610831643,D,0
US,Divorced,B,B,-61.59930460236001,E,D,151.53703750866688,53.013914168746226,B,1
Germany,Single,C,A,-87.34260591358357,C,A,-6.274064811269977,83.67107201646166,A,0
Germany,Single,B,E,75.6271542301061,A,B,77.71335568040432,-77.75305287162459,C,0
Brazil,Single,E,B,9.696022371203238,D,B,29.886970982212134,85.64710831853023,D,0
US,Single,B,B,-69.5757485096304,E,D,-185.46492160667287,-68.14427830013213,B,1
US,Married,B,A,-35.654822310464986,C,E,-66.52903738538242,-165.11442091104115,A,1
UK,Divorced,A,E,-217.36081209351127,A,B,44.86593371855334,31.30873487838024,A,1
UK,Divorced,C,B,60.16973696324729,A,D,-16.10585254658214,-101.48453188429669,D,0
US,Divorced,D,D,3.2873085739200967,D,D,47.400740431235775,173.64877829737776,B,1
India,Divorced,B,C,-85.45992525684512,A,A,31.121381627672374,37.31295846120951,C,0
US,Married,B,E,-135.6358115646496,E,A,-99.29065025789038,133.6145078568451,D,0
China,Divorced,B,C,-65.60221544826283,E,E,-5.35160925866797,86.36515807173281,D,1
US,Single,B,B,13.579104841214026,B,A,-18.853761081368965,-48.16134894366615,E,0
Germany,Divorced,B,C,215.7444988402779,A,D,-79.81525070780876,-92.48833854747672,C,1
India,Divorced,C,D,-39.78485937512669,B,C,-16.591448175480675,51.68026152518538,A,1
India,Divorced,A,D,-57.91650300896338,B,D,138.95347549569453,2.535670617924543,E,0
Brazil,Single,E,B,-34.19905790672122,C,D,20.773657617979392,0.7755903810918462,E,0
US,Widowed,C,C,-116.80502947611349,D,C,142.88842315156523,10.806090578335548,E,0
Mexico,Divorced,E,D,81.74122410396151,D,B,3.1341197674844556,0.8923965383386058,D,1
Brazil,Widowed,B,E,112.11230928972873,E,B,-31.403967715729074,-91.91463593566849,B,1
China,Single,B,E,94.98269914206247,E,A,-4.773067174500946,22.926655353277823,D,1
Germany,Married,A,E,16.04923063254202,B,D,-70.72632433624034,105.10070362556749,D,0
US,Widowed,B,D,-107.80194557265553,B,A,26.12186345725108,103.86601908748749,E,0
Brazil,Divorced,C,D,-94.05284160600128,B,D,-114.23237589324052,-5.377665236239194,E,1
Brazil,Divorced,C,B,68.56757078798579,A,D,-18.118973844678564,-33.57756240151972,D,0
Germany,Married,A,B,103.41431539692178,A,D,85.81279751298098,-49.62600879848383,A,0
China,Married,D,D,29.394385126995193,C,C,-41.63736394606116,-50.02564476992583,A,0
India,Divorced,A,A,-5.566344693927246,B,D,-94.00663058248534,56.87588030342698,A,0
Mexico,Widowed,A,A,99.3976139758505,B,C,-25.436675027051496,-119.43237603596786,A,1
Germany,Divorced,E,A,56.74924744242217,E,E,-132.7261543278893,84.90347406068925,D,1
Brazil,Married,E,A,19.863441364166377,E,B,21.777414271870583,-139.1376441164441,B,0
Brazil,Divorced,E,B,168.6927695411713,A,B,6.340920670893217,81.16737454764358,B,1
Brazil,Single,E,E,-67.04388731699666,B,C,-76.12524869701485,-105.63913041136577,D,0
India,Divorced,E,A,75.46749051370776,B,A,-97.54754475691554,-196.62847129850573,D,0
Other,Single,A,A,-155.19598078680866,B,B,90.64426979711864,-189.4116105553302,D,1
China,Divorced,E,D,94.04437591142283,C,A,25.173674976279713,-55.252353607070624,A,1
Mexico,Married,C,B,-140.944767717603,D,A,-19.94298093751909,-78.15775386098845,D,0
UK,Single,C,A,-140.15796179674166,C,E,-79.04550997111254,19.121557107474356,C,1
Mexico,Divorced,B,A,156.34063399317571,E,D,-114.95219314503424,-49.89486992527728,A,0
UK,Divorced,B,D,23.400435677192533,E,B,-155.0555481820429,20.13997506431081,E,1
US,Married,C,C,-8.318248072059792,E,A,45.843950356950884,-99.11154702970568,C,0
Brazil,Divorced,B,D,-26.67324515693627,E,C,-185.43763045474543,194.66610626681515,E,1
Other,Divorced,D,B,-69.51679042721499,C,D,128.2169940868391,10.056098934080792,C,1
India,Single,B,A,79.13208318618318,D,D,144.96835230470856,-5.822891891006847,B,0
Other,Widowed,D,E,127.26605199310113,D,C,-87.57315954219293,-2.473351385305507,C,0
Germany,Widowed,B,D,1.5211956630516954,D,D,-22.15769942527599,61.60261172963173,E,0
US,Widowed,D,A,27.347847115931923,B,B,72.91153307095507,-134.34813901971938,C,1
US,Married,E,A,44.04392496504006,E,C,-23.804677366797662,-134.10637092068706,A,0
Other,Divorced,B,A,-85.37544219979524,D,E,-72.25498739020254,-96.02896529133383,D,1
Other,Divorced,A,C,31.065876706200076,C,C,286.01628505040577,-3.830981056455628,B,0
US,Married,E,E,70.10809713527462,C,B,62.142278684360605,-79.70393865422518,D,1
India,Divorced,B,C,-26.14238702688197,A,E,-189.07624453026202,-41.958558656052986,D,0
Brazil,Widowed,D,D,137.92831476721105,A,B,-85.11643021816258,6.698235596141925,A,1
Brazil,Divorced,D,B,26.418020106810058,A,A,-71.00062855581656,-52.10267540444984,C,1
Mexico,Married,D,B,-248.26868978943506,C,E,-170.5869635904076,-35.337966806479116,C,1
Mexico,Married,C,D,46.95741400437027,E,E,-2.5217596576361734,69.21511761087062,C,1
Mexico,Widowed,C,B,92.98546654513582,B,C,-87.57006429731763,219.2453028051862,E,0
India,Married,D,E,-59.62998681432678,C,E,50.08831952305035,-85.57370868737681,C,0
India,Divorced,D,E,69.91757024111125,B,B,-67.52862161135205,11.87403021531919,E,1
Germany,Married,A,D,-47.04383861562642,A,A,93.0961838464874,-7.358160501279995,D,1
Mexico,Divorced,B,D,86.46949954350667,D,B,-60.777421651956956,194.32612223125892,D,0
India,Married,E,D,33.88573336915686,D,A,90.26726097688166,24.464998770899733,A,0
UK,Widowed,E,A,178.9472719711159,E,D,36.397533775780865,-3.5420963819029705,E,0
China,Married,E,A,49.5318645162462,E,E,-139.0277687009535,-59.346254046050504,B,1
Germany,Single,D,A,73.43757186646648,D,A,115.1357090459442,-41.851999494106174,C,0
Other,Widowed,A,A,-26.118430525101534,E,D,-136.8316186091334,-125.10380896725466,C,1
UK,Married,E,A,36.437353117894986,C,D,-74.39626257503637,-45.364638853490035,D,1
UK,Married,B,A,182.33537923048277,D,A,-8.8030446110143,-86.5888181535562,D,0
Mexico,Single,B,D,-153.6837743282087,A,A,16.02700315537763,-75.26970971802733,B,1
Germany,Married,D,D,22.9827484496104,B,C,-30.81808991294988,-59.92518212293506,A,1
India,Single,B,E,34.549180922908455,B,E,-19.069231167201043,22.4247844883094,A,0
Germany,Married,B,E,18.77846070780294,D,B,-39.207681804440526,-172.23300232479758,C,0
Mexico,Widowed,E,D,-202.08480295905255,E,D,0.48582817633487496,-0.6671664361974537,D,1
India,Single,E,B,58.30857384524174,E,E,-104.37726806686909,44.098138247307276,E,1
UK,Married,B,E,-35.394594895244595,C,D,-31.85684306364228,90.1536312700226,C,1
India,Married,E,E,-92.5216121242925,E,A,47.31428839342437,67.55645091022224,C,0
UK,Divorced,E,E,34.36001934711131,C,C,-118.81296663525004,-6.689026483726382,C,0
Other,Divorced,C,A,-61.78647302480512,A,A,70.21024554221616,42.42731423450169,C,1
China,Married,B,D,-34.041984726505675,A,E,-186.82831622394883,75.96848813201558,E,1
Germany,Widowed,D,E,-122.05214555021628,C,C,18.0144285551187,-36.27130066689996,A,1
Brazil,Married,C,C,103.81491673223759,B,B,254.4499117138589,-97.05833486242092,E,1
US,Divorced,B,B,4.630428917030219,C,E,2.086945980689532,-65.46505915459672,C,1
Germany,Single,D,C,-47.41616755176318,E,A,-60.824450120279,-73.28169617261702,D,1
Mexico,Married,A,D,-118.56909946099789,D,C,-92.05121825295865,109.52713388798954,B,1
Other,Single,D,A,-75.95363271168416,C,B,-139.57225758666493,7.1909508392584325,D,1
Germany,Divorced,A,A,-164.47590715649295,D,C,-226.1299618721711,32.09930389901549,C,1
China,Married,E,E,49.303089223992174,C,B,61.55985266579304,-330.71334689090963,D,1
Other,Single,C,E,-194.95242792391596,C,C,9.669093241552549,-27.388462357484972,B,0
Germany,Single,C,A,-205.05295130211795,E,E,44.28944511249709,-158.2701688254896,D,0
US,Divorced,D,E,-72.88670473964468,A,E,30.880757956020354,-88.97960439317238,A,1
UK,Married,B,E,-12.709549395434342,A,B,-112.24491513699249,-176.00718480451866,B,0
China,Divorced,D,D,-19.285419880042312,C,C,-69.78825630354943,-31.014670343525413,D,0
Other,Married,C,E,-187.29784250479017,B,C,-47.961562468828376,8.162041730999908,D,0
India,Single,A,A,-174.99211067963955,D,A,20.19518721099389,-69.02607284899078,D,1
Other,Widowed,E,E,3.319479238403146,A,E,-239.8462946131323,38.207717282601365,A,0
Brazil,Single,C,C,-256.27130452840754,D,C,-51.58441933547373,122.34017340797341,A,0
UK,Widowed,C,E,113.71012984043618,D,A,-37.21481150720287,-67.83054175008616,C,0
Other,Single,B,E,-114.39384386881717,C,C,205.6973337209738,-20.77107920569946,B,1
US,Single,B,A,-76.22859245423984,B,E,11.710804704170833,-31.886345673803028,B,1
UK,Divorced,E,E,-80.7936940316693,C,E,-115.12635995114138,15.322965807072464,E,0
US,Married,C,B,8.89596307941786,A,D,-164.2086694175799,6.461755968494602,C,0
UK,Divorced,D,A,-18.527247182495042,C,C,212.3947504150685,11.857973745000033,C,0
UK,Married,B,B,-197.8222790128441,D,C,50.953321806730514,37.51593565827613,E,1
US,Widowed,B,D,48.231936571172355,C,A,-212.6020373701913,-84.54561094138131,C,0
Other,Single,C,C,70.45866263348853,A,D,-169.43932239087678,-101.30731331032936,B,0
Germany,Single,E,C,109.14045878785545,E,C,-82.71127628939267,-35.397686172219736,D,1
India,Married,D,C,-32.16403281327748,A,C,70.8618489884716,-25.331981476229032,E,1
Other,Widowed,D,A,-78.2676225136351,C,D,27.550283139422277,-97.62451515068588,C,0
China,Married,C,B,-12.82716257313799,D,A,-80.82953507306344,28.562450297667848,A,0
Brazil,Widowed,B,C,-102.66396382610867,A,C,107.3120544167631,3.180493696924691,E,0
Other,Divorced,B,C,3.8492975419300177,D,E,91.8051677238596,-76.77919000694834,A,0
Brazil,Widowed,C,B,-98.78790175518625,C,B,-110.64547029492971,-72.4654808734201,B,0
Brazil,Married,C,E,-137.53980753549416,D,C,-58.474250323332555,25.089365461139423,E,0
Other,Single,A,C,-42.01083504007986,D,D,-11.105985354897516,218.878953979657,D,0
Brazil,Married,A,D,-59.78965832763843,C,C,145.20010184677932,-6.636156680336382,B,0
Brazil,Widowed,E,A,20.10644010090577,B,E,-78.60033043417533,-40.33037390980505,E,0
Brazil,Single,A,B,-87.95782624255246,C,A,-21.32165525484754,-145.9391031439378,B,1
Germany,Widowed,C,D,110.0077184328292,E,B,-128.8037951411308,63.993875502562304,B,0
Other,Widowed,E,D,20.29105543513129,E,B,36.18688602564218,-47.22126124051,B,0
US,Widowed,C,A,143.66751411962343,B,E,206.3606353403067,61.23557891835607,D,0
Brazil,Widowed,B,D,-74.75206973001139,A,B,-54.69269074014319,-88.75736864142533,B,0
China,Divorced,A,A,123.98793710594913,C,E,-35.48652053121993,-86.33154421467133,D,0
India,Divorced,C,B,111.0315600108101,D,D,-151.736363759252,10.421485862412208,A,1
India,Single,D,A,-69.95757683410558,E,A,-74.42763585536017,-13.5834926001405,A,0
Brazil,Single,E,A,5.854922595748373,C,E,37.572667625982824,-139.92946762592754,B,0
UK,Divorced,C,E,191.75156980510113,A,B,63.845737505116105,-1.940264731280635,B,1
Other,Single,B,D,-65.39846779608217,C,B,-114.36020034477853,64.02579811150797,B,1
US,Married,A,B,185.53854368518668,E,E,-51.53149059633447,26.613865695900785,B,1
India,Widowed,E,A,73.97079657200483,A,E,11.002105882364246,56.40592393503451,B,1
Mexico,Widowed,B,C,-8.553373616751827,A,D,27.809231177064316,47.506153149458335,B,0
US,Single,D,B,-44.23920253505452,B,E,110.34337330094,224.81203853462836,B,0
US,Divorced,E,E,-17.080536198688126,A,E,12.556700451466565,215.35195582843443,C,0
China,Widowed,B,D,33.641018297681676,C,D,44.26266602557259,-26.10024021386841,D,1
China,Widowed,D,C,17.27540685834422,D,D,60.21144349709211,1.3438965190695251,A,0
India,Married,E,D,-31.668124059095632,D,C,-32.62430253309007,-24.396617864384947,D,0
Mexico,Single,E,D,29.753836638579745,C,D,-25.129959133843354,-41.75046854488547,A,0
US,Married,B,E,98.15734503728599,E,C,-28.774551726008042,72.6564101827722,C,0
Mexico,Widowed,E,D,-6.204909954915396,E,C,-1.1012595524174689,84.89820548026421,D,1
China,Married,B,A,-56.6324934372781,D,E,2.179823665983124,139.93253449774645,A,1
Brazil,Married,C,D,1.3475998641146911,D,B,-63.47863176514685,-121.0474857755444,C,1
US,Married,E,B,91.08323262827193,B,B,-36.263959570913265,42.79044828523287,C,0
Brazil,Single,C,C,-64.90453163889275,A,E,-16.79336856255076,-18.113820628424893,A,0
Other,Widowed,A,E,34.77374723335211,E,C,37.98964812115916,-90.58699471384558,D,0
China,Single,C,D,20.22436004876036,A,E,-69.67070271513187,-97.63075778693644,E,0
US,Divorced,C,C,55.78393856945717,B,A,18.714498309242504,-74.99221902037581,C,1
Other,Widowed,C,C,52.341333763488805,E,B,-5.7461927425641015,-114.07971742459135,D,1
UK,Widowed,C,A,207.94656586145757,D,A,51.72773814189975,54.07597369322369,E,0
Brazil,Married,E,E,-3.3593149844033054,D,D,-62.520421677308924,-83.26274837043952,D,0
China,Widowed,D,D,27.74482491599619,A,E,188.9866887294862,47.325109998807854,D,1
UK,Single,E,C,-62.02588904771501,E,D,19.291993205658375,-40.971073175363635,D,0
UK,Widowed,E,E,74.0454892732216,A,E,49.63041768073841,143.9873245019444,D,0
Other,Single,B,D,32.238095045877664,A,D,-118.69071032172278,-228.77341427180667,B,0
US,Single,C,A,95.45398826479229,C,B,-29.507885790932818,-144.5796221816415,E,0
Mexico,Divorced,A,D,-201.19257441975714,C,D,-32.541922481311815,-6.893322950851319,C,1
Brazil,Divorced,A,B,99.82040050537991,C,A,4.012664968808473,81.53936610675242,D,1
UK,Divorced,A,B,-73.66402281243369,E,A,36.01881605179766,-2.9949235694922387,C,1
Germany,Divorced,B,E,-9.14231258783432,D,E,61.630807204200046,23.67424005771162,E,0
Other,Widowed,A,A,-100.10468639824491,C,B,109.43149748727087,218.6161516933113,C,0
China,Widowed,B,A,-23.243132688857795,C,E,-15.123872944614908,-152.7359910899834,A,0
China,Single,A,C,-104.78784527134812,B,C,-148.34329420795086,28.264540605610765,C,1
UK,Divorced,C,A,73.63344204010276,D,E,23.440946606356878,18.022164154323256,E,1
India,Married,D,E,-55.41758412480154,E,A,-25.631312000145684,-76.38856045136716,E,0
Germany,Divorced,D,A,-11.947686480657103,D,A,-10.487721141847636,14.891644683552993,D,1
Mexico,Widowed,E,B,-35.34058701552071,C,D,124.01913338750421,97.50701403093205,A,1
Brazil,Divorced,B,A,-61.45736021405075,D,E,27.664130560025864,121.90926546229666,D,0
UK,Married,A,D,93.51379230054891,A,C,98.75183025663613,-72.80420629687302,E,1
Mexico,Married,C,D,-10.541972712506094,C,E,201.98471764757903,-151.7406958571329,B,1
India,Widowed,C,C,11.452780482093033,B,D,37.540498232949346,-76.06996856640849,C,1
Other,Divorced,D,D,64.75988720831077,E,D,145.99592812142313,-63.202534394475975,C,1
India,Married,D,E,-37.18433966673337,D,D,130.10646242517163,-113.55417337362115,B,1
US,Single,D,D,-47.51699932402338,B,E,73.92946895381151,-8.975119869209916,C,0
Germany,Married,C,C,-126.81756937027617,C,D,48.87246860266131,63.883209562445906,A,0
