AgeGroup,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
18-25,Other,E,C,E,D,35.556064778172946,A,0.8250791063582971,80.20822086756293,-183.36642129732698,-49.47225506356563,C,D,56.09090067897687,0
26-35,Other,B,E,C,C,144.18725152402388,D,-64.94333060686381,-199.54076089287943,-47.277934473353596,-241.77279513905927,C,D,-75.14794121773137,0
65+,Other,E,D,C,C,-124.54088242069498,E,-236.6831406302421,73.54129160001605,55.058011356712974,-128.97773089970394,D,D,-0.856787651535304,1
26-35,Heterosexual,B,C,C,E,107.45180625217878,C,181.3768521849119,-10.835689397876175,-116.91969680006015,107.1796110711991,D,E,48.15851837420923,0
18-25,Homosexual,B,D,C,E,148.2224854103465,C,-128.00783774087438,65.05404371911042,144.8679577155698,-199.23940857336052,B,B,-79.71635194069971,1
36-50,Heterosexual,C,C,C,A,83.28938975504217,E,200.5971409692651,52.59557110378059,-21.398362021167525,-65.7857035619753,B,C,91.71815196091518,1
36-50,Bisexual,C,A,A,D,142.25073234412872,E,8.009403944306293,-84.04335344436016,-67.18417706440054,-6.119710033031655,C,D,59.386804411510276,1
18-25,Heterosexual,C,A,B,E,144.32234734712858,C,11.244254021125217,68.68922142094738,-84.55200291928013,8.06643668003946,E,C,-30.770055751684822,1
51-65,Other,D,C,B,C,-7.379217313614841,C,-121.68873849368622,-6.019328276168227,-70.02389305220066,-82.99157112427734,C,D,-141.24294349806664,1
36-50,Other,E,E,D,E,-48.236775217257644,A,151.4290200825512,-26.79933422542375,-141.360267213413,338.3736848137486,B,B,-85.85453325046237,1
51-65,Homosexual,A,D,D,B,57.15259165830127,B,17.27866778709692,-88.369330850261,-82.40123919414823,197.72508186066798,C,C,74.1279517151132,1
26-35,Other,D,A,D,C,120.47909648672103,C,-98.29122337381285,-86.69987491935332,27.87149617139619,-99.7479123892162,E,B,-79.17650653785631,0
26-35,Other,D,A,A,D,-39.72980116714261,C,-19.90530143023127,-20.562149958369535,71.53585937798404,42.322717535740786,E,D,-19.706515918996324,0
51-65,Heterosexual,D,E,C,E,-219.64826981822992,D,-28.97041911284617,-108.79942183085791,-133.48763943781873,171.07164033299858,C,A,-4.2236482173829435,0
26-35,Other,E,C,E,E,-87.2338824594228,C,-216.59170213086534,-70.27731360806723,-26.483089007201322,20.58761057542822,D,E,96.27130701860321,0
51-65,Homosexual,D,E,A,D,-51.32993034281499,B,55.456072831766065,-206.36541371889982,5.721552955732667,-79.1022330597289,E,E,110.82240280752671,1
36-50,Homosexual,D,C,B,A,99.10755549004531,A,202.54647927347915,-22.027592824322745,-52.17373996888569,60.337413936183104,D,E,172.1977091855323,0
51-65,Homosexual,C,B,E,D,56.560719803049764,E,178.8522718544952,166.66655970255107,-8.167933814288338,53.90562024009855,D,A,-112.03278353390193,0
26-35,Homosexual,B,E,E,A,-159.30293948245563,D,-41.64667720279978,-148.5607421802381,-123.22520335741756,-20.285025007513347,D,A,43.785292325361674,0
51-65,Other,C,E,C,B,-124.88943366283056,E,-64.32009224794399,-9.073652267618698,-44.789947930870234,107.39361759670945,B,E,-61.151478724211515,1
36-50,Bisexual,C,B,B,D,13.478094553798512,B,-110.86640744041294,-41.06852753311283,8.135225760164404,62.03278111845842,A,C,-12.348386410503084,0
26-35,Bisexual,B,B,B,B,-194.6543059030972,D,-103.87469117350783,155.92819141150997,-193.21252359264628,-126.81651142625097,E,D,-56.92257383239112,0
51-65,Homosexual,D,D,D,A,37.35942191692606,A,161.09160175833935,57.930639466364966,-7.301592049379652,124.59571569679122,D,A,210.41136604483958,0
51-65,Homosexual,E,C,D,B,-43.67325887331705,B,35.189663420879356,-136.2338040385533,97.18229391107164,9.487789333759174,A,A,-141.77967340769004,0
18-25,Homosexual,A,D,A,E,187.22741951536872,E,-62.97021026144473,78.8881997902026,51.43848209111857,93.87127994654617,A,B,9.470897671956088,1
18-25,Homosexual,C,A,A,A,95.2828496403601,B,22.845084816970378,46.87218101703277,33.11258260966413,-28.359676385037957,C,C,-203.138897934402,0
65+,Heterosexual,C,B,D,A,-122.02547194080108,B,23.384367098936433,61.0650297083487,-19.51604735183399,-12.800989355706625,D,A,-7.405784002310506,0
65+,Bisexual,D,C,B,D,38.32330195417508,B,-98.51963866689314,25.933417743149285,-3.5890109482632786,-162.12711801754995,C,D,144.00302714346432,0
51-65,Homosexual,D,E,D,E,0.8071646655042264,E,100.91562001046303,-52.647177656703235,32.30109355803931,120.99602282324116,C,B,52.02075617646458,1
26-35,Bisexual,D,C,E,E,-201.27256014496862,D,322.59074486233845,7.550393533867372,172.00965473512932,89.97725907754038,B,A,-9.168891401851788,1
51-65,Heterosexual,C,B,D,E,125.38187400994269,E,-77.95402161998942,71.34424099995874,-184.4808736930756,-125.88563310419116,D,E,-306.4849309254267,1
26-35,Heterosexual,A,C,E,A,-82.57867759982214,B,-14.754097613906334,-97.87056015336029,-55.370226654134434,70.02446758165884,E,D,-116.19790815185755,0
65+,Heterosexual,A,E,D,B,-49.71282014070918,A,-41.136594296992214,172.83287002728383,-36.94119670796506,24.683527186180115,D,B,-159.55874090486202,0
65+,Other,C,A,B,D,-65.94903481749714,D,10.950349105682818,22.01756081713176,-24.544527371939598,-74.82655943457267,D,D,7.301495936922212,1
26-35,Bisexual,A,A,D,E,-66.77023587854715,E,121.21828780547004,-190.61269926046668,164.49849879699508,-41.92492205088129,C,D,-82.47158362267842,0
18-25,Other,C,C,C,C,-93.08586514991818,C,168.01010687507937,-5.866793575287867,-27.184414443994076,106.92046855248026,B,B,-100.7710805521625,0
65+,Bisexual,E,C,D,C,15.82174328810948,C,77.28051153906111,190.32170314389208,-44.286582807678315,57.283357894426636,E,E,-76.09202027028996,1
51-65,Other,B,D,B,A,228.2913872229207,E,303.86796031855397,197.47781015868594,-199.79888467296496,145.97867470522138,D,C,-95.93149334998802,1
65+,Heterosexual,C,B,B,A,-2.183384859343851,B,-62.624539054809205,-33.92354447337916,52.47802009080835,-21.831001842197452,C,D,47.05320323521915,0
36-50,Bisexual,E,D,A,D,23.09171549059796,D,-15.80771502307715,-22.867962332316964,-112.65037807491989,-100.0095226881452,E,D,185.14462699372572,1
65+,Heterosexual,C,D,B,C,-42.98653677701128,B,179.31856565732204,-24.192374326710077,42.062985062850444,-141.8417091188979,A,C,83.18960671000904,0
51-65,Heterosexual,B,E,B,C,80.42069855260725,E,-50.01094213180941,-39.29521713001456,-89.13691651201893,68.82060312349651,A,D,204.45339851844855,0
18-25,Homosexual,B,A,E,B,-234.4644742649281,B,-49.40288351733684,20.68813408688829,31.84984121361894,106.91933169686348,B,D,-35.08172560655065,1
65+,Homosexual,A,A,D,E,125.86791431515508,A,78.70386257153812,-44.939105198305725,-123.26781133850002,-181.092106329819,A,C,-135.1897146998348,0
36-50,Homosexual,D,E,D,A,-37.18793906961358,A,34.728800107966705,63.885303263443674,-4.264109526995962,-209.20343229719066,D,B,18.152843495196276,1
51-65,Other,B,D,B,C,-41.98163629150514,D,111.55544607804325,100.85923380456553,247.48544761655563,20.243802971597276,D,A,-166.54947002305082,1
51-65,Bisexual,D,C,C,E,-77.58959487722711,A,73.79841439879937,86.42011238386934,-135.59258662417832,-178.51681934760379,A,E,74.58259590674646,1
36-50,Heterosexual,A,C,A,E,7.405820071751846,B,15.430553746670164,15.414847098480674,-34.75627590399687,-42.304967922547135,C,C,-360.704462372828,1
51-65,Bisexual,A,D,C,C,31.22550287570307,C,81.34924829551224,-104.5879398933361,-94.73876573458395,140.2561195414582,D,C,-95.3412554140446,1
18-25,Other,A,B,B,E,132.317843379974,D,20.61130056331446,70.55075152184142,-125.83409570118246,-78.45964547355628,C,C,-19.12909885801699,0
18-25,Bisexual,B,B,B,A,-197.08002782205622,A,66.80680024601531,-21.92430870542106,-14.143831268302693,-48.15572557462578,E,C,54.50794608669328,1
18-25,Bisexual,A,C,D,D,90.10683002284657,C,64.762518646907,38.22872836754416,60.06934632963785,-70.71473667365767,D,D,35.2836007100333,0
51-65,Heterosexual,C,B,B,D,-86.58178423964168,D,-143.86530059262782,-139.6671019418233,-132.29504509848547,56.93112739819103,D,B,10.911052928149488,0
18-25,Homosexual,E,E,C,C,61.13121648566899,E,42.22909298676168,172.25415561698568,116.77105960269434,-138.69994147404077,D,B,51.864999661203115,0
18-25,Bisexual,E,D,C,C,-79.87620673335523,C,108.20424650969728,93.58837099696002,-49.84670641654351,65.0797512937957,E,A,22.26380296540291,1
18-25,Bisexual,D,E,B,B,73.67755904512454,E,-78.36743456247721,31.98998997736508,-159.33002230617245,-103.44804043602203,E,E,-17.03135567537886,1
18-25,Bisexual,B,B,B,D,-85.571468660375,C,-31.132545926919207,64.63253229945384,-283.3931658202576,56.88622994211667,D,B,-8.796338344757395,1
26-35,Bisexual,E,B,C,B,-66.54512732347322,A,54.24250331212897,-91.50445887469645,-213.5270333154736,142.00600171704528,B,C,25.059753128849906,1
51-65,Homosexual,A,A,D,E,-134.7125932157022,A,59.10684861521788,115.08919563490045,-120.61106717846435,-302.8071257741106,E,B,-176.46551567494433,1
51-65,Heterosexual,C,C,B,C,-45.79022427937518,C,-182.20427860015795,-93.450808258716,119.08596323606145,190.4573316474135,B,B,-144.14128046045545,0
36-50,Heterosexual,C,A,E,E,-126.16708150924467,B,-39.79443391953982,-125.84507717873304,-36.536668985381695,-153.56712265143818,D,C,69.77959243417192,0
65+,Other,B,E,E,E,-146.314525281831,D,93.07969244151276,38.254239623518465,63.63957720787097,-44.51973650344739,A,E,-53.609683491257144,0
65+,Other,B,A,C,B,189.8047790470746,B,67.12595810299253,-153.31487142429128,-38.808440207567955,-58.81954778870837,A,B,77.11541120565522,1
36-50,Bisexual,B,D,D,D,8.361063413578679,D,-4.9343051332832,37.850327007748994,-210.37189226128183,-104.17127650044074,B,B,-45.05656055825746,0
26-35,Other,B,B,E,B,159.84637410289352,B,-16.728941241481955,-9.388915626460099,-25.77154184305066,104.23888410882915,A,E,-54.493039105879184,0
65+,Other,A,B,A,C,-163.27646360015407,C,31.805514976106004,151.99890925188342,214.95105895966003,-132.4403247743637,C,B,58.56738478514107,1
36-50,Heterosexual,A,A,C,B,0.2258598248968099,B,-35.5565357470988,106.59296936332134,8.214375175953398,-173.0320592194729,E,D,118.8187936083151,1
51-65,Bisexual,C,D,C,C,-85.40924785481818,A,20.592304648969574,-119.45377529787751,98.10310748146553,-12.814230830471073,A,C,202.62984628242643,1
26-35,Bisexual,B,B,A,E,-59.172361658832095,E,60.342569274944346,147.1708655191626,10.47469860182903,-16.03436180537262,A,D,57.732568718635946,0
51-65,Homosexual,B,C,B,A,79.57111988241775,E,189.24981095869185,124.32833543811329,13.144070330571815,-171.18903465010112,D,C,21.8655691022933,0
18-25,Bisexual,B,B,B,E,242.9556479853763,E,-9.919398234832414,-54.468698890072034,87.50823603458684,105.99151259205956,E,D,-101.80145568511871,0
26-35,Heterosexual,D,B,E,E,89.62662414885439,A,-63.493847181835605,257.65705512870835,-29.627207216974444,-81.4980925574845,C,E,-133.65106853919576,0
36-50,Heterosexual,D,A,A,D,18.28075412485601,A,38.48401282071384,-72.98590993764593,96.23394917552129,-31.63319104068027,A,E,34.35204459789486,1
18-25,Bisexual,A,D,E,C,9.96295901758286,D,-220.68735108191171,117.86024304169929,77.79922354980144,100.74705681633401,B,B,135.99539701872538,0
65+,Bisexual,B,E,A,E,-224.83126598936022,A,-11.539155483398908,43.91020176930176,129.92733655701366,-195.8962788556106,B,B,-69.23416446473462,1
26-35,Heterosexual,A,B,D,D,-18.80691690822112,B,-123.69331304068984,27.374638430992647,16.511051567779838,-10.141907112559739,B,A,-84.61465021982472,1
65+,Bisexual,D,A,D,A,-36.26666894482803,B,-128.55398920878977,-6.375905902248931,-170.47048837101138,-6.601878455725071,B,A,44.63429870828067,1
26-35,Other,D,E,A,D,-14.888295252409907,D,-25.709545938155582,-27.786798295157755,-7.977856510013362,73.8742362710997,A,D,-114.20753318695954,1
51-65,Other,D,B,C,C,-29.084758869510047,C,-125.36978549092433,52.94660878248402,-71.40361984765762,-27.447441824563274,B,C,92.93251051207953,0
65+,Homosexual,C,D,E,B,-35.61432916163373,E,-81.10409538019596,45.92610040250976,-37.41753966330634,-8.748306110107979,B,E,124.39119470805736,1
36-50,Other,D,D,D,D,-4.624934721298921,D,-128.48159517706063,-3.9282820745723255,-1.2489601728193152,86.71380548471863,E,D,-10.792821311426588,0
36-50,Heterosexual,C,C,E,D,9.219125007273524,B,-163.788827559726,149.79524716003056,7.653765648809591,56.13867010801131,B,A,113.25424143602318,0
26-35,Other,A,B,E,C,-171.88765364149012,D,-48.70490546175363,35.719186166424485,22.55569243153982,105.24093658579949,E,D,-84.84346668128973,1
51-65,Other,D,A,C,D,-62.558639779013156,E,117.01344614112293,96.97897220902543,6.008118954817161,76.31772663249917,A,A,16.31842397149344,1
36-50,Bisexual,C,D,E,E,62.348533386942684,C,73.42653250300081,-75.58355478841342,164.02436402748458,-23.480479423120144,D,C,-26.75472465949731,0
65+,Homosexual,B,A,A,D,74.91340446321796,D,190.72083300608904,37.336611022637285,-79.34463700108297,-58.84237304955754,D,B,38.06963804895587,0
51-65,Heterosexual,B,E,B,A,-201.98791546673306,A,86.15390349251996,9.326570479054928,53.25052613398389,-33.32316274242364,C,A,21.102848721009433,0
51-65,Homosexual,E,C,E,A,-11.77206021983494,C,43.586036909033574,35.34805215350997,-22.658085889459358,-10.701220655983159,B,A,182.7234715275387,0
65+,Homosexual,D,A,D,D,58.51560055495503,C,-19.002832437973748,-127.82043439308339,-62.51598351302488,-78.68693242249175,C,A,-66.80138980887801,1
36-50,Other,A,C,E,C,-46.779709539208696,A,68.30849021246456,21.578003223323396,27.268665764190462,19.720566243753364,C,A,-52.39012371265114,0
26-35,Homosexual,B,A,D,E,-123.14068173070054,C,13.179025726430835,-50.01840278133599,38.57659908109539,-71.62626351995969,C,D,80.05655448267899,0
26-35,Homosexual,C,B,D,D,28.77082066868905,C,17.064545162302664,-85.80905766856746,139.05818882081067,109.74888771286986,D,D,174.52142624055503,1
18-25,Homosexual,E,B,A,B,130.29310672650914,E,-20.126826325490242,-82.49042625198368,-119.59832082521406,-18.75949291572005,E,D,49.032365151425736,0
65+,Bisexual,C,B,E,C,-23.991954362598523,E,-174.51338303859896,3.421999539860427,8.437329231977259,-33.6047900083193,D,D,3.5159246278309535,0
26-35,Other,A,E,D,C,-9.494605646194994,D,-114.28531783786701,78.79429389214637,143.51348593195198,-51.56534061355895,D,B,-126.82291450243086,0
51-65,Other,D,C,B,C,-25.39756842915165,B,163.07027105648925,50.48486717362659,-18.74186775057283,79.3801891931735,B,D,-153.7216926331468,0
65+,Bisexual,A,C,D,A,95.59695275201263,E,-50.012939970343254,70.5662973057722,41.61645805269111,160.36050598846037,E,E,-124.19359429844667,0
36-50,Bisexual,C,E,D,E,-38.00836296351141,B,19.86456016895363,41.04004344271805,46.19365035725308,166.49327755302667,B,B,-68.09443751051941,1
26-35,Other,E,D,C,D,-75.93751900958135,E,118.70820044860145,128.93499101890873,-337.55160875322116,20.71384571995561,E,C,96.4810703001643,0
26-35,Heterosexual,C,A,A,B,-60.80695064835725,B,-127.75978102215319,-35.364407511902996,127.01500676985845,36.615627174142524,B,C,105.39478683206376,0
65+,Heterosexual,B,C,E,D,56.17146609366718,D,-55.66009424005438,-63.15588640051245,196.96834888426173,7.432627667802158,C,E,-59.72327506209252,1
51-65,Bisexual,B,C,A,E,-25.845806859677445,C,163.36443536591068,-131.12439149826605,191.518343325951,35.84940120580249,C,E,0.8051319023619351,1
65+,Other,A,C,A,D,111.68704190164316,D,-88.9281396947425,-119.97078742929384,-19.062685805932386,-103.63375689650111,C,C,48.4763133312368,0
26-35,Bisexual,E,C,C,D,76.27335777051033,C,-13.451624969427254,-68.81421131958118,-83.86013107760921,165.91403356584647,C,E,-58.610884102593175,1
65+,Heterosexual,E,B,E,B,13.692473916382855,C,14.261909876644463,74.2617562448934,212.3408609919824,35.612531666482504,D,E,-35.027837601416536,1
36-50,Other,A,C,A,B,92.85466211250036,D,-120.98482718619161,13.541768606886173,-117.71460697553462,-130.00317212415476,B,D,149.87160644268184,1
36-50,Homosexual,C,A,C,D,215.9603862214191,D,119.86845106732427,-75.72004319244327,169.68717314372336,-128.85734295082622,A,E,-66.45010089614074,0
18-25,Homosexual,D,E,B,A,11.274620807995586,E,-97.73765212553585,-15.07391189275958,-76.43313176435001,15.598581854793006,A,D,-50.74213160383929,1
26-35,Homosexual,A,D,B,E,-5.607020454093962,D,-27.54543237460261,-109.16463641778238,-79.40109813602909,-50.027967183438506,C,A,252.52101204805285,1
65+,Bisexual,B,A,E,C,-63.253927448962585,B,-26.379919636256567,-148.73732998054126,85.44408678766861,72.72264364711809,D,E,80.15241535249976,1
65+,Homosexual,B,B,B,A,-28.790811391337506,C,-361.9674804039242,11.546967810849761,-106.00242966973241,-3.975319827366635,A,A,166.80097556029943,1
26-35,Bisexual,D,A,C,B,42.905622164966026,B,-23.864246264107216,27.73103110033286,-169.07759891280932,-107.05689441926182,B,E,-173.70927744510163,0
18-25,Other,C,D,C,A,-44.002941135593694,C,127.58538199220781,-227.50162026358706,56.12466120983667,-102.45065972890539,E,A,3.7662830275418906,1
65+,Heterosexual,D,C,E,D,195.33422021097263,B,81.0049627506405,-93.55503812400762,22.107845898725305,2.6636049502012606,D,B,112.40011122996185,0
36-50,Other,C,A,B,B,30.044264673498276,C,-68.53377960608515,-46.22973453537457,-14.985253915922026,16.579270208325987,C,E,200.34058367051392,0
65+,Heterosexual,B,D,B,D,188.48462682026704,C,-35.514481100492375,-26.774680710673067,-130.93491469378245,2.428516476974899,C,A,-69.55549260847835,1
26-35,Other,A,B,E,A,-94.81352172469298,B,93.70248633159282,-111.65621276918385,-99.28608495903323,-156.4797637346476,D,C,49.037031980159206,0
65+,Other,B,A,D,A,-98.508340421008,B,-133.6688930800778,-73.14719522233705,111.88697521896435,65.06010761688393,A,C,82.08344113043066,0
65+,Other,D,D,C,E,199.10596951462708,C,-200.71804663899223,48.83698758440344,-94.97345931520103,-92.55100783185932,E,E,-125.14929748412939,0
36-50,Other,C,A,E,C,-41.88315390258362,A,-76.66320524015123,-45.93699964401669,78.68892185101485,-92.31152573439499,A,C,7.338920957933561,1
51-65,Bisexual,B,E,E,D,-108.85794851057501,E,-35.80853683795084,-156.55545885474473,82.92467675318055,118.76725125785723,A,D,-63.4241775279491,1
65+,Bisexual,C,E,C,E,53.703379742328664,D,-133.95446611769788,-46.483794042537816,76.98164043793483,123.13870665782925,B,B,-116.86940184465115,1
51-65,Other,B,C,C,A,143.2989945998057,D,265.560795927182,-115.70417759656894,14.006863617492229,127.42523436786264,C,E,-32.88559957119276,0
18-25,Heterosexual,D,B,E,E,85.49892937506446,D,14.608475847980419,-138.41901707094272,-158.91729539195794,14.511921242627096,D,A,86.27097688413467,1
18-25,Other,C,E,B,E,148.1251665916666,B,-165.01847150014433,89.12841642581478,-18.595978444276778,207.93646691037745,E,E,109.32103640849505,0
36-50,Homosexual,E,B,E,C,121.83010858885133,B,3.7187655223233445,-72.84787559895722,-24.94917851058418,46.066538052821485,A,C,217.32486692430277,1
26-35,Homosexual,C,E,C,E,-119.53636786663493,D,-10.592076778716121,130.4819469543183,170.30459853316165,-15.098225387639985,E,D,49.46707583842149,0
26-35,Homosexual,B,C,D,E,22.861358061137494,E,55.42412593100882,128.4332923924577,84.04301210134398,19.928646858642196,B,D,-23.413451254397017,1
51-65,Heterosexual,E,A,A,A,74.39889793267812,D,-141.38194535324646,-108.64038547523272,32.343747438291324,-203.28130234980196,B,A,-31.36804233882287,0
65+,Heterosexual,B,D,E,E,-228.2064012868684,A,117.16063116897406,-83.20558915513779,-45.85174939973547,-56.042399943874564,E,A,-85.61254398548148,1
