sex,marital_status,age_range,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Male,Divorced,26-35,Other,46.837089760256006,C,B,E,B,D,E,A,-73.92764892569204,A,-95.27746502876086,-9.818047270924477,0
Other,Divorced,65+,Christian,-125.68951415655549,B,D,A,A,C,E,E,-84.03767557944639,A,66.68617097326518,26.289414448581244,1
Other,Divorced,65+,Christian,146.50049245534743,C,D,D,E,A,D,E,123.74043961228647,E,16.145152094394327,-21.933875948133217,1
F,Divorced,65+,Buddhist,1.456968822857058,C,B,E,B,A,E,E,-52.21411865937758,C,8.536513978048655,-54.983814747119666,1
Non-binary,Divorced,65+,Buddhist,0.9184201261524799,B,E,B,E,C,D,C,204.8270317330557,C,122.61497007360967,-86.10572761628286,1
Other,Widowed,65+,Hindu,7.20266866596033,B,B,C,A,D,E,B,-97.944311075039,D,51.96850618021184,-6.113095720925222,0
Male,Divorced,36-50,None,20.364394662301414,A,A,A,D,A,A,D,-54.56361496524589,E,-34.02753806199262,-76.17217116691245,0
Male,Single,65+,Muslim,-41.609281225182364,D,B,E,E,A,E,B,3.307096590168543,A,-96.21229992645414,-49.90044427881223,1
Male,Married,51-65,Hindu,-86.3888103758648,B,C,E,B,C,D,D,-12.937117930110134,A,79.22817777677508,98.89882168813593,0
Non-binary,Divorced,51-65,Other,17.811747148552907,C,B,A,A,A,E,B,-119.63991975929183,D,-137.39601558653567,-64.5986884910058,0
F,Married,26-35,Jewish,16.46811641570579,A,B,B,A,E,D,D,-71.88199301740553,E,-34.0457073508222,46.46551681303068,0
Non-binary,Married,36-50,Christian,57.0031849449148,E,E,C,C,C,C,E,-132.25641654840172,C,75.78431401836527,-70.78800726142569,0
Non-binary,Married,65+,Hindu,200.96526467590846,C,D,C,B,E,B,B,-77.89570741686211,D,-40.581922307396475,-115.54494741062437,0
F,Widowed,65+,Other,-170.40635318288835,D,A,C,A,C,B,C,71.4515818524139,B,8.113820180715667,-156.09121577705238,0
M,Divorced,26-35,Christian,31.842586819142348,E,C,D,C,C,C,B,-59.753270360412415,D,-25.697301110921416,6.8121270915805106,1
Female,Divorced,26-35,Other,-31.191727779514146,E,E,A,D,B,A,D,-17.540020760218514,E,40.554115767098686,-3.890078803804959,0
Other,Single,65+,Buddhist,-162.3954942870435,D,D,E,C,C,E,A,-51.11235133790687,E,-18.717397556407406,93.27834974883086,0
Female,Single,26-35,Buddhist,129.40803200767473,D,A,D,C,D,D,E,-212.899199394964,A,51.726580076664476,-32.557106306536596,1
F,Married,36-50,Buddhist,-32.71375834883744,C,C,D,D,E,B,E,-160.33045859514067,D,36.64191590721538,-140.89126921432748,1
Non-binary,Widowed,18-25,Muslim,95.93144200486007,A,E,C,E,A,E,A,9.476210259092715,A,64.63947307935341,-117.63727158401105,0
M,Married,65+,Christian,10.139899739779072,A,B,A,E,E,D,E,-44.22637504284236,B,36.65310403169225,-14.354003243175182,1
Non-binary,Divorced,18-25,Other,78.22314171578911,B,D,A,E,D,C,B,132.99223532580604,C,-34.83077281994596,96.4850399070615,1
M,Married,51-65,Buddhist,81.46231168968016,C,B,C,A,A,C,D,95.70441758072567,D,133.15110929722752,185.59255817054742,0
Other,Married,18-25,Christian,40.305904837190724,B,D,D,A,D,B,E,72.12178042886757,B,21.32443323239361,0.5493026557617935,0
F,Married,18-25,Other,66.7524358640736,A,A,E,C,B,C,D,-74.43589479648423,B,80.21594563002115,17.451916143575392,0
Other,Married,65+,Other,-33.55377550772919,C,D,E,D,D,A,E,-59.125249278469205,E,-86.55707275486414,90.4205991142203,1
Other,Widowed,36-50,Muslim,-99.96866346687362,D,D,E,B,A,A,D,-103.79817518024738,A,-13.320383668647734,231.95293481808113,0
M,Single,36-50,Other,-145.60949008384742,A,E,D,D,C,B,D,-76.75272023110887,D,-25.062404216788963,-26.547289686591323,1
Male,Married,51-65,None,213.08866447606906,E,D,B,C,C,A,E,56.02574818438124,D,-86.90118880912404,-19.196994257811614,1
Male,Divorced,36-50,Jewish,208.44100378817996,B,B,E,C,B,D,E,-51.602896625705895,C,-103.60826041136575,-23.046431284365823,0
M,Widowed,51-65,Muslim,55.15698566308941,D,C,B,A,C,A,C,-50.89354662698919,E,-1.678737130704652,41.30126439442006,0
Female,Divorced,18-25,None,-16.687700116975957,C,D,D,E,D,E,A,72.90128116854132,B,-80.04117879563368,-145.8807413061463,0
Non-binary,Divorced,36-50,None,-56.230082298369,A,C,A,A,C,A,D,80.77646016241509,A,8.149546247268491,-129.95434966481002,0
M,Married,26-35,Buddhist,-44.23553486348998,E,E,C,A,E,A,E,7.1962066921522325,A,61.194860678337406,-13.336031642061572,1
Non-binary,Single,26-35,Buddhist,-106.71049593563764,E,C,D,B,C,D,A,46.92044671592585,C,96.43518462254416,-131.03372349318903,1
Other,Divorced,36-50,Hindu,-220.4248207759218,E,C,C,D,D,D,D,-5.957380112280801,E,-85.17306167314013,-47.81302670571309,0
M,Single,65+,Jewish,61.91887556009341,E,B,B,E,D,D,C,-10.582782752625768,E,-147.29011139365187,55.519649635328726,1
F,Divorced,65+,Hindu,92.43986464064079,B,D,D,B,B,E,B,-109.91827707508321,C,-113.60575625090306,-32.15990410154925,1
F,Single,65+,Other,63.725404546661345,E,C,D,C,C,B,E,114.63877771084536,E,-0.06232648972246007,-31.35047543507799,0
M,Divorced,65+,None,-93.16446758573203,E,C,E,B,C,A,B,46.1137001879829,C,-10.467721044713576,43.22327938444289,0
Male,Divorced,51-65,None,-36.57644703561052,D,C,E,E,C,C,C,6.445772717852676,B,99.0279930615593,105.02409257455851,0
Male,Married,65+,Christian,-164.3538159667869,C,C,A,D,B,C,A,49.43442972015398,C,50.42505033045065,76.46716992790121,0
Female,Widowed,26-35,Buddhist,225.56895462293073,E,B,D,D,A,A,E,-86.3482334630429,A,97.27041187081744,-192.44821879015564,1
F,Married,26-35,Jewish,-50.803600768350286,A,D,E,A,B,A,A,-72.02071707196363,D,-0.4958545809528126,44.127927555259596,1
F,Widowed,51-65,Buddhist,-159.23744691267532,E,D,E,A,B,E,E,0.5997301302878061,C,78.94875520540913,-247.18839633486792,1
Female,Widowed,18-25,Jewish,-0.3135967162621034,E,D,E,C,A,D,E,-149.6009445059209,B,93.10202694947397,-26.079375320569266,0
Male,Married,65+,Hindu,-124.07648884763182,A,E,A,B,A,B,C,-21.87195907441634,A,63.923726396966586,68.33938324888045,1
F,Married,26-35,Christian,89.55878403596822,B,C,C,E,A,B,D,-30.154999786014947,B,-95.25736229397252,21.8411406017398,0
Female,Widowed,65+,Muslim,7.7532244767987315,B,E,C,B,D,B,D,-108.70985472625354,C,35.91143699387146,137.15009131043735,0
Female,Single,51-65,Other,237.40250386787056,D,D,A,D,D,A,B,2.1095405638988605,B,117.46683061334755,214.5523237229916,0
M,Widowed,26-35,Muslim,-115.04846781700961,A,B,C,D,A,E,E,26.65232405795517,C,7.138940645379294,-183.48616153279517,1
Male,Married,36-50,Hindu,-28.48884718414616,E,B,D,B,B,D,C,-41.59939523083462,E,97.58956650328089,-78.0421215406563,1
Male,Widowed,65+,Other,71.42922518707219,E,A,A,A,C,E,E,152.26849787299784,E,26.229656625384496,-22.448849267387207,1
Non-binary,Married,26-35,Other,56.74951422044925,D,D,A,A,D,E,C,113.60806971673381,B,-32.05588496960186,-13.47142916692334,0
Male,Divorced,36-50,Jewish,-78.78114351366258,D,D,C,A,E,C,D,-247.5663035876769,A,-141.11815505574597,-112.40928363704916,1
M,Widowed,51-65,Hindu,-59.20266566300355,C,E,B,B,D,A,E,-57.43021913539658,E,66.6762113649101,31.710585830098104,1
Male,Married,51-65,Hindu,196.22492809397326,E,A,B,B,B,D,E,-103.61945393083762,A,182.60011953592584,-26.88328425968704,1
Non-binary,Married,26-35,Jewish,146.63387262735947,C,D,B,E,A,D,A,-65.80414390851197,E,-54.479893311649406,114.40452117043903,0
Male,Married,36-50,Christian,-15.929914679642668,E,B,C,B,B,A,A,98.92486904672904,A,98.47522805911446,-138.5274809045197,1
M,Widowed,36-50,Jewish,47.6991732403319,E,C,D,B,C,B,E,24.078351563375435,D,-77.7661748785657,-52.01789574646062,1
F,Single,51-65,Buddhist,51.28877569562059,D,B,D,C,B,D,E,-8.408964129063072,E,-134.72920673139194,-145.28542290098903,1
Non-binary,Divorced,18-25,None,-131.70169723138156,B,A,C,E,A,B,C,-18.467682553983494,A,76.02171492648215,138.2419710224076,1
Non-binary,Widowed,51-65,Muslim,180.43853764035998,E,B,E,A,A,C,C,40.36357810683059,C,-181.14411736819648,-17.818823642425752,0
Other,Divorced,36-50,Muslim,-140.76325096399384,B,A,E,B,D,B,D,54.688354393539164,A,95.3790405389538,105.59120706398575,0
Male,Single,18-25,Hindu,-32.75367144241403,C,D,A,E,C,D,D,-175.87193443838856,E,59.45937861695325,-66.131441813348,1
Female,Single,18-25,Hindu,-101.49478063244108,D,D,C,B,E,B,D,-122.37578850317348,C,-56.397581439057035,-82.91185402333983,1
Female,Divorced,51-65,None,-72.71284966857222,B,A,E,A,B,D,B,-59.05821504185707,C,-182.0022524104139,35.454293112253374,0
Female,Single,65+,Other,164.48812597252603,D,B,C,E,E,A,E,136.73034232110402,D,39.17836970595853,80.53473549904616,1
M,Widowed,26-35,Other,-180.83472314168148,D,C,D,C,B,C,C,-13.382658928664407,A,-72.09972897808187,-70.68003228049545,1
Other,Single,18-25,Other,-30.085794380162508,D,E,B,C,E,A,D,-23.274765833117158,B,-178.26957108240657,242.12756554929027,1
F,Married,65+,Buddhist,18.50412578130401,A,E,E,C,B,A,D,152.08468891409973,B,81.53425201175264,127.29155338544817,1
F,Divorced,18-25,None,34.32987565040117,A,E,E,E,E,E,E,20.909066393456488,C,20.29724561393848,-26.2401222377925,1
Male,Divorced,36-50,Hindu,136.66884359923014,A,B,A,C,D,C,C,205.90550455671087,E,-55.84773137947563,-192.85349027021354,1
Female,Single,51-65,Hindu,171.2930505215854,E,E,C,D,B,D,D,-36.95339492657825,B,13.944113784853329,-93.77168210075475,0
F,Divorced,65+,Other,15.55427524493217,D,A,E,B,D,B,A,-6.74620166109923,E,-82.27575914402382,-160.11167701412188,0
M,Widowed,51-65,Hindu,47.067018450692835,D,B,E,C,D,C,C,80.23105522567975,C,-15.495914903727037,105.69386211066876,0
Female,Single,51-65,Buddhist,2.3893708517342267,B,A,A,A,E,E,E,-15.33826484566278,A,-219.1538425638398,94.60040857884924,1
F,Married,51-65,Buddhist,228.22559417468455,A,A,B,D,A,E,D,-78.23186389333526,C,25.8079473909399,36.05429489010009,1
Female,Divorced,18-25,Buddhist,24.385551203720045,A,B,D,E,B,E,D,-35.47954139993909,A,96.44305737159841,96.83200335072429,1
M,Widowed,36-50,None,169.2961861122423,A,D,C,A,B,B,C,97.09367694286087,D,-44.55158084117035,-200.6332657604486,0
Male,Widowed,36-50,Other,154.1646177476366,D,E,D,C,E,C,E,7.868207689762349,D,-38.69905298328915,131.0073740232504,1
Male,Widowed,18-25,Jewish,-64.87865698955622,E,B,C,C,C,A,B,110.8710793466991,E,217.82054012795066,-80.20929017812986,1
F,Married,51-65,None,63.401996559308195,E,E,E,C,B,B,E,145.2088208697861,E,-85.22866564401347,97.76452999974012,1
Non-binary,Single,26-35,Other,-104.99365196959629,E,A,C,C,B,C,C,-35.06876748807931,D,-91.49594356842806,-40.22053914863571,1
Non-binary,Single,36-50,Jewish,67.98706177611975,D,A,C,B,A,B,C,-51.7212670662622,C,-16.14293820546437,-15.654681235979147,1
Non-binary,Widowed,36-50,Muslim,198.39745912995676,A,A,C,D,D,B,E,15.370393130423476,A,-5.289567440882656,35.84417969049439,0
Male,Married,26-35,Other,-73.44597311659098,A,C,E,C,E,E,C,110.65064476559196,D,-213.83614803295865,-136.87731777617216,0
Female,Divorced,51-65,Other,136.27853208632308,A,D,C,B,E,C,C,120.86948044924543,B,-145.88283287283085,23.582329995110037,0
M,Single,36-50,Buddhist,156.1109411483554,C,C,B,D,B,E,D,4.569529600373444,E,14.30974758938417,-60.55923926949218,1
F,Divorced,18-25,Jewish,-113.66599346792594,C,A,A,A,E,C,E,-47.14592763727683,B,20.237837995886153,16.30681294322698,1
F,Widowed,26-35,Other,84.84467052020132,A,E,D,A,C,C,E,96.08978765229975,C,44.77897298697276,123.0468100083009,1
Male,Single,18-25,Buddhist,105.76883018989611,B,B,B,B,A,D,E,31.692887110342703,C,-84.06442045401181,-109.52957597963255,1
Other,Divorced,18-25,Christian,83.8029262530111,E,C,B,C,D,C,A,47.02611395188448,A,-116.04273432453249,24.945932342033736,1
M,Widowed,51-65,Muslim,-146.88232924320963,D,B,B,D,B,E,B,-89.37699280294702,C,-87.01016143005224,-221.31890232364663,0
Other,Divorced,36-50,Hindu,-48.57744918754292,C,B,E,C,B,E,C,-13.469345925084767,A,39.75133444030657,-137.2128904556984,1
Non-binary,Divorced,65+,Hindu,75.92488146496873,E,D,E,C,B,E,C,-162.48503453726065,B,-211.16065868081373,-147.29648522200918,1
Non-binary,Married,51-65,Muslim,-11.30968343416979,D,A,C,A,D,B,E,124.23625012744036,D,-102.30703772225608,-5.738002831015462,1
Male,Widowed,65+,Muslim,-92.62286578577199,A,B,B,E,D,C,E,-121.343484100057,C,42.37361386154801,38.657569240010595,1
Female,Single,18-25,Christian,17.578395120912845,D,A,D,A,D,C,E,-103.26718405995885,B,-136.96531249538205,88.09551122704214,0
F,Widowed,18-25,Jewish,-29.256044564656218,C,A,B,C,E,C,A,160.43043360986385,A,-36.79743510279977,-70.34756473204304,0
M,Widowed,65+,Jewish,-96.64101636715012,B,A,D,B,B,B,A,-93.98434706711825,D,-149.03268041090192,-19.93611964998069,0
Non-binary,Divorced,36-50,None,-35.545004318741476,B,E,B,C,C,E,D,31.903771892541066,A,-18.030860884487605,41.66799093023472,0
Male,Single,18-25,Other,114.38162803378704,B,E,C,B,E,E,E,177.38178580484268,D,-35.725971170391865,44.534725348456114,0
Other,Divorced,26-35,Christian,27.96279246023988,E,A,E,D,A,E,E,-31.772103983066124,A,53.86497887107583,-55.64777924919756,0
Male,Widowed,65+,Christian,95.17003664767047,A,C,E,A,A,B,D,37.5493237405709,C,-54.98937959121078,-98.0175451647501,1
M,Single,65+,Muslim,-106.27207018068255,A,A,E,E,B,E,C,-26.147709831707438,E,-41.64284978397771,-55.10057868285874,0
Non-binary,Married,26-35,None,244.62526175438745,E,E,D,D,B,B,D,118.33541970919829,A,223.23917234292162,16.396031428922658,1
M,Divorced,36-50,Jewish,-42.8382668950462,B,B,E,E,E,C,A,88.39620914241218,C,204.13839426468138,10.402710530268394,0
Non-binary,Divorced,18-25,Muslim,-224.98690113858314,B,D,D,A,E,E,E,52.606030343964214,C,244.67052911016265,-122.05263169476828,0
F,Widowed,51-65,Hindu,56.22041790903135,B,B,C,C,C,C,E,-39.30508987958013,A,2.949984685085507,-40.96854082357821,1
M,Married,36-50,Jewish,9.102277684809874,D,E,B,E,C,E,D,-68.93927356659104,E,195.17167234978146,77.38824457089734,1
M,Married,36-50,Christian,145.19684936441408,A,A,E,B,D,C,E,-82.40130583869687,C,31.357561547116248,-193.5828043981816,1
F,Divorced,51-65,Other,56.36669428204152,D,E,B,A,D,B,E,-103.08871211965658,B,-46.7732951710026,84.9388721557965,1
F,Divorced,65+,Hindu,8.311912388009326,E,B,A,A,B,D,D,29.629041542082806,B,-19.67054837402,-113.17477862086874,0
Other,Married,26-35,Muslim,33.53726451816371,E,B,B,E,D,B,C,-134.05820790443605,A,-47.15506557434097,64.29590331735852,0
Female,Widowed,51-65,Hindu,-11.804895185469546,B,B,B,B,D,A,A,121.33469002785905,C,-76.89387332258131,-121.07637661941698,1
M,Married,18-25,Muslim,19.85835565926371,C,A,D,E,A,A,E,274.70001878530746,C,123.87658575407579,-48.12666379848699,1
Other,Single,65+,Jewish,59.94304764636554,D,A,E,D,C,A,C,80.13433460527934,C,158.2188498692694,7.578718557440929,0
Male,Married,18-25,Muslim,232.98718769906554,B,A,C,A,C,B,D,-16.672554161407888,B,83.46327059763054,-16.91209181186743,1
M,Single,65+,Buddhist,91.87461782416516,C,C,B,B,D,D,E,20.660467900586607,C,17.067311356363,-64.05566429851362,0
Female,Single,36-50,Buddhist,-18.95396812962394,A,B,D,B,D,C,D,308.7805578783258,A,9.969844283141125,160.27491298317773,0
M,Widowed,51-65,Other,-98.0019728248861,B,A,E,E,A,D,A,44.61780520999275,E,-141.15475455591528,-51.022005376484934,0
Male,Married,18-25,None,97.61034970049604,C,C,D,E,D,D,C,87.67814655131244,A,-97.42996536388114,172.69077386590845,0
Non-binary,Divorced,26-35,Muslim,-16.68754638478266,B,E,C,D,B,D,E,-41.61454376605174,E,-10.761653395564611,-100.94751444639161,1
M,Widowed,51-65,Buddhist,54.08244296089454,A,B,B,A,A,E,A,-79.92587048993781,C,66.02197191694769,-112.72112801149956,0
F,Widowed,36-50,Other,-70.57612281038371,E,E,E,E,E,C,A,-11.272118790203695,C,-101.25887256816392,81.44934123958593,0
Female,Single,36-50,Hindu,-87.5363317423645,C,E,A,D,C,E,C,251.96082435353952,D,-139.72473499910444,18.692749272100254,1
Female,Widowed,26-35,None,2.9797244390453206,A,D,E,E,D,D,B,42.33529284307366,E,-27.3929768786425,167.4996673128321,1
Male,Married,26-35,Christian,-87.71755022110598,A,A,D,E,C,E,C,-119.95106103724025,C,-76.54284011520923,-23.46654414878803,1
F,Widowed,26-35,Hindu,98.59359408331022,B,C,A,B,A,A,A,0.3940447837253387,E,88.43260629634028,-103.80994290196972,0
Female,Widowed,26-35,None,89.78815429682089,D,E,E,A,B,B,E,30.488658232082834,D,-107.47531519540594,12.711895560998057,0
M,Single,65+,None,98.40060560157254,E,C,A,E,B,B,D,-23.11290359139317,C,-156.7077770297207,12.823285352612896,1
Other,Widowed,18-25,Other,12.814154731925628,B,B,E,C,C,A,E,-35.03294074474319,E,168.11205898976172,-90.02493510591363,1
M,Married,18-25,Hindu,-38.96596998142359,E,E,D,C,C,A,D,-87.88602321786574,D,56.293061387662604,169.49397890900363,1
M,Widowed,65+,Christian,-47.37238498882404,C,E,B,B,D,D,B,-182.07798289280404,B,-5.895030663330165,-159.82253275022623,0
Non-binary,Widowed,65+,None,191.2039365375352,D,B,A,E,A,A,B,-36.29503182122521,A,7.938664713920135,108.60214621971645,0
M,Married,65+,Muslim,76.30405652597723,D,A,A,D,D,E,A,-34.23215824511844,E,-17.91915465179391,-23.244396194659732,0
Non-binary,Widowed,26-35,Jewish,201.86692506740744,E,A,A,E,E,B,B,-70.21677947893797,D,54.546977370915414,-273.3392043374816,1
Male,Married,18-25,Muslim,-59.59716010733608,C,C,A,E,C,D,E,-92.37628387481976,C,-7.619591720343077,-69.30716322050232,1
Other,Married,18-25,Jewish,-43.012183623058235,E,E,A,E,C,B,E,-41.51884676343002,B,158.8790705232216,3.601518140640002,0
M,Widowed,51-65,None,121.98834052194097,B,C,E,A,E,E,B,28.582010052645956,B,-21.538809304535707,-166.0062819731122,0
F,Divorced,18-25,Christian,104.26881585170085,B,C,E,B,C,C,E,-39.177797843671485,E,95.53076372222272,122.09191525179637,0
F,Widowed,51-65,Buddhist,-31.191441857803838,B,B,B,C,C,B,E,149.1666555581118,D,-72.5509733754634,-40.97299267845227,0
Male,Single,51-65,Jewish,-130.53159221952657,D,C,A,B,E,A,D,214.44139025534116,E,-128.3590729559429,-31.43150300095628,1
Other,Married,51-65,Buddhist,75.98469134923077,D,D,E,A,E,B,C,37.8536434326536,A,-79.97104193777871,-59.92906005438224,1
Female,Widowed,36-50,Hindu,80.52439559116206,C,A,D,A,D,D,A,13.856716215856885,A,11.852401814154549,26.855770765144072,1
M,Widowed,51-65,Buddhist,-48.92281458481072,B,C,B,D,A,E,B,73.91426352450542,A,119.77872409978217,-113.02447786330461,1
Non-binary,Married,65+,Jewish,-165.7032931380464,D,B,A,C,C,B,A,-32.16257679552141,A,71.92063218451314,-11.785034854856995,1
Non-binary,Widowed,36-50,Muslim,-0.22878375069344967,C,B,D,A,E,C,E,16.6449963470479,D,-139.64043159245034,19.57405893348867,1
Non-binary,Married,36-50,Muslim,-94.59496090900141,B,B,E,B,D,C,E,-132.3848330942422,D,121.57216466437984,133.00990329728134,0
Non-binary,Widowed,65+,Muslim,109.63498849035697,C,E,E,A,A,E,E,-16.835437384327086,A,-238.95794851313448,87.35070455194646,1
Non-binary,Divorced,26-35,None,3.977455353197316,A,A,B,B,D,E,C,-49.65400983813466,A,49.00166419924782,118.95057836448422,0
F,Single,65+,Hindu,-124.3865828376964,B,E,D,C,C,C,B,-101.5911669946141,D,88.85475895580703,58.77044460153298,0
Male,Divorced,26-35,Buddhist,36.23903752173784,D,C,D,A,A,A,C,-109.20579876018476,A,28.91131380055456,158.5987476920272,1
Non-binary,Married,18-25,Buddhist,-135.09813702421934,C,E,C,E,C,E,E,-32.926780994240886,E,96.07147938425288,-21.27807495028765,1
M,Divorced,18-25,Hindu,-36.84423858866526,A,B,C,D,E,A,E,140.68947097684566,A,-21.150682865626106,-4.591961237309593,1
Non-binary,Widowed,51-65,Christian,-34.94630690213439,B,C,D,B,E,E,D,33.61329056126723,E,207.47175598666675,51.800745333592744,1
Non-binary,Divorced,65+,Christian,122.33453548334371,D,A,E,D,C,A,D,10.803532717713688,B,100.98315986350492,105.60867394029539,0
Other,Single,65+,None,146.15151868726898,B,A,E,A,D,D,A,11.052808685120624,B,-0.6846642743464824,121.54673036976374,1
Other,Married,65+,Hindu,-98.06151695654731,E,B,A,B,A,A,D,-353.62483927358517,D,133.5025816745256,114.23449089082054,1
M,Widowed,36-50,None,-83.74425521255544,A,E,C,E,E,B,D,-20.859130556797968,D,46.574473383973434,53.53542591564522,0
Other,Married,18-25,Hindu,-191.74617264494657,C,B,E,B,B,D,A,58.83001241854028,B,-34.204765443945234,37.69309367624486,0
Other,Married,36-50,Other,-160.66176291094914,D,D,C,B,D,E,C,137.93887782019522,A,165.44170405909955,-263.33303831053615,0
Male,Single,26-35,Buddhist,158.9880104235614,B,C,D,E,E,B,B,234.28679961949572,E,-91.62396080866682,43.321061018560286,0
Other,Single,65+,Other,86.1482926122153,A,A,C,A,D,D,E,83.66686591653323,E,76.8220614238338,-81.8266035987432,0
M,Married,51-65,Christian,84.71369761031411,D,C,C,C,E,A,A,59.16122991608944,D,48.487049364401834,35.96206885162652,1
M,Married,26-35,Other,-1.1221859988447376,B,C,D,A,E,D,B,41.68649391761113,D,104.07140474046075,-24.876158034019202,0
F,Single,18-25,Hindu,-168.48258638561816,B,E,B,D,A,D,B,8.369961141314988,C,88.46007127075974,134.35813248425896,0
Non-binary,Single,36-50,Christian,148.13479789477682,A,E,C,D,B,A,C,29.137860135053824,E,-110.3364714315878,-110.80943408125272,1
