Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Yes,-18.1072791501222,-53.02774784437834,-25.379942484552803,52.683561658493396,53.80880916721355,-48.3585428302306,-65.79596273005231,D,E,D,-34.67859121926139,-17.312846746836435,186.172109119793,D,55.73986327350091,-52.28336798510534,C,1
None,-51.30040656948434,134.82988872193675,-67.21040231977568,2.9782170420941005,-45.33761064234531,-9.041058549177022,-132.314972866608,A,A,B,56.46053544398478,-145.34055806365808,12.865025278500575,C,-127.62719403145006,63.041944352763494,A,1
None,70.46337698603139,62.41537634426564,73.75283150605874,-109.06372593273153,38.23496127294898,3.9092665635736523,-27.222631458977332,E,D,B,-245.16609407027534,-73.30916689325375,-29.389153079396756,C,44.166373880549074,81.60730908948166,A,1
Yes,-59.19369564195557,-19.556182621483508,-229.49115738423188,-188.83782569620308,-99.66194012356954,115.79936738455898,46.45706995326467,B,B,D,78.20603508912109,17.258674724210685,94.66407930471203,B,84.49312784122229,15.899100959728399,A,0
Yes,3.3155928320534365,124.07268696699659,105.45061705701903,43.19973256925855,-196.35032357110052,-42.48168871201907,-15.206062352786395,E,E,E,-115.94180568585925,52.3906829677247,-82.87693091008636,C,33.80277245504811,-81.07792584074464,E,0
Yes,-8.123918482834638,-84.40929524725897,-13.2990055942008,-67.2600632018069,-26.719681009360485,-263.1584278820036,-22.46650082884073,D,E,C,59.203244376744536,-40.89899557248308,41.29959959655335,D,153.96262309736161,-53.290191353377736,C,1
No,30.898690467469454,27.711337571859325,18.411270477799587,-109.39325277726464,47.07252569205623,-122.9710737157123,157.16010384861724,A,C,D,38.67811494051597,88.95919843960513,-87.57884483500769,B,-162.47012628449696,83.72445792585748,C,1
Both,-25.891662697198008,-44.56122193413717,-117.73429494994221,3.5555248834427498,-24.963198378345012,70.12047491351426,-67.21068946764204,A,A,E,-85.70094457416819,-28.89930473533711,112.59599894520494,E,35.917857905046006,-47.486144757257925,C,1
Mental,0.8451140217948486,-23.540308131004302,-33.55550710724683,-42.49682797251155,-77.34867008791143,169.74573104341178,-178.84385469736958,D,B,D,10.147268986826642,5.113608968866553,51.339927505075714,D,-114.04530823713253,26.54045871002796,C,0
No,72.59090087585724,36.410360241764536,-97.56313139779684,99.45208876981245,-68.27158507447304,32.79475541049792,-63.49894966084487,A,A,E,-125.37614967851493,-143.20743595082922,-17.9427589525772,C,-94.65943419315128,8.86379555441187,B,1
Yes,-108.31694630025237,24.726642731487363,30.35180841372075,35.859109723275466,89.39570579527859,-280.98274983894083,-85.07794818568401,D,B,A,-99.98042931628434,27.33440795380132,-25.107261791667128,B,-67.22381814443634,-73.31210422475462,C,1
Physical,162.02576556148347,-120.0184901132682,127.41030621135849,225.83323871520324,30.32450935358621,5.673385618386945,10.15791575928857,D,E,B,207.02696043996173,-120.48448413241147,44.22303447088789,C,-99.42376045272223,-117.64456622610896,D,1
Yes,170.99976677579878,-74.75294698945909,-92.48080437666927,-39.57814348717262,78.49519129779875,22.951493632025798,-93.46153334304643,D,B,C,-25.128676691395587,90.34098889319614,-96.18614348662408,C,-168.19318065367753,117.80281747597421,D,0
No,120.63910911381792,-28.75494909722053,20.602403226656694,33.869760076518816,-89.78762665128507,-124.35963172935278,89.66441197846108,E,D,A,59.29833037834587,-48.110615176065394,120.2747774658825,A,-57.77811503606848,111.40477066985031,E,0
None,97.04059680233247,-49.22618543649379,-122.74318662820554,111.64338098411184,-224.23567955063567,-35.89216272641667,74.31735671406636,C,A,C,-71.42986909154882,86.3845563698921,-18.25799418888187,B,-68.93504863507816,-82.26999047158611,B,1
Physical,58.710928879714565,-38.246355292728566,123.23250014356222,15.949511839918776,92.54654203268555,-28.95662322861633,-70.77745807464669,A,C,C,-160.84218909435617,179.8983619531992,-62.25185027656073,B,-107.82816847983905,-105.57879686758358,D,1
Physical,15.411600814110688,170.3863651197935,49.57708552825081,-95.51858747169082,-172.46884549687763,-81.58181557390913,113.30642454870672,D,B,A,-62.748246237196305,16.202477201686722,20.749386077910348,E,-127.56667566120159,-170.9459315045953,D,1
Yes,131.6796070794404,93.97539200183999,101.57011202567796,77.86880140942432,-30.816877034657892,64.66442055198794,-6.668809414326157,C,A,E,135.7055205413131,147.533626591536,-25.89035419857066,C,-39.97073436170832,-84.03340007740066,B,1
Mental,-86.27303183052932,24.790004414812998,38.22712383367343,19.343946378153653,-48.37174717077469,99.5011946008083,-152.82799167330663,D,A,B,-77.46077796514055,70.52420631605773,59.94814993348898,C,-125.65977485558342,94.53766837957916,C,1
Physical,-9.123967999824632,-1.9472698592944186,-22.41100381912713,-41.90701214419255,-74.54350035470561,85.44609804154842,8.937353954785605,D,E,C,23.918242866131834,56.084742007924774,105.31542018601961,E,-133.5824054030289,68.16224768845255,D,0
No,143.18204435237107,-95.94792608726146,246.8425948031057,-59.75988939598157,163.20087395331137,23.142484346386194,52.86833292873817,D,E,C,101.71488101744066,93.93065612734861,-75.30749043769843,A,-34.34399782522375,-160.64149302651447,C,0
Physical,-63.40244671195489,-32.08966974651064,66.09120179789349,-36.22832537322765,110.08563963374482,-47.62046491192284,-175.44940096947326,C,B,C,-107.51393867089729,-71.36830124985237,16.6202321167286,B,-14.002646092403886,66.17062576056128,A,1
No,-11.872613963486641,-14.175617290359094,-74.6945812456411,93.4754770484293,16.763970159905938,114.42748194583004,173.09437713398228,E,A,E,20.221070010371,-187.95804997292547,37.15753135906765,A,46.663391594495764,23.17080690212152,D,1
Yes,174.39393898110382,-7.951423588860732,-64.35737458468856,-51.0114384960689,40.49162353885985,145.66842859791817,109.38814138466515,E,B,B,35.85730293675194,24.18380051604041,50.626722574144935,D,100.84664299352939,-83.9796667475519,C,1
No,60.597410221910074,131.1470092840178,-8.78176807260905,-185.53539720022917,-11.595261083326415,-112.66787978461399,78.91260923574522,C,A,D,-50.72609851455343,244.99665787113133,-93.28081572425955,E,182.6859949431117,-65.52975956320608,D,1
Physical,-32.04404118932162,110.00260290842753,99.06499259695153,71.9129896522168,29.280258157261212,39.98623496134298,2.5321734322076375,C,A,A,-26.399026910183405,64.66366748652894,-147.6988209978942,A,33.74560949508069,-72.29420019951844,E,0
None,-40.824972032748704,-93.50062369058901,-85.6802682005641,45.91184642393277,-122.79173698979595,-75.79378152172104,-123.71766601754537,A,B,C,-101.55405697574913,68.87113965217644,-120.01868375699662,C,-97.6055321615667,-32.29947832547023,E,1
Yes,-93.03142447598938,173.68959667167573,19.596716620903113,-159.78950866245646,152.08222126488656,18.379462184800214,-223.54483140121891,A,B,C,-80.65530849498683,-33.555991522817415,165.58460081444116,D,25.217416124442103,37.06038570544827,A,1
No,-303.76056535089526,-190.23362791469083,-38.94477019485311,-118.8571585987642,5.642409081818356,95.15690808197941,-73.71355812415737,E,E,D,48.726192573944495,18.164140911756437,33.698926348579405,B,-100.28209681199216,65.26219968495366,E,0
Mental,-270.171482289021,-43.21330953092228,12.460822561169506,-45.89204977437847,98.09787603038778,151.54910498335164,-126.6416703808672,A,D,D,21.274131149245008,82.44037724664479,-16.422218153977987,C,71.0448421723486,59.220923411607416,E,0
No,-33.22558041900184,66.6450629730661,117.92740504179248,95.04103606724101,-113.53399560801425,-56.36094375638022,-117.13136315582267,C,E,D,-93.39195378533158,-56.717738162669306,214.91184608769035,D,-13.016612158886298,55.47550964311508,D,1
None,133.46682005799423,-127.71262891990894,48.92129712073945,86.4052254548681,3.2382845192938916,120.6930055177815,104.91105036480212,D,A,A,-15.370747946866981,179.41435363240655,56.27208162307246,C,-53.59294383815989,-42.23852129320006,D,1
Physical,-94.41887057850502,-57.989509195356014,135.1489272863197,22.072684103096122,-70.76435335931981,74.90475305980314,-23.252229550264182,E,B,C,121.97108264195953,-157.51690545291598,-84.44171474957265,C,92.15202128060376,-27.090938604898803,D,0
Physical,27.092809629603316,96.22129952219335,58.91079429515034,212.55967769486656,84.07534382189124,-148.54965850640139,-149.06854558511256,B,B,E,-98.73777788487223,-159.58666086674648,-112.0175443871217,B,-32.137817409583036,-40.676692584257204,E,0
None,35.91124467813809,-87.09372320886017,67.79197459054028,118.58456758891352,97.40466964355073,-38.089442702114916,132.15689855462276,C,A,A,-2.6971873194788216,-72.79573238746386,13.616399798122089,A,93.32703221784519,-204.61312660934894,A,1
Both,-155.7279322163571,10.235290007579517,-94.4023466156996,-31.551295889166404,134.98658294858237,127.80415349062429,-47.56276849629844,D,B,A,-51.20927082133825,1.2303278694023834,52.44097482741945,A,-13.367135528247198,-98.70776720218133,D,1
Mental,11.229498590110856,-193.92444633813005,20.46584893137116,-131.63675279402239,113.71738178597029,-42.340837602301626,74.32546485736167,B,A,C,100.59265944350011,-165.07580069533293,158.52379539167262,C,92.0372052307813,-17.88342382422816,C,1
Yes,-34.37468100113355,-78.66269485407507,-21.445783719012468,-15.91680352291664,-50.00529546973168,138.49365078521512,11.601818772377696,B,D,B,0.15039716448497953,-88.28834558992308,127.42367910464316,D,-3.8674901961105457,-150.99781120539205,C,1
Yes,-88.40617183205583,-136.49401820794068,9.647816400045249,121.82118538475619,-215.0437882627598,-138.62953522146964,165.68450695687002,C,C,E,144.17334169326267,5.467370459411372,-29.862531054905716,B,-287.36883427321095,39.55070589998286,A,1
Mental,148.489650038625,133.84185325698974,11.263267607542424,21.95730399472585,10.473210809563964,116.95634872834704,-58.924301363569796,B,E,A,-49.704872271470286,-31.97488138844451,11.764181908019586,D,4.804764041857009,-73.53294400103407,A,1
No,-181.427230510259,14.33636715067447,-39.68292984074205,-137.27963365382973,-117.34716441560411,123.15092950864717,35.019071889741916,E,E,D,-4.399109517739014,-106.75494357876755,-10.544165469352297,C,-4.161737739542024,26.6300982170468,D,0
No,-128.22028358518557,100.85788160913285,-49.40995466687201,-76.29663276108508,6.418890439908506,93.19534716095383,-85.39693465270872,A,C,B,-148.46890422388114,-18.19249507431298,-58.852836703605604,B,43.50050784188721,52.65844119105565,B,1
Mental,-191.90851311929265,187.84938359045412,-78.37930145354733,267.80856498229804,-104.34732006267824,59.688602023407064,-39.79467249949805,E,C,B,-72.5291859183405,14.126352645274132,105.68039044680813,B,116.95595995162343,11.339772531157116,C,1
No,-158.40358494036082,15.297569619515722,11.702396037443973,-30.32131833803299,-119.9331784514469,-162.7780251541366,-82.71449550732609,E,B,B,-12.604219648172696,1.4494640425987386,33.597450257400844,E,30.71397867324767,-128.053020051513,C,1
Both,83.75336049134583,31.39656401224446,221.11770816840087,-162.51885946056427,85.25086264345173,15.102130605614317,212.38013088856923,A,A,D,58.49151100400947,-127.92906703136224,136.93923900352826,D,91.19856763942317,1.7463886594314044,A,0
No,114.98595042188443,13.584592560850254,80.99906072347329,133.7507614694833,122.02848447621366,-65.54377527403031,-84.18772346950516,C,A,D,-56.054863632572626,-121.78065751777802,-86.96178802600112,D,-60.61127974224665,-2.9279893559779686,A,1
None,223.8413351836656,32.09974698173173,57.934649829458216,-51.916989863671404,32.26570275638518,120.6003196388628,-91.15243927276896,A,B,E,-59.929933212965004,-94.95743597694974,-30.007434182213533,C,55.74061030409027,140.22603881136612,E,0
Both,-97.46124467587917,-148.22017387209166,-80.64031926457534,-36.07844101132531,-41.711925354653324,-27.845084004988607,132.13393088164628,B,B,A,10.867388168975694,35.44381300996922,-67.21204701821102,C,-28.99005628662173,-34.17044413949938,C,0
Yes,51.19255248741512,176.28911798807277,-57.751948759490354,-24.471078550226704,-37.240398127485626,99.59375138769478,61.27635036486085,A,E,B,33.82422021015821,-121.52616601626036,27.875586495119336,A,-110.415317244934,-181.03395843017438,A,0
Both,128.37304557623844,-32.40010147769108,59.901970038317174,-154.7155539538744,-158.188969275162,-19.00165536806831,72.95114468562632,E,B,C,93.4635253050457,-151.01166097710282,10.484742482201188,A,-252.5645902030552,-152.25389153897444,A,0
None,147.50945511420827,152.6087906035913,-129.72711885985822,-36.9368475970926,-114.77665349665138,-13.596770040613263,22.517210308772103,D,A,A,-89.88507331773184,138.3572374020726,24.44528021216276,B,59.530277745168156,195.47746100113937,A,0
None,-86.50135344600098,147.20106622618684,9.43221625003044,-130.29620125959937,-128.59757960179462,57.09265309266311,-120.54377761980754,A,D,B,-30.94572180763324,-162.462921106929,-77.95249931505485,A,7.366838595360499,38.5737327729681,D,0
No,213.80375039816713,-43.76412141551503,-47.276856824044145,85.55913572264126,-115.74201689526681,161.9716752973837,38.149992829096306,D,E,E,176.14044973369008,16.509142123091983,116.12033712484802,A,300.45931044063667,68.62363291776511,E,0
Yes,-53.091194988431425,37.131741521369136,7.628109720472649,168.2482755429915,-111.33211071725178,68.82952404544183,33.34407329334443,E,D,E,49.46199293710076,20.88881994903443,-8.363327540060741,C,-34.41807463020737,-210.435583978857,D,0
No,-271.7466176386875,14.961186638056938,-39.42987521548118,-95.71309274761155,157.00424110340978,-48.13196535094995,-92.87498807784434,D,C,C,148.1129091692389,-32.17489417118651,35.52652160077288,D,161.6615680705864,75.51933313034115,E,1
No,140.2311780332843,-41.48192463696703,-82.29767752154723,137.90064221335726,-123.46274064713359,-64.22834933862205,-2.252124802759079,A,E,B,-97.32823752274639,135.56544774443938,-49.85291943724932,A,-147.64910142467954,9.787645760563258,E,1
No,95.44178275241725,8.16958735670291,-2.0034470574914027,115.65770010325187,61.217389729538354,2.5808847424176715,-97.2956820696639,B,E,E,-57.010553788156635,176.1395465828159,-242.5399578063723,B,-159.3578251828584,-221.71209070037227,D,0
Physical,115.97483447736036,-62.94498312475536,220.43472674433286,-15.852137590907484,-39.728067603443534,17.89924190687394,81.32371282841024,E,D,B,-6.211747761623529,-127.98237770952898,-49.24025251820812,D,29.134443628503686,58.11817419144671,B,0
Mental,-113.61659144895218,54.60607909085944,42.80669242289703,74.25200766640101,-222.78550165408006,-193.25852240137988,184.59424848485182,D,A,B,141.53351604008813,-151.74837476628568,12.408684334334282,D,240.09414232568508,137.7226006659263,E,0
None,-170.6464229668323,-42.17638811460815,17.99399033805988,102.47603153899819,221.16749819394036,128.80227905802627,55.74478524866279,B,B,C,-48.63022265318247,-127.48892351260824,-50.07681322571985,C,-169.16550476300668,56.74601237870927,A,0
None,-28.760346073883674,-142.69064421108922,-131.43193595688544,16.73476247289783,78.34800105895997,57.664983062661115,15.22606565890889,B,E,E,-12.717608768032573,34.109404667243524,2.1973137355318797,A,48.55028193106243,56.4392257752367,C,1
None,122.29198106754471,18.969910606081662,-1.242080397597623,112.10493423876346,-46.76560012559939,-42.79562436883593,-49.89422559728024,B,B,E,53.36381086344684,-44.06043116380509,43.61560473359486,D,-9.750235275079449,137.37699183531745,B,0
Mental,1.5879581767904198,-82.53548936780504,54.933188090103755,-63.1777220606574,-128.44855090618384,-17.961933812056053,-21.002629810684066,C,C,D,-230.30384602836006,31.25717255293598,-144.4510745893863,C,97.13119699746674,57.29752817665228,D,0
None,-59.05987430170955,-6.4729323714230125,58.7855682121224,48.122380682507945,184.0942018293104,-9.6230821157979,150.35952030245886,C,C,E,-21.920414195934853,-39.30840415081136,-0.9381517853112614,C,-118.45950423151059,-84.36801985885644,C,1
Physical,-53.1238787155329,93.70551269471609,-23.248766995816673,-239.54846552861545,5.656803359245288,-78.72541322924566,-38.943130123925876,D,E,B,186.4476549808463,-88.66670863519658,-60.12076760363596,D,-38.83300239771626,10.423196293854659,B,0
Physical,50.286403994089,1.7963888660737326,245.32700818397473,-41.577046043385415,-30.13465283262256,-122.83371463267628,94.95538957277519,C,D,D,-24.065668680592818,-130.99072529037065,-41.933910427008875,E,-46.85872483766147,179.20785873342126,C,1
