Veteran,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Non-Veteran,51-65,69.31037927200818,B,E,44.59391092232241,-15.58284040042239,D,1
Non-Veteran,36-50,-21.263960069585504,D,E,17.804854429591952,112.19607143698343,B,0
Yes,51-65,-23.582019876238363,B,B,23.27543573399738,-27.912670295052916,D,1
Veteran,26-35,-30.30616549243419,E,B,25.551518239850314,231.59756848004486,C,1
Non-Veteran,18-25,-108.80639311512475,A,D,-45.631701443144934,-207.21705462126053,D,0
Yes,26-35,96.0367895203762,C,C,-74.38988710744478,-153.34352254836256,B,0
Non-Veteran,26-35,47.28278436804774,C,C,-10.284360388032564,-81.51261141249742,A,1
Yes,36-50,52.14277703121972,E,B,-58.4912022787115,11.646561554706878,D,1
Non-Veteran,26-35,19.82802236596367,A,D,-3.3560572640384327,23.596872058031057,A,1
Veteran,18-25,125.87548587848573,D,B,-112.25526327352604,162.57650201999348,A,0
Non-Veteran,26-35,150.54599570148596,B,D,61.05424817559398,26.841775276586382,D,1
Veteran,65+,-53.28076709289584,E,C,-86.16015158293668,2.2437801318345394,A,0
No,26-35,27.78589248726663,E,A,46.4261226985705,9.591478807459243,D,0
No,51-65,-47.91519910700682,B,A,-39.348436322859385,5.28472818079302,D,1
No,36-50,90.74733961067099,B,C,-117.899901622348,14.376103566446172,D,0
No,26-35,82.88252073770738,E,C,-130.76296294289455,-196.40620170581172,B,1
Non-Veteran,65+,30.763840182758695,D,C,244.97315474988457,84.46469317074387,A,1
Non-Veteran,26-35,-79.41985825152767,B,B,-18.0126437211493,95.79187237434522,A,1
Veteran,18-25,48.736914860166245,D,B,3.2671163539599126,-124.54231187509374,E,1
Veteran,18-25,201.64260800437904,A,A,-95.07033097653311,126.56143766327222,E,1
Non-Veteran,36-50,-144.45333129194202,C,D,50.60644896175276,-187.87656496701786,C,1
Non-Veteran,65+,-148.49694839386564,B,A,-20.0037189249654,180.12813117918859,B,0
Non-Veteran,18-25,-37.04997594729738,A,E,-233.5023041746323,201.8097617248753,C,0
No,36-50,117.6335406134954,C,B,49.97924448854236,148.78853442975844,C,1
Veteran,26-35,94.78339976643137,A,A,-158.91414945690673,3.0811220472264504,E,0
No,18-25,-46.62105896891849,E,B,-146.7914112500192,-94.74471362243231,E,1
No,51-65,-123.46663048882213,D,D,108.02066728743742,27.99240511427456,C,1
Yes,18-25,10.33271334961935,B,A,-172.6734911493621,57.945846562308475,D,1
Non-Veteran,26-35,-44.729519531081046,B,A,27.450099950108765,135.35119075166045,A,1
Yes,18-25,40.23595992209344,D,D,-80.58116643115366,108.99476346906762,D,0
Veteran,18-25,10.858364676544962,E,E,70.69693958195785,71.74664663247887,C,1
Non-Veteran,65+,38.33970678018822,E,C,19.254903886640047,117.62378032563821,D,0
Non-Veteran,51-65,8.59255671074962,B,A,24.62666275902577,-85.61415133951415,D,0
No,65+,-154.05740033357029,D,E,35.30149213733014,67.71211407105424,D,0
Non-Veteran,18-25,-21.472807430370892,A,C,10.029358417635441,73.82917555844253,B,1
Yes,18-25,-65.00052884462562,B,A,-35.21671061374215,-27.235034145400945,E,1
No,18-25,82.37797305173649,C,C,-35.366440406307,48.537078941026465,E,0
Non-Veteran,36-50,-3.7114582946721866,D,C,129.0413533251482,86.0887362183115,E,0
No,18-25,92.26906201655832,B,B,-158.08979051368536,50.82377754138878,D,1
No,65+,104.62382789482541,C,C,-77.15639285327696,-116.81734064571341,C,0
Veteran,65+,131.80623109666223,C,B,129.2026025067192,178.4706630562834,D,0
No,51-65,115.24976846899546,B,C,-35.68255247348364,31.644471415111084,A,0
Veteran,36-50,-49.97545972343468,D,A,84.6822490202031,-63.16697894585078,C,0
Veteran,18-25,15.519929280616317,C,E,-10.060940912391967,-52.308344371439006,D,1
Veteran,36-50,-72.22780304453917,B,B,69.03551469876757,193.4276569208955,D,0
Yes,36-50,119.39011749888904,B,A,-82.67091229751945,-120.24742359381901,B,1
No,51-65,-40.42988908740936,E,E,-236.12866135336844,33.84269933039919,A,0
Veteran,26-35,76.9753674106309,E,D,-79.45949839236962,71.22804597616714,D,0
Yes,36-50,164.04178855656133,D,E,39.110692944509104,65.26929668454049,D,1
Veteran,26-35,95.89538585464878,B,C,79.72986569791685,-101.43806129919228,B,0
No,18-25,-76.21510903787551,A,D,-58.8412282451978,-247.515826833835,D,0
No,65+,-50.889882893676806,D,B,178.9091032603589,111.9297317607916,C,0
Veteran,26-35,33.126479700422365,B,D,-73.260064313974,-52.32303817510554,C,0
Non-Veteran,51-65,-75.49049365170755,E,A,112.52825834139655,-44.30170464525281,D,1
Yes,65+,77.1808179842919,D,D,-28.180445403102862,1.3745688309990454,E,1
Yes,51-65,-46.1654399634989,A,C,-10.043593345568729,0.5236261436359184,A,1
Veteran,26-35,18.831990275139255,C,E,-110.14407719106136,12.317840666089374,C,0
Non-Veteran,65+,105.47721259380076,B,D,-117.91106843104431,-104.14441673643094,B,1
Yes,26-35,-39.92731689421853,B,D,-64.0715870313271,10.721649054682134,D,1
Non-Veteran,51-65,106.24646363658566,A,B,-140.89452697211559,-16.27044431189185,B,0
Non-Veteran,51-65,123.8360721051726,E,E,-171.2007850239419,-72.74743879512752,B,0
Veteran,18-25,88.1839312694266,B,B,4.7780280260870045,15.676110378046678,E,1
Yes,51-65,-184.34825459803133,C,B,2.5050037236714204,56.08088350235344,B,1
No,51-65,14.107727755180024,B,B,-87.7405196255366,-3.9893660594877596,D,0
No,65+,104.70724376916849,D,A,-70.17962666040567,127.78139315847756,D,0
Non-Veteran,18-25,-72.04389900560628,D,C,19.911670098222384,14.4348887201841,B,1
Veteran,65+,64.49536688631049,D,B,2.17202120427522,28.100020427889117,E,1
No,51-65,80.55332627208257,A,D,51.58814303784699,14.887663053729275,B,1
Yes,51-65,125.68537744079073,E,D,114.13691693742601,130.38683130424462,A,0
Veteran,65+,18.558831148537276,B,D,-75.13862643321102,-137.6804867242702,D,1
Non-Veteran,65+,43.26505021011332,A,B,-5.041482769791636,44.03192399721077,D,0
Veteran,36-50,241.96442173331326,A,C,32.56467556464934,24.61483112537706,C,0
Non-Veteran,36-50,55.00742725694163,B,A,27.363132440812837,-1.7777050831262762,A,1
Non-Veteran,26-35,98.16972304709857,D,C,-11.226826875408868,-73.63798913916283,B,0
No,65+,10.024249773313581,E,A,-4.480887007022634,-190.13727085097102,A,0
Non-Veteran,18-25,45.78876308216685,C,C,-94.58915441766146,25.516336441914422,B,1
Non-Veteran,36-50,-98.79275790340206,A,E,-127.2841111237709,14.376333806133164,A,0
Yes,51-65,-85.49589649017479,D,A,-194.93405071977202,2.1370767248936655,D,0
No,51-65,-93.36087650486179,C,D,-66.31786079695556,-23.73445131561582,D,0
No,51-65,-95.03750866202164,D,A,-61.88988802687733,-92.2538497397659,A,0
Yes,36-50,-193.87271934646506,A,C,-41.8303340749187,122.58845996619992,D,1
Yes,51-65,-11.866802698438295,D,A,75.71821346826917,-0.32709081155105596,D,1
Veteran,26-35,48.77890094738873,A,E,-93.6219710987652,84.22452248817314,C,1
Veteran,26-35,-31.37424120280809,C,E,-11.629619523262027,-121.87046700357294,D,0
No,26-35,-175.81449436632144,B,E,-209.04887310267011,4.97856743288436,D,1
No,18-25,4.806443219657854,D,A,158.15592201827258,-216.98780535807987,C,1
Non-Veteran,36-50,-87.15341647530846,C,C,127.26535140700783,89.60176007861948,B,1
No,18-25,44.23322257196428,B,E,49.60577731881088,40.54247703624548,D,0
Yes,18-25,20.473982893671238,C,E,-95.887848704347,-77.22402761110594,C,0
No,51-65,-0.36332818196945454,C,A,59.21926317836345,-86.67403564010357,C,0
Non-Veteran,36-50,113.44261569437816,B,A,46.446156644066136,-76.8664896124066,C,0
Yes,18-25,-7.1712572572969435,A,E,42.01293393010415,19.03442373340999,B,0
Yes,51-65,-148.26889431660496,E,A,-111.04629272730982,0.16567590267774288,C,1
No,18-25,9.043859369516538,B,C,-109.69529081507932,185.83319907001447,C,1
Yes,18-25,-60.791883813353934,B,E,-29.236375558993593,-121.63045885345498,A,0
No,36-50,-24.151768135262234,B,D,64.79804977726697,61.32745940259401,E,1
Yes,26-35,142.5844583822414,E,C,-17.70081168441527,20.210178655817685,E,0
No,26-35,76.16429662356711,B,D,-149.54006519389037,104.25812147837794,A,1
Veteran,51-65,-69.893536778149,D,C,34.296317482677615,-32.720493571736256,E,0
Non-Veteran,65+,-90.82476436397424,B,D,10.488131213845927,103.5348918710139,B,1
Veteran,36-50,-110.23246276895841,C,D,-54.704472268865665,71.81372036488908,A,0
No,18-25,-289.37952528325843,A,B,-44.62011452813019,46.665970586916224,C,0
Veteran,36-50,84.11357549090322,E,C,36.39485103168647,38.84482118623892,B,0
Veteran,26-35,-115.10497815299657,A,B,111.53502557825732,-15.062336915560653,D,0
Veteran,36-50,76.63027660424653,B,C,82.57362836934415,94.44166500070253,C,1
Veteran,36-50,22.679327580386232,D,C,78.26222700538551,-167.3016696232725,A,1
No,65+,103.88029937196337,D,D,96.77909990344621,-135.9551604454714,C,1
Non-Veteran,51-65,-21.139901833529322,D,E,6.064347026935327,-119.86723738536942,C,1
No,26-35,-76.28493887690671,E,C,198.25451508687416,147.21976108740122,B,0
No,36-50,42.767014533170055,B,B,-130.5718272170866,-15.18097656668124,A,0
Non-Veteran,18-25,-104.15632519989228,D,A,-83.98496875300899,-16.21194059164004,C,1
Veteran,65+,145.64525943029676,D,D,93.18510596443174,-23.21212418597856,A,1
Veteran,18-25,-52.20754304585724,E,C,-143.85889642348477,91.41769145065606,C,1
Veteran,36-50,-10.993230699551981,A,B,-80.37295025975031,32.93366759578433,D,0
Yes,18-25,109.62571986198886,D,E,198.56345560124717,14.554349427521432,A,0
Yes,65+,45.17264223437344,C,D,29.079097216609167,8.070160888917597,B,1
No,26-35,123.14058911011834,D,E,-22.317935760190707,-25.077204627397464,E,1
Yes,36-50,-133.60609708734242,B,B,146.65733757708958,140.4685016502644,A,1
Yes,18-25,24.598196726017544,D,E,205.03676198472385,-70.01775850070814,E,1
No,51-65,67.74117742172389,A,A,25.00495162278733,-167.25068421353222,B,1
Yes,18-25,49.9567157496642,B,D,86.61611401496799,188.39114659243822,D,1
Veteran,65+,-81.13776457238119,B,A,-63.992980223416666,-60.12488155212938,D,1
Yes,51-65,-5.987910511975546,D,A,-39.420855118053716,-25.195162494786793,A,1
Veteran,65+,-91.52723808123052,D,B,-49.064461831899884,-95.59657249033245,B,1
Non-Veteran,18-25,16.21642662911494,E,C,41.095471287413346,-87.90187647889383,E,0
Non-Veteran,51-65,24.62230410828293,A,D,66.32153153224183,214.994654231956,D,0
Non-Veteran,26-35,-163.24536474591284,A,C,-144.14248741630732,-18.27404219100307,C,1
No,26-35,144.4397578225323,B,A,60.89321178818804,115.62638411283956,A,1
No,51-65,-236.24028281477206,A,C,145.36139983572053,107.16767539833761,C,1
Veteran,26-35,-10.575649174099961,B,D,-45.3901436728602,-22.36282959215504,D,0
Non-Veteran,26-35,174.60063762845218,C,A,-310.5520419267028,-105.4905689311774,E,0
Non-Veteran,51-65,-0.7329453621088123,E,C,82.45356772869718,-60.745920181333176,E,1
Yes,36-50,32.752584932959664,B,C,52.96071022772648,-105.18463113240118,B,1
Veteran,26-35,-25.884538115770468,D,B,-76.49734797752116,117.89766449421779,E,1
Non-Veteran,18-25,-27.87949440060176,B,E,5.475543134758675,-102.88576491252317,B,0
Yes,65+,147.90251325784524,A,E,-21.990673656668093,-98.57560582830331,E,1
No,65+,153.43580571125125,B,A,-7.389577943693476,1.1313175812043517,C,1
Veteran,65+,125.3086256146954,D,E,-4.706746319906105,76.20010544376483,C,1
No,26-35,-102.74781412227578,E,B,-64.71208109873359,-145.66524349482378,B,0
Non-Veteran,51-65,32.32571612011983,C,E,-131.90867371008738,-178.25125377759295,A,1
Veteran,51-65,-118.22003610436293,B,E,47.08000843975208,-55.512899647475066,D,0
Non-Veteran,36-50,60.43533680458528,D,B,56.375625538507144,32.80198372321669,D,1
Veteran,18-25,-93.22130845962772,E,B,181.02873793276953,8.353311520989887,A,1
Yes,51-65,-7.48396400020083,D,C,101.35985373964473,37.59373449081306,C,0
No,65+,-12.551326660181106,E,B,-199.12176260043327,-54.525356790747615,B,1
No,36-50,-34.47429370171843,A,D,-88.46073357331522,42.49805474177158,D,0
Veteran,18-25,1.3478241724525613,A,B,-40.38590922250625,118.93685966724472,B,0
Veteran,18-25,-29.982288672991615,D,A,55.009183766556504,-179.7210260838678,C,0
No,36-50,91.40418886773266,D,C,46.649993737624925,-51.707654775288105,A,0
No,36-50,99.99749583836883,B,E,131.3865423357749,23.79383933906579,C,0
Non-Veteran,18-25,27.58155180158678,A,D,124.3817268973705,-15.168630132200109,C,0
Veteran,65+,61.150402396896745,B,E,88.8171594778146,61.84145239976219,C,1
Veteran,18-25,-160.422309835496,D,B,7.010688186269845,138.02805590882443,D,1
Veteran,18-25,-27.53786254641592,B,A,-337.67381297303604,25.17281092655852,D,0
Non-Veteran,26-35,-115.32221273154887,E,D,-163.30806614887476,38.7277628312115,D,0
Yes,26-35,117.12121572930485,C,A,-36.31615037927421,-107.84946817653992,E,1
No,26-35,-42.035926629786736,B,A,22.168905369559592,-137.6852491639629,D,1
No,65+,42.25730171999675,D,B,-27.28703074260318,-103.86349468948472,A,1
Yes,51-65,-36.62810208365161,A,C,-16.444719074376756,-157.6785697614351,B,0
Non-Veteran,51-65,157.3462796127829,A,E,64.15241082257128,-31.532573002374487,B,0
Non-Veteran,65+,0.6715504409257969,D,C,14.919627747046652,-76.96994631756745,E,1
Yes,36-50,-177.92575125329358,A,A,257.6189152523005,-50.64056246050055,B,1
Veteran,36-50,-65.82083641805474,D,A,95.51341730438229,63.87528140960222,C,1
Yes,26-35,23.314365872931262,D,C,19.554653456182656,66.97074814208607,A,1
Non-Veteran,65+,96.38424816982342,A,A,-28.172599505618933,-25.22701737661655,A,0
No,26-35,144.9466124193273,D,B,100.33530594724753,76.01504061635728,D,0
Veteran,36-50,52.81471426403763,B,E,-97.65605433840473,-27.536744022257505,D,0
Yes,18-25,-139.33405258481613,E,C,86.37673139797128,50.97888522849643,D,1
No,36-50,208.1692246052481,A,E,-83.38506610758684,133.49584512549097,C,1
Non-Veteran,26-35,-209.59588317433284,D,B,65.45173487799504,-49.413728332293246,E,0
Veteran,65+,-25.830538019343415,C,B,-43.43438012237425,-1.0753372880422873,A,1
Non-Veteran,36-50,264.9913204121781,B,C,13.70315705567062,-87.3698599927912,E,1
No,36-50,169.51332983816684,E,A,5.952475103794551,-1.4502268687840563,D,1
Non-Veteran,26-35,-114.24740354382494,B,E,-116.59582567751548,1.7605050856305056,B,0
Non-Veteran,18-25,8.985063973527389,E,B,-323.1740196716624,31.38544882785668,A,0
Non-Veteran,18-25,4.454544049134937,D,C,-81.54947116818899,51.68711495407122,A,1
Yes,26-35,77.58339558749759,A,A,-111.39885307452491,125.71806478108371,E,1
No,65+,-12.376146941998654,B,B,-64.756611620617,-220.39761616363137,B,0
Non-Veteran,26-35,-39.51308194764692,C,D,-59.210984742399106,-138.54286524796123,C,1
Non-Veteran,26-35,-0.8553755153011797,C,B,8.554475655761925,-29.75685865229304,C,0
Veteran,65+,-0.8330729366460858,D,C,-87.1420849050418,-138.45927514892924,E,1
Veteran,18-25,-11.420002661871962,B,C,30.60780138260467,26.52814919600921,A,1
No,18-25,85.1187393648602,C,B,-0.6194186133547658,-18.34853486688442,B,1
Non-Veteran,65+,9.27642695225906,A,D,133.87360910815096,42.24614564036539,C,0
Veteran,18-25,112.47113342933869,E,A,34.40915524379602,53.91971946467956,D,0
Yes,18-25,19.113263953146717,C,D,8.588188261404966,31.001448111385756,C,0
Yes,51-65,-114.9056374504746,B,A,122.32584020088902,114.2995416920855,D,0
Veteran,26-35,73.1808046729205,B,D,27.214347669775947,-100.41350315806486,C,1
Yes,65+,81.69134747833597,D,C,-4.0705784373837535,93.18428393150823,E,0
Yes,51-65,-9.438640016256961,C,D,57.072714631077226,88.06249536773342,A,1
Yes,51-65,12.881740487351925,A,C,-165.80008578992914,70.86163935585614,E,0
Non-Veteran,51-65,-33.96797358038813,A,A,46.5784004879063,-80.9809896464431,A,0
Veteran,36-50,-10.32282185988959,A,A,-20.02543293736374,153.90570638095343,E,1
No,65+,82.1486509926721,E,D,-132.78138794582654,14.390235587899856,A,0
Veteran,18-25,42.76848400948796,A,D,-105.8566061879709,-255.00618170412957,C,0
Veteran,18-25,-134.44383749153036,D,D,-146.81345186683708,-35.221512614112086,B,0
Yes,18-25,95.66327030133188,D,B,27.882865614467285,98.94075156033314,A,1
Non-Veteran,65+,-61.27733460220646,B,C,87.2444404444395,92.78892416857806,B,0
Non-Veteran,18-25,-63.71921491828668,C,C,130.32505703141757,-6.334737912462979,D,1
No,36-50,99.72252111306558,E,C,-54.69823608331803,-3.033648992839452,B,1
Non-Veteran,18-25,142.28731663863954,B,E,154.84725321516981,-72.12278795270278,D,0
Veteran,18-25,-34.77419343324558,B,B,-79.85553179023594,-110.6595676365145,A,0
Veteran,51-65,-144.84564523150888,A,C,-9.766408115612943,-128.93114963897213,C,1
Veteran,65+,81.82384954776943,E,A,-84.67404207971187,10.282812214079918,C,0
Non-Veteran,65+,84.67763284879052,E,C,94.37818401746803,106.01018138311444,A,1
Non-Veteran,51-65,11.148503711078845,C,D,17.11858228399327,8.525541423063002,D,1
Non-Veteran,26-35,-96.31933594262793,A,A,-58.517600903498256,105.06512423158527,C,1
Yes,26-35,63.35723020420713,C,C,241.6854419553044,-136.92366966082878,C,0
Veteran,36-50,-162.483829352979,E,B,58.4927649918822,13.032487129919318,A,0
No,51-65,-55.14132318898965,B,D,47.97118503824702,66.69308262201605,B,1
Yes,18-25,77.79237299334528,C,D,-52.43887676522399,131.47847682988956,B,0
Yes,65+,-178.26211857379178,C,B,-155.6571708858715,38.09204044684484,B,0
Non-Veteran,26-35,-44.63645889538257,A,D,-111.80684741851945,61.613917057567534,A,1
Yes,26-35,-24.89051094673783,E,D,-98.26007999750404,108.64164728639139,B,1
Veteran,26-35,-103.28800939933416,C,B,-0.8359982089634275,42.63640112092405,B,0
Veteran,26-35,20.792087969815277,C,B,35.02356762190148,242.43643626708194,A,0
Yes,36-50,86.63680744904438,A,A,-84.93672904472277,-71.85054616403576,E,0
Yes,18-25,-12.802807042150826,B,D,21.795543223174732,85.47886617584341,E,1
Veteran,65+,-126.53382007434293,A,E,11.3619298632762,47.326058730844146,A,0
No,51-65,79.8355086863147,D,D,56.70850508303743,85.59310031385166,B,0
No,51-65,-76.66828448228316,C,D,-15.641569351025094,-23.594193529871674,B,0
No,26-35,-43.67039401318431,B,C,250.1827304642113,47.89804637735641,D,0
Non-Veteran,51-65,43.14007219292571,C,A,108.57505759074675,-37.447319538395476,C,1
Non-Veteran,65+,-10.364320741667354,E,E,138.27898424861363,32.420833246862024,C,1
No,65+,-105.79886452609854,B,D,-67.82123330229271,-329.6786503382227,C,1
Yes,18-25,-132.77381517205143,A,C,22.504804730614364,-147.99643511941042,C,0
No,18-25,49.352728707864806,D,E,-4.331213947863973,17.154039981842327,B,0
Yes,18-25,8.963097729891016,B,D,-136.20162538610225,-153.1939032112159,A,0
Yes,65+,-23.489116706663765,E,B,33.298576569272406,9.076156228737071,C,1
Yes,65+,-39.73458525660763,B,C,82.75617459253496,21.969977412547255,E,1
Yes,51-65,80.04359401575577,A,C,88.16846282881983,28.667547101581413,D,1
No,18-25,58.06261322272871,D,C,-139.5465664815895,-14.276333645290043,A,0
Yes,26-35,48.14933175146675,A,A,38.73708859617261,-59.85722377170204,D,0
Veteran,26-35,-196.36585832524327,E,E,-50.90842523493107,36.788296348991736,A,0
Non-Veteran,26-35,2.197020059050394,B,C,-29.51050307707656,-12.148297335852174,A,1
Yes,36-50,-180.6222779625075,A,D,59.01557540710933,186.77608620288996,B,1
Non-Veteran,26-35,80.07775241915822,E,B,-15.154144910407071,-98.39402337025379,C,1
Non-Veteran,65+,49.18352287332592,B,D,86.09858211331544,138.59291440544644,E,1
Non-Veteran,51-65,-46.896249475510174,B,E,97.0447965223499,-116.95328649205359,E,0
Non-Veteran,26-35,-104.80157420271456,B,D,-123.0536684217134,-10.096283326142446,E,1
Non-Veteran,65+,66.0823002415473,D,C,45.91880458155252,117.51096191588573,E,0
No,51-65,-174.12942569875725,C,C,-129.40025516555355,108.67716506810066,D,1
Yes,26-35,-13.460431324225835,A,A,-69.49222546964678,-75.71420541463254,A,0
No,36-50,26.428612732656294,C,B,-26.556177609541326,340.42975129572466,E,1
Non-Veteran,26-35,-167.33764521618644,A,C,116.38625728272976,-39.097372147651086,D,0
Non-Veteran,51-65,-93.45177916899907,C,C,8.933494847400034,82.82133140226009,E,0
Non-Veteran,18-25,73.89532382411937,C,E,-178.30519058004276,-23.736298070511737,C,1
Veteran,18-25,-266.38631550488554,C,E,-92.0418444454405,-113.67005304786724,D,0
Non-Veteran,65+,-36.255339034836766,B,E,-75.85155202827166,-157.498768418188,D,0
Yes,36-50,-66.6744123891023,A,A,189.7898952794867,45.30273096561576,D,1
Non-Veteran,18-25,-83.54553715253383,B,A,-70.80413901027181,-37.08381434880312,B,0
No,65+,-80.37234192138402,C,D,28.44187501104339,10.23300022407118,E,1
Veteran,65+,-168.05390155204853,C,D,78.23570427686552,-143.57717557529378,B,0
No,26-35,-7.3549064911050195,D,B,-137.6023066237336,-10.873630854067876,B,0
