disability,faith,Race,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Mental,Christian,African American,China,59.460996409053294,E,A,68.80726479145383,A,124.63632795712532,E,0
No,Hindu,African American,UK,-126.57522431327696,C,C,60.34915805418601,D,-11.339621232436018,B,1
Yes,Other,Asian,India,-42.307945086838565,B,A,40.32828456001433,B,32.157350661354286,C,0
No,Christian,Hispanic,Germany,31.066199643966453,A,D,-203.86436824296248,D,160.13229106233763,D,1
Physical,Muslim,Other,India,-74.36720838545158,C,A,-96.16757295607832,A,-52.23705329293382,B,1
No,None,White,China,-16.365333510338072,A,D,-322.35841095250964,A,-42.30198601377449,B,0
Physical,Buddhist,Hispanic,India,-34.24742747642391,A,B,-58.60382426129122,C,-19.115223072849304,C,1
None,Buddhist,Black,Mexico,-76.15748565824252,C,C,-17.411689597801296,C,67.38094375088146,C,0
No,Christian,Hispanic,US,-82.27136280917588,E,A,81.43440164258834,D,82.98238248321897,C,0
Yes,Buddhist,Asian,Other,-88.60406369337531,C,C,-41.39020525856982,A,62.119838125842506,E,0
No,None,White,Other,-55.36583898472639,D,C,72.15981702631954,E,158.3719241557133,D,1
Mental,Other,White,India,-4.725714242088404,D,A,124.49475308245366,B,120.96260832387098,A,1
Both,Other,Other,Other,-6.675437933359881,C,C,-31.0152017245803,A,-111.96385167373406,B,0
Mental,None,African American,UK,30.80554976468411,B,A,-63.04021625516887,B,28.458893114495588,C,1
Yes,Hindu,White,India,-70.17801727939093,D,A,-8.290023667692227,B,-43.643018121897704,E,1
Both,Other,Hispanic,US,-146.0803548011332,C,D,143.39530912921333,E,-163.28293106624315,D,0
Mental,None,White,Mexico,81.04254089341408,C,D,-74.56575973835139,D,62.3861337176818,D,1
Both,None,Black,China,-39.586880299005266,B,D,-37.23622450587647,A,95.7176952100185,B,0
Both,None,White,UK,-20.635969336813663,E,E,-164.63431895964248,E,-112.81062568971498,E,1
Mental,Christian,White,Brazil,-64.99772500562267,A,E,33.0284093668437,B,46.944645246843976,E,0
None,None,Other,Other,-15.387037108509908,A,D,-53.509846647478774,B,-77.53763479772326,B,1
Yes,Buddhist,African American,Other,172.53604096452847,E,D,-9.557238193425647,E,-19.11179789336677,B,1
Both,Hindu,Other,Germany,86.4249866185895,E,D,94.19473524651349,E,114.74646224943203,D,0
Both,Other,Hispanic,US,69.34323328314383,E,D,-136.29312150666112,B,-177.34388727845015,E,0
Mental,Hindu,White,China,-99.4012012043982,A,E,-43.41166512974205,E,-194.13462730279832,C,1
Mental,Hindu,Black,China,66.87052947857454,D,D,57.78765483840485,A,-60.29177741093661,B,1
Physical,Hindu,Other,US,-144.52403248038993,B,E,52.26268809343539,D,-119.3651430478305,A,0
Yes,Jewish,Asian,US,-3.9136429574193423,B,E,6.956040592209163,D,13.993480446315512,A,1
Mental,Buddhist,Asian,Brazil,82.94492232622315,E,D,170.08301013039494,E,-134.63272056641395,D,0
Yes,Jewish,Asian,US,68.13190237824989,A,D,-10.433267245718044,E,118.96167891110447,E,0
Physical,Muslim,Asian,China,-2.7705018601802127,A,E,130.3832955217466,B,-25.729395017241536,E,1
Both,Christian,Asian,Mexico,-26.891276463110565,E,E,55.36584237998506,B,-44.78746613858298,A,0
Both,Jewish,Asian,US,-148.36500982483767,A,A,37.07574149253095,B,16.65357605078772,C,1
No,Other,Other,China,-249.67630642525077,E,B,31.0054476868374,B,-38.83863869062356,E,0
Yes,Buddhist,African American,Brazil,-60.548425259517494,C,C,9.150406160321296,C,81.64198946278815,D,1
Physical,Other,African American,Other,-82.59099282410392,E,C,102.33416343793793,B,99.1180533477447,C,0
Mental,Jewish,Black,Brazil,19.67689156074081,B,A,129.22413616676982,A,-121.40799965830689,A,0
None,Hindu,Other,Other,-111.2665292342915,D,E,80.65977764151646,D,131.17034982575228,E,1
No,Buddhist,Other,India,142.15339377281958,A,D,-47.85275277017713,E,52.44499956574564,D,0
None,Muslim,Hispanic,US,90.44347632611996,E,B,24.26697303145205,E,85.46242293670458,A,1
Mental,Muslim,Black,Brazil,-3.015649292210009,C,B,-84.26068980918309,A,176.71722625373755,D,0
Mental,Muslim,Hispanic,Other,14.494640156910906,C,A,12.02443382964831,E,57.2342590899658,C,1
No,None,Other,Brazil,67.74198037479542,A,A,35.49206462300244,D,-19.11184453307508,C,0
Physical,Jewish,White,US,-135.7158682165148,A,A,26.904202505014112,C,-73.06787973201419,C,1
None,Muslim,Asian,Other,-51.953717826268495,D,B,-5.637188661440075,C,-106.84134998303496,C,0
Yes,None,Hispanic,Brazil,-155.63619382204848,D,A,47.77191484267669,B,-115.47091578187218,D,0
Physical,Hindu,Other,US,4.3250303989516325,B,C,11.366111929924951,C,6.222364150899634,A,0
Physical,Hindu,African American,UK,-82.41681577310915,E,B,145.1867401352848,A,26.254889860612607,E,0
No,Other,White,Mexico,164.9767423020123,A,D,-43.990285818354266,A,-169.09994890370433,E,1
Mental,Jewish,Black,Mexico,34.19639610433416,E,B,58.80582382483583,D,-14.87996304462547,A,0
None,None,White,Germany,-136.63796847672106,B,E,-27.040644854521727,E,-44.939510667662304,E,1
Physical,Jewish,African American,Other,114.7972275917896,C,C,-218.8461111715356,B,126.24673022116642,C,0
No,Jewish,Other,UK,-153.92960879824872,A,B,-12.04699987757685,A,-11.003256394120788,D,0
None,Jewish,Hispanic,Other,-108.73772326043772,C,B,-168.35286236366431,E,3.4768219022353226,D,1
Yes,Other,White,China,-197.25150799991465,A,D,1.316908264643218,B,132.28508531350906,D,1
Yes,Other,Black,Brazil,-24.628820953017783,B,D,97.26594674628977,C,-53.419340246742685,A,0
Both,Hindu,Black,Other,-231.37862655038788,A,C,-1.8393520504966228,D,120.15688823884776,B,1
Mental,Jewish,African American,US,53.37965890694769,C,C,170.82030605659568,E,59.818029129207474,E,0
Yes,Other,Black,Germany,-33.914858213568785,A,C,-29.170468866692666,C,-22.001151739487177,D,1
No,Other,White,Brazil,84.2899934379818,C,E,-127.16275387768887,C,10.252833950025913,E,1
Mental,Hindu,White,Mexico,-1.5052603375874551,A,D,2.110239365549673,A,13.836847079157524,E,0
No,None,Black,Brazil,-89.82583015874272,A,E,-66.54412635891079,B,248.12286544570475,E,1
None,Buddhist,White,Brazil,-46.585523792375426,E,A,14.675341617806403,E,-25.014051849032608,B,1
No,Muslim,African American,Brazil,-8.385729947292903,E,A,56.43003006427845,B,-5.160665690514334,A,1
Both,Other,African American,US,-211.36976668904825,C,C,-18.77037084370519,A,30.55884351321927,E,1
None,Christian,White,US,-44.27581677576572,E,E,-111.75200375768155,B,57.034273108691345,D,1
Mental,Other,African American,US,-100.59421381818687,D,B,-62.99574479275104,D,91.70851460165386,B,0
No,Muslim,Other,US,-21.791713082396026,C,C,36.96226045166225,B,74.75646451817957,B,1
No,Other,Black,Mexico,-16.684625788306914,C,C,-32.499615309774,E,26.987259363671456,C,1
Mental,Muslim,Hispanic,US,19.750507355382762,B,B,19.988523487889115,D,-12.368945333149368,C,0
None,None,Black,UK,97.37312463431999,E,D,50.32123768407186,D,-75.20303310314624,E,0
Both,Jewish,Asian,India,-117.73950119958319,E,B,-36.89311999270335,A,-82.76965236249877,A,0
None,Hindu,Black,Germany,-99.76337683428311,C,A,7.741853318226546,D,319.9260163438675,E,0
Mental,None,White,US,39.54033768812491,C,A,-24.87183943727318,A,-93.68377150232871,E,1
No,Christian,White,Other,-50.68029654050944,A,E,89.17304310926052,B,-111.31855578804024,E,0
Yes,None,Other,US,-154.82212435593974,B,E,70.31033573525973,A,193.43424214189355,D,1
Yes,Jewish,Other,US,-319.5976998711652,B,E,-176.6980158874575,C,-22.96558283467813,E,1
None,Buddhist,Black,US,0.03848377090925614,A,D,-12.755858847000725,B,-85.3452314205076,E,1
Physical,Buddhist,Asian,UK,125.48599924842487,D,A,-86.10781682263493,D,-191.36266834477996,E,1
None,None,Black,Other,152.55922322059897,C,C,24.167898048194242,E,58.23127682504303,D,0
None,Hindu,Asian,US,13.499489440706927,C,B,-252.32532287663386,E,-3.2342493006266917,C,0
Physical,Muslim,Black,Germany,-25.311898348504634,C,D,-79.93071228755649,E,-151.95026389812492,E,1
Physical,None,Hispanic,Germany,166.82175489089775,E,E,148.09594007650054,C,-225.02079859838,D,0
Mental,Christian,Black,Germany,-60.86072076943755,B,B,-65.26680534358314,C,17.19189192239625,E,1
Yes,None,Other,India,47.48982117413348,D,A,-70.04356335685759,E,209.44968302531942,D,0
None,Other,Black,India,98.27275624499238,B,D,-263.0244015405198,C,-28.838182060664703,E,1
None,Buddhist,Black,Brazil,156.08275027717607,E,E,23.559118749431406,D,-91.08611706584564,A,0
None,Christian,Black,Other,-121.94556040709759,E,D,-66.76976319600236,D,155.49446212225317,D,1
No,Muslim,Hispanic,US,-54.55653682541779,C,A,134.1087624929734,B,-38.2249761340379,C,0
None,Hindu,Asian,Brazil,-90.38555950885979,E,C,18.99732603714101,E,-52.3123222207558,D,1
Mental,None,African American,India,-24.228096616153792,D,A,-170.88545459981364,D,113.52781383531043,D,1
Yes,Jewish,Asian,Brazil,-95.70082759887796,D,B,-7.294833624446283,C,203.40451364408634,D,1
None,Christian,Asian,Mexico,148.40415424073345,C,A,46.23947314078776,D,74.25291191154062,D,0
No,Buddhist,Hispanic,Other,41.31193501253131,B,C,122.37065302866942,C,88.27968743012772,E,1
Physical,None,Asian,India,-94.69008407021931,B,E,-25.55304627915132,D,-94.81381949177758,C,1
None,Buddhist,White,US,-72.00868123939846,E,B,34.73472448708458,C,-12.520332536001833,C,1
Mental,Other,Hispanic,India,-144.6627958428524,C,D,-5.456743745414501,E,-43.39907500443782,B,0
Physical,Hindu,Hispanic,Germany,-65.6531316406903,A,E,2.3451159556470422,C,114.57633692209099,D,0
Mental,Buddhist,Hispanic,Mexico,-92.66632131354561,D,E,47.7429107764526,C,67.1317182859648,D,0
Yes,Muslim,Other,China,176.24100691276624,B,C,-163.67175489495122,C,63.08229524242529,E,1
No,Muslim,Black,UK,-67.5088041735686,C,D,97.14549291713777,A,-110.11274282252623,B,0
Both,Jewish,White,Germany,99.44384478036426,A,D,-53.85376825436224,E,-26.567514045854914,B,0
Mental,Other,White,Mexico,137.70700275249936,D,C,49.229542259249186,A,153.03909415310432,D,0
Physical,Muslim,Other,Other,142.90600840073523,B,D,-3.54055467502187,D,19.105073686142966,D,1
Physical,Muslim,Hispanic,UK,-114.3579914885015,C,C,90.17667116900257,E,-49.659097306695735,B,0
Mental,Other,Other,Other,51.348308554299805,E,B,7.719712527697413,D,24.077417334775603,D,1
Yes,Hindu,Hispanic,Mexico,97.61678387015155,E,B,-12.213406748128916,A,-19.58941199559475,A,1
Physical,Muslim,Hispanic,India,168.1799631267656,D,C,-89.63677625153366,A,-61.6256382146812,D,0
Both,Muslim,Hispanic,UK,51.2352212549794,E,C,-149.68300668353928,C,-105.825321306008,A,1
Mental,None,African American,Germany,225.95763824582113,B,C,36.595416857441556,E,160.80746752089715,C,0
No,None,White,China,171.6013057332652,D,E,112.98972554626762,B,-175.37412236712166,C,1
Mental,Christian,Other,China,-38.78955459157514,B,A,44.00285708279114,A,-49.019249373654425,A,1
Both,Muslim,Black,Other,24.030080202782166,D,B,137.88200150554383,A,-150.45347950010137,C,1
No,Other,White,US,-168.9730376334453,C,D,47.8343618619901,E,4.647963878910607,C,0
Physical,Hindu,African American,Brazil,-128.37128016826006,C,A,-199.51742806438955,C,-143.71968781865436,B,1
Mental,Christian,White,US,301.35155291535887,B,A,174.65732343990828,D,-146.713322966227,D,0
Yes,None,White,India,213.71543526415712,C,A,70.71881187145999,D,94.69264909307998,A,0
Both,Christian,African American,India,-130.31680383660625,A,D,25.28818064283616,D,-20.96544590288016,D,0
Yes,Jewish,Hispanic,Mexico,-20.290181680485563,E,A,-21.043128878724694,D,-90.03646342820831,B,0
Both,Christian,Asian,Germany,-118.60033811613175,A,E,-87.59946653920298,B,79.6457284619165,E,1
Mental,Hindu,Black,US,-157.05726111994608,A,A,-41.640997655818,B,-74.3895268107928,A,0
None,Jewish,White,Mexico,127.89703024788206,B,E,-15.854500544893657,B,-44.25399902892405,E,0
Both,Jewish,African American,Brazil,19.803583747837617,B,E,-144.77991683103255,D,52.673522673492116,C,0
Both,None,Hispanic,India,191.03713612916476,C,A,106.78300936845702,B,123.42717521108872,A,1
Yes,None,Other,Germany,113.07295343960402,E,E,-17.76123572317804,E,-34.25704053970496,B,1
Mental,None,Other,UK,65.48348142764688,A,A,-12.81664811900588,E,-110.37622774181055,A,0
None,Jewish,Asian,UK,42.79432220315823,A,A,-90.53076937162106,E,131.901267011669,B,1
Both,Other,African American,Germany,17.849813531798425,D,B,187.1793573168733,B,52.58746695096881,C,0
No,Hindu,White,Brazil,17.55720367397325,C,E,52.13298363947884,C,81.08520083929935,E,0
None,Other,African American,China,68.73468527252959,B,D,92.12029444938614,B,108.95369998363648,C,1
Yes,Buddhist,Asian,Brazil,48.11081415165014,B,E,-83.08473542253797,A,124.32946191562402,E,1
None,Buddhist,African American,UK,-65.04703597628831,A,E,-93.5979339269323,B,-14.239508916447367,E,0
None,Christian,Other,Brazil,-61.880866492762244,B,B,92.74634462120869,C,33.377982347697184,C,1
Physical,None,Hispanic,Other,-67.46900495507069,C,B,34.99935445637924,B,90.94660644884932,E,1
No,None,Hispanic,US,-13.33265977770742,D,A,-101.84815281749576,A,-120.80914541344858,D,1
Yes,Hindu,Hispanic,UK,31.48730915628557,B,C,-229.1143213980173,E,87.65513116852492,A,0
Yes,Christian,White,Mexico,281.8869405877778,C,E,66.27244295324518,C,19.007632621900125,E,1
No,Hindu,Asian,UK,-99.54595387086206,D,C,67.34100076383265,E,-78.67787092459204,B,0
No,None,Black,India,19.579039347682844,E,D,-108.39570967137217,C,92.33107945583589,A,1
No,None,Black,Other,22.267621135893954,D,D,5.334537033622673,A,147.53909655443522,A,0
Physical,None,African American,China,101.39867810062226,B,B,44.113153135258926,D,25.34573059842585,D,0
None,None,Black,US,6.229429414980962,B,A,12.358262502324791,B,-81.09650841881235,E,0
No,None,White,Other,79.54000003362817,C,D,-260.23596453733944,D,53.502351060351636,E,0
Yes,Muslim,Hispanic,UK,-20.09158589621883,A,A,105.1083551342434,B,72.04540476716438,C,1
Both,Jewish,Hispanic,Germany,31.52063372771486,D,E,-11.38998513451825,E,106.71487511779345,A,0
Yes,Hindu,Hispanic,UK,10.475615519872388,B,A,85.60734325988373,E,-127.77118347978602,A,0
Mental,Buddhist,Hispanic,Brazil,-162.03702887147685,E,E,112.9640847464346,A,28.381175886502604,B,0
None,Muslim,Hispanic,Mexico,-37.402264974434935,B,C,118.16099366936905,D,-153.26321758007927,D,0
Mental,Christian,Other,Other,21.56326969155475,B,D,-113.05764910228055,E,-62.31422959103362,A,1
No,Jewish,Black,Brazil,121.48435795783303,B,C,217.0443432786405,B,-42.15906764022451,A,0
Both,Other,African American,Other,95.61564354137738,E,B,-113.62265831095569,E,-113.29041473582629,A,1
No,Christian,Hispanic,China,103.72265916537988,D,E,-46.54526891451658,B,-105.76640747306378,C,0
Mental,Muslim,Other,UK,78.39082469549987,D,B,116.98900086792912,A,-25.443711573205064,B,0
Mental,Jewish,Asian,India,102.64027434831846,C,A,-63.38365801653902,A,95.2424670362528,E,1
None,Muslim,Hispanic,India,-121.14608921239439,A,D,9.143147603574128,A,207.90824499157821,C,0
No,Jewish,Hispanic,Other,-62.18628969221025,B,C,-103.37836585220673,A,95.24143109693861,D,0
Mental,Buddhist,Black,Other,-92.54272850977388,A,D,57.09290531018997,B,62.06699315448364,B,1
Yes,Muslim,Asian,China,-69.42014176456338,C,E,122.27621493154884,E,21.684405783852263,B,0
Physical,Christian,Other,UK,31.90376727082243,B,B,171.5474099953628,E,-108.31127251162191,B,1
No,Other,Asian,Mexico,1.131070859532404,A,D,132.9576492271551,C,-130.10707114401424,B,1
Physical,Hindu,African American,Brazil,181.25091533085845,A,C,54.10482794861505,E,-94.69102149067724,B,0
Physical,Muslim,Other,India,140.51271310263996,C,B,-5.01843391598803,B,-194.44597282987658,B,0
Mental,Christian,Hispanic,Other,99.59651053884151,C,A,202.70705310161387,E,12.734702922372218,B,0
None,None,White,India,51.18885742281937,B,D,-120.63217515689517,D,-27.047313757497072,C,1
Mental,Christian,Asian,China,-117.91118633938784,C,B,-107.67654529866813,B,35.03888301092313,D,1
Yes,Jewish,African American,Germany,44.198538850585926,A,D,103.33435812262033,D,-5.931647508126474,D,1
Mental,Muslim,Asian,US,-72.70917335344232,B,B,-1.6697376130035666,B,78.47035501763695,B,0
Physical,Buddhist,Black,Germany,-64.46875872374898,E,E,-11.644244452224797,C,-28.423315718146718,B,1
No,Hindu,Asian,Mexico,-104.31853258422541,C,D,-102.09817751270221,D,134.34160218574948,A,0
Both,Other,African American,US,-49.381238935764515,D,D,-89.85445849353665,E,-127.94753679143733,B,0
None,Muslim,Other,Other,-95.87272787074231,E,D,-24.150488507958382,C,-11.844244973747355,C,1
Physical,Muslim,Hispanic,Germany,74.32016833249273,E,E,25.152886792845536,E,-318.86849005186735,A,1
Yes,Buddhist,Other,Brazil,-26.896605332597574,A,A,65.11408614613265,B,-260.74516811067423,A,1
Physical,Christian,Asian,Brazil,-68.60776487580223,B,E,-124.53178377999086,C,-32.1865609229186,B,0
None,Other,Black,Brazil,27.49366023427439,E,A,32.24254320485293,A,-100.24557849747265,B,0
None,Muslim,Black,Brazil,275.3482322234186,E,E,80.66229109141194,D,-20.907664166817312,C,1
Both,Hindu,Black,Brazil,-14.709562263712229,C,C,153.49703604819587,A,7.296898914624414,B,0
Physical,Jewish,Black,Brazil,-5.034130269511877,B,D,-64.27337146414982,B,14.183983396963853,A,1
Mental,Hindu,White,China,-148.04910714633172,A,E,1.287467636253394,E,196.30085593090885,E,0
Mental,Jewish,Other,India,96.24664633407502,B,C,-67.23185885020614,A,-147.28894159643107,B,1
None,Jewish,White,Germany,-24.99004322739771,D,A,-130.86761975872946,E,-67.2404930802356,A,0
No,Hindu,African American,UK,-38.43257806460294,D,E,43.149379944593946,B,-39.94812670335975,A,1
Both,Other,Other,China,177.26603873015407,B,E,115.37171270186104,B,127.82384273102758,D,0
None,Jewish,Other,US,112.4026570742549,A,C,203.73085650232565,B,19.84870856877074,E,0
Physical,Hindu,African American,Mexico,-31.005182424853157,E,B,20.470553849667965,A,34.49588407535991,E,0
Physical,Hindu,White,Mexico,238.46452674587303,D,A,6.360906975381056,E,11.141169492783954,D,0
Both,Hindu,Black,UK,-53.57233153163704,D,C,45.77113048797306,A,65.7122655708628,E,0
No,Christian,White,Brazil,-67.39694170119965,D,B,-53.13033728427714,B,64.15504857518816,E,1
Yes,Christian,Asian,Mexico,-47.62374259232828,A,D,116.31760785405419,D,134.31425705929414,E,0
No,Buddhist,White,India,110.24624251572959,B,A,-241.05405401763403,B,-114.35826339931847,C,1
Mental,Hindu,Hispanic,Mexico,-196.45412736043673,A,C,1.0029596844630677,A,11.744240771527439,B,0
Both,None,Other,Mexico,43.76654920740054,A,D,-16.108976501413103,B,-165.02016819246623,C,1
Mental,None,White,China,-27.974837628995907,E,B,-100.6847073052597,C,-153.0313211535536,B,0
Physical,Jewish,Hispanic,UK,12.322733593543632,C,A,36.575270956931575,A,-182.26772586253423,C,0
Both,Other,Other,China,-3.1178586191205775,D,A,-24.326374800645944,B,-16.579622576334664,B,1
Mental,Hindu,African American,India,75.92494485613355,D,C,-165.19219920209926,C,4.399411556164966,B,0
Physical,Buddhist,Other,Brazil,43.43017116643975,B,A,-41.404320715300194,B,-78.04210418045159,E,1
Both,Jewish,Other,Other,-59.55687773395327,C,B,20.18296885371225,A,18.847371886000968,E,0
No,Jewish,Black,Mexico,-5.2190638874374224,C,E,16.350152782665457,A,-81.64706534558529,D,0
Both,Muslim,Black,US,64.03743951970552,D,C,-71.33304224954055,E,128.75306935814893,B,1
Mental,Hindu,Hispanic,China,60.82962947056942,B,B,136.59745611465814,B,191.26628457568899,C,1
