orientation,age_group,age,ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Bisexual,26-35,88,Hispanic,19.7980353517227,D,E,E,29.56370767395874,37.886340221794036,E,-19.664804928747877,B,D,24.593253558057256,15.323876981825457,-91.5009266096099,A,126.0333447433367,B,B,1
Bisexual,18-25,22,Other,66.77268024940383,E,B,E,201.36674907872268,-125.7022120877338,D,-47.28665584757434,D,E,-108.00263237470122,13.040378280707209,-26.349057501541278,E,-65.75467189608696,A,C,1
Bisexual,36-50,70,Hispanic,14.200287969452837,D,A,C,-64.48786437902483,-36.98531650002996,A,163.96397267636036,D,B,-46.38093821541866,139.4052633149673,78.54980535857536,C,100.61825473076145,C,E,1
Bisexual,51-65,77,African American,-120.14439922045344,C,B,C,-74.98142482930145,59.73121075010314,B,-11.904802034802202,E,B,-170.62729059959946,-107.70797517835133,-1.7173443725842237,A,26.202943676588802,B,C,0
Heterosexual,51-65,40,White,0.6328066352285061,B,D,D,-39.72666374937024,-140.57878371257274,D,80.66278439300521,B,C,33.77770845645499,-11.511722635100371,-46.6815026377263,D,-40.47820601782654,E,D,0
Homosexual,26-35,28,White,6.102348167131247,B,A,B,-145.46676202748412,-118.41285182051968,B,-4.089238748205624,D,B,45.58029767669021,-42.77636110572206,28.234387583650317,B,-106.26018709963682,D,C,0
Other,18-25,41,African American,-110.5470616595946,B,E,B,35.68534327473456,183.43210985364246,B,-25.92544284588873,E,B,28.072791445730893,109.24506356122492,-33.891821438278704,A,70.05059929044243,A,A,0
Heterosexual,18-25,42,Hispanic,154.9968493024141,C,A,A,86.48693695848118,33.102314618739044,E,9.887197541492428,A,B,-94.3015775801181,18.9200169944851,-33.32933976512484,E,24.385473933184887,B,A,0
Heterosexual,65+,95,Other,62.12472449168922,E,B,C,19.509540310153547,-57.19919460675313,E,-28.562173092124027,E,E,-236.35017153208827,-107.96177463269916,17.679482421309654,C,18.97754098226902,C,A,0
Homosexual,51-65,99,Other,-20.200739937559163,B,C,D,147.89135426859843,-3.852148768880719,C,-105.54727625207983,D,A,-25.325538633162463,94.3741798093912,-80.59253357875828,A,-114.14070970964127,A,A,1
Heterosexual,65+,97,Other,-27.233728409463648,D,B,E,49.57612923615964,0.6792544127066268,E,-0.5109093442166506,A,D,49.22441261517605,5.365950238504815,30.302614492120565,D,4.243807264149982,A,D,1
Other,36-50,87,Hispanic,32.82731237548071,E,C,E,-6.944472163775616,-77.07481487827582,E,45.07352651646425,D,B,-4.307603082800716,14.585010880981475,39.8149579617373,B,16.813621787594947,B,E,1
Heterosexual,36-50,38,African American,-67.3521174973543,D,C,D,-109.44232089247019,233.91900919678696,C,50.51175720773545,D,E,70.77154917710764,41.11946726070235,105.50106184671881,B,274.13348834926666,C,A,1
Homosexual,18-25,36,Other,59.13895029487598,A,D,B,172.63733910976538,70.2781422274389,B,112.93579742706412,B,A,56.52689135929542,-230.53793001903742,-116.37971212919442,A,-198.19259615243112,B,D,0
Bisexual,18-25,83,Black,43.61386707274562,A,A,D,192.72753814008027,-102.73891077874349,E,50.258999787104685,C,E,-44.05325152011335,-96.2700569303041,-91.22997859524818,D,30.779676356779273,E,B,0
Heterosexual,36-50,62,African American,65.04843714415782,C,B,E,-114.81300514407404,-101.01953334669007,C,28.258850398524082,E,C,135.45919247649348,-90.21018717639258,-6.562946062232868,A,82.80692244343571,D,E,0
Other,36-50,53,Black,13.468984229589656,B,E,E,-86.2225485242694,166.21181038846407,C,-153.87599822231383,D,A,-178.61740469468776,173.8668636369868,105.52819565214699,B,-79.05235147163687,A,A,0
Homosexual,36-50,62,Other,33.912249638679626,A,E,E,23.712774555032787,169.0301956183176,B,-154.2811493916758,A,A,-74.06453376892419,-56.86709080050728,-57.461298242442936,C,-80.74350677545212,D,E,1
Heterosexual,51-65,89,Other,-81.49100267050456,A,C,B,47.92676672501682,-34.168945708757036,D,142.07166158557166,A,E,-51.463610100876636,103.99493960647331,55.09447039702019,D,-98.41841519836235,C,E,0
Bisexual,36-50,37,Black,11.826064814951609,A,D,C,0.20086864156228187,115.36373373541491,A,56.06082584468034,B,B,71.9710351801874,86.99534906811085,-59.23511821637986,B,16.787558785457435,E,D,1
Other,26-35,54,African American,-46.636328751280935,E,E,A,45.312264513775105,105.12798387267155,B,-118.47638778980019,C,B,-28.51308592370705,71.84004524593766,-40.58438343095035,B,-79.5238009827937,B,E,1
Bisexual,26-35,47,Hispanic,-44.423498421407245,A,D,E,23.62804728350197,58.795052526051265,C,44.36363277188221,E,A,174.57745972673186,-12.217228005667076,-93.86510100403243,E,77.34794133315826,A,D,1
Other,26-35,29,White,111.7446229213857,D,C,C,68.43217213249447,77.29802497740226,C,51.680316409329144,B,C,-84.22652332295823,-50.8493492750714,56.12186354323969,B,28.635079266077152,E,C,0
Bisexual,18-25,67,Black,-81.37628695645543,B,A,A,-165.15489298553442,-15.361442274850438,B,-30.114065124057017,C,E,-32.84651509656083,-32.108206837221545,-131.14858905975086,A,-41.05836731268401,B,D,0
Homosexual,36-50,70,Black,-99.82879662968361,C,A,B,183.79730898830047,8.401347194546604,E,-173.76145757039876,B,C,76.59588299366622,-107.4060344087642,-2.0149275973768486,C,-77.57904869623265,C,D,0
Other,65+,21,African American,-9.101799587899404,B,A,A,-100.2216105015391,-114.61344877489903,D,-144.8739566597683,D,E,159.47238531918703,-83.22281829419873,-168.76181430694584,B,31.877289452723684,A,C,0
Bisexual,65+,81,Black,-140.9309500400929,B,A,B,135.31456230985702,117.43857549100929,B,-110.45470764510632,A,A,-80.18733445668973,81.40180016937126,115.68101173395344,C,146.59226000831202,D,D,1
Other,36-50,39,Hispanic,79.58579613057339,C,A,E,27.412701329670785,207.76378109363077,A,91.01099303848946,B,B,24.12927970629807,10.346792880030504,-135.9424668008752,B,82.6331572383243,A,C,0
Other,36-50,75,Other,-30.522024069786553,A,C,E,184.55629868001756,-27.062841334939975,B,-123.05423162111693,C,E,-35.80592071814293,-11.378999472114652,150.61881888438353,D,-195.12046271379043,C,A,1
Heterosexual,26-35,87,Asian,-142.2104349350486,E,B,A,41.22195877802315,58.81988725244825,A,-30.67806533373581,B,C,-74.48216676523849,-74.73871764281157,123.19755016349635,B,20.77039163637166,D,C,1
Other,51-65,24,Asian,32.4439611680872,C,E,C,178.34544125343157,105.44351275640913,C,-62.45583984872061,C,B,-25.052886416927738,-75.99379443359807,-35.26387535128848,A,-43.807315633864654,C,A,0
Bisexual,51-65,24,White,-56.597802449850974,C,A,D,58.19291107287066,-52.05259557258846,B,151.44784878236024,C,A,-130.46522497034107,15.327495791302514,123.59478801817534,B,61.55960301540576,C,B,1
Bisexual,36-50,24,African American,204.70551363943378,C,C,C,206.7051977473275,1.2264646271896542,D,67.65417523131033,A,B,-129.16654444399373,-104.05514427867895,-88.17043065626588,E,-193.07816222108508,C,A,0
Heterosexual,51-65,44,African American,-39.847241635840206,D,D,E,133.210602051189,63.67513550361401,C,14.580974720633966,C,E,-5.437211709741413,-0.20034962966801645,67.29877141669154,D,13.231374529257497,C,E,0
Heterosexual,65+,96,Black,-13.430556449585549,B,C,C,-31.356081212197513,1.6568682168896627,A,45.92773896421814,C,A,-26.196685263411883,-54.369741845415994,-166.0973851310723,D,15.210622702413671,C,B,1
Bisexual,18-25,45,Black,107.15487380854634,D,A,C,66.97263429682732,145.83667722893148,C,-131.44157650928454,D,E,35.3318213346719,-129.49026113436418,-42.34347649884852,C,-16.675937169594224,A,E,1
Homosexual,65+,34,Black,70.3574265797846,C,E,E,55.83907589382163,71.5162320490969,D,32.13710767278284,E,D,-104.28839546021477,-1.0154939160014584,-156.97751158560857,A,-161.13027812725724,B,C,0
Heterosexual,65+,78,Other,-5.6303869156719895,D,C,E,105.51061005709307,1.0210044951385244,D,-103.95618850550392,A,A,134.0394952803167,26.269136177562093,142.97049785671587,D,-20.63184299851476,A,B,1
Heterosexual,36-50,67,Hispanic,71.74896442402121,C,E,C,124.30052967154799,132.15885118390943,C,-18.90489005505639,C,E,-109.70978596656913,-50.523315217920114,9.48528346412922,A,76.38612548621904,C,E,1
Homosexual,26-35,90,Hispanic,-346.2958444052897,B,B,A,238.09083739782565,119.34063281374965,E,140.5195872460243,B,A,102.20681523602624,-41.958241988135406,-43.02166206354969,B,-76.18825589906226,D,D,1
Heterosexual,36-50,67,Asian,-19.175559140246417,A,C,E,-84.22636907206737,-229.06509573909312,D,156.25276757554522,A,A,129.9661893202051,60.86045822074097,226.0130632669434,D,42.43669142924838,A,B,1
Heterosexual,26-35,83,White,14.769877414236813,D,D,A,-42.136669323104265,-7.601988479191581,D,-53.12195333919647,C,A,-57.77285983856492,-22.247054848440797,-113.90215543861618,C,-32.405665274216524,E,D,1
Homosexual,65+,24,Other,-2.5944038027316876,B,A,A,-102.12929808718738,-30.910971744755695,D,-68.30019231024768,E,E,20.086802485394788,-105.94081025513869,-57.24453845155606,A,-28.239417189002047,C,E,0
Heterosexual,36-50,97,Hispanic,-35.4824823177539,B,A,D,31.36779418668938,109.72232651070162,A,140.30878439908358,D,A,-29.767765316352822,31.473359571333248,187.65204465956103,C,101.58997960019775,C,E,0
Bisexual,18-25,48,African American,-169.5589534100932,A,D,C,-45.388847590400935,-7.016740782311809,D,86.15708158111359,A,B,-30.62686087036909,129.75748215837015,-56.5206038913996,D,72.77347794885658,B,B,1
Other,26-35,20,Asian,-111.41601536650747,B,C,C,-13.056624331634264,13.155565122690149,D,-35.951873544655655,C,E,52.87290306040825,-75.84766118725834,75.08652138141333,A,-137.70128474162183,E,E,1
Other,36-50,75,Black,79.17500791469048,C,D,D,-86.8799282571448,25.390596615456364,E,-21.72486884231194,E,D,13.996418466506299,21.14610705501541,-106.35973083307813,B,123.97220303458465,A,C,1
Homosexual,51-65,85,Black,0.3079754756168291,E,E,C,155.8952187559718,64.3608107001045,C,64.218548589772,C,E,20.637408165563162,99.07759714231013,-138.68726084647574,A,225.23477623542328,D,B,0
Bisexual,65+,31,White,32.99796078999077,C,B,A,-71.40954794996621,-55.214595856349014,B,204.5815717965792,C,A,-65.92479852007051,-83.89981598679572,111.83026891932295,C,31.24194056159883,B,E,0
Heterosexual,51-65,43,Hispanic,-98.09221026274307,E,A,B,-114.10507183512131,-21.217518970022518,E,37.364915945879815,A,D,84.6750331054659,-115.98258150463022,17.158624963995745,E,45.22843701544159,E,D,0
Bisexual,18-25,89,Asian,111.81195551936447,D,A,E,-56.82635379087804,135.1387225999674,B,92.0247712424936,A,C,-116.81108086842484,145.64786968245014,-30.047848900599234,A,1.092879157688452,C,C,1
Other,51-65,89,White,-161.8906576822889,C,B,A,-2.934229933195328,0.12000318149509442,A,-124.56215404531868,E,C,-11.350796866140863,6.450376921994259,-39.273735614836326,A,-21.229916762960137,A,D,1
Other,26-35,76,Black,239.51761689917635,D,D,C,-208.09632465185092,-15.65667771038958,A,-58.454707121632985,D,B,-5.617796491509413,-137.31214944046596,61.46501033896193,B,223.8268166880518,D,C,1
Bisexual,26-35,76,White,142.67603114136048,A,D,D,-25.464333171469267,33.7394565484969,D,100.20043003031962,B,C,-146.31227956456618,204.82257779963487,-205.87632139435473,A,41.61310407351528,D,E,0
Heterosexual,26-35,66,Hispanic,-89.20207932100081,D,E,C,-67.1060329478839,-57.47655788323864,E,28.95910584087587,E,B,-14.58403250693979,-149.5235192350996,-139.01913134278388,C,46.587424412437805,A,C,1
Other,51-65,46,Asian,-152.67477785830647,C,D,D,21.425211990795088,-88.06261427557021,D,95.87882901195877,C,E,29.103128622765933,148.77544402194184,105.9772943863891,E,84.11864950925293,C,D,0
Bisexual,65+,74,Other,15.86095382213214,B,B,B,53.28173268685181,-170.59063178349055,E,-36.10875486420084,D,D,136.6427246840901,-136.90813989064588,-254.05731290523832,D,21.251257959615707,A,C,0
Heterosexual,36-50,30,Black,87.70821146511807,E,D,C,-84.53518599897389,96.99740424050898,E,163.1049423302849,B,D,10.251483369556547,211.7193206346496,3.9826015204706153,E,8.266928317123067,D,A,0
Heterosexual,18-25,73,Asian,-9.540106026803569,C,E,B,24.35309797075647,-47.13042260917822,D,-63.97608968873517,D,C,72.8962578292428,-49.64607410758433,126.66161992646738,A,108.02759785446415,A,C,0
Bisexual,26-35,43,Other,48.19757554821412,D,B,B,-278.9353071430277,-49.36258277864078,C,220.8833440191047,E,E,13.762443760778648,-20.92068278327658,-40.766086243035254,A,-48.66782547124504,D,B,1
Bisexual,18-25,56,Other,113.31537226794228,C,E,E,-115.26714609939373,44.64918708489857,C,-74.84534539588695,D,B,100.48532530940881,-28.479262094143277,-18.016889126207598,D,-101.01057922826678,E,E,1
Other,36-50,58,Asian,84.69031370745222,A,E,D,-71.243662729591,86.20574899668813,B,-116.19322142366141,E,B,-53.21301258382617,19.07272143544262,22.905193992955546,E,169.68747736923208,D,A,0
Other,26-35,66,Asian,-101.87969336064289,C,A,E,189.64878708306898,-195.46011023082318,B,149.72573447543664,A,C,46.214422739523236,-22.15005694890649,22.4444983118868,E,-41.4130118054009,D,B,1
Other,26-35,63,African American,97.19659524769258,B,E,A,-297.72004143386977,-43.622590645315846,A,-196.01345857443724,D,D,-40.317974348037694,111.45588461925288,-197.62172998768273,B,16.462585106079704,C,A,0
Other,51-65,63,Hispanic,-177.22541966099672,A,A,B,103.30954699787105,-139.39924297032846,C,8.050321974529412,D,C,-191.28296800808198,86.88006002105652,162.33673371697233,E,2.6335831443246143,B,E,0
Heterosexual,18-25,55,African American,11.461968581968119,E,A,E,-103.25596320481591,-207.73582660059014,B,19.610885129631313,D,C,-47.70107088173414,-37.85884747454065,6.747922972018326,C,-79.52053250359702,D,D,0
Bisexual,26-35,84,Black,114.23219080147689,C,E,D,-136.23966313300107,-42.76431820898641,D,-97.1538300992893,B,E,-9.577386106802303,20.264358689584025,127.7961015050415,D,-67.81097433602403,B,D,1
Bisexual,18-25,27,White,-43.28804110851774,D,E,D,22.081112264416266,49.25695001072998,C,-75.56242722943745,A,D,60.28510188397625,-45.27228568171436,79.81345226735222,C,-126.80813802593008,E,C,0
Heterosexual,26-35,84,White,-1.3493653774368208,B,B,E,231.095865128517,7.325629037784368,C,-37.61830488229154,D,C,64.26831647443026,40.53908896464327,85.50010270996327,A,-134.28100845475402,E,E,1
Other,26-35,34,Asian,24.194964187861736,C,A,A,84.23729826280436,-125.34908496377324,E,99.7433974634972,D,B,-121.38262028877196,4.07381362895181,-192.2394258256378,D,-8.240848101239818,B,B,1
Heterosexual,26-35,70,Hispanic,28.331793557047014,C,B,E,-62.358505482129324,-138.91584135470265,A,-87.18678027127625,E,E,133.67874667371998,-140.31615009564499,44.78879014420286,B,-277.1902227497649,C,A,1
Homosexual,18-25,78,Black,72.30813703557224,B,E,A,152.08824467671306,171.08881047985113,C,-62.943126010069086,C,C,-67.33719786570268,35.668242536704895,233.6352736562211,E,-0.050173722023424745,C,B,1
Heterosexual,65+,59,Black,26.60585768960686,C,E,B,-34.22742901276564,-210.31185349019415,A,14.763148786165978,C,B,28.9410450618343,-4.434098864241905,-61.00504947277556,E,94.03889897314383,C,B,1
Homosexual,51-65,43,Asian,68.77070193476489,D,D,C,-18.053155100904757,119.54423224213357,A,42.510343215958166,A,E,74.55247862340826,-94.94680647765978,18.95677443367089,A,-129.7599980228943,C,C,0
Bisexual,18-25,26,African American,-36.81690555925621,D,D,D,-143.7577365735552,9.245758170944683,B,7.419057337823881,D,A,-5.215846552909813,-78.23390141760183,-2.9055449910451476,D,-148.23676158146552,A,B,1
Bisexual,18-25,83,African American,21.639004595458104,D,C,D,83.36769981405052,29.79756539403466,D,-227.09363031015855,B,B,72.09557146018317,-58.147772962065794,-70.9205568904808,C,-31.22906706763909,C,A,1
Bisexual,18-25,61,Asian,-38.21152200130945,E,B,D,13.021417717439931,17.169202640214127,B,104.826624994132,C,E,-43.08182325232481,-85.6967974544955,-30.259042614477472,B,-124.08325519735808,D,A,1
Bisexual,26-35,49,Asian,81.02924396689407,E,E,B,-13.912195252737583,-113.84352917720825,D,-42.42127647129503,A,B,201.3879928264295,114.7918185998616,29.272698463750384,D,110.24861480213433,A,D,1
Bisexual,51-65,42,Black,-217.3026698277775,D,B,E,-90.26607376438807,-44.18404750048665,A,9.15494081214758,C,D,89.70395661707896,-46.768693932054454,-41.8315188826076,D,129.83750133186373,C,D,0
Heterosexual,36-50,82,Hispanic,-22.342452080621946,E,E,D,-80.4432282318288,90.00688381100707,E,-39.37232111230043,D,A,87.46016506245762,-212.18305685224607,30.3017477748184,A,-102.93641428590831,D,A,0
Bisexual,36-50,31,Asian,-87.42792685157255,C,E,B,-250.14331839291222,164.776055637421,C,-237.98268544433023,A,C,-23.845865216254115,16.448410666096233,78.8871047991738,D,80.25767355386212,D,D,0
Homosexual,26-35,25,Hispanic,-5.5004600154077306,A,E,E,-113.76303160145626,-88.32161031819112,E,-26.61194944691165,E,C,-48.70649065526677,-113.77624187200182,165.74312740658854,C,-56.69102687188039,E,E,0
Homosexual,18-25,53,Black,-52.87826724214578,A,B,D,-80.47233242426309,-7.841380020060429,B,4.516379635533491,C,B,-50.532877941135,-42.50475392455609,91.09640924739725,D,-34.98756614280772,C,C,0
Homosexual,26-35,71,Asian,27.60659579551628,B,C,B,23.55734420105992,-63.51079966499916,E,-24.407458764763415,E,E,61.139268067437605,-109.74945859943752,53.8581527954648,E,-141.1119863057271,D,E,0
Homosexual,18-25,24,Hispanic,-128.373858237759,A,E,A,81.39278895852476,57.9422527101175,C,17.785023172507145,A,D,-14.860518258801456,-73.56560310166658,-91.24858325986344,E,-144.81620470869046,C,E,1
Bisexual,51-65,86,White,109.70698760519679,A,D,A,-252.02935458428186,-74.26105226495869,B,-75.06465887072342,C,C,153.85201123579495,-73.24315749416573,121.97204720309954,D,170.96835937550054,D,A,1
Other,26-35,82,White,188.20431472450824,A,E,C,126.3418596085271,-5.53995907087577,E,-66.72089221745476,A,E,-127.48574814850113,-36.453508454770436,78.09839563514149,D,-105.92575722058098,D,C,1
Homosexual,18-25,91,White,-96.08783341720059,A,E,B,-86.85199651845092,-131.85495551298953,E,62.91032803956661,B,B,-29.800478082091598,41.62696992240325,64.49003458555981,B,-43.55401470317219,D,C,1
Bisexual,65+,51,Asian,-285.5867157285583,C,C,B,-16.94492840194949,-24.589086383130304,D,68.41616193607686,E,A,-12.103908037122954,18.682141336907872,107.1312835699628,B,-72.44081154758463,A,A,0
Other,65+,79,Asian,-37.87281713939538,C,A,E,-134.5539058095565,-15.226430249501202,E,-24.629433789689365,D,B,-95.22644016935855,27.130869727635865,45.33976902559146,D,74.97482648882283,D,D,1
Bisexual,51-65,99,White,60.044756874203586,A,E,B,118.16320945194111,88.53593500496545,E,5.147375624385291,A,A,143.58111122092956,140.21429450683672,97.97827098846277,A,15.579655810648724,A,D,0
Heterosexual,65+,52,Asian,-84.75558390928396,A,E,B,74.19503021685712,82.85429466391446,D,-208.72418970023224,D,C,-14.319587790941446,-40.12534696203211,122.27063576111394,C,259.0691167809466,D,B,1
Homosexual,36-50,73,Hispanic,-120.06012901949545,D,B,C,-105.68859675393027,-27.675075663096877,D,-34.5900698275142,A,A,124.44111568360327,109.49082737296531,-146.02317847656104,C,-69.00208287540211,E,D,0
