Disability,Religion,Nationality,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Yes,None,China,No,74.1317592216904,-242.2876830621507,64.44701366837123,A,D,E,D,1
No,Hindu,India,Veteran,23.617549276221226,-38.460939933098715,96.17326016300358,D,B,E,A,0
Mental,Other,UK,Yes,-78.40523174291036,190.19486349620567,-89.81176600171581,C,D,B,D,0
Mental,Hindu,Other,Veteran,-137.67105489998622,-163.78285912736808,-50.89946437392627,B,B,A,B,0
Yes,Muslim,Germany,Yes,188.31474580432902,-46.262625971177606,-281.29579083950154,C,D,E,B,0
Yes,Buddhist,India,Veteran,-62.23088039844957,187.13892486371878,9.569375208998162,D,B,D,B,0
None,Christian,China,Veteran,-121.0425865085343,-41.59769439753703,25.478734497987514,C,B,E,A,1
No,Muslim,China,Non-Veteran,64.39231624520698,69.32936732159563,-22.36676140710026,E,D,E,B,0
Yes,None,UK,No,109.79539621717348,-1.3888143566533628,-87.34683195743811,D,C,D,C,1
None,None,Germany,Yes,57.79637875632054,133.17390583331618,-204.76929899861327,D,D,C,C,1
Yes,Muslim,Brazil,Veteran,36.03931796264436,115.09848835854213,-104.20185195220486,C,B,B,A,1
Physical,Muslim,India,Yes,-33.92013644951052,122.58694831588654,47.21418181225303,C,A,B,D,0
Physical,Other,India,Non-Veteran,-64.14338253975109,-96.1165312386817,-9.233885425357537,A,B,E,C,0
Mental,Jewish,US,Non-Veteran,-6.739375898635533,29.44058865419571,203.12135212163014,A,B,E,D,0
Mental,Muslim,Brazil,No,-1.8599007446249827,-98.97732340348107,-0.40950857174773153,B,A,C,A,0
Physical,Christian,US,No,-224.71347689995795,-3.55897041689524,-344.2499905892482,A,E,E,A,1
Mental,Christian,India,Veteran,81.46152338745031,-31.54110161127493,45.34582934458117,B,A,E,E,1
None,Jewish,Mexico,No,-47.256030901531645,290.5212009881372,-62.33349253383664,D,B,E,A,1
Mental,Jewish,UK,Veteran,1.546400703089512,6.9909951017459,3.39677988531391,E,A,B,E,1
Yes,Christian,Mexico,No,-69.65912565811571,-11.426429526937783,35.014091455919086,E,C,A,E,0
No,Jewish,UK,Non-Veteran,18.25177699438442,-95.823470364027,19.239465085837512,E,E,B,D,1
No,Muslim,Germany,Yes,59.92701522169449,-136.6904990883,-158.54503681812167,B,D,E,A,0
Both,Muslim,Brazil,Yes,-109.86138976198916,106.67984718790551,32.90811560984592,C,D,A,A,1
Mental,None,China,Yes,-36.11788526286915,-104.04457428931515,27.278308510831657,D,C,B,B,1
Yes,Muslim,Brazil,Yes,-98.25609612053503,105.82451313756094,-139.27165958966847,D,A,E,B,1
Both,Buddhist,UK,Veteran,73.84768350510576,-25.217234881435115,96.28414280861628,B,A,D,D,0
No,Christian,China,Non-Veteran,-130.64968804361027,33.40703001871358,185.23391383170022,B,C,C,E,1
No,None,UK,Veteran,-24.00175287833442,-67.7605165945971,46.06880281717321,D,D,E,E,0
Yes,Other,UK,Non-Veteran,-23.50261021307026,-77.68499763288642,5.658439310090431,A,C,D,E,0
No,None,US,Veteran,7.209543886229978,156.89107284538554,-116.57656982544331,B,B,D,C,1
No,Hindu,Mexico,Non-Veteran,-50.31587275389244,71.89642042102945,-9.955095617263728,C,A,D,C,0
Mental,Buddhist,Brazil,Veteran,-64.06570814088288,56.3813087478076,55.789577417181654,B,B,E,E,0
None,Other,US,No,-131.31460063529207,-55.50356587958809,-100.53474112419529,C,B,E,E,0
Physical,None,US,Yes,-191.45265240420562,-153.9595776393289,-87.38082532633213,E,C,D,D,1
Yes,None,Germany,No,190.71410220662136,1.4563114797941386,26.21175520114451,C,B,A,D,0
No,Jewish,Other,Veteran,154.5495970825363,223.41627781755312,72.92096399368906,A,C,A,A,0
None,None,US,Yes,-207.1673730065177,149.7077854854141,154.38784670328317,B,C,B,B,1
Physical,None,UK,No,84.35879039588005,-63.140994900161665,34.08133746849706,E,C,B,D,0
Both,Other,US,No,-52.02045164048602,166.9797248326377,-34.78599564249168,E,A,B,E,0
Both,Jewish,Germany,Non-Veteran,-52.8736426358152,6.5078407991444545,-98.93288454365357,A,A,C,E,1
None,Muslim,Other,Veteran,99.95904978510548,-12.651207533776443,-27.419325744628892,B,C,C,C,1
Yes,None,US,Veteran,-124.26445838688703,-54.784081712790886,53.23898302762902,D,C,A,B,0
No,Christian,UK,Yes,-182.9327214626438,29.87369419252255,1.3275104322370004,D,E,E,E,0
Mental,Muslim,Germany,Non-Veteran,-173.37759077428413,-60.769049970727394,-130.72297279654768,A,E,C,D,0
Yes,Christian,UK,No,94.60507106171741,-115.51409166074464,131.1562603760686,C,A,C,A,1
No,Muslim,China,Non-Veteran,-134.32191459613637,-39.700590175289236,186.37368480138997,D,E,B,B,0
None,Muslim,India,Yes,181.21351201184274,58.003463740922626,-41.21941355491645,B,A,A,A,0
Yes,None,Germany,Non-Veteran,189.8521983117817,111.38009122320034,-1.1319356258523352,A,E,B,A,0
Physical,None,Germany,No,-207.57328091392978,181.36034209055123,28.09232720009374,C,C,E,C,1
Mental,Jewish,Other,Non-Veteran,-192.2706935544746,-34.973023792066925,114.34411313364099,A,D,B,D,0
Mental,Christian,UK,Veteran,-38.18343276993219,9.427161806904442,-10.50074367267974,D,A,A,E,0
Mental,Hindu,US,No,186.73496622669526,66.73806486688107,-8.483349195103525,D,C,D,A,1
Both,Buddhist,India,Yes,-145.05092609516564,-109.47194636419484,-79.91306349973615,C,D,C,E,1
Physical,None,US,Non-Veteran,-5.73975181694414,147.98827878890614,-9.21130964140123,B,C,E,E,0
No,Christian,China,Non-Veteran,22.096433969369894,-160.66040820398635,163.45855575724437,D,A,B,E,1
Yes,Hindu,Mexico,No,47.038406193574076,92.84693946654852,-20.56261349172899,E,A,C,C,0
No,Muslim,Other,Yes,58.08886187913308,79.7798776502447,-111.18087980602942,A,B,B,C,0
No,None,US,Yes,-64.22476296420096,-206.39379339568796,182.57003854184154,C,B,D,D,0
None,None,Mexico,Non-Veteran,81.02440249711786,61.470014871276646,79.49236681136719,E,D,B,C,0
Mental,Christian,Mexico,Non-Veteran,-56.72636181708545,164.1579486584837,65.50138558161309,C,B,B,A,1
No,None,China,Non-Veteran,-187.19314772547924,-102.13233979150864,40.89314632769696,E,E,D,E,0
None,Buddhist,China,Yes,189.1270989133295,80.38340745643086,-42.103710520364444,D,A,E,D,0
Both,None,China,Non-Veteran,-55.69138368367372,58.03139402308405,59.20205892076602,E,E,A,B,1
Yes,None,US,No,-210.55156512370044,2.234363934166611,-73.34663312940765,B,D,E,D,0
No,None,China,No,-76.36697578463406,-76.04429172196889,-26.239998339432507,B,B,C,D,0
Yes,None,Other,Yes,-14.748647831473116,35.7345610114241,-5.576646304454147,C,C,C,B,0
None,None,Mexico,Non-Veteran,60.73934879154162,-231.3015420771573,-69.87863945564452,B,D,D,D,1
Physical,Other,Germany,Non-Veteran,-7.813709820306655,-109.42833566205988,2.410049856002,D,D,B,E,0
None,Christian,Brazil,Veteran,209.4352385221326,-6.199313451407861,-39.53507578898498,E,A,D,B,0
None,Buddhist,Mexico,No,-27.477662609353377,-58.719084466504235,-1.3139543657981634,E,C,C,D,1
Both,Buddhist,Other,No,-30.836728011432925,50.66591417866076,49.22686814322165,D,B,B,A,0
Both,Muslim,Other,Veteran,-74.51086494036855,103.10146701552483,2.578978711041061,B,C,E,C,0
Both,None,Mexico,Yes,41.3174048888534,-10.241419759608823,-55.63161891039332,B,B,C,E,1
Both,Other,India,Yes,-25.360979804149846,12.967721927046552,82.78277250786292,A,E,B,C,1
Both,Hindu,Other,Non-Veteran,-148.187566742026,-0.8345544544426835,61.4038086806073,E,A,E,D,0
Yes,Hindu,Brazil,Non-Veteran,164.53414762217403,27.350898650135324,-101.71614124966585,C,C,C,C,1
Mental,Buddhist,UK,Non-Veteran,10.157789699669477,123.15269880719262,45.72076565821811,B,B,C,D,1
Physical,Buddhist,India,Yes,65.12371286054866,45.02828150294762,7.93115849922683,D,E,D,C,1
Both,Buddhist,India,Non-Veteran,-244.17488867123902,-139.41174584861494,-62.40921954089171,A,B,C,B,1
Mental,None,Brazil,Non-Veteran,65.03648414305458,-15.059864937729866,63.45258350421552,B,A,E,D,1
Yes,Buddhist,Mexico,Veteran,-128.86427572932052,-129.2548227216838,-19.153790624894896,D,B,D,E,0
No,Christian,Mexico,Non-Veteran,91.55195504780914,76.14415339018093,-63.67453084481966,D,E,A,C,0
None,Christian,Other,Non-Veteran,-162.6406668750603,-178.24531364840036,88.55634649347942,A,E,E,D,0
No,Buddhist,US,No,-32.50385259531622,-121.74472774585476,45.616533969612576,B,E,B,D,1
No,Christian,Mexico,Veteran,105.5497658411946,64.81991355237989,-131.43351130255672,C,B,D,D,1
Both,Muslim,Brazil,Yes,-18.179102034313313,-61.74605306183811,-74.62857511662912,C,E,C,B,0
Yes,Hindu,China,No,27.06765187818131,110.06411260966351,46.26668551718838,E,B,E,D,1
Both,Christian,Mexico,Yes,3.0816283715834136,57.3104358351883,108.43111155543042,C,B,B,D,1
None,Other,UK,Yes,-66.49076965511134,-138.5830783256603,-4.9958913214847716,B,E,B,E,1
Both,Buddhist,Brazil,No,-22.19161302951304,-83.955033805857,10.555452046272254,D,B,D,B,1
Physical,Jewish,India,No,9.008016793721886,-70.0506527777208,-107.9327063324342,E,B,C,C,1
Mental,Muslim,Other,No,-133.1108267883967,-85.81468901646006,-24.83727067460989,A,D,A,C,1
Physical,Other,Brazil,Veteran,81.83729019672113,23.035140562633458,-59.00567407490167,D,D,C,C,1
Yes,Other,Brazil,Yes,43.57709994836071,117.18723949828158,51.63262502638154,E,E,C,A,0
No,None,India,No,218.47233023203003,-17.722201999486863,-73.54064686532523,B,C,B,A,0
Mental,Hindu,US,No,-134.06513617465416,33.69155931183994,-220.84741036789302,E,D,C,E,0
None,Jewish,Mexico,Yes,247.37620937109352,-2.351173717166478,46.064032670303405,B,A,C,D,1
Physical,Muslim,Brazil,Non-Veteran,30.206743850156897,11.453354074549193,-43.49315889140926,D,C,A,C,1
No,Muslim,Brazil,No,43.39445697047367,81.88625153929166,-47.52612982830287,B,C,D,B,1
None,Jewish,Mexico,Veteran,130.50223830473428,97.23685885760716,-47.9874469688797,A,C,B,E,1
No,Other,UK,Veteran,-30.33541054333499,85.62540608388038,106.44067668739518,C,D,A,C,1
Both,Hindu,US,No,-7.107026452796296,-72.78919255981103,-49.493430584278144,B,B,A,A,0
None,Buddhist,Germany,Yes,110.14710965722772,47.95351531571815,128.36664206282674,E,A,B,D,0
Mental,Jewish,India,Veteran,66.12811217790852,-48.299312834166244,280.66537535058484,A,B,D,D,0
None,Muslim,Germany,Non-Veteran,-3.2971699332993882,89.10861152604458,-7.974125640452832,E,D,C,B,1
Both,Buddhist,UK,Yes,-181.65315249251614,-62.81131048683976,105.12239411694735,B,A,A,A,1
Yes,Hindu,Brazil,Yes,-24.207058164166774,-85.31175024097575,183.19661833638955,D,E,E,B,1
Mental,Other,Germany,No,-37.45606130377927,-31.176589159709,101.93916970459138,B,E,A,C,0
No,None,Mexico,Yes,18.343871149957934,110.13201564770864,-27.185126855221775,C,C,D,D,0
None,Buddhist,Mexico,No,24.73662598334268,-8.836704744864484,59.61641679203476,C,C,C,C,1
No,None,China,Yes,0.9158457063242509,76.49454514745614,-22.82756666377141,C,D,A,E,1
Mental,Buddhist,Brazil,Yes,-97.20098862713776,-41.82991377067569,205.57728811799012,B,D,A,E,0
Yes,Buddhist,India,Veteran,93.45181621824864,-18.28222438758621,163.02950527005075,D,E,B,C,0
None,Hindu,Other,Non-Veteran,-128.11683016733238,53.31618616356329,78.05994004607135,C,E,E,A,0
None,Buddhist,Germany,Yes,-178.3092036526749,-54.1737266913656,49.7986420241597,E,A,E,C,1
Both,Hindu,Mexico,Non-Veteran,-100.47889642009609,89.20007682263802,144.09241226486054,D,D,C,A,0
Physical,Jewish,Other,Veteran,102.87408143269022,-93.6330881630021,-42.81715625985131,D,D,D,D,0
No,Muslim,UK,Yes,120.2823432395845,105.84461310014626,58.94832170913807,E,D,E,C,1
Mental,None,Brazil,No,-198.48110680749417,215.73207109843474,-19.09350144024624,E,D,C,A,1
Yes,Other,India,Veteran,-7.014826904979802,188.0907843712489,-61.73687411568576,B,A,E,A,1
Mental,Other,US,Veteran,44.28077298201721,32.8791642996455,9.579622663663002,B,A,E,D,1
No,Jewish,Brazil,Veteran,-28.358925413027798,-14.061670747583591,-79.40964425863028,C,E,C,A,0
Physical,Other,Other,Veteran,-140.4538330952544,57.749973915229255,-134.25615915763348,B,C,B,A,0
None,Buddhist,China,No,-182.48229273494857,-60.04980313840329,-49.12498596424658,B,A,D,C,0
Yes,None,China,Yes,-15.674715375354262,-160.51239651100093,-25.239952858730792,A,A,E,C,1
No,Other,UK,Veteran,89.43913802920788,89.74939257392174,-3.768340056561812,A,D,A,E,1
Mental,None,Germany,Veteran,53.35320560331777,-62.922217166155015,94.98620013551047,E,B,B,E,0
Physical,Muslim,Brazil,Non-Veteran,99.16885685673648,-115.56169023495445,-124.33751444289724,D,C,D,C,1
No,Jewish,UK,No,-89.04415953675276,69.44638428357533,107.72960499326851,D,C,A,C,0
Mental,None,China,Veteran,109.9891947927629,92.26569551346819,66.3382294108195,C,A,B,A,0
Physical,Buddhist,US,Yes,137.70621010814997,-5.436061062828022,-35.137966870111995,E,A,A,E,1
Yes,Christian,Brazil,No,103.74865123651146,18.46755497640237,-12.363431767972893,A,A,A,A,1
Mental,Jewish,Mexico,Yes,14.599046819475891,-80.97719120263449,-149.24850672460514,B,D,A,C,1
Physical,Buddhist,US,Non-Veteran,257.3675077895283,-83.02297418016434,-32.95405516897708,B,B,C,E,1
Physical,Muslim,US,Veteran,55.181139061943206,22.984613545683253,59.91373533450446,C,D,B,D,1
No,Buddhist,US,Veteran,-15.885019050685376,-92.37290220139255,14.513007289574217,C,D,C,D,0
Yes,None,Brazil,Veteran,82.9354828289948,-8.818831020275933,156.27638276324183,C,D,C,C,0
Mental,Christian,Brazil,No,-112.83823690665453,-48.329427778023756,-178.08064084334922,A,B,C,A,0
Both,Jewish,Brazil,No,13.981402230308012,-165.4233744760916,92.26385756258055,A,B,B,A,1
None,Buddhist,China,No,60.45085492678258,15.856586628910167,7.033254227756602,D,B,E,D,1
Yes,Hindu,China,Non-Veteran,39.0592019173568,72.34586701271215,-44.19033988640541,E,D,D,E,0
Yes,Other,Brazil,Non-Veteran,-128.71198110623376,90.68504987795865,-125.98354363568127,A,A,A,B,1
Both,Hindu,US,Veteran,21.22129773098248,-13.97853604914372,-103.92783167729608,C,B,A,B,1
None,Buddhist,China,Veteran,24.76749697322963,20.766280176521327,12.217906436616452,C,E,D,C,0
Both,Christian,Mexico,Non-Veteran,129.02677419328805,-88.395349803766,6.1148912645623765,A,B,C,D,0
None,Jewish,US,Veteran,135.26678087788952,-18.386837549778807,-17.157505777858944,E,E,A,E,1
No,Muslim,UK,No,-94.77382667718506,-60.14134554572581,-135.34088845474844,C,C,B,D,1
None,Christian,UK,No,184.2293526991806,-208.38158925468395,-117.84682127924329,C,D,A,A,0
Physical,Other,Mexico,Non-Veteran,-148.74247089260837,-58.507558442664276,6.715236251801347,A,B,B,A,0
Yes,Other,Germany,Non-Veteran,23.157357422504973,33.48437797522161,-105.93590586202073,A,C,A,E,0
Both,Jewish,US,Veteran,-151.89110792097694,-77.06382471261799,-145.84473560579443,A,C,D,E,1
None,Muslim,US,Yes,-101.34027818537213,141.76957743176766,-38.592262959834414,A,E,C,C,1
No,Other,Other,No,2.4549649582630773,-28.078439034168863,200.19890387108344,E,A,D,C,1
Mental,Muslim,India,Yes,-14.876859233064692,-92.08143908255134,-110.46807826449066,E,A,C,D,1
Yes,Hindu,India,No,-177.69469820406655,60.73257750488076,3.8523265229020103,B,A,D,A,0
Both,Buddhist,Other,Veteran,78.05131293944443,-5.721176894045688,297.52000285096034,A,A,B,E,0
Mental,Buddhist,Mexico,Non-Veteran,32.30819209370945,-57.757746538502765,-164.98745933787995,C,E,C,E,1
Mental,Hindu,India,Veteran,-59.401212336012996,100.39405446669349,100.03820128347714,B,E,E,D,1
Yes,Other,US,No,38.90214730687321,-100.20605929530892,67.94514365366916,E,A,C,D,0
Yes,Jewish,Other,Non-Veteran,-6.84298547148343,-84.49664612176977,69.9205385595582,A,A,D,C,1
None,None,Germany,Non-Veteran,-79.2866633148023,16.960317623669287,131.4765374522767,A,B,D,D,0
Both,None,Germany,No,-144.36879531414374,101.25841748801724,68.1598473488332,B,B,C,E,1
Physical,Muslim,Germany,Yes,191.01427079136494,-83.4316781341315,114.58124324478476,D,D,C,C,1
No,Christian,US,No,-91.10670253095839,-157.87765059757027,60.65275075019952,B,E,B,D,1
Mental,None,UK,No,-344.7436071544382,-42.11812328639813,-20.688935908277493,B,A,E,D,0
Mental,Other,Mexico,Yes,-18.322738912657915,-153.55662350901022,-19.676626445986642,D,A,A,A,1
None,Jewish,Other,Non-Veteran,-104.54245969880198,-186.1470674990764,36.162240091943374,E,E,B,D,1
Both,Other,Brazil,Non-Veteran,191.0971898242359,-55.465471770541086,124.58955840418777,B,B,B,E,1
Mental,Hindu,US,Non-Veteran,-97.2309585001984,198.2643003170646,-91.78630037267675,B,E,E,B,1
Both,Jewish,China,Non-Veteran,80.83238142708639,37.83061376663405,-42.45403377803227,C,A,D,C,0
Yes,Muslim,Germany,Veteran,106.51920865096204,-77.64477096355944,80.41566692627603,C,D,E,B,1
Yes,Christian,US,No,-36.33341930656693,113.9159689615759,66.90157518705155,D,B,E,D,1
Mental,Hindu,India,No,-55.45563996556855,-91.6564104874355,-103.26366441288555,E,B,E,A,0
Mental,None,Brazil,Veteran,-22.03694481995688,12.613284506348519,13.298820683318105,D,C,B,A,0
Physical,Other,Brazil,Yes,-88.19088306153358,50.417592223165705,-27.271723642014845,D,B,D,E,1
Mental,Hindu,India,No,76.24147772631432,-7.155300728443269,68.89848495118555,D,A,A,B,1
Mental,Christian,Brazil,Non-Veteran,90.75318044345855,121.09750439880528,49.31879555474861,D,C,D,D,0
Yes,Other,China,Non-Veteran,-247.13589654648706,96.10864461906935,1.0328441263889758,B,D,A,D,0
Yes,Jewish,Brazil,Yes,-14.727613768545645,-255.04854230058544,-169.25665296722877,C,D,E,A,0
None,Buddhist,China,No,5.817498086001283,232.8691679872408,168.9880057890582,D,A,C,A,0
Yes,Other,Germany,Veteran,93.51330078828045,-218.25010596843617,53.223804818298284,E,D,A,E,0
Yes,Muslim,Germany,Non-Veteran,42.60256166863291,-158.07808503696083,-12.07880551701946,A,D,D,C,0
Physical,Other,Brazil,Veteran,-42.307444952172915,-16.390660691197496,-27.22920447291714,A,C,D,D,1
Physical,Hindu,India,No,-53.4181611338168,-34.983192751521216,143.84024479255538,A,D,B,E,1
Yes,Buddhist,UK,No,-246.76485396609488,162.16522923399162,-78.75636902014196,D,B,B,B,1
Yes,Christian,Germany,No,84.72661114806024,-75.13287414318712,36.701384780741016,D,A,D,E,0
No,Buddhist,UK,Non-Veteran,-180.76360287620284,-297.03972481171263,84.23026229601017,C,A,C,D,1
Both,Buddhist,India,Veteran,3.9591691891322314,64.82778287843492,-31.251194207564915,E,A,C,E,1
Physical,Christian,UK,Yes,75.73786315879191,55.672533983445426,-102.37641254577157,C,C,E,C,1
None,Jewish,UK,No,-75.48541811165641,-103.78921136533168,142.8972135159167,B,D,E,A,1
Both,Other,US,Non-Veteran,-5.991732613366432,-156.2407574165824,108.6203197553715,B,B,C,A,0
Mental,Hindu,UK,Veteran,-73.72239184767542,15.258432770848044,121.9075753413333,D,A,D,E,1
None,None,Mexico,No,56.78233720576914,-53.07332472314703,-71.43796708668309,B,E,A,E,0
Physical,Christian,UK,Yes,-45.54629008993615,224.71183176686992,23.147795332546842,D,C,E,A,0
None,Muslim,Mexico,Non-Veteran,112.50336044057549,-70.59709309741214,-9.273507848333082,B,B,B,A,0
Physical,None,China,No,-72.02894828966303,-165.67723807650373,-68.15271319420563,E,E,E,C,0
Physical,Jewish,Brazil,Non-Veteran,-17.605648691669607,-7.488576008843284,77.97561448033133,E,D,D,B,0
Mental,None,India,Yes,104.71638738517166,-192.05180373977007,37.112611774998285,E,A,C,A,0
Yes,Muslim,Brazil,Yes,125.7375148080571,94.76017946334713,-70.6462830534443,B,C,E,D,0
Yes,Jewish,China,Veteran,-118.06437810975609,10.74151039647169,-99.31203590480403,A,B,A,A,1
Both,Buddhist,India,Non-Veteran,169.70418818833457,65.00811553804658,-5.721768494728945,A,D,C,B,0
Both,Jewish,Mexico,Veteran,90.96221179977378,-18.443055955209996,-177.0084079557063,E,B,A,A,1
Mental,Other,Germany,Non-Veteran,46.52633052018172,-169.6443084752586,-29.745946756269063,A,E,B,C,1
Mental,Hindu,Germany,Non-Veteran,-57.47917938521718,-85.61489403732854,-77.97191493868398,B,B,B,B,1
Physical,Muslim,Other,Non-Veteran,-20.428646803926814,193.47693843293493,-45.23177337514011,E,B,B,C,1
Physical,None,UK,No,-119.72468148766364,78.20325533003897,172.00044740907995,E,E,C,C,0
None,Other,Brazil,Non-Veteran,-100.0329076338087,-36.98371373228356,16.015408397707233,C,C,D,E,1
No,Buddhist,UK,Non-Veteran,176.17542896328098,-174.3110579510827,-25.41221155215638,B,D,A,E,1
Yes,Buddhist,Brazil,Yes,145.95065881480352,33.45489903273104,-76.7624997358517,E,C,C,D,1
No,Other,US,No,-45.676114600817826,-13.619884955493017,11.648403571143014,C,C,A,D,0
None,Other,UK,No,-69.64461349688249,45.15633957453398,9.983438119975915,C,E,C,A,1
Yes,Jewish,Germany,Non-Veteran,-50.15034522368453,80.70024293538354,9.463522921867296,D,C,D,E,0
Both,None,UK,Veteran,-170.13571751945796,148.72620685453728,-121.2465868985845,C,D,C,B,0
Physical,Jewish,Germany,Yes,90.66585828551655,-89.64655552014624,-31.200266951010434,C,B,E,D,1
None,None,China,Non-Veteran,82.65559389211074,-76.50938587326907,-168.768881614895,D,C,C,E,1
Mental,Hindu,Brazil,Yes,50.927641463874785,-6.634167050016708,220.78748361214107,B,C,E,E,1
Mental,Hindu,India,No,-70.4691069476241,174.07653727105256,-20.880690371533156,C,A,C,D,0
None,Other,UK,Yes,0.628192703907607,221.98907226734534,31.05818190428209,A,B,A,D,0
No,None,Mexico,Non-Veteran,-156.83622465447166,-125.29339269122377,18.525546196872842,B,B,E,D,1
