genero,religious_affiliation,country,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Other,Jewish,UK,Widowed,E,-142.8169690521916,-116.16350505673181,169.917999721717,E,96.19105211295911,B,B,108.18482428372292,2.5917739180028,0
Female,None,India,Widowed,E,151.42894094939476,-5.995867214794691,69.31535215906011,B,-22.14117406322883,A,E,-72.46538716302075,-37.10677010084216,0
Other,Hindu,India,Single,E,-67.68487075781096,-151.309679309309,73.79775482729886,A,-13.73260434648809,E,E,12.97306690452879,36.37261917012465,1
Non-binary,None,India,Single,E,-190.31872425559922,84.81739376467495,175.54384990456285,E,-0.35773375677388747,E,A,16.969120692633098,-65.22506372245131,0
Other,Buddhist,Brazil,Widowed,E,74.47015274403664,-80.63094249469593,-94.60119999013618,B,-83.4123868387786,D,E,149.39114829344746,91.59489635919981,0
Female,Muslim,Germany,Divorced,A,82.4812914234623,38.631336548729244,-145.93408383711895,A,91.3238066437777,A,C,-141.25963816843665,-45.95894436666936,0
Male,Buddhist,Germany,Widowed,C,-42.95595770135426,90.79016548869663,105.87207942574564,A,125.68837377043074,C,B,-28.707419808625133,-100.67822884039497,0
Other,None,Germany,Divorced,C,11.069880459788916,57.59377562265892,248.95580600169157,E,-56.51205554738177,C,E,-117.37852738948784,-162.34526804806595,1
Other,Other,China,Widowed,B,-96.30287785119987,-124.89095443842079,89.7945889694933,E,7.512067998052566,B,E,-81.23053408802086,-118.54422529525688,1
M,Jewish,India,Widowed,E,114.48446173519045,-37.523369927823055,-50.211909181381465,C,-14.199932396969874,A,D,-69.1549674944397,-98.60666592323267,0
F,None,Brazil,Married,A,-102.30540140116733,-59.38103276703227,36.81564046469275,A,21.557070325990022,E,D,-10.563822260229411,27.59976871659796,1
Non-binary,Buddhist,Germany,Divorced,A,-125.48163326298587,-20.039363916647,-42.01285953730468,A,73.73878801207984,A,C,14.686801685191952,-38.47207242897584,1
F,Hindu,UK,Single,C,18.550102613904837,83.24570350060809,-50.0651279299648,C,31.055496626294126,D,D,24.095054093284542,-172.22246017856898,0
M,Christian,Mexico,Widowed,C,-64.50016528998029,-209.87240458375678,10.428346735144506,E,-74.04554058302516,E,C,-37.61270086279589,-96.39848445383635,1
Other,None,Brazil,Widowed,A,-108.44537510539638,103.4867510535153,-79.32477275347108,E,99.57309760337606,C,D,96.34182139561626,103.68675086037244,1
F,Hindu,Other,Married,E,-25.307548144960872,83.51902016979228,264.702244314068,C,-256.2060083056496,C,B,-106.10557513927088,109.26372154867734,1
M,Jewish,China,Married,E,-33.118907321077266,-49.2559053074276,-37.962231467333375,B,-7.108038687543579,C,D,-128.0692084534113,88.69531150442313,0
Female,None,India,Widowed,A,-95.81850601167858,146.01299709193418,-0.5394749800671171,E,3.553210033346306,B,E,-113.59297211320711,-88.61421132653417,1
Non-binary,Hindu,China,Single,E,150.48884362472825,-31.411592317457398,174.5175506076621,A,-24.908251444646247,C,B,-30.481271861655728,-151.1759099173221,0
Non-binary,Jewish,Other,Divorced,C,-195.77237466413183,-70.13335450043698,26.787016037661882,B,11.969523649373857,C,C,-27.670536523672112,-10.0016727323609,1
F,Jewish,US,Divorced,D,-65.81467386828513,-72.19867791098757,117.64365791701546,D,-5.108722189778165,C,E,31.468451002799856,-305.618320338262,0
M,Buddhist,Germany,Single,E,-114.23274607237701,-53.84120044405055,54.38427507918758,E,-55.11407614245617,A,C,-73.0842081818602,-30.760198900291435,0
Female,Jewish,UK,Married,B,-16.103080170053147,71.13426362932248,-149.3352437021089,B,-19.659869148093758,E,A,-132.25247549451524,-82.53432400423465,1
Other,Christian,Other,Married,A,-61.45305013514887,-107.36590237973877,-2.4255054544692785,D,113.78257846400528,E,A,56.07788575019441,119.00403979768694,1
Male,Jewish,US,Widowed,A,-108.7663348985315,37.040643945742595,23.316687968196465,D,76.84723564855081,D,D,-116.77520872818563,-15.312687936443448,1
Female,Other,Brazil,Divorced,A,-79.21587402612914,-109.94046065137626,-47.52348293013218,C,-0.08268409812861778,A,B,60.928678600973655,-9.158566316682013,0
Male,Christian,Brazil,Married,A,-59.5954434649513,-6.913189634858995,-205.37532287683095,E,-4.57833333184436,E,B,-52.798426055548475,44.73692065956925,1
Female,Other,China,Widowed,A,-155.52956815532352,-34.40018867842668,-140.47173922564352,E,120.99082161294238,C,E,65.43816034586966,155.55801775456834,0
M,Hindu,Other,Divorced,E,7.8750743870922735,23.597438741108633,-68.88309364468816,C,53.57285967153387,E,D,-90.47105439713293,-61.72509794760707,1
Female,Other,Germany,Widowed,D,58.643677420403264,-38.96651486534633,-15.566051791172972,D,-82.38691252219961,C,E,-102.72648433278269,-64.708040502694,0
F,Buddhist,Brazil,Widowed,E,-65.18812260282523,-88.1821272697292,84.86913931144241,B,-45.66559053223809,D,E,-207.89950035001442,-11.465413367177371,1
F,Jewish,China,Single,B,70.46567403436701,123.43990753470393,4.661118196149845,B,-63.4290294046811,C,D,-27.934900945937763,69.06397350578331,0
Male,Other,India,Widowed,C,41.34331990632857,-16.84478760279742,-157.89045561984082,B,-163.38554145979649,B,C,148.49119767898287,-14.968270021869545,1
Male,None,UK,Divorced,E,-187.99275627420678,3.8024405342964167,19.771983162946572,A,33.46431870081912,B,B,11.642075214667658,139.28690177294928,0
F,Christian,India,Married,E,-87.09834242802458,-114.37597871639976,34.498879531557556,E,40.222801376114234,C,E,-114.5601938110772,70.70400024034318,1
Male,Muslim,China,Married,A,112.61333191671864,-34.44529007737778,-32.279344759091934,B,76.99891848331119,A,E,-153.01071861917396,-67.97463704487078,0
F,None,Other,Married,B,-12.760748788461388,57.51744069920651,-115.51415119091433,A,162.67252865143632,E,A,-10.837068429564297,-17.769049906360657,0
Female,Hindu,Other,Widowed,B,35.654683511033866,36.10931262489803,-23.983832600945995,B,-307.81461182809613,B,B,168.428417815065,-46.85237952534579,1
Female,None,India,Single,B,80.2908014851191,-129.80309731194873,27.026460749453072,A,-13.000472335418403,D,D,-41.3017810869076,-18.94131410830681,0
Non-binary,Jewish,Brazil,Married,D,56.26006066766518,2.919070709245709,121.22729575842628,E,-51.899071202636,B,E,-116.72618223169755,112.45468060035202,1
F,Jewish,UK,Married,A,-90.23756544223424,-135.22924487077154,79.70679161759081,B,86.04760977717407,A,A,195.6124057804427,62.32911815539593,1
M,Muslim,Other,Divorced,A,-112.28682999404403,-4.445880234267999,31.891409934366504,A,-177.65760593738685,A,B,70.71307517133171,58.99520701975208,1
M,Jewish,Other,Divorced,B,-33.71277905644015,51.404302897292695,-33.0750469566382,A,-106.71880957037436,B,A,-13.483751513233571,-82.07575799488782,0
M,Other,US,Single,C,51.980063843072614,-128.99080002368768,62.25761531558458,E,-158.1420885767718,A,A,42.159362929365244,-10.43488235081972,1
Non-binary,None,Germany,Single,C,231.7005709346985,113.04779903346589,0.9145917919117057,B,-72.74071907125746,E,E,64.71387733122796,69.3643323532987,0
Non-binary,Buddhist,Germany,Widowed,B,-92.00008627860912,36.09221945016209,2.132343217611302,B,-63.97619653830606,D,A,2.7450113687857565,-10.85291581641084,1
Non-binary,None,US,Single,B,-195.50569075312555,-95.59285004748638,22.557486472345694,A,-59.81823423787274,A,A,-74.12174177017307,40.0734029884147,1
M,None,China,Single,E,58.1658955324358,-139.04164507715976,-139.5018102826379,B,-6.6678155855390555,D,D,85.26648680601974,-28.6038657989823,1
Other,Jewish,Germany,Married,B,-18.37639168891057,122.87682660892727,0.14165245465063292,D,50.917362417016776,E,E,-175.72116300423903,-68.75788809206367,0
Non-binary,Buddhist,US,Single,A,-37.24738395192578,-88.4975954637699,-115.7403075000139,A,-63.75942221343449,B,E,14.546169612182666,66.15511328849803,1
Other,Buddhist,India,Widowed,E,-43.92999550058764,105.32278010202276,-19.00722785587759,E,120.31835009341245,D,C,123.14474770139998,65.9009613326586,0
Male,Other,Brazil,Married,B,-113.53044853029839,-130.96774569952126,133.67135235554613,E,99.14050620376173,A,B,-178.33593471045526,2.6530870318169852,0
Other,None,US,Single,E,-36.948258202413385,-88.7577334588422,82.11970453604933,A,4.697684657977262,D,A,-55.8587059551359,-55.01921889468754,1
Male,Jewish,US,Single,D,-193.55917300681494,-36.18923494580759,-80.19189404983481,D,-121.17986541122386,A,B,40.19634275430753,74.54803443440218,1
M,Buddhist,Brazil,Widowed,C,83.65327198393607,12.207309890800914,19.65800470336571,D,52.31877577416842,E,E,60.64180428935968,165.58425560311184,0
Non-binary,Jewish,China,Single,C,22.742085702433595,245.4836410759751,7.114364365494581,B,-82.36037154153034,D,A,-280.21828501869106,196.8012710420429,0
Male,Other,Germany,Single,C,27.921325102253807,-84.6896669388355,-51.73223508076104,A,-111.20375092200298,E,A,-62.434804658771824,-99.58479437298689,0
Male,Christian,US,Single,B,-108.28036754888744,-138.30166974268172,65.16055196172091,A,-55.83186584209054,C,D,-16.745968320671338,30.761130240460716,1
M,Muslim,Mexico,Divorced,A,-147.7172131333093,-33.28603813985552,-34.96262232160138,B,-32.975382774217856,C,D,-214.51827730077113,238.95785099693967,0
Other,None,Germany,Divorced,E,-47.84004904921634,-58.04221320723503,-46.878918222289144,C,3.329460658686879,A,D,-105.95982524245413,-20.3933143263494,0
M,Muslim,UK,Divorced,D,26.122272897338338,27.40728028732721,74.78729330493043,B,50.62126797534587,B,B,58.23770775264959,255.14540688473465,0
M,Hindu,India,Married,E,44.27225288249524,-47.503955490523744,18.909747001697685,D,77.43639782442403,E,B,27.496365082773988,-151.88872374024254,1
F,Buddhist,Brazil,Single,E,-68.04725307362055,-31.611636055361974,-17.254052054981646,C,79.73294258781063,D,C,-6.048066649655457,69.15029319088629,1
Other,Hindu,Other,Married,E,154.39600266291947,61.52750094320333,-9.619281931515241,A,-169.4088141473788,C,D,9.23390946060044,85.2134733371943,1
Male,Hindu,UK,Divorced,E,-12.656778920840225,113.55385805193893,-69.43632810961971,B,13.882972079361517,E,C,-101.48809092909221,-131.85459570689764,0
Female,Muslim,US,Married,B,54.549188615986345,-12.890901916201436,66.0335303904953,D,88.81662162708948,C,D,-88.00281848274489,-11.71019351026756,1
M,Christian,Germany,Single,B,-18.92205060342116,-173.9499651919272,58.77122689330405,B,21.88864268963255,A,C,40.956881990230045,397.96929258054405,0
Female,Christian,China,Widowed,A,130.20645796024996,51.96820845986224,77.2297386280287,E,-213.37155718407126,B,D,-23.681250486417785,35.56169127691935,1
M,None,Germany,Divorced,A,42.74707259916219,-121.64239158973642,73.02728768396936,C,201.8823072300954,C,C,35.670794482323274,-52.54346999851849,1
F,Christian,India,Single,E,51.04116564030849,-111.32884887185284,45.46974420153159,C,14.402243696496745,A,E,-51.0271668467899,8.100794815722761,1
F,Other,US,Married,B,-74.12866511578277,165.84782975626698,-44.393011485440965,D,54.69375350571467,B,C,129.7976048866485,28.71794339433073,0
Non-binary,Buddhist,Other,Single,C,-186.0622905288624,-18.707698353677486,84.05118424685041,B,91.71465405750813,C,A,-110.86617719471398,75.64578575184858,0
F,None,Brazil,Married,B,9.252608576026201,-136.15398607830096,64.89028067072185,D,5.376745720556048,E,B,130.68508311189098,199.74934594604878,0
Other,Jewish,Mexico,Married,E,-6.362770465047833,-125.15161090543259,89.07173318523577,B,-212.86609962430805,D,A,-116.5765022487973,81.28179499675929,1
Non-binary,Christian,Mexico,Single,C,-70.71582489866972,-6.181102210215558,105.41215502319028,D,-21.848464145723973,C,E,120.18846781049324,26.437262429009312,0
Non-binary,Hindu,China,Divorced,C,46.37499516916539,-9.681598032339659,90.63534376443741,A,-150.34875093136856,B,C,-43.47059509539745,-11.902035795175914,0
Female,Buddhist,UK,Widowed,B,13.122775647008972,169.1447933828716,-104.98367572813328,C,-74.13984119999759,C,A,-80.87126807501546,154.0362877884075,0
Male,Muslim,China,Single,D,14.374946055258736,23.319110419499683,-93.19167571656656,A,-268.90607963838875,A,A,72.75757153058471,158.68334288254232,0
Non-binary,Christian,India,Married,C,-47.210914376667326,47.284525227382154,48.94780024607838,C,44.0155295044809,B,C,-74.60023908933577,-163.50777031045132,0
F,Christian,China,Single,C,86.24462455794549,164.16829540538512,-126.90507435702266,E,15.30548178820357,B,A,147.9186550186087,-99.23031736945433,1
Female,Hindu,US,Divorced,A,142.59389348190157,-287.32813189586074,-101.40895463104056,A,-13.0714840518349,A,B,56.255307919149246,-266.8096547187354,1
M,Muslim,UK,Married,B,39.31088705768024,58.90727072900501,42.71686341463752,A,48.66150050034205,D,E,14.46232040672708,-1.2765957297624804,0
M,Christian,China,Widowed,E,21.405416662291678,80.49929816918754,4.151710328822053,B,63.82388644374346,B,E,83.3496904786011,105.92517740325576,1
Other,Christian,Germany,Divorced,E,173.3553924231806,99.2559342603784,82.31436485462065,E,-5.616308190117863,D,A,-80.10634301681166,59.83326398463375,1
M,Buddhist,UK,Divorced,B,-25.955817084910493,13.375908531081798,32.67515048141406,B,5.684257635700918,A,E,61.412693926189974,-48.26306338302591,0
F,Jewish,US,Widowed,C,37.171906978866446,-135.20583797698455,37.71390259577183,E,132.57157563983426,C,A,108.70244180575104,162.6839233040226,0
M,Jewish,UK,Widowed,B,-59.06863317619355,118.15159589667743,203.72973561856483,E,232.84290684284107,A,E,3.8871488801480996,10.401168962913761,0
Other,Jewish,US,Divorced,A,75.7698680732725,34.696811205836724,56.90919156871469,A,-173.83514797100446,A,A,-148.15284700808294,45.157290444534034,1
Other,Hindu,Brazil,Divorced,E,6.741789904722953,5.378545068331813,-140.69075726853796,C,88.60730857220456,C,B,158.74645793632055,-57.5006469519481,0
F,Jewish,Other,Single,B,49.672466605498464,-10.737988719421521,-16.80736937155671,B,-15.59642441496478,A,D,130.38597947268659,75.42503823793103,1
Non-binary,Other,Brazil,Single,D,10.109457646206467,-6.607987225629469,-93.14841297646208,B,94.83046095297907,E,C,45.12432827039904,-34.48138620325407,0
F,Jewish,Brazil,Divorced,B,8.073966610431343,229.62638061483383,-93.39945442441743,C,16.48545923481949,C,A,2.8204340712080795,105.0241588367099,0
Other,Buddhist,Germany,Married,A,-82.41963100996706,-126.13564843817609,60.050142655112445,C,108.54714591505024,E,C,-167.27102175322156,-108.5842882376387,0
Female,Muslim,India,Widowed,D,9.395011215142846,-37.437501528853254,-105.97136621965335,E,-19.056995645799198,A,D,-25.322953487953104,-100.89237898851448,0
Other,Hindu,Germany,Widowed,D,-29.061315103002382,-18.017463237537903,-30.825943971320324,A,-64.94930035799506,E,D,-55.008962806977294,-122.18440413572418,1
Non-binary,None,Germany,Widowed,A,-156.15008722383655,81.24094296003919,42.877616596426144,D,-113.11002274056916,D,E,-19.46658594949467,-45.8752707112045,1
Male,Other,UK,Divorced,C,-6.589009903325792,-1.5539138506048247,-58.562924437004526,B,59.14945491204557,C,E,-14.718822183822288,-52.66224680874938,0
Other,Hindu,China,Single,A,114.742069743407,40.51161504462034,-121.25467822526743,C,-95.46439539834482,B,E,17.129369390757258,62.7447375191277,1
Non-binary,Jewish,India,Married,B,115.70040376879372,65.21156403335524,-49.15124270827123,B,-25.717381081336487,C,B,-96.88549236308272,85.2905158934132,1
Other,Hindu,US,Single,C,2.597647492158149,-115.9086115959306,128.56435598142514,A,123.1601539981682,D,A,-61.94449223593153,-85.14985929906017,0
F,Other,China,Widowed,C,-87.05957576771205,-185.2525417386643,-17.85960145760855,E,252.24321662615793,D,C,149.9493815606627,-14.138221241254511,0
Other,Jewish,Mexico,Divorced,B,-9.615028938740169,70.92933047354147,-6.391549067978684,B,173.53453591207725,A,E,-68.58234469809122,1.7892009489366447,0
M,None,Germany,Single,B,11.764849497121869,313.93031327777936,-34.35250050711492,B,38.618759635103146,C,D,21.14077927957912,108.88051790731934,0
Female,Hindu,Germany,Widowed,D,-42.436030025839386,34.671901696694256,-107.71046726858411,B,30.3518068475142,D,A,79.34340449889922,-185.7054656441182,1
F,Jewish,Mexico,Single,A,42.01396655678201,98.85027225447148,-163.11312910569876,C,52.41110583769979,C,B,105.68879658217176,28.962105985725668,0
F,Buddhist,India,Divorced,A,-182.54361247673953,-3.5605716121019717,-96.66271012633113,A,100.48913336791858,D,B,102.59215352340946,30.437199592833032,0
Other,Jewish,China,Single,C,51.33429269358859,42.665575164689244,108.00049703201236,C,-10.422970149389215,C,D,-77.44005112610172,78.6144871401473,0
Male,Other,India,Divorced,B,-27.276505327850664,-56.03606414316326,162.2234417261297,A,-141.34493835301942,E,E,191.0383866947639,10.93925814123818,0
F,Muslim,Germany,Married,D,-123.5655449734252,17.27515661745824,-77.07061765686132,E,116.16566730493408,B,D,1.2646361438976492,-84.52785916825793,1
Non-binary,Christian,India,Single,B,141.34677166410833,199.28113674409636,-44.36925698342608,B,-45.46562258690487,B,E,-15.788272527016664,210.72065325791948,1
Female,Hindu,UK,Widowed,B,8.006104740935195,71.37124727613812,63.67764113461951,C,79.10170325830822,C,D,-182.3484354546142,-204.35952759278067,0
M,Christian,Germany,Married,C,59.39020936015691,-135.57112113016072,-72.11568737773989,D,-44.45384757442026,E,A,162.9664628318916,42.847908600917975,1
Male,None,Other,Single,C,-124.53585031591925,19.141336516842493,52.97594154398042,E,-193.67014296435352,A,A,8.816104760135554,101.20859738175594,0
Female,None,Brazil,Married,E,52.99342623668757,-89.81338179917809,-47.492262722029295,E,21.399023922230604,A,B,-9.054892206662322,-16.84472153136497,1
Non-binary,None,UK,Divorced,A,31.868586300800388,-122.47701720337128,121.95956572034167,C,163.72283899393176,D,C,-57.117175324197234,-17.20485202853724,1
M,Christian,US,Single,C,-41.88798212560768,2.3421007890281715,106.31832985612404,A,-72.06823813216123,E,E,15.08151446298786,-77.16121381646104,0
Male,Jewish,Other,Widowed,C,85.84072626691771,86.27880331135354,-44.7287576899767,A,3.368079649090127,C,E,23.38823447748683,85.43432073698253,0
Female,Other,UK,Widowed,E,-66.87312891449666,-166.75670340260265,1.1582199357533285,A,-72.38364046585066,D,A,-166.90551493890763,-2.6204255675273456,1
