country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
UK,C,E,E,A,B,C,D,1
China,A,B,E,C,A,D,A,1
Germany,D,B,B,E,B,C,C,1
Other,A,E,C,C,D,E,E,1
China,D,D,D,C,A,C,E,1
Other,D,E,A,B,C,B,A,0
China,E,B,E,C,D,A,A,0
US,C,A,B,D,A,C,C,0
Germany,D,A,B,D,A,D,A,1
Germany,A,B,E,D,E,B,B,0
Brazil,A,A,A,B,A,C,D,0
India,E,D,A,E,E,E,D,0
Mexico,E,D,E,E,A,A,C,1
Other,D,A,B,B,A,B,B,1
India,E,D,D,C,C,B,C,1
US,A,A,E,C,C,C,C,1
Other,B,A,A,C,D,D,A,0
US,C,C,C,C,A,B,E,0
China,A,E,A,A,E,A,D,0
Mexico,B,D,D,E,C,E,C,1
US,C,D,B,B,A,C,A,0
Mexico,A,B,C,D,C,C,A,1
US,A,B,C,D,C,E,D,1
UK,B,B,D,A,B,D,D,0
Mexico,E,E,A,C,E,B,D,1
Brazil,B,E,D,C,B,C,C,1
China,C,A,A,E,C,B,E,0
Mexico,E,A,B,E,E,A,C,1
Other,D,A,C,D,E,A,B,1
China,E,D,B,C,E,A,A,1
Mexico,D,D,E,C,D,A,A,0
India,D,E,B,C,A,A,C,0
Mexico,E,D,B,B,C,C,E,0
Germany,B,B,A,E,D,B,B,1
UK,C,E,E,B,C,D,D,0
Other,B,A,D,B,B,E,A,0
Brazil,D,C,A,C,E,D,B,0
Brazil,C,A,B,C,E,E,B,0
UK,B,C,A,D,E,D,A,1
Mexico,E,A,A,A,E,C,A,0
Brazil,D,C,D,D,C,E,B,0
UK,C,A,A,B,D,C,D,1
Other,B,E,C,B,D,E,B,1
China,D,E,C,D,B,C,E,0
Brazil,C,D,D,D,A,A,C,1
Germany,E,E,E,A,A,B,A,0
China,A,E,C,E,B,E,D,1
UK,A,B,A,B,B,B,E,0
US,A,C,D,A,C,C,C,1
Germany,C,D,B,D,D,D,B,0
UK,A,E,C,A,B,E,A,1
Brazil,D,C,D,A,E,E,C,1
Brazil,D,B,B,A,A,E,B,1
India,C,C,D,A,E,C,E,0
Other,C,C,C,E,A,B,A,1
India,B,D,E,A,A,E,E,1
India,D,D,D,E,C,A,D,1
China,C,A,E,D,D,E,A,1
UK,A,A,A,B,B,B,A,1
Brazil,D,B,C,D,A,C,E,1
Brazil,A,B,C,C,A,D,B,1
Brazil,D,C,E,A,E,A,A,0
Other,B,E,D,E,C,B,A,0
China,D,D,C,B,C,A,D,0
India,D,A,A,D,D,D,D,1
India,E,D,A,B,C,A,A,1
India,D,C,C,D,B,E,B,1
US,A,C,C,E,C,B,E,0
India,C,D,A,C,E,C,B,1
Other,A,E,D,D,D,B,B,1
US,C,E,A,D,A,A,B,0
China,B,C,E,C,C,E,D,0
Other,C,D,B,E,C,B,C,0
Mexico,B,A,A,E,B,A,E,0
Brazil,E,D,E,B,E,C,E,1
US,B,E,E,A,D,E,C,1
Other,B,C,C,E,A,C,E,1
Mexico,A,C,D,A,C,B,A,0
Brazil,E,A,B,A,E,B,A,0
UK,E,B,C,B,E,D,E,0
Other,C,B,E,E,C,C,E,0
Mexico,E,C,B,D,E,C,E,0
Brazil,D,C,C,B,C,C,C,0
US,C,D,D,D,C,D,D,1
India,B,A,B,C,B,B,B,0
Germany,B,E,C,B,C,D,C,0
Brazil,A,D,B,A,B,E,E,0
Brazil,A,D,C,A,B,C,E,1
Brazil,C,B,E,D,D,B,A,0
Brazil,A,C,B,C,B,C,E,1
Germany,D,B,C,A,C,D,C,0
US,A,C,A,B,A,B,C,1
UK,C,C,E,D,C,C,C,0
China,A,A,D,A,C,E,B,1
Mexico,E,E,A,D,C,E,E,0
UK,C,B,A,A,C,B,D,0
UK,B,C,E,A,E,B,B,0
UK,D,E,B,C,D,A,A,1
Brazil,E,A,A,B,C,D,E,1
Other,C,B,D,E,C,A,E,1
US,B,B,A,B,A,A,E,0
Brazil,E,E,E,A,C,E,B,0
US,A,C,D,E,B,D,B,1
China,B,D,B,A,A,B,C,1
UK,B,A,B,A,A,C,A,0
UK,A,D,B,E,B,D,A,1
UK,A,D,D,E,E,D,A,1
UK,D,E,D,B,D,A,A,0
Brazil,B,E,B,E,C,C,C,1
Mexico,A,D,E,D,A,A,A,1
Germany,A,B,D,C,A,C,E,1
US,C,E,A,C,D,A,C,1
Brazil,B,D,B,E,C,B,C,1
Germany,C,D,C,C,C,C,C,0
China,E,C,C,B,E,D,B,1
Germany,B,D,C,D,B,B,C,0
UK,B,A,B,A,C,B,C,0
US,B,C,E,C,C,B,E,0
UK,B,C,D,D,D,E,A,0
US,A,B,A,C,E,D,D,0
China,D,E,A,C,E,C,C,0
Germany,C,C,C,A,A,E,C,1
Germany,E,E,A,A,C,B,E,1
UK,A,E,D,A,C,B,E,1
Mexico,A,A,B,C,B,D,A,1
Other,E,E,C,B,D,D,B,0
China,D,D,B,A,D,C,B,1
UK,B,B,C,A,A,E,D,0
India,D,C,E,A,E,A,D,1
Brazil,D,D,B,B,C,C,E,1
China,C,C,B,A,E,A,B,0
US,C,C,D,B,A,C,A,0
Brazil,B,A,E,D,D,C,A,1
Germany,C,A,D,D,D,B,D,1
India,D,E,E,B,E,B,B,1
Mexico,B,D,C,D,C,E,C,0
US,E,E,D,C,C,E,A,1
Mexico,C,E,D,D,B,A,D,1
Brazil,D,A,C,E,D,E,D,0
India,D,B,C,A,C,D,D,1
China,C,A,B,E,D,A,D,1
US,E,D,C,E,C,B,A,1
Mexico,A,B,C,B,B,E,B,1
UK,E,B,B,B,C,C,D,1
US,C,E,D,D,B,B,D,0
India,C,A,D,E,E,E,D,0
US,D,C,C,A,A,C,C,1
Brazil,E,A,C,E,C,B,B,0
Mexico,E,A,C,C,D,A,B,1
Brazil,B,E,B,B,E,E,B,0
UK,B,D,E,A,E,C,B,0
Other,D,E,A,D,D,E,A,0
Mexico,C,A,D,B,E,E,D,0
India,D,C,B,C,B,E,B,1
Germany,C,E,C,B,A,C,A,1
UK,C,B,A,C,A,C,C,0
US,E,C,E,A,A,A,D,0
Brazil,B,A,A,C,D,B,D,0
UK,C,C,A,B,A,E,D,0
China,C,D,B,B,E,A,B,1
India,E,D,D,C,A,D,A,0
China,B,A,B,E,B,D,B,0
Brazil,A,B,E,C,E,C,E,0
Germany,D,D,C,C,C,C,A,1
US,D,A,E,B,A,A,C,1
India,D,B,E,A,E,C,B,1
India,C,C,D,D,B,B,D,1
UK,D,D,B,E,A,A,B,1
Other,D,A,A,C,B,E,B,1
Mexico,E,D,A,C,C,B,E,1
US,D,E,A,D,D,E,E,1
Mexico,C,E,D,E,B,E,A,0
Mexico,D,D,E,D,A,D,E,0
India,A,A,C,A,B,E,A,0
Mexico,D,D,D,D,C,E,D,0
Other,D,C,D,C,E,A,D,0
Other,B,A,B,A,B,B,B,1
Other,A,A,E,E,E,D,B,1
China,C,B,D,D,B,E,B,0
US,B,A,C,D,E,A,C,1
UK,C,C,B,B,A,C,B,0
Brazil,C,B,D,E,A,A,C,0
UK,D,A,C,A,D,C,D,0
Other,D,D,E,D,C,C,B,1
Brazil,E,A,C,E,A,B,E,1
Other,D,B,B,E,C,E,C,0
Germany,A,E,E,E,C,C,E,1
Brazil,D,E,C,E,A,B,D,1
Mexico,B,C,E,A,B,A,B,0
Other,C,B,E,D,D,A,B,1
Other,D,B,E,C,A,B,C,0
UK,B,D,A,D,E,E,E,1
India,D,B,B,D,B,D,E,0
US,B,A,C,D,A,E,B,1
China,E,A,E,E,E,B,D,0
UK,C,C,B,D,D,A,D,1
Other,E,B,C,E,A,E,A,0
Other,C,D,E,D,C,E,E,0
Mexico,A,C,D,A,D,D,C,0
China,A,B,A,C,C,D,A,1
US,B,C,A,A,C,E,C,1
UK,B,E,E,D,A,C,A,1
Other,B,D,D,C,E,C,D,1
India,D,D,B,A,B,A,D,0
Brazil,D,B,D,D,A,D,D,0
US,B,B,B,C,A,E,A,1
Germany,E,B,C,B,E,E,C,0
UK,B,A,C,E,C,E,B,1
UK,A,C,B,A,B,C,B,0
Germany,D,D,B,E,D,D,E,1
Other,E,C,E,B,C,B,E,0
India,D,D,A,D,E,D,A,1
Mexico,D,E,D,D,A,A,C,0
US,C,B,D,C,B,A,D,0
UK,E,B,B,A,E,D,A,0
Other,E,B,B,C,C,D,A,1
Brazil,B,E,C,C,D,B,C,0
UK,A,D,E,B,A,C,C,0
UK,B,C,A,A,C,C,B,0
Germany,B,B,A,B,D,C,C,1
Mexico,A,E,E,A,E,B,A,1
UK,D,A,E,E,D,A,B,0
Germany,C,C,D,B,B,C,E,1
Mexico,E,C,E,E,E,B,B,1
India,C,E,A,E,B,B,E,1
India,B,A,C,A,E,C,E,0
Mexico,D,D,B,C,C,A,B,1
Mexico,E,E,C,B,C,D,C,0
China,A,E,C,C,A,A,B,0
India,C,B,D,C,A,A,C,1
Germany,B,A,C,D,A,D,C,1
Mexico,E,C,E,D,E,B,E,0
Germany,E,C,C,E,E,B,B,1
China,C,C,D,D,D,D,A,1
India,B,D,B,B,A,B,C,1
UK,B,D,E,E,E,A,C,1
Germany,C,B,A,B,D,D,E,0
UK,D,C,D,B,E,D,D,0
Other,D,C,D,E,D,D,E,0
Other,A,C,C,D,A,A,C,1
India,D,D,D,B,A,B,B,1
China,D,C,A,E,B,D,A,1
UK,E,A,C,C,A,C,E,1
UK,B,A,D,D,D,C,B,0
UK,C,C,A,A,C,A,B,0
Other,C,D,A,E,E,D,E,0
UK,D,A,D,D,B,D,D,0
Other,D,C,D,D,C,A,A,1
Other,B,D,C,A,C,C,E,1
Brazil,D,D,D,A,A,D,D,1
China,A,D,A,B,D,B,D,1
China,A,C,D,E,B,D,D,0
US,B,E,C,B,C,C,D,1
Mexico,C,A,C,A,D,D,B,0
Other,C,A,D,D,D,A,A,1
Other,E,E,E,E,A,C,E,1
China,B,E,C,D,A,C,A,0
Mexico,C,D,A,D,E,E,B,1
Mexico,A,B,A,B,C,D,C,1
US,A,E,C,B,C,C,A,1
US,B,A,D,E,E,E,B,0
Other,B,D,A,E,D,B,C,0
Brazil,C,D,E,D,A,B,A,0
Mexico,D,E,E,C,A,D,D,1
China,E,E,E,A,D,C,C,1
Other,A,D,B,B,E,B,E,1
China,B,D,D,C,E,D,A,1
Other,D,B,C,E,E,B,B,1
US,C,E,A,B,B,D,E,0
US,B,E,B,E,B,E,A,0
Mexico,A,A,D,C,C,A,A,0
Germany,C,D,B,E,E,E,E,1
Mexico,B,A,E,B,E,E,A,1
Other,D,D,D,B,B,B,A,0
Other,A,C,A,A,B,C,D,0
Brazil,C,C,A,D,A,C,D,0
India,B,B,D,D,A,D,C,1
Other,E,E,A,D,A,D,D,0
China,D,B,E,A,A,D,E,1
India,B,D,A,A,A,D,D,0
Other,D,E,D,E,D,B,B,0
UK,A,E,B,C,C,E,C,1
US,A,C,E,B,E,A,B,0
Other,D,C,D,E,D,D,D,1
Mexico,E,C,B,D,D,E,E,0
India,A,C,D,C,A,A,E,0
UK,E,A,A,B,B,C,E,0
Other,A,E,C,C,A,B,E,0
Germany,B,D,C,E,D,B,C,1
Germany,B,D,A,E,C,C,E,0
US,C,C,C,C,B,E,C,1
China,E,C,B,A,D,A,E,0
Other,A,A,E,B,B,A,D,0
Brazil,D,A,B,D,A,C,A,1
Brazil,A,A,C,A,B,E,E,1
India,D,C,C,B,A,C,C,0
Mexico,E,C,E,A,B,E,E,0
India,B,A,B,E,D,D,B,1
China,D,D,D,A,B,B,B,0
China,D,D,B,A,C,A,E,1
China,D,D,C,C,E,B,C,0
Brazil,E,B,B,B,E,A,D,1
India,A,C,D,D,D,D,A,0
Germany,E,C,C,C,A,E,E,0
Other,B,C,E,D,E,A,B,1
China,A,A,D,E,B,E,E,1
UK,D,B,D,A,C,A,E,1
China,C,B,C,A,E,E,C,0
UK,D,E,A,E,C,B,E,1
India,D,D,A,A,A,A,B,1
Mexico,E,C,E,D,B,A,A,0
US,B,A,A,D,A,B,D,1
Germany,A,E,D,D,B,A,D,0
China,A,C,D,D,E,A,B,0
Mexico,C,A,B,A,B,B,B,1
India,E,A,B,C,C,E,B,1
US,A,B,E,C,C,B,E,0
UK,D,B,C,B,E,D,B,0
India,B,D,B,E,A,A,E,1
Mexico,E,C,D,E,B,E,B,1
Germany,E,D,B,A,D,C,A,0
Brazil,D,D,B,C,A,E,E,0
Other,B,A,D,A,C,E,A,1
Germany,D,D,E,E,B,D,B,1
Germany,C,B,A,A,B,D,C,1
Other,A,A,B,D,E,B,D,1
UK,B,B,A,C,B,A,C,0
China,A,A,C,A,D,B,D,0
Germany,A,D,A,B,B,D,E,1
Germany,E,E,E,A,C,C,B,1
India,C,D,D,D,C,E,E,0
Mexico,B,A,E,A,D,A,E,0
UK,D,E,A,B,B,D,D,0
UK,D,C,D,B,E,C,E,1
Germany,B,A,B,C,D,E,E,1
China,A,C,E,A,D,B,C,1
Germany,B,E,E,E,A,B,C,1
UK,E,C,E,C,B,E,B,1
UK,B,D,A,E,B,C,E,0
Other,B,B,E,E,C,C,C,0
India,E,B,E,B,A,E,A,0
Other,D,B,A,A,C,E,D,0
UK,A,B,E,B,B,C,B,0
China,A,D,B,A,C,E,B,0
India,C,B,E,D,D,D,A,1
Other,C,B,E,C,E,A,A,0
Brazil,C,E,A,E,B,B,E,1
Other,A,E,C,C,E,B,E,1
Mexico,C,D,D,A,A,C,C,1
UK,C,E,D,B,D,B,A,1
US,D,D,B,D,E,A,B,1
India,E,A,D,C,A,D,B,0
India,C,E,D,B,A,A,A,1
China,B,B,D,E,A,D,D,1
UK,E,A,C,A,B,E,A,0
Other,B,A,E,B,E,B,D,1
Mexico,A,D,B,D,E,E,C,0
Other,C,A,D,E,C,D,D,1
China,B,E,D,E,B,C,B,0
UK,A,B,E,A,D,E,B,0
US,C,A,E,D,B,A,C,0
UK,E,A,E,A,A,E,E,0
Germany,C,D,D,D,C,C,B,0
India,D,B,B,A,E,C,E,0
Other,C,C,C,E,A,C,A,0
Other,B,A,B,C,A,D,A,0
UK,C,D,D,D,D,B,B,0
UK,B,A,A,A,D,B,C,0
China,D,B,C,D,A,A,C,0
US,B,E,E,C,A,C,B,0
Brazil,B,C,A,C,D,E,C,1
Germany,C,D,E,D,D,E,B,1
Mexico,A,D,A,A,D,B,A,1
Brazil,A,D,E,B,C,D,A,0
China,B,E,A,D,A,C,D,1
Other,D,C,E,E,C,B,D,1
Germany,D,B,B,B,B,E,B,1
Mexico,C,C,E,B,C,A,A,1
UK,A,C,D,E,A,A,D,1
US,C,E,B,E,C,A,D,0
India,A,C,A,D,D,E,A,1
UK,C,C,C,C,E,C,E,0
China,B,E,A,C,E,C,D,1
Brazil,E,B,C,D,D,E,D,0
China,E,E,E,B,C,C,C,1
Other,D,A,D,B,A,C,D,0
UK,D,D,D,D,A,B,B,1
Germany,E,C,B,D,E,B,B,0
China,C,B,B,E,E,B,D,1
Germany,E,B,E,A,D,B,A,0
Other,B,B,B,B,A,C,C,0
China,C,C,D,C,A,D,D,1
China,C,B,E,E,B,A,C,0
Other,A,D,B,E,C,E,B,0
China,A,C,D,E,B,B,A,1
Other,B,C,D,B,B,D,C,0
Mexico,B,B,D,C,D,A,C,1
India,A,C,B,C,A,B,E,1
Brazil,B,D,C,C,B,A,A,1
India,C,C,B,A,A,C,D,0
Germany,D,D,E,C,E,C,D,1
US,B,B,D,A,D,C,A,1
China,E,C,A,A,B,B,B,0
Other,D,E,D,E,D,E,B,1
Brazil,D,E,B,D,B,E,C,0
India,C,D,E,D,C,E,E,1
Germany,B,B,E,E,C,C,B,0
Germany,B,E,A,A,B,D,C,0
Other,A,D,C,D,A,C,A,0
Brazil,B,A,C,A,C,A,A,0
US,B,D,B,A,E,E,A,0
Germany,B,E,B,C,D,A,A,1
Mexico,E,A,A,D,D,D,D,1
Other,C,C,C,A,A,A,C,0
China,C,E,C,D,C,D,A,0
US,B,C,E,B,D,C,B,1
Germany,D,D,A,A,C,A,B,1
India,C,A,D,D,B,E,A,0
Germany,E,B,C,A,D,C,E,1
Brazil,B,B,A,C,B,A,D,0
US,C,C,E,D,D,A,D,1
Germany,E,C,A,B,C,B,B,0
Germany,E,B,E,D,A,C,E,0
Other,B,D,B,B,B,C,C,1
Germany,C,A,B,B,B,B,A,0
Brazil,D,D,E,E,A,D,A,1
Other,E,D,C,D,E,B,D,1
Other,A,D,B,D,B,D,D,1
India,D,C,E,C,B,A,E,1
India,A,E,B,A,B,A,B,0
Germany,C,D,D,C,E,D,C,1
Other,C,E,D,E,D,E,A,1
Germany,B,B,E,E,E,B,A,0
China,D,D,C,A,D,E,D,1
UK,A,E,D,E,A,A,E,0
India,B,A,D,D,A,D,A,0
US,A,C,E,B,A,A,C,0
India,D,C,A,E,B,B,E,1
Other,E,B,B,B,B,C,C,1
UK,E,D,B,E,A,B,E,1
Mexico,C,D,C,E,B,D,B,1
India,A,B,D,C,C,C,B,0
Germany,A,D,A,D,E,E,C,0
Other,C,D,C,D,B,A,C,0
Mexico,A,B,C,C,A,B,D,1
Mexico,E,A,D,C,D,D,E,1
UK,C,C,C,D,A,A,E,1
US,E,B,A,E,B,E,E,0
Other,D,B,C,E,A,B,C,1
Brazil,E,C,C,E,B,A,A,0
UK,D,D,B,E,C,A,E,1
UK,B,A,D,D,E,E,D,1
Other,C,C,D,B,A,C,B,1
China,E,E,E,E,B,E,B,0
Germany,E,C,D,E,A,B,C,0
Other,B,A,A,A,D,C,D,0
Other,B,B,B,B,B,C,B,0
Brazil,E,A,C,E,B,A,D,1
Mexico,C,E,C,E,B,D,D,1
US,A,B,B,B,D,D,E,0
UK,E,A,C,A,A,A,C,1
US,C,D,C,D,B,A,E,0
Brazil,E,D,B,E,D,D,E,1
China,A,E,C,D,B,C,D,0
Mexico,C,C,A,D,C,B,B,0
India,B,D,D,E,D,C,E,0
Other,C,E,E,A,A,C,C,1
China,E,C,E,B,A,C,D,0
Mexico,B,E,C,A,D,E,B,0
India,B,E,D,E,E,B,C,1
Germany,C,A,D,C,E,E,C,0
Brazil,A,C,D,C,B,D,D,1
US,E,C,A,C,D,E,D,0
Brazil,D,E,C,B,C,E,C,0
Brazil,A,A,C,B,D,E,C,0
Mexico,C,B,D,A,B,C,B,0
Mexico,B,C,A,B,D,E,C,1
India,C,C,B,E,C,B,D,0
China,B,A,D,D,D,B,E,1
Mexico,D,E,A,E,B,C,A,0
Brazil,C,E,A,A,B,C,C,1
UK,B,C,E,B,C,A,C,0
China,E,B,C,A,B,C,A,1
India,A,D,B,C,B,E,A,0
India,B,B,C,C,C,E,E,0
Other,B,A,B,B,D,D,A,0
India,D,B,B,A,E,E,D,0
China,D,B,C,B,D,A,E,1
Germany,D,A,C,A,D,D,B,1
US,B,D,D,B,E,A,B,0
China,E,C,B,D,E,E,A,1
Germany,D,D,C,D,E,A,A,0
China,B,B,E,C,B,B,B,0
Germany,A,D,D,A,D,D,B,1
Other,D,D,A,A,A,B,C,0
US,D,D,C,E,E,C,E,1
India,D,B,A,A,B,E,A,1
Other,E,C,E,D,C,B,A,1
Germany,D,A,B,B,A,B,D,1
UK,A,E,A,A,D,D,C,0
India,D,B,A,E,A,E,B,1
US,C,D,D,D,E,A,B,0
Brazil,B,D,B,D,B,A,C,1
US,B,A,B,A,D,D,C,0
UK,C,D,B,C,C,E,B,0
US,B,D,E,E,E,E,E,0
Germany,A,A,B,D,A,D,C,0
Brazil,A,D,A,A,B,B,E,1
India,B,E,C,D,C,D,C,1
US,E,D,B,D,E,D,B,1
Brazil,C,B,C,B,C,B,B,0
China,A,B,E,D,B,E,D,0
Mexico,C,A,B,C,D,B,E,1
Mexico,B,B,C,C,E,D,D,0
UK,B,B,B,E,A,E,B,1
Germany,B,B,B,B,C,C,A,0
Other,C,C,D,B,B,A,C,1
Brazil,A,D,C,C,E,C,E,1
UK,B,D,E,D,C,D,E,1
China,D,C,E,A,B,E,C,0
Germany,E,B,C,D,E,E,A,0
US,D,C,E,A,A,A,C,0
Mexico,A,D,C,B,C,C,B,1
China,B,A,A,E,E,E,C,1
US,B,E,E,A,B,A,B,1
China,B,D,D,C,E,A,B,0
US,A,B,D,A,D,B,C,1
Mexico,E,B,B,A,C,A,B,1
Germany,C,B,E,D,E,C,D,1
India,C,E,C,B,D,C,A,0
Germany,D,A,B,A,D,C,A,1
US,B,D,B,E,D,D,C,0
US,E,C,E,B,B,C,B,1
US,A,A,B,D,D,E,A,1
Brazil,E,D,A,E,A,A,D,0
Germany,A,D,A,E,B,B,B,1
China,C,E,E,D,B,C,C,0
India,A,A,D,A,A,D,A,0
UK,E,A,D,A,A,A,D,1
Other,B,C,A,D,E,B,A,0
Brazil,B,A,D,E,B,A,E,1
China,C,D,E,D,D,E,C,0
US,D,D,A,D,E,D,C,1
Germany,D,E,A,E,D,B,E,0
Mexico,D,A,E,A,A,D,A,1
China,B,D,E,C,B,D,B,0
Germany,C,E,C,A,A,E,B,0
Brazil,E,D,D,C,B,D,C,1
Mexico,E,D,B,C,A,A,A,0
US,C,B,A,D,A,A,E,1
Brazil,C,B,A,B,C,E,E,0
UK,B,E,A,A,C,E,C,0
UK,B,A,A,B,E,D,D,0
Mexico,D,D,E,C,C,B,D,1
Mexico,E,B,C,B,E,C,E,0
Brazil,A,A,A,E,C,D,A,0
UK,B,B,D,E,B,D,B,0
Mexico,A,A,A,C,C,B,B,0
UK,B,A,E,D,B,D,C,1
India,E,E,E,D,E,B,B,0
Germany,D,E,C,A,E,C,C,1
China,E,E,C,E,C,D,B,1
US,B,E,D,A,E,A,D,0
US,D,E,D,C,C,B,A,1
India,D,B,C,B,D,E,C,0
UK,B,B,C,E,B,A,A,0
Other,E,C,C,B,A,B,B,0
Germany,E,C,B,E,C,D,C,1
Germany,D,C,A,A,B,B,B,1
Brazil,E,C,E,B,C,E,D,1
Mexico,E,A,A,D,B,B,B,1
US,C,D,C,A,D,D,E,1
Germany,A,B,C,D,A,B,D,0
Mexico,D,D,C,D,C,A,A,1
Other,B,C,D,D,D,B,E,0
China,C,D,A,C,A,B,B,1
India,E,B,E,E,E,C,C,1
Brazil,C,B,B,C,E,A,C,0
Germany,B,E,C,C,B,A,A,0
Germany,D,C,C,A,A,E,D,0
Other,E,D,E,A,B,D,C,0
Mexico,D,A,E,E,C,E,B,1
US,B,C,B,A,B,E,A,1
Mexico,B,D,A,C,E,D,E,1
Mexico,A,D,B,E,B,E,B,0
Brazil,B,B,A,A,B,D,E,0
China,A,D,B,E,C,C,E,0
India,D,B,D,C,D,C,C,1
India,A,A,E,A,E,E,D,0
India,D,C,B,B,A,B,A,0
Brazil,D,D,D,D,D,D,E,1
Brazil,E,C,E,C,A,D,C,1
UK,A,C,A,C,A,A,C,1
China,C,E,D,C,B,E,E,1
UK,E,E,C,C,C,A,A,1
Brazil,C,C,D,C,D,C,B,0
Other,B,A,B,A,B,D,B,1
China,B,B,C,B,B,A,C,0
Germany,D,A,B,A,B,B,B,0
UK,B,B,A,D,B,B,B,1
Germany,E,E,C,E,B,C,E,1
Mexico,A,E,B,D,A,D,B,1
China,E,E,A,D,D,B,C,1
US,A,B,D,A,A,A,C,0
Other,D,A,C,B,D,C,D,1
Other,A,D,C,E,C,D,E,1
Other,A,A,B,E,D,E,B,0
Other,D,D,E,C,B,A,C,0
India,A,D,A,D,C,E,A,1
Other,D,E,A,B,A,D,B,0
Germany,D,C,C,A,B,B,C,0
US,E,E,E,E,A,E,E,0
UK,A,C,A,C,D,D,A,0
Other,C,E,D,A,A,B,C,1
Brazil,D,C,D,D,D,A,D,0
China,C,E,C,B,D,D,B,1
Brazil,B,D,A,A,E,A,D,0
Mexico,C,E,B,E,C,A,B,1
China,E,D,C,C,A,D,A,0
Other,D,A,E,C,B,A,D,0
Other,C,D,C,B,D,B,C,1
Other,A,B,D,B,E,D,A,1
UK,D,C,A,E,B,C,D,0
Mexico,E,E,C,B,A,C,C,0
China,B,B,A,B,C,C,B,0
Other,E,A,C,B,E,E,C,0
Other,B,E,C,A,D,B,D,1
Mexico,B,C,D,E,E,E,C,0
India,C,C,C,C,A,D,C,0
Mexico,C,D,A,A,B,D,B,1
Germany,A,D,C,E,E,B,C,0
India,C,A,B,B,A,D,B,1
Other,D,C,E,D,C,A,A,0
Mexico,E,A,C,A,E,B,B,0
Other,C,E,D,E,C,B,C,1
Mexico,C,D,C,D,E,D,E,0
Other,C,C,D,A,C,D,E,1
US,C,B,B,D,A,E,E,0
Other,D,B,D,C,B,A,D,0
China,E,A,B,C,E,A,A,0
Other,D,B,D,D,D,E,A,0
US,C,B,E,C,E,A,B,0
India,B,A,C,A,B,D,A,0
Mexico,B,C,D,E,E,D,D,0
Germany,D,E,E,A,E,A,E,0
Other,C,B,B,B,B,C,B,0
Mexico,E,D,D,E,E,E,C,0
Germany,B,E,B,E,A,C,A,1
Brazil,E,A,E,E,C,C,B,0
US,B,B,E,E,D,C,B,0
Other,E,B,E,A,E,C,D,0
Mexico,C,B,E,D,D,E,B,1
Other,D,A,B,B,C,B,E,1
Other,A,D,E,E,B,D,E,1
India,C,E,A,D,D,D,A,0
Brazil,A,E,A,C,E,B,B,1
UK,E,E,D,B,B,E,D,0
China,E,C,C,E,C,D,A,0
Brazil,B,C,B,A,E,B,C,1
Other,C,A,A,B,A,C,D,0
Germany,A,A,C,C,B,A,D,1
US,A,E,E,B,D,D,A,0
UK,E,E,E,A,B,A,C,0
Germany,C,D,B,C,B,D,D,1
China,A,E,E,D,B,D,A,1
China,A,E,B,B,E,A,D,1
US,A,E,B,D,E,A,B,1
US,D,C,A,D,C,E,E,1
Other,D,C,C,E,A,C,D,1
Other,D,B,B,D,B,A,D,1
UK,B,D,C,D,B,A,C,0
Mexico,B,E,A,A,D,A,C,1
Mexico,A,E,D,E,E,E,A,1
Brazil,B,C,C,D,E,C,C,0
UK,A,A,C,B,A,C,D,0
Brazil,A,E,B,B,B,A,E,0
US,D,C,C,A,C,E,D,0
Germany,E,E,B,C,D,C,D,0
Other,B,B,E,A,C,E,E,1
UK,D,E,E,E,A,C,A,1
US,A,D,E,A,A,E,B,0
Germany,A,B,D,B,B,A,D,0
China,B,A,A,E,A,D,B,1
China,B,C,E,D,E,D,D,1
US,C,D,A,D,D,D,A,0
China,C,B,D,E,C,D,B,1
Other,C,D,D,C,D,B,D,1
UK,C,C,B,C,B,E,D,0
Brazil,E,D,E,A,C,C,B,0
Brazil,D,D,B,E,C,A,E,1
US,B,C,D,D,B,D,E,1
China,B,B,A,D,D,B,B,1
Other,E,D,B,A,A,C,E,1
India,B,A,B,B,C,A,B,0
UK,A,E,B,E,C,C,C,0
Brazil,A,D,E,A,D,E,B,1
India,D,E,B,A,C,C,B,1
Other,E,D,E,A,D,E,B,1
India,B,E,C,C,C,C,D,1
China,A,E,A,D,B,E,D,1
UK,C,E,E,D,C,C,D,1
India,E,D,D,D,B,B,B,1
US,A,C,A,B,E,D,E,1
Germany,C,E,D,B,D,C,C,0
US,A,E,E,A,C,D,D,1
China,A,C,D,E,E,D,B,1
Other,D,B,A,A,D,D,C,0
India,D,A,D,C,C,B,B,1
Brazil,A,A,D,C,A,C,E,1
Germany,D,E,C,C,D,A,E,0
Mexico,A,B,E,E,E,E,A,0
Mexico,C,C,C,C,A,A,E,0
Other,D,E,C,C,D,A,C,0
Other,D,C,B,C,C,A,E,0
UK,A,E,E,B,B,B,E,0
Brazil,A,A,D,C,D,D,C,0
Other,A,B,D,D,D,A,E,0
US,E,D,E,A,A,A,C,1
India,A,E,B,D,C,C,A,0
UK,E,E,B,A,A,A,C,0
Germany,A,E,A,D,E,B,C,1
Germany,B,E,E,B,A,D,B,1
India,B,C,C,E,C,E,B,1
India,A,C,C,C,A,D,C,1
UK,C,D,A,A,A,D,C,0
