nation,civil_status,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Brazil,Widowed,Bisexual,38.62579742365431,D,E,E,E,8.98642455563923,-74.94755838079895,C,D,D,-20.003171064044736,-21.85171083370074,-1.0556083537200054,44.791061281961404,29.739232528140068,B,B,D,0
Brazil,Married,Other,60.136057723031556,A,C,D,E,-202.691486353386,31.12621692245518,B,D,D,73.78834169717959,120.98863610650548,-72.34653822210133,22.10690359824983,21.65687326261426,C,D,E,1
Germany,Married,Other,12.001030197018691,C,A,A,D,-135.39500599362103,-23.501202692912628,C,A,E,130.01493091221272,30.240222154767903,-112.08155015118224,10.352092617896833,41.52682042827598,A,C,C,0
India,Married,Heterosexual,-54.28201607612976,C,B,A,D,-59.39157392372098,31.92458815527167,A,C,E,-37.172502082967355,-102.9822109948539,159.17490991688453,-40.430271402802184,-142.57837099729932,A,B,C,1
UK,Divorced,Bisexual,-46.67036076304702,E,C,E,A,-173.4080238979449,-232.27966683129836,C,E,C,112.07863524058848,176.08451031662113,113.40217217403101,-9.913613504817606,39.23211429456237,C,E,B,1
Other,Widowed,Other,-132.6554980976237,C,A,B,A,-77.98585525954275,143.67857372879888,D,E,A,-21.737223559484296,174.55707874909854,68.15067386015058,-48.66816169620821,37.377079296313696,A,C,A,1
Germany,Married,Other,19.467289036636856,B,D,D,B,127.60085726707632,145.69930688340554,A,E,B,-56.9941700731764,-81.46267700709117,-206.29779871213714,84.72836962726993,119.02668018751068,E,C,B,1
UK,Widowed,Bisexual,144.99395071370128,A,D,B,B,97.01698500608099,195.91832022456245,A,B,A,-39.033759394677304,-13.74984548200467,-2.1799847627326456,-77.98557893921215,49.790571975673075,C,A,C,0
Brazil,Married,Heterosexual,46.75768678374091,A,C,D,C,-61.35881310230439,-41.95130524030471,D,E,A,47.078499690299765,256.5813567376042,-74.56849971428181,-24.60811494040471,285.63561879273806,C,E,D,1
Mexico,Widowed,Bisexual,-32.34078279182346,E,E,B,A,52.562809818148914,9.198012509538975,E,C,B,-117.33030275128881,119.88266792346106,108.43721347659714,144.31996912470507,-247.19496719962052,B,A,A,0
UK,Divorced,Other,-91.13181305140743,A,A,C,D,-180.0584329296137,-100.34231719661919,E,E,B,58.44411187888158,100.15990607577949,-104.3438924737198,-82.53446929312359,2.6058747018511648,C,C,A,1
Germany,Single,Other,-18.15745000760318,B,B,A,D,0.04876447399584116,108.03256278792641,C,B,B,21.592563331607842,-28.425090931561236,-45.17960050252876,-9.674642482969052,38.636383631851395,B,A,C,1
