orientation,gender,Disability,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Other,Other,No,Other,C,-147.23178021097826,D,D,-112.43394232388519,E,-1.929038618470224,A,C,75.92547254674467,47.21364868193275,A,C,-189.66963606193409,A,0
Homosexual,Male,Yes,Hindu,C,188.23472271390332,B,A,122.36372753830953,C,27.99952601034524,E,C,136.32444255223325,-49.06472117710952,E,A,168.31847799636301,E,0
Bisexual,M,Mental,None,A,-189.9420379142956,C,B,57.929640924823985,E,-12.006312200575255,E,C,-48.44096312948475,-36.456253130315275,B,B,-22.861237794319,C,1
Homosexual,M,Physical,Hindu,C,-85.61834961807972,E,A,41.36351135153399,A,15.826192554966308,B,E,-74.194913258855,48.408668092400525,C,A,-0.49786569953080007,E,0
Bisexual,Non-binary,Both,None,B,142.42044989563476,D,A,-26.13736855299571,C,71.95703016652892,A,C,134.11352269502308,-52.14767291775707,C,E,-189.75223438533348,E,0
Heterosexual,M,Both,Buddhist,C,31.600503648946464,C,C,9.074982362683494,B,-63.22252381972563,E,B,-53.314897328070685,-122.2785489765215,C,E,220.41488484340329,A,0
Homosexual,Male,Yes,None,A,86.2520003340481,A,A,103.35915608127337,A,-314.4541624336777,E,B,230.59856837569956,20.571609968970822,A,C,7.463416322340165,B,0
Homosexual,Other,Physical,None,B,-107.15790552891849,A,C,141.13634518577658,D,102.23102271874176,E,A,-186.3565198005052,-32.50398841829591,D,B,-70.50108342386365,A,0
Bisexual,Male,Both,Muslim,C,-104.8851124015166,A,D,-83.9402466999252,E,-20.395639170961065,A,D,57.95334225172931,-12.914547139233049,D,E,-66.18326355772966,C,1
Bisexual,Female,Mental,None,E,-63.68513869371635,A,D,10.841513041676407,C,55.06640195965549,D,B,49.7054154857446,-204.6354581120275,C,D,-11.724664960447468,D,0
Heterosexual,Non-binary,Physical,Christian,E,73.65403899721503,B,A,-3.295264319768921,D,116.73088514369618,C,A,97.56913360021919,-36.34973243668644,C,B,27.967931421346666,B,1
Heterosexual,Male,Both,Christian,E,89.28422874563795,E,A,-154.50471291248346,D,81.40392950098659,A,B,-79.83105975745333,-169.810041724145,D,E,96.62218783744883,A,1
Other,Male,No,Christian,A,-84.806008235529,A,D,-12.025223484946986,D,-81.02681702644092,C,D,22.657959688397984,20.25890982006919,D,A,18.44248363018189,D,1
Homosexual,Female,No,Muslim,D,-141.985596832174,C,D,-26.100141596226557,C,-24.07261641643853,A,D,96.99516201139033,-19.928170204627214,B,D,-25.86390974350985,B,1
Other,Non-binary,Yes,Jewish,D,184.0017818231834,D,B,142.79427460100854,B,-119.85009432758409,E,D,-31.46823023745315,-59.46137731356775,A,B,-98.53609864687878,C,0
Bisexual,Non-binary,Mental,Other,B,177.3786213586014,C,C,-126.07445549388416,A,-245.1621295513728,C,B,5.5579341361558985,-44.206651398368635,C,D,-147.6111009416044,C,0
Homosexual,Other,None,Buddhist,C,-25.277576594537514,E,B,-58.48688198448241,C,-251.9643999604517,D,A,-103.61801931208834,13.01706718277168,C,E,-37.322427815720246,B,1
Heterosexual,Non-binary,No,None,D,37.83393872807065,C,B,41.391217731862426,E,-5.333952166601566,B,D,8.585643093724725,63.771831474729304,B,B,-105.95059611954349,A,0
Heterosexual,Female,Yes,Jewish,E,-60.32578318316062,C,C,-85.00407145732996,E,3.656308686142535,D,B,2.6121395182965057,-136.03153578324262,C,A,256.24402708678036,E,1
Other,Non-binary,No,Muslim,B,19.89982473057483,B,C,-44.70414662129972,C,40.40680265617528,C,E,123.02660816479754,-37.90802550008698,E,C,57.19758292672731,B,1
Other,Female,Physical,Hindu,D,-26.25195540110905,B,C,-143.2444802785123,C,-202.75909967513027,E,B,116.15712991637331,63.85464169337711,E,A,76.89906262092202,C,1
Homosexual,M,Physical,Other,D,89.21312271259649,C,E,-13.66170690332886,E,-19.515552762672296,D,C,216.96272204510768,31.13324322795557,D,B,7.780001150101112,A,0
Heterosexual,F,Both,None,D,19.23792759004619,B,B,66.72267743446477,A,-79.55797255360002,D,E,50.04788876040765,-6.598696097972313,E,B,67.1903384432753,C,1
Heterosexual,Female,No,Other,C,-72.69879088151038,D,A,-99.36568838408135,A,-179.89581882375163,B,D,-70.40778541175962,-58.21880922883638,C,B,21.16573322148718,E,1
Bisexual,Other,No,Jewish,A,50.337100153906874,A,B,122.75909736239696,C,-9.774007884255935,E,D,95.35325825394469,11.92518990904697,D,E,-28.497912088630372,D,0
Homosexual,Male,Physical,Buddhist,A,-18.39652920308196,E,D,20.375028377578573,E,-72.65456174627249,E,D,-49.03516371216468,-34.81837105040056,E,B,-33.03404755190961,E,0
Heterosexual,M,Yes,Christian,A,63.648534616657635,B,C,-103.11680302438329,C,-59.408541263880835,D,E,-82.29766581664231,-32.25979215040993,E,C,76.35160018743275,A,1
Bisexual,M,Both,Christian,D,44.0338016283388,E,E,-38.59998181619911,E,-72.34009428637336,C,C,-284.62853146047155,25.060560722914595,C,E,-27.723222026742324,B,1
Homosexual,Female,Mental,Buddhist,B,224.50893026926258,A,E,-39.09029013285456,C,-158.74081357944863,C,C,141.35761286742462,-149.55431698309147,E,E,-165.0030587650786,B,1
Other,Female,Both,Muslim,D,-6.731528004331374,C,B,-73.95915458818419,E,-56.2568076383086,C,C,-57.33670884580465,-36.855644024685105,E,A,58.180645302601796,C,1
Homosexual,Other,Yes,Muslim,A,100.57475061405323,E,C,126.36067067981911,C,-180.54049689999837,D,A,-33.29577129987014,186.33535876983157,D,C,-94.62956892465334,D,1
Other,Other,None,Other,E,161.12138926893903,A,D,54.99611200108968,C,88.08765876479916,E,C,163.4660467812747,62.58446743329773,E,C,-127.71984865099999,E,0
Other,Female,Physical,Jewish,D,36.58732964283471,A,E,19.294561813878616,B,22.724047273849322,D,C,-95.94858796493675,-113.88212269695504,A,A,-29.9822904199356,A,1
Homosexual,F,Both,Buddhist,D,-30.695598497329758,D,D,86.41137159208466,E,39.740877963637814,D,C,-36.34093608561653,42.88770531233292,E,A,246.86582274768023,D,1
Other,Non-binary,None,Other,E,-45.0442368314471,A,B,-30.416416434147468,C,-80.43974727552185,D,D,161.07245060577188,1.5603536014301358,D,D,99.09195053606683,E,0
Homosexual,Non-binary,No,Other,C,50.52649763950292,A,E,30.129354022850013,C,-139.6341503785309,E,A,7.0212709497724655,-105.94015218148233,A,C,139.77079166350956,D,1
Homosexual,Non-binary,Physical,Buddhist,B,102.43988970500213,E,A,72.31004398547492,A,-31.91744734997054,E,D,-109.34548252607419,134.49004630231784,E,A,41.089251181743776,C,0
Heterosexual,F,No,Christian,D,-61.01851741943637,B,A,25.6700736129495,B,-15.622568633676458,B,C,15.733801538256406,-148.91157138524213,D,A,108.79677076583754,D,1
Heterosexual,Non-binary,None,Christian,E,48.989926808802615,E,B,-123.94428333751979,B,-36.788120307506055,C,B,78.64667993809907,-41.763234311512335,A,A,-72.29664253588085,C,0
Heterosexual,F,No,None,E,-28.103462729496094,A,E,-187.06363834398098,C,91.00481721619367,B,D,-122.89647071259596,1.146789017460768,D,D,226.2572323896594,A,1
Homosexual,Non-binary,Yes,Hindu,A,17.24340368073489,E,A,-95.54456840299459,E,73.29177177411282,B,B,-121.13842410040641,-73.93412865019447,E,E,-91.77686821664528,A,0
Other,Non-binary,Physical,Buddhist,C,65.42650468608862,E,B,-126.545236130777,B,-189.30027473449817,D,A,18.29136009982991,-63.99765858303261,B,D,-6.940159412947317,C,1
Bisexual,F,Mental,Buddhist,C,-69.90469204276131,E,A,52.87184449155742,E,108.8966301437575,E,E,94.87014590984629,-30.637461002410816,C,B,59.52882775630361,E,1
Homosexual,F,Yes,Muslim,B,114.08349051876642,C,E,-56.97547124969634,D,-201.60508726836218,E,D,62.923964599565274,178.73977119668717,B,C,-63.87247909674494,B,0
Bisexual,Male,Both,Buddhist,D,22.799840693594053,E,C,-11.368324711650105,B,-137.81099119831939,D,A,56.94719745628479,-24.046739216074656,E,C,-127.19100447079965,E,0
Bisexual,Other,No,Muslim,A,154.3403331501216,E,E,-75.54101400146082,B,40.14760810223702,E,C,103.41853728798185,90.10899442601591,C,B,47.35647461904527,C,0
Heterosexual,Non-binary,Both,Jewish,A,-87.66343146199846,A,B,30.002643258609783,E,-58.79478274173366,E,B,-83.65976533784182,270.31122868529326,B,C,-60.29301331549419,D,1
Other,M,No,Buddhist,B,-64.03873212780474,C,A,52.428623171751866,A,-110.84626602070702,B,A,-173.83217467723563,47.240046430439484,C,B,-128.2974721987112,E,1
Homosexual,Male,No,Buddhist,D,-31.054269377268056,D,D,85.36153065458542,C,53.4627461682181,D,E,107.89215475224279,-78.74282124028565,D,A,-29.20238211079932,E,0
Homosexual,Female,Yes,Hindu,E,-54.335215936868586,E,C,108.11515550122297,A,-85.32485596330258,C,A,-76.5443051416455,-106.05906616160328,D,D,65.2470926817653,A,1
Homosexual,Female,No,Hindu,B,139.75722878286194,A,E,259.7017119823091,C,74.38494411597534,B,B,-85.80454550307978,229.49468970548827,B,B,72.07705933695435,B,0
Other,Female,Physical,Buddhist,E,-36.69666123475962,B,C,-147.97735518654986,A,-23.014045516667437,D,C,-86.1527546907982,-26.425580801571076,D,A,245.7337675856899,C,1
Other,Non-binary,Both,Buddhist,E,79.40395305598696,C,B,-169.2709246645038,D,-78.06304872821158,E,D,-12.987110364505172,-125.1189474112262,A,B,118.39434252929561,C,1
Heterosexual,M,Yes,Hindu,B,42.244931517583865,C,D,96.22322137384165,D,46.09526052723266,A,E,-89.97807889657918,75.42132529384565,A,D,107.60707970933994,D,1
Bisexual,Male,Mental,Jewish,E,46.07720046101421,D,C,-28.18457515580951,D,-17.125973063263388,B,B,63.94245050138869,-144.55311089153483,E,E,-157.36827288374548,A,0
Heterosexual,Non-binary,Mental,Muslim,B,-20.966549606702877,D,E,-95.72950427138818,C,-151.08392533260636,A,A,-103.25037009965494,81.81368072050935,A,D,96.45266962076667,C,0
Bisexual,Other,None,Other,A,156.9144562142435,B,B,110.89934894429021,D,55.721060661663394,D,E,-82.53443306626599,51.8252201713409,D,C,-169.04990448904334,B,0
Homosexual,Male,No,Hindu,D,212.702954222213,B,E,35.561636670748406,D,70.74463006349221,B,C,6.587845619934954,-35.11955645347005,A,B,14.910261379501938,B,0
Other,M,Yes,Hindu,C,-53.98978211462,D,C,101.8295587967524,E,-101.96802434598015,A,C,86.16493993371938,48.334211565548735,B,A,160.4193746101868,B,1
Bisexual,M,No,Other,B,-6.764025086485867,C,B,-126.56920572471451,C,-69.10518602490727,C,A,138.52245555193147,-132.59182663898642,B,E,-71.75234958292108,D,0
Heterosexual,Non-binary,Yes,None,E,87.70511757675001,C,A,72.28275642128456,C,-47.011235835916075,D,A,47.99746071945615,-96.61580417945527,D,D,-169.9339875651475,E,0
Other,Male,None,Other,E,41.680866614291205,E,D,-28.78036466647545,D,37.288691876755266,C,E,-15.380788312484658,39.20620280027187,D,A,75.85403700129392,D,1
Other,M,Both,Hindu,B,100.74780846132828,D,D,32.01882438192094,E,-51.4593006773563,E,B,40.57708400290956,9.771444808919984,A,B,-5.693688871016851,C,1
Bisexual,Male,Mental,None,E,-207.7366680806375,A,E,155.35508244710005,D,128.5809548623904,A,A,-10.113972252467619,141.82606607937583,E,B,51.54764339377502,A,0
Bisexual,M,Yes,Other,C,135.89901269862185,D,A,83.5143139970821,A,34.65551786495185,D,C,-37.254056022109665,2.044739489061977,C,C,31.753931485554272,C,1
Homosexual,Female,Both,Other,D,80.4639184042137,C,B,-118.75268829429268,B,24.88106062207945,A,C,-33.72659994217947,86.70333763183271,C,E,79.85741606828749,E,1
Other,F,None,Jewish,A,-37.73937757853072,B,C,157.04700954707346,B,-118.18503394291575,C,A,-151.06560023528206,-88.93706905291653,D,B,21.40089856037235,D,1
Heterosexual,F,Yes,Other,D,-15.0069191018984,D,D,166.46552439232997,B,88.30396404871387,A,D,34.266310408937464,142.84941968878164,C,A,4.380313927579877,D,1
Other,Other,No,Other,C,30.970811666635328,A,B,111.34935436392941,C,99.56166569711586,C,D,140.5386936418407,-50.71325307642537,A,E,13.33346839907447,A,0
Bisexual,Female,Both,Christian,A,-30.005551443025276,E,C,-105.55365198374444,C,26.122116549723334,E,D,-12.618613611193636,85.84263787832259,E,B,-32.61760313786907,E,0
Homosexual,Non-binary,No,Other,A,17.712340583647823,C,D,-67.46421924590712,C,-69.19540962064129,B,A,-13.1749168749427,5.0835432621157475,C,C,-104.37648015576349,E,0
Homosexual,F,Yes,Hindu,B,41.56337029023046,C,E,7.888160231500235,D,26.520610575847613,C,C,-60.58261988589728,150.78458435334883,A,C,-89.54750257945331,D,1
Heterosexual,Female,Both,Buddhist,E,70.45696740958819,C,E,13.239348763799802,C,-19.496287574427104,C,D,-23.769543349347455,13.230862812222083,B,B,-112.35406040122533,E,1
Other,Female,Yes,Buddhist,E,36.59854864802031,A,C,17.056987679481548,E,-62.206067173545065,D,D,-105.12238230909551,27.08148204013716,D,D,59.70205818083283,A,1
Homosexual,F,None,Christian,C,-113.8663987290332,A,D,31.496858999419054,E,-161.51792798696908,C,B,162.2183867388388,51.77962201111708,D,E,-1.8021353343917703,C,1
Bisexual,Other,Both,Buddhist,E,-5.6965558411135415,E,E,65.48828143690764,E,-116.4118253732936,A,B,35.28028719974869,-277.6338571896978,C,B,114.27500042753718,E,1
Homosexual,Female,Yes,Hindu,B,24.054406730911694,A,C,78.55332528827984,A,-44.570218012876495,D,D,-37.90987762326027,-118.93045062863614,B,C,97.58558823287449,A,0
Heterosexual,F,Both,Buddhist,E,80.12875738219579,A,A,147.8267486730981,C,-135.61308531372592,E,C,228.12388608724143,-1.4749612450706762,D,A,21.380225208839594,C,0
Bisexual,Other,None,None,A,65.69686769978607,A,D,-96.74576950433323,B,-44.38633469487841,C,A,-251.88987354623742,270.36211798140124,C,D,-137.24998964002722,B,0
Bisexual,M,Both,Other,C,-109.23187202494138,C,A,62.69746343662068,C,23.356847782114997,E,B,-231.2907859723409,47.16648817230677,D,A,102.02913260232623,D,0
Homosexual,Female,Mental,None,B,39.71285254800456,A,E,63.14781330672407,B,-142.2510938067613,B,B,64.15378906539028,-81.69214142199611,A,C,-12.82205517374759,A,1
Other,M,Both,Other,C,134.19846214165813,A,C,-106.22825692344591,E,-69.48811948264006,E,E,24.56264188419221,-17.498344437078078,B,A,138.87407150347312,A,1
Heterosexual,M,Mental,Other,B,147.33790691613993,B,D,9.993669933805977,C,16.865882612740783,C,D,-51.831281826031926,-70.54041091755322,B,B,92.77356407579192,C,1
Homosexual,Other,Both,Buddhist,E,-16.291326275433935,C,C,-84.22255259991023,C,-17.29904884431814,E,A,-75.0871684986678,32.29095274105161,C,B,-85.1370476020036,E,0
Heterosexual,Non-binary,Both,Other,D,-63.489801530229805,B,E,66.65957432215522,C,89.16696682229477,E,A,-202.7369044898804,-46.23545872266674,B,D,-26.57974493225267,D,1
Heterosexual,Male,Yes,Other,A,-130.4006544595326,D,E,-7.584589173807779,A,56.25726162836679,D,E,114.39977670208965,-98.96708168712803,C,B,-168.1571170397376,C,1
Bisexual,Female,Physical,Buddhist,A,-123.74295574534608,C,A,134.9799606203652,D,-19.99083419045271,E,D,-185.44261729006482,80.11661748499549,C,B,45.25859177508946,B,1
Bisexual,F,No,Buddhist,B,-16.68944547032889,C,C,-151.2485651601652,B,107.50876816403654,C,B,143.65208304511455,-48.19687109405303,C,D,138.85757063909168,D,1
Other,Male,Physical,Jewish,D,127.13304674100472,E,D,61.2628232105179,C,-27.316773772382174,D,D,86.31462645860937,-140.26972611887504,E,D,33.624923198668576,B,0
Bisexual,Female,Mental,None,B,-67.98734399938294,C,C,-70.51508521013882,C,-90.41335415746887,B,E,-228.70528822503803,-63.48577202317315,C,A,-24.6984769869732,E,1
Homosexual,Female,Physical,Christian,A,-0.9613567943662426,D,E,-40.32230664113777,A,-19.580462102589554,B,E,28.406395174679016,4.750953423450373,C,A,-44.67155439380576,D,0
Homosexual,F,No,None,E,128.04053658715137,D,B,-19.065794202708037,E,54.11178940516811,B,B,136.49983447955853,89.91753035841545,D,E,70.56011005615488,E,0
Bisexual,Male,Yes,Jewish,A,-53.21658542227108,D,E,-35.34320917872533,A,-102.37809925718247,B,E,130.02598972148235,138.23824127672,A,C,42.01163606809239,B,1
Bisexual,M,No,None,E,-37.05699650048778,B,E,96.86321407141291,C,87.11177592425105,C,E,72.4516805851438,43.700900310697236,A,A,93.67330230139812,B,0
Homosexual,F,Yes,None,E,-150.35216485839803,A,B,-72.35719294241386,A,55.61984463948036,D,C,-47.40610186704202,43.268085862288935,E,C,-31.52256827978452,B,0
Bisexual,M,Yes,Buddhist,A,98.99723496334396,C,A,244.53278159817037,E,-84.2016709253099,C,D,-53.527414270733566,-52.901251622277115,B,E,130.22585468359748,A,1
Other,Female,None,Muslim,A,-54.17063084021121,A,D,-39.08583157986615,D,49.207949745477656,D,E,77.72729654131815,20.89856033502449,B,B,-125.62243797327082,E,1
Heterosexual,M,Both,None,A,-16.419088770857968,A,D,21.30759185708979,B,-11.557132293527074,D,C,-1.6934274799592068,42.62362143139308,A,D,73.29238188135092,C,1
Homosexual,Female,Mental,Other,A,168.76926933224615,A,B,-97.93350304644541,E,-9.873372877555383,B,C,-167.0040032808775,-41.39008839248077,B,E,37.23818300003668,B,1
Bisexual,F,None,None,B,-179.16460168801572,E,E,-123.15092472449783,D,-85.4863632480517,A,A,-119.43174061148707,115.71686136135142,A,D,43.12887310816559,E,1
Heterosexual,Male,Both,Jewish,B,26.302525560211727,B,C,-49.15227768699235,A,176.87715949273456,A,C,-54.848399783925785,69.63426544949223,B,D,-164.39523260240193,B,1
Heterosexual,M,None,Buddhist,C,7.973279156866589,E,D,1.0780857521497291,E,149.64153060307524,D,D,45.73064961014737,-51.70823999159789,A,D,-45.65388075521974,E,0
Other,Non-binary,None,Jewish,A,31.94082189251167,E,D,51.794808972234144,D,-109.91744954024352,D,C,27.65548302360707,80.0726159316424,E,D,-286.27680984735053,B,0
Heterosexual,Other,Both,Other,B,-148.010617820481,E,C,121.38310782479256,D,-79.64274640221218,D,B,6.231374531617248,-120.60120630284355,D,C,197.99450311342912,A,1
Heterosexual,Other,Mental,Hindu,A,-98.18961622633236,A,A,45.657136285544716,D,-80.46410420031842,B,D,-108.24125465766174,-69.2330212882206,C,B,100.587591412831,A,1
Bisexual,Male,Both,Muslim,C,15.445791702163817,C,B,-80.9474988618884,E,108.60687422641777,C,B,-11.640856676669884,-131.92769731140416,A,C,76.44772475991273,E,0
Homosexual,Other,Physical,Muslim,C,-43.00309606042636,D,D,99.38951091748557,B,-76.99592027769232,E,C,-30.423833247846893,136.008944051873,D,B,158.47066450879052,E,1
Homosexual,Non-binary,None,Other,B,-3.320045037274784,C,A,49.254741489118004,A,-71.01805874868936,E,E,28.927262756693356,-6.70385179578223,B,C,-140.99784191817918,C,0
Bisexual,Other,Physical,Christian,B,-14.290176173253979,D,E,-119.30690395335888,D,-74.17124189491099,C,C,-2.4923367443325786,90.0949964142221,B,C,-21.331845516564336,A,0
Heterosexual,Male,Both,Jewish,E,-79.34582011086187,D,A,-121.52100786174674,B,-26.34628632496481,B,E,30.94928646805799,-110.60267943201325,B,E,73.17336704183954,C,0
Homosexual,Female,Both,Buddhist,E,-127.40782878711894,B,B,-37.02303974026861,A,-4.322434386197836,D,E,-111.08348795129237,67.90374154924291,D,D,-46.8503990772222,A,0
Homosexual,Male,Physical,None,A,-47.644649305770834,C,D,-111.74862603967017,E,-179.76567641994401,D,C,-148.61127398414553,-129.3024699325104,A,D,-97.19430587756256,A,1
Bisexual,Female,None,Buddhist,C,72.48631513068428,C,D,-87.50023480999538,E,29.228626250253182,A,E,16.551044622701745,-137.68446290521874,C,B,83.83737574546444,E,0
Heterosexual,Male,Mental,Buddhist,D,-124.42833624549064,A,C,-12.791080715381733,C,23.344408377422415,A,C,-122.45508908838416,-9.652164262013155,A,C,-166.51243943469026,A,0
Heterosexual,F,Both,Christian,D,33.24926966618919,C,A,86.09492549513273,D,17.95328003517769,A,A,77.64699202547197,361.1898917353499,C,D,-127.42226662367892,E,1
Bisexual,Male,Physical,Hindu,C,-178.30471499582188,B,B,18.38611001942355,C,-15.072886408673822,B,E,-108.5363221022481,-46.67566756164898,A,C,-225.57502891610025,D,0
Heterosexual,Male,None,Jewish,D,163.88679893172164,B,B,-197.12861907287015,C,132.1031160240014,B,B,61.88791289214301,-194.34294201498682,A,E,93.33193871289934,D,1
Homosexual,Male,Physical,Buddhist,A,47.81506575995716,B,B,79.10333804544551,C,-72.71495358175395,A,C,145.85201415909864,104.11720558966103,C,B,29.66125208323927,D,1
Bisexual,Other,None,Christian,D,18.141639333260194,D,E,171.93145786716624,E,4.132432881990823,C,A,84.19570713611557,-34.59681765865676,D,E,-88.91115670838204,C,1
Other,Male,None,Other,A,17.166622849904233,E,C,193.89810400118188,A,-47.65332950644754,C,A,-34.51372104340537,-57.503786282261736,B,D,-27.95701159656869,A,1
