marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Widowed,C,B,E,C,5.071819550954296,B,A,D,E,-44.59227289404732,-208.41345457675638,104.29561030666828,0
Single,C,C,A,C,-114.22511593855916,B,D,C,A,-48.87812338289573,112.56554517600337,43.04168749693864,1
Married,A,C,E,A,-15.929267856524634,E,D,E,C,-16.397203820839326,-163.48401534705025,-85.42123344384032,1
Widowed,C,B,C,A,-58.25830151204112,B,D,E,D,65.61003585255095,-2.404628755160312,59.01123756208882,1
Single,A,A,B,C,26.855540924651095,C,A,A,D,207.2971957262799,-135.3676447397537,-34.26932553299145,1
Widowed,B,E,D,B,-42.48226473528124,D,A,A,B,-56.188093935552175,91.03918509240498,-223.89911053567292,1
Widowed,D,C,E,C,12.489180752804046,A,A,E,E,-43.986679190403436,-26.413225168246523,-253.81443111970955,0
Single,D,A,A,C,59.14880953854686,D,E,D,D,-2.0862061923908164,-123.24379242802519,-1.8127524774494252,0
Widowed,A,E,C,D,103.49691911335135,B,A,A,C,-349.6790999854427,14.990342545129545,-25.428386171069196,0
Widowed,B,E,D,D,32.9047683491007,A,B,C,E,0.4652411610380245,21.88074543758963,40.41547508145683,0
Single,C,A,B,D,-92.3402545670541,E,A,A,B,-26.48159838236628,11.734598524539189,1.6515004565692282,0
Widowed,C,E,B,B,137.0519288730975,A,C,D,A,-50.72662930977483,166.9247936346147,-74.06501821987361,0
Divorced,C,A,E,C,55.63121090662151,A,E,A,A,84.08258338172917,96.22606382516081,71.27324534040916,1
Widowed,E,E,A,E,22.315635380451116,E,B,B,E,-34.867271225004906,73.13819295850851,-90.76710924561291,1
Widowed,D,D,C,A,6.267672670873154,D,A,B,A,-45.34861676728965,66.49016074363924,-20.73505141792587,0
Single,D,E,C,E,-25.944103364737032,D,B,A,C,14.587558810840045,-52.41976942884148,-54.49330146953236,0
Widowed,E,B,B,C,18.223689090113094,E,E,C,D,-49.64723364631822,40.43948448059035,-72.26102815193565,0
Single,E,B,B,C,90.1893406800007,A,A,C,B,-8.248837627889142,46.68184118659227,-11.88955952740095,0
Divorced,E,C,C,D,-9.648102651087473,A,A,E,E,55.14454985511163,-14.438734483162946,159.79266231586067,0
Divorced,E,D,B,D,-101.35720427381133,E,A,E,B,61.1240645338311,-11.677944963569221,172.66723913970375,0
Married,E,A,E,A,-51.48293139903034,D,A,D,C,-70.43326890562204,-57.10969698480323,-19.828283588373434,0
Single,D,A,A,B,-68.78775337977964,B,D,D,E,-203.1653321504765,194.46616140974285,-54.6161807478152,1
Divorced,D,B,D,B,-55.45158318696093,E,B,E,E,-135.17391133972916,-149.45316583266043,-185.56956863379426,0
Widowed,E,A,E,C,-163.87234665342484,B,A,B,B,-36.76966260693907,-134.9580712593926,-47.58472185604683,1
Divorced,A,D,A,B,-87.67512609713842,D,E,B,A,-154.03221258471146,-262.18447416995946,-63.53206579873184,1
Single,B,E,D,E,130.16815442722697,D,D,A,D,176.30389526481986,-102.82595389439251,-22.118267289935325,1
Divorced,C,B,D,B,-64.49786219669593,D,B,E,D,-189.23096536025417,4.67756154169939,-112.60546827027991,1
Married,C,C,B,B,-80.43019172858135,A,D,D,C,-46.72701368212535,-84.87420697714421,122.54249273857968,0
Single,A,D,E,E,-82.20898998336973,C,A,E,A,-79.79578147304295,128.98057076014084,58.55171623009336,1
Married,D,A,A,D,106.62404379908294,B,C,A,B,-66.1899673462786,137.23396118904424,0.6165735106626278,0
Widowed,A,E,C,B,25.65256272759917,E,B,C,C,-30.337829069164574,24.497184742126247,160.37731500014414,0
Married,B,D,D,A,100.44686168545962,D,B,B,B,75.08904568687977,-40.27966639088755,-5.972007373600442,1
Single,B,B,A,D,56.021632476957194,C,D,B,D,-21.03155357974734,-105.54978746291516,57.40108886608125,0
Divorced,D,D,C,E,111.59888208659503,A,B,B,A,106.18420227334602,-51.51094416022429,42.40222827222462,0
Divorced,A,B,D,B,39.10253785452755,E,E,B,D,19.13356069680443,-64.99090135194523,120.20764093370973,0
Single,D,A,B,E,51.69549339837744,C,C,C,E,101.90542630671703,-177.03178102030904,65.30128210339662,0
Widowed,A,B,E,A,74.35860312877449,A,A,B,A,42.992623155762224,48.993345977046765,41.04963964252956,0
Divorced,A,B,B,A,-21.186916504740903,C,E,D,C,5.493428926173035,205.54290924193995,-67.2701589857537,1
Divorced,D,C,B,B,-25.640989610505788,A,B,C,E,117.76176286699729,-81.59695264843137,110.0105015875652,0
Divorced,E,A,D,B,2.5522174091483842,C,E,E,D,-83.05355339951797,46.74857217340483,-44.69101953525001,1
Single,E,B,D,A,32.31227818244244,E,E,D,D,144.51595940824967,-151.05328285084872,79.94179433181114,1
Divorced,B,D,C,C,6.545244307044578,B,D,A,B,183.86697193415,-62.278078301759756,30.440208224969844,0
Divorced,D,C,D,B,-77.22859161254598,C,D,B,D,111.41609106203146,58.89526381180835,-104.08992939325366,1
Widowed,A,E,C,D,99.80495930700788,D,A,C,E,-9.0029273459293,51.6692845913582,26.80685844804074,0
Married,A,E,C,A,-82.82195150515304,D,E,C,B,-144.4579237766987,106.43932128960216,-47.41249332536241,1
Married,D,B,A,B,31.36140638687942,E,C,C,B,-15.141358259463964,-13.1199241808862,-147.00026195308257,0
Married,E,E,A,C,38.0580557606417,B,C,E,A,-74.66333609830691,-8.89802910612261,-77.18443455938112,0
Married,C,E,C,E,1.3882208589638854,E,A,E,C,-80.00439973498115,-47.238619616407945,-100.38995809646785,1
Married,D,D,B,C,113.58788545236689,B,C,C,D,124.09429186741887,6.550376428408926,-19.390708234731992,1
Married,D,A,B,A,-64.34588328275738,E,A,E,A,81.33017095785368,94.19883677036066,-152.26427069839852,1
Married,A,A,C,B,106.85306778288974,E,E,B,B,98.0683361608207,56.540954280383225,13.578347386005058,1
Single,C,E,E,A,24.397424269264302,E,C,D,B,-73.87789021918195,-33.71660915623038,-51.7622777277584,1
Widowed,A,B,B,B,10.07755697400803,D,B,C,E,46.27585441247833,-27.71445968820092,2.1865547738429365,1
Married,D,A,E,C,-30.656933947256693,E,E,D,E,67.49171634567904,-191.26384179985078,76.3844593497559,1
Married,D,B,B,D,-141.43232180260034,A,A,E,B,-108.46619894147508,-67.02842277258284,227.31219917921308,1
Married,B,B,E,C,16.72539418573966,E,E,A,B,-67.43617904463257,149.76773689786208,89.85306258742662,1
Married,E,E,E,B,-54.89354452866151,A,A,D,D,-161.0864187065997,-100.93080094935559,-201.48515311562966,0
Married,E,B,D,E,103.273509690676,D,A,D,E,222.78805078419524,57.32203016833877,-43.60839652486037,0
Married,E,D,E,B,167.02713184484486,C,D,D,A,-2.096094202511581,14.340676636641556,-17.01672491138512,0
Single,D,B,A,C,-129.4660344551244,D,D,D,E,-136.87709179155837,-7.782147331368964,25.787038673693587,0
Single,B,C,B,C,159.89429843728655,C,C,C,E,28.07400708763491,-195.88261206352593,96.08501949220444,1
Single,D,B,E,A,-28.737214394788403,C,A,E,C,59.23447641442887,-55.56263671940956,33.13318822476821,0
Married,D,E,D,E,-46.93601583112346,D,D,C,A,-146.5892259384359,30.27772917238939,-156.89352081442206,0
Single,E,E,D,A,-220.14393141473474,A,A,B,D,58.18554270962575,189.88179137047834,-188.92046011983152,1
Widowed,E,E,D,E,27.01280862886887,E,D,C,E,49.68738837818354,-60.43458534044592,-61.00399627462887,1
Single,E,A,C,B,-106.5853363376573,D,B,D,A,-54.36301688189199,-85.25700096638631,-171.96647860860455,1
Single,B,D,D,D,-57.326216550960254,D,D,D,C,116.80214303363515,47.755745147016675,-59.26101859027708,1
Divorced,C,A,C,D,28.368302316898863,E,A,E,A,-116.80454433279657,-96.76249793154851,-8.47831494200332,0
Single,A,B,A,A,33.09861396301345,D,A,E,A,31.76405395439761,34.085041339922604,-182.91507194696973,0
Married,A,C,C,D,196.37334811402675,A,E,D,C,-55.964272312189976,33.484277701474326,-6.416100485233319,1
Married,D,A,B,A,-155.8578563749651,E,C,C,B,4.4060440740660365,-20.80458546830755,175.2496322107243,1
Widowed,D,E,E,E,-69.65883886342668,B,A,C,A,-79.90897552926532,31.483318199708517,-114.2939645077958,0
Married,B,A,B,B,79.87779779046788,D,B,E,D,280.52492408368425,-66.5804426755008,46.02643212050702,1
Married,E,E,D,D,199.43437158461637,A,C,B,C,-91.4670997420686,41.178027810051766,-21.005019195898065,1
Widowed,A,E,D,B,-153.65373344808654,C,D,C,E,108.27807512794621,98.45758116448481,212.76706195585948,1
Married,E,D,B,E,130.62652831479096,E,D,A,D,92.81911514800434,-3.9469766573167053,-51.90507247228623,0
Married,E,A,C,D,143.0057980319296,E,B,B,A,-38.320744836218836,-30.803188569610246,37.738273363978465,0
Married,E,E,D,B,-13.668947436765992,B,A,D,D,29.34745917885665,48.54972872734977,8.241091774742516,0
Divorced,E,E,E,A,54.67267945539067,E,D,C,B,-12.57538031560127,-41.343849230959286,-62.46550680915502,0
Divorced,B,B,E,C,-65.11018264349107,A,C,D,E,-124.38415567738204,24.581424318763368,-148.1621235671558,0
Single,A,C,A,E,-44.069233602353926,C,D,E,A,-192.6064672673517,-193.7924048619305,-72.87124312626571,0
Single,E,D,D,E,132.5513763536172,D,E,C,B,104.26338169704614,-31.370405969085063,121.84195682326747,1
Widowed,C,B,D,B,-103.4821598072162,E,B,B,A,58.94595977880105,177.02440158277093,22.529009288832665,0
Widowed,E,D,B,D,-43.13893900914287,E,B,D,E,36.5178734606383,52.67656513101543,102.48126202019574,0
Married,A,B,A,D,40.249403284654214,B,C,D,E,-26.09893729082834,-60.36357405013572,-94.62724674410299,1
Single,A,A,E,A,-110.1048491506251,A,E,B,A,-40.36613048275822,-191.54366807155773,50.57579182925757,0
Married,B,A,B,D,-67.46236841836661,B,D,B,A,-127.4966878893601,25.887471058563012,-169.3766693932081,1
Single,A,E,E,D,-17.399888519957113,B,C,D,E,70.45032540905599,-104.94795043674876,138.6803123330858,1
Widowed,D,C,C,B,48.5292575775851,E,D,B,D,-88.20330706612333,128.7674416705038,214.77896173868092,0
Single,B,C,E,C,29.41304766937319,E,C,D,E,264.9239281574887,91.35604951061502,137.49320532021184,0
Single,A,C,B,B,-27.22338406098448,A,D,D,C,-22.37891986566118,16.14737228323122,-97.63423012760842,1
Divorced,A,D,E,E,-40.58803861243794,D,E,C,A,-102.3344661542225,153.03262789860358,-211.97880133191777,0
Widowed,B,B,B,E,-5.5926209728440135,E,A,C,B,-64.89928067516261,24.186890206449743,-83.85960335519823,1
Widowed,B,A,D,E,24.28512910957421,C,B,A,A,-85.47413494023091,55.79115010606284,73.71967458064907,1
Married,A,E,E,D,65.42966988266852,E,E,D,D,84.21106472929813,-34.19590150196308,-58.3481519612827,1
Married,E,E,D,B,-3.677821825289023,E,C,D,D,161.43071865168127,-39.49732373639158,0.8310062503638441,0
Widowed,D,A,A,E,157.94587845625063,D,C,B,A,213.4406150990107,26.922395541235954,3.145761751306533,1
Single,D,C,C,C,47.108500936517025,D,A,B,E,-10.19636586546491,176.3702027127011,-158.54061166216553,0
Divorced,A,A,D,B,168.82026209551373,E,A,C,D,143.315852857291,-20.783332457875776,26.71813711411434,1
Divorced,A,D,B,B,4.899633240986868,A,D,E,E,90.1086620191747,-48.681363698297,149.79648705402496,1
Divorced,D,A,C,E,-27.060596886410643,D,C,C,B,-163.81058618363963,-73.84774516735996,-103.51998813906205,1
Married,E,E,E,D,-49.6371631921101,D,A,B,C,107.5448351703989,12.722784817934734,-76.44367979788825,0
Divorced,A,C,C,D,-67.15821049684406,E,B,E,B,55.10460215526992,93.27961817385366,150.8769383003714,1
Single,A,C,D,D,53.05081427280426,A,E,E,C,239.8660714468445,131.78090569857943,-64.53486551088902,0
Divorced,B,E,E,A,-9.591861692984388,E,A,A,A,-20.747826418982832,-46.48128209071285,38.489136312997665,1
Divorced,A,B,C,E,18.204249436377754,D,E,D,B,-89.65938772720673,-13.896273061908584,78.77327272933282,0
Married,A,C,D,E,-53.96010351893585,E,A,E,D,169.96564484271778,-85.6335633784244,-54.083561017099726,0
Divorced,A,B,E,B,54.48278785472359,A,C,E,C,-128.8183154475916,83.28351834996532,21.471344470831752,1
Divorced,C,C,C,E,124.58045512698035,E,C,A,C,2.364648702956427,-89.19356132197407,-64.02405805787131,1
Divorced,D,E,D,C,-29.664499801800336,D,D,B,A,86.47271642819047,45.458898998174696,77.76740024001543,1
Single,A,D,E,B,7.482560891062084,C,E,E,D,10.713129961039385,70.33873681577325,100.39033793058361,0
Single,A,C,C,A,78.15762136094453,D,A,B,B,119.09912196549139,-87.52743559897877,2.799241170898932,1
Divorced,A,E,D,A,16.728858916287134,C,E,A,D,-185.56895997238354,-41.105245137707726,27.575790874779283,1
Married,E,A,A,B,79.78498489963026,A,D,B,E,-174.76233990675885,-43.45863577542991,120.07972067380861,1
Single,C,A,E,B,-57.53838385136484,E,D,C,D,-40.63497070738415,-10.504647801322168,-94.16186209797718,0
Married,B,E,C,B,105.0984827318317,B,B,E,E,-63.35519312405755,-26.14649031425949,58.05211784032805,0
Single,D,A,C,C,-142.75538546339757,A,E,E,D,-25.1841551883405,53.4201531052382,154.13786452138936,0
Married,B,E,D,C,103.57565301573632,B,C,D,E,-5.947864338574036,-29.5243076428162,-6.773135828770036,0
Single,C,B,B,C,0.8966882566617083,A,E,D,A,-40.37277744208061,-51.829806176733385,-50.27851796825286,0
Married,D,A,D,B,89.54613567552275,E,D,A,B,22.37322686772884,79.43243154789782,-134.38692886350913,1
Widowed,D,B,C,D,49.890034686553044,A,E,E,A,-94.21665717254446,151.47094864200602,-79.58958410174411,1
Divorced,C,C,B,B,105.61694960287436,A,D,A,C,-33.35362913571325,-76.28997728577723,-99.2904953462488,1
Married,C,C,E,C,-208.8064640704517,C,B,E,E,-10.059707174428443,-85.4222571129128,-69.54908695364165,0
Single,A,D,C,A,-137.69198375519025,B,D,E,A,107.78231388376524,-113.38010742436045,-79.87575247147699,0
Married,A,B,D,C,26.3245555034007,B,C,B,E,-98.30280144420038,-7.143856300398377,23.577743119738184,1
Divorced,B,B,A,E,68.57777447756865,B,D,E,C,-37.77375234535572,118.12265776636042,-8.092204244298367,1
Single,D,A,B,B,-78.48488972030772,C,C,A,B,-46.046699056204574,-14.282941691735932,-120.23664519995545,0
Married,B,A,D,E,24.153292302041073,C,A,C,A,92.95287979450161,70.4142716054789,70.82078907578081,0
Widowed,E,D,E,D,-105.96463809041903,C,E,D,D,31.92837341213944,-57.46275248858933,-122.690763105619,1
Divorced,E,E,C,A,56.0607074406615,E,C,A,A,82.15632263357526,172.65349939138775,29.490807311716328,0
Single,A,C,A,E,-43.52532856040226,C,D,A,B,-280.64570166826786,-40.82228750636916,-85.21324853275345,0
Divorced,B,E,E,E,45.352524080854124,A,D,D,D,201.0999721736431,31.504544957675606,-176.1797609734654,0
Divorced,A,B,B,A,1.9446067407699872,D,D,C,E,93.23878079851505,116.45676864642947,-30.09329134245769,0
Married,E,B,A,B,84.41657529833337,C,B,D,B,-197.9642739514267,-43.761329279472484,-12.361320331537934,1
Divorced,D,E,D,C,41.79400972526903,C,B,D,E,80.71510636188735,-114.78631616916137,-114.48298112126758,1
Widowed,E,E,D,C,-71.03289022883419,E,C,B,D,174.81011006709107,172.58324668664878,-75.47016390300817,1
Married,D,E,E,D,-104.94854744833705,A,D,E,D,-4.900980258857642,-48.53406782793446,-15.860559977288988,0
Single,C,A,A,E,112.73087989388043,A,D,E,D,-175.81763896323255,-55.68042990874152,-0.6200296493766441,1
Single,C,C,B,A,185.01700858541412,C,D,D,B,109.55491190918943,34.022293965086924,167.9713651856697,0
Single,A,E,A,B,-104.82755457446305,B,C,A,D,9.904591731927406,55.1102907258064,-54.39305847994318,1
Married,C,D,E,C,72.54756592617846,D,C,E,C,-88.14595443754865,-5.808502439347873,4.6044185749606035,0
Married,E,D,D,C,-17.50447905728888,D,C,A,E,114.37980307660243,128.9663614314174,-21.885045577224194,1
Married,E,E,B,C,-40.15932678626204,C,D,B,C,21.40224562159642,-71.83282316595741,89.2463426449135,0
Single,B,A,B,A,11.421471636387674,B,C,D,D,104.56034467288077,54.33582299979862,39.485858504891574,0
Widowed,B,B,B,C,-153.88404084835184,E,D,C,C,-32.328321471514286,87.1039686187373,16.563270694292807,0
Married,B,C,B,C,-34.465338182090136,C,A,A,B,-181.67613755883272,105.1110724691797,-30.247135131154714,1
Married,A,C,E,E,-86.11564395650521,E,D,E,B,-17.28311311399725,98.6388816803159,-239.06307225284058,0
Single,D,E,E,C,-31.122639272425147,C,B,D,E,-134.55505952058283,10.477786138010096,-78.50951273250759,0
Divorced,D,D,B,D,28.449051076040316,C,A,C,A,22.52655266746922,-67.06482507290652,88.98394907034097,1
Divorced,B,B,A,A,-59.320932056174236,A,E,C,B,-42.125414607127254,-65.4515603107617,179.55739756669118,0
Widowed,D,D,D,D,9.308140151874635,C,E,B,E,169.26323079258503,49.902974315620185,151.02563973660594,0
Married,C,B,B,D,-76.01106406370337,D,C,E,D,102.75385715260646,0.0050602862156058056,110.56887152320208,1
Divorced,D,E,A,B,-151.19619493360972,B,B,E,D,39.5567132091723,-5.271966970958342,1.5330996657890485,1
Divorced,E,E,C,B,-161.45109195600756,C,E,A,E,17.08377868520238,103.83922106084707,-23.623623277163176,1
Single,B,E,C,E,-99.05702184621089,D,B,D,B,-40.749185320703205,51.34163919781704,-97.39162858393394,1
Single,C,E,E,E,-27.424977758477016,A,A,B,A,-25.429318457939164,182.71622026018662,-103.8198442668965,1
Single,B,E,D,A,2.991811933500321,E,B,B,A,-32.59603524457792,-24.665764507737755,-19.820745426892525,1
Single,D,E,C,D,36.13984027560032,C,A,B,E,-61.784498734313765,18.9393533840574,-159.24553672296508,0
Single,D,E,D,E,-40.65714141752669,C,C,B,C,7.96433904791399,72.02218193059771,-216.34480774201612,1
Married,C,E,B,A,-79.14831780580629,B,E,A,C,-65.62866119546258,-173.7479188504693,89.97426029837467,0
Married,D,B,C,C,-126.38832120018063,E,B,D,D,28.202585425413563,-1.8322966799729279,-148.81639507736938,1
Divorced,D,B,D,E,176.89448264513183,E,B,C,D,52.98557290731266,-125.25341744179575,44.308345826291635,0
Widowed,A,B,C,A,22.860187772016804,A,A,B,E,52.15187252468534,-24.97637407084689,-116.73864970601748,0
Divorced,E,E,A,B,85.16918042597345,B,E,A,A,113.42522863184494,-167.85796645381419,89.91948263136051,0
Single,C,C,B,A,126.23986386163854,C,E,C,E,53.33863214000333,-152.88140273477322,27.292577413660762,0
Single,E,D,C,C,127.91511502545686,B,C,D,A,53.41965809242648,-10.05856609480116,-15.443924453625616,0
Widowed,C,C,C,C,-79.54735159566634,A,E,C,E,-101.96126257626106,-137.4990109999985,-24.964576314362176,1
Divorced,B,A,E,D,-33.422176778288424,D,A,A,C,97.34745299130424,-14.61264388907694,-130.7558243037274,0
Single,E,D,D,D,207.33956586617256,B,C,C,A,-28.060509994088108,-154.58481192091384,-60.51853934953557,0
Divorced,D,C,C,C,352.1497769167124,C,D,B,C,2.1741163455964583,193.72348610005886,-98.22447681148202,1
Divorced,A,B,D,A,176.24437455714371,A,B,B,C,124.16396821051516,4.980597892800539,144.73330761841459,0
Widowed,B,C,A,B,63.15047191762242,A,A,E,A,-117.17915895681692,106.95456282536044,-152.51370493080083,1
Widowed,E,B,C,E,-101.2031376713922,E,B,E,B,41.25972123786076,12.192672469821531,-43.989363957544036,1
Married,C,D,E,D,-38.002641935807745,B,B,B,B,97.86994453829251,-37.54628892250862,67.94821053781094,0
Married,D,D,A,B,159.11193827197647,B,B,C,A,72.27180420831766,-15.062391942736275,-103.4169402845841,1
Single,E,A,E,B,-46.07925626068169,E,C,A,D,-233.9835737945216,191.2330918446338,-61.17705177584265,1
Widowed,E,A,E,E,117.28660901252465,D,D,A,E,51.40736859159733,-131.0313505822847,20.226933883199756,1
Married,D,B,C,E,224.0437143102399,E,C,C,A,58.19492549449566,109.55800002358973,12.228867696030505,0
Married,D,C,C,B,139.0295602881945,A,C,C,D,131.50288832929024,-84.56876581582111,25.926300883991303,1
Widowed,E,A,B,A,-43.147942730082725,C,E,D,B,-23.982581333533616,88.96954788952081,-7.624041356966026,1
Single,A,C,D,E,11.757026971746502,C,C,C,D,-20.8730481050659,125.79073508947769,116.93489628778708,1
Single,E,A,B,D,-154.4393356355984,C,A,A,A,84.99664674318434,-67.94560748257724,48.48267711158669,0
Widowed,A,B,E,C,-90.74738822652658,C,D,D,C,15.190758638693419,-71.93518489905844,188.90292483071184,1
Married,C,B,C,D,-74.03174913195065,B,D,B,D,167.2686813246282,138.82847237928985,-55.46969440161317,0
Married,C,D,B,D,86.5049691546336,A,B,A,C,153.24334174143792,-181.06404130746404,31.100562708766816,1
Single,B,B,D,D,76.94865805399043,A,E,D,C,4.963627643841772,70.34129643949673,-104.03674943094876,0
Married,D,E,A,E,-49.63244470022644,C,C,A,A,115.1799575977201,70.18188506575233,-174.3756432989503,0
Divorced,B,A,B,E,61.51779343534375,E,C,A,E,-57.84913291219623,99.56728969731371,17.673718015825624,0
Divorced,D,C,B,C,20.21632730258875,C,D,D,E,13.304073434231983,-10.326266316467407,209.50920042695418,0
Married,A,D,D,B,25.14259029418372,A,D,A,B,-105.82774594276847,-200.32381896342568,-273.4391749321663,1
Single,E,E,D,B,-46.94097989099581,E,C,D,B,26.0426073313824,-142.67349881191112,111.4811532201063,0
Married,A,C,D,C,-42.49002883152894,C,A,C,E,67.08335422862875,55.32677342914057,52.79116292663609,1
Widowed,D,D,A,B,-145.2137194817584,A,C,B,A,170.18685392688852,73.50139874657528,-77.61048589901989,1
Widowed,A,B,D,C,-29.71467957389627,B,B,C,E,33.04723407315141,-172.57857946078678,-96.41807947066562,0
Single,E,C,B,B,126.93819076108177,B,A,E,D,43.26880429569685,18.449834252041207,103.97067032791547,0
